Track,for,Harvey,2011,,
8/19/2011,3:09:59,15.558,N,82.377,W
8/19/2011,3:12:00,15.56,N,82.381,W
8/19/2011,3:14:00,15.562,N,82.385,W
8/19/2011,3:15:59,15.563,N,82.389,W
8/19/2011,3:17:59,15.565,N,82.393,W
8/19/2011,3:20:00,15.567,N,82.397,W
8/19/2011,3:22:00,15.568,N,82.401,W
8/19/2011,3:23:59,15.57,N,82.404,W
8/19/2011,3:25:59,15.572,N,82.408,W
8/19/2011,3:28:00,15.573,N,82.412,W
8/19/2011,3:30:00,15.575,N,82.416,W
8/19/2011,3:31:59,15.577,N,82.42,W
8/19/2011,3:34:00,15.578,N,82.424,W
8/19/2011,3:36:00,15.58,N,82.428,W
8/19/2011,3:37:59,15.582,N,82.432,W
8/19/2011,3:39:59,15.583,N,82.436,W
8/19/2011,3:42:00,15.585,N,82.439,W
8/19/2011,3:44:00,15.587,N,82.443,W
8/19/2011,3:45:59,15.588,N,82.447,W
8/19/2011,3:47:59,15.59,N,82.451,W
8/19/2011,3:50:00,15.592,N,82.455,W
8/19/2011,3:52:00,15.593,N,82.459,W
8/19/2011,3:53:59,15.595,N,82.463,W
8/19/2011,3:55:59,15.597,N,82.466,W
8/19/2011,3:58:00,15.598,N,82.47,W
8/19/2011,4:00:00,15.6,N,82.474,W
8/19/2011,4:01:59,15.602,N,82.478,W
8/19/2011,4:04:00,15.603,N,82.482,W
8/19/2011,4:06:00,15.605,N,82.486,W
8/19/2011,4:07:59,15.607,N,82.49,W
8/19/2011,4:09:59,15.608,N,82.493,W
8/19/2011,4:12:00,15.61,N,82.497,W
8/19/2011,4:14:00,15.612,N,82.501,W
8/19/2011,4:15:59,15.613,N,82.505,W
8/19/2011,4:17:59,15.615,N,82.509,W
8/19/2011,4:20:00,15.617,N,82.513,W
8/19/2011,4:22:00,15.618,N,82.516,W
8/19/2011,4:23:59,15.62,N,82.52,W
8/19/2011,4:25:59,15.622,N,82.524,W
8/19/2011,4:28:00,15.623,N,82.528,W
8/19/2011,4:30:00,15.625,N,82.532,W
8/19/2011,4:31:59,15.627,N,82.535,W
8/19/2011,4:34:00,15.628,N,82.539,W
8/19/2011,4:36:00,15.63,N,82.543,W
8/19/2011,4:37:59,15.632,N,82.547,W
8/19/2011,4:39:59,15.633,N,82.551,W
8/19/2011,4:42:00,15.635,N,82.554,W
8/19/2011,4:44:00,15.637,N,82.558,W
8/19/2011,4:45:59,15.638,N,82.562,W
8/19/2011,4:47:59,15.64,N,82.566,W
8/19/2011,4:50:00,15.642,N,82.57,W
8/19/2011,4:52:00,15.643,N,82.573,W
8/19/2011,4:53:59,15.645,N,82.577,W
8/19/2011,4:55:59,15.647,N,82.581,W
8/19/2011,4:58:00,15.648,N,82.585,W
8/19/2011,5:00:00,15.65,N,82.588,W
8/19/2011,5:01:59,15.652,N,82.592,W
8/19/2011,5:04:00,15.653,N,82.596,W
8/19/2011,5:06:00,15.655,N,82.6,W
8/19/2011,5:07:59,15.657,N,82.604,W
8/19/2011,5:09:59,15.658,N,82.607,W
8/19/2011,5:12:00,15.66,N,82.611,W
8/19/2011,5:14:00,15.662,N,82.615,W
8/19/2011,5:15:59,15.663,N,82.619,W
8/19/2011,5:17:59,15.665,N,82.622,W
8/19/2011,5:20:00,15.667,N,82.626,W
8/19/2011,5:22:00,15.668,N,82.63,W
8/19/2011,5:23:59,15.67,N,82.633,W
8/19/2011,5:25:59,15.672,N,82.637,W
8/19/2011,5:28:00,15.673,N,82.641,W
8/19/2011,5:30:00,15.675,N,82.645,W
8/19/2011,5:31:59,15.677,N,82.648,W
8/19/2011,5:34:00,15.678,N,82.652,W
8/19/2011,5:36:00,15.68,N,82.656,W
8/19/2011,5:37:59,15.682,N,82.659,W
8/19/2011,5:39:59,15.683,N,82.663,W
8/19/2011,5:42:00,15.685,N,82.667,W
8/19/2011,5:44:00,15.687,N,82.671,W
8/19/2011,5:45:59,15.688,N,82.674,W
8/19/2011,5:47:59,15.69,N,82.678,W
8/19/2011,5:50:00,15.692,N,82.682,W
8/19/2011,5:52:00,15.693,N,82.685,W
8/19/2011,5:53:59,15.695,N,82.689,W
8/19/2011,5:55:59,15.697,N,82.693,W
8/19/2011,5:58:00,15.698,N,82.696,W
8/19/2011,6:00:00,15.7,N,82.7,W
8/19/2011,6:01:59,15.702,N,82.704,W
8/19/2011,6:04:00,15.703,N,82.707,W
8/19/2011,6:06:00,15.705,N,82.711,W
8/19/2011,6:07:59,15.707,N,82.715,W
8/19/2011,6:09:59,15.708,N,82.718,W
8/19/2011,6:12:00,15.71,N,82.722,W
8/19/2011,6:14:00,15.712,N,82.726,W
8/19/2011,6:15:59,15.713,N,82.729,W
8/19/2011,6:17:59,15.715,N,82.733,W
8/19/2011,6:20:00,15.717,N,82.736,W
8/19/2011,6:22:00,15.718,N,82.74,W
8/19/2011,6:23:59,15.72,N,82.744,W
8/19/2011,6:25:59,15.722,N,82.747,W
8/19/2011,6:28:00,15.723,N,82.751,W
8/19/2011,6:30:00,15.725,N,82.755,W
8/19/2011,6:31:59,15.727,N,82.758,W
8/19/2011,6:34:00,15.728,N,82.762,W
8/19/2011,6:36:00,15.73,N,82.765,W
8/19/2011,6:37:59,15.732,N,82.769,W
8/19/2011,6:39:59,15.733,N,82.772,W
8/19/2011,6:42:00,15.735,N,82.776,W
8/19/2011,6:44:00,15.737,N,82.78,W
8/19/2011,6:45:59,15.738,N,82.783,W
8/19/2011,6:47:59,15.74,N,82.787,W
8/19/2011,6:50:00,15.742,N,82.79,W
8/19/2011,6:52:00,15.743,N,82.794,W
8/19/2011,6:53:59,15.745,N,82.797,W
8/19/2011,6:55:59,15.747,N,82.801,W
8/19/2011,6:58:00,15.748,N,82.805,W
8/19/2011,7:00:00,15.75,N,82.808,W
8/19/2011,7:01:59,15.752,N,82.812,W
8/19/2011,7:04:00,15.753,N,82.815,W
8/19/2011,7:06:00,15.755,N,82.819,W
8/19/2011,7:07:59,15.757,N,82.822,W
8/19/2011,7:09:59,15.758,N,82.826,W
8/19/2011,7:12:00,15.76,N,82.829,W
8/19/2011,7:14:00,15.762,N,82.833,W
8/19/2011,7:15:59,15.763,N,82.836,W
8/19/2011,7:17:59,15.765,N,82.84,W
8/19/2011,7:20:00,15.767,N,82.843,W
8/19/2011,7:22:00,15.768,N,82.847,W
8/19/2011,7:23:59,15.77,N,82.85,W
8/19/2011,7:25:59,15.772,N,82.854,W
8/19/2011,7:28:00,15.773,N,82.857,W
8/19/2011,7:30:00,15.775,N,82.861,W
8/19/2011,7:31:59,15.777,N,82.864,W
8/19/2011,7:34:00,15.778,N,82.868,W
8/19/2011,7:36:00,15.78,N,82.871,W
8/19/2011,7:37:59,15.782,N,82.875,W
8/19/2011,7:39:59,15.783,N,82.878,W
8/19/2011,7:42:00,15.785,N,82.882,W
8/19/2011,7:44:00,15.787,N,82.885,W
8/19/2011,7:45:59,15.788,N,82.889,W
8/19/2011,7:47:59,15.79,N,82.892,W
8/19/2011,7:50:00,15.792,N,82.896,W
8/19/2011,7:52:00,15.793,N,82.899,W
8/19/2011,7:53:59,15.795,N,82.903,W
8/19/2011,7:55:59,15.797,N,82.906,W
8/19/2011,7:58:00,15.798,N,82.909,W
8/19/2011,8:00:00,15.8,N,82.913,W
8/19/2011,8:01:59,15.802,N,82.916,W
8/19/2011,8:03:59,15.803,N,82.92,W
8/19/2011,8:05:59,15.805,N,82.923,W
8/19/2011,8:08:00,15.807,N,82.927,W
8/19/2011,8:10:00,15.808,N,82.93,W
8/19/2011,8:12:00,15.81,N,82.933,W
8/19/2011,8:14:00,15.812,N,82.937,W
8/19/2011,8:15:59,15.813,N,82.94,W
8/19/2011,8:17:59,15.815,N,82.944,W
8/19/2011,8:19:59,15.817,N,82.947,W
8/19/2011,8:21:59,15.818,N,82.95,W
8/19/2011,8:24:00,15.82,N,82.954,W
8/19/2011,8:26:00,15.822,N,82.957,W
8/19/2011,8:28:00,15.823,N,82.961,W
8/19/2011,8:30:00,15.825,N,82.964,W
8/19/2011,8:31:59,15.827,N,82.967,W
8/19/2011,8:33:59,15.828,N,82.971,W
8/19/2011,8:35:59,15.83,N,82.974,W
8/19/2011,8:38:00,15.832,N,82.978,W
8/19/2011,8:40:00,15.833,N,82.981,W
8/19/2011,8:42:00,15.835,N,82.984,W
8/19/2011,8:44:00,15.837,N,82.988,W
8/19/2011,8:45:59,15.838,N,82.991,W
8/19/2011,8:47:59,15.84,N,82.995,W
8/19/2011,8:49:59,15.842,N,82.998,W
8/19/2011,8:51:59,15.843,N,83.001,W
8/19/2011,8:54:00,15.845,N,83.005,W
8/19/2011,8:56:00,15.847,N,83.008,W
8/19/2011,8:58:00,15.848,N,83.011,W
8/19/2011,9:00:00,15.85,N,83.015,W
8/19/2011,9:01:59,15.852,N,83.018,W
8/19/2011,9:03:59,15.853,N,83.021,W
8/19/2011,9:05:59,15.855,N,83.025,W
8/19/2011,9:08:00,15.857,N,83.028,W
8/19/2011,9:10:00,15.858,N,83.031,W
8/19/2011,9:12:00,15.86,N,83.035,W
8/19/2011,9:14:00,15.862,N,83.038,W
8/19/2011,9:15:59,15.863,N,83.041,W
8/19/2011,9:17:59,15.865,N,83.045,W
8/19/2011,9:19:59,15.867,N,83.048,W
8/19/2011,9:21:59,15.868,N,83.051,W
8/19/2011,9:24:00,15.87,N,83.055,W
8/19/2011,9:26:00,15.872,N,83.058,W
8/19/2011,9:28:00,15.873,N,83.061,W
8/19/2011,9:30:00,15.875,N,83.065,W
8/19/2011,9:31:59,15.877,N,83.068,W
8/19/2011,9:33:59,15.878,N,83.071,W
8/19/2011,9:35:59,15.88,N,83.075,W
8/19/2011,9:38:00,15.882,N,83.078,W
8/19/2011,9:40:00,15.883,N,83.081,W
8/19/2011,9:42:00,15.885,N,83.085,W
8/19/2011,9:44:00,15.887,N,83.088,W
8/19/2011,9:45:59,15.888,N,83.091,W
8/19/2011,9:47:59,15.89,N,83.094,W
8/19/2011,9:49:59,15.892,N,83.098,W
8/19/2011,9:51:59,15.893,N,83.101,W
8/19/2011,9:54:00,15.895,N,83.104,W
8/19/2011,9:56:00,15.897,N,83.108,W
8/19/2011,9:58:00,15.898,N,83.111,W
8/19/2011,10:00:00,15.9,N,83.114,W
8/19/2011,10:01:59,15.902,N,83.117,W
8/19/2011,10:03:59,15.903,N,83.121,W
8/19/2011,10:05:59,15.905,N,83.124,W
8/19/2011,10:08:00,15.907,N,83.127,W
8/19/2011,10:10:00,15.908,N,83.131,W
8/19/2011,10:12:00,15.91,N,83.134,W
8/19/2011,10:14:00,15.912,N,83.137,W
8/19/2011,10:15:59,15.913,N,83.14,W
8/19/2011,10:17:59,15.915,N,83.144,W
8/19/2011,10:19:59,15.917,N,83.147,W
8/19/2011,10:21:59,15.919,N,83.15,W
8/19/2011,10:24:00,15.92,N,83.153,W
8/19/2011,10:26:00,15.922,N,83.157,W
8/19/2011,10:28:00,15.924,N,83.16,W
8/19/2011,10:30:00,15.925,N,83.163,W
8/19/2011,10:31:59,15.927,N,83.166,W
8/19/2011,10:33:59,15.929,N,83.17,W
8/19/2011,10:35:59,15.93,N,83.173,W
8/19/2011,10:38:00,15.932,N,83.176,W
8/19/2011,10:40:00,15.934,N,83.179,W
8/19/2011,10:42:00,15.935,N,83.183,W
8/19/2011,10:44:00,15.937,N,83.186,W
8/19/2011,10:45:59,15.939,N,83.189,W
8/19/2011,10:47:59,15.94,N,83.192,W
8/19/2011,10:49:59,15.942,N,83.196,W
8/19/2011,10:51:59,15.944,N,83.199,W
8/19/2011,10:54:00,15.945,N,83.202,W
8/19/2011,10:56:00,15.947,N,83.205,W
8/19/2011,10:58:00,15.949,N,83.209,W
8/19/2011,11:00:00,15.95,N,83.212,W
8/19/2011,11:01:59,15.952,N,83.215,W
8/19/2011,11:03:59,15.954,N,83.218,W
8/19/2011,11:05:59,15.955,N,83.222,W
8/19/2011,11:08:00,15.957,N,83.225,W
8/19/2011,11:10:00,15.959,N,83.228,W
8/19/2011,11:12:00,15.96,N,83.231,W
8/19/2011,11:14:00,15.962,N,83.235,W
8/19/2011,11:15:59,15.964,N,83.238,W
8/19/2011,11:17:59,15.965,N,83.241,W
8/19/2011,11:19:59,15.967,N,83.244,W
8/19/2011,11:21:59,15.969,N,83.247,W
8/19/2011,11:24:00,15.97,N,83.251,W
8/19/2011,11:26:00,15.972,N,83.254,W
8/19/2011,11:28:00,15.974,N,83.257,W
8/19/2011,11:30:00,15.975,N,83.26,W
8/19/2011,11:31:59,15.977,N,83.264,W
8/19/2011,11:33:59,15.979,N,83.267,W
8/19/2011,11:35:59,15.98,N,83.27,W
8/19/2011,11:38:00,15.982,N,83.273,W
8/19/2011,11:40:00,15.984,N,83.276,W
8/19/2011,11:42:00,15.985,N,83.28,W
8/19/2011,11:44:00,15.987,N,83.283,W
8/19/2011,11:45:59,15.989,N,83.286,W
8/19/2011,11:47:59,15.99,N,83.289,W
8/19/2011,11:49:59,15.992,N,83.292,W
8/19/2011,11:51:59,15.994,N,83.296,W
8/19/2011,11:54:00,15.995,N,83.299,W
8/19/2011,11:56:00,15.997,N,83.302,W
8/19/2011,11:58:00,15.999,N,83.305,W
8/19/2011,12:00:00,16,N,83.308,W
8/19/2011,12:01:59,16.002,N,83.312,W
8/19/2011,12:03:59,16.004,N,83.315,W
8/19/2011,12:05:59,16.005,N,83.318,W
8/19/2011,12:08:00,16.007,N,83.321,W
8/19/2011,12:10:00,16.009,N,83.324,W
8/19/2011,12:12:00,16.01,N,83.328,W
8/19/2011,12:14:00,16.012,N,83.331,W
8/19/2011,12:14:03,16.012,N,83.331,W
8/19/2011,12:16:03,16.014,N,83.332,W
8/19/2011,12:18:03,16.016,N,83.334,W
8/19/2011,12:20:04,16.018,N,83.335,W
8/19/2011,12:22:04,16.02,N,83.336,W
8/19/2011,12:24:04,16.023,N,83.338,W
8/19/2011,12:26:03,16.025,N,83.339,W
8/19/2011,12:28:03,16.027,N,83.34,W
8/19/2011,12:30:03,16.029,N,83.342,W
8/19/2011,12:32:03,16.031,N,83.343,W
8/19/2011,12:34:04,16.033,N,83.344,W
8/19/2011,12:36:04,16.035,N,83.345,W
8/19/2011,12:38:04,16.037,N,83.347,W
8/19/2011,12:40:04,16.039,N,83.348,W
8/19/2011,12:42:03,16.041,N,83.349,W
8/19/2011,12:44:03,16.044,N,83.351,W
8/19/2011,12:46:03,16.046,N,83.352,W
8/19/2011,12:48:03,16.048,N,83.353,W
8/19/2011,12:50:04,16.05,N,83.355,W
8/19/2011,12:52:04,16.052,N,83.356,W
8/19/2011,12:54:04,16.054,N,83.357,W
8/19/2011,12:56:03,16.056,N,83.359,W
8/19/2011,12:58:03,16.058,N,83.36,W
8/19/2011,13:00:03,16.06,N,83.361,W
8/19/2011,13:02:03,16.062,N,83.363,W
8/19/2011,13:04:04,16.065,N,83.364,W
8/19/2011,13:06:04,16.067,N,83.365,W
8/19/2011,13:07:17,16.068,N,83.366,W
8/19/2011,13:09:17,16.067,N,83.369,W
8/19/2011,13:11:17,16.067,N,83.373,W
8/19/2011,13:13:18,16.066,N,83.376,W
8/19/2011,13:15:18,16.065,N,83.38,W
8/19/2011,13:17:18,16.064,N,83.383,W
8/19/2011,13:19:18,16.064,N,83.386,W
8/19/2011,13:21:17,16.063,N,83.39,W
8/19/2011,13:23:17,16.062,N,83.393,W
8/19/2011,13:25:17,16.062,N,83.396,W
8/19/2011,13:27:18,16.061,N,83.4,W
8/19/2011,13:29:18,16.06,N,83.403,W
8/19/2011,13:31:18,16.059,N,83.407,W
8/19/2011,13:33:18,16.059,N,83.41,W
8/19/2011,13:35:17,16.058,N,83.413,W
8/19/2011,13:37:17,16.057,N,83.417,W
8/19/2011,13:39:17,16.057,N,83.42,W
8/19/2011,13:41:17,16.056,N,83.423,W
8/19/2011,13:43:18,16.055,N,83.427,W
8/19/2011,13:45:18,16.054,N,83.43,W
8/19/2011,13:47:18,16.054,N,83.434,W
8/19/2011,13:49:18,16.053,N,83.437,W
8/19/2011,13:51:17,16.052,N,83.44,W
8/19/2011,13:53:17,16.052,N,83.444,W
8/19/2011,13:55:17,16.051,N,83.447,W
8/19/2011,13:57:18,16.05,N,83.451,W
8/19/2011,13:57:34,16.05,N,83.451,W
8/19/2011,13:59:35,16.049,N,83.454,W
8/19/2011,14:01:35,16.049,N,83.458,W
8/19/2011,14:03:35,16.048,N,83.461,W
8/19/2011,14:05:35,16.047,N,83.465,W
8/19/2011,14:07:34,16.046,N,83.468,W
8/19/2011,14:09:34,16.046,N,83.471,W
8/19/2011,14:11:34,16.045,N,83.475,W
8/19/2011,14:13:34,16.044,N,83.478,W
8/19/2011,14:15:35,16.044,N,83.481,W
8/19/2011,14:17:35,16.043,N,83.485,W
8/19/2011,14:19:35,16.042,N,83.488,W
8/19/2011,14:21:34,16.042,N,83.492,W
8/19/2011,14:23:34,16.041,N,83.495,W
8/19/2011,14:25:34,16.04,N,83.498,W
8/19/2011,14:27:34,16.04,N,83.502,W
8/19/2011,14:29:35,16.039,N,83.505,W
8/19/2011,14:31:35,16.038,N,83.509,W
8/19/2011,14:33:35,16.037,N,83.512,W
8/19/2011,14:35:35,16.037,N,83.515,W
8/19/2011,14:37:34,16.036,N,83.519,W
8/19/2011,14:39:34,16.035,N,83.522,W
8/19/2011,14:41:34,16.035,N,83.525,W
8/19/2011,14:43:34,16.034,N,83.529,W
8/19/2011,14:45:35,16.033,N,83.532,W
8/19/2011,14:47:35,16.033,N,83.536,W
8/19/2011,14:49:35,16.032,N,83.539,W
8/19/2011,14:51:34,16.031,N,83.542,W
8/19/2011,14:53:34,16.031,N,83.546,W
8/19/2011,14:55:34,16.03,N,83.549,W
8/19/2011,14:57:34,16.029,N,83.553,W
8/19/2011,14:59:35,16.029,N,83.556,W
8/19/2011,15:01:35,16.028,N,83.559,W
8/19/2011,15:03:35,16.027,N,83.563,W
8/19/2011,15:05:35,16.027,N,83.566,W
8/19/2011,15:07:34,16.026,N,83.57,W
8/19/2011,15:09:34,16.026,N,83.573,W
8/19/2011,15:11:34,16.025,N,83.576,W
8/19/2011,15:13:34,16.024,N,83.58,W
8/19/2011,15:15:35,16.024,N,83.583,W
8/19/2011,15:17:35,16.023,N,83.587,W
8/19/2011,15:19:35,16.022,N,83.59,W
8/19/2011,15:21:34,16.022,N,83.593,W
8/19/2011,15:23:34,16.021,N,83.597,W
8/19/2011,15:25:34,16.02,N,83.6,W
8/19/2011,15:27:34,16.02,N,83.604,W
8/19/2011,15:29:35,16.019,N,83.607,W
8/19/2011,15:31:35,16.019,N,83.61,W
8/19/2011,15:33:35,16.018,N,83.614,W
8/19/2011,15:35:35,16.017,N,83.617,W
8/19/2011,15:37:34,16.017,N,83.621,W
8/19/2011,15:39:34,16.016,N,83.624,W
8/19/2011,15:41:34,16.016,N,83.627,W
8/19/2011,15:43:34,16.015,N,83.631,W
8/19/2011,15:45:35,16.014,N,83.634,W
8/19/2011,15:47:35,16.014,N,83.638,W
8/19/2011,15:49:35,16.013,N,83.641,W
8/19/2011,15:51:34,16.013,N,83.644,W
8/19/2011,15:53:34,16.012,N,83.648,W
8/19/2011,15:55:34,16.011,N,83.651,W
8/19/2011,15:57:34,16.011,N,83.655,W
8/19/2011,15:59:35,16.01,N,83.658,W
8/19/2011,16:01:35,16.01,N,83.662,W
8/19/2011,16:03:35,16.009,N,83.665,W
8/19/2011,16:05:35,16.009,N,83.668,W
8/19/2011,16:07:34,16.008,N,83.672,W
8/19/2011,16:09:34,16.008,N,83.675,W
8/19/2011,16:11:34,16.007,N,83.679,W
8/19/2011,16:13:34,16.006,N,83.682,W
8/19/2011,16:15:35,16.006,N,83.685,W
8/19/2011,16:17:35,16.005,N,83.689,W
8/19/2011,16:19:35,16.005,N,83.692,W
8/19/2011,16:21:34,16.004,N,83.696,W
8/19/2011,16:23:34,16.004,N,83.699,W
8/19/2011,16:25:34,16.003,N,83.703,W
8/19/2011,16:27:34,16.003,N,83.706,W
8/19/2011,16:29:35,16.002,N,83.709,W
8/19/2011,16:31:35,16.002,N,83.713,W
8/19/2011,16:33:35,16.001,N,83.716,W
8/19/2011,16:35:35,16.001,N,83.72,W
8/19/2011,16:37:34,16,N,83.723,W
8/19/2011,16:39:34,16,N,83.727,W
8/19/2011,16:41:34,15.999,N,83.73,W
8/19/2011,16:43:34,15.999,N,83.733,W
8/19/2011,16:45:35,15.998,N,83.737,W
8/19/2011,16:47:35,15.998,N,83.74,W
8/19/2011,16:49:35,15.997,N,83.744,W
8/19/2011,16:51:34,15.997,N,83.747,W
8/19/2011,16:53:34,15.996,N,83.751,W
8/19/2011,16:55:34,15.996,N,83.754,W
8/19/2011,16:57:34,15.995,N,83.757,W
8/19/2011,16:59:35,15.995,N,83.761,W
8/19/2011,17:01:35,15.995,N,83.764,W
8/19/2011,17:03:35,15.994,N,83.768,W
8/19/2011,17:05:35,15.994,N,83.771,W
8/19/2011,17:07:34,15.993,N,83.775,W
8/19/2011,17:09:34,15.993,N,83.778,W
8/19/2011,17:11:34,15.992,N,83.782,W
8/19/2011,17:13:34,15.992,N,83.785,W
8/19/2011,17:15:35,15.992,N,83.788,W
8/19/2011,17:17:35,15.991,N,83.792,W
8/19/2011,17:19:35,15.991,N,83.795,W
8/19/2011,17:21:34,15.99,N,83.799,W
8/19/2011,17:23:34,15.99,N,83.802,W
8/19/2011,17:25:34,15.99,N,83.806,W
8/19/2011,17:27:34,15.989,N,83.809,W
8/19/2011,17:29:35,15.989,N,83.813,W
8/19/2011,17:31:35,15.989,N,83.816,W
8/19/2011,17:33:35,15.988,N,83.82,W
8/19/2011,17:35:35,15.988,N,83.823,W
8/19/2011,17:37:34,15.988,N,83.827,W
8/19/2011,17:39:34,15.987,N,83.83,W
8/19/2011,17:41:34,15.987,N,83.834,W
8/19/2011,17:43:34,15.987,N,83.837,W
8/19/2011,17:45:35,15.986,N,83.84,W
8/19/2011,17:47:35,15.986,N,83.844,W
8/19/2011,17:49:35,15.986,N,83.848,W
8/19/2011,17:51:34,15.985,N,83.851,W
8/19/2011,17:53:34,15.985,N,83.855,W
8/19/2011,17:55:34,15.985,N,83.858,W
8/19/2011,17:57:34,15.984,N,83.862,W
8/19/2011,17:59:35,15.984,N,83.865,W
8/19/2011,18:01:35,15.984,N,83.869,W
8/19/2011,18:03:35,15.984,N,83.872,W
8/19/2011,18:05:35,15.983,N,83.876,W
8/19/2011,18:07:34,15.983,N,83.879,W
8/19/2011,18:09:34,15.983,N,83.883,W
8/19/2011,18:11:34,15.983,N,83.886,W
8/19/2011,18:13:34,15.982,N,83.89,W
8/19/2011,18:15:35,15.982,N,83.894,W
8/19/2011,18:17:35,15.982,N,83.897,W
8/19/2011,18:19:35,15.982,N,83.901,W
8/19/2011,18:21:34,15.982,N,83.904,W
