Track,for,Barry,2007,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
6/2/2007,22:28:29,31.062,N,81.565,W
6/2/2007,22:30:29,31.069,N,81.561,W
6/2/2007,22:32:29,31.077,N,81.557,W
6/2/2007,22:34:29,31.085,N,81.554,W
6/2/2007,22:36:28,31.092,N,81.55,W
6/2/2007,22:38:28,31.1,N,81.546,W
6/2/2007,22:40:28,31.107,N,81.543,W
6/2/2007,22:42:29,31.115,N,81.539,W
6/2/2007,22:44:29,31.123,N,81.536,W
6/2/2007,22:46:29,31.13,N,81.532,W
6/2/2007,22:48:29,31.138,N,81.528,W
6/2/2007,22:50:28,31.145,N,81.525,W
6/2/2007,22:52:28,31.153,N,81.521,W
6/2/2007,22:54:28,31.16,N,81.517,W
6/2/2007,22:56:28,31.168,N,81.514,W
6/2/2007,22:58:29,31.175,N,81.51,W
6/2/2007,23:00:29,31.182,N,81.507,W
6/2/2007,23:02:29,31.19,N,81.503,W
6/2/2007,23:04:29,31.197,N,81.499,W
6/2/2007,23:06:28,31.205,N,81.496,W
6/2/2007,23:08:28,31.212,N,81.492,W
6/2/2007,23:10:28,31.219,N,81.489,W
6/2/2007,23:12:29,31.227,N,81.485,W
6/2/2007,23:14:29,31.234,N,81.481,W
6/2/2007,23:16:29,31.242,N,81.478,W
6/2/2007,23:18:29,31.249,N,81.474,W
6/2/2007,23:20:28,31.256,N,81.471,W
6/2/2007,23:22:28,31.264,N,81.467,W
6/2/2007,23:24:28,31.271,N,81.464,W
6/2/2007,23:26:28,31.278,N,81.46,W
6/2/2007,23:28:29,31.285,N,81.456,W
6/2/2007,23:30:29,31.293,N,81.453,W
6/2/2007,23:32:29,31.3,N,81.449,W
6/2/2007,23:34:29,31.307,N,81.446,W
6/2/2007,23:36:28,31.315,N,81.442,W
6/2/2007,23:38:28,31.322,N,81.438,W
6/2/2007,23:40:28,31.329,N,81.435,W
6/2/2007,23:42:29,31.336,N,81.431,W
6/2/2007,23:44:29,31.344,N,81.428,W
6/2/2007,23:46:29,31.351,N,81.424,W
6/2/2007,23:48:29,31.358,N,81.421,W
6/2/2007,23:50:28,31.365,N,81.417,W
6/2/2007,23:52:28,31.373,N,81.413,W
6/2/2007,23:54:28,31.38,N,81.41,W
6/2/2007,23:56:28,31.387,N,81.406,W
6/2/2007,23:58:29,31.395,N,81.403,W
