Track,for,Debby,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
6/23/2012,15:44:00,26.01,N,87.949,W
6/23/2012,15:45:59,26.007,N,87.947,W
6/23/2012,15:48:00,26.003,N,87.944,W
6/23/2012,15:49:59,26,N,87.942,W
6/23/2012,15:52:00,25.997,N,87.94,W
6/23/2012,15:53:59,25.993,N,87.937,W
6/23/2012,15:56:00,25.99,N,87.935,W
6/23/2012,15:57:59,25.987,N,87.933,W
6/23/2012,16:00:00,25.984,N,87.93,W
6/23/2012,16:01:59,25.98,N,87.928,W
6/23/2012,16:04:00,25.977,N,87.926,W
6/23/2012,16:06:00,25.974,N,87.924,W
6/23/2012,16:07:59,25.97,N,87.921,W
6/23/2012,16:09:59,25.967,N,87.919,W
6/23/2012,16:12:00,25.964,N,87.917,W
6/23/2012,16:14:00,25.961,N,87.915,W
6/23/2012,16:15:59,25.957,N,87.913,W
6/23/2012,16:17:59,25.954,N,87.911,W
6/23/2012,16:20:00,25.951,N,87.909,W
6/23/2012,16:22:00,25.948,N,87.907,W
6/23/2012,16:23:59,25.944,N,87.905,W
6/23/2012,16:25:59,25.941,N,87.903,W
6/23/2012,16:28:00,25.938,N,87.901,W
6/23/2012,16:30:00,25.934,N,87.9,W
6/23/2012,16:31:59,25.931,N,87.898,W
6/23/2012,16:34:00,25.928,N,87.896,W
6/23/2012,16:36:00,25.925,N,87.895,W
6/23/2012,16:37:59,25.921,N,87.893,W
6/23/2012,16:39:59,25.918,N,87.892,W
6/23/2012,16:42:00,25.915,N,87.891,W
6/23/2012,16:44:00,25.912,N,87.889,W
6/23/2012,16:45:59,25.909,N,87.888,W
6/23/2012,16:47:59,25.905,N,87.887,W
6/23/2012,16:50:00,25.902,N,87.886,W
6/23/2012,16:52:00,25.899,N,87.885,W
6/23/2012,16:53:59,25.896,N,87.885,W
6/23/2012,16:55:59,25.892,N,87.884,W
6/23/2012,16:58:00,25.889,N,87.884,W
6/23/2012,17:00:00,25.886,N,87.883,W
6/23/2012,17:01:59,25.883,N,87.883,W
6/23/2012,17:04:00,25.88,N,87.883,W
6/23/2012,17:06:00,25.877,N,87.882,W
6/23/2012,17:07:59,25.873,N,87.882,W
6/23/2012,17:09:59,25.87,N,87.883,W
6/23/2012,17:12:00,25.867,N,87.883,W
6/23/2012,17:14:00,25.864,N,87.883,W
6/23/2012,17:15:59,25.861,N,87.884,W
6/23/2012,17:17:59,25.858,N,87.885,W
6/23/2012,17:20:00,25.854,N,87.885,W
6/23/2012,17:22:00,25.851,N,87.886,W
6/23/2012,17:23:59,25.848,N,87.887,W
6/23/2012,17:25:59,25.845,N,87.889,W
6/23/2012,17:28:00,25.842,N,87.89,W
6/23/2012,17:30:00,25.839,N,87.892,W
6/23/2012,17:31:59,25.836,N,87.893,W
6/23/2012,17:34:00,25.833,N,87.895,W
6/23/2012,17:36:00,25.83,N,87.897,W
6/23/2012,17:37:59,25.827,N,87.899,W
6/23/2012,17:39:59,25.824,N,87.902,W
6/23/2012,17:42:00,25.821,N,87.904,W
6/23/2012,17:44:00,25.817,N,87.907,W
6/23/2012,17:45:59,25.814,N,87.91,W
6/23/2012,17:47:59,25.811,N,87.913,W
6/23/2012,17:50:00,25.808,N,87.916,W
6/23/2012,17:52:00,25.805,N,87.92,W
6/23/2012,17:53:59,25.802,N,87.924,W
6/23/2012,17:55:59,25.799,N,87.928,W
6/23/2012,17:58:00,25.796,N,87.932,W
6/23/2012,18:00:00,25.794,N,87.936,W
6/23/2012,18:01:59,25.791,N,87.94,W
6/23/2012,18:04:00,25.788,N,87.945,W
6/23/2012,18:06:00,25.785,N,87.95,W
6/23/2012,18:07:59,25.782,N,87.955,W
6/23/2012,18:09:59,25.779,N,87.96,W
6/23/2012,18:12:00,25.776,N,87.965,W
6/23/2012,18:14:00,25.773,N,87.971,W
6/23/2012,18:15:59,25.77,N,87.977,W
6/23/2012,18:17:59,25.767,N,87.983,W
6/23/2012,18:20:00,25.764,N,87.989,W
6/23/2012,18:22:00,25.761,N,87.995,W
6/23/2012,18:23:59,25.759,N,88.001,W
6/23/2012,18:25:59,25.756,N,88.008,W
6/23/2012,18:28:00,25.753,N,88.014,W
6/23/2012,18:30:00,25.75,N,88.021,W
6/23/2012,18:31:59,25.747,N,88.028,W
6/23/2012,18:34:00,25.744,N,88.035,W
6/23/2012,18:36:00,25.742,N,88.042,W
6/23/2012,18:37:59,25.739,N,88.05,W
6/23/2012,18:39:59,25.736,N,88.057,W
6/23/2012,18:42:00,25.733,N,88.065,W
6/23/2012,18:43:33,25.731,N,88.071,W
6/23/2012,18:45:33,25.733,N,88.077,W
6/23/2012,18:47:32,25.736,N,88.083,W
6/23/2012,18:49:33,25.738,N,88.089,W
6/23/2012,18:51:33,25.741,N,88.095,W
6/23/2012,18:53:32,25.744,N,88.101,W
6/23/2012,18:55:32,25.748,N,88.107,W
6/23/2012,18:57:33,25.751,N,88.113,W
6/23/2012,18:59:33,25.755,N,88.118,W
6/23/2012,19:01:32,25.759,N,88.124,W
6/23/2012,19:03:32,25.763,N,88.13,W
6/23/2012,19:05:33,25.767,N,88.135,W
6/23/2012,19:07:33,25.771,N,88.141,W
6/23/2012,19:09:32,25.776,N,88.146,W
6/23/2012,19:11:32,25.781,N,88.151,W
6/23/2012,19:13:33,25.785,N,88.156,W
6/23/2012,19:15:33,25.79,N,88.161,W
6/23/2012,19:17:32,25.795,N,88.166,W
6/23/2012,19:19:33,25.8,N,88.171,W
6/23/2012,19:21:33,25.805,N,88.175,W
6/23/2012,19:23:32,25.81,N,88.179,W
6/23/2012,19:25:32,25.815,N,88.183,W
6/23/2012,19:27:33,25.82,N,88.187,W
6/23/2012,19:29:33,25.825,N,88.19,W
6/23/2012,19:31:32,25.83,N,88.193,W
6/23/2012,19:33:32,25.836,N,88.196,W
6/23/2012,19:35:33,25.841,N,88.199,W
6/23/2012,19:37:33,25.846,N,88.201,W
6/23/2012,19:39:32,25.851,N,88.203,W
6/23/2012,19:41:32,25.856,N,88.204,W
6/23/2012,19:43:33,25.861,N,88.206,W
6/23/2012,19:45:33,25.866,N,88.206,W
6/23/2012,19:47:32,25.87,N,88.207,W
6/23/2012,19:49:33,25.875,N,88.207,W
6/23/2012,19:51:33,25.88,N,88.207,W
6/23/2012,19:53:32,25.884,N,88.206,W
6/23/2012,19:55:32,25.889,N,88.205,W
6/23/2012,19:57:33,25.893,N,88.203,W
6/23/2012,19:59:33,25.897,N,88.202,W
6/23/2012,20:00:59,25.9,N,88.2,W
6/23/2012,20:02:59,25.904,N,88.197,W
6/23/2012,20:05:00,25.907,N,88.194,W
6/23/2012,20:07:00,25.91,N,88.191,W
6/23/2012,20:08:59,25.914,N,88.188,W
6/23/2012,20:10:59,25.917,N,88.184,W
6/23/2012,20:13:00,25.921,N,88.179,W
6/23/2012,20:15:00,25.924,N,88.175,W
6/23/2012,20:16:59,25.927,N,88.17,W
6/23/2012,20:19:00,25.93,N,88.165,W
6/23/2012,20:21:00,25.933,N,88.159,W
6/23/2012,20:22:59,25.936,N,88.154,W
6/23/2012,20:24:59,25.94,N,88.148,W
6/23/2012,20:27:00,25.943,N,88.142,W
6/23/2012,20:29:00,25.946,N,88.136,W
6/23/2012,20:30:59,25.949,N,88.129,W
6/23/2012,20:32:59,25.952,N,88.123,W
6/23/2012,20:35:00,25.955,N,88.116,W
6/23/2012,20:37:00,25.957,N,88.109,W
6/23/2012,20:38:59,25.96,N,88.102,W
6/23/2012,20:40:59,25.963,N,88.095,W
6/23/2012,20:43:00,25.966,N,88.088,W
6/23/2012,20:45:00,25.969,N,88.08,W
6/23/2012,20:46:59,25.972,N,88.073,W
6/23/2012,20:49:00,25.975,N,88.066,W
6/23/2012,20:51:00,25.978,N,88.058,W
6/23/2012,20:52:59,25.98,N,88.051,W
6/23/2012,20:54:59,25.983,N,88.043,W
6/23/2012,20:57:00,25.986,N,88.036,W
6/23/2012,20:59:00,25.989,N,88.028,W
6/23/2012,21:00:59,25.992,N,88.021,W
6/23/2012,21:02:59,25.995,N,88.013,W
6/23/2012,21:05:00,25.998,N,88.006,W
6/23/2012,21:06:39,26,N,88,W
6/23/2012,21:08:39,26.003,N,87.994,W
6/23/2012,21:10:40,26.006,N,87.988,W
6/23/2012,21:12:39,26.009,N,87.982,W
6/23/2012,21:14:39,26.012,N,87.976,W
6/23/2012,21:16:40,26.015,N,87.969,W
6/23/2012,21:18:40,26.018,N,87.963,W
6/23/2012,21:20:39,26.021,N,87.957,W
6/23/2012,21:22:39,26.024,N,87.951,W
6/23/2012,21:24:40,26.027,N,87.945,W
6/23/2012,21:26:40,26.03,N,87.939,W
6/23/2012,21:28:39,26.033,N,87.933,W
6/23/2012,21:30:39,26.036,N,87.927,W
6/23/2012,21:32:40,26.039,N,87.921,W
6/23/2012,21:34:40,26.043,N,87.915,W
6/23/2012,21:36:39,26.046,N,87.908,W
6/23/2012,21:38:39,26.049,N,87.902,W
6/23/2012,21:40:40,26.052,N,87.896,W
6/23/2012,21:42:39,26.055,N,87.89,W
6/23/2012,21:44:39,26.058,N,87.884,W
6/23/2012,21:46:40,26.061,N,87.878,W
6/23/2012,21:48:40,26.064,N,87.872,W
6/23/2012,21:50:39,26.067,N,87.866,W
6/23/2012,21:52:39,26.07,N,87.86,W
6/23/2012,21:54:40,26.073,N,87.853,W
6/23/2012,21:56:40,26.076,N,87.847,W
6/23/2012,21:58:39,26.079,N,87.841,W
6/23/2012,22:00:39,26.082,N,87.835,W
6/23/2012,22:02:40,26.085,N,87.829,W
6/23/2012,22:04:40,26.088,N,87.823,W
6/23/2012,22:06:39,26.091,N,87.817,W
6/23/2012,22:08:39,26.094,N,87.811,W
6/23/2012,22:10:40,26.097,N,87.805,W
6/23/2012,22:12:39,26.1,N,87.798,W
6/23/2012,22:14:39,26.103,N,87.792,W
6/23/2012,22:16:40,26.106,N,87.786,W
6/23/2012,22:18:40,26.109,N,87.78,W
6/23/2012,22:19:19,26.11,N,87.778,W
6/23/2012,22:21:20,26.113,N,87.772,W
6/23/2012,22:23:20,26.116,N,87.766,W
6/23/2012,22:25:19,26.119,N,87.76,W
6/23/2012,22:27:19,26.122,N,87.754,W
6/23/2012,22:29:20,26.125,N,87.748,W
6/23/2012,22:31:20,26.129,N,87.742,W
6/23/2012,22:33:19,26.132,N,87.736,W
6/23/2012,22:35:19,26.135,N,87.73,W
6/23/2012,22:37:20,26.138,N,87.724,W
6/23/2012,22:39:20,26.141,N,87.718,W
6/23/2012,22:41:19,26.144,N,87.712,W
6/23/2012,22:43:19,26.147,N,87.706,W
6/23/2012,22:45:20,26.151,N,87.7,W
6/23/2012,22:47:20,26.154,N,87.694,W
6/23/2012,22:49:19,26.157,N,87.688,W
6/23/2012,22:51:20,26.16,N,87.682,W
6/23/2012,22:53:20,26.163,N,87.676,W
6/23/2012,22:55:19,26.166,N,87.671,W
6/23/2012,22:57:19,26.17,N,87.665,W
6/23/2012,22:59:20,26.173,N,87.659,W
6/23/2012,23:01:20,26.176,N,87.653,W
6/23/2012,23:03:19,26.179,N,87.647,W
6/23/2012,23:05:19,26.182,N,87.641,W
6/23/2012,23:07:20,26.186,N,87.635,W
6/23/2012,23:09:20,26.189,N,87.63,W
6/23/2012,23:11:19,26.192,N,87.624,W
6/23/2012,23:13:19,26.195,N,87.618,W
6/23/2012,23:15:20,26.199,N,87.612,W
6/23/2012,23:17:20,26.202,N,87.606,W
6/23/2012,23:19:19,26.205,N,87.601,W
6/23/2012,23:21:20,26.209,N,87.595,W
6/23/2012,23:23:20,26.212,N,87.589,W
6/23/2012,23:25:19,26.215,N,87.583,W
6/23/2012,23:27:19,26.218,N,87.578,W
6/23/2012,23:29:20,26.222,N,87.572,W
6/23/2012,23:31:20,26.225,N,87.566,W
6/23/2012,23:33:19,26.228,N,87.561,W
6/23/2012,23:35:19,26.232,N,87.555,W
6/23/2012,23:37:20,26.235,N,87.549,W
6/23/2012,23:39:20,26.238,N,87.544,W
6/23/2012,23:41:19,26.242,N,87.538,W
6/23/2012,23:43:19,26.245,N,87.532,W
6/23/2012,23:45:20,26.249,N,87.527,W
6/23/2012,23:47:20,26.252,N,87.521,W
6/23/2012,23:49:19,26.255,N,87.516,W
6/23/2012,23:51:20,26.259,N,87.51,W
6/23/2012,23:53:20,26.262,N,87.505,W
6/23/2012,23:55:19,26.266,N,87.499,W
6/23/2012,23:57:19,26.269,N,87.493,W
6/23/2012,23:59:20,26.273,N,87.488,W
6/24/2012,0:01:20,26.276,N,87.483,W
6/24/2012,0:03:19,26.28,N,87.477,W
6/24/2012,0:05:19,26.283,N,87.472,W
6/24/2012,0:07:20,26.287,N,87.466,W
6/24/2012,0:09:20,26.29,N,87.461,W
6/24/2012,0:11:19,26.294,N,87.455,W
6/24/2012,0:13:19,26.297,N,87.45,W
6/24/2012,0:15:20,26.301,N,87.445,W
6/24/2012,0:17:20,26.305,N,87.439,W
6/24/2012,0:19:19,26.308,N,87.434,W
6/24/2012,0:21:20,26.312,N,87.429,W
6/24/2012,0:23:20,26.315,N,87.423,W
6/24/2012,0:25:19,26.319,N,87.418,W
6/24/2012,0:27:19,26.323,N,87.413,W
6/24/2012,0:29:20,26.326,N,87.407,W
6/24/2012,0:31:20,26.33,N,87.402,W
6/24/2012,0:33:19,26.334,N,87.397,W
6/24/2012,0:35:19,26.337,N,87.392,W
6/24/2012,0:37:20,26.341,N,87.387,W
6/24/2012,0:39:20,26.345,N,87.381,W
6/24/2012,0:41:19,26.348,N,87.376,W
6/24/2012,0:43:19,26.352,N,87.371,W
6/24/2012,0:45:20,26.356,N,87.366,W
6/24/2012,0:47:20,26.36,N,87.361,W
6/24/2012,0:49:19,26.364,N,87.356,W
6/24/2012,0:51:20,26.367,N,87.351,W
6/24/2012,0:53:20,26.371,N,87.346,W
6/24/2012,0:55:19,26.375,N,87.341,W
6/24/2012,0:57:19,26.379,N,87.336,W
6/24/2012,0:59:20,26.383,N,87.331,W
6/24/2012,1:01:20,26.387,N,87.326,W
6/24/2012,1:03:19,26.391,N,87.321,W
6/24/2012,1:05:19,26.394,N,87.316,W
6/24/2012,1:07:20,26.398,N,87.311,W
6/24/2012,1:09:20,26.402,N,87.306,W
6/24/2012,1:11:19,26.406,N,87.301,W
6/24/2012,1:13:19,26.41,N,87.297,W
6/24/2012,1:15:20,26.414,N,87.292,W
6/24/2012,1:17:20,26.418,N,87.287,W
6/24/2012,1:19:19,26.422,N,87.282,W
6/24/2012,1:21:20,26.426,N,87.277,W
6/24/2012,1:23:20,26.43,N,87.273,W
6/24/2012,1:25:19,26.434,N,87.268,W
6/24/2012,1:27:19,26.438,N,87.263,W
6/24/2012,1:29:20,26.443,N,87.259,W
6/24/2012,1:31:20,26.447,N,87.254,W
6/24/2012,1:33:19,26.451,N,87.25,W
6/24/2012,1:35:19,26.455,N,87.245,W
6/24/2012,1:37:20,26.459,N,87.24,W
6/24/2012,1:39:20,26.463,N,87.236,W
6/24/2012,1:41:19,26.468,N,87.231,W
6/24/2012,1:43:19,26.472,N,87.227,W
6/24/2012,1:45:20,26.476,N,87.222,W
6/24/2012,1:47:20,26.48,N,87.218,W
6/24/2012,1:49:19,26.485,N,87.214,W
6/24/2012,1:51:20,26.489,N,87.209,W
6/24/2012,1:53:20,26.493,N,87.205,W
6/24/2012,1:55:19,26.498,N,87.201,W
6/24/2012,1:57:19,26.502,N,87.196,W
6/24/2012,1:59:20,26.506,N,87.192,W
6/24/2012,2:01:20,26.511,N,87.188,W
6/24/2012,2:03:19,26.515,N,87.183,W
6/24/2012,2:05:19,26.519,N,87.179,W
6/24/2012,2:07:20,26.524,N,87.175,W
6/24/2012,2:09:20,26.528,N,87.171,W
6/24/2012,2:11:19,26.533,N,87.167,W
6/24/2012,2:13:19,26.537,N,87.163,W
6/24/2012,2:15:20,26.542,N,87.159,W
6/24/2012,2:17:20,26.546,N,87.155,W
6/24/2012,2:19:19,26.551,N,87.151,W
6/24/2012,2:21:20,26.556,N,87.147,W
6/24/2012,2:23:20,26.56,N,87.143,W
6/24/2012,2:25:19,26.565,N,87.139,W
6/24/2012,2:27:19,26.569,N,87.135,W
6/24/2012,2:29:20,26.574,N,87.131,W
6/24/2012,2:31:20,26.579,N,87.127,W
6/24/2012,2:33:19,26.584,N,87.123,W
6/24/2012,2:35:19,26.588,N,87.119,W
6/24/2012,2:37:20,26.593,N,87.116,W
6/24/2012,2:39:20,26.598,N,87.112,W
6/24/2012,2:41:19,26.603,N,87.108,W
6/24/2012,2:43:19,26.607,N,87.105,W
6/24/2012,2:45:20,26.612,N,87.101,W
6/24/2012,2:47:20,26.617,N,87.097,W
6/24/2012,2:49:19,26.622,N,87.094,W
6/24/2012,2:51:20,26.627,N,87.09,W
6/24/2012,2:53:20,26.632,N,87.087,W
6/24/2012,2:55:19,26.637,N,87.083,W
6/24/2012,2:57:19,26.642,N,87.08,W
6/24/2012,2:59:20,26.647,N,87.076,W
6/24/2012,3:01:20,26.652,N,87.073,W
6/24/2012,3:03:19,26.657,N,87.069,W
6/24/2012,3:05:19,26.662,N,87.066,W
6/24/2012,3:07:20,26.667,N,87.063,W
6/24/2012,3:09:20,26.672,N,87.06,W
6/24/2012,3:11:19,26.677,N,87.056,W
6/24/2012,3:13:19,26.682,N,87.053,W
6/24/2012,3:15:20,26.687,N,87.05,W
6/24/2012,3:17:20,26.693,N,87.047,W
6/24/2012,3:19:19,26.698,N,87.043,W
6/24/2012,3:21:20,26.703,N,87.04,W
6/24/2012,3:23:20,26.708,N,87.037,W
6/24/2012,3:25:19,26.713,N,87.034,W
6/24/2012,3:27:19,26.719,N,87.031,W
6/24/2012,3:29:20,26.724,N,87.028,W
6/24/2012,3:31:20,26.729,N,87.025,W
6/24/2012,3:33:19,26.735,N,87.022,W
6/24/2012,3:35:19,26.74,N,87.019,W
6/24/2012,3:37:20,26.745,N,87.016,W
6/24/2012,3:39:20,26.751,N,87.013,W
6/24/2012,3:41:19,26.756,N,87.01,W
6/24/2012,3:43:19,26.761,N,87.008,W
6/24/2012,3:45:20,26.767,N,87.005,W
6/24/2012,3:47:20,26.772,N,87.002,W
6/24/2012,3:49:19,26.778,N,86.999,W
6/24/2012,3:51:20,26.783,N,86.996,W
6/24/2012,3:53:20,26.788,N,86.994,W
6/24/2012,3:55:19,26.794,N,86.991,W
6/24/2012,3:57:19,26.799,N,86.988,W
6/24/2012,3:59:20,26.805,N,86.986,W
6/24/2012,4:01:20,26.81,N,86.983,W
6/24/2012,4:03:19,26.816,N,86.98,W
6/24/2012,4:05:19,26.822,N,86.978,W
6/24/2012,4:07:20,26.827,N,86.975,W
6/24/2012,4:09:20,26.833,N,86.973,W
6/24/2012,4:11:19,26.838,N,86.97,W
6/24/2012,4:13:19,26.844,N,86.968,W
6/24/2012,4:15:20,26.849,N,86.965,W
6/24/2012,4:17:20,26.855,N,86.963,W
6/24/2012,4:19:19,26.861,N,86.96,W
6/24/2012,4:21:20,26.866,N,86.958,W
6/24/2012,4:23:20,26.872,N,86.955,W
6/24/2012,4:25:19,26.877,N,86.953,W
6/24/2012,4:27:19,26.883,N,86.95,W
6/24/2012,4:29:20,26.889,N,86.948,W
6/24/2012,4:31:20,26.894,N,86.946,W
6/24/2012,4:33:19,26.9,N,86.943,W
6/24/2012,4:35:19,26.906,N,86.941,W
6/24/2012,4:37:20,26.911,N,86.939,W
6/24/2012,4:39:20,26.917,N,86.936,W
6/24/2012,4:41:19,26.923,N,86.934,W
6/24/2012,4:43:19,26.928,N,86.932,W
6/24/2012,4:45:20,26.934,N,86.93,W
6/24/2012,4:47:20,26.94,N,86.927,W
6/24/2012,4:49:19,26.946,N,86.925,W
6/24/2012,4:51:20,26.951,N,86.923,W
6/24/2012,4:53:20,26.957,N,86.921,W
6/24/2012,4:55:19,26.963,N,86.919,W
6/24/2012,4:57:19,26.968,N,86.917,W
6/24/2012,4:59:20,26.974,N,86.914,W
6/24/2012,5:01:20,26.98,N,86.912,W
6/24/2012,5:03:19,26.986,N,86.91,W
6/24/2012,5:05:19,26.991,N,86.908,W
6/24/2012,5:07:20,26.997,N,86.906,W
6/24/2012,5:09:20,27.003,N,86.904,W
6/24/2012,5:11:19,27.009,N,86.902,W
6/24/2012,5:13:19,27.014,N,86.9,W
6/24/2012,5:15:20,27.02,N,86.898,W
6/24/2012,5:17:20,27.026,N,86.896,W
6/24/2012,5:19:19,27.032,N,86.894,W
6/24/2012,5:21:20,27.037,N,86.892,W
6/24/2012,5:23:20,27.043,N,86.89,W
6/24/2012,5:25:19,27.049,N,86.888,W
6/24/2012,5:27:19,27.055,N,86.886,W
6/24/2012,5:29:20,27.061,N,86.884,W
6/24/2012,5:31:20,27.066,N,86.882,W
6/24/2012,5:33:19,27.072,N,86.88,W
6/24/2012,5:35:19,27.078,N,86.878,W
6/24/2012,5:37:20,27.084,N,86.876,W
6/24/2012,5:39:20,27.089,N,86.874,W
6/24/2012,5:41:19,27.095,N,86.872,W
6/24/2012,5:43:19,27.101,N,86.871,W
6/24/2012,5:45:20,27.107,N,86.869,W
6/24/2012,5:47:20,27.112,N,86.867,W
6/24/2012,5:49:19,27.118,N,86.865,W
6/24/2012,5:51:20,27.124,N,86.863,W
6/24/2012,5:53:20,27.129,N,86.861,W
6/24/2012,5:55:19,27.135,N,86.859,W
6/24/2012,5:57:19,27.141,N,86.858,W
6/24/2012,5:59:20,27.147,N,86.856,W
6/24/2012,6:01:20,27.152,N,86.854,W
6/24/2012,6:03:19,27.158,N,86.852,W
6/24/2012,6:05:19,27.164,N,86.85,W
6/24/2012,6:07:20,27.169,N,86.848,W
6/24/2012,6:09:20,27.175,N,86.847,W
6/24/2012,6:11:19,27.181,N,86.845,W
6/24/2012,6:13:19,27.186,N,86.843,W
6/24/2012,6:15:20,27.192,N,86.841,W
6/24/2012,6:17:20,27.198,N,86.839,W
6/24/2012,6:19:19,27.203,N,86.838,W
6/24/2012,6:21:20,27.209,N,86.836,W
6/24/2012,6:23:20,27.215,N,86.834,W
6/24/2012,6:25:19,27.22,N,86.832,W
6/24/2012,6:27:19,27.226,N,86.831,W
6/24/2012,6:29:20,27.232,N,86.829,W
6/24/2012,6:31:20,27.237,N,86.827,W
6/24/2012,6:33:19,27.243,N,86.825,W
6/24/2012,6:35:19,27.248,N,86.824,W
6/24/2012,6:37:20,27.254,N,86.822,W
6/24/2012,6:39:20,27.259,N,86.82,W
6/24/2012,6:41:19,27.265,N,86.818,W
6/24/2012,6:43:19,27.27,N,86.817,W
6/24/2012,6:45:20,27.276,N,86.815,W
6/24/2012,6:47:20,27.281,N,86.813,W
6/24/2012,6:49:19,27.287,N,86.811,W
6/24/2012,6:51:20,27.292,N,86.81,W
6/24/2012,6:53:20,27.298,N,86.808,W
6/24/2012,6:55:19,27.303,N,86.806,W
6/24/2012,6:57:19,27.309,N,86.804,W
6/24/2012,6:59:20,27.314,N,86.803,W
6/24/2012,7:01:20,27.32,N,86.801,W
6/24/2012,7:03:19,27.325,N,86.799,W
6/24/2012,7:05:19,27.33,N,86.797,W
6/24/2012,7:07:20,27.336,N,86.795,W
6/24/2012,7:09:20,27.341,N,86.794,W
6/24/2012,7:11:19,27.347,N,86.792,W
6/24/2012,7:13:19,27.352,N,86.79,W
6/24/2012,7:15:20,27.357,N,86.788,W
6/24/2012,7:17:20,27.362,N,86.787,W
6/24/2012,7:19:19,27.368,N,86.785,W
6/24/2012,7:21:20,27.373,N,86.783,W
6/24/2012,7:23:20,27.378,N,86.781,W
6/24/2012,7:25:19,27.383,N,86.779,W
6/24/2012,7:27:19,27.389,N,86.778,W
6/24/2012,7:29:20,27.394,N,86.776,W
6/24/2012,7:31:20,27.399,N,86.774,W
6/24/2012,7:33:19,27.404,N,86.772,W
6/24/2012,7:35:19,27.409,N,86.77,W
6/24/2012,7:37:20,27.414,N,86.769,W
6/24/2012,7:39:20,27.419,N,86.767,W
6/24/2012,7:41:19,27.424,N,86.765,W
6/24/2012,7:43:19,27.43,N,86.763,W
6/24/2012,7:45:20,27.435,N,86.761,W
6/24/2012,7:47:20,27.44,N,86.759,W
6/24/2012,7:49:19,27.445,N,86.757,W
6/24/2012,7:51:20,27.45,N,86.756,W
6/24/2012,7:53:20,27.454,N,86.754,W
6/24/2012,7:55:19,27.459,N,86.752,W
6/24/2012,7:57:19,27.464,N,86.75,W
6/24/2012,7:59:20,27.469,N,86.748,W
6/24/2012,8:01:19,27.474,N,86.746,W
6/24/2012,8:03:20,27.479,N,86.744,W
6/24/2012,8:05:20,27.484,N,86.742,W
6/24/2012,8:07:20,27.488,N,86.74,W
6/24/2012,8:09:20,27.493,N,86.738,W
6/24/2012,8:11:19,27.498,N,86.736,W
6/24/2012,8:13:19,27.503,N,86.734,W
6/24/2012,8:15:19,27.507,N,86.732,W
6/24/2012,8:17:19,27.512,N,86.73,W
6/24/2012,8:19:20,27.517,N,86.728,W
6/24/2012,8:21:20,27.521,N,86.726,W
6/24/2012,8:23:20,27.526,N,86.724,W
6/24/2012,8:25:19,27.53,N,86.722,W
6/24/2012,8:27:19,27.535,N,86.72,W
6/24/2012,8:29:19,27.539,N,86.718,W
6/24/2012,8:31:19,27.544,N,86.716,W
6/24/2012,8:33:20,27.548,N,86.714,W
6/24/2012,8:35:20,27.553,N,86.712,W
6/24/2012,8:37:20,27.557,N,86.709,W
6/24/2012,8:39:20,27.561,N,86.707,W
6/24/2012,8:41:19,27.566,N,86.705,W
6/24/2012,8:43:19,27.57,N,86.703,W
6/24/2012,8:45:19,27.574,N,86.701,W
6/24/2012,8:47:19,27.579,N,86.699,W
6/24/2012,8:49:20,27.583,N,86.696,W
6/24/2012,8:51:20,27.587,N,86.694,W
6/24/2012,8:53:20,27.591,N,86.692,W
6/24/2012,8:55:19,27.595,N,86.69,W
6/24/2012,8:57:19,27.599,N,86.687,W
6/24/2012,8:59:19,27.603,N,86.685,W
6/24/2012,9:01:19,27.608,N,86.683,W
6/24/2012,9:03:20,27.612,N,86.68,W
6/24/2012,9:05:20,27.616,N,86.678,W
6/24/2012,9:07:20,27.62,N,86.676,W
6/24/2012,9:09:20,27.624,N,86.673,W
6/24/2012,9:11:19,27.627,N,86.671,W
6/24/2012,9:13:19,27.631,N,86.669,W
6/24/2012,9:15:19,27.635,N,86.666,W
6/24/2012,9:17:19,27.639,N,86.664,W
6/24/2012,9:19:20,27.643,N,86.661,W
6/24/2012,9:21:20,27.647,N,86.659,W
6/24/2012,9:23:20,27.65,N,86.657,W
6/24/2012,9:25:19,27.654,N,86.654,W
6/24/2012,9:27:19,27.658,N,86.652,W
6/24/2012,9:29:19,27.662,N,86.649,W
6/24/2012,9:31:19,27.665,N,86.647,W
6/24/2012,9:33:20,27.669,N,86.644,W
6/24/2012,9:35:20,27.673,N,86.642,W
6/24/2012,9:37:20,27.676,N,86.639,W
6/24/2012,9:39:20,27.68,N,86.637,W
6/24/2012,9:41:19,27.683,N,86.634,W
6/24/2012,9:43:19,27.687,N,86.632,W
6/24/2012,9:45:19,27.69,N,86.629,W
6/24/2012,9:47:19,27.694,N,86.626,W
6/24/2012,9:49:20,27.697,N,86.624,W
6/24/2012,9:51:20,27.701,N,86.621,W
6/24/2012,9:53:20,27.704,N,86.619,W
6/24/2012,9:55:19,27.708,N,86.616,W
6/24/2012,9:57:19,27.711,N,86.613,W
6/24/2012,9:59:19,27.714,N,86.611,W
6/24/2012,10:01:19,27.718,N,86.608,W
6/24/2012,10:03:20,27.721,N,86.605,W
6/24/2012,10:05:20,27.724,N,86.603,W
6/24/2012,10:07:20,27.728,N,86.6,W
6/24/2012,10:09:20,27.731,N,86.597,W
6/24/2012,10:11:19,27.734,N,86.595,W
6/24/2012,10:13:19,27.737,N,86.592,W
