Track,for,Debby,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
6/26/2012,0:06:19,28.983,N,85.127,W
6/26/2012,0:08:18,28.973,N,85.122,W
6/26/2012,0:10:18,28.964,N,85.118,W
6/26/2012,0:12:18,28.954,N,85.114,W
6/26/2012,0:14:18,28.945,N,85.109,W
6/26/2012,0:16:18,28.936,N,85.105,W
6/26/2012,0:18:18,28.927,N,85.101,W
6/26/2012,0:20:18,28.918,N,85.097,W
6/26/2012,0:22:19,28.91,N,85.093,W
6/26/2012,0:24:19,28.901,N,85.089,W
6/26/2012,0:26:19,28.893,N,85.085,W
6/26/2012,0:28:19,28.885,N,85.081,W
6/26/2012,0:30:19,28.877,N,85.077,W
6/26/2012,0:32:19,28.869,N,85.073,W
6/26/2012,0:34:19,28.862,N,85.069,W
6/26/2012,0:36:19,28.854,N,85.065,W
6/26/2012,0:38:18,28.847,N,85.061,W
6/26/2012,0:40:18,28.84,N,85.058,W
6/26/2012,0:42:18,28.834,N,85.054,W
6/26/2012,0:44:18,28.827,N,85.05,W
6/26/2012,0:46:18,28.821,N,85.047,W
6/26/2012,0:48:18,28.815,N,85.043,W
6/26/2012,0:50:18,28.809,N,85.04,W
6/26/2012,0:52:19,28.803,N,85.036,W
6/26/2012,0:54:19,28.798,N,85.033,W
6/26/2012,0:56:19,28.793,N,85.03,W
6/26/2012,0:58:19,28.788,N,85.026,W
6/26/2012,1:00:19,28.783,N,85.023,W
6/26/2012,1:02:19,28.779,N,85.02,W
6/26/2012,1:04:19,28.775,N,85.017,W
6/26/2012,1:06:19,28.77,N,85.014,W
6/26/2012,1:08:18,28.767,N,85.011,W
6/26/2012,1:10:18,28.763,N,85.008,W
6/26/2012,1:12:18,28.76,N,85.005,W
6/26/2012,1:14:18,28.756,N,85.002,W
6/26/2012,1:16:18,28.753,N,84.999,W
6/26/2012,1:18:18,28.75,N,84.996,W
6/26/2012,1:20:18,28.748,N,84.993,W
6/26/2012,1:22:19,28.745,N,84.991,W
6/26/2012,1:24:19,28.743,N,84.988,W
6/26/2012,1:26:19,28.741,N,84.985,W
6/26/2012,1:28:19,28.739,N,84.983,W
6/26/2012,1:30:19,28.738,N,84.98,W
6/26/2012,1:32:19,28.736,N,84.978,W
6/26/2012,1:34:19,28.735,N,84.975,W
6/26/2012,1:36:19,28.733,N,84.973,W
6/26/2012,1:38:18,28.732,N,84.97,W
6/26/2012,1:40:18,28.732,N,84.968,W
6/26/2012,1:42:18,28.731,N,84.966,W
6/26/2012,1:44:18,28.73,N,84.963,W
6/26/2012,1:46:18,28.73,N,84.961,W
6/26/2012,1:48:18,28.73,N,84.959,W
6/26/2012,1:50:18,28.73,N,84.957,W
6/26/2012,1:52:19,28.73,N,84.955,W
6/26/2012,1:54:19,28.73,N,84.953,W
6/26/2012,1:56:19,28.731,N,84.951,W
6/26/2012,1:58:19,28.731,N,84.948,W
6/26/2012,2:00:19,28.732,N,84.946,W
6/26/2012,2:02:19,28.733,N,84.944,W
6/26/2012,2:04:19,28.734,N,84.943,W
6/26/2012,2:06:19,28.735,N,84.941,W
6/26/2012,2:08:18,28.736,N,84.939,W
6/26/2012,2:10:18,28.738,N,84.937,W
6/26/2012,2:12:18,28.739,N,84.935,W
6/26/2012,2:14:18,28.741,N,84.933,W
6/26/2012,2:16:18,28.743,N,84.932,W
6/26/2012,2:18:18,28.745,N,84.93,W
6/26/2012,2:20:18,28.747,N,84.928,W
6/26/2012,2:22:19,28.749,N,84.926,W
6/26/2012,2:24:19,28.751,N,84.925,W
6/26/2012,2:26:19,28.753,N,84.923,W
6/26/2012,2:28:19,28.756,N,84.922,W
6/26/2012,2:30:19,28.758,N,84.92,W
6/26/2012,2:32:19,28.761,N,84.918,W
6/26/2012,2:34:19,28.764,N,84.917,W
6/26/2012,2:36:19,28.767,N,84.915,W
6/26/2012,2:38:18,28.77,N,84.914,W
6/26/2012,2:40:18,28.773,N,84.912,W
6/26/2012,2:42:18,28.776,N,84.911,W
6/26/2012,2:43:34,28.778,N,84.91,W
6/26/2012,2:45:34,28.783,N,84.908,W
6/26/2012,2:47:34,28.788,N,84.905,W
6/26/2012,2:49:34,28.793,N,84.903,W
6/26/2012,2:51:35,28.797,N,84.901,W
6/26/2012,2:53:35,28.802,N,84.899,W
6/26/2012,2:55:35,28.807,N,84.897,W
6/26/2012,2:57:35,28.812,N,84.895,W
6/26/2012,2:59:35,28.817,N,84.893,W
6/26/2012,3:01:35,28.822,N,84.891,W
6/26/2012,3:03:35,28.827,N,84.889,W
6/26/2012,3:05:35,28.832,N,84.887,W
6/26/2012,3:07:34,28.837,N,84.885,W
6/26/2012,3:09:34,28.842,N,84.884,W
6/26/2012,3:11:34,28.847,N,84.882,W
6/26/2012,3:13:34,28.852,N,84.881,W
6/26/2012,3:15:34,28.856,N,84.879,W
6/26/2012,3:17:34,28.861,N,84.878,W
6/26/2012,3:19:34,28.866,N,84.877,W
6/26/2012,3:21:35,28.87,N,84.875,W
6/26/2012,3:23:35,28.874,N,84.874,W
6/26/2012,3:25:35,28.879,N,84.873,W
6/26/2012,3:27:35,28.883,N,84.872,W
6/26/2012,3:29:35,28.887,N,84.872,W
6/26/2012,3:31:35,28.891,N,84.871,W
6/26/2012,3:33:35,28.895,N,84.87,W
6/26/2012,3:35:35,28.898,N,84.87,W
6/26/2012,3:37:34,28.902,N,84.869,W
6/26/2012,3:39:34,28.905,N,84.869,W
6/26/2012,3:41:34,28.908,N,84.869,W
6/26/2012,3:43:34,28.911,N,84.869,W
6/26/2012,3:45:34,28.914,N,84.869,W
6/26/2012,3:47:34,28.917,N,84.869,W
6/26/2012,3:49:34,28.919,N,84.869,W
6/26/2012,3:51:19,28.921,N,84.869,W
6/26/2012,3:53:18,28.924,N,84.869,W
6/26/2012,3:55:18,28.927,N,84.868,W
6/26/2012,3:57:18,28.93,N,84.868,W
6/26/2012,3:59:18,28.933,N,84.867,W
6/26/2012,4:01:18,28.935,N,84.867,W
6/26/2012,4:03:18,28.938,N,84.867,W
6/26/2012,4:05:18,28.94,N,84.867,W
6/26/2012,4:07:19,28.942,N,84.867,W
6/26/2012,4:09:19,28.944,N,84.867,W
6/26/2012,4:11:19,28.947,N,84.867,W
6/26/2012,4:13:19,28.948,N,84.867,W
6/26/2012,4:15:19,28.95,N,84.868,W
6/26/2012,4:17:19,28.952,N,84.868,W
6/26/2012,4:19:19,28.953,N,84.869,W
6/26/2012,4:21:19,28.955,N,84.869,W
6/26/2012,4:23:18,28.956,N,84.87,W
6/26/2012,4:25:18,28.957,N,84.871,W
6/26/2012,4:27:18,28.958,N,84.871,W
6/26/2012,4:29:18,28.959,N,84.872,W
6/26/2012,4:31:18,28.959,N,84.873,W
6/26/2012,4:33:18,28.96,N,84.875,W
6/26/2012,4:35:18,28.96,N,84.876,W
6/26/2012,4:37:19,28.96,N,84.877,W
6/26/2012,4:39:19,28.96,N,84.879,W
6/26/2012,4:41:19,28.96,N,84.88,W
6/26/2012,4:43:19,28.959,N,84.882,W
6/26/2012,4:45:19,28.959,N,84.884,W
6/26/2012,4:47:19,28.958,N,84.885,W
6/26/2012,4:49:19,28.957,N,84.887,W
6/26/2012,4:51:19,28.956,N,84.889,W
6/26/2012,4:53:18,28.955,N,84.892,W
6/26/2012,4:55:18,28.953,N,84.894,W
6/26/2012,4:57:18,28.951,N,84.896,W
6/26/2012,4:59:18,28.95,N,84.899,W
6/26/2012,5:01:18,28.947,N,84.902,W
6/26/2012,5:03:18,28.945,N,84.905,W
6/26/2012,5:05:18,28.943,N,84.908,W
6/26/2012,5:07:19,28.94,N,84.911,W
6/26/2012,5:09:19,28.937,N,84.914,W
6/26/2012,5:11:19,28.934,N,84.917,W
6/26/2012,5:13:19,28.931,N,84.921,W
6/26/2012,5:15:19,28.927,N,84.924,W
6/26/2012,5:17:19,28.923,N,84.928,W
6/26/2012,5:19:19,28.919,N,84.932,W
6/26/2012,5:21:19,28.915,N,84.936,W
6/26/2012,5:23:18,28.91,N,84.94,W
6/26/2012,5:25:18,28.906,N,84.944,W
6/26/2012,5:27:18,28.901,N,84.949,W
6/26/2012,5:29:18,28.896,N,84.953,W
6/26/2012,5:31:18,28.89,N,84.958,W
6/26/2012,5:33:18,28.884,N,84.963,W
6/26/2012,5:35:18,28.879,N,84.968,W
6/26/2012,5:37:19,28.872,N,84.973,W
6/26/2012,5:39:19,28.866,N,84.979,W
6/26/2012,5:41:19,28.859,N,84.984,W
6/26/2012,5:43:19,28.852,N,84.99,W
6/26/2012,5:45:19,28.845,N,84.996,W
6/26/2012,5:46:40,28.84,N,85,W
6/26/2012,5:48:40,28.839,N,85.001,W
6/26/2012,5:50:39,28.838,N,85.002,W
6/26/2012,5:52:39,28.836,N,85.003,W
6/26/2012,5:54:39,28.835,N,85.004,W
6/26/2012,5:56:39,28.834,N,85.005,W
6/26/2012,5:58:39,28.833,N,85.006,W
6/26/2012,6:00:39,28.832,N,85.007,W
6/26/2012,6:02:39,28.831,N,85.008,W
6/26/2012,6:04:39,28.83,N,85.009,W
6/26/2012,6:06:40,28.828,N,85.009,W
6/26/2012,6:08:40,28.827,N,85.01,W
6/26/2012,6:10:40,28.826,N,85.01,W
6/26/2012,6:12:40,28.825,N,85.011,W
6/26/2012,6:14:40,28.824,N,85.011,W
6/26/2012,6:16:40,28.823,N,85.012,W
6/26/2012,6:18:40,28.822,N,85.012,W
6/26/2012,6:20:39,28.821,N,85.012,W
6/26/2012,6:22:39,28.82,N,85.012,W
6/26/2012,6:24:39,28.819,N,85.012,W
6/26/2012,6:26:39,28.818,N,85.012,W
6/26/2012,6:28:39,28.817,N,85.012,W
6/26/2012,6:30:39,28.816,N,85.012,W
6/26/2012,6:32:39,28.815,N,85.012,W
6/26/2012,6:34:39,28.814,N,85.012,W
6/26/2012,6:36:40,28.814,N,85.011,W
6/26/2012,6:38:40,28.813,N,85.011,W
6/26/2012,6:40:40,28.812,N,85.01,W
6/26/2012,6:42:40,28.811,N,85.009,W
6/26/2012,6:44:40,28.81,N,85.009,W
6/26/2012,6:46:40,28.809,N,85.008,W
6/26/2012,6:48:40,28.808,N,85.007,W
6/26/2012,6:50:39,28.808,N,85.006,W
6/26/2012,6:52:39,28.807,N,85.005,W
6/26/2012,6:54:39,28.806,N,85.004,W
6/26/2012,6:56:39,28.805,N,85.003,W
6/26/2012,6:58:39,28.805,N,85.001,W
6/26/2012,7:00:39,28.804,N,85,W
6/26/2012,7:02:39,28.803,N,84.999,W
6/26/2012,7:04:39,28.803,N,84.997,W
6/26/2012,7:06:40,28.802,N,84.995,W
6/26/2012,7:08:40,28.801,N,84.994,W
6/26/2012,7:10:40,28.801,N,84.992,W
6/26/2012,7:12:40,28.8,N,84.99,W
6/26/2012,7:14:40,28.8,N,84.988,W
6/26/2012,7:16:40,28.799,N,84.986,W
6/26/2012,7:18:40,28.798,N,84.983,W
6/26/2012,7:20:39,28.798,N,84.981,W
6/26/2012,7:22:39,28.797,N,84.979,W
6/26/2012,7:24:39,28.797,N,84.976,W
6/26/2012,7:26:39,28.796,N,84.973,W
6/26/2012,7:28:39,28.796,N,84.971,W
6/26/2012,7:30:39,28.795,N,84.968,W
6/26/2012,7:32:39,28.795,N,84.965,W
6/26/2012,7:34:39,28.795,N,84.962,W
6/26/2012,7:36:40,28.794,N,84.959,W
6/26/2012,7:38:40,28.794,N,84.956,W
6/26/2012,7:40:40,28.794,N,84.953,W
6/26/2012,7:42:40,28.793,N,84.949,W
6/26/2012,7:44:40,28.793,N,84.946,W
6/26/2012,7:46:40,28.793,N,84.942,W
6/26/2012,7:48:40,28.792,N,84.939,W
6/26/2012,7:50:39,28.792,N,84.935,W
6/26/2012,7:52:39,28.792,N,84.931,W
6/26/2012,7:54:39,28.792,N,84.928,W
6/26/2012,7:56:39,28.791,N,84.924,W
6/26/2012,7:58:39,28.791,N,84.92,W
6/26/2012,8:00:39,28.791,N,84.916,W
6/26/2012,8:02:39,28.791,N,84.912,W
6/26/2012,8:04:39,28.791,N,84.908,W
6/26/2012,8:06:40,28.79,N,84.904,W
6/26/2012,8:08:40,28.79,N,84.899,W
6/26/2012,8:10:40,28.79,N,84.895,W
6/26/2012,8:12:40,28.79,N,84.891,W
6/26/2012,8:14:40,28.79,N,84.886,W
6/26/2012,8:16:40,28.79,N,84.882,W
6/26/2012,8:18:40,28.79,N,84.877,W
6/26/2012,8:20:39,28.79,N,84.872,W
6/26/2012,8:22:39,28.79,N,84.868,W
6/26/2012,8:24:39,28.79,N,84.863,W
6/26/2012,8:26:39,28.79,N,84.858,W
6/26/2012,8:28:39,28.79,N,84.854,W
6/26/2012,8:30:39,28.79,N,84.849,W
6/26/2012,8:32:39,28.79,N,84.844,W
6/26/2012,8:34:39,28.79,N,84.839,W
6/26/2012,8:36:40,28.79,N,84.834,W
6/26/2012,8:38:40,28.79,N,84.829,W
6/26/2012,8:40:40,28.79,N,84.824,W
6/26/2012,8:42:40,28.79,N,84.819,W
6/26/2012,8:44:40,28.79,N,84.814,W
6/26/2012,8:46:40,28.79,N,84.808,W
6/26/2012,8:48:40,28.79,N,84.803,W
6/26/2012,8:50:39,28.79,N,84.798,W
6/26/2012,8:52:39,28.79,N,84.793,W
6/26/2012,8:54:39,28.79,N,84.787,W
6/26/2012,8:56:39,28.791,N,84.782,W
6/26/2012,8:58:39,28.791,N,84.777,W
6/26/2012,9:00:39,28.791,N,84.771,W
6/26/2012,9:02:39,28.791,N,84.766,W
6/26/2012,9:04:39,28.791,N,84.76,W
6/26/2012,9:06:40,28.791,N,84.755,W
6/26/2012,9:08:40,28.792,N,84.749,W
6/26/2012,9:10:40,28.792,N,84.744,W
6/26/2012,9:12:40,28.792,N,84.738,W
6/26/2012,9:14:40,28.792,N,84.733,W
6/26/2012,9:16:40,28.792,N,84.727,W
6/26/2012,9:18:40,28.793,N,84.722,W
6/26/2012,9:20:39,28.793,N,84.716,W
6/26/2012,9:22:39,28.793,N,84.711,W
6/26/2012,9:24:39,28.793,N,84.705,W
6/26/2012,9:26:39,28.794,N,84.7,W
6/26/2012,9:28:39,28.794,N,84.694,W
6/26/2012,9:30:39,28.794,N,84.688,W
6/26/2012,9:32:39,28.794,N,84.683,W
6/26/2012,9:34:39,28.795,N,84.677,W
6/26/2012,9:36:40,28.795,N,84.672,W
6/26/2012,9:38:40,28.795,N,84.666,W
6/26/2012,9:40:40,28.796,N,84.661,W
6/26/2012,9:42:40,28.796,N,84.655,W
6/26/2012,9:44:40,28.796,N,84.649,W
6/26/2012,9:46:40,28.796,N,84.644,W
6/26/2012,9:48:40,28.797,N,84.638,W
6/26/2012,9:50:39,28.797,N,84.633,W
6/26/2012,9:52:39,28.797,N,84.627,W
6/26/2012,9:54:39,28.798,N,84.622,W
6/26/2012,9:56:39,28.798,N,84.616,W
6/26/2012,9:58:39,28.798,N,84.611,W
6/26/2012,10:00:39,28.799,N,84.605,W
6/26/2012,10:02:39,28.799,N,84.6,W
6/26/2012,10:04:39,28.799,N,84.595,W
6/26/2012,10:06:40,28.8,N,84.589,W
6/26/2012,10:08:40,28.8,N,84.584,W
6/26/2012,10:10:40,28.8,N,84.578,W
6/26/2012,10:12:40,28.801,N,84.573,W
6/26/2012,10:14:40,28.801,N,84.568,W
6/26/2012,10:16:40,28.802,N,84.563,W
6/26/2012,10:18:40,28.802,N,84.557,W
6/26/2012,10:20:39,28.802,N,84.552,W
6/26/2012,10:22:39,28.803,N,84.547,W
6/26/2012,10:24:39,28.803,N,84.542,W
6/26/2012,10:26:39,28.803,N,84.537,W
6/26/2012,10:28:39,28.804,N,84.532,W
6/26/2012,10:30:39,28.804,N,84.527,W
6/26/2012,10:32:39,28.804,N,84.522,W
6/26/2012,10:34:39,28.805,N,84.517,W
6/26/2012,10:36:40,28.805,N,84.512,W
6/26/2012,10:38:40,28.805,N,84.507,W
6/26/2012,10:40:40,28.806,N,84.503,W
6/26/2012,10:42:40,28.806,N,84.498,W
6/26/2012,10:44:40,28.807,N,84.493,W
6/26/2012,10:46:40,28.807,N,84.489,W
6/26/2012,10:48:40,28.807,N,84.484,W
6/26/2012,10:50:39,28.808,N,84.48,W
6/26/2012,10:52:39,28.808,N,84.475,W
6/26/2012,10:54:39,28.808,N,84.471,W
6/26/2012,10:56:39,28.809,N,84.466,W
6/26/2012,10:58:39,28.809,N,84.462,W
6/26/2012,11:00:39,28.809,N,84.458,W
6/26/2012,11:02:39,28.81,N,84.454,W
6/26/2012,11:04:39,28.81,N,84.45,W
6/26/2012,11:06:40,28.81,N,84.446,W
6/26/2012,11:08:40,28.811,N,84.441,W
6/26/2012,11:10:40,28.811,N,84.438,W
6/26/2012,11:12:40,28.811,N,84.434,W
6/26/2012,11:14:40,28.812,N,84.43,W
6/26/2012,11:16:40,28.812,N,84.426,W
6/26/2012,11:18:40,28.812,N,84.422,W
6/26/2012,11:20:39,28.813,N,84.418,W
6/26/2012,11:22:39,28.813,N,84.415,W
6/26/2012,11:24:39,28.813,N,84.411,W
6/26/2012,11:26:39,28.814,N,84.407,W
6/26/2012,11:28:39,28.814,N,84.404,W
6/26/2012,11:30:39,28.814,N,84.4,W
6/26/2012,11:32:39,28.815,N,84.397,W
6/26/2012,11:34:39,28.815,N,84.393,W
6/26/2012,11:36:40,28.815,N,84.39,W
6/26/2012,11:38:40,28.816,N,84.387,W
6/26/2012,11:40:40,28.816,N,84.383,W
6/26/2012,11:42:40,28.816,N,84.38,W
6/26/2012,11:44:40,28.817,N,84.377,W
6/26/2012,11:46:40,28.817,N,84.374,W
6/26/2012,11:48:40,28.817,N,84.37,W
6/26/2012,11:50:39,28.818,N,84.367,W
6/26/2012,11:52:39,28.818,N,84.364,W
6/26/2012,11:54:39,28.818,N,84.361,W
6/26/2012,11:56:39,28.819,N,84.358,W
6/26/2012,11:58:39,28.819,N,84.355,W
6/26/2012,11:58:49,28.819,N,84.355,W
6/26/2012,12:00:49,28.815,N,84.356,W
6/26/2012,12:02:50,28.812,N,84.358,W
6/26/2012,12:04:50,28.808,N,84.359,W
6/26/2012,12:06:50,28.804,N,84.36,W
6/26/2012,12:08:50,28.801,N,84.361,W
6/26/2012,12:10:50,28.798,N,84.362,W
6/26/2012,12:12:50,28.795,N,84.363,W
6/26/2012,12:14:50,28.792,N,84.363,W
6/26/2012,12:16:50,28.789,N,84.364,W
6/26/2012,12:18:49,28.786,N,84.364,W
6/26/2012,12:20:49,28.783,N,84.365,W
6/26/2012,12:22:49,28.781,N,84.365,W
6/26/2012,12:24:49,28.779,N,84.365,W
6/26/2012,12:26:49,28.776,N,84.365,W
6/26/2012,12:28:49,28.774,N,84.365,W
6/26/2012,12:30:49,28.772,N,84.365,W
6/26/2012,12:32:50,28.771,N,84.365,W
6/26/2012,12:34:50,28.769,N,84.364,W
6/26/2012,12:36:50,28.768,N,84.364,W
6/26/2012,12:38:50,28.766,N,84.363,W
6/26/2012,12:40:50,28.765,N,84.362,W
6/26/2012,12:42:50,28.764,N,84.361,W
6/26/2012,12:44:50,28.763,N,84.36,W
6/26/2012,12:46:50,28.762,N,84.359,W
6/26/2012,12:48:49,28.762,N,84.357,W
6/26/2012,12:50:49,28.761,N,84.356,W
6/26/2012,12:52:49,28.761,N,84.354,W
6/26/2012,12:54:49,28.76,N,84.353,W
6/26/2012,12:56:49,28.76,N,84.351,W
6/26/2012,12:58:49,28.76,N,84.349,W
6/26/2012,13:00:49,28.76,N,84.347,W
6/26/2012,13:02:50,28.761,N,84.345,W
6/26/2012,13:04:50,28.761,N,84.343,W
6/26/2012,13:06:50,28.761,N,84.341,W
6/26/2012,13:08:50,28.762,N,84.338,W
6/26/2012,13:10:50,28.763,N,84.336,W
6/26/2012,13:12:50,28.764,N,84.333,W
6/26/2012,13:14:50,28.764,N,84.331,W
6/26/2012,13:16:50,28.766,N,84.328,W
6/26/2012,13:18:49,28.767,N,84.325,W
6/26/2012,13:20:49,28.768,N,84.322,W
6/26/2012,13:22:49,28.769,N,84.319,W
6/26/2012,13:24:49,28.771,N,84.316,W
6/26/2012,13:26:49,28.773,N,84.312,W
6/26/2012,13:28:49,28.774,N,84.309,W
6/26/2012,13:30:49,28.776,N,84.306,W
6/26/2012,13:32:50,28.778,N,84.302,W
6/26/2012,13:34:50,28.78,N,84.298,W
6/26/2012,13:36:50,28.782,N,84.295,W
6/26/2012,13:38:50,28.784,N,84.291,W
6/26/2012,13:40:50,28.787,N,84.287,W
6/26/2012,13:42:50,28.789,N,84.283,W
6/26/2012,13:44:50,28.792,N,84.279,W
6/26/2012,13:46:50,28.794,N,84.275,W
6/26/2012,13:48:49,28.797,N,84.271,W
6/26/2012,13:50:49,28.8,N,84.266,W
6/26/2012,13:52:49,28.802,N,84.262,W
6/26/2012,13:54:49,28.805,N,84.258,W
6/26/2012,13:56:49,28.808,N,84.253,W
6/26/2012,13:58:49,28.811,N,84.249,W
6/26/2012,14:00:49,28.815,N,84.244,W
6/26/2012,14:02:50,28.818,N,84.239,W
6/26/2012,14:04:50,28.821,N,84.235,W
6/26/2012,14:06:50,28.825,N,84.23,W
6/26/2012,14:08:50,28.828,N,84.225,W
6/26/2012,14:10:50,28.832,N,84.22,W
6/26/2012,14:12:50,28.835,N,84.215,W
6/26/2012,14:14:43,28.839,N,84.21,W
6/26/2012,14:16:44,28.845,N,84.2,W
6/26/2012,14:18:44,28.852,N,84.191,W
6/26/2012,14:20:44,28.858,N,84.181,W
6/26/2012,14:22:44,28.865,N,84.171,W
6/26/2012,14:24:44,28.871,N,84.162,W
6/26/2012,14:26:44,28.878,N,84.152,W
6/26/2012,14:28:44,28.884,N,84.143,W
6/26/2012,14:30:44,28.891,N,84.133,W
6/26/2012,14:32:43,28.897,N,84.124,W
6/26/2012,14:34:43,28.904,N,84.115,W
6/26/2012,14:36:43,28.91,N,84.106,W
6/26/2012,14:38:43,28.916,N,84.097,W
6/26/2012,14:40:43,28.923,N,84.088,W
6/26/2012,14:42:43,28.929,N,84.079,W
6/26/2012,14:44:43,28.935,N,84.071,W
6/26/2012,14:46:44,28.941,N,84.063,W
6/26/2012,14:48:44,28.947,N,84.055,W
6/26/2012,14:50:44,28.953,N,84.047,W
6/26/2012,14:52:44,28.959,N,84.039,W
6/26/2012,14:54:44,28.964,N,84.032,W
6/26/2012,14:56:44,28.97,N,84.025,W
6/26/2012,14:58:44,28.975,N,84.018,W
6/26/2012,15:00:44,28.98,N,84.011,W
6/26/2012,15:02:43,28.985,N,84.005,W
6/26/2012,15:04:43,28.99,N,83.999,W
6/26/2012,15:06:43,28.995,N,83.993,W
6/26/2012,15:08:43,28.999,N,83.988,W
6/26/2012,15:10:43,29.004,N,83.983,W
6/26/2012,15:12:43,29.008,N,83.978,W
6/26/2012,15:14:43,29.013,N,83.973,W
6/26/2012,15:16:44,29.017,N,83.968,W
6/26/2012,15:18:44,29.021,N,83.964,W
6/26/2012,15:20:44,29.025,N,83.96,W
6/26/2012,15:22:44,29.029,N,83.956,W
6/26/2012,15:24:44,29.032,N,83.952,W
6/26/2012,15:26:44,29.036,N,83.948,W
6/26/2012,15:28:44,29.039,N,83.945,W
6/26/2012,15:30:44,29.043,N,83.942,W
6/26/2012,15:32:43,29.046,N,83.939,W
6/26/2012,15:34:43,29.05,N,83.936,W
6/26/2012,15:36:43,29.053,N,83.933,W
6/26/2012,15:38:43,29.056,N,83.931,W
6/26/2012,15:40:43,29.059,N,83.928,W
6/26/2012,15:42:43,29.062,N,83.926,W
6/26/2012,15:44:43,29.065,N,83.924,W
6/26/2012,15:46:44,29.067,N,83.922,W
6/26/2012,15:48:44,29.07,N,83.92,W
6/26/2012,15:50:44,29.073,N,83.918,W
6/26/2012,15:50:45,29.073,N,83.918,W
6/26/2012,15:52:46,29.076,N,83.915,W
6/26/2012,15:54:46,29.079,N,83.912,W
6/26/2012,15:56:46,29.082,N,83.91,W
6/26/2012,15:58:46,29.085,N,83.908,W
6/26/2012,16:00:46,29.088,N,83.906,W
6/26/2012,16:02:46,29.091,N,83.904,W
6/26/2012,16:04:46,29.094,N,83.902,W
6/26/2012,16:06:45,29.096,N,83.901,W
6/26/2012,16:08:45,29.098,N,83.9,W
6/26/2012,16:10:45,29.101,N,83.899,W
6/26/2012,16:12:45,29.103,N,83.898,W
6/26/2012,16:14:45,29.105,N,83.898,W
6/26/2012,16:16:45,29.107,N,83.897,W
6/26/2012,16:18:45,29.108,N,83.897,W
6/26/2012,16:20:45,29.11,N,83.898,W
6/26/2012,16:22:46,29.112,N,83.898,W
6/26/2012,16:24:44,29.113,N,83.899,W
6/26/2012,16:26:44,29.114,N,83.894,W
6/26/2012,16:28:44,29.116,N,83.889,W
6/26/2012,16:30:44,29.117,N,83.884,W
6/26/2012,16:32:44,29.119,N,83.88,W
6/26/2012,16:34:45,29.12,N,83.875,W
6/26/2012,16:36:45,29.122,N,83.87,W
6/26/2012,16:38:45,29.123,N,83.865,W
6/26/2012,16:40:45,29.125,N,83.86,W
6/26/2012,16:42:45,29.126,N,83.855,W
6/26/2012,16:44:45,29.128,N,83.85,W
6/26/2012,16:46:45,29.129,N,83.845,W
6/26/2012,16:48:45,29.131,N,83.841,W
6/26/2012,16:50:44,29.132,N,83.836,W
6/26/2012,16:52:44,29.134,N,83.831,W
6/26/2012,16:54:44,29.135,N,83.826,W
6/26/2012,16:56:44,29.136,N,83.821,W
6/26/2012,16:58:44,29.138,N,83.816,W
6/26/2012,17:00:44,29.139,N,83.811,W
6/26/2012,17:02:44,29.141,N,83.806,W
6/26/2012,17:04:45,29.142,N,83.802,W
6/26/2012,17:06:45,29.144,N,83.797,W
6/26/2012,17:08:45,29.145,N,83.792,W
6/26/2012,17:10:45,29.147,N,83.787,W
6/26/2012,17:12:45,29.148,N,83.782,W
6/26/2012,17:14:45,29.15,N,83.777,W
6/26/2012,17:16:45,29.151,N,83.772,W
6/26/2012,17:18:45,29.153,N,83.767,W
6/26/2012,17:20:44,29.154,N,83.762,W
6/26/2012,17:22:44,29.155,N,83.757,W
6/26/2012,17:24:44,29.157,N,83.753,W
6/26/2012,17:26:44,29.158,N,83.748,W
6/26/2012,17:28:44,29.16,N,83.743,W
6/26/2012,17:30:44,29.161,N,83.738,W
6/26/2012,17:32:44,29.163,N,83.733,W
6/26/2012,17:34:45,29.164,N,83.728,W
6/26/2012,17:36:45,29.166,N,83.723,W
6/26/2012,17:38:45,29.167,N,83.718,W
6/26/2012,17:40:45,29.168,N,83.713,W
6/26/2012,17:42:45,29.17,N,83.708,W
6/26/2012,17:44:45,29.171,N,83.703,W
6/26/2012,17:46:45,29.173,N,83.698,W
6/26/2012,17:48:45,29.174,N,83.693,W
6/26/2012,17:50:44,29.176,N,83.689,W
6/26/2012,17:52:44,29.177,N,83.684,W
6/26/2012,17:54:44,29.178,N,83.679,W
6/26/2012,17:56:44,29.18,N,83.674,W
6/26/2012,17:58:44,29.181,N,83.669,W
6/26/2012,18:00:44,29.183,N,83.664,W
6/26/2012,18:02:44,29.184,N,83.659,W
6/26/2012,18:04:45,29.186,N,83.654,W
6/26/2012,18:06:45,29.187,N,83.649,W
6/26/2012,18:08:45,29.188,N,83.644,W
6/26/2012,18:10:45,29.19,N,83.639,W
6/26/2012,18:12:45,29.191,N,83.634,W
6/26/2012,18:14:45,29.193,N,83.629,W
6/26/2012,18:16:45,29.194,N,83.624,W
6/26/2012,18:18:45,29.195,N,83.619,W
6/26/2012,18:20:44,29.197,N,83.614,W
6/26/2012,18:22:44,29.198,N,83.609,W
6/26/2012,18:24:44,29.2,N,83.604,W
6/26/2012,18:26:44,29.201,N,83.599,W
6/26/2012,18:28:44,29.202,N,83.594,W
6/26/2012,18:30:44,29.204,N,83.589,W
6/26/2012,18:32:44,29.205,N,83.584,W
