Track,for,Rina,2011,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/23/2011,5:54:00,14.19,N,81.399,W,3
10/23/2011,5:56:00,14.193,N,81.399,W,3
10/23/2011,5:58:00,14.197,N,81.4,W,3
10/23/2011,6:00:00,14.2,N,81.4,W,3
10/23/2011,6:01:59,14.203,N,81.4,W,3
10/23/2011,6:03:59,14.207,N,81.401,W,3
10/23/2011,6:05:59,14.21,N,81.401,W,3
10/23/2011,6:07:59,14.213,N,81.402,W,3
10/23/2011,6:09:59,14.217,N,81.402,W,3
10/23/2011,6:11:59,14.22,N,81.402,W,3
10/23/2011,6:13:59,14.223,N,81.403,W,3
10/23/2011,6:16:00,14.227,N,81.403,W,3
10/23/2011,6:18:00,14.23,N,81.404,W,3
10/23/2011,6:20:00,14.234,N,81.404,W,3
10/23/2011,6:22:00,14.237,N,81.405,W,3
10/23/2011,6:24:00,14.24,N,81.405,W,3
10/23/2011,6:26:00,14.244,N,81.405,W,3
10/23/2011,6:28:00,14.247,N,81.406,W,3
10/23/2011,6:30:00,14.25,N,81.406,W,3
10/23/2011,6:31:59,14.254,N,81.407,W,3
10/23/2011,6:33:59,14.257,N,81.407,W,3
10/23/2011,6:35:59,14.26,N,81.407,W,3
10/23/2011,6:37:59,14.264,N,81.408,W,3
10/23/2011,6:39:59,14.267,N,81.408,W,3
10/23/2011,6:41:59,14.27,N,81.409,W,3
10/23/2011,6:43:59,14.274,N,81.409,W,3
10/23/2011,6:46:00,14.277,N,81.409,W,3
10/23/2011,6:48:00,14.28,N,81.41,W,3
10/23/2011,6:50:00,14.284,N,81.41,W,3
10/23/2011,6:52:00,14.287,N,81.411,W,3
10/23/2011,6:54:00,14.291,N,81.411,W,3
10/23/2011,6:56:00,14.294,N,81.412,W,3
10/23/2011,6:58:00,14.297,N,81.412,W,3
10/23/2011,7:00:00,14.301,N,81.412,W,3
10/23/2011,7:01:59,14.304,N,81.413,W,3
10/23/2011,7:03:59,14.307,N,81.413,W,3
10/23/2011,7:05:59,14.311,N,81.414,W,3
10/23/2011,7:07:59,14.314,N,81.414,W,3
10/23/2011,7:09:59,14.317,N,81.415,W,3
10/23/2011,7:11:59,14.321,N,81.415,W,3
10/23/2011,7:13:59,14.324,N,81.415,W,3
10/23/2011,7:16:00,14.327,N,81.416,W,3
10/23/2011,7:18:00,14.331,N,81.416,W,3
10/23/2011,7:20:00,14.334,N,81.417,W,3
10/23/2011,7:22:00,14.337,N,81.417,W,3
10/23/2011,7:24:00,14.341,N,81.418,W,3
10/23/2011,7:26:00,14.344,N,81.418,W,3
10/23/2011,7:28:00,14.347,N,81.418,W,3
10/23/2011,7:30:00,14.351,N,81.419,W,3
10/23/2011,7:31:59,14.354,N,81.419,W,3
10/23/2011,7:33:59,14.357,N,81.42,W,3
10/23/2011,7:35:59,14.361,N,81.42,W,3
10/23/2011,7:37:59,14.364,N,81.421,W,3
10/23/2011,7:39:59,14.368,N,81.421,W,3
10/23/2011,7:41:59,14.371,N,81.421,W,3
10/23/2011,7:43:59,14.374,N,81.422,W,3
10/23/2011,7:46:00,14.378,N,81.422,W,3
10/23/2011,7:48:00,14.381,N,81.423,W,3
10/23/2011,7:50:00,14.384,N,81.423,W,3
10/23/2011,7:52:00,14.388,N,81.424,W,3
10/23/2011,7:54:00,14.391,N,81.424,W,3
10/23/2011,7:56:00,14.394,N,81.425,W,3
10/23/2011,7:58:00,14.398,N,81.425,W,3
10/23/2011,8:00:00,14.401,N,81.426,W,3
10/23/2011,8:02:00,14.404,N,81.426,W,3
10/23/2011,8:03:59,14.408,N,81.426,W,3
10/23/2011,8:06:00,14.411,N,81.427,W,3
10/23/2011,8:07:59,14.414,N,81.427,W,3
10/23/2011,8:10:00,14.418,N,81.428,W,3
10/23/2011,8:11:59,14.421,N,81.428,W,3
10/23/2011,8:14:00,14.424,N,81.429,W,3
10/23/2011,8:15:59,14.428,N,81.429,W,3
10/23/2011,8:18:00,14.431,N,81.43,W,3
10/23/2011,8:19:59,14.434,N,81.43,W,3
10/23/2011,8:22:00,14.438,N,81.431,W,3
10/23/2011,8:23:59,14.441,N,81.431,W,3
10/23/2011,8:26:00,14.444,N,81.432,W,3
10/23/2011,8:27:59,14.448,N,81.432,W,3
10/23/2011,8:30:00,14.451,N,81.433,W,3
10/23/2011,8:32:00,14.455,N,81.433,W,3
10/23/2011,8:33:59,14.458,N,81.434,W,3
10/23/2011,8:36:00,14.461,N,81.434,W,3
10/23/2011,8:37:59,14.465,N,81.435,W,3
10/23/2011,8:40:00,14.468,N,81.435,W,3
10/23/2011,8:41:59,14.471,N,81.436,W,3
10/23/2011,8:44:00,14.475,N,81.436,W,3
10/23/2011,8:45:59,14.478,N,81.437,W,3
10/23/2011,8:48:00,14.481,N,81.437,W,3
10/23/2011,8:49:59,14.485,N,81.438,W,3
10/23/2011,8:52:00,14.488,N,81.438,W,3
10/23/2011,8:53:59,14.491,N,81.439,W,3
10/23/2011,8:56:00,14.495,N,81.439,W,3
10/23/2011,8:57:59,14.498,N,81.44,W,3
10/23/2011,9:00:00,14.501,N,81.44,W,3
10/23/2011,9:02:00,14.505,N,81.441,W,3
10/23/2011,9:03:59,14.508,N,81.441,W,3
10/23/2011,9:06:00,14.511,N,81.442,W,3
10/23/2011,9:07:59,14.515,N,81.442,W,3
10/23/2011,9:10:00,14.518,N,81.443,W,3
10/23/2011,9:11:59,14.521,N,81.443,W,3
10/23/2011,9:14:00,14.525,N,81.444,W,3
10/23/2011,9:15:59,14.528,N,81.444,W,3
10/23/2011,9:18:00,14.531,N,81.445,W,3
10/23/2011,9:19:59,14.535,N,81.445,W,3
10/23/2011,9:22:00,14.538,N,81.446,W,3
10/23/2011,9:23:59,14.541,N,81.447,W,3
10/23/2011,9:26:00,14.545,N,81.447,W,3
10/23/2011,9:27:59,14.548,N,81.448,W,3
10/23/2011,9:30:00,14.551,N,81.448,W,3
10/23/2011,9:32:00,14.555,N,81.449,W,3
10/23/2011,9:33:59,14.558,N,81.449,W,3
10/23/2011,9:36:00,14.561,N,81.45,W,3
10/23/2011,9:37:59,14.565,N,81.45,W,3
10/23/2011,9:40:00,14.568,N,81.451,W,3
10/23/2011,9:41:59,14.571,N,81.452,W,3
10/23/2011,9:44:00,14.575,N,81.452,W,3
10/23/2011,9:45:59,14.578,N,81.453,W,3
10/23/2011,9:48:00,14.581,N,81.453,W,3
10/23/2011,9:49:59,14.585,N,81.454,W,3
10/23/2011,9:52:00,14.588,N,81.455,W,3
10/23/2011,9:53:59,14.591,N,81.455,W,3
10/23/2011,9:56:00,14.595,N,81.456,W,3
10/23/2011,9:57:59,14.598,N,81.456,W,3
10/23/2011,10:00:00,14.601,N,81.457,W,3
10/23/2011,10:02:00,14.605,N,81.458,W,3
10/23/2011,10:03:59,14.608,N,81.458,W,3
10/23/2011,10:06:00,14.611,N,81.459,W,3
10/23/2011,10:07:59,14.615,N,81.459,W,3
10/23/2011,10:10:00,14.618,N,81.46,W,3
10/23/2011,10:11:59,14.621,N,81.461,W,3
10/23/2011,10:14:00,14.625,N,81.461,W,3
10/23/2011,10:15:59,14.628,N,81.462,W,3
10/23/2011,10:18:00,14.631,N,81.462,W,3
10/23/2011,10:19:59,14.635,N,81.463,W,3
10/23/2011,10:22:00,14.638,N,81.464,W,3
10/23/2011,10:23:59,14.641,N,81.464,W,3
10/23/2011,10:26:00,14.644,N,81.465,W,3
10/23/2011,10:27:59,14.648,N,81.466,W,3
10/23/2011,10:30:00,14.651,N,81.466,W,3
10/23/2011,10:32:00,14.654,N,81.467,W,3
10/23/2011,10:33:59,14.658,N,81.468,W,3
10/23/2011,10:36:00,14.661,N,81.468,W,3
10/23/2011,10:37:59,14.664,N,81.469,W,3
10/23/2011,10:40:00,14.668,N,81.47,W,3
10/23/2011,10:41:59,14.671,N,81.47,W,3
10/23/2011,10:44:00,14.674,N,81.471,W,3
10/23/2011,10:45:59,14.678,N,81.472,W,3
10/23/2011,10:48:00,14.681,N,81.472,W,3
10/23/2011,10:49:59,14.684,N,81.473,W,3
10/23/2011,10:52:00,14.688,N,81.474,W,3
10/23/2011,10:53:59,14.691,N,81.475,W,3
10/23/2011,10:56:00,14.694,N,81.475,W,3
10/23/2011,10:57:59,14.698,N,81.476,W,3
10/23/2011,11:00:00,14.701,N,81.477,W,3
10/23/2011,11:02:00,14.704,N,81.477,W,3
10/23/2011,11:03:59,14.707,N,81.478,W,3
10/23/2011,11:06:00,14.711,N,81.479,W,3
10/23/2011,11:07:59,14.714,N,81.48,W,3
10/23/2011,11:10:00,14.717,N,81.48,W,3
10/23/2011,11:11:59,14.721,N,81.481,W,3
10/23/2011,11:14:00,14.724,N,81.482,W,3
10/23/2011,11:15:59,14.727,N,81.482,W,3
10/23/2011,11:18:00,14.731,N,81.483,W,3
10/23/2011,11:19:59,14.734,N,81.484,W,3
10/23/2011,11:22:00,14.737,N,81.485,W,3
10/23/2011,11:23:59,14.741,N,81.485,W,3
10/23/2011,11:26:00,14.744,N,81.486,W,3
10/23/2011,11:27:59,14.747,N,81.487,W,3
10/23/2011,11:30:00,14.751,N,81.488,W,3
10/23/2011,11:32:00,14.754,N,81.489,W,3
10/23/2011,11:33:59,14.757,N,81.489,W,3
10/23/2011,11:36:00,14.76,N,81.49,W,3
10/23/2011,11:37:59,14.764,N,81.491,W,3
10/23/2011,11:40:00,14.767,N,81.492,W,3
10/23/2011,11:41:59,14.77,N,81.493,W,3
10/23/2011,11:44:00,14.774,N,81.493,W,3
10/23/2011,11:45:59,14.777,N,81.494,W,3
10/23/2011,11:48:00,14.78,N,81.495,W,3
10/23/2011,11:49:59,14.784,N,81.496,W,3
10/23/2011,11:52:00,14.787,N,81.497,W,3
10/23/2011,11:53:59,14.79,N,81.497,W,3
10/23/2011,11:56:00,14.793,N,81.498,W,3
10/23/2011,11:57:59,14.797,N,81.499,W,3
10/23/2011,12:00:00,14.8,N,81.5,W,3
10/23/2011,12:02:00,14.803,N,81.501,W,3
10/23/2011,12:03:59,14.807,N,81.502,W,3
10/23/2011,12:06:00,14.81,N,81.503,W,3
10/23/2011,12:07:59,14.813,N,81.503,W,3
10/23/2011,12:10:00,14.816,N,81.504,W,3
10/23/2011,12:11:59,14.82,N,81.505,W,3
10/23/2011,12:14:00,14.823,N,81.506,W,3
10/23/2011,12:15:59,14.826,N,81.507,W,3
10/23/2011,12:18:00,14.83,N,81.508,W,3
10/23/2011,12:19:59,14.833,N,81.509,W,3
10/23/2011,12:22:00,14.836,N,81.51,W,3
10/23/2011,12:23:59,14.839,N,81.511,W,3
10/23/2011,12:26:00,14.843,N,81.511,W,3
10/23/2011,12:27:59,14.846,N,81.512,W,3
10/23/2011,12:30:00,14.849,N,81.513,W,3
10/23/2011,12:32:00,14.853,N,81.514,W,3
10/23/2011,12:33:59,14.856,N,81.515,W,3
10/23/2011,12:36:00,14.859,N,81.516,W,3
10/23/2011,12:37:59,14.862,N,81.517,W,3
10/23/2011,12:40:00,14.866,N,81.518,W,3
10/23/2011,12:41:59,14.869,N,81.519,W,3
10/23/2011,12:44:00,14.872,N,81.52,W,3
10/23/2011,12:45:59,14.876,N,81.521,W,3
10/23/2011,12:48:00,14.879,N,81.522,W,3
10/23/2011,12:49:59,14.882,N,81.523,W,3
10/23/2011,12:52:00,14.885,N,81.524,W,3
10/23/2011,12:53:59,14.889,N,81.525,W,3
10/23/2011,12:56:00,14.892,N,81.526,W,3
10/23/2011,12:57:59,14.895,N,81.527,W,3
10/23/2011,13:00:00,14.899,N,81.528,W,3
10/23/2011,13:02:00,14.902,N,81.529,W,3
10/23/2011,13:03:59,14.905,N,81.53,W,3
10/23/2011,13:06:00,14.908,N,81.531,W,3
10/23/2011,13:07:59,14.912,N,81.532,W,3
10/23/2011,13:10:00,14.915,N,81.533,W,3
10/23/2011,13:11:59,14.918,N,81.534,W,3
10/23/2011,13:14:00,14.921,N,81.535,W,3
10/23/2011,13:15:59,14.925,N,81.536,W,3
10/23/2011,13:18:00,14.928,N,81.537,W,3
10/23/2011,13:19:59,14.931,N,81.538,W,3
10/23/2011,13:22:00,14.935,N,81.539,W,3
10/23/2011,13:23:59,14.938,N,81.54,W,3
10/23/2011,13:26:00,14.941,N,81.541,W,3
10/23/2011,13:27:59,14.944,N,81.542,W,3
10/23/2011,13:30:00,14.948,N,81.544,W,3
10/23/2011,13:32:00,14.951,N,81.545,W,3
10/23/2011,13:33:59,14.954,N,81.546,W,3
10/23/2011,13:36:00,14.957,N,81.547,W,3
10/23/2011,13:37:59,14.961,N,81.548,W,3
10/23/2011,13:40:00,14.964,N,81.549,W,3
10/23/2011,13:41:59,14.967,N,81.55,W,3
10/23/2011,13:44:00,14.97,N,81.551,W,3
10/23/2011,13:45:59,14.974,N,81.553,W,3
10/23/2011,13:48:00,14.977,N,81.554,W,3
10/23/2011,13:49:59,14.98,N,81.555,W,3
10/23/2011,13:52:00,14.983,N,81.556,W,3
10/23/2011,13:53:59,14.987,N,81.557,W,3
10/23/2011,13:56:00,14.99,N,81.558,W,3
10/23/2011,13:57:59,14.993,N,81.559,W,3
10/23/2011,14:00:00,14.996,N,81.561,W,3
10/23/2011,14:02:00,15,N,81.562,W,3
10/23/2011,14:03:59,15.003,N,81.563,W,3
10/23/2011,14:06:00,15.006,N,81.564,W,3
10/23/2011,14:07:59,15.009,N,81.565,W,3
10/23/2011,14:10:00,15.013,N,81.567,W,3
10/23/2011,14:11:59,15.016,N,81.568,W,3
10/23/2011,14:14:00,15.019,N,81.569,W,3
10/23/2011,14:15:59,15.022,N,81.57,W,3
10/23/2011,14:18:00,15.026,N,81.572,W,3
10/23/2011,14:19:59,15.029,N,81.573,W,3
10/23/2011,14:22:00,15.032,N,81.574,W,3
10/23/2011,14:23:59,15.035,N,81.575,W,3
10/23/2011,14:26:00,15.039,N,81.577,W,3
10/23/2011,14:27:59,15.042,N,81.578,W,3
10/23/2011,14:30:00,15.045,N,81.579,W,3
10/23/2011,14:32:00,15.048,N,81.58,W,3
10/23/2011,14:33:59,15.052,N,81.582,W,3
10/23/2011,14:36:00,15.055,N,81.583,W,3
10/23/2011,14:37:59,15.058,N,81.584,W,3
10/23/2011,14:40:00,15.061,N,81.586,W,3
10/23/2011,14:41:59,15.065,N,81.587,W,3
10/23/2011,14:44:00,15.068,N,81.588,W,3
10/23/2011,14:45:59,15.071,N,81.59,W,3
10/23/2011,14:48:00,15.074,N,81.591,W,3
10/23/2011,14:49:59,15.077,N,81.592,W,3
10/23/2011,14:52:00,15.081,N,81.594,W,3
10/23/2011,14:53:59,15.084,N,81.595,W,3
10/23/2011,14:56:00,15.087,N,81.596,W,3
10/23/2011,14:57:59,15.09,N,81.598,W,3
10/23/2011,15:00:00,15.094,N,81.599,W,3
10/23/2011,15:02:00,15.097,N,81.6,W,3
10/23/2011,15:03:59,15.1,N,81.602,W,3
10/23/2011,15:06:00,15.103,N,81.603,W,3
10/23/2011,15:07:59,15.107,N,81.605,W,3
10/23/2011,15:10:00,15.11,N,81.606,W,3
10/23/2011,15:11:59,15.113,N,81.607,W,3
10/23/2011,15:14:00,15.116,N,81.609,W,3
10/23/2011,15:15:59,15.119,N,81.61,W,3
10/23/2011,15:18:00,15.123,N,81.612,W,3
10/23/2011,15:19:59,15.126,N,81.613,W,3
10/23/2011,15:22:00,15.129,N,81.614,W,3
10/23/2011,15:23:59,15.132,N,81.616,W,3
10/23/2011,15:26:00,15.136,N,81.617,W,3
10/23/2011,15:27:59,15.139,N,81.619,W,3
10/23/2011,15:30:00,15.142,N,81.62,W,3
10/23/2011,15:32:00,15.145,N,81.622,W,3
10/23/2011,15:33:59,15.148,N,81.623,W,3
10/23/2011,15:36:00,15.152,N,81.624,W,3
10/23/2011,15:37:59,15.155,N,81.626,W,3
10/23/2011,15:40:00,15.158,N,81.627,W,3
10/23/2011,15:41:59,15.161,N,81.629,W,3
10/23/2011,15:44:00,15.164,N,81.63,W,3
10/23/2011,15:45:59,15.168,N,81.632,W,3
10/23/2011,15:48:00,15.171,N,81.633,W,3
10/23/2011,15:49:59,15.174,N,81.635,W,3
10/23/2011,15:52:00,15.177,N,81.636,W,3
10/23/2011,15:53:59,15.181,N,81.638,W,3
10/23/2011,15:56:00,15.184,N,81.639,W,3
10/23/2011,15:57:59,15.187,N,81.641,W,3
10/23/2011,16:00:00,15.19,N,81.642,W,3
10/23/2011,16:01:59,15.193,N,81.644,W,3
10/23/2011,16:04:00,15.197,N,81.645,W,3
10/23/2011,16:06:00,15.2,N,81.647,W,3
10/23/2011,16:07:59,15.203,N,81.648,W,3
10/23/2011,16:09:59,15.206,N,81.65,W,3
10/23/2011,16:12:00,15.209,N,81.651,W,3
10/23/2011,16:14:00,15.213,N,81.653,W,3
10/23/2011,16:15:59,15.216,N,81.655,W,3
10/23/2011,16:17:59,15.219,N,81.656,W,3
10/23/2011,16:20:00,15.222,N,81.658,W,3
10/23/2011,16:22:00,15.225,N,81.659,W,3
10/23/2011,16:23:59,15.229,N,81.661,W,3
10/23/2011,16:25:59,15.232,N,81.662,W,3
10/23/2011,16:28:00,15.235,N,81.664,W,3
10/23/2011,16:30:00,15.238,N,81.666,W,3
10/23/2011,16:31:59,15.241,N,81.667,W,3
10/23/2011,16:34:00,15.245,N,81.669,W,3
10/23/2011,16:36:00,15.248,N,81.67,W,3
10/23/2011,16:37:59,15.251,N,81.672,W,3
10/23/2011,16:39:59,15.254,N,81.673,W,3
10/23/2011,16:42:00,15.257,N,81.675,W,3
10/23/2011,16:44:00,15.261,N,81.677,W,3
10/23/2011,16:45:59,15.264,N,81.678,W,3
10/23/2011,16:47:59,15.267,N,81.68,W,3
10/23/2011,16:50:00,15.27,N,81.682,W,3
10/23/2011,16:52:00,15.273,N,81.683,W,3
10/23/2011,16:53:59,15.277,N,81.685,W,3
10/23/2011,16:55:59,15.28,N,81.686,W,3
10/23/2011,16:58:00,15.283,N,81.688,W,3
10/23/2011,17:00:00,15.286,N,81.69,W,3
10/23/2011,17:01:59,15.289,N,81.691,W,3
10/23/2011,17:04:00,15.293,N,81.693,W,3
10/23/2011,17:06:00,15.296,N,81.695,W,3
10/23/2011,17:07:59,15.299,N,81.696,W,3
10/23/2011,17:09:59,15.302,N,81.698,W,3
10/23/2011,17:12:00,15.305,N,81.7,W,3
10/23/2011,17:14:00,15.309,N,81.701,W,3
10/23/2011,17:15:59,15.312,N,81.703,W,3
10/23/2011,17:17:59,15.315,N,81.705,W,3
10/23/2011,17:20:00,15.318,N,81.706,W,3
10/23/2011,17:22:00,15.321,N,81.708,W,3
10/23/2011,17:23:59,15.324,N,81.71,W,3
10/23/2011,17:25:59,15.328,N,81.711,W,3
10/23/2011,17:28:00,15.331,N,81.713,W,3
10/23/2011,17:30:00,15.334,N,81.715,W,3
10/23/2011,17:31:59,15.337,N,81.716,W,3
10/23/2011,17:34:00,15.34,N,81.718,W,3
10/23/2011,17:36:00,15.344,N,81.72,W,3
10/23/2011,17:37:59,15.347,N,81.722,W,3
10/23/2011,17:39:59,15.35,N,81.723,W,3
10/23/2011,17:42:00,15.353,N,81.725,W,3
10/23/2011,17:44:00,15.356,N,81.727,W,3
10/23/2011,17:45:59,15.36,N,81.728,W,3
10/23/2011,17:47:59,15.363,N,81.73,W,3
10/23/2011,17:50:00,15.366,N,81.732,W,3
10/23/2011,17:52:00,15.369,N,81.734,W,3
10/23/2011,17:53:59,15.372,N,81.735,W,3
10/23/2011,17:55:59,15.375,N,81.737,W,3
10/23/2011,17:58:00,15.379,N,81.739,W,3
10/23/2011,18:00:00,15.382,N,81.741,W,3
10/23/2011,18:01:59,15.385,N,81.742,W,3
10/23/2011,18:04:00,15.388,N,81.744,W,3
10/23/2011,18:06:00,15.391,N,81.746,W,3
10/23/2011,18:07:59,15.394,N,81.748,W,3
10/23/2011,18:09:59,15.398,N,81.749,W,3
10/23/2011,18:12:00,15.401,N,81.751,W,3
10/23/2011,18:14:00,15.404,N,81.753,W,3
10/23/2011,18:15:59,15.407,N,81.755,W,3
10/23/2011,18:17:59,15.41,N,81.756,W,3
10/23/2011,18:20:00,15.414,N,81.758,W,3
10/23/2011,18:22:00,15.417,N,81.76,W,3
10/23/2011,18:23:59,15.42,N,81.762,W,3
10/23/2011,18:25:59,15.423,N,81.763,W,3
10/23/2011,18:28:00,15.426,N,81.765,W,3
10/23/2011,18:30:00,15.429,N,81.767,W,3
10/23/2011,18:31:59,15.433,N,81.769,W,3
10/23/2011,18:34:00,15.436,N,81.771,W,3
10/23/2011,18:36:00,15.439,N,81.772,W,3
10/23/2011,18:37:59,15.442,N,81.774,W,3
10/23/2011,18:39:59,15.445,N,81.776,W,3
10/23/2011,18:42:00,15.448,N,81.778,W,3
10/23/2011,18:44:00,15.452,N,81.78,W,3
10/23/2011,18:45:59,15.455,N,81.781,W,3
10/23/2011,18:47:59,15.458,N,81.783,W,3
10/23/2011,18:50:00,15.461,N,81.785,W,3
10/23/2011,18:52:00,15.464,N,81.787,W,3
10/23/2011,18:53:59,15.467,N,81.789,W,3
10/23/2011,18:55:59,15.471,N,81.79,W,3
10/23/2011,18:58:00,15.474,N,81.792,W,3
10/23/2011,19:00:00,15.477,N,81.794,W,3
10/23/2011,19:01:59,15.48,N,81.796,W,3
10/23/2011,19:04:00,15.483,N,81.798,W,3
10/23/2011,19:06:00,15.486,N,81.8,W,3
10/23/2011,19:07:59,15.49,N,81.801,W,3
10/23/2011,19:09:59,15.493,N,81.803,W,3
10/23/2011,19:12:00,15.496,N,81.805,W,3
10/23/2011,19:14:00,15.499,N,81.807,W,3
10/23/2011,19:15:59,15.502,N,81.809,W,3
10/23/2011,19:17:59,15.505,N,81.811,W,3
10/23/2011,19:20:00,15.509,N,81.812,W,3
10/23/2011,19:22:00,15.512,N,81.814,W,3
10/23/2011,19:23:59,15.515,N,81.816,W,3
10/23/2011,19:25:59,15.518,N,81.818,W,3
10/23/2011,19:28:00,15.521,N,81.82,W,3
10/23/2011,19:30:00,15.524,N,81.822,W,3
10/23/2011,19:31:59,15.528,N,81.823,W,3
10/23/2011,19:34:00,15.531,N,81.825,W,3
10/23/2011,19:36:00,15.534,N,81.827,W,3
10/23/2011,19:37:59,15.537,N,81.829,W,3
10/23/2011,19:39:59,15.54,N,81.831,W,3
10/23/2011,19:42:00,15.543,N,81.833,W,3
10/23/2011,19:44:00,15.547,N,81.835,W,3
10/23/2011,19:45:59,15.55,N,81.836,W,3
10/23/2011,19:47:59,15.553,N,81.838,W,3
10/23/2011,19:50:00,15.556,N,81.84,W,3
10/23/2011,19:52:00,15.559,N,81.842,W,3
10/23/2011,19:53:59,15.562,N,81.844,W,3
10/23/2011,19:55:59,15.566,N,81.846,W,3
10/23/2011,19:58:00,15.569,N,81.848,W,3
10/23/2011,20:00:00,15.572,N,81.85,W,3
10/23/2011,20:01:59,15.575,N,81.851,W,3
10/23/2011,20:04:00,15.578,N,81.853,W,3
10/23/2011,20:06:00,15.581,N,81.855,W,3
10/23/2011,20:07:59,15.585,N,81.857,W,3
10/23/2011,20:09:59,15.588,N,81.859,W,3
10/23/2011,20:12:00,15.591,N,81.861,W,3
10/23/2011,20:14:00,15.594,N,81.863,W,3
10/23/2011,20:15:59,15.597,N,81.865,W,3
10/23/2011,20:17:59,15.6,N,81.867,W,3
10/23/2011,20:20:00,15.604,N,81.868,W,3
10/23/2011,20:22:00,15.607,N,81.87,W,3
10/23/2011,20:23:59,15.61,N,81.872,W,3
10/23/2011,20:25:59,15.613,N,81.874,W,3
10/23/2011,20:28:00,15.616,N,81.876,W,3
10/23/2011,20:30:00,15.619,N,81.878,W,3
10/23/2011,20:31:59,15.623,N,81.88,W,3
10/23/2011,20:34:00,15.626,N,81.882,W,3
10/23/2011,20:36:00,15.629,N,81.884,W,3
10/23/2011,20:37:59,15.632,N,81.885,W,3
10/23/2011,20:38:37,15.633,N,81.886,W,3
10/23/2011,20:40:37,15.637,N,81.887,W,3
10/23/2011,20:42:38,15.641,N,81.887,W,3
10/23/2011,20:44:37,15.645,N,81.888,W,3
10/23/2011,20:46:37,15.65,N,81.889,W,3
10/23/2011,20:48:38,15.654,N,81.89,W,3
10/23/2011,20:50:38,15.658,N,81.89,W,3
10/23/2011,20:52:37,15.662,N,81.891,W,3
10/23/2011,20:54:37,15.666,N,81.892,W,3
10/23/2011,20:56:38,15.67,N,81.892,W,3
10/23/2011,20:58:38,15.674,N,81.893,W,3
10/23/2011,21:00:37,15.679,N,81.894,W,3
10/23/2011,21:02:37,15.683,N,81.895,W,3
10/23/2011,21:04:38,15.687,N,81.895,W,3
10/23/2011,21:06:38,15.691,N,81.896,W,3
10/23/2011,21:08:37,15.695,N,81.897,W,3
10/23/2011,21:10:37,15.699,N,81.897,W,3
10/23/2011,21:12:38,15.703,N,81.898,W,3
10/23/2011,21:14:37,15.708,N,81.899,W,3
10/23/2011,21:16:37,15.712,N,81.9,W,3
10/23/2011,21:18:38,15.716,N,81.9,W,3
10/23/2011,21:20:38,15.72,N,81.901,W,3
10/23/2011,21:22:37,15.724,N,81.902,W,3
10/23/2011,21:24:37,15.728,N,81.902,W,3
10/23/2011,21:26:38,15.732,N,81.903,W,3
10/23/2011,21:28:38,15.737,N,81.904,W,3
10/23/2011,21:30:37,15.741,N,81.904,W,3
10/23/2011,21:32:37,15.745,N,81.905,W,3
10/23/2011,21:34:38,15.749,N,81.906,W,3
10/23/2011,21:36:38,15.753,N,81.907,W,3
10/23/2011,21:38:37,15.757,N,81.907,W,3
10/23/2011,21:40:26,15.761,N,81.908,W,3
10/23/2011,21:42:27,15.767,N,81.908,W,3
10/23/2011,21:44:26,15.773,N,81.907,W,3
10/23/2011,21:46:26,15.779,N,81.907,W,3
10/23/2011,21:48:27,15.785,N,81.906,W,3
10/23/2011,21:50:27,15.791,N,81.905,W,3
10/23/2011,21:52:26,15.798,N,81.905,W,3
10/23/2011,21:54:26,15.805,N,81.904,W,3
10/23/2011,21:56:27,15.812,N,81.903,W,3
10/23/2011,21:58:27,15.819,N,81.901,W,3
10/23/2011,22:00:26,15.826,N,81.9,W,3
10/23/2011,22:02:26,15.834,N,81.899,W,3
10/23/2011,22:04:27,15.841,N,81.897,W,3
10/23/2011,22:06:27,15.849,N,81.896,W,3
10/23/2011,22:08:26,15.857,N,81.894,W,3
10/23/2011,22:10:26,15.864,N,81.893,W,3
10/23/2011,22:12:27,15.872,N,81.891,W,3
10/23/2011,22:14:26,15.88,N,81.89,W,3
10/23/2011,22:16:26,15.888,N,81.888,W,3
10/23/2011,22:18:27,15.896,N,81.886,W,3
10/23/2011,22:20:27,15.904,N,81.884,W,3
10/23/2011,22:22:26,15.912,N,81.883,W,3
10/23/2011,22:24:26,15.92,N,81.881,W,3
10/23/2011,22:26:27,15.928,N,81.879,W,3
10/23/2011,22:28:27,15.936,N,81.877,W,3
10/23/2011,22:30:06,15.943,N,81.876,W,3
10/23/2011,22:32:05,15.95,N,81.875,W,3
10/23/2011,22:34:05,15.956,N,81.874,W,3
10/23/2011,22:36:06,15.963,N,81.874,W,3
10/23/2011,22:38:06,15.969,N,81.873,W,3
10/23/2011,22:40:05,15.975,N,81.872,W,3
10/23/2011,22:42:05,15.982,N,81.872,W,3
10/23/2011,22:44:06,15.988,N,81.871,W,3
10/23/2011,22:46:06,15.994,N,81.871,W,3
10/23/2011,22:48:05,16,N,81.87,W,3
10/23/2011,22:50:05,16.005,N,81.87,W,3
10/23/2011,22:52:06,16.011,N,81.869,W,3
10/23/2011,22:54:05,16.017,N,81.869,W,3
10/23/2011,22:56:05,16.022,N,81.869,W,3
10/23/2011,22:58:06,16.027,N,81.869,W,3
10/23/2011,23:00:06,16.033,N,81.869,W,3
10/23/2011,23:02:05,16.038,N,81.869,W,3
