Track,for,TD#14,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/14/2002,12:31:59,16.008,N,83.17,W,-1
10/14/2002,12:33:59,16.011,N,83.172,W,-1
10/14/2002,12:35:59,16.014,N,83.173,W,-1
10/14/2002,12:38:00,16.016,N,83.174,W,-1
10/14/2002,12:40:00,16.019,N,83.175,W,-1
10/14/2002,12:42:00,16.022,N,83.176,W,-1
10/14/2002,12:44:00,16.024,N,83.178,W,-1
10/14/2002,12:45:59,16.027,N,83.179,W,-1
10/14/2002,12:47:59,16.03,N,83.18,W,-1
10/14/2002,12:49:59,16.032,N,83.181,W,-1
10/14/2002,12:51:59,16.035,N,83.182,W,-1
10/14/2002,12:54:00,16.038,N,83.184,W,-1
10/14/2002,12:56:00,16.041,N,83.185,W,-1
10/14/2002,12:58:00,16.043,N,83.186,W,-1
10/14/2002,13:00:00,16.046,N,83.187,W,-1
10/14/2002,13:01:59,16.049,N,83.188,W,-1
10/14/2002,13:03:59,16.051,N,83.189,W,-1
10/14/2002,13:05:59,16.054,N,83.19,W,-1
10/14/2002,13:08:00,16.057,N,83.192,W,-1
10/14/2002,13:10:00,16.059,N,83.193,W,-1
10/14/2002,13:12:00,16.062,N,83.194,W,-1
10/14/2002,13:14:00,16.065,N,83.195,W,-1
10/14/2002,13:15:59,16.068,N,83.196,W,-1
10/14/2002,13:17:59,16.07,N,83.197,W,-1
10/14/2002,13:19:59,16.073,N,83.198,W,-1
10/14/2002,13:21:59,16.076,N,83.199,W,-1
10/14/2002,13:24:00,16.078,N,83.2,W,-1
10/14/2002,13:26:00,16.081,N,83.201,W,-1
10/14/2002,13:28:00,16.084,N,83.202,W,-1
10/14/2002,13:30:00,16.087,N,83.203,W,-1
10/14/2002,13:31:59,16.089,N,83.204,W,-1
10/14/2002,13:33:59,16.092,N,83.205,W,-1
10/14/2002,13:35:59,16.095,N,83.206,W,-1
10/14/2002,13:38:00,16.098,N,83.207,W,-1
10/14/2002,13:40:00,16.1,N,83.208,W,-1
10/14/2002,13:42:00,16.103,N,83.209,W,-1
10/14/2002,13:44:00,16.106,N,83.21,W,-1
10/14/2002,13:45:59,16.109,N,83.211,W,-1
10/14/2002,13:47:59,16.111,N,83.212,W,-1
10/14/2002,13:49:59,16.114,N,83.213,W,-1
10/14/2002,13:51:59,16.117,N,83.214,W,-1
10/14/2002,13:54:00,16.12,N,83.215,W,-1
10/14/2002,13:56:00,16.122,N,83.216,W,-1
10/14/2002,13:58:00,16.125,N,83.217,W,-1
10/14/2002,14:00:00,16.128,N,83.218,W,-1
10/14/2002,14:01:59,16.131,N,83.219,W,-1
10/14/2002,14:03:59,16.133,N,83.22,W,-1
10/14/2002,14:05:59,16.136,N,83.221,W,-1
10/14/2002,14:08:00,16.139,N,83.222,W,-1
10/14/2002,14:10:00,16.142,N,83.222,W,-1
10/14/2002,14:12:00,16.145,N,83.223,W,-1
10/14/2002,14:14:00,16.147,N,83.224,W,-1
10/14/2002,14:15:59,16.15,N,83.225,W,-1
10/14/2002,14:17:59,16.153,N,83.226,W,-1
10/14/2002,14:19:59,16.156,N,83.227,W,-1
10/14/2002,14:21:59,16.158,N,83.228,W,-1
10/14/2002,14:24:00,16.161,N,83.228,W,-1
10/14/2002,14:26:00,16.164,N,83.229,W,-1
10/14/2002,14:28:00,16.167,N,83.23,W,-1
10/14/2002,14:30:00,16.17,N,83.231,W,-1
10/14/2002,14:31:59,16.172,N,83.232,W,-1
10/14/2002,14:33:59,16.175,N,83.232,W,-1
10/14/2002,14:35:59,16.178,N,83.233,W,-1
10/14/2002,14:38:00,16.181,N,83.234,W,-1
10/14/2002,14:40:00,16.184,N,83.235,W,-1
10/14/2002,14:42:00,16.187,N,83.236,W,-1
10/14/2002,14:44:00,16.189,N,83.236,W,-1
10/14/2002,14:45:59,16.192,N,83.237,W,-1
10/14/2002,14:47:59,16.195,N,83.238,W,-1
10/14/2002,14:49:59,16.198,N,83.238,W,-1
10/14/2002,14:51:59,16.201,N,83.239,W,-1
10/14/2002,14:54:00,16.203,N,83.24,W,-1
10/14/2002,14:56:00,16.206,N,83.241,W,-1
10/14/2002,14:58:00,16.209,N,83.241,W,-1
10/14/2002,15:00:00,16.212,N,83.242,W,-1
10/14/2002,15:01:59,16.215,N,83.243,W,-1
10/14/2002,15:03:59,16.218,N,83.243,W,-1
10/14/2002,15:05:59,16.22,N,83.244,W,-1
10/14/2002,15:08:00,16.223,N,83.245,W,-1
10/14/2002,15:10:00,16.226,N,83.245,W,-1
10/14/2002,15:12:00,16.229,N,83.246,W,-1
10/14/2002,15:14:00,16.232,N,83.247,W,-1
10/14/2002,15:15:59,16.235,N,83.247,W,-1
10/14/2002,15:17:59,16.237,N,83.248,W,-1
10/14/2002,15:19:59,16.24,N,83.249,W,-1
10/14/2002,15:21:59,16.243,N,83.249,W,-1
10/14/2002,15:24:00,16.246,N,83.25,W,-1
10/14/2002,15:26:00,16.249,N,83.251,W,-1
10/14/2002,15:28:00,16.252,N,83.251,W,-1
10/14/2002,15:30:00,16.255,N,83.252,W,-1
10/14/2002,15:31:59,16.257,N,83.252,W,-1
10/14/2002,15:33:59,16.26,N,83.253,W,-1
10/14/2002,15:35:59,16.263,N,83.253,W,-1
10/14/2002,15:38:00,16.266,N,83.254,W,-1
10/14/2002,15:40:00,16.269,N,83.255,W,-1
10/14/2002,15:42:00,16.272,N,83.255,W,-1
10/14/2002,15:44:00,16.275,N,83.256,W,-1
10/14/2002,15:45:59,16.278,N,83.256,W,-1
10/14/2002,15:47:59,16.28,N,83.257,W,-1
10/14/2002,15:49:59,16.283,N,83.257,W,-1
10/14/2002,15:51:59,16.286,N,83.258,W,-1
10/14/2002,15:54:00,16.289,N,83.258,W,-1
10/14/2002,15:56:00,16.292,N,83.259,W,-1
10/14/2002,15:58:00,16.295,N,83.259,W,-1
10/14/2002,16:00:00,16.298,N,83.26,W,-1
10/14/2002,16:01:59,16.301,N,83.26,W,-1
10/14/2002,16:03:59,16.304,N,83.261,W,-1
10/14/2002,16:05:59,16.306,N,83.261,W,-1
10/14/2002,16:08:00,16.309,N,83.262,W,-1
10/14/2002,16:10:00,16.312,N,83.262,W,-1
10/14/2002,16:12:00,16.315,N,83.263,W,-1
10/14/2002,16:14:00,16.318,N,83.263,W,-1
10/14/2002,16:15:59,16.321,N,83.264,W,-1
10/14/2002,16:17:59,16.324,N,83.264,W,-1
10/14/2002,16:19:59,16.327,N,83.264,W,-1
10/14/2002,16:21:59,16.33,N,83.265,W,-1
10/14/2002,16:24:00,16.333,N,83.265,W,-1
10/14/2002,16:26:00,16.336,N,83.266,W,-1
10/14/2002,16:28:00,16.338,N,83.266,W,-1
10/14/2002,16:30:00,16.341,N,83.267,W,-1
10/14/2002,16:31:59,16.344,N,83.267,W,-1
10/14/2002,16:33:59,16.347,N,83.267,W,-1
10/14/2002,16:35:59,16.35,N,83.268,W,-1
10/14/2002,16:38:00,16.353,N,83.268,W,-1
10/14/2002,16:40:00,16.356,N,83.268,W,-1
10/14/2002,16:42:00,16.359,N,83.269,W,-1
10/14/2002,16:44:00,16.362,N,83.269,W,-1
10/14/2002,16:45:59,16.365,N,83.269,W,-1
10/14/2002,16:47:59,16.368,N,83.27,W,-1
10/14/2002,16:49:59,16.371,N,83.27,W,-1
10/14/2002,16:51:59,16.374,N,83.27,W,-1
10/14/2002,16:54:00,16.377,N,83.271,W,-1
10/14/2002,16:56:00,16.38,N,83.271,W,-1
10/14/2002,16:58:00,16.382,N,83.271,W,-1
10/14/2002,17:00:00,16.385,N,83.272,W,-1
10/14/2002,17:01:59,16.388,N,83.272,W,-1
10/14/2002,17:03:59,16.391,N,83.272,W,-1
10/14/2002,17:05:59,16.394,N,83.273,W,-1
10/14/2002,17:08:00,16.397,N,83.273,W,-1
10/14/2002,17:10:00,16.4,N,83.273,W,-1
10/14/2002,17:12:00,16.403,N,83.273,W,-1
10/14/2002,17:14:00,16.406,N,83.274,W,-1
10/14/2002,17:15:59,16.409,N,83.274,W,-1
10/14/2002,17:17:59,16.412,N,83.274,W,-1
10/14/2002,17:19:59,16.415,N,83.274,W,-1
10/14/2002,17:21:59,16.418,N,83.275,W,-1
10/14/2002,17:24:00,16.421,N,83.275,W,-1
10/14/2002,17:26:00,16.424,N,83.275,W,-1
10/14/2002,17:28:00,16.427,N,83.275,W,-1
10/14/2002,17:30:00,16.43,N,83.276,W,-1
10/14/2002,17:31:59,16.433,N,83.276,W,-1
10/14/2002,17:33:59,16.436,N,83.276,W,-1
10/14/2002,17:35:59,16.439,N,83.276,W,-1
10/14/2002,17:38:00,16.442,N,83.276,W,-1
10/14/2002,17:40:00,16.445,N,83.276,W,-1
10/14/2002,17:42:00,16.448,N,83.277,W,-1
10/14/2002,17:44:00,16.451,N,83.277,W,-1
10/14/2002,17:45:59,16.454,N,83.277,W,-1
10/14/2002,17:47:59,16.457,N,83.277,W,-1
10/14/2002,17:49:59,16.46,N,83.277,W,-1
10/14/2002,17:51:59,16.463,N,83.277,W,-1
10/14/2002,17:54:00,16.466,N,83.278,W,-1
10/14/2002,17:56:00,16.469,N,83.278,W,-1
10/14/2002,17:58:00,16.472,N,83.278,W,-1
10/14/2002,18:00:00,16.475,N,83.278,W,-1
10/14/2002,18:01:59,16.478,N,83.278,W,-1
10/14/2002,18:03:59,16.481,N,83.278,W,-1
10/14/2002,18:05:59,16.484,N,83.278,W,-1
10/14/2002,18:08:00,16.487,N,83.278,W,-1
10/14/2002,18:10:00,16.49,N,83.279,W,-1
10/14/2002,18:12:00,16.493,N,83.279,W,-1
10/14/2002,18:14:00,16.496,N,83.279,W,-1
10/14/2002,18:15:59,16.499,N,83.279,W,-1
10/14/2002,18:17:59,16.502,N,83.279,W,-1
10/14/2002,18:19:59,16.505,N,83.279,W,-1
10/14/2002,18:21:59,16.508,N,83.279,W,-1
10/14/2002,18:24:00,16.511,N,83.279,W,-1
10/14/2002,18:26:00,16.514,N,83.279,W,-1
10/14/2002,18:28:00,16.517,N,83.279,W,-1
10/14/2002,18:30:00,16.52,N,83.279,W,-1
10/14/2002,18:31:59,16.523,N,83.279,W,-1
10/14/2002,18:33:59,16.526,N,83.279,W,-1
10/14/2002,18:35:59,16.529,N,83.279,W,-1
10/14/2002,18:38:00,16.532,N,83.279,W,-1
10/14/2002,18:40:00,16.535,N,83.279,W,-1
10/14/2002,18:42:00,16.538,N,83.279,W,-1
10/14/2002,18:44:00,16.541,N,83.279,W,-1
10/14/2002,18:45:59,16.544,N,83.279,W,-1
10/14/2002,18:47:59,16.547,N,83.279,W,-1
10/14/2002,18:49:59,16.55,N,83.279,W,-1
10/14/2002,18:51:59,16.553,N,83.279,W,-1
10/14/2002,18:54:00,16.556,N,83.279,W,-1
10/14/2002,18:56:00,16.559,N,83.279,W,-1
10/14/2002,18:58:00,16.562,N,83.279,W,-1
10/14/2002,19:00:00,16.566,N,83.279,W,-1
10/14/2002,19:01:59,16.569,N,83.279,W,-1
10/14/2002,19:03:59,16.572,N,83.279,W,-1
10/14/2002,19:05:59,16.575,N,83.279,W,-1
10/14/2002,19:08:00,16.578,N,83.279,W,-1
10/14/2002,19:10:00,16.581,N,83.279,W,-1
10/14/2002,19:12:00,16.584,N,83.279,W,-1
10/14/2002,19:14:00,16.587,N,83.279,W,-1
10/14/2002,19:15:59,16.59,N,83.279,W,-1
10/14/2002,19:17:59,16.593,N,83.278,W,-1
10/14/2002,19:19:59,16.596,N,83.278,W,-1
10/14/2002,19:21:59,16.599,N,83.278,W,-1
10/14/2002,19:24:00,16.602,N,83.278,W,-1
10/14/2002,19:26:00,16.605,N,83.278,W,-1
10/14/2002,19:28:00,16.608,N,83.278,W,-1
10/14/2002,19:30:00,16.611,N,83.278,W,-1
10/14/2002,19:31:59,16.615,N,83.278,W,-1
10/14/2002,19:33:59,16.618,N,83.278,W,-1
10/14/2002,19:35:59,16.621,N,83.277,W,-1
10/14/2002,19:38:00,16.624,N,83.277,W,-1
10/14/2002,19:40:00,16.627,N,83.277,W,-1
10/14/2002,19:42:00,16.63,N,83.277,W,-1
10/14/2002,19:44:00,16.633,N,83.277,W,-1
10/14/2002,19:45:59,16.636,N,83.277,W,-1
10/14/2002,19:47:59,16.639,N,83.276,W,-1
10/14/2002,19:49:59,16.642,N,83.276,W,-1
10/14/2002,19:51:59,16.645,N,83.276,W,-1
10/14/2002,19:54:00,16.648,N,83.276,W,-1
10/14/2002,19:56:00,16.652,N,83.276,W,-1
10/14/2002,19:58:00,16.655,N,83.276,W,-1
10/14/2002,20:00:00,16.658,N,83.275,W,-1
10/14/2002,20:01:59,16.661,N,83.275,W,-1
10/14/2002,20:03:59,16.664,N,83.275,W,-1
10/14/2002,20:05:59,16.667,N,83.275,W,-1
10/14/2002,20:08:00,16.67,N,83.275,W,-1
10/14/2002,20:10:00,16.673,N,83.274,W,-1
10/14/2002,20:12:00,16.676,N,83.274,W,-1
10/14/2002,20:14:00,16.679,N,83.274,W,-1
10/14/2002,20:15:59,16.683,N,83.274,W,-1
10/14/2002,20:17:59,16.686,N,83.273,W,-1
10/14/2002,20:19:59,16.689,N,83.273,W,-1
10/14/2002,20:21:59,16.692,N,83.273,W,-1
10/14/2002,20:24:00,16.695,N,83.273,W,-1
10/14/2002,20:26:00,16.698,N,83.272,W,-1
10/14/2002,20:28:00,16.701,N,83.272,W,-1
10/14/2002,20:30:00,16.704,N,83.272,W,-1
10/14/2002,20:31:59,16.707,N,83.272,W,-1
10/14/2002,20:33:59,16.711,N,83.271,W,-1
10/14/2002,20:35:59,16.714,N,83.271,W,-1
10/14/2002,20:38:00,16.717,N,83.271,W,-1
10/14/2002,20:40:00,16.72,N,83.271,W,-1
10/14/2002,20:42:00,16.723,N,83.27,W,-1
10/14/2002,20:44:00,16.726,N,83.27,W,-1
10/14/2002,20:45:59,16.729,N,83.27,W,-1
10/14/2002,20:47:59,16.732,N,83.269,W,-1
10/14/2002,20:49:59,16.736,N,83.269,W,-1
10/14/2002,20:51:59,16.739,N,83.269,W,-1
10/14/2002,20:54:00,16.742,N,83.268,W,-1
10/14/2002,20:56:00,16.745,N,83.268,W,-1
10/14/2002,20:58:00,16.748,N,83.268,W,-1
10/14/2002,21:00:00,16.751,N,83.267,W,-1
10/14/2002,21:01:59,16.754,N,83.267,W,-1
10/14/2002,21:03:59,16.758,N,83.267,W,-1
10/14/2002,21:05:59,16.761,N,83.266,W,-1
10/14/2002,21:08:00,16.764,N,83.266,W,-1
10/14/2002,21:10:00,16.767,N,83.266,W,-1
10/14/2002,21:12:00,16.77,N,83.265,W,-1
10/14/2002,21:14:00,16.773,N,83.265,W,-1
10/14/2002,21:15:59,16.776,N,83.265,W,-1
10/14/2002,21:17:59,16.78,N,83.264,W,-1
10/14/2002,21:19:59,16.783,N,83.264,W,-1
10/14/2002,21:21:59,16.786,N,83.263,W,-1
10/14/2002,21:24:00,16.789,N,83.263,W,-1
10/14/2002,21:26:00,16.792,N,83.263,W,-1
10/14/2002,21:28:00,16.795,N,83.262,W,-1
10/14/2002,21:30:00,16.799,N,83.262,W,-1
10/14/2002,21:31:59,16.802,N,83.261,W,-1
10/14/2002,21:33:59,16.805,N,83.261,W,-1
10/14/2002,21:35:59,16.808,N,83.261,W,-1
10/14/2002,21:38:00,16.811,N,83.26,W,-1
10/14/2002,21:40:00,16.814,N,83.26,W,-1
10/14/2002,21:42:00,16.817,N,83.259,W,-1
10/14/2002,21:44:00,16.821,N,83.259,W,-1
10/14/2002,21:45:59,16.824,N,83.258,W,-1
10/14/2002,21:47:59,16.827,N,83.258,W,-1
10/14/2002,21:49:59,16.83,N,83.258,W,-1
10/14/2002,21:51:59,16.833,N,83.257,W,-1
10/14/2002,21:54:00,16.836,N,83.257,W,-1
10/14/2002,21:56:00,16.84,N,83.256,W,-1
10/14/2002,21:58:00,16.843,N,83.256,W,-1
10/14/2002,22:00:00,16.846,N,83.255,W,-1
10/14/2002,22:01:59,16.849,N,83.255,W,-1
10/14/2002,22:03:59,16.852,N,83.254,W,-1
10/14/2002,22:05:59,16.856,N,83.254,W,-1
10/14/2002,22:08:00,16.859,N,83.253,W,-1
10/14/2002,22:10:00,16.862,N,83.253,W,-1
10/14/2002,22:12:00,16.865,N,83.252,W,-1
10/14/2002,22:14:00,16.868,N,83.252,W,-1
10/14/2002,22:15:59,16.871,N,83.252,W,-1
10/14/2002,22:17:59,16.875,N,83.251,W,-1
10/14/2002,22:19:59,16.878,N,83.251,W,-1
10/14/2002,22:21:59,16.881,N,83.25,W,-1
10/14/2002,22:24:00,16.884,N,83.249,W,-1
10/14/2002,22:26:00,16.887,N,83.249,W,-1
10/14/2002,22:28:00,16.891,N,83.248,W,-1
10/14/2002,22:30:00,16.894,N,83.248,W,-1
10/14/2002,22:31:59,16.897,N,83.247,W,-1
10/14/2002,22:33:59,16.9,N,83.247,W,-1
10/14/2002,22:35:59,16.903,N,83.246,W,-1
10/14/2002,22:38:00,16.907,N,83.246,W,-1
10/14/2002,22:40:00,16.91,N,83.245,W,-1
10/14/2002,22:42:00,16.913,N,83.245,W,-1
10/14/2002,22:44:00,16.916,N,83.244,W,-1
10/14/2002,22:45:59,16.919,N,83.244,W,-1
10/14/2002,22:47:59,16.923,N,83.243,W,-1
10/14/2002,22:49:59,16.926,N,83.243,W,-1
10/14/2002,22:51:59,16.929,N,83.242,W,-1
10/14/2002,22:54:00,16.932,N,83.241,W,-1
10/14/2002,22:56:00,16.935,N,83.241,W,-1
10/14/2002,22:58:00,16.939,N,83.24,W,-1
10/14/2002,23:00:00,16.942,N,83.24,W,-1
10/14/2002,23:01:59,16.945,N,83.239,W,-1
10/14/2002,23:03:59,16.948,N,83.239,W,-1
10/14/2002,23:05:59,16.951,N,83.238,W,-1
10/14/2002,23:08:00,16.955,N,83.237,W,-1
10/14/2002,23:10:00,16.958,N,83.237,W,-1
10/14/2002,23:12:00,16.961,N,83.236,W,-1
10/14/2002,23:14:00,16.964,N,83.236,W,-1
10/14/2002,23:15:59,16.967,N,83.235,W,-1
10/14/2002,23:17:59,16.971,N,83.234,W,-1
10/14/2002,23:19:59,16.974,N,83.234,W,-1
10/14/2002,23:21:59,16.977,N,83.233,W,-1
10/14/2002,23:24:00,16.98,N,83.233,W,-1
10/14/2002,23:26:00,16.984,N,83.232,W,-1
10/14/2002,23:28:00,16.987,N,83.231,W,-1
10/14/2002,23:30:00,16.99,N,83.231,W,-1
10/14/2002,23:31:59,16.993,N,83.23,W,-1
10/14/2002,23:33:59,16.996,N,83.229,W,-1
10/14/2002,23:35:59,17,N,83.229,W,-1
10/14/2002,23:38:00,17.003,N,83.228,W,-1
10/14/2002,23:40:00,17.006,N,83.228,W,-1
10/14/2002,23:42:00,17.009,N,83.227,W,-1
10/14/2002,23:44:00,17.013,N,83.226,W,-1
10/14/2002,23:45:59,17.016,N,83.226,W,-1
10/14/2002,23:47:59,17.019,N,83.225,W,-1
10/14/2002,23:49:59,17.022,N,83.224,W,-1
10/14/2002,23:51:59,17.026,N,83.224,W,-1
10/14/2002,23:54:00,17.029,N,83.223,W,-1
10/14/2002,23:56:00,17.032,N,83.222,W,-1
10/14/2002,23:58:00,17.035,N,83.222,W,-1
10/15/2002,0:00:00,17.038,N,83.221,W,-1
10/15/2002,0:01:59,17.042,N,83.22,W,-1
10/15/2002,0:03:59,17.045,N,83.22,W,-1
10/15/2002,0:05:59,17.048,N,83.219,W,-1
10/15/2002,0:08:00,17.051,N,83.218,W,-1
10/15/2002,0:10:00,17.055,N,83.218,W,-1
10/15/2002,0:12:00,17.058,N,83.217,W,-1
10/15/2002,0:14:00,17.061,N,83.216,W,-1
10/15/2002,0:15:59,17.064,N,83.215,W,-1
10/15/2002,0:17:59,17.068,N,83.215,W,-1
10/15/2002,0:19:59,17.071,N,83.214,W,-1
10/15/2002,0:21:59,17.074,N,83.213,W,-1
10/15/2002,0:24:00,17.077,N,83.213,W,-1
10/15/2002,0:26:00,17.081,N,83.212,W,-1
10/15/2002,0:28:00,17.084,N,83.211,W,-1
10/15/2002,0:30:00,17.087,N,83.21,W,-1
10/15/2002,0:31:59,17.09,N,83.21,W,-1
10/15/2002,0:33:59,17.094,N,83.209,W,-1
10/15/2002,0:35:59,17.097,N,83.208,W,-1
10/15/2002,0:38:00,17.1,N,83.208,W,-1
10/15/2002,0:40:00,17.103,N,83.207,W,-1
10/15/2002,0:42:00,17.107,N,83.206,W,-1
10/15/2002,0:44:00,17.11,N,83.205,W,-1
10/15/2002,0:45:59,17.113,N,83.205,W,-1
10/15/2002,0:47:59,17.116,N,83.204,W,-1
10/15/2002,0:49:59,17.12,N,83.203,W,-1
10/15/2002,0:51:59,17.123,N,83.202,W,-1
10/15/2002,0:54:00,17.126,N,83.202,W,-1
10/15/2002,0:56:00,17.13,N,83.201,W,-1
10/15/2002,0:58:00,17.133,N,83.2,W,-1
10/15/2002,1:00:00,17.136,N,83.199,W,-1
10/15/2002,1:01:59,17.139,N,83.199,W,-1
10/15/2002,1:03:59,17.143,N,83.198,W,-1
10/15/2002,1:05:59,17.146,N,83.197,W,-1
10/15/2002,1:08:00,17.149,N,83.196,W,-1
10/15/2002,1:10:00,17.152,N,83.196,W,-1
10/15/2002,1:12:00,17.156,N,83.195,W,-1
10/15/2002,1:14:00,17.159,N,83.194,W,-1
10/15/2002,1:15:59,17.162,N,83.193,W,-1
10/15/2002,1:17:59,17.165,N,83.192,W,-1
10/15/2002,1:19:59,17.169,N,83.192,W,-1
10/15/2002,1:21:59,17.172,N,83.191,W,-1
10/15/2002,1:24:00,17.175,N,83.19,W,-1
10/15/2002,1:26:00,17.179,N,83.189,W,-1
10/15/2002,1:28:00,17.182,N,83.188,W,-1
10/15/2002,1:30:00,17.185,N,83.188,W,-1
10/15/2002,1:31:59,17.188,N,83.187,W,-1
10/15/2002,1:33:59,17.192,N,83.186,W,-1
10/15/2002,1:35:59,17.195,N,83.185,W,-1
10/15/2002,1:38:00,17.198,N,83.184,W,-1
10/15/2002,1:40:00,17.201,N,83.184,W,-1
10/15/2002,1:42:00,17.205,N,83.183,W,-1
10/15/2002,1:44:00,17.208,N,83.182,W,-1
10/15/2002,1:45:59,17.211,N,83.181,W,-1
10/15/2002,1:47:59,17.215,N,83.18,W,-1
10/15/2002,1:49:59,17.218,N,83.18,W,-1
10/15/2002,1:51:59,17.221,N,83.179,W,-1
10/15/2002,1:54:00,17.224,N,83.178,W,-1
10/15/2002,1:56:00,17.228,N,83.177,W,-1
10/15/2002,1:58:00,17.231,N,83.176,W,-1
10/15/2002,2:00:00,17.234,N,83.175,W,-1
10/15/2002,2:01:59,17.238,N,83.175,W,-1
10/15/2002,2:03:59,17.241,N,83.174,W,-1
10/15/2002,2:05:59,17.244,N,83.173,W,-1
10/15/2002,2:08:00,17.247,N,83.172,W,-1
10/15/2002,2:10:00,17.251,N,83.171,W,-1
10/15/2002,2:12:00,17.254,N,83.17,W,-1
10/15/2002,2:14:00,17.257,N,83.17,W,-1
10/15/2002,2:15:59,17.261,N,83.169,W,-1
10/15/2002,2:17:59,17.264,N,83.168,W,-1
10/15/2002,2:19:59,17.267,N,83.167,W,-1
10/15/2002,2:21:59,17.27,N,83.166,W,-1
10/15/2002,2:24:00,17.274,N,83.165,W,-1
10/15/2002,2:26:00,17.277,N,83.164,W,-1
10/15/2002,2:28:00,17.28,N,83.164,W,-1
10/15/2002,2:30:00,17.284,N,83.163,W,-1
10/15/2002,2:31:59,17.287,N,83.162,W,-1
10/15/2002,2:33:59,17.29,N,83.161,W,-1
10/15/2002,2:35:59,17.294,N,83.16,W,-1
10/15/2002,2:38:00,17.297,N,83.159,W,-1
10/15/2002,2:40:00,17.3,N,83.158,W,-1
10/15/2002,2:42:00,17.303,N,83.157,W,-1
10/15/2002,2:44:00,17.307,N,83.157,W,-1
10/15/2002,2:45:59,17.31,N,83.156,W,-1
10/15/2002,2:47:59,17.313,N,83.155,W,-1
10/15/2002,2:49:59,17.317,N,83.154,W,-1
10/15/2002,2:51:59,17.32,N,83.153,W,-1
10/15/2002,2:54:00,17.323,N,83.152,W,-1
10/15/2002,2:56:00,17.327,N,83.151,W,-1
10/15/2002,2:58:00,17.33,N,83.15,W,-1
10/15/2002,3:00:00,17.333,N,83.149,W,-1
10/15/2002,3:01:59,17.336,N,83.149,W,-1
10/15/2002,3:03:59,17.34,N,83.148,W,-1
10/15/2002,3:05:59,17.343,N,83.147,W,-1
10/15/2002,3:08:00,17.346,N,83.146,W,-1
10/15/2002,3:10:00,17.35,N,83.145,W,-1
10/15/2002,3:12:00,17.353,N,83.144,W,-1
10/15/2002,3:14:00,17.356,N,83.143,W,-1
10/15/2002,3:15:59,17.36,N,83.142,W,-1
10/15/2002,3:17:59,17.363,N,83.141,W,-1
10/15/2002,3:19:59,17.366,N,83.14,W,-1
10/15/2002,3:21:59,17.369,N,83.14,W,-1
10/15/2002,3:24:00,17.373,N,83.139,W,-1
10/15/2002,3:26:00,17.376,N,83.138,W,-1
10/15/2002,3:28:00,17.379,N,83.137,W,-1
10/15/2002,3:30:00,17.383,N,83.136,W,-1
10/15/2002,3:31:59,17.386,N,83.135,W,-1
10/15/2002,3:33:59,17.389,N,83.134,W,-1
10/15/2002,3:35:59,17.393,N,83.133,W,-1
10/15/2002,3:38:00,17.396,N,83.132,W,-1
10/15/2002,3:40:00,17.399,N,83.131,W,-1
10/15/2002,3:42:00,17.403,N,83.13,W,-1
10/15/2002,3:44:00,17.406,N,83.129,W,-1
10/15/2002,3:45:59,17.409,N,83.128,W,-1
10/15/2002,3:47:59,17.413,N,83.128,W,-1
10/15/2002,3:49:59,17.416,N,83.127,W,-1
10/15/2002,3:51:59,17.419,N,83.126,W,-1
10/15/2002,3:54:00,17.422,N,83.125,W,-1
10/15/2002,3:56:00,17.426,N,83.124,W,-1
10/15/2002,3:58:00,17.429,N,83.123,W,-1
10/15/2002,4:00:00,17.432,N,83.122,W,-1
10/15/2002,4:01:59,17.436,N,83.121,W,-1
10/15/2002,4:03:59,17.439,N,83.12,W,-1
10/15/2002,4:05:59,17.442,N,83.119,W,-1
10/15/2002,4:08:00,17.446,N,83.118,W,-1
10/15/2002,4:10:00,17.449,N,83.117,W,-1
10/15/2002,4:12:00,17.452,N,83.116,W,-1
10/15/2002,4:14:00,17.456,N,83.115,W,-1
10/15/2002,4:15:59,17.459,N,83.114,W,-1
10/15/2002,4:17:59,17.462,N,83.113,W,-1
10/15/2002,4:19:59,17.466,N,83.112,W,-1
10/15/2002,4:21:59,17.469,N,83.111,W,-1
10/15/2002,4:24:00,17.472,N,83.111,W,-1
10/15/2002,4:26:00,17.476,N,83.11,W,-1
10/15/2002,4:28:00,17.479,N,83.109,W,-1
10/15/2002,4:30:00,17.482,N,83.108,W,-1
10/15/2002,4:31:59,17.486,N,83.107,W,-1
10/15/2002,4:33:59,17.489,N,83.106,W,-1
10/15/2002,4:35:59,17.492,N,83.105,W,-1
10/15/2002,4:38:00,17.496,N,83.104,W,-1
10/15/2002,4:40:00,17.499,N,83.103,W,-1
10/15/2002,4:42:00,17.502,N,83.102,W,-1
10/15/2002,4:44:00,17.506,N,83.101,W,-1
10/15/2002,4:45:59,17.509,N,83.1,W,-1
10/15/2002,4:47:59,17.512,N,83.099,W,-1
10/15/2002,4:49:59,17.515,N,83.098,W,-1
10/15/2002,4:51:59,17.519,N,83.097,W,-1
10/15/2002,4:54:00,17.522,N,83.096,W,-1
10/15/2002,4:56:00,17.525,N,83.095,W,-1
10/15/2002,4:58:00,17.529,N,83.094,W,-1
10/15/2002,5:00:00,17.532,N,83.093,W,-1
10/15/2002,5:01:59,17.535,N,83.092,W,-1
10/15/2002,5:03:59,17.539,N,83.091,W,-1
