Track,for,Nicole,2010,,,
9/30/2010,3:27:52,25.489,N,79.223,W,0
9/30/2010,3:29:52,25.497,N,79.22,W,0
9/30/2010,3:31:52,25.505,N,79.217,W,0
9/30/2010,3:33:53,25.513,N,79.214,W,0
9/30/2010,3:35:53,25.521,N,79.211,W,0
9/30/2010,3:37:53,25.529,N,79.208,W,0
9/30/2010,3:39:53,25.537,N,79.204,W,0
9/30/2010,3:41:52,25.545,N,79.201,W,0
9/30/2010,3:43:52,25.553,N,79.198,W,0
9/30/2010,3:45:52,25.561,N,79.195,W,0
9/30/2010,3:47:52,25.569,N,79.192,W,0
9/30/2010,3:49:53,25.577,N,79.189,W,0
9/30/2010,3:51:53,25.585,N,79.186,W,0
9/30/2010,3:53:53,25.593,N,79.183,W,0
9/30/2010,3:55:52,25.601,N,79.18,W,0
9/30/2010,3:57:52,25.609,N,79.177,W,0
9/30/2010,3:59:52,25.617,N,79.174,W,0
9/30/2010,4:01:52,25.625,N,79.171,W,0
9/30/2010,4:03:53,25.633,N,79.168,W,0
9/30/2010,4:05:53,25.641,N,79.165,W,0
9/30/2010,4:07:53,25.649,N,79.162,W,0
9/30/2010,4:09:53,25.657,N,79.159,W,0
9/30/2010,4:11:52,25.665,N,79.156,W,0
9/30/2010,4:13:52,25.673,N,79.153,W,0
9/30/2010,4:15:52,25.681,N,79.15,W,0
9/30/2010,4:17:52,25.689,N,79.147,W,0
9/30/2010,4:19:53,25.697,N,79.144,W,0
9/30/2010,4:21:53,25.705,N,79.141,W,0
9/30/2010,4:23:53,25.713,N,79.138,W,0
9/30/2010,4:25:52,25.721,N,79.135,W,0
9/30/2010,4:27:52,25.729,N,79.132,W,0
9/30/2010,4:29:52,25.737,N,79.13,W,0
9/30/2010,4:31:52,25.745,N,79.127,W,0
9/30/2010,4:33:53,25.753,N,79.124,W,0
9/30/2010,4:35:53,25.761,N,79.121,W,0
9/30/2010,4:37:53,25.769,N,79.118,W,0
9/30/2010,4:39:53,25.777,N,79.115,W,0
9/30/2010,4:41:52,25.785,N,79.112,W,0
9/30/2010,4:43:52,25.793,N,79.109,W,0
9/30/2010,4:45:52,25.801,N,79.106,W,0
9/30/2010,4:47:52,25.809,N,79.103,W,0
9/30/2010,4:49:53,25.817,N,79.1,W,0
9/30/2010,4:51:53,25.825,N,79.097,W,0
9/30/2010,4:53:53,25.833,N,79.095,W,0
9/30/2010,4:55:52,25.841,N,79.092,W,0
9/30/2010,4:57:52,25.849,N,79.089,W,0
9/30/2010,4:59:52,25.857,N,79.086,W,0
9/30/2010,5:01:52,25.865,N,79.083,W,0
9/30/2010,5:03:53,25.873,N,79.08,W,0
9/30/2010,5:05:53,25.881,N,79.077,W,0
9/30/2010,5:07:53,25.89,N,79.074,W,0
9/30/2010,5:09:53,25.898,N,79.072,W,0
9/30/2010,5:11:52,25.906,N,79.069,W,0
9/30/2010,5:13:52,25.914,N,79.066,W,0
9/30/2010,5:15:52,25.922,N,79.063,W,0
9/30/2010,5:17:52,25.93,N,79.06,W,0
9/30/2010,5:19:53,25.938,N,79.057,W,0
9/30/2010,5:21:53,25.946,N,79.054,W,0
9/30/2010,5:23:53,25.954,N,79.051,W,0
9/30/2010,5:25:52,25.962,N,79.049,W,0
9/30/2010,5:27:52,25.97,N,79.046,W,0
9/30/2010,5:29:52,25.978,N,79.043,W,0
9/30/2010,5:31:52,25.986,N,79.04,W,0
9/30/2010,5:33:53,25.994,N,79.037,W,0
9/30/2010,5:35:53,26.003,N,79.034,W,0
9/30/2010,5:37:53,26.011,N,79.031,W,0
9/30/2010,5:39:53,26.019,N,79.029,W,0
9/30/2010,5:41:52,26.027,N,79.026,W,0
9/30/2010,5:43:52,26.035,N,79.023,W,0
9/30/2010,5:45:52,26.043,N,79.02,W,0
9/30/2010,5:47:52,26.051,N,79.017,W,0
9/30/2010,5:49:53,26.059,N,79.014,W,0
9/30/2010,5:51:53,26.067,N,79.012,W,0
9/30/2010,5:53:53,26.075,N,79.009,W,0
9/30/2010,5:55:52,26.083,N,79.006,W,0
9/30/2010,5:57:52,26.091,N,79.003,W,0
9/30/2010,5:59:52,26.1,N,79,W,0
