Track,for,Igor,2010,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/18/2010,18:05:44,26.57,N,64.045,W
9/18/2010,18:07:44,26.574,N,64.049,W
9/18/2010,18:09:44,26.579,N,64.052,W
9/18/2010,18:11:44,26.583,N,64.056,W
9/18/2010,18:13:44,26.588,N,64.06,W
9/18/2010,18:15:44,26.592,N,64.063,W
9/18/2010,18:17:43,26.596,N,64.067,W
9/18/2010,18:19:43,26.601,N,64.071,W
9/18/2010,18:21:43,26.605,N,64.075,W
9/18/2010,18:23:43,26.61,N,64.078,W
9/18/2010,18:25:43,26.614,N,64.082,W
9/18/2010,18:27:43,26.619,N,64.086,W
9/18/2010,18:29:43,26.623,N,64.089,W
9/18/2010,18:31:44,26.627,N,64.093,W
9/18/2010,18:33:44,26.632,N,64.097,W
9/18/2010,18:35:44,26.636,N,64.101,W
9/18/2010,18:37:44,26.641,N,64.104,W
9/18/2010,18:39:44,26.645,N,64.108,W
9/18/2010,18:41:44,26.65,N,64.112,W
9/18/2010,18:43:44,26.654,N,64.116,W
9/18/2010,18:45:44,26.659,N,64.119,W
9/18/2010,18:47:43,26.663,N,64.123,W
9/18/2010,18:49:43,26.668,N,64.127,W
9/18/2010,18:51:43,26.672,N,64.131,W
9/18/2010,18:53:43,26.677,N,64.135,W
9/18/2010,18:55:43,26.681,N,64.138,W
9/18/2010,18:57:43,26.686,N,64.142,W
9/18/2010,18:59:43,26.69,N,64.146,W
9/18/2010,19:01:44,26.695,N,64.15,W
9/18/2010,19:03:44,26.699,N,64.154,W
9/18/2010,19:05:44,26.704,N,64.157,W
9/18/2010,19:07:44,26.709,N,64.161,W
9/18/2010,19:09:44,26.713,N,64.165,W
9/18/2010,19:11:44,26.718,N,64.169,W
9/18/2010,19:13:44,26.722,N,64.173,W
9/18/2010,19:15:44,26.727,N,64.177,W
9/18/2010,19:17:43,26.731,N,64.181,W
9/18/2010,19:19:43,26.736,N,64.184,W
9/18/2010,19:21:43,26.741,N,64.188,W
9/18/2010,19:23:43,26.745,N,64.192,W
9/18/2010,19:25:43,26.75,N,64.196,W
9/18/2010,19:27:43,26.754,N,64.2,W
9/18/2010,19:29:43,26.759,N,64.204,W
9/18/2010,19:31:44,26.764,N,64.208,W
9/18/2010,19:33:44,26.768,N,64.212,W
9/18/2010,19:35:44,26.773,N,64.216,W
9/18/2010,19:37:44,26.778,N,64.22,W
9/18/2010,19:39:44,26.782,N,64.224,W
9/18/2010,19:41:44,26.787,N,64.228,W
9/18/2010,19:43:44,26.791,N,64.231,W
9/18/2010,19:45:44,26.796,N,64.235,W
9/18/2010,19:47:43,26.801,N,64.239,W
9/18/2010,19:49:43,26.805,N,64.243,W
9/18/2010,19:51:43,26.81,N,64.247,W
9/18/2010,19:53:43,26.815,N,64.251,W
9/18/2010,19:55:43,26.82,N,64.255,W
9/18/2010,19:57:43,26.824,N,64.259,W
9/18/2010,19:59:43,26.829,N,64.263,W
9/18/2010,20:01:44,26.834,N,64.267,W
9/18/2010,20:03:44,26.838,N,64.271,W
9/18/2010,20:05:44,26.843,N,64.276,W
9/18/2010,20:07:44,26.848,N,64.28,W
9/18/2010,20:09:44,26.853,N,64.284,W
9/18/2010,20:11:44,26.857,N,64.288,W
9/18/2010,20:13:44,26.862,N,64.292,W
9/18/2010,20:15:44,26.867,N,64.296,W
9/18/2010,20:17:43,26.872,N,64.3,W
9/18/2010,20:19:43,26.877,N,64.304,W
9/18/2010,20:21:43,26.881,N,64.308,W
9/18/2010,20:23:43,26.886,N,64.312,W
9/18/2010,20:25:43,26.891,N,64.316,W
9/18/2010,20:27:43,26.896,N,64.32,W
9/18/2010,20:29:43,26.901,N,64.324,W
9/18/2010,20:31:44,26.905,N,64.329,W
9/18/2010,20:33:44,26.91,N,64.333,W
9/18/2010,20:35:44,26.915,N,64.337,W
9/18/2010,20:37:44,26.92,N,64.341,W
9/18/2010,20:39:44,26.925,N,64.345,W
9/18/2010,20:41:44,26.93,N,64.349,W
9/18/2010,20:43:44,26.934,N,64.353,W
9/18/2010,20:45:44,26.939,N,64.357,W
9/18/2010,20:47:43,26.944,N,64.362,W
9/18/2010,20:49:43,26.949,N,64.366,W
9/18/2010,20:51:43,26.954,N,64.37,W
9/18/2010,20:53:43,26.959,N,64.374,W
9/18/2010,20:55:43,26.964,N,64.378,W
9/18/2010,20:57:43,26.969,N,64.382,W
9/18/2010,20:59:43,26.973,N,64.386,W
9/18/2010,21:01:44,26.978,N,64.391,W
9/18/2010,21:03:44,26.983,N,64.395,W
9/18/2010,21:05:44,26.988,N,64.399,W
9/18/2010,21:07:44,26.993,N,64.403,W
9/18/2010,21:09:44,26.998,N,64.407,W
9/18/2010,21:11:44,27.003,N,64.411,W
9/18/2010,21:13:44,27.008,N,64.415,W
9/18/2010,21:15:44,27.013,N,64.42,W
9/18/2010,21:17:43,27.018,N,64.424,W
9/18/2010,21:19:43,27.023,N,64.428,W
9/18/2010,21:21:43,27.028,N,64.432,W
9/18/2010,21:23:43,27.032,N,64.436,W
9/18/2010,21:25:43,27.037,N,64.44,W
9/18/2010,21:27:43,27.042,N,64.444,W
9/18/2010,21:29:43,27.047,N,64.449,W
9/18/2010,21:31:44,27.052,N,64.453,W
9/18/2010,21:33:44,27.057,N,64.457,W
9/18/2010,21:35:44,27.062,N,64.461,W
9/18/2010,21:37:44,27.067,N,64.465,W
9/18/2010,21:39:44,27.072,N,64.469,W
9/18/2010,21:41:44,27.077,N,64.473,W
9/18/2010,21:43:44,27.082,N,64.477,W
9/18/2010,21:45:44,27.087,N,64.481,W
9/18/2010,21:47:43,27.092,N,64.485,W
9/18/2010,21:49:43,27.097,N,64.49,W
9/18/2010,21:51:43,27.102,N,64.494,W
9/18/2010,21:53:43,27.107,N,64.498,W
9/18/2010,21:55:43,27.112,N,64.502,W
9/18/2010,21:57:43,27.117,N,64.506,W
9/18/2010,21:59:43,27.122,N,64.51,W
9/18/2010,22:01:44,27.127,N,64.514,W
9/18/2010,22:03:44,27.132,N,64.518,W
9/18/2010,22:05:44,27.137,N,64.522,W
9/18/2010,22:07:44,27.142,N,64.526,W
9/18/2010,22:09:44,27.147,N,64.53,W
9/18/2010,22:11:44,27.152,N,64.534,W
9/18/2010,22:13:44,27.157,N,64.538,W
9/18/2010,22:15:44,27.162,N,64.542,W
9/18/2010,22:17:43,27.167,N,64.546,W
9/18/2010,22:19:43,27.172,N,64.55,W
9/18/2010,22:21:43,27.177,N,64.554,W
9/18/2010,22:23:43,27.182,N,64.558,W
9/18/2010,22:25:43,27.187,N,64.562,W
9/18/2010,22:27:43,27.192,N,64.566,W
9/18/2010,22:29:43,27.197,N,64.57,W
9/18/2010,22:31:44,27.202,N,64.574,W
9/18/2010,22:33:44,27.207,N,64.578,W
9/18/2010,22:35:44,27.212,N,64.581,W
9/18/2010,22:37:44,27.217,N,64.585,W
9/18/2010,22:39:44,27.222,N,64.589,W
9/18/2010,22:41:44,27.227,N,64.593,W
9/18/2010,22:43:44,27.232,N,64.597,W
9/18/2010,22:45:44,27.237,N,64.601,W
9/18/2010,22:47:43,27.242,N,64.605,W
9/18/2010,22:49:43,27.247,N,64.608,W
9/18/2010,22:51:43,27.252,N,64.612,W
9/18/2010,22:53:43,27.257,N,64.616,W
9/18/2010,22:55:43,27.262,N,64.62,W
9/18/2010,22:57:43,27.267,N,64.623,W
9/18/2010,22:59:43,27.272,N,64.627,W
9/18/2010,23:01:44,27.277,N,64.631,W
9/18/2010,23:03:44,27.283,N,64.635,W
9/18/2010,23:05:44,27.288,N,64.638,W
9/18/2010,23:07:44,27.293,N,64.642,W
9/18/2010,23:09:44,27.298,N,64.646,W
9/18/2010,23:11:44,27.303,N,64.649,W
9/18/2010,23:13:44,27.308,N,64.653,W
9/18/2010,23:15:44,27.313,N,64.657,W
9/18/2010,23:17:43,27.318,N,64.66,W
9/18/2010,23:19:43,27.323,N,64.664,W
9/18/2010,23:21:43,27.328,N,64.668,W
9/18/2010,23:23:43,27.333,N,64.671,W
9/18/2010,23:25:43,27.338,N,64.675,W
9/18/2010,23:27:43,27.343,N,64.678,W
9/18/2010,23:29:43,27.348,N,64.682,W
9/18/2010,23:31:44,27.353,N,64.685,W
9/18/2010,23:33:44,27.358,N,64.689,W
9/18/2010,23:35:44,27.363,N,64.692,W
9/18/2010,23:37:44,27.368,N,64.696,W
9/18/2010,23:39:44,27.373,N,64.699,W
9/18/2010,23:41:44,27.378,N,64.702,W
9/18/2010,23:43:44,27.383,N,64.706,W
9/18/2010,23:45:44,27.388,N,64.709,W
9/18/2010,23:47:43,27.393,N,64.713,W
9/18/2010,23:49:43,27.398,N,64.716,W
9/18/2010,23:51:43,27.403,N,64.719,W
9/18/2010,23:53:43,27.408,N,64.722,W
9/18/2010,23:55:43,27.413,N,64.726,W
9/18/2010,23:57:43,27.418,N,64.729,W
9/18/2010,23:59:43,27.423,N,64.732,W
9/19/2010,0:01:44,27.428,N,64.735,W
9/19/2010,0:03:44,27.433,N,64.739,W
9/19/2010,0:05:44,27.438,N,64.742,W
9/19/2010,0:07:44,27.443,N,64.745,W
9/19/2010,0:09:44,27.448,N,64.748,W
9/19/2010,0:11:44,27.453,N,64.751,W
9/19/2010,0:13:44,27.458,N,64.754,W
9/19/2010,0:15:44,27.463,N,64.757,W
9/19/2010,0:17:43,27.468,N,64.76,W
9/19/2010,0:19:43,27.473,N,64.763,W
9/19/2010,0:21:43,27.477,N,64.766,W
9/19/2010,0:23:43,27.482,N,64.769,W
9/19/2010,0:25:43,27.487,N,64.772,W
9/19/2010,0:27:43,27.492,N,64.775,W
9/19/2010,0:29:43,27.497,N,64.778,W
9/19/2010,0:31:44,27.502,N,64.781,W
9/19/2010,0:33:44,27.507,N,64.784,W
9/19/2010,0:35:44,27.512,N,64.787,W
9/19/2010,0:37:44,27.517,N,64.789,W
9/19/2010,0:39:44,27.522,N,64.792,W
9/19/2010,0:41:44,27.527,N,64.795,W
9/19/2010,0:43:44,27.532,N,64.798,W
9/19/2010,0:45:44,27.537,N,64.8,W
9/19/2010,0:47:43,27.542,N,64.803,W
9/19/2010,0:49:43,27.546,N,64.806,W
9/19/2010,0:51:43,27.551,N,64.808,W
9/19/2010,0:53:43,27.556,N,64.811,W
9/19/2010,0:55:43,27.561,N,64.813,W
9/19/2010,0:57:43,27.566,N,64.816,W
9/19/2010,0:59:43,27.571,N,64.819,W
9/19/2010,1:01:44,27.576,N,64.821,W
9/19/2010,1:03:44,27.581,N,64.823,W
9/19/2010,1:05:44,27.586,N,64.826,W
9/19/2010,1:07:44,27.59,N,64.828,W
9/19/2010,1:09:44,27.595,N,64.831,W
9/19/2010,1:11:44,27.6,N,64.833,W
9/19/2010,1:13:44,27.605,N,64.836,W
9/19/2010,1:15:44,27.61,N,64.838,W
9/19/2010,1:17:43,27.615,N,64.84,W
9/19/2010,1:19:43,27.62,N,64.843,W
9/19/2010,1:21:43,27.624,N,64.845,W
9/19/2010,1:23:43,27.629,N,64.847,W
9/19/2010,1:25:43,27.634,N,64.849,W
9/19/2010,1:27:43,27.639,N,64.852,W
9/19/2010,1:29:43,27.644,N,64.854,W
9/19/2010,1:31:44,27.649,N,64.856,W
9/19/2010,1:33:44,27.653,N,64.858,W
9/19/2010,1:35:44,27.658,N,64.86,W
9/19/2010,1:37:44,27.663,N,64.862,W
9/19/2010,1:39:44,27.668,N,64.865,W
9/19/2010,1:41:44,27.673,N,64.867,W
9/19/2010,1:43:44,27.677,N,64.869,W
9/19/2010,1:45:44,27.682,N,64.871,W
9/19/2010,1:47:43,27.687,N,64.873,W
9/19/2010,1:49:43,27.692,N,64.875,W
9/19/2010,1:51:43,27.697,N,64.877,W
9/19/2010,1:53:43,27.701,N,64.879,W
9/19/2010,1:55:43,27.706,N,64.881,W
9/19/2010,1:57:43,27.711,N,64.883,W
9/19/2010,1:59:43,27.716,N,64.885,W
9/19/2010,2:01:44,27.721,N,64.886,W
9/19/2010,2:03:44,27.725,N,64.888,W
9/19/2010,2:05:44,27.73,N,64.89,W
9/19/2010,2:07:44,27.735,N,64.892,W
9/19/2010,2:09:44,27.74,N,64.894,W
9/19/2010,2:11:44,27.745,N,64.896,W
9/19/2010,2:13:44,27.749,N,64.898,W
9/19/2010,2:15:44,27.754,N,64.899,W
9/19/2010,2:17:43,27.759,N,64.901,W
9/19/2010,2:19:43,27.764,N,64.903,W
9/19/2010,2:21:43,27.768,N,64.905,W
9/19/2010,2:23:43,27.773,N,64.906,W
9/19/2010,2:25:43,27.778,N,64.908,W
9/19/2010,2:27:43,27.783,N,64.91,W
9/19/2010,2:29:43,27.787,N,64.911,W
9/19/2010,2:31:44,27.792,N,64.913,W
9/19/2010,2:33:44,27.797,N,64.915,W
9/19/2010,2:35:44,27.802,N,64.916,W
9/19/2010,2:37:44,27.806,N,64.918,W
9/19/2010,2:39:44,27.811,N,64.92,W
9/19/2010,2:41:44,27.816,N,64.921,W
9/19/2010,2:43:44,27.821,N,64.923,W
9/19/2010,2:45:44,27.825,N,64.924,W
9/19/2010,2:47:43,27.83,N,64.926,W
9/19/2010,2:49:43,27.835,N,64.927,W
9/19/2010,2:51:43,27.839,N,64.929,W
9/19/2010,2:53:43,27.844,N,64.93,W
9/19/2010,2:55:43,27.849,N,64.932,W
9/19/2010,2:57:03,27.852,N,64.933,W
9/19/2010,2:59:03,27.857,N,64.935,W
9/19/2010,3:01:03,27.861,N,64.936,W
9/19/2010,3:03:03,27.866,N,64.938,W
9/19/2010,3:05:03,27.87,N,64.939,W
9/19/2010,3:07:03,27.875,N,64.94,W
9/19/2010,3:09:03,27.88,N,64.942,W
9/19/2010,3:11:04,27.884,N,64.943,W
9/19/2010,3:13:04,27.889,N,64.945,W
9/19/2010,3:15:04,27.893,N,64.946,W
9/19/2010,3:17:04,27.898,N,64.948,W
9/19/2010,3:19:04,27.903,N,64.949,W
9/19/2010,3:21:04,27.907,N,64.95,W
9/19/2010,3:23:04,27.912,N,64.952,W
9/19/2010,3:25:04,27.916,N,64.953,W
9/19/2010,3:27:03,27.921,N,64.955,W
9/19/2010,3:29:03,27.926,N,64.956,W
9/19/2010,3:31:03,27.93,N,64.957,W
9/19/2010,3:33:03,27.935,N,64.959,W
9/19/2010,3:35:03,27.939,N,64.96,W
9/19/2010,3:37:03,27.944,N,64.961,W
9/19/2010,3:39:03,27.949,N,64.962,W
9/19/2010,3:41:04,27.953,N,64.964,W
9/19/2010,3:43:04,27.958,N,64.965,W
9/19/2010,3:45:04,27.962,N,64.966,W
9/19/2010,3:47:04,27.967,N,64.968,W
9/19/2010,3:49:04,27.972,N,64.969,W
9/19/2010,3:51:04,27.976,N,64.97,W
9/19/2010,3:53:04,27.981,N,64.971,W
9/19/2010,3:55:04,27.986,N,64.973,W
9/19/2010,3:57:03,27.99,N,64.974,W
9/19/2010,3:59:03,27.995,N,64.975,W
9/19/2010,4:01:03,28,N,64.976,W
9/19/2010,4:03:03,28.004,N,64.977,W
9/19/2010,4:05:03,28.009,N,64.979,W
9/19/2010,4:07:03,28.014,N,64.98,W
9/19/2010,4:09:03,28.018,N,64.981,W
9/19/2010,4:11:04,28.023,N,64.982,W
9/19/2010,4:13:04,28.028,N,64.983,W
9/19/2010,4:15:04,28.032,N,64.984,W
9/19/2010,4:17:04,28.037,N,64.986,W
9/19/2010,4:19:04,28.042,N,64.987,W
9/19/2010,4:21:04,28.046,N,64.988,W
9/19/2010,4:23:04,28.051,N,64.989,W
9/19/2010,4:25:04,28.056,N,64.99,W
9/19/2010,4:27:03,28.06,N,64.991,W
9/19/2010,4:29:03,28.065,N,64.992,W
9/19/2010,4:31:03,28.07,N,64.993,W
9/19/2010,4:33:03,28.075,N,64.995,W
9/19/2010,4:35:03,28.079,N,64.996,W
9/19/2010,4:37:03,28.084,N,64.997,W
9/19/2010,4:39:03,28.089,N,64.998,W
9/19/2010,4:41:04,28.093,N,64.999,W
9/19/2010,4:43:04,28.098,N,65,W
9/19/2010,4:45:04,28.103,N,65.001,W
9/19/2010,4:47:04,28.108,N,65.002,W
9/19/2010,4:49:04,28.112,N,65.003,W
9/19/2010,4:51:04,28.117,N,65.004,W
9/19/2010,4:53:04,28.122,N,65.005,W
9/19/2010,4:55:04,28.127,N,65.006,W
9/19/2010,4:57:03,28.132,N,65.007,W
9/19/2010,4:59:03,28.136,N,65.008,W
9/19/2010,5:01:03,28.141,N,65.009,W
9/19/2010,5:03:03,28.146,N,65.01,W
9/19/2010,5:05:03,28.151,N,65.011,W
9/19/2010,5:07:03,28.155,N,65.012,W
9/19/2010,5:09:03,28.16,N,65.013,W
9/19/2010,5:11:04,28.165,N,65.014,W
9/19/2010,5:12:16,28.168,N,65.015,W
9/19/2010,5:14:15,28.173,N,65.016,W
9/19/2010,5:16:15,28.178,N,65.018,W
9/19/2010,5:18:15,28.183,N,65.019,W
9/19/2010,5:20:15,28.188,N,65.021,W
9/19/2010,5:22:15,28.193,N,65.022,W
9/19/2010,5:24:15,28.197,N,65.024,W
9/19/2010,5:26:15,28.202,N,65.025,W
9/19/2010,5:28:15,28.207,N,65.027,W
9/19/2010,5:30:16,28.212,N,65.028,W
9/19/2010,5:32:16,28.217,N,65.03,W
9/19/2010,5:34:16,28.222,N,65.031,W
9/19/2010,5:36:16,28.227,N,65.033,W
9/19/2010,5:38:16,28.232,N,65.034,W
9/19/2010,5:40:16,28.237,N,65.036,W
9/19/2010,5:42:16,28.242,N,65.037,W
9/19/2010,5:44:15,28.247,N,65.039,W
9/19/2010,5:46:15,28.252,N,65.04,W
9/19/2010,5:48:15,28.258,N,65.042,W
9/19/2010,5:50:15,28.263,N,65.044,W
9/19/2010,5:52:15,28.268,N,65.045,W
9/19/2010,5:54:15,28.273,N,65.047,W
9/19/2010,5:56:15,28.278,N,65.048,W
9/19/2010,5:58:15,28.283,N,65.05,W
9/19/2010,6:00:16,28.288,N,65.052,W
9/19/2010,6:02:16,28.293,N,65.053,W
9/19/2010,6:04:16,28.298,N,65.055,W
9/19/2010,6:06:16,28.304,N,65.057,W
9/19/2010,6:08:16,28.309,N,65.059,W
9/19/2010,6:10:16,28.314,N,65.06,W
9/19/2010,6:12:16,28.319,N,65.062,W
9/19/2010,6:14:15,28.324,N,65.064,W
9/19/2010,6:16:15,28.33,N,65.065,W
9/19/2010,6:18:15,28.335,N,65.067,W
9/19/2010,6:20:15,28.34,N,65.069,W
9/19/2010,6:22:15,28.346,N,65.071,W
9/19/2010,6:24:15,28.351,N,65.073,W
9/19/2010,6:26:15,28.356,N,65.074,W
9/19/2010,6:28:15,28.361,N,65.076,W
9/19/2010,6:30:16,28.367,N,65.078,W
9/19/2010,6:32:16,28.372,N,65.08,W
9/19/2010,6:34:16,28.378,N,65.082,W
9/19/2010,6:36:16,28.383,N,65.084,W
9/19/2010,6:38:16,28.388,N,65.086,W
9/19/2010,6:40:16,28.394,N,65.088,W
9/19/2010,6:42:16,28.399,N,65.09,W
9/19/2010,6:44:15,28.405,N,65.092,W
9/19/2010,6:46:15,28.41,N,65.094,W
9/19/2010,6:48:15,28.416,N,65.095,W
9/19/2010,6:50:15,28.421,N,65.098,W
9/19/2010,6:52:15,28.427,N,65.1,W
9/19/2010,6:54:15,28.432,N,65.102,W
9/19/2010,6:56:15,28.438,N,65.104,W
9/19/2010,6:58:15,28.443,N,65.106,W
9/19/2010,7:00:16,28.449,N,65.108,W
9/19/2010,7:02:16,28.454,N,65.11,W
9/19/2010,7:04:16,28.46,N,65.112,W
9/19/2010,7:06:16,28.466,N,65.114,W
9/19/2010,7:08:16,28.471,N,65.116,W
9/19/2010,7:10:16,28.477,N,65.118,W
9/19/2010,7:12:16,28.483,N,65.121,W
9/19/2010,7:14:15,28.488,N,65.123,W
9/19/2010,7:16:15,28.494,N,65.125,W
9/19/2010,7:18:15,28.5,N,65.127,W
9/19/2010,7:20:15,28.505,N,65.129,W
9/19/2010,7:22:15,28.511,N,65.132,W
9/19/2010,7:24:15,28.517,N,65.134,W
9/19/2010,7:26:15,28.523,N,65.136,W
9/19/2010,7:28:15,28.529,N,65.139,W
9/19/2010,7:30:16,28.534,N,65.141,W
9/19/2010,7:32:16,28.54,N,65.143,W
9/19/2010,7:34:16,28.546,N,65.146,W
9/19/2010,7:36:16,28.552,N,65.148,W
9/19/2010,7:38:16,28.558,N,65.15,W
9/19/2010,7:40:16,28.564,N,65.153,W
9/19/2010,7:42:16,28.57,N,65.155,W
9/19/2010,7:44:15,28.576,N,65.158,W
9/19/2010,7:46:15,28.582,N,65.16,W
9/19/2010,7:48:15,28.588,N,65.163,W
9/19/2010,7:50:15,28.594,N,65.165,W
9/19/2010,7:52:15,28.6,N,65.168,W
9/19/2010,7:54:15,28.606,N,65.17,W
9/19/2010,7:56:15,28.612,N,65.173,W
9/19/2010,7:58:15,28.618,N,65.175,W
9/19/2010,8:00:16,28.624,N,65.178,W
9/19/2010,8:02:16,28.63,N,65.181,W
9/19/2010,8:04:16,28.637,N,65.183,W
9/19/2010,8:06:16,28.643,N,65.186,W
9/19/2010,8:08:16,28.649,N,65.189,W
9/19/2010,8:10:16,28.655,N,65.191,W
9/19/2010,8:12:16,28.661,N,65.194,W
9/19/2010,8:14:15,28.668,N,65.197,W
9/19/2010,8:16:15,28.674,N,65.2,W
9/19/2010,8:18:15,28.68,N,65.203,W
9/19/2010,8:20:15,28.687,N,65.205,W
9/19/2010,8:22:15,28.693,N,65.208,W
9/19/2010,8:24:15,28.699,N,65.211,W
9/19/2010,8:26:15,28.706,N,65.214,W
9/19/2010,8:28:15,28.712,N,65.217,W
9/19/2010,8:30:16,28.719,N,65.22,W
9/19/2010,8:32:16,28.725,N,65.223,W
9/19/2010,8:34:16,28.732,N,65.226,W
9/19/2010,8:36:16,28.738,N,65.229,W
9/19/2010,8:38:16,28.745,N,65.232,W
9/19/2010,8:40:16,28.751,N,65.235,W
9/19/2010,8:42:16,28.758,N,65.238,W
9/19/2010,8:44:15,28.765,N,65.241,W
9/19/2010,8:46:15,28.771,N,65.244,W
9/19/2010,8:48:15,28.778,N,65.247,W
9/19/2010,8:50:15,28.784,N,65.25,W
9/19/2010,8:52:15,28.791,N,65.253,W
9/19/2010,8:54:15,28.798,N,65.256,W
9/19/2010,8:56:15,28.805,N,65.26,W
9/19/2010,8:58:15,28.811,N,65.263,W
9/19/2010,9:00:16,28.818,N,65.266,W
9/19/2010,9:02:16,28.825,N,65.269,W
9/19/2010,9:04:16,28.832,N,65.272,W
9/19/2010,9:06:16,28.839,N,65.276,W
9/19/2010,9:08:16,28.845,N,65.279,W
9/19/2010,9:10:16,28.852,N,65.282,W
9/19/2010,9:12:16,28.859,N,65.286,W
9/19/2010,9:14:15,28.866,N,65.289,W
9/19/2010,9:16:15,28.873,N,65.292,W
9/19/2010,9:18:15,28.88,N,65.296,W
9/19/2010,9:20:15,28.887,N,65.299,W
9/19/2010,9:22:15,28.894,N,65.302,W
9/19/2010,9:24:15,28.901,N,65.306,W
9/19/2010,9:26:15,28.908,N,65.309,W
9/19/2010,9:28:15,28.915,N,65.312,W
9/19/2010,9:30:16,28.922,N,65.316,W
9/19/2010,9:32:16,28.929,N,65.319,W
9/19/2010,9:34:16,28.936,N,65.323,W
9/19/2010,9:36:16,28.943,N,65.326,W
9/19/2010,9:38:16,28.95,N,65.33,W
9/19/2010,9:40:16,28.957,N,65.333,W
9/19/2010,9:42:16,28.964,N,65.337,W
9/19/2010,9:44:15,28.971,N,65.34,W
9/19/2010,9:46:15,28.979,N,65.344,W
9/19/2010,9:48:15,28.986,N,65.347,W
9/19/2010,9:50:15,28.993,N,65.351,W
9/19/2010,9:52:15,29,N,65.354,W
9/19/2010,9:54:15,29.007,N,65.358,W
9/19/2010,9:56:15,29.015,N,65.361,W
9/19/2010,9:58:15,29.022,N,65.365,W
9/19/2010,10:00:16,29.029,N,65.368,W
9/19/2010,10:02:16,29.036,N,65.372,W
9/19/2010,10:04:16,29.044,N,65.376,W
9/19/2010,10:06:16,29.051,N,65.379,W
9/19/2010,10:08:16,29.058,N,65.383,W
9/19/2010,10:10:16,29.066,N,65.386,W
9/19/2010,10:12:16,29.073,N,65.39,W
9/19/2010,10:14:15,29.08,N,65.394,W
9/19/2010,10:16:15,29.088,N,65.397,W
9/19/2010,10:18:15,29.095,N,65.401,W
9/19/2010,10:20:15,29.103,N,65.405,W
9/19/2010,10:22:15,29.11,N,65.408,W
9/19/2010,10:24:15,29.117,N,65.412,W
9/19/2010,10:26:15,29.125,N,65.416,W
9/19/2010,10:28:15,29.132,N,65.419,W
9/19/2010,10:30:16,29.14,N,65.423,W
9/19/2010,10:32:16,29.147,N,65.427,W
9/19/2010,10:34:16,29.155,N,65.43,W
9/19/2010,10:36:16,29.162,N,65.434,W
9/19/2010,10:38:16,29.17,N,65.438,W
9/19/2010,10:40:16,29.177,N,65.441,W
9/19/2010,10:42:16,29.185,N,65.445,W
9/19/2010,10:44:15,29.192,N,65.449,W
9/19/2010,10:46:15,29.2,N,65.452,W
9/19/2010,10:48:15,29.207,N,65.456,W
9/19/2010,10:50:15,29.215,N,65.46,W
9/19/2010,10:52:15,29.222,N,65.463,W
9/19/2010,10:54:15,29.23,N,65.467,W
9/19/2010,10:56:15,29.238,N,65.471,W
9/19/2010,10:58:15,29.245,N,65.474,W
9/19/2010,11:00:16,29.253,N,65.478,W
9/19/2010,11:02:16,29.26,N,65.482,W
9/19/2010,11:04:16,29.268,N,65.485,W
9/19/2010,11:06:16,29.276,N,65.489,W
9/19/2010,11:08:16,29.283,N,65.493,W
9/19/2010,11:10:16,29.291,N,65.497,W
9/19/2010,11:12:16,29.299,N,65.5,W
9/19/2010,11:14:15,29.306,N,65.504,W
9/19/2010,11:16:15,29.314,N,65.508,W
9/19/2010,11:18:15,29.322,N,65.511,W
9/19/2010,11:20:15,29.329,N,65.515,W
9/19/2010,11:22:15,29.337,N,65.519,W
9/19/2010,11:24:15,29.345,N,65.522,W
9/19/2010,11:26:15,29.352,N,65.526,W
9/19/2010,11:28:15,29.36,N,65.53,W
9/19/2010,11:30:16,29.368,N,65.533,W
9/19/2010,11:32:16,29.375,N,65.537,W
9/19/2010,11:34:16,29.383,N,65.54,W
9/19/2010,11:36:16,29.391,N,65.544,W
9/19/2010,11:38:16,29.399,N,65.548,W
9/19/2010,11:40:16,29.406,N,65.551,W
9/19/2010,11:42:16,29.414,N,65.555,W
9/19/2010,11:44:15,29.422,N,65.559,W
9/19/2010,11:46:15,29.43,N,65.562,W
9/19/2010,11:48:15,29.437,N,65.566,W
9/19/2010,11:50:15,29.445,N,65.569,W
9/19/2010,11:52:15,29.453,N,65.573,W
9/19/2010,11:54:15,29.461,N,65.577,W
9/19/2010,11:56:15,29.468,N,65.58,W
9/19/2010,11:58:15,29.476,N,65.584,W
9/19/2010,12:00:16,29.484,N,65.587,W
9/19/2010,12:02:16,29.492,N,65.591,W
9/19/2010,12:04:16,29.5,N,65.594,W
9/19/2010,12:06:16,29.507,N,65.598,W
9/19/2010,12:08:16,29.515,N,65.601,W
9/19/2010,12:10:16,29.523,N,65.605,W
9/19/2010,12:12:16,29.531,N,65.608,W
9/19/2010,12:14:15,29.539,N,65.612,W
9/19/2010,12:16:15,29.546,N,65.615,W
9/19/2010,12:18:15,29.554,N,65.619,W
9/19/2010,12:20:15,29.562,N,65.622,W
9/19/2010,12:22:15,29.57,N,65.626,W
9/19/2010,12:24:15,29.578,N,65.629,W
9/19/2010,12:26:15,29.586,N,65.632,W
9/19/2010,12:28:15,29.593,N,65.636,W
9/19/2010,12:30:16,29.601,N,65.639,W
9/19/2010,12:32:16,29.609,N,65.643,W
9/19/2010,12:34:16,29.617,N,65.646,W
9/19/2010,12:36:16,29.625,N,65.649,W
