Track,for,Earl,2010,,
8/28/2010,15:10:00,16.226,N,52.081,W
8/28/2010,15:11:59,16.227,N,52.092,W
8/28/2010,15:14:00,16.227,N,52.103,W
8/28/2010,15:15:59,16.228,N,52.114,W
8/28/2010,15:18:00,16.228,N,52.125,W
8/28/2010,15:19:59,16.229,N,52.136,W
8/28/2010,15:22:00,16.229,N,52.147,W
8/28/2010,15:23:59,16.23,N,52.159,W
8/28/2010,15:26:00,16.23,N,52.17,W
8/28/2010,15:27:59,16.231,N,52.181,W
8/28/2010,15:30:00,16.231,N,52.192,W
8/28/2010,15:32:00,16.232,N,52.203,W
8/28/2010,15:33:59,16.233,N,52.214,W
8/28/2010,15:36:00,16.233,N,52.225,W
8/28/2010,15:37:59,16.234,N,52.236,W
8/28/2010,15:40:00,16.234,N,52.247,W
8/28/2010,15:41:59,16.235,N,52.258,W
8/28/2010,15:44:00,16.236,N,52.269,W
8/28/2010,15:45:59,16.236,N,52.28,W
8/28/2010,15:48:00,16.237,N,52.292,W
8/28/2010,15:49:59,16.238,N,52.303,W
8/28/2010,15:52:00,16.238,N,52.314,W
8/28/2010,15:53:59,16.239,N,52.325,W
8/28/2010,15:56:00,16.239,N,52.336,W
8/28/2010,15:57:59,16.24,N,52.347,W
8/28/2010,16:00:00,16.241,N,52.358,W
8/28/2010,16:01:59,16.242,N,52.369,W
8/28/2010,16:04:00,16.242,N,52.38,W
8/28/2010,16:06:00,16.243,N,52.391,W
8/28/2010,16:07:59,16.244,N,52.401,W
8/28/2010,16:09:59,16.244,N,52.412,W
8/28/2010,16:12:00,16.245,N,52.423,W
8/28/2010,16:14:00,16.246,N,52.434,W
8/28/2010,16:15:59,16.247,N,52.445,W
8/28/2010,16:17:59,16.247,N,52.456,W
8/28/2010,16:20:00,16.248,N,52.467,W
8/28/2010,16:22:00,16.249,N,52.478,W
8/28/2010,16:23:59,16.25,N,52.489,W
8/28/2010,16:25:59,16.251,N,52.5,W
8/28/2010,16:28:00,16.251,N,52.511,W
8/28/2010,16:30:00,16.252,N,52.521,W
8/28/2010,16:31:59,16.253,N,52.532,W
8/28/2010,16:34:00,16.254,N,52.543,W
8/28/2010,16:36:00,16.255,N,52.554,W
8/28/2010,16:37:59,16.256,N,52.565,W
8/28/2010,16:39:59,16.256,N,52.576,W
8/28/2010,16:42:00,16.257,N,52.586,W
8/28/2010,16:44:00,16.258,N,52.597,W
8/28/2010,16:45:59,16.259,N,52.608,W
8/28/2010,16:47:59,16.26,N,52.619,W
8/28/2010,16:50:00,16.261,N,52.63,W
8/28/2010,16:52:00,16.262,N,52.64,W
8/28/2010,16:53:59,16.263,N,52.651,W
8/28/2010,16:55:59,16.264,N,52.662,W
8/28/2010,16:58:00,16.265,N,52.673,W
8/28/2010,17:00:00,16.266,N,52.683,W
8/28/2010,17:01:59,16.267,N,52.694,W
8/28/2010,17:04:00,16.268,N,52.705,W
8/28/2010,17:06:00,16.269,N,52.715,W
8/28/2010,17:07:59,16.27,N,52.726,W
8/28/2010,17:09:59,16.271,N,52.737,W
8/28/2010,17:12:00,16.272,N,52.747,W
8/28/2010,17:14:00,16.273,N,52.758,W
8/28/2010,17:15:59,16.274,N,52.769,W
8/28/2010,17:17:59,16.275,N,52.779,W
8/28/2010,17:20:00,16.276,N,52.79,W
8/28/2010,17:22:00,16.277,N,52.801,W
8/28/2010,17:23:59,16.278,N,52.811,W
8/28/2010,17:25:59,16.279,N,52.822,W
8/28/2010,17:28:00,16.28,N,52.832,W
8/28/2010,17:30:00,16.282,N,52.843,W
8/28/2010,17:31:59,16.283,N,52.853,W
8/28/2010,17:34:00,16.284,N,52.864,W
8/28/2010,17:36:00,16.285,N,52.874,W
8/28/2010,17:37:59,16.286,N,52.885,W
8/28/2010,17:39:59,16.287,N,52.895,W
8/28/2010,17:42:00,16.289,N,52.906,W
8/28/2010,17:44:00,16.29,N,52.916,W
8/28/2010,17:45:59,16.291,N,52.927,W
8/28/2010,17:47:59,16.292,N,52.937,W
8/28/2010,17:50:00,16.294,N,52.948,W
8/28/2010,17:52:00,16.295,N,52.958,W
8/28/2010,17:53:59,16.296,N,52.969,W
8/28/2010,17:55:59,16.297,N,52.979,W
8/28/2010,17:58:00,16.299,N,52.99,W
8/28/2010,18:00:00,16.3,N,53,W
8/28/2010,18:01:59,16.301,N,53.01,W
8/28/2010,18:04:00,16.303,N,53.021,W
8/28/2010,18:06:00,16.304,N,53.031,W
8/28/2010,18:07:59,16.305,N,53.042,W
8/28/2010,18:09:59,16.307,N,53.052,W
8/28/2010,18:12:00,16.308,N,53.062,W
8/28/2010,18:14:00,16.309,N,53.073,W
8/28/2010,18:15:59,16.311,N,53.083,W
8/28/2010,18:17:59,16.312,N,53.093,W
8/28/2010,18:20:00,16.314,N,53.104,W
8/28/2010,18:22:00,16.315,N,53.114,W
8/28/2010,18:23:59,16.316,N,53.124,W
8/28/2010,18:25:59,16.318,N,53.134,W
8/28/2010,18:28:00,16.319,N,53.145,W
8/28/2010,18:30:00,16.321,N,53.155,W
8/28/2010,18:31:59,16.322,N,53.165,W
8/28/2010,18:34:00,16.324,N,53.175,W
8/28/2010,18:36:00,16.325,N,53.186,W
8/28/2010,18:37:59,16.327,N,53.196,W
8/28/2010,18:39:59,16.328,N,53.206,W
8/28/2010,18:42:00,16.33,N,53.216,W
8/28/2010,18:44:00,16.331,N,53.227,W
8/28/2010,18:45:59,16.333,N,53.237,W
8/28/2010,18:47:59,16.334,N,53.247,W
8/28/2010,18:50:00,16.336,N,53.257,W
8/28/2010,18:52:00,16.337,N,53.267,W
8/28/2010,18:53:59,16.339,N,53.277,W
8/28/2010,18:55:59,16.341,N,53.288,W
8/28/2010,18:58:00,16.342,N,53.298,W
8/28/2010,19:00:00,16.344,N,53.308,W
8/28/2010,19:01:59,16.345,N,53.318,W
8/28/2010,19:04:00,16.347,N,53.328,W
8/28/2010,19:06:00,16.349,N,53.338,W
8/28/2010,19:07:59,16.35,N,53.348,W
8/28/2010,19:09:59,16.352,N,53.358,W
8/28/2010,19:12:00,16.353,N,53.369,W
8/28/2010,19:14:00,16.355,N,53.379,W
8/28/2010,19:15:59,16.357,N,53.389,W
8/28/2010,19:17:59,16.358,N,53.399,W
8/28/2010,19:20:00,16.36,N,53.409,W
8/28/2010,19:22:00,16.362,N,53.419,W
8/28/2010,19:23:59,16.363,N,53.429,W
8/28/2010,19:25:59,16.365,N,53.439,W
8/28/2010,19:28:00,16.367,N,53.449,W
8/28/2010,19:30:00,16.369,N,53.459,W
8/28/2010,19:31:59,16.37,N,53.469,W
8/28/2010,19:34:00,16.372,N,53.479,W
8/28/2010,19:36:00,16.374,N,53.489,W
8/28/2010,19:37:59,16.375,N,53.499,W
8/28/2010,19:39:59,16.377,N,53.509,W
8/28/2010,19:42:00,16.379,N,53.519,W
8/28/2010,19:44:00,16.381,N,53.529,W
8/28/2010,19:45:59,16.382,N,53.539,W
8/28/2010,19:47:59,16.384,N,53.549,W
8/28/2010,19:50:00,16.386,N,53.559,W
8/28/2010,19:52:00,16.388,N,53.569,W
8/28/2010,19:53:59,16.39,N,53.579,W
8/28/2010,19:55:59,16.391,N,53.589,W
8/28/2010,19:58:00,16.393,N,53.599,W
8/28/2010,20:00:00,16.395,N,53.609,W
8/28/2010,20:01:59,16.397,N,53.619,W
8/28/2010,20:04:00,16.399,N,53.629,W
8/28/2010,20:06:00,16.4,N,53.638,W
8/28/2010,20:07:59,16.402,N,53.648,W
8/28/2010,20:09:59,16.404,N,53.658,W
8/28/2010,20:12:00,16.406,N,53.668,W
8/28/2010,20:14:00,16.408,N,53.678,W
8/28/2010,20:15:59,16.41,N,53.688,W
8/28/2010,20:17:59,16.412,N,53.698,W
8/28/2010,20:20:00,16.413,N,53.708,W
8/28/2010,20:22:00,16.415,N,53.718,W
8/28/2010,20:23:59,16.417,N,53.727,W
8/28/2010,20:25:59,16.419,N,53.737,W
8/28/2010,20:28:00,16.421,N,53.747,W
8/28/2010,20:30:00,16.423,N,53.757,W
8/28/2010,20:31:59,16.425,N,53.767,W
8/28/2010,20:34:00,16.427,N,53.777,W
8/28/2010,20:36:00,16.429,N,53.787,W
8/28/2010,20:37:59,16.43,N,53.796,W
8/28/2010,20:39:59,16.432,N,53.806,W
8/28/2010,20:42:00,16.434,N,53.816,W
8/28/2010,20:44:00,16.436,N,53.826,W
8/28/2010,20:45:59,16.438,N,53.836,W
8/28/2010,20:47:59,16.44,N,53.846,W
8/28/2010,20:50:00,16.442,N,53.855,W
8/28/2010,20:52:00,16.444,N,53.865,W
8/28/2010,20:53:59,16.446,N,53.875,W
8/28/2010,20:55:59,16.448,N,53.885,W
8/28/2010,20:58:00,16.45,N,53.895,W
8/28/2010,21:00:00,16.452,N,53.904,W
8/28/2010,21:01:59,16.454,N,53.914,W
8/28/2010,21:04:00,16.456,N,53.924,W
8/28/2010,21:06:00,16.458,N,53.934,W
8/28/2010,21:07:59,16.46,N,53.943,W
8/28/2010,21:09:59,16.462,N,53.953,W
8/28/2010,21:12:00,16.464,N,53.963,W
8/28/2010,21:14:00,16.466,N,53.973,W
8/28/2010,21:15:59,16.468,N,53.982,W
8/28/2010,21:17:59,16.47,N,53.992,W
8/28/2010,21:20:00,16.472,N,54.002,W
8/28/2010,21:22:00,16.474,N,54.012,W
8/28/2010,21:23:59,16.476,N,54.021,W
8/28/2010,21:25:59,16.478,N,54.031,W
8/28/2010,21:28:00,16.48,N,54.041,W
8/28/2010,21:30:00,16.482,N,54.051,W
8/28/2010,21:31:59,16.484,N,54.06,W
8/28/2010,21:32:18,16.484,N,54.062,W
8/28/2010,21:34:19,16.484,N,54.069,W
8/28/2010,21:36:19,16.484,N,54.076,W
8/28/2010,21:38:18,16.484,N,54.083,W
8/28/2010,21:40:18,16.484,N,54.09,W
8/28/2010,21:42:19,16.484,N,54.097,W
8/28/2010,21:44:19,16.484,N,54.104,W
8/28/2010,21:46:18,16.485,N,54.111,W
8/28/2010,21:48:18,16.485,N,54.118,W
8/28/2010,21:50:19,16.485,N,54.125,W
8/28/2010,21:52:18,16.484,N,54.131,W
8/28/2010,21:54:18,16.484,N,54.138,W
8/28/2010,21:56:19,16.484,N,54.145,W
8/28/2010,21:58:19,16.484,N,54.152,W
8/28/2010,22:00:18,16.484,N,54.159,W
8/28/2010,22:02:18,16.484,N,54.165,W
8/28/2010,22:04:19,16.484,N,54.172,W
8/28/2010,22:06:19,16.484,N,54.179,W
8/28/2010,22:08:18,16.484,N,54.186,W
8/28/2010,22:10:18,16.484,N,54.192,W
8/28/2010,22:12:19,16.484,N,54.199,W
8/28/2010,22:14:19,16.484,N,54.206,W
8/28/2010,22:16:18,16.484,N,54.212,W
8/28/2010,22:18:18,16.483,N,54.219,W
8/28/2010,22:20:19,16.483,N,54.226,W
8/28/2010,22:22:18,16.483,N,54.232,W
8/28/2010,22:24:18,16.483,N,54.239,W
8/28/2010,22:26:19,16.483,N,54.246,W
8/28/2010,22:28:19,16.483,N,54.252,W
8/28/2010,22:30:18,16.483,N,54.259,W
8/28/2010,22:32:18,16.483,N,54.266,W
8/28/2010,22:34:19,16.483,N,54.273,W
8/28/2010,22:36:19,16.482,N,54.279,W
8/28/2010,22:38:18,16.482,N,54.286,W
8/28/2010,22:40:18,16.482,N,54.293,W
8/28/2010,22:42:19,16.482,N,54.3,W
8/28/2010,22:44:19,16.482,N,54.306,W
8/28/2010,22:46:18,16.482,N,54.313,W
8/28/2010,22:48:18,16.482,N,54.32,W
8/28/2010,22:50:19,16.482,N,54.327,W
8/28/2010,22:51:14,16.482,N,54.33,W
8/28/2010,22:53:14,16.482,N,54.337,W
8/28/2010,22:55:13,16.482,N,54.344,W
8/28/2010,22:57:13,16.482,N,54.351,W
8/28/2010,22:59:14,16.482,N,54.358,W
8/28/2010,23:01:13,16.482,N,54.365,W
8/28/2010,23:03:13,16.482,N,54.372,W
8/28/2010,23:05:14,16.482,N,54.379,W
8/28/2010,23:07:14,16.482,N,54.386,W
8/28/2010,23:09:13,16.482,N,54.393,W
8/28/2010,23:11:13,16.483,N,54.4,W
8/28/2010,23:13:14,16.483,N,54.407,W
8/28/2010,23:15:14,16.483,N,54.414,W
8/28/2010,23:17:13,16.483,N,54.421,W
8/28/2010,23:19:13,16.483,N,54.428,W
8/28/2010,23:21:14,16.483,N,54.436,W
8/28/2010,23:23:14,16.483,N,54.443,W
8/28/2010,23:25:13,16.483,N,54.45,W
8/28/2010,23:27:13,16.483,N,54.457,W
8/28/2010,23:29:14,16.484,N,54.464,W
8/28/2010,23:31:13,16.484,N,54.472,W
8/28/2010,23:33:13,16.484,N,54.479,W
8/28/2010,23:35:14,16.484,N,54.486,W
8/28/2010,23:37:14,16.484,N,54.493,W
8/28/2010,23:39:13,16.484,N,54.501,W
8/28/2010,23:41:13,16.485,N,54.508,W
8/28/2010,23:43:14,16.485,N,54.515,W
8/28/2010,23:45:14,16.485,N,54.523,W
8/28/2010,23:47:13,16.485,N,54.53,W
8/28/2010,23:49:13,16.485,N,54.537,W
8/28/2010,23:51:14,16.486,N,54.545,W
8/28/2010,23:53:14,16.486,N,54.552,W
8/28/2010,23:55:13,16.486,N,54.56,W
8/28/2010,23:57:13,16.486,N,54.567,W
8/28/2010,23:59:14,16.487,N,54.575,W
8/29/2010,0:01:13,16.487,N,54.582,W
8/29/2010,0:03:13,16.487,N,54.59,W
8/29/2010,0:05:14,16.488,N,54.597,W
8/29/2010,0:07:14,16.488,N,54.605,W
8/29/2010,0:09:13,16.488,N,54.613,W
8/29/2010,0:11:13,16.489,N,54.62,W
8/29/2010,0:13:14,16.489,N,54.628,W
8/29/2010,0:15:14,16.489,N,54.636,W
8/29/2010,0:17:13,16.49,N,54.643,W
8/29/2010,0:19:13,16.49,N,54.651,W
8/29/2010,0:21:14,16.491,N,54.659,W
8/29/2010,0:23:14,16.491,N,54.666,W
8/29/2010,0:25:13,16.491,N,54.674,W
8/29/2010,0:27:13,16.492,N,54.682,W
8/29/2010,0:29:14,16.492,N,54.69,W
8/29/2010,0:31:13,16.493,N,54.698,W
8/29/2010,0:33:13,16.493,N,54.706,W
8/29/2010,0:35:14,16.494,N,54.714,W
8/29/2010,0:37:14,16.494,N,54.722,W
8/29/2010,0:39:13,16.495,N,54.73,W
8/29/2010,0:41:13,16.495,N,54.738,W
8/29/2010,0:43:14,16.496,N,54.746,W
8/29/2010,0:45:14,16.496,N,54.754,W
8/29/2010,0:47:13,16.497,N,54.762,W
8/29/2010,0:49:13,16.497,N,54.77,W
8/29/2010,0:51:14,16.498,N,54.778,W
8/29/2010,0:53:14,16.499,N,54.786,W
8/29/2010,0:55:13,16.499,N,54.795,W
8/29/2010,0:57:13,16.5,N,54.803,W
8/29/2010,0:59:14,16.5,N,54.811,W
8/29/2010,1:01:13,16.501,N,54.819,W
8/29/2010,1:03:13,16.502,N,54.828,W
8/29/2010,1:05:14,16.502,N,54.836,W
8/29/2010,1:07:14,16.503,N,54.844,W
8/29/2010,1:09:13,16.504,N,54.853,W
8/29/2010,1:11:13,16.505,N,54.861,W
8/29/2010,1:13:14,16.505,N,54.87,W
8/29/2010,1:15:14,16.506,N,54.878,W
8/29/2010,1:17:13,16.507,N,54.887,W
8/29/2010,1:19:13,16.508,N,54.896,W
8/29/2010,1:21:14,16.509,N,54.904,W
8/29/2010,1:23:14,16.509,N,54.913,W
8/29/2010,1:25:13,16.51,N,54.922,W
8/29/2010,1:27:13,16.511,N,54.93,W
8/29/2010,1:29:14,16.512,N,54.939,W
8/29/2010,1:31:13,16.513,N,54.948,W
8/29/2010,1:31:43,16.513,N,54.95,W
8/29/2010,1:33:43,16.514,N,54.958,W
8/29/2010,1:35:44,16.514,N,54.966,W
8/29/2010,1:37:44,16.515,N,54.973,W
8/29/2010,1:39:43,16.516,N,54.981,W
8/29/2010,1:41:43,16.517,N,54.989,W
8/29/2010,1:43:44,16.517,N,54.997,W
8/29/2010,1:45:44,16.518,N,55.005,W
8/29/2010,1:47:43,16.519,N,55.013,W
8/29/2010,1:49:43,16.52,N,55.021,W
8/29/2010,1:51:44,16.521,N,55.028,W
8/29/2010,1:53:43,16.521,N,55.036,W
8/29/2010,1:55:43,16.522,N,55.044,W
8/29/2010,1:57:44,16.523,N,55.052,W
8/29/2010,1:59:44,16.524,N,55.06,W
8/29/2010,2:01:43,16.525,N,55.068,W
8/29/2010,2:03:43,16.526,N,55.076,W
8/29/2010,2:05:44,16.527,N,55.084,W
8/29/2010,2:07:44,16.528,N,55.091,W
8/29/2010,2:09:43,16.529,N,55.099,W
8/29/2010,2:11:43,16.529,N,55.107,W
8/29/2010,2:13:44,16.53,N,55.115,W
8/29/2010,2:15:44,16.531,N,55.123,W
8/29/2010,2:17:43,16.532,N,55.131,W
8/29/2010,2:19:43,16.533,N,55.139,W
8/29/2010,2:21:44,16.534,N,55.147,W
8/29/2010,2:23:43,16.536,N,55.155,W
8/29/2010,2:25:43,16.537,N,55.163,W
8/29/2010,2:27:44,16.538,N,55.171,W
8/29/2010,2:29:44,16.539,N,55.179,W
8/29/2010,2:31:43,16.54,N,55.186,W
8/29/2010,2:33:43,16.541,N,55.194,W
8/29/2010,2:35:44,16.542,N,55.202,W
8/29/2010,2:37:44,16.543,N,55.21,W
8/29/2010,2:39:43,16.544,N,55.218,W
8/29/2010,2:41:43,16.546,N,55.226,W
8/29/2010,2:43:44,16.547,N,55.234,W
8/29/2010,2:45:44,16.548,N,55.242,W
8/29/2010,2:47:43,16.549,N,55.25,W
8/29/2010,2:49:43,16.551,N,55.258,W
8/29/2010,2:51:44,16.552,N,55.266,W
8/29/2010,2:53:43,16.553,N,55.274,W
8/29/2010,2:55:43,16.554,N,55.282,W
8/29/2010,2:57:44,16.556,N,55.29,W
8/29/2010,2:59:44,16.557,N,55.298,W
8/29/2010,3:01:43,16.558,N,55.306,W
8/29/2010,3:03:43,16.56,N,55.314,W
8/29/2010,3:05:44,16.561,N,55.322,W
8/29/2010,3:07:44,16.563,N,55.33,W
8/29/2010,3:09:43,16.564,N,55.338,W
8/29/2010,3:11:43,16.565,N,55.346,W
8/29/2010,3:13:44,16.567,N,55.355,W
8/29/2010,3:15:44,16.568,N,55.363,W
8/29/2010,3:17:43,16.57,N,55.371,W
8/29/2010,3:19:43,16.571,N,55.379,W
8/29/2010,3:21:44,16.573,N,55.387,W
8/29/2010,3:23:43,16.574,N,55.395,W
8/29/2010,3:25:43,16.576,N,55.403,W
8/29/2010,3:27:44,16.577,N,55.411,W
8/29/2010,3:29:44,16.579,N,55.419,W
8/29/2010,3:31:43,16.581,N,55.427,W
8/29/2010,3:33:43,16.582,N,55.435,W
8/29/2010,3:35:44,16.584,N,55.443,W
8/29/2010,3:37:44,16.585,N,55.452,W
8/29/2010,3:39:43,16.587,N,55.46,W
8/29/2010,3:41:43,16.589,N,55.468,W
8/29/2010,3:43:44,16.59,N,55.476,W
8/29/2010,3:45:44,16.592,N,55.484,W
8/29/2010,3:47:43,16.594,N,55.492,W
8/29/2010,3:49:43,16.595,N,55.5,W
8/29/2010,3:51:44,16.597,N,55.509,W
8/29/2010,3:53:43,16.599,N,55.517,W
8/29/2010,3:55:43,16.6,N,55.525,W
8/29/2010,3:57:44,16.602,N,55.533,W
8/29/2010,3:59:44,16.604,N,55.541,W
8/29/2010,4:01:43,16.606,N,55.549,W
8/29/2010,4:03:43,16.607,N,55.558,W
8/29/2010,4:05:44,16.609,N,55.566,W
8/29/2010,4:07:44,16.611,N,55.574,W
8/29/2010,4:09:43,16.613,N,55.582,W
8/29/2010,4:11:43,16.615,N,55.59,W
8/29/2010,4:13:44,16.616,N,55.598,W
8/29/2010,4:15:44,16.618,N,55.607,W
8/29/2010,4:17:43,16.62,N,55.615,W
8/29/2010,4:19:43,16.622,N,55.623,W
8/29/2010,4:21:44,16.624,N,55.631,W
8/29/2010,4:23:43,16.626,N,55.64,W
8/29/2010,4:25:43,16.628,N,55.648,W
8/29/2010,4:27:44,16.63,N,55.656,W
8/29/2010,4:29:44,16.631,N,55.664,W
8/29/2010,4:31:43,16.633,N,55.673,W
8/29/2010,4:33:43,16.635,N,55.681,W
8/29/2010,4:35:44,16.637,N,55.689,W
8/29/2010,4:37:44,16.639,N,55.697,W
8/29/2010,4:39:43,16.641,N,55.706,W
8/29/2010,4:41:43,16.643,N,55.714,W
8/29/2010,4:43:44,16.645,N,55.722,W
8/29/2010,4:45:44,16.647,N,55.73,W
8/29/2010,4:47:43,16.649,N,55.739,W
8/29/2010,4:49:43,16.651,N,55.747,W
8/29/2010,4:51:44,16.653,N,55.755,W
8/29/2010,4:53:43,16.655,N,55.763,W
8/29/2010,4:55:43,16.657,N,55.772,W
8/29/2010,4:57:44,16.659,N,55.78,W
8/29/2010,4:59:44,16.661,N,55.788,W
8/29/2010,5:01:43,16.663,N,55.797,W
8/29/2010,5:03:43,16.665,N,55.805,W
8/29/2010,5:05:44,16.667,N,55.813,W
8/29/2010,5:07:44,16.669,N,55.822,W
8/29/2010,5:09:43,16.671,N,55.83,W
8/29/2010,5:11:43,16.673,N,55.838,W
8/29/2010,5:13:44,16.675,N,55.847,W
8/29/2010,5:15:44,16.677,N,55.855,W
8/29/2010,5:17:43,16.679,N,55.863,W
8/29/2010,5:19:43,16.681,N,55.872,W
8/29/2010,5:21:44,16.683,N,55.88,W
8/29/2010,5:23:43,16.685,N,55.888,W
8/29/2010,5:25:43,16.687,N,55.897,W
8/29/2010,5:27:44,16.69,N,55.905,W
8/29/2010,5:29:44,16.692,N,55.913,W
8/29/2010,5:31:43,16.694,N,55.922,W
8/29/2010,5:33:43,16.696,N,55.93,W
8/29/2010,5:35:44,16.698,N,55.939,W
8/29/2010,5:37:44,16.7,N,55.947,W
8/29/2010,5:39:43,16.702,N,55.955,W
8/29/2010,5:41:43,16.704,N,55.964,W
8/29/2010,5:43:44,16.706,N,55.972,W
8/29/2010,5:45:44,16.708,N,55.981,W
8/29/2010,5:47:43,16.71,N,55.989,W
8/29/2010,5:49:43,16.713,N,55.997,W
8/29/2010,5:51:44,16.715,N,56.006,W
8/29/2010,5:53:43,16.717,N,56.014,W
8/29/2010,5:55:43,16.719,N,56.023,W
8/29/2010,5:57:44,16.721,N,56.031,W
8/29/2010,5:59:44,16.723,N,56.04,W
8/29/2010,6:01:43,16.725,N,56.048,W
8/29/2010,6:03:43,16.727,N,56.056,W
8/29/2010,6:05:44,16.729,N,56.065,W
8/29/2010,6:07:44,16.732,N,56.073,W
8/29/2010,6:09:43,16.734,N,56.082,W
8/29/2010,6:11:43,16.736,N,56.09,W
8/29/2010,6:13:44,16.738,N,56.099,W
8/29/2010,6:15:44,16.74,N,56.107,W
8/29/2010,6:17:43,16.742,N,56.116,W
8/29/2010,6:19:43,16.744,N,56.124,W
8/29/2010,6:21:44,16.746,N,56.133,W
