Track,for,Jose,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/18/2017,2:54:28,32.206,N,71.453,W
9/18/2017,2:56:29,32.211,N,71.451,W
9/18/2017,2:58:28,32.216,N,71.449,W
9/18/2017,3:00:29,32.221,N,71.446,W
9/18/2017,3:02:28,32.226,N,71.444,W
9/18/2017,3:04:29,32.232,N,71.442,W
9/18/2017,3:06:29,32.237,N,71.44,W
9/18/2017,3:08:28,32.242,N,71.438,W
9/18/2017,3:10:29,32.247,N,71.436,W
9/18/2017,3:12:28,32.252,N,71.434,W
9/18/2017,3:14:29,32.258,N,71.431,W
9/18/2017,3:16:28,32.263,N,71.429,W
9/18/2017,3:18:29,32.268,N,71.427,W
9/18/2017,3:20:28,32.273,N,71.424,W
9/18/2017,3:22:29,32.279,N,71.422,W
9/18/2017,3:24:28,32.284,N,71.419,W
9/18/2017,3:26:29,32.289,N,71.417,W
9/18/2017,3:28:28,32.295,N,71.414,W
9/18/2017,3:30:29,32.3,N,71.412,W
9/18/2017,3:32:28,32.306,N,71.409,W
9/18/2017,3:34:29,32.311,N,71.407,W
9/18/2017,3:36:29,32.316,N,71.404,W
9/18/2017,3:38:28,32.322,N,71.401,W
9/18/2017,3:40:29,32.327,N,71.398,W
9/18/2017,3:42:28,32.333,N,71.396,W
9/18/2017,3:44:29,32.338,N,71.393,W
9/18/2017,3:46:28,32.344,N,71.39,W
9/18/2017,3:48:29,32.35,N,71.387,W
9/18/2017,3:50:28,32.355,N,71.384,W
9/18/2017,3:52:29,32.361,N,71.381,W
9/18/2017,3:54:28,32.367,N,71.378,W
9/18/2017,3:56:29,32.372,N,71.375,W
9/18/2017,3:58:28,32.378,N,71.372,W
9/18/2017,4:00:29,32.384,N,71.368,W
9/18/2017,4:02:28,32.389,N,71.365,W
9/18/2017,4:04:29,32.395,N,71.362,W
9/18/2017,4:06:29,32.401,N,71.359,W
9/18/2017,4:08:28,32.407,N,71.355,W
9/18/2017,4:10:29,32.413,N,71.352,W
9/18/2017,4:12:28,32.419,N,71.348,W
9/18/2017,4:14:29,32.425,N,71.345,W
9/18/2017,4:16:28,32.43,N,71.341,W
9/18/2017,4:18:29,32.436,N,71.337,W
9/18/2017,4:20:28,32.442,N,71.334,W
9/18/2017,4:22:29,32.448,N,71.33,W
9/18/2017,4:24:28,32.454,N,71.326,W
9/18/2017,4:26:29,32.461,N,71.322,W
9/18/2017,4:28:28,32.467,N,71.318,W
9/18/2017,4:30:29,32.473,N,71.315,W
9/18/2017,4:32:28,32.479,N,71.311,W
9/18/2017,4:34:29,32.485,N,71.306,W
9/18/2017,4:36:29,32.491,N,71.302,W
9/18/2017,4:38:28,32.498,N,71.298,W
9/18/2017,4:40:29,32.504,N,71.294,W
9/18/2017,4:42:28,32.51,N,71.29,W
9/18/2017,4:44:29,32.516,N,71.286,W
9/18/2017,4:46:28,32.523,N,71.281,W
9/18/2017,4:48:29,32.529,N,71.277,W
9/18/2017,4:50:28,32.536,N,71.272,W
9/18/2017,4:52:29,32.542,N,71.268,W
9/18/2017,4:54:28,32.548,N,71.264,W
9/18/2017,4:56:29,32.555,N,71.259,W
9/18/2017,4:58:28,32.561,N,71.255,W
9/18/2017,5:00:29,32.568,N,71.25,W
9/18/2017,5:02:28,32.574,N,71.245,W
9/18/2017,5:04:29,32.581,N,71.241,W
9/18/2017,5:06:29,32.587,N,71.236,W
9/18/2017,5:08:28,32.594,N,71.232,W
9/18/2017,5:10:29,32.6,N,71.227,W
9/18/2017,5:12:28,32.607,N,71.222,W
9/18/2017,5:14:29,32.613,N,71.217,W
9/18/2017,5:16:28,32.62,N,71.213,W
9/18/2017,5:18:29,32.627,N,71.208,W
9/18/2017,5:20:28,32.633,N,71.203,W
9/18/2017,5:22:29,32.64,N,71.198,W
9/18/2017,5:24:28,32.646,N,71.194,W
9/18/2017,5:26:29,32.653,N,71.189,W
9/18/2017,5:28:28,32.66,N,71.184,W
9/18/2017,5:30:29,32.666,N,71.179,W
9/18/2017,5:32:28,32.673,N,71.174,W
9/18/2017,5:34:29,32.68,N,71.17,W
9/18/2017,5:36:29,32.686,N,71.165,W
9/18/2017,5:38:28,32.693,N,71.16,W
9/18/2017,5:40:29,32.7,N,71.155,W
9/18/2017,5:42:28,32.706,N,71.15,W
9/18/2017,5:44:29,32.713,N,71.145,W
9/18/2017,5:46:28,32.72,N,71.141,W
9/18/2017,5:48:29,32.726,N,71.136,W
9/18/2017,5:50:28,32.733,N,71.131,W
9/18/2017,5:52:29,32.74,N,71.126,W
9/18/2017,5:54:28,32.746,N,71.122,W
9/18/2017,5:56:29,32.753,N,71.117,W
9/18/2017,5:58:28,32.76,N,71.112,W
9/18/2017,6:00:29,32.766,N,71.107,W
9/18/2017,6:02:28,32.773,N,71.103,W
9/18/2017,6:04:29,32.78,N,71.098,W
9/18/2017,6:06:29,32.786,N,71.093,W
9/18/2017,6:08:28,32.793,N,71.089,W
9/18/2017,6:10:29,32.799,N,71.084,W
9/18/2017,6:12:28,32.806,N,71.08,W
9/18/2017,6:14:29,32.813,N,71.075,W
9/18/2017,6:16:28,32.819,N,71.071,W
9/18/2017,6:18:29,32.826,N,71.066,W
9/18/2017,6:20:28,32.832,N,71.062,W
9/18/2017,6:22:29,32.839,N,71.057,W
9/18/2017,6:24:28,32.845,N,71.053,W
9/18/2017,6:26:29,32.852,N,71.048,W
9/18/2017,6:28:28,32.859,N,71.044,W
9/18/2017,6:30:29,32.865,N,71.04,W
9/18/2017,6:32:28,32.872,N,71.036,W
9/18/2017,6:34:29,32.878,N,71.031,W
9/18/2017,6:36:29,32.884,N,71.027,W
9/18/2017,6:38:28,32.891,N,71.023,W
9/18/2017,6:40:29,32.897,N,71.019,W
9/18/2017,6:42:28,32.904,N,71.015,W
9/18/2017,6:44:29,32.91,N,71.011,W
9/18/2017,6:46:28,32.916,N,71.007,W
9/18/2017,6:48:29,32.923,N,71.004,W
9/18/2017,6:50:28,32.929,N,71,W
9/18/2017,6:52:29,32.935,N,70.996,W
9/18/2017,6:54:28,32.942,N,70.993,W
9/18/2017,6:56:29,32.948,N,70.989,W
9/18/2017,6:58:28,32.954,N,70.985,W
9/18/2017,7:00:29,32.96,N,70.982,W
9/18/2017,7:02:28,32.966,N,70.979,W
9/18/2017,7:04:29,32.973,N,70.975,W
9/18/2017,7:06:29,32.979,N,70.972,W
9/18/2017,7:08:28,32.985,N,70.969,W
9/18/2017,7:10:29,32.991,N,70.966,W
9/18/2017,7:12:28,32.997,N,70.963,W
9/18/2017,7:14:29,33.003,N,70.96,W
9/18/2017,7:16:28,33.009,N,70.957,W
9/18/2017,7:18:29,33.015,N,70.954,W
9/18/2017,7:20:28,33.02,N,70.951,W
9/18/2017,7:22:29,33.026,N,70.949,W
9/18/2017,7:24:28,33.032,N,70.946,W
9/18/2017,7:26:29,33.038,N,70.944,W
9/18/2017,7:28:28,33.044,N,70.941,W
9/18/2017,7:30:29,33.049,N,70.939,W
9/18/2017,7:32:28,33.055,N,70.937,W
9/18/2017,7:34:29,33.061,N,70.934,W
9/18/2017,7:36:29,33.066,N,70.932,W
9/18/2017,7:38:28,33.072,N,70.93,W
9/18/2017,7:40:29,33.077,N,70.929,W
9/18/2017,7:42:28,33.083,N,70.927,W
9/18/2017,7:44:29,33.088,N,70.925,W
9/18/2017,7:46:28,33.094,N,70.924,W
9/18/2017,7:48:29,33.099,N,70.922,W
9/18/2017,7:50:28,33.104,N,70.921,W
9/18/2017,7:52:29,33.11,N,70.92,W
9/18/2017,7:54:28,33.115,N,70.919,W
9/18/2017,7:56:29,33.12,N,70.918,W
9/18/2017,7:58:28,33.125,N,70.917,W
9/18/2017,8:00:29,33.13,N,70.916,W
9/18/2017,8:02:28,33.135,N,70.915,W
9/18/2017,8:04:29,33.14,N,70.914,W
9/18/2017,8:06:29,33.145,N,70.914,W
9/18/2017,8:08:28,33.15,N,70.914,W
9/18/2017,8:10:29,33.155,N,70.913,W
9/18/2017,8:12:28,33.16,N,70.913,W
9/18/2017,8:14:29,33.164,N,70.913,W
9/18/2017,8:16:28,33.169,N,70.913,W
9/18/2017,8:18:29,33.174,N,70.913,W
9/18/2017,8:20:28,33.178,N,70.913,W
9/18/2017,8:22:29,33.183,N,70.914,W
9/18/2017,8:24:28,33.188,N,70.914,W
9/18/2017,8:26:29,33.192,N,70.914,W
9/18/2017,8:28:28,33.197,N,70.915,W
9/18/2017,8:30:29,33.201,N,70.916,W
9/18/2017,8:32:28,33.205,N,70.916,W
9/18/2017,8:34:29,33.21,N,70.917,W
9/18/2017,8:36:29,33.214,N,70.918,W
9/18/2017,8:38:28,33.218,N,70.919,W
9/18/2017,8:40:29,33.223,N,70.92,W
9/18/2017,8:42:28,33.227,N,70.922,W
9/18/2017,8:44:29,33.231,N,70.923,W
9/18/2017,8:46:28,33.235,N,70.924,W
9/18/2017,8:48:29,33.239,N,70.926,W
9/18/2017,8:50:28,33.243,N,70.927,W
9/18/2017,8:52:29,33.247,N,70.929,W
9/18/2017,8:54:28,33.251,N,70.93,W
9/18/2017,8:56:29,33.255,N,70.932,W
9/18/2017,8:58:28,33.259,N,70.934,W
9/18/2017,9:00:29,33.263,N,70.936,W
9/18/2017,9:02:28,33.267,N,70.938,W
9/18/2017,9:04:29,33.271,N,70.94,W
9/18/2017,9:06:29,33.275,N,70.942,W
9/18/2017,9:08:28,33.278,N,70.944,W
9/18/2017,9:10:29,33.282,N,70.947,W
9/18/2017,9:12:28,33.286,N,70.949,W
9/18/2017,9:14:29,33.29,N,70.951,W
9/18/2017,9:16:28,33.293,N,70.954,W
9/18/2017,9:18:29,33.297,N,70.956,W
9/18/2017,9:20:28,33.301,N,70.959,W
9/18/2017,9:22:29,33.304,N,70.961,W
9/18/2017,9:24:28,33.308,N,70.964,W
9/18/2017,9:26:29,33.311,N,70.967,W
9/18/2017,9:28:28,33.315,N,70.97,W
9/18/2017,9:30:29,33.318,N,70.973,W
9/18/2017,9:32:28,33.322,N,70.976,W
9/18/2017,9:34:29,33.325,N,70.979,W
9/18/2017,9:36:29,33.329,N,70.982,W
9/18/2017,9:38:28,33.332,N,70.985,W
9/18/2017,9:40:29,33.335,N,70.988,W
9/18/2017,9:42:28,33.339,N,70.991,W
9/18/2017,9:44:29,33.342,N,70.995,W
9/18/2017,9:46:28,33.345,N,70.998,W
9/18/2017,9:48:29,33.348,N,71.001,W
9/18/2017,9:50:28,33.352,N,71.005,W
9/18/2017,9:52:29,33.355,N,71.008,W
9/18/2017,9:54:28,33.358,N,71.012,W
9/18/2017,9:56:29,33.361,N,71.016,W
9/18/2017,9:58:28,33.365,N,71.019,W
9/18/2017,10:00:29,33.368,N,71.023,W
9/18/2017,10:02:28,33.371,N,71.027,W
9/18/2017,10:04:29,33.374,N,71.03,W
9/18/2017,10:06:29,33.377,N,71.034,W
9/18/2017,10:08:28,33.38,N,71.038,W
9/18/2017,10:10:29,33.383,N,71.042,W
9/18/2017,10:12:28,33.386,N,71.046,W
9/18/2017,10:14:29,33.389,N,71.05,W
9/18/2017,10:16:28,33.392,N,71.054,W
9/18/2017,10:17:37,33.394,N,71.056,W
9/18/2017,10:19:38,33.397,N,71.06,W
9/18/2017,10:21:37,33.4,N,71.065,W
9/18/2017,10:23:38,33.403,N,71.069,W
9/18/2017,10:25:37,33.405,N,71.074,W
9/18/2017,10:27:38,33.408,N,71.078,W
9/18/2017,10:29:38,33.411,N,71.082,W
9/18/2017,10:31:37,33.414,N,71.087,W
9/18/2017,10:33:38,33.417,N,71.091,W
9/18/2017,10:35:37,33.42,N,71.096,W
9/18/2017,10:37:38,33.422,N,71.1,W
9/18/2017,10:39:37,33.425,N,71.104,W
9/18/2017,10:41:38,33.428,N,71.109,W
9/18/2017,10:43:37,33.431,N,71.113,W
9/18/2017,10:45:38,33.434,N,71.118,W
9/18/2017,10:47:37,33.437,N,71.122,W
9/18/2017,10:49:38,33.44,N,71.126,W
9/18/2017,10:51:37,33.442,N,71.131,W
9/18/2017,10:53:38,33.445,N,71.135,W
9/18/2017,10:55:37,33.448,N,71.139,W
9/18/2017,10:57:38,33.451,N,71.144,W
9/18/2017,10:59:38,33.454,N,71.148,W
9/18/2017,11:01:37,33.457,N,71.153,W
9/18/2017,11:03:38,33.459,N,71.157,W
9/18/2017,11:05:37,33.462,N,71.161,W
9/18/2017,11:07:38,33.465,N,71.166,W
9/18/2017,11:09:37,33.468,N,71.17,W
9/18/2017,11:11:38,33.471,N,71.175,W
9/18/2017,11:13:37,33.474,N,71.179,W
9/18/2017,11:15:38,33.477,N,71.183,W
9/18/2017,11:17:37,33.479,N,71.188,W
9/18/2017,11:19:38,33.482,N,71.192,W
9/18/2017,11:21:37,33.485,N,71.197,W
9/18/2017,11:22:18,33.486,N,71.198,W
9/18/2017,11:24:17,33.526,N,71.185,W
9/18/2017,11:24:40,33.533,N,71.183,W
9/18/2017,11:26:39,33.534,N,71.184,W
9/18/2017,11:28:40,33.535,N,71.185,W
9/18/2017,11:30:39,33.536,N,71.186,W
9/18/2017,11:32:40,33.536,N,71.187,W
9/18/2017,11:34:39,33.537,N,71.189,W
9/18/2017,11:36:40,33.538,N,71.19,W
9/18/2017,11:38:39,33.539,N,71.191,W
9/18/2017,11:40:40,33.54,N,71.192,W
9/18/2017,11:42:39,33.541,N,71.193,W
9/18/2017,11:44:40,33.542,N,71.194,W
9/18/2017,11:46:39,33.542,N,71.195,W
9/18/2017,11:48:40,33.543,N,71.196,W
9/18/2017,11:50:40,33.544,N,71.197,W
9/18/2017,11:52:39,33.545,N,71.199,W
9/18/2017,11:54:40,33.546,N,71.2,W
9/18/2017,11:56:39,33.547,N,71.201,W
9/18/2017,11:58:40,33.548,N,71.202,W
9/18/2017,12:00:39,33.548,N,71.203,W
9/18/2017,12:02:40,33.549,N,71.204,W
9/18/2017,12:04:39,33.55,N,71.205,W
9/18/2017,12:06:40,33.551,N,71.206,W
9/18/2017,12:08:39,33.552,N,71.207,W
9/18/2017,12:10:40,33.553,N,71.209,W
9/18/2017,12:12:39,33.554,N,71.21,W
9/18/2017,12:14:40,33.554,N,71.211,W
9/18/2017,12:16:39,33.555,N,71.212,W
9/18/2017,12:18:40,33.556,N,71.213,W
9/18/2017,12:20:34,33.557,N,71.214,W
9/18/2017,12:22:34,33.558,N,71.215,W
9/18/2017,12:24:35,33.56,N,71.216,W
9/18/2017,12:26:34,33.561,N,71.217,W
9/18/2017,12:28:35,33.562,N,71.218,W
9/18/2017,12:30:34,33.564,N,71.219,W
9/18/2017,12:32:35,33.565,N,71.22,W
9/18/2017,12:34:34,33.566,N,71.221,W
9/18/2017,12:36:35,33.568,N,71.222,W
9/18/2017,12:38:34,33.57,N,71.223,W
9/18/2017,12:40:35,33.571,N,71.224,W
9/18/2017,12:42:34,33.573,N,71.225,W
9/18/2017,12:44:35,33.575,N,71.226,W
9/18/2017,12:46:34,33.576,N,71.227,W
9/18/2017,12:48:35,33.578,N,71.227,W
9/18/2017,12:50:34,33.58,N,71.228,W
9/18/2017,12:52:34,33.582,N,71.229,W
9/18/2017,12:54:35,33.584,N,71.23,W
9/18/2017,12:56:34,33.586,N,71.231,W
9/18/2017,12:58:35,33.588,N,71.232,W
9/18/2017,13:00:34,33.591,N,71.233,W
9/18/2017,13:02:35,33.593,N,71.233,W
9/18/2017,13:04:34,33.595,N,71.234,W
9/18/2017,13:06:35,33.598,N,71.235,W
9/18/2017,13:08:34,33.6,N,71.236,W
9/18/2017,13:10:35,33.603,N,71.236,W
9/18/2017,13:12:34,33.605,N,71.237,W
9/18/2017,13:14:35,33.608,N,71.238,W
9/18/2017,13:16:34,33.611,N,71.239,W
9/18/2017,13:18:35,33.613,N,71.239,W
9/18/2017,13:20:34,33.616,N,71.24,W
9/18/2017,13:22:34,33.619,N,71.241,W
9/18/2017,13:24:35,33.622,N,71.241,W
9/18/2017,13:26:34,33.626,N,71.242,W
9/18/2017,13:28:35,33.629,N,71.242,W
9/18/2017,13:30:32,33.632,N,71.243,W
9/18/2017,13:32:31,33.634,N,71.244,W
9/18/2017,13:34:32,33.636,N,71.245,W
9/18/2017,13:36:31,33.638,N,71.246,W
9/18/2017,13:38:32,33.641,N,71.247,W
9/18/2017,13:40:31,33.643,N,71.247,W
9/18/2017,13:42:32,33.645,N,71.248,W
9/18/2017,13:44:31,33.647,N,71.249,W
9/18/2017,13:46:32,33.649,N,71.25,W
9/18/2017,13:48:31,33.651,N,71.251,W
9/18/2017,13:50:32,33.654,N,71.252,W
9/18/2017,13:52:31,33.656,N,71.253,W
9/18/2017,13:54:32,33.658,N,71.254,W
9/18/2017,13:56:31,33.66,N,71.255,W
9/18/2017,13:58:31,33.662,N,71.256,W
9/18/2017,14:00:32,33.665,N,71.257,W
9/18/2017,14:02:31,33.667,N,71.258,W
9/18/2017,14:04:32,33.669,N,71.259,W
9/18/2017,14:06:31,33.671,N,71.26,W
9/18/2017,14:08:32,33.673,N,71.261,W
9/18/2017,14:10:31,33.675,N,71.262,W
9/18/2017,14:12:32,33.678,N,71.263,W
9/18/2017,14:14:31,33.68,N,71.264,W
9/18/2017,14:16:32,33.682,N,71.265,W
9/18/2017,14:18:31,33.684,N,71.266,W
9/18/2017,14:20:32,33.686,N,71.267,W
9/18/2017,14:22:31,33.689,N,71.268,W
9/18/2017,14:24:32,33.691,N,71.269,W
9/18/2017,14:26:31,33.693,N,71.27,W
9/18/2017,14:28:31,33.695,N,71.271,W
9/18/2017,14:30:32,33.697,N,71.272,W
9/18/2017,14:32:31,33.7,N,71.273,W
9/18/2017,14:34:32,33.702,N,71.274,W
9/18/2017,14:36:31,33.704,N,71.275,W
9/18/2017,14:38:32,33.706,N,71.276,W
9/18/2017,14:40:31,33.708,N,71.277,W
9/18/2017,14:42:32,33.711,N,71.278,W
9/18/2017,14:44:31,33.713,N,71.279,W
9/18/2017,14:46:32,33.715,N,71.28,W
9/18/2017,14:48:31,33.717,N,71.282,W
9/18/2017,14:50:32,33.72,N,71.283,W
9/18/2017,14:52:31,33.722,N,71.284,W
9/18/2017,14:54:32,33.724,N,71.285,W
9/18/2017,14:56:31,33.726,N,71.286,W
9/18/2017,14:58:31,33.729,N,71.287,W
9/18/2017,15:00:32,33.731,N,71.289,W
9/18/2017,15:02:31,33.733,N,71.29,W
9/18/2017,15:04:32,33.735,N,71.291,W
9/18/2017,15:06:31,33.737,N,71.292,W
9/18/2017,15:08:32,33.74,N,71.293,W
9/18/2017,15:10:31,33.742,N,71.295,W
9/18/2017,15:12:32,33.744,N,71.296,W
9/18/2017,15:14:31,33.747,N,71.297,W
9/18/2017,15:16:32,33.749,N,71.298,W
9/18/2017,15:18:31,33.751,N,71.3,W
9/18/2017,15:20:32,33.753,N,71.301,W
9/18/2017,15:22:31,33.756,N,71.302,W
9/18/2017,15:24:32,33.758,N,71.304,W
9/18/2017,15:26:31,33.76,N,71.305,W
9/18/2017,15:28:31,33.762,N,71.306,W
9/18/2017,15:30:32,33.765,N,71.308,W
9/18/2017,15:32:31,33.767,N,71.309,W
9/18/2017,15:34:32,33.769,N,71.31,W
9/18/2017,15:36:31,33.772,N,71.312,W
9/18/2017,15:38:32,33.774,N,71.313,W
9/18/2017,15:40:31,33.776,N,71.314,W
9/18/2017,15:42:32,33.778,N,71.316,W
9/18/2017,15:44:31,33.781,N,71.317,W
9/18/2017,15:46:32,33.783,N,71.319,W
9/18/2017,15:48:31,33.785,N,71.32,W
9/18/2017,15:50:32,33.788,N,71.322,W
9/18/2017,15:52:31,33.79,N,71.323,W
9/18/2017,15:54:32,33.792,N,71.324,W
9/18/2017,15:56:31,33.795,N,71.326,W
9/18/2017,15:58:31,33.797,N,71.327,W
9/18/2017,16:00:31,33.799,N,71.329,W
9/18/2017,16:02:32,33.802,N,71.331,W
9/18/2017,16:04:32,33.804,N,71.332,W
9/18/2017,16:06:31,33.806,N,71.334,W
9/18/2017,16:08:31,33.809,N,71.335,W
9/18/2017,16:10:32,33.811,N,71.337,W
9/18/2017,16:12:32,33.813,N,71.338,W
9/18/2017,16:14:31,33.816,N,71.34,W
9/18/2017,16:16:31,33.818,N,71.342,W
9/18/2017,16:18:32,33.821,N,71.343,W
9/18/2017,16:20:32,33.823,N,71.345,W
9/18/2017,16:22:31,33.825,N,71.347,W
9/18/2017,16:24:31,33.828,N,71.348,W
9/18/2017,16:26:32,33.83,N,71.35,W
9/18/2017,16:28:31,33.832,N,71.352,W
9/18/2017,16:30:31,33.835,N,71.353,W
9/18/2017,16:32:32,33.837,N,71.355,W
9/18/2017,16:34:32,33.84,N,71.357,W
9/18/2017,16:36:31,33.842,N,71.359,W
9/18/2017,16:38:31,33.844,N,71.361,W
9/18/2017,16:40:32,33.847,N,71.362,W
9/18/2017,16:42:32,33.849,N,71.364,W
9/18/2017,16:44:31,33.852,N,71.366,W
9/18/2017,16:46:31,33.854,N,71.368,W
9/18/2017,16:48:32,33.857,N,71.37,W
9/18/2017,16:50:32,33.859,N,71.372,W
9/18/2017,16:52:31,33.861,N,71.374,W
9/18/2017,16:54:31,33.864,N,71.375,W
9/18/2017,16:56:32,33.866,N,71.377,W
9/18/2017,16:58:31,33.869,N,71.379,W
9/18/2017,17:00:31,33.871,N,71.381,W
9/18/2017,17:02:32,33.874,N,71.383,W
9/18/2017,17:04:32,33.876,N,71.385,W
9/18/2017,17:06:31,33.879,N,71.387,W
9/18/2017,17:08:31,33.881,N,71.389,W
9/18/2017,17:10:32,33.884,N,71.391,W
9/18/2017,17:12:32,33.886,N,71.393,W
9/18/2017,17:14:31,33.889,N,71.395,W
9/18/2017,17:16:31,33.891,N,71.397,W
9/18/2017,17:18:32,33.894,N,71.399,W
9/18/2017,17:20:32,33.896,N,71.402,W
9/18/2017,17:22:31,33.899,N,71.404,W
9/18/2017,17:24:31,33.901,N,71.406,W
9/18/2017,17:26:32,33.904,N,71.408,W
9/18/2017,17:28:31,33.906,N,71.41,W
9/18/2017,17:30:31,33.909,N,71.412,W
9/18/2017,17:32:32,33.911,N,71.414,W
9/18/2017,17:34:32,33.914,N,71.416,W
9/18/2017,17:36:31,33.917,N,71.418,W
9/18/2017,17:38:31,33.919,N,71.42,W
9/18/2017,17:40:32,33.922,N,71.423,W
9/18/2017,17:42:32,33.924,N,71.425,W
9/18/2017,17:44:31,33.927,N,71.427,W
9/18/2017,17:46:31,33.93,N,71.429,W
9/18/2017,17:48:32,33.932,N,71.431,W
9/18/2017,17:50:32,33.935,N,71.433,W
9/18/2017,17:52:31,33.938,N,71.435,W
9/18/2017,17:54:31,33.94,N,71.438,W
9/18/2017,17:56:32,33.943,N,71.44,W
9/18/2017,17:58:31,33.946,N,71.442,W
9/18/2017,18:00:31,33.948,N,71.444,W
9/18/2017,18:02:32,33.951,N,71.446,W
9/18/2017,18:04:32,33.954,N,71.448,W
9/18/2017,18:06:31,33.956,N,71.451,W
9/18/2017,18:08:31,33.959,N,71.453,W
9/18/2017,18:10:32,33.962,N,71.455,W
9/18/2017,18:12:32,33.965,N,71.457,W
9/18/2017,18:14:31,33.967,N,71.459,W
9/18/2017,18:16:31,33.97,N,71.461,W
9/18/2017,18:18:32,33.973,N,71.463,W
9/18/2017,18:20:32,33.976,N,71.465,W
9/18/2017,18:22:31,33.979,N,71.467,W
9/18/2017,18:24:31,33.982,N,71.47,W
9/18/2017,18:26:32,33.984,N,71.472,W
9/18/2017,18:28:31,33.987,N,71.474,W
9/18/2017,18:30:31,33.99,N,71.476,W
9/18/2017,18:32:32,33.993,N,71.478,W
9/18/2017,18:34:32,33.996,N,71.48,W
9/18/2017,18:36:31,33.999,N,71.482,W
9/18/2017,18:38:31,34.002,N,71.484,W
9/18/2017,18:40:32,34.005,N,71.486,W
9/18/2017,18:42:32,34.008,N,71.488,W
9/18/2017,18:44:31,34.011,N,71.49,W
9/18/2017,18:46:31,34.014,N,71.492,W
9/18/2017,18:48:32,34.017,N,71.494,W
9/18/2017,18:50:32,34.02,N,71.496,W
9/18/2017,18:52:31,34.023,N,71.498,W
9/18/2017,18:54:31,34.026,N,71.5,W
9/18/2017,18:56:32,34.029,N,71.502,W
9/18/2017,18:58:31,34.032,N,71.504,W
9/18/2017,19:00:31,34.035,N,71.506,W
9/18/2017,19:02:32,34.038,N,71.508,W
9/18/2017,19:04:32,34.041,N,71.509,W
9/18/2017,19:06:31,34.045,N,71.511,W
9/18/2017,19:08:31,34.048,N,71.513,W
9/18/2017,19:10:32,34.051,N,71.515,W
9/18/2017,19:12:32,34.054,N,71.517,W
9/18/2017,19:14:31,34.057,N,71.518,W
9/18/2017,19:16:31,34.061,N,71.52,W
9/18/2017,19:18:32,34.064,N,71.522,W
9/18/2017,19:20:32,34.067,N,71.524,W
9/18/2017,19:22:31,34.07,N,71.525,W
9/18/2017,19:24:31,34.074,N,71.527,W
9/18/2017,19:26:32,34.077,N,71.529,W
9/18/2017,19:28:31,34.08,N,71.53,W
9/18/2017,19:30:31,34.084,N,71.532,W
9/18/2017,19:32:32,34.087,N,71.533,W
9/18/2017,19:34:32,34.091,N,71.535,W
9/18/2017,19:36:31,34.094,N,71.536,W
9/18/2017,19:38:31,34.097,N,71.538,W
9/18/2017,19:40:32,34.101,N,71.539,W
9/18/2017,19:42:32,34.104,N,71.541,W
9/18/2017,19:44:31,34.108,N,71.542,W
9/18/2017,19:46:31,34.111,N,71.544,W
9/18/2017,19:48:32,34.115,N,71.545,W
9/18/2017,19:50:32,34.119,N,71.546,W
9/18/2017,19:52:31,34.122,N,71.548,W
9/18/2017,19:54:31,34.126,N,71.549,W
9/18/2017,19:56:32,34.129,N,71.55,W
9/18/2017,19:58:31,34.133,N,71.552,W
9/18/2017,20:00:31,34.137,N,71.553,W
9/18/2017,20:02:32,34.14,N,71.554,W
9/18/2017,20:04:32,34.144,N,71.555,W
9/18/2017,20:06:31,34.148,N,71.556,W
9/18/2017,20:08:31,34.152,N,71.557,W
9/18/2017,20:10:32,34.155,N,71.558,W
9/18/2017,20:12:32,34.159,N,71.559,W
9/18/2017,20:14:31,34.163,N,71.56,W
9/18/2017,20:16:31,34.167,N,71.561,W
9/18/2017,20:18:32,34.171,N,71.562,W
9/18/2017,20:20:32,34.175,N,71.563,W
9/18/2017,20:22:31,34.179,N,71.564,W
9/18/2017,20:24:31,34.182,N,71.565,W
9/18/2017,20:26:32,34.186,N,71.565,W
9/18/2017,20:28:31,34.19,N,71.566,W
9/18/2017,20:30:31,34.194,N,71.567,W
9/18/2017,20:32:32,34.199,N,71.567,W
9/18/2017,20:34:32,34.203,N,71.568,W
9/18/2017,20:36:31,34.207,N,71.569,W
9/18/2017,20:38:31,34.211,N,71.569,W
9/18/2017,20:40:32,34.215,N,71.57,W
9/18/2017,20:42:32,34.219,N,71.57,W
9/18/2017,20:44:31,34.223,N,71.57,W
9/18/2017,20:46:31,34.228,N,71.571,W
9/18/2017,20:48:32,34.232,N,71.571,W
9/18/2017,20:50:32,34.236,N,71.571,W
9/18/2017,20:52:31,34.24,N,71.572,W
9/18/2017,20:54:31,34.245,N,71.572,W
9/18/2017,20:56:32,34.249,N,71.572,W
9/18/2017,20:58:31,34.253,N,71.572,W
9/18/2017,21:00:31,34.258,N,71.572,W
9/18/2017,21:02:32,34.262,N,71.572,W
9/18/2017,21:04:32,34.267,N,71.572,W
9/18/2017,21:06:31,34.271,N,71.572,W
9/18/2017,21:08:31,34.276,N,71.572,W
9/18/2017,21:10:32,34.28,N,71.572,W
9/18/2017,21:12:32,34.285,N,71.571,W
9/18/2017,21:14:31,34.289,N,71.571,W
9/18/2017,21:16:31,34.294,N,71.571,W
9/18/2017,21:18:32,34.299,N,71.571,W
9/18/2017,21:20:32,34.303,N,71.57,W
9/18/2017,21:22:31,34.308,N,71.57,W
