Track,for,Katia,2017,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/7/2017,11:47:40,21.571,N,94.613,W
9/7/2017,11:49:40,21.571,N,94.613,W
9/7/2017,11:51:39,21.572,N,94.613,W
9/7/2017,11:53:39,21.572,N,94.614,W
9/7/2017,11:55:39,21.573,N,94.613,W
9/7/2017,11:57:40,21.574,N,94.613,W
9/7/2017,11:59:40,21.575,N,94.613,W
9/7/2017,12:01:40,21.575,N,94.612,W
9/7/2017,12:03:40,21.576,N,94.612,W
9/7/2017,12:05:39,21.577,N,94.611,W
9/7/2017,12:07:39,21.578,N,94.61,W
9/7/2017,12:09:39,21.579,N,94.609,W
9/7/2017,12:09:54,21.579,N,94.609,W
9/7/2017,12:11:54,21.579,N,94.609,W
9/7/2017,12:13:53,21.579,N,94.608,W
9/7/2017,12:15:53,21.578,N,94.608,W
9/7/2017,12:17:53,21.578,N,94.608,W
9/7/2017,12:19:53,21.578,N,94.608,W
9/7/2017,12:21:54,21.578,N,94.607,W
9/7/2017,12:23:54,21.577,N,94.607,W
9/7/2017,12:25:54,21.577,N,94.607,W
9/7/2017,12:27:54,21.577,N,94.606,W
9/7/2017,12:29:53,21.577,N,94.606,W
9/7/2017,12:31:53,21.576,N,94.606,W
9/7/2017,12:33:53,21.576,N,94.606,W
9/7/2017,12:35:53,21.576,N,94.605,W
9/7/2017,12:37:54,21.576,N,94.605,W
9/7/2017,12:39:54,21.575,N,94.605,W
9/7/2017,12:41:54,21.575,N,94.605,W
9/7/2017,12:43:53,21.575,N,94.604,W
9/7/2017,12:45:53,21.575,N,94.604,W
9/7/2017,12:47:53,21.574,N,94.604,W
9/7/2017,12:49:53,21.574,N,94.603,W
9/7/2017,12:51:54,21.574,N,94.603,W
9/7/2017,12:53:54,21.574,N,94.603,W
9/7/2017,12:55:54,21.574,N,94.603,W
9/7/2017,12:57:54,21.573,N,94.602,W
9/7/2017,12:59:53,21.573,N,94.602,W
9/7/2017,13:00:13,21.573,N,94.602,W
9/7/2017,13:02:14,21.573,N,94.602,W
9/7/2017,13:04:14,21.573,N,94.602,W
9/7/2017,13:06:14,21.572,N,94.601,W
9/7/2017,13:08:14,21.572,N,94.601,W
9/7/2017,13:10:13,21.572,N,94.601,W
9/7/2017,13:12:13,21.572,N,94.601,W
9/7/2017,13:14:13,21.571,N,94.6,W
9/7/2017,13:16:14,21.571,N,94.6,W
9/7/2017,13:18:14,21.571,N,94.6,W
9/7/2017,13:20:14,21.571,N,94.6,W
9/7/2017,13:22:14,21.571,N,94.6,W
9/7/2017,13:24:13,21.57,N,94.599,W
9/7/2017,13:26:13,21.57,N,94.599,W
9/7/2017,13:28:13,21.57,N,94.599,W
9/7/2017,13:30:13,21.57,N,94.599,W
9/7/2017,13:32:14,21.57,N,94.599,W
9/7/2017,13:34:14,21.569,N,94.598,W
9/7/2017,13:36:14,21.569,N,94.598,W
9/7/2017,13:38:14,21.569,N,94.598,W
9/7/2017,13:40:13,21.569,N,94.598,W
9/7/2017,13:42:13,21.569,N,94.598,W
9/7/2017,13:44:13,21.568,N,94.598,W
9/7/2017,13:46:14,21.568,N,94.598,W
9/7/2017,13:48:14,21.568,N,94.597,W
9/7/2017,13:50:14,21.568,N,94.597,W
9/7/2017,13:52:14,21.568,N,94.597,W
9/7/2017,13:54:13,21.568,N,94.597,W
9/7/2017,13:56:13,21.567,N,94.597,W
9/7/2017,13:58:13,21.567,N,94.597,W
9/7/2017,14:00:13,21.567,N,94.597,W
9/7/2017,14:02:14,21.567,N,94.597,W
9/7/2017,14:04:14,21.567,N,94.597,W
9/7/2017,14:06:14,21.567,N,94.597,W
9/7/2017,14:08:14,21.567,N,94.597,W
9/7/2017,14:10:13,21.566,N,94.597,W
9/7/2017,14:12:13,21.566,N,94.597,W
9/7/2017,14:14:13,21.566,N,94.597,W
9/7/2017,14:16:14,21.566,N,94.597,W
9/7/2017,14:18:14,21.566,N,94.597,W
9/7/2017,14:20:14,21.566,N,94.597,W
9/7/2017,14:22:14,21.566,N,94.597,W
9/7/2017,14:24:13,21.565,N,94.597,W
9/7/2017,14:26:13,21.565,N,94.597,W
9/7/2017,14:28:13,21.565,N,94.597,W
9/7/2017,14:30:13,21.565,N,94.597,W
9/7/2017,14:32:14,21.565,N,94.597,W
9/7/2017,14:34:14,21.565,N,94.597,W
9/7/2017,14:36:14,21.565,N,94.597,W
9/7/2017,14:38:14,21.565,N,94.597,W
9/7/2017,14:40:13,21.565,N,94.597,W
9/7/2017,14:42:13,21.565,N,94.598,W
9/7/2017,14:44:13,21.565,N,94.598,W
9/7/2017,14:46:14,21.564,N,94.598,W
9/7/2017,14:48:14,21.564,N,94.598,W
9/7/2017,14:50:14,21.564,N,94.598,W
9/7/2017,14:52:14,21.564,N,94.598,W
9/7/2017,14:54:13,21.564,N,94.599,W
9/7/2017,14:56:13,21.564,N,94.599,W
9/7/2017,14:58:13,21.564,N,94.599,W
9/7/2017,15:00:13,21.564,N,94.599,W
9/7/2017,15:02:14,21.564,N,94.599,W
9/7/2017,15:04:14,21.564,N,94.6,W
9/7/2017,15:06:14,21.564,N,94.6,W
9/7/2017,15:08:14,21.564,N,94.6,W
9/7/2017,15:10:13,21.564,N,94.601,W
9/7/2017,15:12:13,21.564,N,94.601,W
9/7/2017,15:14:13,21.564,N,94.601,W
9/7/2017,15:16:14,21.564,N,94.602,W
9/7/2017,15:18:14,21.564,N,94.602,W
9/7/2017,15:20:14,21.564,N,94.602,W
9/7/2017,15:22:14,21.564,N,94.603,W
9/7/2017,15:24:13,21.564,N,94.603,W
9/7/2017,15:26:13,21.564,N,94.603,W
9/7/2017,15:28:13,21.564,N,94.604,W
9/7/2017,15:30:13,21.564,N,94.604,W
9/7/2017,15:32:14,21.564,N,94.605,W
9/7/2017,15:34:14,21.564,N,94.605,W
9/7/2017,15:36:14,21.564,N,94.606,W
9/7/2017,15:38:14,21.564,N,94.606,W
9/7/2017,15:40:13,21.564,N,94.607,W
9/7/2017,15:42:13,21.565,N,94.607,W
9/7/2017,15:44:13,21.565,N,94.608,W
9/7/2017,15:46:14,21.565,N,94.608,W
9/7/2017,15:48:14,21.565,N,94.609,W
9/7/2017,15:50:14,21.565,N,94.61,W
9/7/2017,15:52:14,21.565,N,94.61,W
9/7/2017,15:54:13,21.565,N,94.611,W
9/7/2017,15:56:13,21.565,N,94.612,W
9/7/2017,15:58:13,21.565,N,94.612,W
9/7/2017,16:00:13,21.566,N,94.613,W
9/7/2017,16:02:14,21.566,N,94.614,W
9/7/2017,16:04:14,21.566,N,94.614,W
9/7/2017,16:06:14,21.566,N,94.615,W
9/7/2017,16:08:14,21.566,N,94.616,W
9/7/2017,16:10:13,21.566,N,94.617,W
9/7/2017,16:12:13,21.567,N,94.617,W
9/7/2017,16:14:13,21.567,N,94.618,W
9/7/2017,16:16:14,21.567,N,94.619,W
9/7/2017,16:18:14,21.567,N,94.62,W
9/7/2017,16:20:14,21.567,N,94.621,W
9/7/2017,16:22:14,21.567,N,94.622,W
9/7/2017,16:24:13,21.568,N,94.622,W
9/7/2017,16:26:13,21.568,N,94.623,W
9/7/2017,16:28:13,21.568,N,94.624,W
9/7/2017,16:30:13,21.568,N,94.625,W
9/7/2017,16:32:14,21.569,N,94.626,W
9/7/2017,16:34:14,21.569,N,94.627,W
9/7/2017,16:36:14,21.569,N,94.628,W
9/7/2017,16:38:14,21.569,N,94.629,W
9/7/2017,16:40:13,21.57,N,94.63,W
9/7/2017,16:42:13,21.57,N,94.631,W
9/7/2017,16:44:13,21.57,N,94.632,W
9/7/2017,16:46:14,21.571,N,94.633,W
9/7/2017,16:48:14,21.571,N,94.635,W
9/7/2017,16:50:14,21.571,N,94.636,W
9/7/2017,16:52:14,21.572,N,94.637,W
9/7/2017,16:54:13,21.572,N,94.638,W
9/7/2017,16:56:13,21.572,N,94.639,W
9/7/2017,16:58:13,21.572,N,94.64,W
9/7/2017,17:00:13,21.573,N,94.642,W
9/7/2017,17:02:14,21.573,N,94.643,W
9/7/2017,17:04:14,21.573,N,94.644,W
9/7/2017,17:06:14,21.574,N,94.645,W
9/7/2017,17:08:14,21.574,N,94.647,W
9/7/2017,17:10:13,21.575,N,94.648,W
9/7/2017,17:12:13,21.575,N,94.649,W
9/7/2017,17:14:13,21.575,N,94.651,W
9/7/2017,17:16:14,21.576,N,94.652,W
9/7/2017,17:18:14,21.576,N,94.653,W
9/7/2017,17:20:14,21.576,N,94.655,W
9/7/2017,17:22:14,21.577,N,94.656,W
9/7/2017,17:24:13,21.577,N,94.657,W
9/7/2017,17:26:13,21.578,N,94.659,W
9/7/2017,17:28:13,21.578,N,94.66,W
9/7/2017,17:30:13,21.578,N,94.662,W
9/7/2017,17:32:14,21.579,N,94.663,W
9/7/2017,17:34:14,21.579,N,94.665,W
9/7/2017,17:36:14,21.579,N,94.666,W
9/7/2017,17:38:14,21.58,N,94.668,W
9/7/2017,17:40:13,21.58,N,94.669,W
9/7/2017,17:42:13,21.581,N,94.671,W
9/7/2017,17:44:13,21.581,N,94.672,W
9/7/2017,17:46:14,21.582,N,94.674,W
9/7/2017,17:48:14,21.582,N,94.675,W
9/7/2017,17:50:14,21.582,N,94.677,W
9/7/2017,17:52:14,21.583,N,94.678,W
9/7/2017,17:54:13,21.583,N,94.68,W
9/7/2017,17:56:13,21.584,N,94.682,W
9/7/2017,17:58:13,21.584,N,94.683,W
9/7/2017,18:00:13,21.584,N,94.685,W
9/7/2017,18:02:14,21.585,N,94.687,W
9/7/2017,18:04:14,21.585,N,94.688,W
9/7/2017,18:06:14,21.586,N,94.69,W
9/7/2017,18:08:14,21.586,N,94.692,W
9/7/2017,18:10:13,21.586,N,94.693,W
9/7/2017,18:12:13,21.587,N,94.695,W
9/7/2017,18:14:13,21.587,N,94.697,W
9/7/2017,18:16:14,21.588,N,94.698,W
9/7/2017,18:18:14,21.588,N,94.7,W
9/7/2017,18:20:14,21.588,N,94.702,W
9/7/2017,18:22:14,21.589,N,94.703,W
9/7/2017,18:24:13,21.589,N,94.705,W
9/7/2017,18:26:13,21.59,N,94.707,W
9/7/2017,18:28:13,21.59,N,94.709,W
9/7/2017,18:30:13,21.59,N,94.711,W
9/7/2017,18:32:14,21.591,N,94.712,W
9/7/2017,18:34:14,21.591,N,94.714,W
9/7/2017,18:36:14,21.592,N,94.716,W
9/7/2017,18:38:14,21.592,N,94.718,W
9/7/2017,18:40:13,21.592,N,94.719,W
9/7/2017,18:42:13,21.593,N,94.721,W
9/7/2017,18:44:13,21.593,N,94.723,W
9/7/2017,18:46:14,21.593,N,94.725,W
9/7/2017,18:48:14,21.594,N,94.727,W
9/7/2017,18:50:14,21.594,N,94.729,W
9/7/2017,18:52:14,21.595,N,94.73,W
9/7/2017,18:54:13,21.595,N,94.732,W
9/7/2017,18:56:13,21.595,N,94.734,W
9/7/2017,18:58:13,21.596,N,94.736,W
9/7/2017,19:00:13,21.596,N,94.738,W
9/7/2017,19:02:14,21.596,N,94.74,W
9/7/2017,19:04:14,21.597,N,94.742,W
9/7/2017,19:06:14,21.597,N,94.744,W
9/7/2017,19:08:14,21.597,N,94.745,W
9/7/2017,19:10:13,21.598,N,94.747,W
9/7/2017,19:12:13,21.598,N,94.749,W
9/7/2017,19:14:13,21.598,N,94.751,W
9/7/2017,19:16:14,21.598,N,94.753,W
9/7/2017,19:18:14,21.599,N,94.755,W
9/7/2017,19:20:14,21.599,N,94.757,W
9/7/2017,19:22:14,21.599,N,94.759,W
9/7/2017,19:24:13,21.6,N,94.761,W
9/7/2017,19:26:13,21.6,N,94.763,W
9/7/2017,19:28:13,21.6,N,94.765,W
9/7/2017,19:30:13,21.6,N,94.767,W
9/7/2017,19:32:14,21.601,N,94.768,W
9/7/2017,19:34:14,21.601,N,94.77,W
9/7/2017,19:36:14,21.601,N,94.772,W
9/7/2017,19:38:14,21.601,N,94.774,W
9/7/2017,19:40:13,21.601,N,94.776,W
9/7/2017,19:42:13,21.602,N,94.778,W
9/7/2017,19:44:13,21.602,N,94.78,W
9/7/2017,19:46:14,21.602,N,94.782,W
9/7/2017,19:48:14,21.602,N,94.784,W
9/7/2017,19:50:14,21.602,N,94.786,W
9/7/2017,19:52:14,21.602,N,94.788,W
9/7/2017,19:54:13,21.603,N,94.79,W
9/7/2017,19:56:13,21.603,N,94.792,W
9/7/2017,19:58:13,21.603,N,94.794,W
9/7/2017,20:00:13,21.603,N,94.796,W
9/7/2017,20:02:14,21.603,N,94.798,W
9/7/2017,20:04:14,21.603,N,94.8,W
9/7/2017,20:06:14,21.603,N,94.802,W
9/7/2017,20:08:14,21.603,N,94.803,W
9/7/2017,20:10:13,21.603,N,94.805,W
