Track,for,Hanna,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/1/2008,18:57:38,22.252,N,72.372,W
9/1/2008,18:59:37,22.25,N,72.373,W
9/1/2008,19:01:37,22.247,N,72.373,W
9/1/2008,19:03:37,22.245,N,72.374,W
9/1/2008,19:05:37,22.243,N,72.373,W
9/1/2008,19:07:38,22.24,N,72.373,W
9/1/2008,19:09:38,22.238,N,72.372,W
9/1/2008,19:11:38,22.235,N,72.371,W
9/1/2008,19:13:38,22.233,N,72.369,W
9/1/2008,19:15:37,22.23,N,72.367,W
9/1/2008,19:17:08,22.228,N,72.366,W
9/1/2008,19:19:08,22.225,N,72.362,W
9/1/2008,19:21:08,22.223,N,72.358,W
9/1/2008,19:23:07,22.22,N,72.354,W
9/1/2008,19:25:07,22.217,N,72.35,W
9/1/2008,19:27:07,22.214,N,72.346,W
9/1/2008,19:29:07,22.212,N,72.343,W
9/1/2008,19:31:08,22.209,N,72.339,W
9/1/2008,19:33:08,22.206,N,72.335,W
9/1/2008,19:35:08,22.203,N,72.331,W
9/1/2008,19:37:07,22.201,N,72.327,W
9/1/2008,19:39:07,22.198,N,72.323,W
9/1/2008,19:41:07,22.195,N,72.319,W
9/1/2008,19:43:07,22.192,N,72.315,W
9/1/2008,19:45:08,22.19,N,72.311,W
9/1/2008,19:47:08,22.187,N,72.308,W
9/1/2008,19:49:08,22.184,N,72.304,W
9/1/2008,19:51:08,22.181,N,72.3,W
9/1/2008,19:53:07,22.179,N,72.296,W
9/1/2008,19:55:07,22.176,N,72.292,W
9/1/2008,19:57:07,22.173,N,72.288,W
9/1/2008,19:59:07,22.17,N,72.284,W
9/1/2008,20:00:13,22.169,N,72.282,W
9/1/2008,20:02:13,22.166,N,72.278,W
9/1/2008,20:04:13,22.164,N,72.274,W
9/1/2008,20:06:12,22.161,N,72.27,W
9/1/2008,20:08:12,22.158,N,72.267,W
9/1/2008,20:10:12,22.155,N,72.263,W
9/1/2008,20:12:12,22.153,N,72.259,W
9/1/2008,20:14:13,22.15,N,72.255,W
9/1/2008,20:16:13,22.147,N,72.251,W
9/1/2008,20:18:13,22.144,N,72.247,W
9/1/2008,20:20:13,22.142,N,72.244,W
9/1/2008,20:22:12,22.139,N,72.24,W
9/1/2008,20:24:12,22.136,N,72.236,W
9/1/2008,20:26:12,22.133,N,72.232,W
9/1/2008,20:28:12,22.131,N,72.228,W
9/1/2008,20:30:13,22.128,N,72.225,W
9/1/2008,20:32:13,22.125,N,72.221,W
9/1/2008,20:34:13,22.122,N,72.217,W
9/1/2008,20:36:12,22.12,N,72.213,W
9/1/2008,20:38:12,22.117,N,72.21,W
9/1/2008,20:40:12,22.114,N,72.206,W
9/1/2008,20:42:12,22.112,N,72.202,W
9/1/2008,20:44:13,22.109,N,72.199,W
9/1/2008,20:46:13,22.106,N,72.195,W
9/1/2008,20:48:13,22.103,N,72.191,W
9/1/2008,20:50:13,22.101,N,72.188,W
9/1/2008,20:52:12,22.098,N,72.184,W
9/1/2008,20:54:12,22.095,N,72.18,W
9/1/2008,20:56:12,22.092,N,72.177,W
9/1/2008,20:58:12,22.09,N,72.173,W
9/1/2008,21:00:13,22.087,N,72.169,W
9/1/2008,21:02:13,22.084,N,72.166,W
9/1/2008,21:04:13,22.082,N,72.162,W
9/1/2008,21:06:12,22.079,N,72.159,W
9/1/2008,21:08:12,22.076,N,72.155,W
9/1/2008,21:10:12,22.073,N,72.151,W
9/1/2008,21:12:12,22.071,N,72.148,W
9/1/2008,21:14:13,22.068,N,72.144,W
9/1/2008,21:16:13,22.065,N,72.141,W
9/1/2008,21:18:13,22.062,N,72.137,W
9/1/2008,21:20:13,22.06,N,72.134,W
9/1/2008,21:22:12,22.057,N,72.13,W
9/1/2008,21:24:12,22.054,N,72.127,W
9/1/2008,21:26:12,22.052,N,72.123,W
9/1/2008,21:28:12,22.049,N,72.12,W
9/1/2008,21:30:13,22.046,N,72.117,W
9/1/2008,21:32:13,22.043,N,72.113,W
9/1/2008,21:34:13,22.041,N,72.11,W
9/1/2008,21:36:12,22.038,N,72.106,W
9/1/2008,21:38:12,22.035,N,72.103,W
9/1/2008,21:40:12,22.033,N,72.1,W
9/1/2008,21:42:12,22.03,N,72.096,W
9/1/2008,21:44:13,22.027,N,72.093,W
9/1/2008,21:46:13,22.024,N,72.09,W
9/1/2008,21:48:13,22.022,N,72.086,W
9/1/2008,21:50:13,22.019,N,72.083,W
9/1/2008,21:52:12,22.016,N,72.08,W
9/1/2008,21:54:12,22.014,N,72.077,W
9/1/2008,21:56:12,22.011,N,72.073,W
9/1/2008,21:58:12,22.008,N,72.07,W
9/1/2008,22:00:13,22.006,N,72.067,W
9/1/2008,22:02:13,22.003,N,72.064,W
9/1/2008,22:04:13,22,N,72.061,W
9/1/2008,22:06:12,21.997,N,72.058,W
9/1/2008,22:08:12,21.995,N,72.055,W
9/1/2008,22:10:12,21.992,N,72.052,W
9/1/2008,22:12:12,21.989,N,72.049,W
9/1/2008,22:14:13,21.987,N,72.045,W
9/1/2008,22:16:13,21.984,N,72.042,W
9/1/2008,22:18:13,21.981,N,72.039,W
9/1/2008,22:20:13,21.978,N,72.036,W
9/1/2008,22:22:12,21.976,N,72.034,W
9/1/2008,22:24:12,21.973,N,72.031,W
9/1/2008,22:26:12,21.97,N,72.028,W
9/1/2008,22:28:12,21.968,N,72.025,W
9/1/2008,22:30:13,21.965,N,72.022,W
9/1/2008,22:32:13,21.962,N,72.019,W
9/1/2008,22:34:13,21.96,N,72.016,W
9/1/2008,22:36:12,21.957,N,72.013,W
9/1/2008,22:38:12,21.954,N,72.011,W
9/1/2008,22:40:12,21.952,N,72.008,W
9/1/2008,22:42:12,21.949,N,72.005,W
9/1/2008,22:44:13,21.946,N,72.002,W
9/1/2008,22:46:13,21.944,N,72,W
9/1/2008,22:48:13,21.941,N,71.997,W
9/1/2008,22:50:13,21.938,N,71.994,W
9/1/2008,22:52:12,21.935,N,71.992,W
9/1/2008,22:54:12,21.933,N,71.989,W
9/1/2008,22:56:12,21.93,N,71.987,W
9/1/2008,22:58:12,21.927,N,71.984,W
9/1/2008,23:00:13,21.925,N,71.982,W
9/1/2008,23:02:13,21.922,N,71.979,W
9/1/2008,23:04:13,21.919,N,71.977,W
9/1/2008,23:06:12,21.917,N,71.974,W
9/1/2008,23:08:12,21.914,N,71.972,W
9/1/2008,23:10:12,21.911,N,71.969,W
9/1/2008,23:12:12,21.909,N,71.967,W
9/1/2008,23:14:13,21.906,N,71.965,W
9/1/2008,23:16:13,21.903,N,71.962,W
9/1/2008,23:18:13,21.901,N,71.96,W
9/1/2008,23:20:13,21.898,N,71.958,W
9/1/2008,23:22:12,21.895,N,71.956,W
9/1/2008,23:24:12,21.893,N,71.953,W
9/1/2008,23:26:12,21.89,N,71.951,W
9/1/2008,23:28:12,21.887,N,71.949,W
9/1/2008,23:30:13,21.885,N,71.947,W
9/1/2008,23:32:13,21.882,N,71.945,W
9/1/2008,23:34:13,21.879,N,71.943,W
9/1/2008,23:36:12,21.877,N,71.941,W
9/1/2008,23:38:12,21.874,N,71.939,W
9/1/2008,23:40:12,21.871,N,71.937,W
9/1/2008,23:42:12,21.869,N,71.935,W
9/1/2008,23:44:13,21.866,N,71.933,W
9/1/2008,23:46:13,21.864,N,71.931,W
9/1/2008,23:48:13,21.861,N,71.929,W
9/1/2008,23:50:13,21.858,N,71.928,W
9/1/2008,23:52:12,21.856,N,71.926,W
9/1/2008,23:54:12,21.853,N,71.924,W
9/1/2008,23:56:12,21.85,N,71.922,W
9/1/2008,23:58:12,21.848,N,71.921,W
9/2/2008,0:00:13,21.845,N,71.919,W
9/2/2008,0:02:13,21.842,N,71.917,W
9/2/2008,0:04:13,21.84,N,71.916,W
9/2/2008,0:06:12,21.837,N,71.914,W
9/2/2008,0:08:12,21.835,N,71.913,W
9/2/2008,0:10:12,21.832,N,71.911,W
9/2/2008,0:12:12,21.829,N,71.91,W
9/2/2008,0:14:13,21.827,N,71.908,W
9/2/2008,0:16:13,21.824,N,71.907,W
9/2/2008,0:18:13,21.821,N,71.905,W
9/2/2008,0:20:13,21.819,N,71.904,W
9/2/2008,0:22:12,21.816,N,71.903,W
9/2/2008,0:24:12,21.814,N,71.902,W
9/2/2008,0:26:12,21.811,N,71.9,W
9/2/2008,0:28:12,21.808,N,71.899,W
9/2/2008,0:30:13,21.806,N,71.898,W
9/2/2008,0:32:13,21.803,N,71.897,W
9/2/2008,0:34:13,21.8,N,71.896,W
9/2/2008,0:36:12,21.798,N,71.895,W
9/2/2008,0:38:12,21.795,N,71.894,W
9/2/2008,0:40:12,21.793,N,71.893,W
9/2/2008,0:42:12,21.79,N,71.892,W
9/2/2008,0:44:13,21.787,N,71.891,W
9/2/2008,0:46:13,21.785,N,71.89,W
9/2/2008,0:48:13,21.782,N,71.889,W
9/2/2008,0:50:13,21.78,N,71.889,W
9/2/2008,0:52:12,21.777,N,71.888,W
9/2/2008,0:54:12,21.774,N,71.887,W
9/2/2008,0:56:12,21.772,N,71.886,W
9/2/2008,0:58:12,21.769,N,71.886,W
9/2/2008,1:00:13,21.767,N,71.885,W
9/2/2008,1:02:13,21.764,N,71.885,W
9/2/2008,1:04:13,21.762,N,71.884,W
9/2/2008,1:06:12,21.759,N,71.884,W
9/2/2008,1:08:12,21.756,N,71.883,W
9/2/2008,1:10:12,21.754,N,71.883,W
9/2/2008,1:12:12,21.751,N,71.882,W
9/2/2008,1:14:13,21.749,N,71.882,W
9/2/2008,1:16:13,21.746,N,71.882,W
9/2/2008,1:18:13,21.743,N,71.882,W
9/2/2008,1:20:13,21.741,N,71.881,W
9/2/2008,1:22:12,21.738,N,71.881,W
9/2/2008,1:24:12,21.736,N,71.881,W
9/2/2008,1:26:12,21.733,N,71.881,W
9/2/2008,1:28:12,21.731,N,71.881,W
9/2/2008,1:30:13,21.728,N,71.881,W
9/2/2008,1:32:13,21.726,N,71.881,W
9/2/2008,1:34:13,21.723,N,71.881,W
9/2/2008,1:36:12,21.72,N,71.881,W
9/2/2008,1:38:12,21.718,N,71.882,W
9/2/2008,1:40:12,21.715,N,71.882,W
9/2/2008,1:42:12,21.713,N,71.882,W
9/2/2008,1:44:13,21.71,N,71.882,W
9/2/2008,1:46:13,21.708,N,71.883,W
9/2/2008,1:48:13,21.705,N,71.883,W
9/2/2008,1:50:13,21.703,N,71.884,W
9/2/2008,1:52:12,21.7,N,71.884,W
9/2/2008,1:54:12,21.698,N,71.885,W
9/2/2008,1:56:12,21.695,N,71.885,W
9/2/2008,1:58:12,21.692,N,71.886,W
9/2/2008,2:00:13,21.69,N,71.886,W
9/2/2008,2:02:13,21.687,N,71.887,W
9/2/2008,2:04:13,21.685,N,71.888,W
9/2/2008,2:06:12,21.682,N,71.889,W
9/2/2008,2:08:12,21.68,N,71.89,W
9/2/2008,2:10:12,21.677,N,71.89,W
9/2/2008,2:12:12,21.675,N,71.891,W
9/2/2008,2:14:13,21.672,N,71.892,W
9/2/2008,2:16:13,21.67,N,71.893,W
9/2/2008,2:18:13,21.667,N,71.895,W
9/2/2008,2:20:13,21.665,N,71.896,W
9/2/2008,2:22:12,21.662,N,71.897,W
9/2/2008,2:24:12,21.66,N,71.898,W
9/2/2008,2:26:12,21.657,N,71.899,W
9/2/2008,2:28:12,21.655,N,71.901,W
9/2/2008,2:30:13,21.652,N,71.902,W
9/2/2008,2:32:13,21.65,N,71.904,W
9/2/2008,2:34:13,21.647,N,71.905,W
9/2/2008,2:36:12,21.645,N,71.907,W
9/2/2008,2:38:12,21.642,N,71.908,W
9/2/2008,2:40:12,21.64,N,71.91,W
9/2/2008,2:42:12,21.637,N,71.911,W
9/2/2008,2:44:13,21.635,N,71.913,W
9/2/2008,2:46:13,21.632,N,71.915,W
9/2/2008,2:48:13,21.63,N,71.917,W
9/2/2008,2:50:13,21.627,N,71.919,W
9/2/2008,2:52:12,21.625,N,71.921,W
9/2/2008,2:54:12,21.622,N,71.923,W
9/2/2008,2:56:12,21.62,N,71.925,W
9/2/2008,2:58:12,21.618,N,71.927,W
9/2/2008,3:00:13,21.615,N,71.929,W
9/2/2008,3:02:13,21.613,N,71.931,W
9/2/2008,3:04:13,21.61,N,71.933,W
9/2/2008,3:06:12,21.608,N,71.936,W
9/2/2008,3:08:12,21.605,N,71.938,W
9/2/2008,3:10:12,21.603,N,71.94,W
9/2/2008,3:12:12,21.6,N,71.943,W
9/2/2008,3:14:13,21.598,N,71.945,W
9/2/2008,3:16:13,21.595,N,71.948,W
9/2/2008,3:18:13,21.593,N,71.95,W
9/2/2008,3:20:13,21.591,N,71.953,W
9/2/2008,3:22:12,21.588,N,71.956,W
9/2/2008,3:24:12,21.586,N,71.958,W
9/2/2008,3:26:12,21.583,N,71.961,W
9/2/2008,3:28:12,21.581,N,71.964,W
9/2/2008,3:30:13,21.578,N,71.967,W
9/2/2008,3:32:13,21.576,N,71.97,W
9/2/2008,3:34:13,21.574,N,71.973,W
9/2/2008,3:36:12,21.571,N,71.976,W
9/2/2008,3:38:12,21.569,N,71.979,W
9/2/2008,3:40:12,21.566,N,71.982,W
9/2/2008,3:42:12,21.564,N,71.985,W
9/2/2008,3:44:13,21.561,N,71.988,W
9/2/2008,3:46:13,21.559,N,71.991,W
9/2/2008,3:48:13,21.557,N,71.994,W
9/2/2008,3:50:13,21.554,N,71.998,W
9/2/2008,3:52:12,21.552,N,72.001,W
9/2/2008,3:54:12,21.549,N,72.004,W
9/2/2008,3:56:12,21.547,N,72.008,W
9/2/2008,3:58:12,21.545,N,72.011,W
9/2/2008,4:00:13,21.542,N,72.014,W
9/2/2008,4:02:13,21.54,N,72.018,W
9/2/2008,4:04:13,21.537,N,72.021,W
9/2/2008,4:06:12,21.535,N,72.025,W
9/2/2008,4:08:12,21.533,N,72.029,W
9/2/2008,4:10:12,21.53,N,72.032,W
9/2/2008,4:12:12,21.528,N,72.036,W
9/2/2008,4:14:13,21.526,N,72.04,W
9/2/2008,4:16:13,21.523,N,72.043,W
9/2/2008,4:18:13,21.521,N,72.047,W
9/2/2008,4:20:13,21.518,N,72.051,W
9/2/2008,4:22:12,21.516,N,72.055,W
9/2/2008,4:24:12,21.514,N,72.059,W
9/2/2008,4:26:12,21.511,N,72.063,W
9/2/2008,4:28:12,21.509,N,72.067,W
9/2/2008,4:30:13,21.507,N,72.071,W
9/2/2008,4:32:13,21.504,N,72.075,W
9/2/2008,4:34:13,21.502,N,72.079,W
9/2/2008,4:36:12,21.499,N,72.083,W
9/2/2008,4:38:12,21.497,N,72.087,W
9/2/2008,4:40:12,21.495,N,72.091,W
9/2/2008,4:42:12,21.492,N,72.095,W
9/2/2008,4:44:13,21.49,N,72.099,W
9/2/2008,4:46:13,21.488,N,72.103,W
9/2/2008,4:48:13,21.485,N,72.108,W
9/2/2008,4:50:13,21.483,N,72.112,W
9/2/2008,4:52:12,21.481,N,72.116,W
9/2/2008,4:54:12,21.478,N,72.121,W
9/2/2008,4:56:12,21.476,N,72.125,W
9/2/2008,4:58:12,21.474,N,72.129,W
9/2/2008,5:00:13,21.471,N,72.134,W
9/2/2008,5:02:13,21.469,N,72.138,W
9/2/2008,5:04:13,21.467,N,72.143,W
9/2/2008,5:06:12,21.464,N,72.147,W
9/2/2008,5:08:12,21.462,N,72.152,W
9/2/2008,5:10:12,21.46,N,72.156,W
9/2/2008,5:12:12,21.457,N,72.161,W
9/2/2008,5:14:13,21.455,N,72.165,W
9/2/2008,5:16:13,21.453,N,72.17,W
9/2/2008,5:18:13,21.45,N,72.174,W
9/2/2008,5:20:13,21.448,N,72.179,W
9/2/2008,5:22:12,21.446,N,72.184,W
9/2/2008,5:24:12,21.443,N,72.188,W
9/2/2008,5:26:12,21.441,N,72.193,W
9/2/2008,5:28:12,21.439,N,72.198,W
9/2/2008,5:30:13,21.436,N,72.203,W
9/2/2008,5:32:13,21.434,N,72.207,W
9/2/2008,5:34:13,21.432,N,72.212,W
9/2/2008,5:36:12,21.429,N,72.217,W
9/2/2008,5:38:12,21.427,N,72.222,W
9/2/2008,5:40:12,21.425,N,72.227,W
9/2/2008,5:42:12,21.422,N,72.231,W
9/2/2008,5:44:13,21.42,N,72.236,W
9/2/2008,5:46:13,21.418,N,72.241,W
9/2/2008,5:48:13,21.415,N,72.246,W
9/2/2008,5:50:13,21.413,N,72.251,W
9/2/2008,5:52:12,21.411,N,72.256,W
9/2/2008,5:54:12,21.409,N,72.261,W
9/2/2008,5:56:12,21.406,N,72.266,W
9/2/2008,5:58:12,21.404,N,72.271,W
9/2/2008,6:00:13,21.402,N,72.276,W
9/2/2008,6:02:13,21.399,N,72.281,W
9/2/2008,6:04:13,21.397,N,72.286,W
9/2/2008,6:06:12,21.395,N,72.291,W
9/2/2008,6:08:12,21.392,N,72.296,W
9/2/2008,6:10:12,21.39,N,72.301,W
9/2/2008,6:12:12,21.388,N,72.306,W
9/2/2008,6:14:13,21.386,N,72.311,W
9/2/2008,6:16:13,21.383,N,72.316,W
9/2/2008,6:18:13,21.381,N,72.321,W
9/2/2008,6:20:13,21.379,N,72.326,W
9/2/2008,6:22:12,21.376,N,72.331,W
9/2/2008,6:24:12,21.374,N,72.337,W
9/2/2008,6:26:12,21.372,N,72.342,W
9/2/2008,6:28:12,21.37,N,72.347,W
9/2/2008,6:30:13,21.367,N,72.352,W
9/2/2008,6:32:13,21.365,N,72.357,W
9/2/2008,6:34:13,21.363,N,72.362,W
9/2/2008,6:36:12,21.361,N,72.367,W
9/2/2008,6:38:12,21.358,N,72.373,W
9/2/2008,6:40:12,21.356,N,72.378,W
9/2/2008,6:42:12,21.354,N,72.383,W
9/2/2008,6:44:13,21.351,N,72.388,W
9/2/2008,6:46:13,21.349,N,72.393,W
9/2/2008,6:48:13,21.347,N,72.398,W
9/2/2008,6:50:13,21.345,N,72.404,W
9/2/2008,6:52:12,21.342,N,72.409,W
9/2/2008,6:54:12,21.34,N,72.414,W
9/2/2008,6:56:12,21.338,N,72.419,W
9/2/2008,6:58:12,21.336,N,72.424,W
9/2/2008,7:00:13,21.333,N,72.43,W
9/2/2008,7:02:13,21.331,N,72.435,W
9/2/2008,7:04:13,21.329,N,72.44,W
9/2/2008,7:06:12,21.327,N,72.445,W
9/2/2008,7:08:12,21.324,N,72.45,W
9/2/2008,7:10:12,21.322,N,72.456,W
9/2/2008,7:12:12,21.32,N,72.461,W
9/2/2008,7:14:13,21.318,N,72.466,W
9/2/2008,7:16:13,21.315,N,72.471,W
9/2/2008,7:18:13,21.313,N,72.476,W
9/2/2008,7:20:13,21.311,N,72.482,W
9/2/2008,7:22:12,21.309,N,72.487,W
9/2/2008,7:24:12,21.306,N,72.492,W
9/2/2008,7:26:12,21.304,N,72.497,W
9/2/2008,7:28:12,21.302,N,72.502,W
9/2/2008,7:30:13,21.3,N,72.508,W
9/2/2008,7:32:13,21.297,N,72.513,W
9/2/2008,7:34:13,21.295,N,72.518,W
9/2/2008,7:36:12,21.293,N,72.523,W
9/2/2008,7:38:12,21.291,N,72.528,W
9/2/2008,7:40:12,21.288,N,72.533,W
9/2/2008,7:42:12,21.286,N,72.538,W
9/2/2008,7:44:13,21.284,N,72.544,W
9/2/2008,7:46:13,21.282,N,72.549,W
9/2/2008,7:48:13,21.279,N,72.554,W
9/2/2008,7:50:13,21.277,N,72.559,W
9/2/2008,7:52:12,21.275,N,72.564,W
9/2/2008,7:54:12,21.273,N,72.569,W
9/2/2008,7:56:12,21.27,N,72.574,W
9/2/2008,7:58:12,21.268,N,72.579,W
9/2/2008,8:00:13,21.266,N,72.584,W
9/2/2008,8:02:13,21.264,N,72.589,W
9/2/2008,8:04:13,21.261,N,72.594,W
9/2/2008,8:06:12,21.259,N,72.599,W
9/2/2008,8:08:12,21.257,N,72.604,W
9/2/2008,8:10:12,21.255,N,72.609,W
9/2/2008,8:12:12,21.253,N,72.614,W
9/2/2008,8:14:13,21.25,N,72.619,W
9/2/2008,8:16:13,21.248,N,72.624,W
9/2/2008,8:18:13,21.246,N,72.629,W
9/2/2008,8:20:13,21.244,N,72.634,W
9/2/2008,8:22:12,21.241,N,72.639,W
9/2/2008,8:24:12,21.239,N,72.644,W
9/2/2008,8:26:12,21.237,N,72.649,W
9/2/2008,8:28:12,21.235,N,72.654,W
9/2/2008,8:30:13,21.232,N,72.658,W
9/2/2008,8:32:13,21.23,N,72.663,W
9/2/2008,8:34:13,21.228,N,72.668,W
9/2/2008,8:36:12,21.226,N,72.673,W
9/2/2008,8:38:12,21.224,N,72.678,W
9/2/2008,8:40:12,21.221,N,72.682,W
9/2/2008,8:42:12,21.219,N,72.687,W
9/2/2008,8:44:13,21.217,N,72.692,W
9/2/2008,8:46:13,21.215,N,72.696,W
9/2/2008,8:48:13,21.212,N,72.701,W
9/2/2008,8:50:13,21.21,N,72.706,W
9/2/2008,8:52:12,21.208,N,72.71,W
9/2/2008,8:54:12,21.206,N,72.715,W
9/2/2008,8:56:12,21.204,N,72.719,W
9/2/2008,8:58:12,21.201,N,72.724,W
9/2/2008,9:00:13,21.199,N,72.729,W
9/2/2008,9:02:13,21.197,N,72.733,W
9/2/2008,9:04:13,21.195,N,72.738,W
9/2/2008,9:06:12,21.192,N,72.742,W
9/2/2008,9:08:12,21.19,N,72.746,W
9/2/2008,9:10:12,21.188,N,72.751,W
9/2/2008,9:12:12,21.186,N,72.755,W
9/2/2008,9:14:13,21.184,N,72.76,W
9/2/2008,9:16:13,21.181,N,72.764,W
9/2/2008,9:18:13,21.179,N,72.768,W
9/2/2008,9:20:13,21.177,N,72.772,W
9/2/2008,9:22:12,21.175,N,72.777,W
9/2/2008,9:24:12,21.173,N,72.781,W
9/2/2008,9:26:12,21.17,N,72.785,W
9/2/2008,9:28:12,21.168,N,72.789,W
9/2/2008,9:30:13,21.166,N,72.793,W
9/2/2008,9:32:13,21.164,N,72.798,W
9/2/2008,9:34:13,21.161,N,72.802,W
9/2/2008,9:36:12,21.159,N,72.806,W
9/2/2008,9:38:12,21.157,N,72.81,W
9/2/2008,9:40:12,21.155,N,72.814,W
9/2/2008,9:42:12,21.153,N,72.818,W
9/2/2008,9:44:13,21.15,N,72.822,W
9/2/2008,9:46:13,21.148,N,72.825,W
9/2/2008,9:48:13,21.146,N,72.829,W
9/2/2008,9:50:13,21.144,N,72.833,W
9/2/2008,9:52:12,21.142,N,72.837,W
9/2/2008,9:54:12,21.139,N,72.841,W
9/2/2008,9:56:12,21.137,N,72.844,W
9/2/2008,9:58:12,21.135,N,72.848,W
9/2/2008,10:00:13,21.133,N,72.852,W
9/2/2008,10:02:13,21.13,N,72.855,W
9/2/2008,10:04:13,21.128,N,72.859,W
9/2/2008,10:06:12,21.126,N,72.862,W
9/2/2008,10:08:12,21.124,N,72.866,W
9/2/2008,10:10:12,21.122,N,72.869,W
9/2/2008,10:12:12,21.119,N,72.873,W
9/2/2008,10:14:13,21.117,N,72.876,W
9/2/2008,10:16:13,21.115,N,72.879,W
9/2/2008,10:18:13,21.113,N,72.883,W
9/2/2008,10:20:13,21.111,N,72.886,W
9/2/2008,10:22:12,21.108,N,72.889,W
9/2/2008,10:24:12,21.106,N,72.892,W
9/2/2008,10:26:12,21.104,N,72.896,W
9/2/2008,10:28:12,21.102,N,72.899,W
9/2/2008,10:30:13,21.099,N,72.902,W
9/2/2008,10:32:13,21.097,N,72.905,W
9/2/2008,10:34:13,21.095,N,72.908,W
9/2/2008,10:36:12,21.093,N,72.911,W
9/2/2008,10:38:12,21.091,N,72.914,W
9/2/2008,10:40:12,21.088,N,72.916,W
9/2/2008,10:42:12,21.086,N,72.919,W
9/2/2008,10:44:13,21.084,N,72.922,W
9/2/2008,10:46:13,21.082,N,72.925,W
9/2/2008,10:48:13,21.08,N,72.927,W
9/2/2008,10:50:13,21.077,N,72.93,W
9/2/2008,10:52:12,21.075,N,72.933,W
9/2/2008,10:54:12,21.073,N,72.935,W
9/2/2008,10:56:12,21.071,N,72.938,W
9/2/2008,10:58:12,21.068,N,72.94,W
9/2/2008,11:00:13,21.066,N,72.943,W
9/2/2008,11:02:13,21.064,N,72.945,W
9/2/2008,11:04:13,21.062,N,72.948,W
9/2/2008,11:06:12,21.06,N,72.95,W
9/2/2008,11:08:12,21.057,N,72.952,W
9/2/2008,11:10:12,21.055,N,72.955,W
9/2/2008,11:12:12,21.053,N,72.957,W
9/2/2008,11:14:13,21.051,N,72.959,W
9/2/2008,11:16:13,21.049,N,72.961,W
9/2/2008,11:18:13,21.046,N,72.963,W
9/2/2008,11:20:13,21.044,N,72.966,W
9/2/2008,11:22:12,21.042,N,72.968,W
9/2/2008,11:24:12,21.04,N,72.97,W
9/2/2008,11:26:12,21.037,N,72.972,W
9/2/2008,11:28:12,21.035,N,72.974,W
9/2/2008,11:30:13,21.033,N,72.975,W
9/2/2008,11:32:13,21.031,N,72.977,W
9/2/2008,11:34:13,21.029,N,72.979,W
9/2/2008,11:36:12,21.026,N,72.981,W
9/2/2008,11:38:12,21.024,N,72.983,W
9/2/2008,11:40:12,21.022,N,72.985,W
9/2/2008,11:42:12,21.02,N,72.986,W
9/2/2008,11:44:13,21.018,N,72.988,W
9/2/2008,11:46:13,21.015,N,72.99,W
9/2/2008,11:48:13,21.013,N,72.991,W
9/2/2008,11:50:13,21.011,N,72.993,W
9/2/2008,11:52:12,21.009,N,72.994,W
9/2/2008,11:54:12,21.006,N,72.996,W
9/2/2008,11:56:12,21.004,N,72.997,W
9/2/2008,11:58:12,21.002,N,72.999,W
9/2/2008,12:00:00,21,N,73,W
9/2/2008,12:01:59,20.998,N,73,W
9/2/2008,12:03:59,20.995,N,73,W
9/2/2008,12:05:59,20.993,N,73,W
9/2/2008,12:08:00,20.991,N,72.999,W
9/2/2008,12:10:00,20.988,N,72.999,W
9/2/2008,12:12:00,20.986,N,72.999,W
9/2/2008,12:14:00,20.983,N,72.999,W
9/2/2008,12:15:59,20.981,N,72.999,W
9/2/2008,12:17:59,20.979,N,72.999,W
9/2/2008,12:19:59,20.976,N,72.998,W
9/2/2008,12:21:59,20.974,N,72.998,W
9/2/2008,12:24:00,20.972,N,72.998,W
9/2/2008,12:26:00,20.969,N,72.998,W
9/2/2008,12:28:00,20.967,N,72.998,W
9/2/2008,12:30:00,20.965,N,72.997,W
9/2/2008,12:31:59,20.962,N,72.997,W
9/2/2008,12:33:59,20.96,N,72.997,W
9/2/2008,12:35:59,20.957,N,72.997,W
9/2/2008,12:38:00,20.955,N,72.996,W
9/2/2008,12:40:00,20.953,N,72.996,W
9/2/2008,12:42:00,20.95,N,72.996,W
9/2/2008,12:44:00,20.948,N,72.996,W
9/2/2008,12:45:59,20.946,N,72.995,W
9/2/2008,12:47:59,20.943,N,72.995,W
9/2/2008,12:49:59,20.941,N,72.995,W
9/2/2008,12:51:59,20.939,N,72.995,W
9/2/2008,12:54:00,20.936,N,72.994,W
9/2/2008,12:56:00,20.934,N,72.994,W
9/2/2008,12:58:00,20.932,N,72.994,W
9/2/2008,13:00:00,20.929,N,72.993,W
9/2/2008,13:01:59,20.927,N,72.993,W
9/2/2008,13:03:59,20.925,N,72.993,W
9/2/2008,13:05:59,20.922,N,72.992,W
9/2/2008,13:08:00,20.92,N,72.992,W
9/2/2008,13:10:00,20.918,N,72.992,W
9/2/2008,13:12:00,20.915,N,72.991,W
9/2/2008,13:14:00,20.913,N,72.991,W
9/2/2008,13:15:59,20.911,N,72.991,W
9/2/2008,13:17:59,20.908,N,72.99,W
9/2/2008,13:19:59,20.906,N,72.99,W
9/2/2008,13:21:59,20.904,N,72.99,W
9/2/2008,13:24:00,20.901,N,72.989,W
9/2/2008,13:26:00,20.899,N,72.989,W
9/2/2008,13:28:00,20.897,N,72.989,W
