Track,for,Hanna,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/31/2008,5:54:00,23.093,N,68.479,W
8/31/2008,5:56:00,23.095,N,68.486,W
8/31/2008,5:58:00,23.098,N,68.493,W
8/31/2008,6:00:00,23.1,N,68.5,W
8/31/2008,6:01:59,23.102,N,68.507,W
8/31/2008,6:03:59,23.105,N,68.514,W
8/31/2008,6:05:59,23.107,N,68.521,W
8/31/2008,6:07:59,23.11,N,68.528,W
8/31/2008,6:09:59,23.112,N,68.535,W
8/31/2008,6:11:59,23.114,N,68.541,W
8/31/2008,6:13:59,23.117,N,68.548,W
8/31/2008,6:16:00,23.119,N,68.555,W
8/31/2008,6:18:00,23.122,N,68.562,W
8/31/2008,6:20:00,23.124,N,68.569,W
8/31/2008,6:22:00,23.127,N,68.576,W
8/31/2008,6:24:00,23.129,N,68.583,W
8/31/2008,6:26:00,23.131,N,68.59,W
8/31/2008,6:28:00,23.134,N,68.597,W
8/31/2008,6:30:00,23.136,N,68.604,W
8/31/2008,6:31:59,23.139,N,68.611,W
8/31/2008,6:33:59,23.141,N,68.618,W
8/31/2008,6:35:59,23.143,N,68.624,W
8/31/2008,6:37:59,23.146,N,68.631,W
8/31/2008,6:39:59,23.148,N,68.638,W
8/31/2008,6:41:59,23.151,N,68.645,W
8/31/2008,6:43:59,23.153,N,68.652,W
8/31/2008,6:46:00,23.155,N,68.659,W
8/31/2008,6:48:00,23.158,N,68.666,W
8/31/2008,6:50:00,23.16,N,68.673,W
8/31/2008,6:52:00,23.163,N,68.68,W
8/31/2008,6:54:00,23.165,N,68.687,W
8/31/2008,6:56:00,23.168,N,68.694,W
8/31/2008,6:58:00,23.17,N,68.701,W
8/31/2008,7:00:00,23.172,N,68.708,W
8/31/2008,7:01:59,23.175,N,68.715,W
8/31/2008,7:03:59,23.177,N,68.721,W
8/31/2008,7:05:59,23.18,N,68.728,W
8/31/2008,7:07:59,23.182,N,68.735,W
8/31/2008,7:09:59,23.184,N,68.742,W
8/31/2008,7:11:59,23.187,N,68.749,W
8/31/2008,7:13:59,23.189,N,68.756,W
8/31/2008,7:16:00,23.191,N,68.763,W
8/31/2008,7:18:00,23.194,N,68.77,W
8/31/2008,7:20:00,23.196,N,68.777,W
8/31/2008,7:22:00,23.199,N,68.784,W
8/31/2008,7:24:00,23.201,N,68.791,W
8/31/2008,7:26:00,23.203,N,68.798,W
8/31/2008,7:28:00,23.206,N,68.805,W
8/31/2008,7:30:00,23.208,N,68.812,W
8/31/2008,7:31:59,23.211,N,68.819,W
8/31/2008,7:33:59,23.213,N,68.826,W
8/31/2008,7:35:59,23.215,N,68.833,W
8/31/2008,7:37:59,23.218,N,68.84,W
8/31/2008,7:39:59,23.22,N,68.847,W
8/31/2008,7:41:59,23.222,N,68.854,W
8/31/2008,7:43:59,23.225,N,68.861,W
8/31/2008,7:46:00,23.227,N,68.868,W
8/31/2008,7:48:00,23.23,N,68.875,W
8/31/2008,7:50:00,23.232,N,68.882,W
8/31/2008,7:52:00,23.234,N,68.889,W
8/31/2008,7:54:00,23.237,N,68.896,W
8/31/2008,7:56:00,23.239,N,68.903,W
8/31/2008,7:58:00,23.241,N,68.91,W
8/31/2008,8:00:00,23.244,N,68.917,W
8/31/2008,8:02:00,23.246,N,68.924,W
8/31/2008,8:03:59,23.248,N,68.931,W
8/31/2008,8:06:00,23.251,N,68.938,W
8/31/2008,8:07:59,23.253,N,68.945,W
8/31/2008,8:10:00,23.255,N,68.952,W
8/31/2008,8:11:59,23.258,N,68.959,W
8/31/2008,8:14:00,23.26,N,68.966,W
8/31/2008,8:15:59,23.262,N,68.973,W
8/31/2008,8:18:00,23.265,N,68.98,W
8/31/2008,8:19:59,23.267,N,68.987,W
8/31/2008,8:22:00,23.269,N,68.994,W
8/31/2008,8:23:59,23.272,N,69.001,W
8/31/2008,8:26:00,23.274,N,69.008,W
8/31/2008,8:27:59,23.276,N,69.015,W
8/31/2008,8:30:00,23.279,N,69.022,W
8/31/2008,8:32:00,23.281,N,69.029,W
8/31/2008,8:33:59,23.283,N,69.037,W
8/31/2008,8:36:00,23.286,N,69.044,W
8/31/2008,8:37:59,23.288,N,69.051,W
8/31/2008,8:40:00,23.29,N,69.058,W
8/31/2008,8:41:59,23.293,N,69.065,W
8/31/2008,8:44:00,23.295,N,69.072,W
8/31/2008,8:45:59,23.297,N,69.079,W
8/31/2008,8:48:00,23.299,N,69.086,W
8/31/2008,8:49:59,23.302,N,69.093,W
8/31/2008,8:52:00,23.304,N,69.1,W
8/31/2008,8:53:59,23.306,N,69.108,W
8/31/2008,8:56:00,23.309,N,69.115,W
8/31/2008,8:57:59,23.311,N,69.122,W
8/31/2008,9:00:00,23.313,N,69.129,W
8/31/2008,9:02:00,23.315,N,69.136,W
8/31/2008,9:03:59,23.318,N,69.143,W
8/31/2008,9:06:00,23.32,N,69.15,W
8/31/2008,9:07:59,23.322,N,69.158,W
8/31/2008,9:10:00,23.324,N,69.165,W
8/31/2008,9:11:59,23.327,N,69.172,W
8/31/2008,9:14:00,23.329,N,69.179,W
8/31/2008,9:15:59,23.331,N,69.186,W
8/31/2008,9:18:00,23.333,N,69.194,W
8/31/2008,9:19:59,23.336,N,69.201,W
8/31/2008,9:22:00,23.338,N,69.208,W
8/31/2008,9:23:59,23.34,N,69.215,W
8/31/2008,9:26:00,23.342,N,69.222,W
8/31/2008,9:27:59,23.345,N,69.23,W
8/31/2008,9:30:00,23.347,N,69.237,W
8/31/2008,9:32:00,23.349,N,69.244,W
8/31/2008,9:33:59,23.351,N,69.251,W
8/31/2008,9:36:00,23.353,N,69.258,W
8/31/2008,9:37:59,23.356,N,69.266,W
8/31/2008,9:40:00,23.358,N,69.273,W
8/31/2008,9:41:59,23.36,N,69.28,W
8/31/2008,9:44:00,23.362,N,69.288,W
8/31/2008,9:45:59,23.364,N,69.295,W
8/31/2008,9:48:00,23.367,N,69.302,W
8/31/2008,9:49:59,23.369,N,69.309,W
8/31/2008,9:52:00,23.371,N,69.317,W
8/31/2008,9:53:59,23.373,N,69.324,W
8/31/2008,9:56:00,23.375,N,69.331,W
8/31/2008,9:57:59,23.377,N,69.339,W
8/31/2008,10:00:00,23.38,N,69.346,W
8/31/2008,10:02:00,23.382,N,69.353,W
8/31/2008,10:03:59,23.384,N,69.361,W
8/31/2008,10:06:00,23.386,N,69.368,W
8/31/2008,10:07:59,23.388,N,69.375,W
8/31/2008,10:10:00,23.39,N,69.383,W
8/31/2008,10:11:59,23.392,N,69.39,W
8/31/2008,10:14:00,23.395,N,69.397,W
8/31/2008,10:15:59,23.397,N,69.405,W
8/31/2008,10:18:00,23.399,N,69.412,W
8/31/2008,10:19:59,23.401,N,69.42,W
8/31/2008,10:22:00,23.403,N,69.427,W
8/31/2008,10:23:59,23.405,N,69.434,W
8/31/2008,10:26:00,23.407,N,69.442,W
8/31/2008,10:27:59,23.409,N,69.449,W
8/31/2008,10:30:00,23.411,N,69.457,W
8/31/2008,10:32:00,23.414,N,69.464,W
8/31/2008,10:33:59,23.416,N,69.472,W
8/31/2008,10:36:00,23.418,N,69.479,W
8/31/2008,10:37:59,23.42,N,69.486,W
8/31/2008,10:40:00,23.422,N,69.494,W
8/31/2008,10:41:59,23.424,N,69.501,W
8/31/2008,10:44:00,23.426,N,69.509,W
8/31/2008,10:45:59,23.428,N,69.516,W
8/31/2008,10:48:00,23.43,N,69.524,W
8/31/2008,10:49:59,23.432,N,69.531,W
8/31/2008,10:52:00,23.434,N,69.539,W
8/31/2008,10:53:59,23.436,N,69.546,W
8/31/2008,10:56:00,23.438,N,69.554,W
8/31/2008,10:57:59,23.44,N,69.562,W
8/31/2008,11:00:00,23.442,N,69.569,W
8/31/2008,11:02:00,23.444,N,69.577,W
8/31/2008,11:03:59,23.446,N,69.584,W
8/31/2008,11:06:00,23.448,N,69.592,W
8/31/2008,11:07:59,23.45,N,69.599,W
8/31/2008,11:10:00,23.452,N,69.607,W
8/31/2008,11:11:59,23.454,N,69.615,W
8/31/2008,11:14:00,23.456,N,69.622,W
8/31/2008,11:15:59,23.458,N,69.63,W
8/31/2008,11:18:00,23.46,N,69.637,W
8/31/2008,11:19:59,23.462,N,69.645,W
8/31/2008,11:22:00,23.464,N,69.653,W
8/31/2008,11:23:59,23.466,N,69.66,W
8/31/2008,11:26:00,23.468,N,69.668,W
8/31/2008,11:27:59,23.47,N,69.676,W
8/31/2008,11:30:00,23.472,N,69.683,W
8/31/2008,11:32:00,23.474,N,69.691,W
8/31/2008,11:33:59,23.476,N,69.699,W
8/31/2008,11:36:00,23.478,N,69.707,W
8/31/2008,11:37:59,23.479,N,69.714,W
8/31/2008,11:40:00,23.481,N,69.722,W
8/31/2008,11:41:59,23.483,N,69.73,W
8/31/2008,11:44:00,23.485,N,69.738,W
8/31/2008,11:45:59,23.487,N,69.745,W
8/31/2008,11:48:00,23.489,N,69.753,W
8/31/2008,11:49:59,23.491,N,69.761,W
8/31/2008,11:52:00,23.493,N,69.769,W
8/31/2008,11:53:59,23.494,N,69.777,W
8/31/2008,11:56:00,23.496,N,69.784,W
8/31/2008,11:57:59,23.498,N,69.792,W
8/31/2008,12:00:00,23.5,N,69.8,W
8/31/2008,12:02:00,23.502,N,69.808,W
8/31/2008,12:03:59,23.504,N,69.816,W
8/31/2008,12:06:00,23.505,N,69.824,W
8/31/2008,12:07:59,23.507,N,69.831,W
8/31/2008,12:10:00,23.509,N,69.839,W
8/31/2008,12:11:59,23.511,N,69.847,W
8/31/2008,12:14:00,23.513,N,69.855,W
8/31/2008,12:15:59,23.515,N,69.863,W
8/31/2008,12:18:00,23.516,N,69.871,W
8/31/2008,12:19:59,23.518,N,69.879,W
8/31/2008,12:22:00,23.52,N,69.887,W
8/31/2008,12:23:59,23.522,N,69.895,W
8/31/2008,12:26:00,23.523,N,69.903,W
8/31/2008,12:27:59,23.525,N,69.911,W
8/31/2008,12:30:00,23.527,N,69.919,W
8/31/2008,12:32:00,23.529,N,69.927,W
8/31/2008,12:33:59,23.53,N,69.935,W
8/31/2008,12:36:00,23.532,N,69.943,W
8/31/2008,12:37:59,23.534,N,69.951,W
8/31/2008,12:40:00,23.536,N,69.959,W
8/31/2008,12:41:59,23.537,N,69.967,W
8/31/2008,12:44:00,23.539,N,69.975,W
8/31/2008,12:45:59,23.541,N,69.983,W
8/31/2008,12:48:00,23.542,N,69.991,W
8/31/2008,12:49:59,23.544,N,69.999,W
8/31/2008,12:52:00,23.546,N,70.007,W
8/31/2008,12:53:59,23.547,N,70.015,W
8/31/2008,12:56:00,23.549,N,70.023,W
8/31/2008,12:57:59,23.551,N,70.031,W
8/31/2008,13:00:00,23.553,N,70.039,W
8/31/2008,13:02:00,23.554,N,70.048,W
8/31/2008,13:03:59,23.556,N,70.056,W
8/31/2008,13:06:00,23.558,N,70.064,W
8/31/2008,13:07:59,23.559,N,70.072,W
8/31/2008,13:10:00,23.561,N,70.08,W
8/31/2008,13:11:59,23.562,N,70.088,W
8/31/2008,13:14:00,23.564,N,70.096,W
8/31/2008,13:15:59,23.566,N,70.105,W
8/31/2008,13:18:00,23.567,N,70.113,W
8/31/2008,13:19:59,23.569,N,70.121,W
8/31/2008,13:22:00,23.571,N,70.129,W
8/31/2008,13:23:59,23.572,N,70.137,W
8/31/2008,13:26:00,23.574,N,70.145,W
8/31/2008,13:27:59,23.575,N,70.154,W
8/31/2008,13:30:00,23.577,N,70.162,W
8/31/2008,13:32:00,23.579,N,70.17,W
8/31/2008,13:33:59,23.58,N,70.178,W
8/31/2008,13:36:00,23.582,N,70.187,W
8/31/2008,13:37:59,23.583,N,70.195,W
8/31/2008,13:40:00,23.585,N,70.203,W
8/31/2008,13:41:59,23.587,N,70.211,W
8/31/2008,13:44:00,23.588,N,70.22,W
8/31/2008,13:45:59,23.59,N,70.228,W
8/31/2008,13:48:00,23.591,N,70.236,W
8/31/2008,13:49:59,23.593,N,70.244,W
8/31/2008,13:52:00,23.594,N,70.253,W
8/31/2008,13:53:59,23.596,N,70.261,W
8/31/2008,13:56:00,23.598,N,70.269,W
8/31/2008,13:57:59,23.599,N,70.278,W
8/31/2008,14:00:00,23.601,N,70.286,W
8/31/2008,14:02:00,23.602,N,70.294,W
8/31/2008,14:03:59,23.604,N,70.303,W
8/31/2008,14:06:00,23.605,N,70.311,W
8/31/2008,14:07:59,23.607,N,70.319,W
8/31/2008,14:10:00,23.608,N,70.328,W
8/31/2008,14:11:59,23.61,N,70.336,W
8/31/2008,14:14:00,23.611,N,70.344,W
8/31/2008,14:15:59,23.613,N,70.353,W
8/31/2008,14:18:00,23.614,N,70.361,W
8/31/2008,14:19:59,23.616,N,70.369,W
8/31/2008,14:22:00,23.617,N,70.378,W
8/31/2008,14:23:59,23.619,N,70.386,W
8/31/2008,14:26:00,23.62,N,70.395,W
8/31/2008,14:27:59,23.622,N,70.403,W
8/31/2008,14:30:00,23.623,N,70.411,W
8/31/2008,14:32:00,23.625,N,70.42,W
8/31/2008,14:33:59,23.626,N,70.428,W
8/31/2008,14:36:00,23.628,N,70.437,W
8/31/2008,14:37:59,23.629,N,70.445,W
8/31/2008,14:40:00,23.631,N,70.454,W
8/31/2008,14:41:59,23.632,N,70.462,W
8/31/2008,14:44:00,23.634,N,70.47,W
8/31/2008,14:45:59,23.635,N,70.479,W
8/31/2008,14:48:00,23.636,N,70.487,W
8/31/2008,14:49:59,23.638,N,70.496,W
8/31/2008,14:52:00,23.639,N,70.504,W
8/31/2008,14:53:59,23.641,N,70.513,W
8/31/2008,14:56:00,23.642,N,70.521,W
8/31/2008,14:57:59,23.644,N,70.53,W
8/31/2008,15:00:00,23.645,N,70.538,W
8/31/2008,15:02:00,23.647,N,70.547,W
8/31/2008,15:03:59,23.648,N,70.555,W
8/31/2008,15:06:00,23.649,N,70.564,W
8/31/2008,15:07:59,23.651,N,70.572,W
8/31/2008,15:10:00,23.652,N,70.581,W
8/31/2008,15:11:59,23.654,N,70.589,W
8/31/2008,15:14:00,23.655,N,70.598,W
8/31/2008,15:15:59,23.657,N,70.606,W
8/31/2008,15:18:00,23.658,N,70.615,W
8/31/2008,15:19:59,23.659,N,70.623,W
8/31/2008,15:22:00,23.661,N,70.632,W
8/31/2008,15:23:59,23.662,N,70.64,W
8/31/2008,15:26:00,23.664,N,70.649,W
8/31/2008,15:27:59,23.665,N,70.657,W
8/31/2008,15:30:00,23.666,N,70.666,W
8/31/2008,15:32:00,23.668,N,70.674,W
8/31/2008,15:33:59,23.669,N,70.683,W
8/31/2008,15:36:00,23.671,N,70.692,W
8/31/2008,15:37:59,23.672,N,70.7,W
8/31/2008,15:40:00,23.673,N,70.709,W
8/31/2008,15:41:59,23.675,N,70.717,W
8/31/2008,15:44:00,23.676,N,70.726,W
8/31/2008,15:45:13,23.677,N,70.731,W
8/31/2008,15:47:12,23.675,N,70.735,W
8/31/2008,15:49:13,23.674,N,70.739,W
8/31/2008,15:51:12,23.672,N,70.743,W
8/31/2008,15:53:13,23.67,N,70.747,W
8/31/2008,15:55:12,23.669,N,70.751,W
8/31/2008,15:57:13,23.667,N,70.755,W
8/31/2008,15:59:12,23.665,N,70.76,W
8/31/2008,16:01:12,23.664,N,70.764,W
8/31/2008,16:03:13,23.662,N,70.768,W
8/31/2008,16:05:13,23.66,N,70.772,W
8/31/2008,16:07:12,23.659,N,70.776,W
8/31/2008,16:09:12,23.657,N,70.78,W
8/31/2008,16:11:13,23.655,N,70.784,W
8/31/2008,16:13:13,23.654,N,70.788,W
8/31/2008,16:15:12,23.652,N,70.792,W
8/31/2008,16:17:13,23.65,N,70.796,W
8/31/2008,16:19:13,23.649,N,70.8,W
8/31/2008,16:21:12,23.647,N,70.804,W
8/31/2008,16:23:12,23.645,N,70.808,W
8/31/2008,16:25:13,23.644,N,70.812,W
8/31/2008,16:27:13,23.642,N,70.817,W
8/31/2008,16:29:12,23.64,N,70.821,W
8/31/2008,16:31:12,23.639,N,70.825,W
8/31/2008,16:33:13,23.637,N,70.829,W
8/31/2008,16:35:13,23.635,N,70.833,W
8/31/2008,16:37:12,23.634,N,70.837,W
8/31/2008,16:39:12,23.632,N,70.841,W
8/31/2008,16:41:13,23.63,N,70.845,W
8/31/2008,16:43:13,23.629,N,70.849,W
8/31/2008,16:45:12,23.627,N,70.853,W
8/31/2008,16:47:13,23.625,N,70.857,W
8/31/2008,16:49:13,23.624,N,70.861,W
8/31/2008,16:51:12,23.622,N,70.865,W
8/31/2008,16:53:12,23.62,N,70.87,W
8/31/2008,16:55:13,23.619,N,70.874,W
8/31/2008,16:57:13,23.617,N,70.878,W
8/31/2008,16:59:12,23.615,N,70.882,W
8/31/2008,17:01:12,23.614,N,70.886,W
8/31/2008,17:03:13,23.612,N,70.89,W
8/31/2008,17:05:13,23.61,N,70.894,W
8/31/2008,17:07:12,23.609,N,70.898,W
8/31/2008,17:09:12,23.607,N,70.902,W
8/31/2008,17:11:13,23.605,N,70.906,W
8/31/2008,17:13:13,23.604,N,70.91,W
8/31/2008,17:15:12,23.602,N,70.914,W
8/31/2008,17:17:13,23.6,N,70.918,W
8/31/2008,17:19:13,23.599,N,70.922,W
8/31/2008,17:21:12,23.597,N,70.927,W
8/31/2008,17:23:12,23.595,N,70.931,W
8/31/2008,17:25:13,23.594,N,70.935,W
8/31/2008,17:27:13,23.592,N,70.939,W
8/31/2008,17:29:12,23.59,N,70.943,W
8/31/2008,17:31:12,23.589,N,70.947,W
8/31/2008,17:33:13,23.587,N,70.951,W
8/31/2008,17:35:13,23.585,N,70.955,W
8/31/2008,17:36:39,23.584,N,70.958,W
8/31/2008,17:38:39,23.582,N,70.962,W
8/31/2008,17:40:38,23.581,N,70.966,W
8/31/2008,17:42:38,23.579,N,70.97,W
8/31/2008,17:44:39,23.577,N,70.974,W
8/31/2008,17:46:39,23.576,N,70.978,W
8/31/2008,17:48:38,23.574,N,70.982,W
8/31/2008,17:50:38,23.573,N,70.986,W
8/31/2008,17:52:39,23.571,N,70.99,W
8/31/2008,17:54:39,23.569,N,70.994,W
8/31/2008,17:56:38,23.568,N,70.998,W
8/31/2008,17:58:39,23.566,N,71.003,W
8/31/2008,18:00:39,23.564,N,71.007,W
8/31/2008,18:02:38,23.563,N,71.011,W
8/31/2008,18:04:38,23.561,N,71.015,W
8/31/2008,18:06:39,23.559,N,71.019,W
8/31/2008,18:08:39,23.558,N,71.023,W
8/31/2008,18:10:38,23.556,N,71.027,W
8/31/2008,18:12:38,23.555,N,71.031,W
8/31/2008,18:14:39,23.553,N,71.035,W
8/31/2008,18:16:39,23.551,N,71.039,W
8/31/2008,18:18:38,23.55,N,71.043,W
8/31/2008,18:20:38,23.548,N,71.047,W
8/31/2008,18:22:39,23.547,N,71.051,W
8/31/2008,18:24:39,23.545,N,71.055,W
8/31/2008,18:26:38,23.543,N,71.059,W
8/31/2008,18:28:39,23.542,N,71.063,W
8/31/2008,18:30:39,23.54,N,71.067,W
8/31/2008,18:32:38,23.539,N,71.071,W
8/31/2008,18:34:38,23.537,N,71.075,W
8/31/2008,18:36:39,23.535,N,71.079,W
8/31/2008,18:38:39,23.534,N,71.083,W
8/31/2008,18:40:38,23.532,N,71.087,W
8/31/2008,18:42:38,23.531,N,71.091,W
8/31/2008,18:44:39,23.529,N,71.095,W
8/31/2008,18:46:39,23.527,N,71.099,W
8/31/2008,18:48:38,23.526,N,71.103,W
8/31/2008,18:50:38,23.524,N,71.107,W
8/31/2008,18:52:39,23.523,N,71.111,W
8/31/2008,18:54:39,23.521,N,71.115,W
8/31/2008,18:56:38,23.52,N,71.119,W
8/31/2008,18:58:39,23.518,N,71.123,W
8/31/2008,19:00:39,23.516,N,71.127,W
8/31/2008,19:02:38,23.515,N,71.131,W
8/31/2008,19:04:38,23.513,N,71.135,W
8/31/2008,19:06:39,23.512,N,71.139,W
8/31/2008,19:08:39,23.51,N,71.143,W
8/31/2008,19:10:38,23.509,N,71.147,W
8/31/2008,19:12:38,23.507,N,71.151,W
8/31/2008,19:14:39,23.505,N,71.155,W
8/31/2008,19:16:39,23.504,N,71.159,W
8/31/2008,19:18:38,23.502,N,71.163,W
8/31/2008,19:20:38,23.501,N,71.167,W
8/31/2008,19:22:39,23.499,N,71.171,W
8/31/2008,19:24:39,23.498,N,71.175,W
8/31/2008,19:26:38,23.496,N,71.178,W
8/31/2008,19:28:39,23.495,N,71.182,W
8/31/2008,19:30:39,23.493,N,71.186,W
8/31/2008,19:32:38,23.492,N,71.19,W
8/31/2008,19:34:38,23.49,N,71.194,W
8/31/2008,19:36:39,23.489,N,71.198,W
8/31/2008,19:38:39,23.487,N,71.202,W
8/31/2008,19:40:38,23.485,N,71.206,W
8/31/2008,19:42:38,23.484,N,71.21,W
8/31/2008,19:44:39,23.482,N,71.214,W
8/31/2008,19:46:39,23.481,N,71.218,W
8/31/2008,19:48:38,23.479,N,71.222,W
8/31/2008,19:50:38,23.478,N,71.226,W
8/31/2008,19:52:39,23.476,N,71.23,W
8/31/2008,19:54:39,23.475,N,71.234,W
8/31/2008,19:56:38,23.473,N,71.238,W
8/31/2008,19:58:39,23.472,N,71.241,W
8/31/2008,20:00:39,23.47,N,71.245,W
8/31/2008,20:02:38,23.469,N,71.249,W
8/31/2008,20:04:38,23.467,N,71.253,W
8/31/2008,20:06:39,23.466,N,71.257,W
8/31/2008,20:08:39,23.464,N,71.261,W
8/31/2008,20:10:38,23.463,N,71.265,W
8/31/2008,20:12:38,23.462,N,71.269,W
8/31/2008,20:14:39,23.46,N,71.273,W
8/31/2008,20:16:39,23.459,N,71.277,W
8/31/2008,20:18:38,23.457,N,71.28,W
8/31/2008,20:20:38,23.456,N,71.284,W
8/31/2008,20:22:39,23.454,N,71.288,W
8/31/2008,20:24:39,23.453,N,71.292,W
8/31/2008,20:26:38,23.451,N,71.296,W
8/31/2008,20:28:39,23.45,N,71.3,W
8/31/2008,20:30:39,23.448,N,71.304,W
8/31/2008,20:32:38,23.447,N,71.308,W
8/31/2008,20:34:38,23.446,N,71.311,W
8/31/2008,20:36:39,23.444,N,71.315,W
8/31/2008,20:38:39,23.443,N,71.319,W
8/31/2008,20:40:38,23.441,N,71.323,W
8/31/2008,20:42:38,23.44,N,71.327,W
8/31/2008,20:44:39,23.438,N,71.331,W
8/31/2008,20:46:39,23.437,N,71.335,W
8/31/2008,20:48:38,23.436,N,71.338,W
8/31/2008,20:50:38,23.434,N,71.342,W
8/31/2008,20:52:39,23.433,N,71.346,W
8/31/2008,20:54:39,23.431,N,71.35,W
8/31/2008,20:56:38,23.43,N,71.354,W
8/31/2008,20:58:39,23.429,N,71.358,W
8/31/2008,21:00:39,23.427,N,71.361,W
8/31/2008,21:02:38,23.426,N,71.365,W
8/31/2008,21:04:38,23.424,N,71.369,W
8/31/2008,21:06:39,23.423,N,71.373,W
8/31/2008,21:08:39,23.422,N,71.377,W
8/31/2008,21:10:38,23.42,N,71.38,W
8/31/2008,21:12:38,23.419,N,71.384,W
8/31/2008,21:14:39,23.418,N,71.388,W
8/31/2008,21:16:39,23.416,N,71.392,W
8/31/2008,21:18:38,23.415,N,71.396,W
8/31/2008,21:20:38,23.413,N,71.399,W
8/31/2008,21:22:39,23.412,N,71.403,W
8/31/2008,21:24:39,23.411,N,71.407,W
8/31/2008,21:26:38,23.409,N,71.411,W
8/31/2008,21:28:39,23.408,N,71.415,W
8/31/2008,21:30:39,23.407,N,71.418,W
8/31/2008,21:32:38,23.405,N,71.422,W
8/31/2008,21:34:38,23.404,N,71.426,W
8/31/2008,21:36:39,23.403,N,71.43,W
8/31/2008,21:38:39,23.401,N,71.433,W
8/31/2008,21:40:38,23.4,N,71.437,W
8/31/2008,21:42:38,23.399,N,71.441,W
8/31/2008,21:44:39,23.397,N,71.445,W
8/31/2008,21:46:39,23.396,N,71.448,W
8/31/2008,21:48:38,23.395,N,71.452,W
8/31/2008,21:50:38,23.394,N,71.456,W
8/31/2008,21:52:39,23.392,N,71.46,W
8/31/2008,21:54:39,23.391,N,71.463,W
8/31/2008,21:56:38,23.39,N,71.467,W
8/31/2008,21:58:39,23.388,N,71.471,W
8/31/2008,22:00:39,23.387,N,71.474,W
8/31/2008,22:02:38,23.386,N,71.478,W
8/31/2008,22:04:38,23.385,N,71.482,W
8/31/2008,22:06:39,23.383,N,71.486,W
8/31/2008,22:08:39,23.382,N,71.489,W
8/31/2008,22:10:38,23.381,N,71.493,W
8/31/2008,22:12:38,23.38,N,71.497,W
8/31/2008,22:14:39,23.378,N,71.5,W
8/31/2008,22:16:39,23.377,N,71.504,W
8/31/2008,22:18:38,23.376,N,71.508,W
8/31/2008,22:20:38,23.375,N,71.511,W
8/31/2008,22:22:39,23.374,N,71.515,W
8/31/2008,22:24:39,23.372,N,71.519,W
8/31/2008,22:26:38,23.371,N,71.522,W
8/31/2008,22:28:39,23.37,N,71.526,W
8/31/2008,22:30:39,23.369,N,71.53,W
8/31/2008,22:32:38,23.367,N,71.533,W
8/31/2008,22:34:38,23.366,N,71.537,W
8/31/2008,22:36:39,23.365,N,71.541,W
8/31/2008,22:38:39,23.364,N,71.544,W
8/31/2008,22:40:38,23.363,N,71.548,W
8/31/2008,22:42:38,23.362,N,71.551,W
8/31/2008,22:44:39,23.36,N,71.555,W
8/31/2008,22:46:39,23.359,N,71.559,W
8/31/2008,22:48:38,23.358,N,71.562,W
8/31/2008,22:50:38,23.357,N,71.566,W
8/31/2008,22:52:39,23.356,N,71.569,W
8/31/2008,22:54:39,23.355,N,71.573,W
8/31/2008,22:56:38,23.353,N,71.577,W
8/31/2008,22:58:39,23.352,N,71.58,W
8/31/2008,23:00:39,23.351,N,71.584,W
8/31/2008,23:02:38,23.35,N,71.587,W
8/31/2008,23:04:38,23.349,N,71.591,W
8/31/2008,23:06:39,23.348,N,71.595,W
8/31/2008,23:08:39,23.347,N,71.598,W
8/31/2008,23:10:38,23.346,N,71.602,W
8/31/2008,23:12:38,23.345,N,71.605,W
8/31/2008,23:14:39,23.343,N,71.609,W
8/31/2008,23:16:39,23.342,N,71.612,W
8/31/2008,23:18:38,23.341,N,71.616,W
8/31/2008,23:20:38,23.34,N,71.619,W
8/31/2008,23:22:39,23.339,N,71.623,W
8/31/2008,23:24:39,23.338,N,71.626,W
8/31/2008,23:26:38,23.337,N,71.63,W
8/31/2008,23:28:39,23.336,N,71.633,W
8/31/2008,23:30:39,23.335,N,71.637,W
8/31/2008,23:32:38,23.334,N,71.641,W
8/31/2008,23:34:38,23.333,N,71.644,W
8/31/2008,23:36:39,23.332,N,71.648,W
8/31/2008,23:38:39,23.331,N,71.651,W
8/31/2008,23:40:38,23.33,N,71.654,W
8/31/2008,23:42:38,23.329,N,71.658,W
8/31/2008,23:44:39,23.328,N,71.661,W
8/31/2008,23:46:39,23.327,N,71.665,W
8/31/2008,23:48:38,23.326,N,71.668,W
8/31/2008,23:50:38,23.325,N,71.672,W
8/31/2008,23:52:39,23.324,N,71.675,W
8/31/2008,23:54:39,23.323,N,71.679,W
8/31/2008,23:56:38,23.322,N,71.682,W
8/31/2008,23:58:39,23.321,N,71.686,W
9/1/2008,0:00:39,23.32,N,71.689,W
9/1/2008,0:02:38,23.319,N,71.693,W
9/1/2008,0:04:38,23.318,N,71.696,W
9/1/2008,0:06:39,23.317,N,71.699,W
9/1/2008,0:08:39,23.316,N,71.703,W
9/1/2008,0:10:38,23.315,N,71.706,W
9/1/2008,0:12:38,23.314,N,71.71,W
9/1/2008,0:14:39,23.313,N,71.713,W
9/1/2008,0:16:39,23.312,N,71.716,W
9/1/2008,0:18:38,23.311,N,71.72,W
9/1/2008,0:20:38,23.31,N,71.723,W
9/1/2008,0:22:39,23.31,N,71.727,W
9/1/2008,0:24:39,23.309,N,71.73,W
