Track for Colin                2010
Date       Time (UTC)   Latitude     Longitude
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/07/2010 06:45:07     28.919 N     66.592 W
08/07/2010 06:47:07     28.926 N     66.592 W
08/07/2010 06:49:07     28.933 N     66.592 W
08/07/2010 06:51:06     28.939 N     66.592 W
08/07/2010 06:53:06     28.946 N     66.592 W
08/07/2010 06:55:06     28.952 N     66.593 W
08/07/2010 06:57:07     28.958 N     66.593 W
08/07/2010 06:59:07     28.965 N     66.593 W
08/07/2010 07:01:07     28.971 N     66.592 W
08/07/2010 07:03:07     28.977 N     66.592 W
08/07/2010 07:05:06     28.983 N     66.592 W
08/07/2010 07:07:06     28.990 N     66.592 W
08/07/2010 07:09:06     28.996 N     66.592 W
08/07/2010 07:11:06     29.002 N     66.592 W
08/07/2010 07:13:07     29.008 N     66.592 W
08/07/2010 07:15:07     29.013 N     66.591 W
08/07/2010 07:17:07     29.019 N     66.591 W
08/07/2010 07:19:07     29.025 N     66.591 W
08/07/2010 07:21:06     29.031 N     66.590 W
08/07/2010 07:23:06     29.036 N     66.590 W
08/07/2010 07:25:06     29.042 N     66.590 W
08/07/2010 07:27:07     29.047 N     66.589 W
08/07/2010 07:29:07     29.053 N     66.589 W
08/07/2010 07:31:07     29.058 N     66.588 W
08/07/2010 07:33:07     29.063 N     66.587 W
08/07/2010 07:35:06     29.068 N     66.587 W
08/07/2010 07:37:06     29.074 N     66.586 W
08/07/2010 07:37:18     29.074 N     66.586 W
08/07/2010 07:39:18     29.079 N     66.586 W
08/07/2010 07:41:18     29.085 N     66.585 W
08/07/2010 07:43:18     29.090 N     66.585 W
08/07/2010 07:45:19     29.095 N     66.584 W
08/07/2010 07:47:19     29.101 N     66.584 W
08/07/2010 07:49:19     29.106 N     66.583 W
08/07/2010 07:51:19     29.111 N     66.583 W
08/07/2010 07:53:18     29.116 N     66.582 W
08/07/2010 07:55:18     29.121 N     66.582 W
08/07/2010 07:57:18     29.126 N     66.581 W
08/07/2010 07:59:18     29.131 N     66.580 W
08/07/2010 08:01:19     29.135 N     66.580 W
08/07/2010 08:03:19     29.140 N     66.579 W
08/07/2010 08:05:19     29.145 N     66.578 W
08/07/2010 08:07:18     29.149 N     66.577 W
08/07/2010 08:09:18     29.154 N     66.576 W
08/07/2010 08:11:18     29.158 N     66.575 W
08/07/2010 08:13:18     29.162 N     66.575 W
08/07/2010 08:15:19     29.167 N     66.574 W
08/07/2010 08:17:19     29.171 N     66.573 W
08/07/2010 08:19:19     29.175 N     66.572 W
08/07/2010 08:21:19     29.179 N     66.570 W
08/07/2010 08:23:18     29.183 N     66.569 W
08/07/2010 08:25:18     29.187 N     66.568 W
08/07/2010 08:27:18     29.190 N     66.567 W
08/07/2010 08:29:18     29.194 N     66.566 W
08/07/2010 08:31:19     29.198 N     66.564 W
08/07/2010 08:33:19     29.201 N     66.563 W
08/07/2010 08:35:19     29.205 N     66.562 W
08/07/2010 08:37:18     29.208 N     66.560 W
08/07/2010 08:39:18     29.211 N     66.559 W
08/07/2010 08:41:18     29.214 N     66.557 W
08/07/2010 08:43:18     29.217 N     66.556 W
08/07/2010 08:45:19     29.220 N     66.554 W
08/07/2010 08:47:19     29.223 N     66.553 W
08/07/2010 08:49:19     29.226 N     66.551 W
08/07/2010 08:51:19     29.229 N     66.549 W
08/07/2010 08:53:18     29.231 N     66.548 W
08/07/2010 08:55:18     29.234 N     66.546 W
08/07/2010 08:57:18     29.236 N     66.544 W
08/07/2010 08:59:18     29.239 N     66.542 W
08/07/2010 09:01:19     29.241 N     66.540 W
08/07/2010 09:03:19     29.243 N     66.538 W
08/07/2010 09:05:19     29.245 N     66.536 W
08/07/2010 09:07:18     29.247 N     66.534 W
08/07/2010 09:09:18     29.248 N     66.532 W
08/07/2010 09:11:18     29.250 N     66.529 W
08/07/2010 09:13:18     29.252 N     66.527 W
08/07/2010 09:15:19     29.253 N     66.525 W
08/07/2010 09:17:19     29.254 N     66.522 W
08/07/2010 09:19:19     29.256 N     66.520 W
08/07/2010 09:21:19     29.257 N     66.517 W
08/07/2010 09:23:18     29.258 N     66.515 W
08/07/2010 09:25:18     29.259 N     66.512 W
08/07/2010 09:27:18     29.259 N     66.510 W
08/07/2010 09:29:18     29.260 N     66.507 W
08/07/2010 09:31:19     29.261 N     66.504 W
08/07/2010 09:33:19     29.261 N     66.501 W
08/07/2010 09:35:19     29.261 N     66.498 W
08/07/2010 09:37:18     29.262 N     66.495 W
08/07/2010 09:39:18     29.262 N     66.492 W
08/07/2010 09:41:18     29.262 N     66.489 W
08/07/2010 09:43:18     29.262 N     66.486 W
08/07/2010 09:45:19     29.261 N     66.483 W
08/07/2010 09:47:19     29.261 N     66.480 W
08/07/2010 09:49:19     29.261 N     66.477 W
08/07/2010 09:51:19     29.260 N     66.473 W
08/07/2010 09:53:18     29.260 N     66.470 W
08/07/2010 09:55:18     29.259 N     66.467 W
08/07/2010 09:57:18     29.258 N     66.463 W
08/07/2010 09:59:18     29.257 N     66.460 W
08/07/2010 10:01:19     29.256 N     66.456 W
08/07/2010 10:03:19     29.255 N     66.453 W
08/07/2010 10:05:19     29.254 N     66.449 W
08/07/2010 10:07:18     29.253 N     66.446 W
08/07/2010 10:09:18     29.251 N     66.442 W
08/07/2010 10:11:18     29.250 N     66.438 W
08/07/2010 10:13:18     29.249 N     66.434 W
08/07/2010 10:15:19     29.247 N     66.431 W
08/07/2010 10:17:19     29.245 N     66.427 W
08/07/2010 10:19:19     29.244 N     66.423 W
08/07/2010 10:21:19     29.242 N     66.419 W
08/07/2010 10:23:18     29.240 N     66.415 W
08/07/2010 10:25:18     29.238 N     66.411 W
08/07/2010 10:27:18     29.236 N     66.407 W
08/07/2010 10:29:18     29.234 N     66.403 W
08/07/2010 10:31:19     29.232 N     66.399 W
08/07/2010 10:33:19     29.230 N     66.395 W
08/07/2010 10:35:19     29.228 N     66.391 W
08/07/2010 10:37:18     29.225 N     66.387 W
08/07/2010 10:39:18     29.223 N     66.382 W
08/07/2010 10:41:18     29.221 N     66.378 W
08/07/2010 10:43:18     29.218 N     66.374 W
08/07/2010 10:45:19     29.216 N     66.370 W
08/07/2010 10:47:19     29.213 N     66.365 W
08/07/2010 10:49:19     29.211 N     66.361 W
08/07/2010 10:51:19     29.208 N     66.357 W
08/07/2010 10:53:18     29.205 N     66.352 W
08/07/2010 10:55:18     29.202 N     66.348 W
08/07/2010 10:57:18     29.200 N     66.344 W
08/07/2010 10:59:18     29.197 N     66.339 W
08/07/2010 11:01:19     29.194 N     66.335 W
08/07/2010 11:03:19     29.191 N     66.330 W
08/07/2010 11:05:19     29.188 N     66.326 W
08/07/2010 11:07:18     29.185 N     66.321 W
08/07/2010 11:09:18     29.182 N     66.317 W
08/07/2010 11:11:18     29.179 N     66.312 W
08/07/2010 11:13:18     29.176 N     66.308 W
08/07/2010 11:15:19     29.173 N     66.303 W
08/07/2010 11:17:19     29.170 N     66.299 W
08/07/2010 11:19:19     29.167 N     66.294 W
08/07/2010 11:21:19     29.163 N     66.290 W
08/07/2010 11:23:18     29.160 N     66.285 W
08/07/2010 11:25:18     29.157 N     66.280 W
08/07/2010 11:27:18     29.154 N     66.276 W
08/07/2010 11:29:18     29.151 N     66.271 W
08/07/2010 11:31:19     29.147 N     66.266 W
08/07/2010 11:33:19     29.144 N     66.262 W
08/07/2010 11:35:19     29.141 N     66.257 W
08/07/2010 11:37:18     29.137 N     66.253 W
08/07/2010 11:39:18     29.134 N     66.248 W
08/07/2010 11:41:18     29.131 N     66.243 W
08/07/2010 11:43:18     29.128 N     66.239 W
08/07/2010 11:45:19     29.124 N     66.234 W
08/07/2010 11:47:19     29.121 N     66.229 W
08/07/2010 11:49:19     29.118 N     66.225 W
08/07/2010 11:51:19     29.114 N     66.220 W
08/07/2010 11:53:18     29.111 N     66.215 W
08/07/2010 11:55:18     29.108 N     66.211 W
08/07/2010 11:57:18     29.104 N     66.206 W
08/07/2010 11:59:18     29.101 N     66.202 W
08/07/2010 12:00:00     29.100 N     66.200 W
08/07/2010 12:01:59     29.095 N     66.196 W
08/07/2010 12:03:59     29.090 N     66.193 W
08/07/2010 12:05:59     29.085 N     66.189 W
08/07/2010 12:08:00     29.080 N     66.186 W
08/07/2010 12:10:00     29.075 N     66.182 W
08/07/2010 12:12:00     29.070 N     66.178 W
08/07/2010 12:14:00     29.065 N     66.175 W
08/07/2010 12:15:59     29.060 N     66.171 W
08/07/2010 12:17:59     29.055 N     66.167 W
08/07/2010 12:19:59     29.050 N     66.164 W
08/07/2010 12:21:59     29.045 N     66.160 W
08/07/2010 12:24:00     29.040 N     66.156 W
08/07/2010 12:26:00     29.035 N     66.153 W
08/07/2010 12:28:00     29.030 N     66.149 W
08/07/2010 12:30:00     29.024 N     66.145 W
08/07/2010 12:31:59     29.019 N     66.142 W
08/07/2010 12:33:59     29.014 N     66.138 W
08/07/2010 12:35:59     29.009 N     66.134 W
08/07/2010 12:38:00     29.004 N     66.131 W
08/07/2010 12:40:00     28.999 N     66.127 W
08/07/2010 12:42:00     28.993 N     66.123 W
08/07/2010 12:44:00     28.988 N     66.120 W
08/07/2010 12:45:59     28.983 N     66.116 W
08/07/2010 12:47:59     28.978 N     66.112 W
08/07/2010 12:49:59     28.973 N     66.108 W
08/07/2010 12:51:59     28.968 N     66.105 W
08/07/2010 12:54:00     28.963 N     66.101 W
08/07/2010 12:56:00     28.958 N     66.097 W
08/07/2010 12:58:00     28.953 N     66.094 W
08/07/2010 13:00:00     28.948 N     66.090 W
08/07/2010 13:01:59     28.943 N     66.086 W
08/07/2010 13:03:59     28.938 N     66.082 W
08/07/2010 13:05:59     28.933 N     66.079 W
08/07/2010 13:08:00     28.928 N     66.075 W
08/07/2010 13:10:00     28.923 N     66.071 W
08/07/2010 13:12:00     28.918 N     66.068 W
08/07/2010 13:14:00     28.914 N     66.064 W
08/07/2010 13:15:59     28.909 N     66.060 W
08/07/2010 13:17:59     28.905 N     66.056 W
08/07/2010 13:19:59     28.900 N     66.053 W
08/07/2010 13:21:59     28.896 N     66.049 W
08/07/2010 13:24:00     28.891 N     66.045 W
08/07/2010 13:26:00     28.887 N     66.042 W
08/07/2010 13:28:00     28.883 N     66.038 W
08/07/2010 13:30:00     28.878 N     66.034 W
08/07/2010 13:31:59     28.874 N     66.031 W
08/07/2010 13:33:59     28.870 N     66.027 W
08/07/2010 13:35:59     28.866 N     66.023 W
08/07/2010 13:38:00     28.862 N     66.019 W
08/07/2010 13:40:00     28.858 N     66.016 W
08/07/2010 13:42:00     28.855 N     66.012 W
08/07/2010 13:44:00     28.851 N     66.008 W
08/07/2010 13:45:59     28.848 N     66.005 W
08/07/2010 13:47:59     28.844 N     66.001 W
08/07/2010 13:49:59     28.841 N     65.997 W
08/07/2010 13:51:59     28.838 N     65.994 W
08/07/2010 13:54:00     28.834 N     65.990 W
08/07/2010 13:56:00     28.831 N     65.987 W
08/07/2010 13:58:00     28.828 N     65.983 W
08/07/2010 14:00:00     28.826 N     65.979 W
08/07/2010 14:01:59     28.823 N     65.976 W
08/07/2010 14:03:59     28.820 N     65.972 W
08/07/2010 14:05:59     28.818 N     65.968 W
08/07/2010 14:08:00     28.815 N     65.965 W
08/07/2010 14:10:00     28.813 N     65.961 W
08/07/2010 14:12:00     28.811 N     65.958 W
08/07/2010 14:14:00     28.809 N     65.954 W
08/07/2010 14:15:59     28.807 N     65.951 W
08/07/2010 14:17:59     28.806 N     65.947 W
08/07/2010 14:19:59     28.804 N     65.943 W
08/07/2010 14:21:59     28.802 N     65.940 W
08/07/2010 14:24:00     28.801 N     65.936 W
08/07/2010 14:26:00     28.800 N     65.933 W
08/07/2010 14:28:00     28.799 N     65.929 W
08/07/2010 14:30:00     28.798 N     65.926 W
08/07/2010 14:31:59     28.797 N     65.922 W
08/07/2010 14:33:59     28.797 N     65.919 W
08/07/2010 14:35:59     28.796 N     65.915 W
08/07/2010 14:38:00     28.796 N     65.912 W
08/07/2010 14:40:00     28.796 N     65.908 W
08/07/2010 14:42:00     28.796 N     65.905 W
08/07/2010 14:44:00     28.796 N     65.902 W
08/07/2010 14:45:59     28.797 N     65.898 W
08/07/2010 14:47:59     28.797 N     65.895 W
08/07/2010 14:49:59     28.798 N     65.891 W
08/07/2010 14:51:59     28.799 N     65.888 W
08/07/2010 14:54:00     28.800 N     65.885 W
08/07/2010 14:56:00     28.801 N     65.881 W
08/07/2010 14:58:00     28.803 N     65.878 W
08/07/2010 15:00:00     28.804 N     65.875 W
08/07/2010 15:01:59     28.806 N     65.871 W
08/07/2010 15:03:59     28.808 N     65.868 W
08/07/2010 15:05:59     28.809 N     65.865 W
08/07/2010 15:08:00     28.812 N     65.861 W
08/07/2010 15:10:00     28.814 N     65.858 W
08/07/2010 15:12:00     28.816 N     65.855 W
08/07/2010 15:14:00     28.819 N     65.852 W
08/07/2010 15:15:59     28.821 N     65.848 W
08/07/2010 15:17:59     28.824 N     65.845 W
08/07/2010 15:19:59     28.827 N     65.842 W
08/07/2010 15:21:59     28.830 N     65.839 W
08/07/2010 15:24:00     28.833 N     65.835 W
08/07/2010 15:26:00     28.836 N     65.832 W
08/07/2010 15:28:00     28.840 N     65.829 W
08/07/2010 15:30:00     28.843 N     65.826 W
08/07/2010 15:31:59     28.847 N     65.823 W
08/07/2010 15:33:59     28.851 N     65.819 W
08/07/2010 15:35:59     28.855 N     65.816 W
08/07/2010 15:38:00     28.859 N     65.813 W
08/07/2010 15:40:00     28.863 N     65.810 W
08/07/2010 15:42:00     28.867 N     65.807 W
08/07/2010 15:44:00     28.872 N     65.804 W
08/07/2010 15:45:59     28.876 N     65.801 W
08/07/2010 15:47:59     28.881 N     65.798 W
08/07/2010 15:49:59     28.886 N     65.794 W
08/07/2010 15:51:59     28.890 N     65.791 W
08/07/2010 15:54:00     28.895 N     65.788 W
08/07/2010 15:56:00     28.900 N     65.785 W
08/07/2010 15:58:00     28.906 N     65.782 W
08/07/2010 16:00:00     28.911 N     65.779 W
08/07/2010 16:01:59     28.916 N     65.776 W
08/07/2010 16:03:59     28.922 N     65.773 W
08/07/2010 16:05:59     28.927 N     65.770 W
08/07/2010 16:07:59     28.933 N     65.767 W
08/07/2010 16:09:59     28.939 N     65.764 W
08/07/2010 16:11:59     28.944 N     65.761 W
08/07/2010 16:13:59     28.950 N     65.758 W
08/07/2010 16:16:00     28.956 N     65.755 W
08/07/2010 16:18:00     28.963 N     65.752 W
08/07/2010 16:19:06     28.966 N     65.750 W
08/07/2010 16:21:06     28.976 N     65.746 W
08/07/2010 16:23:06     28.985 N     65.742 W
08/07/2010 16:25:06     28.994 N     65.739 W
08/07/2010 16:27:06     29.004 N     65.735 W
08/07/2010 16:29:06     29.013 N     65.731 W
08/07/2010 16:31:06     29.022 N     65.727 W
08/07/2010 16:33:05     29.031 N     65.724 W
08/07/2010 16:35:05     29.041 N     65.720 W
08/07/2010 16:37:05     29.050 N     65.716 W
08/07/2010 16:39:05     29.059 N     65.713 W
08/07/2010 16:41:05     29.068 N     65.709 W
08/07/2010 16:43:05     29.076 N     65.706 W
08/07/2010 16:45:05     29.085 N     65.702 W
08/07/2010 16:47:06     29.094 N     65.699 W
08/07/2010 16:49:06     29.103 N     65.696 W
08/07/2010 16:51:06     29.111 N     65.692 W
08/07/2010 16:53:06     29.120 N     65.689 W
08/07/2010 16:55:06     29.129 N     65.686 W
08/07/2010 16:57:06     29.137 N     65.682 W
08/07/2010 16:59:06     29.145 N     65.679 W
08/07/2010 17:01:06     29.154 N     65.676 W
08/07/2010 17:03:05     29.162 N     65.673 W
08/07/2010 17:05:05     29.170 N     65.670 W
08/07/2010 17:07:05     29.178 N     65.666 W
08/07/2010 17:09:05     29.187 N     65.663 W
08/07/2010 17:11:05     29.195 N     65.660 W
08/07/2010 17:13:05     29.202 N     65.657 W
08/07/2010 17:15:05     29.210 N     65.655 W
08/07/2010 17:17:06     29.218 N     65.652 W
08/07/2010 17:19:06     29.226 N     65.649 W
08/07/2010 17:21:06     29.234 N     65.646 W
08/07/2010 17:23:06     29.241 N     65.643 W
08/07/2010 17:25:06     29.249 N     65.640 W
08/07/2010 17:27:06     29.256 N     65.638 W
08/07/2010 17:29:06     29.264 N     65.635 W
08/07/2010 17:31:06     29.271 N     65.632 W
08/07/2010 17:33:05     29.279 N     65.630 W
08/07/2010 17:35:05     29.286 N     65.627 W
08/07/2010 17:37:05     29.293 N     65.625 W
08/07/2010 17:39:05     29.300 N     65.622 W
08/07/2010 17:41:05     29.307 N     65.620 W
08/07/2010 17:43:05     29.314 N     65.617 W
08/07/2010 17:45:05     29.321 N     65.615 W
08/07/2010 17:47:06     29.328 N     65.613 W
08/07/2010 17:49:06     29.334 N     65.611 W
08/07/2010 17:51:06     29.341 N     65.608 W
08/07/2010 17:53:06     29.348 N     65.606 W
08/07/2010 17:55:06     29.354 N     65.604 W
08/07/2010 17:57:06     29.361 N     65.602 W
08/07/2010 17:59:06     29.367 N     65.600 W
08/07/2010 18:01:06     29.373 N     65.598 W
08/07/2010 18:03:05     29.380 N     65.596 W
08/07/2010 18:05:05     29.386 N     65.594 W
08/07/2010 18:07:05     29.392 N     65.592 W
08/07/2010 18:09:05     29.398 N     65.590 W
08/07/2010 18:11:05     29.404 N     65.588 W
08/07/2010 18:13:05     29.410 N     65.587 W
08/07/2010 18:15:05     29.415 N     65.585 W
08/07/2010 18:17:06     29.421 N     65.583 W
08/07/2010 18:19:06     29.427 N     65.582 W
08/07/2010 18:21:06     29.432 N     65.580 W
08/07/2010 18:23:06     29.438 N     65.579 W
08/07/2010 18:25:06     29.443 N     65.577 W
08/07/2010 18:27:06     29.449 N     65.576 W
08/07/2010 18:29:06     29.454 N     65.574 W
08/07/2010 18:31:06     29.459 N     65.573 W
08/07/2010 18:33:05     29.464 N     65.571 W
08/07/2010 18:35:05     29.469 N     65.570 W
08/07/2010 18:37:05     29.474 N     65.569 W
08/07/2010 18:39:05     29.479 N     65.568 W
08/07/2010 18:41:05     29.484 N     65.566 W
08/07/2010 18:43:05     29.489 N     65.565 W
08/07/2010 18:45:05     29.494 N     65.564 W
08/07/2010 18:47:06     29.499 N     65.563 W
08/07/2010 18:49:06     29.503 N     65.562 W
08/07/2010 18:51:06     29.508 N     65.561 W
08/07/2010 18:53:06     29.512 N     65.560 W
08/07/2010 18:55:06     29.517 N     65.559 W
08/07/2010 18:57:06     29.521 N     65.558 W
08/07/2010 18:59:06     29.525 N     65.557 W
08/07/2010 19:01:06     29.530 N     65.556 W
08/07/2010 19:03:05     29.534 N     65.556 W
08/07/2010 19:05:05     29.538 N     65.555 W
08/07/2010 19:07:05     29.542 N     65.554 W
08/07/2010 19:09:05     29.546 N     65.553 W
08/07/2010 19:11:05     29.550 N     65.553 W
08/07/2010 19:13:05     29.554 N     65.552 W
08/07/2010 19:15:05     29.558 N     65.552 W
08/07/2010 19:17:06     29.561 N     65.551 W
08/07/2010 19:19:06     29.565 N     65.550 W
08/07/2010 19:21:06     29.569 N     65.550 W
08/07/2010 19:23:06     29.572 N     65.550 W
08/07/2010 19:25:06     29.576 N     65.549 W
08/07/2010 19:27:06     29.579 N     65.549 W
08/07/2010 19:29:06     29.583 N     65.548 W
08/07/2010 19:31:06     29.586 N     65.548 W
08/07/2010 19:33:05     29.590 N     65.548 W
08/07/2010 19:35:05     29.593 N     65.548 W
08/07/2010 19:37:05     29.596 N     65.547 W
08/07/2010 19:39:05     29.599 N     65.547 W
08/07/2010 19:41:05     29.602 N     65.547 W
08/07/2010 19:43:05     29.605 N     65.547 W
08/07/2010 19:45:05     29.608 N     65.547 W
08/07/2010 19:47:06     29.611 N     65.547 W
08/07/2010 19:49:06     29.614 N     65.547 W
08/07/2010 19:51:06     29.617 N     65.547 W
08/07/2010 19:53:06     29.620 N     65.547 W
08/07/2010 19:55:06     29.622 N     65.547 W
08/07/2010 19:57:06     29.625 N     65.547 W
08/07/2010 19:59:06     29.628 N     65.547 W
08/07/2010 20:01:06     29.630 N     65.547 W
08/07/2010 20:03:05     29.633 N     65.547 W
08/07/2010 20:05:05     29.635 N     65.547 W
08/07/2010 20:07:05     29.638 N     65.548 W
08/07/2010 20:09:05     29.640 N     65.548 W
08/07/2010 20:11:05     29.642 N     65.548 W
08/07/2010 20:13:05     29.645 N     65.548 W
08/07/2010 20:15:05     29.647 N     65.549 W
08/07/2010 20:17:06     29.649 N     65.549 W
08/07/2010 20:19:06     29.651 N     65.549 W
08/07/2010 20:21:06     29.653 N     65.550 W
08/07/2010 20:23:06     29.655 N     65.550 W
08/07/2010 20:25:06     29.657 N     65.551 W
08/07/2010 20:27:06     29.659 N     65.551 W
08/07/2010 20:29:06     29.661 N     65.552 W
08/07/2010 20:31:06     29.663 N     65.552 W
08/07/2010 20:33:05     29.665 N     65.553 W
08/07/2010 20:35:05     29.667 N     65.553 W
08/07/2010 20:37:05     29.669 N     65.554 W
08/07/2010 20:39:05     29.670 N     65.555 W
08/07/2010 20:41:05     29.672 N     65.555 W
08/07/2010 20:43:05     29.674 N     65.556 W
08/07/2010 20:45:05     29.675 N     65.557 W
08/07/2010 20:47:06     29.677 N     65.557 W
08/07/2010 20:49:06     29.678 N     65.558 W
08/07/2010 20:51:06     29.680 N     65.559 W
08/07/2010 20:53:06     29.681 N     65.560 W
08/07/2010 20:55:06     29.683 N     65.561 W
08/07/2010 20:57:06     29.684 N     65.561 W
08/07/2010 20:59:06     29.685 N     65.562 W
08/07/2010 21:01:06     29.686 N     65.563 W
08/07/2010 21:03:05     29.688 N     65.564 W
08/07/2010 21:05:05     29.689 N     65.565 W
08/07/2010 21:07:05     29.690 N     65.566 W
08/07/2010 21:09:05     29.691 N     65.567 W
08/07/2010 21:11:05     29.692 N     65.568 W
08/07/2010 21:13:05     29.693 N     65.569 W
08/07/2010 21:15:05     29.694 N     65.570 W
08/07/2010 21:17:06     29.695 N     65.571 W
08/07/2010 21:19:06     29.696 N     65.572 W
08/07/2010 21:21:06     29.697 N     65.573 W
08/07/2010 21:23:06     29.698 N     65.574 W
08/07/2010 21:25:06     29.699 N     65.575 W
08/07/2010 21:27:06     29.700 N     65.576 W
08/07/2010 21:29:06     29.701 N     65.578 W
08/07/2010 21:31:06     29.701 N     65.579 W
08/07/2010 21:33:05     29.702 N     65.580 W
08/07/2010 21:35:05     29.703 N     65.581 W
08/07/2010 21:37:05     29.703 N     65.582 W
08/07/2010 21:39:05     29.704 N     65.584 W
08/07/2010 21:41:05     29.705 N     65.585 W
08/07/2010 21:43:05     29.705 N     65.586 W
08/07/2010 21:45:05     29.706 N     65.588 W
08/07/2010 21:47:06     29.706 N     65.589 W
08/07/2010 21:49:06     29.707 N     65.590 W
08/07/2010 21:51:06     29.707 N     65.592 W
08/07/2010 21:53:06     29.708 N     65.593 W
08/07/2010 21:55:06     29.708 N     65.594 W
08/07/2010 21:57:06     29.709 N     65.596 W
08/07/2010 21:59:06     29.709 N     65.597 W
08/07/2010 22:01:06     29.709 N     65.598 W
08/07/2010 22:03:05     29.710 N     65.600 W
08/07/2010 22:05:05     29.710 N     65.601 W
08/07/2010 22:07:05     29.710 N     65.603 W
08/07/2010 22:09:05     29.710 N     65.604 W
08/07/2010 22:11:05     29.711 N     65.606 W
08/07/2010 22:13:05     29.711 N     65.607 W
08/07/2010 22:15:05     29.711 N     65.609 W
08/07/2010 22:17:06     29.711 N     65.610 W
08/07/2010 22:19:06     29.711 N     65.612 W
08/07/2010 22:21:06     29.711 N     65.613 W
08/07/2010 22:23:06     29.712 N     65.615 W
08/07/2010 22:25:06     29.712 N     65.617 W
08/07/2010 22:27:06     29.712 N     65.618 W
08/07/2010 22:29:06     29.712 N     65.620 W
08/07/2010 22:31:06     29.712 N     65.621 W
08/07/2010 22:33:05     29.712 N     65.623 W
08/07/2010 22:35:05     29.712 N     65.625 W
08/07/2010 22:37:05     29.712 N     65.626 W
08/07/2010 22:39:05     29.712 N     65.628 W
08/07/2010 22:41:05     29.712 N     65.630 W
08/07/2010 22:43:05     29.711 N     65.631 W
08/07/2010 22:45:05     29.711 N     65.633 W
08/07/2010 22:47:06     29.711 N     65.635 W
08/07/2010 22:49:06     29.711 N     65.636 W
08/07/2010 22:51:06     29.711 N     65.638 W
08/07/2010 22:53:06     29.711 N     65.640 W
08/07/2010 22:55:06     29.711 N     65.641 W
08/07/2010 22:57:06     29.710 N     65.643 W
08/07/2010 22:59:06     29.710 N     65.645 W
08/07/2010 23:01:06     29.710 N     65.647 W
08/07/2010 23:03:05     29.710 N     65.648 W
08/07/2010 23:05:05     29.710 N     65.650 W
08/07/2010 23:07:05     29.709 N     65.652 W
08/07/2010 23:09:05     29.709 N     65.654 W
08/07/2010 23:11:05     29.709 N     65.655 W
08/07/2010 23:13:05     29.708 N     65.657 W
08/07/2010 23:15:05     29.708 N     65.659 W
08/07/2010 23:17:06     29.708 N     65.661 W
08/07/2010 23:19:06     29.708 N     65.663 W
08/07/2010 23:21:06     29.707 N     65.664 W
08/07/2010 23:23:06     29.707 N     65.666 W
08/07/2010 23:25:06     29.707 N     65.668 W
08/07/2010 23:27:06     29.706 N     65.670 W
08/07/2010 23:29:06     29.706 N     65.672 W
08/07/2010 23:31:06     29.706 N     65.673 W
08/07/2010 23:33:05     29.705 N     65.675 W
08/07/2010 23:35:05     29.705 N     65.677 W
08/07/2010 23:37:05     29.704 N     65.679 W
08/07/2010 23:39:05     29.704 N     65.681 W
08/07/2010 23:41:05     29.704 N     65.683 W
08/07/2010 23:43:05     29.703 N     65.684 W
08/07/2010 23:45:05     29.703 N     65.686 W
08/07/2010 23:47:06     29.703 N     65.688 W
08/07/2010 23:49:06     29.702 N     65.690 W
08/07/2010 23:51:06     29.702 N     65.692 W
08/07/2010 23:53:06     29.701 N     65.694 W
08/07/2010 23:55:06     29.701 N     65.695 W
08/07/2010 23:57:06     29.701 N     65.697 W
08/07/2010 23:59:06     29.700 N     65.699 W
