Track,for,Gaston,2004,,
8/28/2004,9:10:00,30.863,N,78.355,W
8/28/2004,9:11:59,30.865,N,78.357,W
8/28/2004,9:14:00,30.867,N,78.358,W
8/28/2004,9:15:59,30.868,N,78.36,W
8/28/2004,9:18:00,30.87,N,78.362,W
8/28/2004,9:19:59,30.872,N,78.363,W
8/28/2004,9:22:00,30.873,N,78.365,W
8/28/2004,9:23:59,30.875,N,78.367,W
8/28/2004,9:26:00,30.877,N,78.368,W
8/28/2004,9:27:59,30.878,N,78.37,W
8/28/2004,9:30:00,30.88,N,78.372,W
8/28/2004,9:32:00,30.882,N,78.373,W
8/28/2004,9:33:59,30.883,N,78.375,W
8/28/2004,9:36:00,30.885,N,78.377,W
8/28/2004,9:37:59,30.887,N,78.378,W
8/28/2004,9:40:00,30.888,N,78.38,W
8/28/2004,9:41:59,30.89,N,78.382,W
8/28/2004,9:44:00,30.892,N,78.383,W
8/28/2004,9:45:59,30.893,N,78.385,W
8/28/2004,9:48:00,30.895,N,78.387,W
8/28/2004,9:49:59,30.897,N,78.388,W
8/28/2004,9:52:00,30.898,N,78.39,W
8/28/2004,9:53:59,30.9,N,78.392,W
8/28/2004,9:56:00,30.902,N,78.393,W
8/28/2004,9:57:59,30.903,N,78.395,W
8/28/2004,10:00:00,30.905,N,78.397,W
8/28/2004,10:02:00,30.906,N,78.399,W
8/28/2004,10:03:59,30.908,N,78.4,W
8/28/2004,10:06:00,30.91,N,78.402,W
8/28/2004,10:07:59,30.911,N,78.404,W
8/28/2004,10:10:00,30.913,N,78.405,W
8/28/2004,10:11:59,30.915,N,78.407,W
8/28/2004,10:14:00,30.916,N,78.409,W
8/28/2004,10:15:59,30.918,N,78.41,W
8/28/2004,10:18:00,30.92,N,78.412,W
8/28/2004,10:19:59,30.921,N,78.414,W
8/28/2004,10:22:00,30.923,N,78.415,W
8/28/2004,10:23:59,30.924,N,78.417,W
8/28/2004,10:26:00,30.926,N,78.419,W
8/28/2004,10:27:59,30.928,N,78.42,W
8/28/2004,10:30:00,30.929,N,78.422,W
8/28/2004,10:32:00,30.931,N,78.424,W
8/28/2004,10:33:59,30.933,N,78.426,W
8/28/2004,10:36:00,30.934,N,78.427,W
8/28/2004,10:37:59,30.936,N,78.429,W
8/28/2004,10:40:00,30.937,N,78.431,W
8/28/2004,10:41:59,30.939,N,78.432,W
8/28/2004,10:44:00,30.941,N,78.434,W
8/28/2004,10:45:59,30.942,N,78.436,W
8/28/2004,10:48:00,30.944,N,78.438,W
8/28/2004,10:49:59,30.945,N,78.439,W
8/28/2004,10:52:00,30.947,N,78.441,W
8/28/2004,10:53:59,30.949,N,78.443,W
8/28/2004,10:56:00,30.95,N,78.444,W
8/28/2004,10:57:59,30.952,N,78.446,W
8/28/2004,11:00:00,30.953,N,78.448,W
8/28/2004,11:02:00,30.955,N,78.45,W
8/28/2004,11:03:59,30.956,N,78.451,W
8/28/2004,11:06:00,30.958,N,78.453,W
8/28/2004,11:07:59,30.96,N,78.455,W
8/28/2004,11:10:00,30.961,N,78.456,W
8/28/2004,11:11:59,30.963,N,78.458,W
8/28/2004,11:14:00,30.964,N,78.46,W
8/28/2004,11:15:59,30.966,N,78.462,W
8/28/2004,11:18:00,30.968,N,78.463,W
8/28/2004,11:19:59,30.969,N,78.465,W
8/28/2004,11:22:00,30.971,N,78.467,W
8/28/2004,11:23:59,30.972,N,78.469,W
8/28/2004,11:26:00,30.974,N,78.47,W
8/28/2004,11:27:59,30.975,N,78.472,W
8/28/2004,11:30:00,30.977,N,78.474,W
8/28/2004,11:32:00,30.978,N,78.475,W
8/28/2004,11:33:59,30.98,N,78.477,W
8/28/2004,11:36:00,30.982,N,78.479,W
8/28/2004,11:37:59,30.983,N,78.481,W
8/28/2004,11:40:00,30.985,N,78.482,W
8/28/2004,11:41:59,30.986,N,78.484,W
8/28/2004,11:44:00,30.988,N,78.486,W
8/28/2004,11:45:59,30.989,N,78.488,W
8/28/2004,11:48:00,30.991,N,78.489,W
8/28/2004,11:49:59,30.992,N,78.491,W
8/28/2004,11:52:00,30.994,N,78.493,W
8/28/2004,11:53:59,30.995,N,78.495,W
8/28/2004,11:56:00,30.997,N,78.496,W
8/28/2004,11:57:59,30.998,N,78.498,W
8/28/2004,12:00:00,31,N,78.5,W
8/28/2004,12:02:00,31.002,N,78.502,W
8/28/2004,12:03:59,31.003,N,78.504,W
8/28/2004,12:06:00,31.005,N,78.505,W
8/28/2004,12:07:59,31.006,N,78.507,W
8/28/2004,12:10:00,31.008,N,78.509,W
8/28/2004,12:11:59,31.009,N,78.511,W
8/28/2004,12:14:00,31.011,N,78.512,W
8/28/2004,12:15:59,31.012,N,78.514,W
8/28/2004,12:18:00,31.014,N,78.516,W
8/28/2004,12:19:59,31.015,N,78.518,W
8/28/2004,12:22:00,31.017,N,78.519,W
8/28/2004,12:23:59,31.018,N,78.521,W
8/28/2004,12:26:00,31.02,N,78.523,W
8/28/2004,12:27:59,31.021,N,78.525,W
8/28/2004,12:30:00,31.023,N,78.527,W
8/28/2004,12:32:00,31.024,N,78.528,W
8/28/2004,12:33:59,31.025,N,78.53,W
8/28/2004,12:36:00,31.027,N,78.532,W
8/28/2004,12:37:59,31.028,N,78.534,W
8/28/2004,12:40:00,31.03,N,78.536,W
8/28/2004,12:41:59,31.031,N,78.537,W
8/28/2004,12:44:00,31.033,N,78.539,W
8/28/2004,12:45:59,31.034,N,78.541,W
8/28/2004,12:48:00,31.036,N,78.543,W
8/28/2004,12:49:59,31.037,N,78.545,W
8/28/2004,12:52:00,31.039,N,78.546,W
8/28/2004,12:53:59,31.04,N,78.548,W
8/28/2004,12:56:00,31.042,N,78.55,W
8/28/2004,12:57:59,31.043,N,78.552,W
8/28/2004,13:00:00,31.044,N,78.554,W
8/28/2004,13:02:00,31.046,N,78.555,W
8/28/2004,13:03:59,31.047,N,78.557,W
8/28/2004,13:06:00,31.049,N,78.559,W
8/28/2004,13:07:59,31.05,N,78.561,W
8/28/2004,13:10:00,31.052,N,78.563,W
8/28/2004,13:11:59,31.053,N,78.565,W
8/28/2004,13:14:00,31.055,N,78.566,W
8/28/2004,13:15:59,31.056,N,78.568,W
8/28/2004,13:18:00,31.057,N,78.57,W
8/28/2004,13:19:59,31.059,N,78.572,W
8/28/2004,13:22:00,31.06,N,78.574,W
8/28/2004,13:23:59,31.062,N,78.575,W
8/28/2004,13:26:00,31.063,N,78.577,W
8/28/2004,13:27:59,31.064,N,78.579,W
8/28/2004,13:30:00,31.066,N,78.581,W
8/28/2004,13:32:00,31.067,N,78.583,W
8/28/2004,13:33:59,31.069,N,78.585,W
8/28/2004,13:36:00,31.07,N,78.587,W
8/28/2004,13:37:59,31.071,N,78.588,W
8/28/2004,13:40:00,31.073,N,78.59,W
8/28/2004,13:41:59,31.074,N,78.592,W
8/28/2004,13:44:00,31.076,N,78.594,W
8/28/2004,13:45:59,31.077,N,78.596,W
8/28/2004,13:48:00,31.078,N,78.598,W
8/28/2004,13:49:59,31.08,N,78.6,W
8/28/2004,13:52:00,31.081,N,78.601,W
8/28/2004,13:53:59,31.082,N,78.603,W
8/28/2004,13:56:00,31.084,N,78.605,W
8/28/2004,13:57:59,31.085,N,78.607,W
8/28/2004,14:00:00,31.086,N,78.609,W
8/28/2004,14:02:00,31.088,N,78.611,W
8/28/2004,14:03:59,31.089,N,78.613,W
8/28/2004,14:06:00,31.091,N,78.614,W
8/28/2004,14:07:59,31.092,N,78.616,W
8/28/2004,14:10:00,31.093,N,78.618,W
8/28/2004,14:11:59,31.095,N,78.62,W
8/28/2004,14:14:00,31.096,N,78.622,W
8/28/2004,14:15:59,31.097,N,78.624,W
8/28/2004,14:18:00,31.099,N,78.626,W
8/28/2004,14:19:59,31.1,N,78.628,W
8/28/2004,14:22:00,31.101,N,78.63,W
8/28/2004,14:23:59,31.103,N,78.631,W
8/28/2004,14:26:00,31.104,N,78.633,W
8/28/2004,14:27:59,31.105,N,78.635,W
8/28/2004,14:30:00,31.106,N,78.637,W
8/28/2004,14:32:00,31.108,N,78.639,W
8/28/2004,14:33:59,31.109,N,78.641,W
8/28/2004,14:36:00,31.11,N,78.643,W
8/28/2004,14:37:59,31.112,N,78.645,W
8/28/2004,14:40:00,31.113,N,78.647,W
8/28/2004,14:41:59,31.114,N,78.649,W
8/28/2004,14:44:00,31.116,N,78.65,W
8/28/2004,14:45:59,31.117,N,78.652,W
8/28/2004,14:48:00,31.118,N,78.654,W
8/28/2004,14:49:59,31.12,N,78.656,W
8/28/2004,14:52:00,31.121,N,78.658,W
8/28/2004,14:53:59,31.122,N,78.66,W
8/28/2004,14:56:00,31.123,N,78.662,W
8/28/2004,14:57:59,31.125,N,78.664,W
8/28/2004,15:00:00,31.126,N,78.666,W
8/28/2004,15:02:00,31.127,N,78.668,W
8/28/2004,15:03:59,31.128,N,78.67,W
8/28/2004,15:06:00,31.13,N,78.672,W
8/28/2004,15:07:59,31.131,N,78.673,W
8/28/2004,15:10:00,31.132,N,78.675,W
8/28/2004,15:11:59,31.134,N,78.677,W
8/28/2004,15:14:00,31.135,N,78.679,W
8/28/2004,15:15:59,31.136,N,78.681,W
8/28/2004,15:18:00,31.137,N,78.683,W
8/28/2004,15:19:59,31.139,N,78.685,W
8/28/2004,15:22:00,31.14,N,78.687,W
8/28/2004,15:23:59,31.141,N,78.689,W
8/28/2004,15:26:00,31.142,N,78.691,W
8/28/2004,15:27:59,31.144,N,78.693,W
8/28/2004,15:30:00,31.145,N,78.695,W
8/28/2004,15:32:00,31.146,N,78.697,W
8/28/2004,15:33:59,31.147,N,78.699,W
8/28/2004,15:36:00,31.149,N,78.701,W
8/28/2004,15:37:59,31.15,N,78.702,W
8/28/2004,15:40:00,31.151,N,78.704,W
8/28/2004,15:41:59,31.152,N,78.706,W
8/28/2004,15:44:00,31.154,N,78.708,W
8/28/2004,15:45:59,31.155,N,78.71,W
8/28/2004,15:48:00,31.156,N,78.712,W
8/28/2004,15:49:59,31.157,N,78.714,W
8/28/2004,15:52:00,31.158,N,78.716,W
8/28/2004,15:53:59,31.16,N,78.718,W
8/28/2004,15:56:00,31.161,N,78.72,W
8/28/2004,15:57:59,31.162,N,78.722,W
8/28/2004,16:00:00,31.163,N,78.724,W
8/28/2004,16:01:59,31.164,N,78.726,W
8/28/2004,16:04:00,31.166,N,78.728,W
8/28/2004,16:06:00,31.167,N,78.73,W
8/28/2004,16:07:59,31.168,N,78.732,W
8/28/2004,16:09:59,31.169,N,78.734,W
8/28/2004,16:12:00,31.171,N,78.736,W
8/28/2004,16:14:00,31.172,N,78.738,W
8/28/2004,16:15:59,31.173,N,78.74,W
8/28/2004,16:17:59,31.174,N,78.742,W
8/28/2004,16:20:00,31.175,N,78.744,W
8/28/2004,16:22:00,31.177,N,78.746,W
8/28/2004,16:23:59,31.178,N,78.748,W
8/28/2004,16:25:59,31.179,N,78.75,W
8/28/2004,16:28:00,31.18,N,78.752,W
8/28/2004,16:30:00,31.181,N,78.754,W
8/28/2004,16:31:59,31.182,N,78.756,W
8/28/2004,16:34:00,31.184,N,78.758,W
8/28/2004,16:36:00,31.185,N,78.76,W
8/28/2004,16:37:59,31.186,N,78.762,W
8/28/2004,16:39:59,31.187,N,78.764,W
8/28/2004,16:42:00,31.188,N,78.766,W
8/28/2004,16:44:00,31.19,N,78.767,W
8/28/2004,16:45:59,31.191,N,78.769,W
8/28/2004,16:47:59,31.192,N,78.771,W
8/28/2004,16:50:00,31.193,N,78.773,W
8/28/2004,16:52:00,31.194,N,78.775,W
8/28/2004,16:53:59,31.195,N,78.777,W
8/28/2004,16:55:59,31.197,N,78.779,W
8/28/2004,16:58:00,31.198,N,78.781,W
8/28/2004,17:00:00,31.199,N,78.783,W
8/28/2004,17:01:59,31.2,N,78.785,W
8/28/2004,17:04:00,31.201,N,78.787,W
8/28/2004,17:06:00,31.202,N,78.789,W
8/28/2004,17:07:59,31.203,N,78.791,W
8/28/2004,17:09:59,31.205,N,78.793,W
8/28/2004,17:12:00,31.206,N,78.795,W
8/28/2004,17:14:00,31.207,N,78.797,W
8/28/2004,17:15:59,31.208,N,78.799,W
8/28/2004,17:17:59,31.209,N,78.801,W
8/28/2004,17:20:00,31.21,N,78.803,W
8/28/2004,17:22:00,31.212,N,78.805,W
8/28/2004,17:23:59,31.213,N,78.807,W
8/28/2004,17:25:59,31.214,N,78.809,W
8/28/2004,17:28:00,31.215,N,78.812,W
8/28/2004,17:30:00,31.216,N,78.814,W
8/28/2004,17:31:59,31.217,N,78.816,W
8/28/2004,17:34:00,31.218,N,78.818,W
8/28/2004,17:36:00,31.22,N,78.82,W
8/28/2004,17:37:59,31.221,N,78.822,W
8/28/2004,17:39:59,31.222,N,78.824,W
8/28/2004,17:42:00,31.223,N,78.826,W
8/28/2004,17:44:00,31.224,N,78.828,W
8/28/2004,17:45:59,31.225,N,78.83,W
8/28/2004,17:47:59,31.226,N,78.832,W
8/28/2004,17:50:00,31.227,N,78.834,W
8/28/2004,17:52:00,31.229,N,78.836,W
8/28/2004,17:53:59,31.23,N,78.838,W
8/28/2004,17:55:59,31.231,N,78.84,W
8/28/2004,17:58:00,31.232,N,78.842,W
8/28/2004,18:00:00,31.233,N,78.844,W
8/28/2004,18:01:59,31.234,N,78.846,W
8/28/2004,18:04:00,31.235,N,78.848,W
8/28/2004,18:06:00,31.236,N,78.85,W
8/28/2004,18:07:59,31.238,N,78.852,W
8/28/2004,18:09:59,31.239,N,78.854,W
8/28/2004,18:12:00,31.24,N,78.856,W
8/28/2004,18:14:00,31.241,N,78.858,W
8/28/2004,18:15:59,31.242,N,78.86,W
8/28/2004,18:17:59,31.243,N,78.862,W
8/28/2004,18:20:00,31.244,N,78.864,W
8/28/2004,18:22:00,31.245,N,78.866,W
8/28/2004,18:23:59,31.246,N,78.868,W
8/28/2004,18:25:59,31.248,N,78.87,W
8/28/2004,18:28:00,31.249,N,78.872,W
8/28/2004,18:30:00,31.25,N,78.874,W
8/28/2004,18:31:59,31.251,N,78.876,W
8/28/2004,18:34:00,31.252,N,78.878,W
8/28/2004,18:36:00,31.253,N,78.88,W
8/28/2004,18:37:59,31.254,N,78.882,W
8/28/2004,18:39:59,31.255,N,78.884,W
8/28/2004,18:42:00,31.256,N,78.886,W
8/28/2004,18:44:00,31.257,N,78.888,W
8/28/2004,18:45:59,31.259,N,78.891,W
8/28/2004,18:47:59,31.26,N,78.893,W
8/28/2004,18:50:00,31.261,N,78.895,W
8/28/2004,18:52:00,31.262,N,78.897,W
8/28/2004,18:52:22,31.262,N,78.897,W
8/28/2004,18:54:21,31.264,N,78.898,W
8/28/2004,18:56:21,31.266,N,78.898,W
8/28/2004,18:58:22,31.267,N,78.899,W
8/28/2004,19:00:22,31.269,N,78.899,W
8/28/2004,19:02:21,31.271,N,78.9,W
8/28/2004,19:04:22,31.273,N,78.901,W
8/28/2004,19:06:22,31.274,N,78.901,W
8/28/2004,19:08:21,31.276,N,78.902,W
8/28/2004,19:10:21,31.278,N,78.903,W
8/28/2004,19:12:22,31.279,N,78.903,W
8/28/2004,19:14:22,31.281,N,78.904,W
8/28/2004,19:16:21,31.283,N,78.905,W
8/28/2004,19:18:21,31.285,N,78.906,W
8/28/2004,19:20:22,31.286,N,78.906,W
8/28/2004,19:22:22,31.288,N,78.907,W
8/28/2004,19:24:21,31.29,N,78.908,W
8/28/2004,19:26:21,31.292,N,78.909,W
8/28/2004,19:28:22,31.293,N,78.91,W
8/28/2004,19:30:22,31.295,N,78.91,W
8/28/2004,19:32:21,31.297,N,78.911,W
8/28/2004,19:34:22,31.298,N,78.912,W
8/28/2004,19:36:22,31.3,N,78.913,W
8/28/2004,19:38:21,31.302,N,78.914,W
8/28/2004,19:40:21,31.303,N,78.915,W
8/28/2004,19:42:22,31.305,N,78.916,W
8/28/2004,19:44:22,31.307,N,78.917,W
8/28/2004,19:46:21,31.309,N,78.918,W
8/28/2004,19:48:21,31.31,N,78.919,W
8/28/2004,19:50:22,31.312,N,78.92,W
8/28/2004,19:52:22,31.314,N,78.921,W
8/28/2004,19:54:21,31.315,N,78.922,W
8/28/2004,19:56:21,31.317,N,78.923,W
8/28/2004,19:58:22,31.319,N,78.924,W
8/28/2004,20:00:22,31.32,N,78.925,W
8/28/2004,20:02:21,31.322,N,78.926,W
8/28/2004,20:04:22,31.324,N,78.927,W
8/28/2004,20:06:22,31.325,N,78.928,W
8/28/2004,20:08:21,31.327,N,78.929,W
8/28/2004,20:10:21,31.329,N,78.93,W
8/28/2004,20:12:22,31.33,N,78.931,W
8/28/2004,20:14:22,31.332,N,78.932,W
8/28/2004,20:16:21,31.334,N,78.933,W
8/28/2004,20:18:21,31.335,N,78.935,W
8/28/2004,20:20:22,31.337,N,78.936,W
8/28/2004,20:22:22,31.339,N,78.937,W
8/28/2004,20:24:21,31.34,N,78.938,W
8/28/2004,20:26:21,31.342,N,78.939,W
8/28/2004,20:28:22,31.344,N,78.94,W
8/28/2004,20:30:22,31.345,N,78.942,W
8/28/2004,20:32:21,31.347,N,78.943,W
8/28/2004,20:34:22,31.349,N,78.944,W
8/28/2004,20:36:22,31.35,N,78.945,W
8/28/2004,20:38:21,31.352,N,78.947,W
8/28/2004,20:40:21,31.354,N,78.948,W
8/28/2004,20:42:22,31.355,N,78.949,W
8/28/2004,20:44:22,31.357,N,78.95,W
8/28/2004,20:46:21,31.359,N,78.952,W
8/28/2004,20:48:21,31.36,N,78.953,W
8/28/2004,20:50:22,31.362,N,78.954,W
8/28/2004,20:51:41,31.363,N,78.955,W
8/28/2004,20:53:42,31.365,N,78.956,W
8/28/2004,20:55:41,31.366,N,78.958,W
8/28/2004,20:57:41,31.368,N,78.959,W
8/28/2004,20:59:42,31.37,N,78.96,W
8/28/2004,21:01:42,31.371,N,78.962,W
8/28/2004,21:03:41,31.373,N,78.963,W
8/28/2004,21:05:41,31.374,N,78.965,W
8/28/2004,21:07:42,31.376,N,78.966,W
8/28/2004,21:09:42,31.378,N,78.967,W
8/28/2004,21:11:41,31.379,N,78.969,W
8/28/2004,21:13:41,31.381,N,78.97,W
8/28/2004,21:15:42,31.383,N,78.972,W
8/28/2004,21:17:42,31.384,N,78.973,W
8/28/2004,21:19:41,31.386,N,78.974,W
8/28/2004,21:21:41,31.387,N,78.976,W
8/28/2004,21:23:42,31.389,N,78.977,W
8/28/2004,21:25:41,31.391,N,78.979,W
8/28/2004,21:27:41,31.392,N,78.98,W
8/28/2004,21:29:42,31.394,N,78.982,W
8/28/2004,21:31:42,31.395,N,78.983,W
8/28/2004,21:33:41,31.397,N,78.985,W
8/28/2004,21:35:41,31.399,N,78.986,W
8/28/2004,21:37:42,31.4,N,78.988,W
8/28/2004,21:39:42,31.402,N,78.989,W
8/28/2004,21:41:41,31.404,N,78.99,W
8/28/2004,21:43:41,31.405,N,78.992,W
8/28/2004,21:45:42,31.407,N,78.993,W
8/28/2004,21:47:42,31.408,N,78.995,W
8/28/2004,21:49:41,31.41,N,78.996,W
8/28/2004,21:51:41,31.412,N,78.998,W
8/28/2004,21:53:42,31.413,N,78.999,W
8/28/2004,21:55:41,31.415,N,79.001,W
8/28/2004,21:57:41,31.416,N,79.002,W
8/28/2004,21:59:42,31.418,N,79.004,W
8/28/2004,22:01:42,31.42,N,79.005,W
8/28/2004,22:03:41,31.421,N,79.006,W
8/28/2004,22:05:41,31.423,N,79.008,W
8/28/2004,22:07:42,31.425,N,79.009,W
8/28/2004,22:09:42,31.426,N,79.011,W
8/28/2004,22:11:41,31.428,N,79.012,W
8/28/2004,22:13:41,31.429,N,79.014,W
8/28/2004,22:15:42,31.431,N,79.015,W
8/28/2004,22:17:42,31.433,N,79.016,W
8/28/2004,22:19:41,31.434,N,79.018,W
8/28/2004,22:21:41,31.436,N,79.019,W
8/28/2004,22:23:42,31.438,N,79.02,W
8/28/2004,22:25:41,31.439,N,79.022,W
8/28/2004,22:27:41,31.441,N,79.023,W
8/28/2004,22:29:01,31.442,N,79.024,W
8/28/2004,22:31:01,31.444,N,79.025,W
8/28/2004,22:33:00,31.445,N,79.027,W
8/28/2004,22:35:00,31.447,N,79.028,W
8/28/2004,22:37:01,31.449,N,79.029,W
8/28/2004,22:39:01,31.45,N,79.031,W
8/28/2004,22:41:00,31.452,N,79.032,W
8/28/2004,22:43:00,31.453,N,79.033,W
8/28/2004,22:45:01,31.455,N,79.035,W
8/28/2004,22:47:01,31.457,N,79.036,W
8/28/2004,22:49:00,31.458,N,79.037,W
8/28/2004,22:51:00,31.46,N,79.038,W
8/28/2004,22:53:01,31.462,N,79.04,W
8/28/2004,22:55:01,31.463,N,79.041,W
8/28/2004,22:57:00,31.465,N,79.042,W
8/28/2004,22:59:01,31.467,N,79.043,W
8/28/2004,23:01:01,31.468,N,79.045,W
8/28/2004,23:03:00,31.47,N,79.046,W
8/28/2004,23:05:00,31.472,N,79.047,W
8/28/2004,23:07:01,31.473,N,79.048,W
8/28/2004,23:09:01,31.475,N,79.05,W
8/28/2004,23:11:00,31.477,N,79.051,W
8/28/2004,23:13:00,31.478,N,79.052,W
8/28/2004,23:15:01,31.48,N,79.053,W
8/28/2004,23:17:01,31.482,N,79.054,W
8/28/2004,23:19:00,31.483,N,79.056,W
8/28/2004,23:21:00,31.485,N,79.057,W
8/28/2004,23:23:01,31.487,N,79.058,W
8/28/2004,23:25:01,31.488,N,79.059,W
8/28/2004,23:27:00,31.49,N,79.06,W
8/28/2004,23:29:01,31.492,N,79.061,W
8/28/2004,23:31:01,31.493,N,79.063,W
8/28/2004,23:33:00,31.495,N,79.064,W
8/28/2004,23:35:00,31.497,N,79.065,W
8/28/2004,23:37:01,31.498,N,79.066,W
8/28/2004,23:39:01,31.5,N,79.067,W
8/28/2004,23:41:00,31.502,N,79.068,W
8/28/2004,23:43:00,31.503,N,79.069,W
8/28/2004,23:45:01,31.505,N,79.07,W
8/28/2004,23:47:01,31.507,N,79.071,W
8/28/2004,23:49:00,31.508,N,79.072,W
8/28/2004,23:51:00,31.51,N,79.073,W
8/28/2004,23:53:01,31.512,N,79.075,W
8/28/2004,23:55:01,31.514,N,79.076,W
8/28/2004,23:57:00,31.515,N,79.077,W
8/28/2004,23:59:01,31.517,N,79.078,W
8/29/2004,0:01:01,31.519,N,79.079,W
8/29/2004,0:03:00,31.52,N,79.08,W
8/29/2004,0:03:49,31.521,N,79.08,W
8/29/2004,0:05:49,31.523,N,79.081,W
8/29/2004,0:07:48,31.525,N,79.082,W
8/29/2004,0:09:48,31.526,N,79.084,W
8/29/2004,0:11:49,31.528,N,79.085,W
8/29/2004,0:13:49,31.53,N,79.086,W
8/29/2004,0:15:48,31.532,N,79.088,W
8/29/2004,0:17:48,31.534,N,79.089,W
8/29/2004,0:19:49,31.536,N,79.09,W
