Track,for,Fay,2014,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/12/2014,3:26:08,30.973,N,65,W
10/12/2014,3:28:08,30.982,N,64.998,W
10/12/2014,3:30:08,30.991,N,64.996,W
10/12/2014,3:32:08,31,N,64.995,W
10/12/2014,3:34:09,31.009,N,64.993,W
10/12/2014,3:36:09,31.018,N,64.991,W
10/12/2014,3:38:09,31.027,N,64.989,W
10/12/2014,3:40:08,31.036,N,64.988,W
10/12/2014,3:42:08,31.045,N,64.986,W
10/12/2014,3:44:08,31.054,N,64.985,W
10/12/2014,3:46:08,31.063,N,64.983,W
10/12/2014,3:48:09,31.072,N,64.981,W
10/12/2014,3:50:09,31.081,N,64.98,W
10/12/2014,3:52:09,31.09,N,64.978,W
10/12/2014,3:54:09,31.1,N,64.977,W
10/12/2014,3:56:08,31.109,N,64.975,W
10/12/2014,3:58:08,31.118,N,64.974,W
10/12/2014,4:00:08,31.127,N,64.972,W
10/12/2014,4:02:08,31.137,N,64.971,W
10/12/2014,4:04:09,31.146,N,64.969,W
10/12/2014,4:06:09,31.155,N,64.968,W
10/12/2014,4:08:09,31.164,N,64.966,W
10/12/2014,4:10:08,31.174,N,64.965,W
10/12/2014,4:12:08,31.183,N,64.963,W
10/12/2014,4:14:08,31.192,N,64.962,W
10/12/2014,4:16:08,31.202,N,64.961,W
10/12/2014,4:18:09,31.211,N,64.959,W
10/12/2014,4:20:09,31.22,N,64.958,W
10/12/2014,4:22:09,31.23,N,64.956,W
10/12/2014,4:24:09,31.239,N,64.955,W
10/12/2014,4:26:08,31.249,N,64.954,W
10/12/2014,4:28:08,31.258,N,64.952,W
10/12/2014,4:30:08,31.267,N,64.951,W
10/12/2014,4:32:08,31.277,N,64.95,W
10/12/2014,4:34:09,31.286,N,64.949,W
10/12/2014,4:36:09,31.296,N,64.947,W
10/12/2014,4:38:09,31.305,N,64.946,W
10/12/2014,4:40:08,31.315,N,64.945,W
10/12/2014,4:42:08,31.324,N,64.943,W
10/12/2014,4:44:08,31.334,N,64.942,W
10/12/2014,4:46:08,31.343,N,64.941,W
10/12/2014,4:48:09,31.353,N,64.94,W
10/12/2014,4:50:09,31.362,N,64.939,W
10/12/2014,4:52:09,31.372,N,64.937,W
10/12/2014,4:54:09,31.382,N,64.936,W
10/12/2014,4:56:08,31.391,N,64.935,W
10/12/2014,4:58:08,31.401,N,64.934,W
10/12/2014,5:00:08,31.41,N,64.933,W
10/12/2014,5:02:08,31.42,N,64.932,W
10/12/2014,5:04:09,31.43,N,64.93,W
10/12/2014,5:06:09,31.439,N,64.929,W
10/12/2014,5:08:09,31.449,N,64.928,W
10/12/2014,5:10:08,31.458,N,64.927,W
10/12/2014,5:12:08,31.468,N,64.926,W
10/12/2014,5:14:08,31.478,N,64.925,W
10/12/2014,5:16:08,31.487,N,64.924,W
10/12/2014,5:18:09,31.497,N,64.922,W
10/12/2014,5:20:09,31.507,N,64.921,W
10/12/2014,5:22:09,31.516,N,64.92,W
10/12/2014,5:24:09,31.526,N,64.919,W
10/12/2014,5:26:08,31.536,N,64.918,W
10/12/2014,5:28:08,31.545,N,64.917,W
10/12/2014,5:30:08,31.555,N,64.916,W
10/12/2014,5:32:08,31.565,N,64.915,W
10/12/2014,5:34:09,31.574,N,64.914,W
10/12/2014,5:36:09,31.584,N,64.913,W
10/12/2014,5:38:09,31.594,N,64.912,W
10/12/2014,5:40:08,31.604,N,64.911,W
10/12/2014,5:42:08,31.613,N,64.909,W
10/12/2014,5:44:08,31.623,N,64.908,W
10/12/2014,5:46:08,31.633,N,64.907,W
10/12/2014,5:48:09,31.642,N,64.906,W
10/12/2014,5:50:09,31.652,N,64.905,W
10/12/2014,5:52:09,31.662,N,64.904,W
10/12/2014,5:54:09,31.672,N,64.903,W
10/12/2014,5:56:08,31.681,N,64.902,W
10/12/2014,5:58:08,31.691,N,64.901,W
