Track,for,Sandy,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/26/2012,9:26:41,26.127,N,76.756,W
10/26/2012,9:28:41,26.129,N,76.756,W
10/26/2012,9:30:41,26.13,N,76.757,W
10/26/2012,9:32:41,26.132,N,76.758,W
10/26/2012,9:34:41,26.133,N,76.758,W
10/26/2012,9:36:41,26.135,N,76.759,W
10/26/2012,9:38:41,26.136,N,76.76,W
10/26/2012,9:40:42,26.138,N,76.761,W
10/26/2012,9:42:42,26.14,N,76.762,W
10/26/2012,9:44:42,26.141,N,76.762,W
10/26/2012,9:46:42,26.143,N,76.763,W
10/26/2012,9:48:42,26.145,N,76.764,W
10/26/2012,9:50:42,26.147,N,76.765,W
10/26/2012,9:52:42,26.149,N,76.766,W
10/26/2012,9:54:42,26.151,N,76.767,W
10/26/2012,9:56:41,26.153,N,76.768,W
10/26/2012,9:58:41,26.155,N,76.769,W
10/26/2012,10:00:41,26.157,N,76.77,W
10/26/2012,10:02:41,26.159,N,76.771,W
10/26/2012,10:04:41,26.161,N,76.772,W
10/26/2012,10:06:41,26.163,N,76.773,W
10/26/2012,10:08:41,26.166,N,76.775,W
10/26/2012,10:10:42,26.168,N,76.776,W
10/26/2012,10:12:42,26.17,N,76.777,W
10/26/2012,10:14:42,26.173,N,76.778,W
10/26/2012,10:16:42,26.175,N,76.78,W
10/26/2012,10:18:42,26.178,N,76.781,W
10/26/2012,10:20:42,26.18,N,76.782,W
10/26/2012,10:22:42,26.183,N,76.784,W
10/26/2012,10:24:42,26.185,N,76.785,W
10/26/2012,10:26:41,26.188,N,76.786,W
10/26/2012,10:28:41,26.191,N,76.788,W
10/26/2012,10:30:41,26.193,N,76.789,W
10/26/2012,10:32:41,26.196,N,76.791,W
10/26/2012,10:34:41,26.199,N,76.792,W
10/26/2012,10:36:41,26.202,N,76.794,W
10/26/2012,10:38:41,26.205,N,76.795,W
10/26/2012,10:40:42,26.207,N,76.797,W
10/26/2012,10:42:42,26.21,N,76.798,W
10/26/2012,10:44:42,26.213,N,76.8,W
10/26/2012,10:46:42,26.216,N,76.801,W
10/26/2012,10:48:42,26.219,N,76.803,W
10/26/2012,10:50:42,26.222,N,76.804,W
10/26/2012,10:52:37,26.225,N,76.806,W
10/26/2012,10:54:37,26.228,N,76.808,W
10/26/2012,10:56:37,26.231,N,76.809,W
10/26/2012,10:58:36,26.234,N,76.811,W
10/26/2012,11:00:36,26.237,N,76.812,W
10/26/2012,11:02:36,26.239,N,76.814,W
10/26/2012,11:04:36,26.243,N,76.816,W
10/26/2012,11:06:36,26.246,N,76.818,W
10/26/2012,11:08:36,26.249,N,76.819,W
10/26/2012,11:10:36,26.252,N,76.821,W
10/26/2012,11:12:37,26.255,N,76.823,W
10/26/2012,11:14:37,26.258,N,76.825,W
10/26/2012,11:16:37,26.261,N,76.827,W
10/26/2012,11:18:37,26.265,N,76.829,W
10/26/2012,11:20:37,26.268,N,76.831,W
10/26/2012,11:22:37,26.271,N,76.833,W
10/26/2012,11:24:37,26.275,N,76.835,W
10/26/2012,11:26:37,26.278,N,76.837,W
10/26/2012,11:28:36,26.282,N,76.839,W
10/26/2012,11:30:36,26.285,N,76.84,W
10/26/2012,11:32:36,26.289,N,76.842,W
10/26/2012,11:34:36,26.292,N,76.844,W
10/26/2012,11:36:36,26.295,N,76.846,W
10/26/2012,11:38:36,26.299,N,76.848,W
10/26/2012,11:40:36,26.303,N,76.85,W
10/26/2012,11:42:37,26.306,N,76.852,W
10/26/2012,11:44:37,26.31,N,76.854,W
10/26/2012,11:46:37,26.313,N,76.856,W
10/26/2012,11:48:37,26.317,N,76.858,W
10/26/2012,11:50:37,26.32,N,76.86,W
10/26/2012,11:52:37,26.324,N,76.862,W
10/26/2012,11:54:37,26.328,N,76.863,W
10/26/2012,11:56:37,26.331,N,76.865,W
10/26/2012,11:58:36,26.335,N,76.867,W
10/26/2012,12:00:36,26.338,N,76.869,W
10/26/2012,12:02:36,26.342,N,76.87,W
10/26/2012,12:04:36,26.346,N,76.872,W
10/26/2012,12:04:48,26.346,N,76.872,W
10/26/2012,12:06:48,26.348,N,76.871,W
10/26/2012,12:08:48,26.349,N,76.87,W
10/26/2012,12:10:48,26.35,N,76.868,W
10/26/2012,12:12:47,26.352,N,76.867,W
10/26/2012,12:14:47,26.353,N,76.865,W
10/26/2012,12:16:47,26.354,N,76.862,W
10/26/2012,12:18:47,26.354,N,76.86,W
10/26/2012,12:20:47,26.355,N,76.857,W
10/26/2012,12:22:47,26.355,N,76.854,W
10/26/2012,12:24:47,26.356,N,76.851,W
10/26/2012,12:26:47,26.356,N,76.848,W
10/26/2012,12:28:48,26.356,N,76.845,W
10/26/2012,12:30:48,26.356,N,76.841,W
10/26/2012,12:32:48,26.356,N,76.838,W
10/26/2012,12:34:48,26.357,N,76.834,W
10/26/2012,12:36:48,26.356,N,76.83,W
10/26/2012,12:38:48,26.356,N,76.826,W
10/26/2012,12:40:48,26.356,N,76.822,W
10/26/2012,12:42:47,26.356,N,76.818,W
10/26/2012,12:44:47,26.356,N,76.814,W
10/26/2012,12:46:47,26.356,N,76.81,W
10/26/2012,12:48:47,26.356,N,76.806,W
10/26/2012,12:50:47,26.356,N,76.802,W
10/26/2012,12:52:47,26.356,N,76.798,W
10/26/2012,12:54:47,26.356,N,76.794,W
10/26/2012,12:56:47,26.356,N,76.79,W
10/26/2012,12:58:48,26.357,N,76.786,W
10/26/2012,13:00:48,26.357,N,76.782,W
10/26/2012,13:02:48,26.357,N,76.778,W
10/26/2012,13:04:48,26.358,N,76.775,W
10/26/2012,13:06:48,26.358,N,76.771,W
10/26/2012,13:08:48,26.359,N,76.768,W
10/26/2012,13:10:48,26.36,N,76.765,W
10/26/2012,13:12:47,26.361,N,76.762,W
10/26/2012,13:14:47,26.362,N,76.759,W
10/26/2012,13:16:47,26.364,N,76.757,W
10/26/2012,13:18:47,26.365,N,76.754,W
10/26/2012,13:20:47,26.367,N,76.752,W
10/26/2012,13:22:47,26.369,N,76.75,W
10/26/2012,13:24:47,26.371,N,76.749,W
10/26/2012,13:26:47,26.374,N,76.747,W
10/26/2012,13:28:48,26.376,N,76.746,W
10/26/2012,13:30:48,26.379,N,76.745,W
10/26/2012,13:32:48,26.382,N,76.745,W
10/26/2012,13:34:48,26.386,N,76.745,W
10/26/2012,13:36:48,26.389,N,76.745,W
10/26/2012,13:38:48,26.393,N,76.746,W
10/26/2012,13:40:48,26.397,N,76.747,W
10/26/2012,13:42:47,26.402,N,76.748,W
10/26/2012,13:44:47,26.407,N,76.749,W
10/26/2012,13:46:47,26.411,N,76.751,W
10/26/2012,13:48:47,26.417,N,76.753,W
10/26/2012,13:50:47,26.422,N,76.756,W
10/26/2012,13:52:47,26.428,N,76.758,W
10/26/2012,13:54:47,26.433,N,76.761,W
10/26/2012,13:56:47,26.439,N,76.765,W
10/26/2012,13:58:48,26.446,N,76.768,W
10/26/2012,14:00:48,26.452,N,76.772,W
10/26/2012,14:02:48,26.459,N,76.776,W
10/26/2012,14:04:48,26.465,N,76.78,W
10/26/2012,14:06:48,26.472,N,76.784,W
10/26/2012,14:08:48,26.479,N,76.789,W
10/26/2012,14:10:48,26.487,N,76.794,W
10/26/2012,14:12:47,26.494,N,76.799,W
10/26/2012,14:14:47,26.502,N,76.804,W
10/26/2012,14:16:47,26.509,N,76.809,W
10/26/2012,14:18:47,26.517,N,76.815,W
10/26/2012,14:20:47,26.525,N,76.82,W
10/26/2012,14:22:47,26.533,N,76.826,W
10/26/2012,14:24:44,26.541,N,76.832,W
10/26/2012,14:26:44,26.549,N,76.838,W
10/26/2012,14:28:44,26.558,N,76.844,W
10/26/2012,14:30:44,26.566,N,76.851,W
10/26/2012,14:32:43,26.575,N,76.857,W
10/26/2012,14:34:43,26.584,N,76.864,W
10/26/2012,14:36:43,26.593,N,76.87,W
10/26/2012,14:38:43,26.601,N,76.877,W
10/26/2012,14:40:43,26.61,N,76.884,W
10/26/2012,14:42:43,26.619,N,76.891,W
10/26/2012,14:44:43,26.628,N,76.897,W
10/26/2012,14:46:44,26.637,N,76.904,W
10/26/2012,14:48:44,26.645,N,76.911,W
10/26/2012,14:50:44,26.654,N,76.918,W
10/26/2012,14:52:44,26.663,N,76.925,W
10/26/2012,14:54:44,26.672,N,76.932,W
10/26/2012,14:54:59,26.673,N,76.933,W
10/26/2012,14:56:59,26.681,N,76.939,W
10/26/2012,14:58:58,26.69,N,76.946,W
10/26/2012,15:00:58,26.698,N,76.952,W
10/26/2012,15:02:58,26.707,N,76.959,W
10/26/2012,15:04:58,26.715,N,76.965,W
10/26/2012,15:06:58,26.723,N,76.971,W
10/26/2012,15:08:58,26.731,N,76.978,W
10/26/2012,15:10:58,26.739,N,76.984,W
10/26/2012,15:12:59,26.747,N,76.99,W
10/26/2012,15:14:59,26.755,N,76.996,W
10/26/2012,15:16:59,26.763,N,77.002,W
10/26/2012,15:18:59,26.771,N,77.008,W
10/26/2012,15:20:59,26.779,N,77.014,W
10/26/2012,15:22:59,26.786,N,77.02,W
10/26/2012,15:24:59,26.794,N,77.026,W
10/26/2012,15:26:59,26.801,N,77.032,W
10/26/2012,15:28:58,26.809,N,77.038,W
10/26/2012,15:30:58,26.816,N,77.043,W
10/26/2012,15:32:58,26.823,N,77.049,W
10/26/2012,15:34:58,26.83,N,77.054,W
10/26/2012,15:36:58,26.837,N,77.06,W
10/26/2012,15:38:58,26.844,N,77.065,W
10/26/2012,15:40:58,26.851,N,77.071,W
10/26/2012,15:42:59,26.858,N,77.076,W
10/26/2012,15:44:59,26.864,N,77.081,W
10/26/2012,15:46:59,26.87,N,77.086,W
10/26/2012,15:48:59,26.877,N,77.091,W
10/26/2012,15:50:59,26.883,N,77.096,W
10/26/2012,15:52:59,26.889,N,77.101,W
10/26/2012,15:54:59,26.895,N,77.106,W
10/26/2012,15:56:59,26.901,N,77.11,W
10/26/2012,15:58:58,26.906,N,77.115,W
10/26/2012,16:00:58,26.912,N,77.119,W
10/26/2012,16:02:58,26.917,N,77.124,W
10/26/2012,16:04:58,26.922,N,77.128,W
10/26/2012,16:06:58,26.927,N,77.132,W
10/26/2012,16:08:58,26.932,N,77.136,W
10/26/2012,16:10:58,26.937,N,77.14,W
10/26/2012,16:12:59,26.942,N,77.144,W
10/26/2012,16:14:59,26.946,N,77.147,W
10/26/2012,16:16:59,26.951,N,77.151,W
10/26/2012,16:18:59,26.955,N,77.155,W
10/26/2012,16:20:59,26.959,N,77.158,W
10/26/2012,16:22:59,26.962,N,77.161,W
10/26/2012,16:24:59,26.966,N,77.164,W
10/26/2012,16:26:59,26.969,N,77.167,W
10/26/2012,16:28:58,26.973,N,77.17,W
10/26/2012,16:30:58,26.976,N,77.173,W
10/26/2012,16:32:58,26.979,N,77.176,W
10/26/2012,16:34:58,26.981,N,77.178,W
10/26/2012,16:36:58,26.984,N,77.18,W
10/26/2012,16:38:58,26.986,N,77.183,W
10/26/2012,16:40:58,26.988,N,77.185,W
10/26/2012,16:42:59,26.99,N,77.187,W
10/26/2012,16:44:59,26.992,N,77.189,W
10/26/2012,16:46:59,26.993,N,77.19,W
10/26/2012,16:48:59,26.995,N,77.192,W
10/26/2012,16:50:59,26.996,N,77.193,W
10/26/2012,16:52:59,26.997,N,77.194,W
10/26/2012,16:54:59,26.997,N,77.196,W
10/26/2012,16:56:59,26.998,N,77.197,W
10/26/2012,16:58:58,26.998,N,77.197,W
10/26/2012,17:00:58,26.998,N,77.198,W
10/26/2012,17:02:58,26.998,N,77.199,W
10/26/2012,17:04:58,26.998,N,77.199,W
10/26/2012,17:06:58,26.998,N,77.2,W
10/26/2012,17:08:58,26.997,N,77.2,W
10/26/2012,17:10:58,26.997,N,77.2,W
10/26/2012,17:12:59,26.996,N,77.2,W
10/26/2012,17:14:59,26.995,N,77.2,W
10/26/2012,17:15:26,26.995,N,77.2,W
10/26/2012,17:17:26,26.999,N,77.202,W
10/26/2012,17:19:26,27.003,N,77.204,W
10/26/2012,17:21:26,27.008,N,77.206,W
10/26/2012,17:23:26,27.012,N,77.208,W
10/26/2012,17:25:26,27.016,N,77.21,W
10/26/2012,17:27:26,27.02,N,77.211,W
10/26/2012,17:29:27,27.024,N,77.213,W
10/26/2012,17:31:27,27.028,N,77.214,W
10/26/2012,17:33:27,27.032,N,77.216,W
10/26/2012,17:35:27,27.037,N,77.217,W
10/26/2012,17:37:27,27.041,N,77.218,W
10/26/2012,17:39:27,27.045,N,77.22,W
10/26/2012,17:41:27,27.049,N,77.221,W
10/26/2012,17:43:27,27.053,N,77.222,W
10/26/2012,17:45:26,27.057,N,77.223,W
10/26/2012,17:47:26,27.061,N,77.224,W
10/26/2012,17:49:26,27.065,N,77.224,W
10/26/2012,17:51:26,27.068,N,77.225,W
10/26/2012,17:53:26,27.072,N,77.226,W
10/26/2012,17:55:26,27.076,N,77.227,W
10/26/2012,17:57:26,27.08,N,77.227,W
10/26/2012,17:59:27,27.084,N,77.228,W
10/26/2012,18:01:27,27.088,N,77.228,W
10/26/2012,18:03:27,27.092,N,77.228,W
10/26/2012,18:05:27,27.095,N,77.229,W
10/26/2012,18:07:27,27.099,N,77.229,W
10/26/2012,18:09:27,27.103,N,77.229,W
10/26/2012,18:11:27,27.107,N,77.229,W
10/26/2012,18:13:27,27.11,N,77.229,W
10/26/2012,18:15:26,27.114,N,77.229,W
10/26/2012,18:17:26,27.118,N,77.229,W
10/26/2012,18:19:26,27.121,N,77.229,W
10/26/2012,18:21:26,27.125,N,77.229,W
10/26/2012,18:23:26,27.129,N,77.229,W
10/26/2012,18:25:26,27.132,N,77.229,W
10/26/2012,18:27:26,27.136,N,77.228,W
10/26/2012,18:29:27,27.139,N,77.228,W
10/26/2012,18:31:27,27.143,N,77.228,W
10/26/2012,18:33:27,27.146,N,77.227,W
10/26/2012,18:35:27,27.15,N,77.227,W
10/26/2012,18:37:27,27.153,N,77.226,W
10/26/2012,18:39:27,27.156,N,77.226,W
10/26/2012,18:41:27,27.16,N,77.225,W
10/26/2012,18:43:27,27.163,N,77.225,W
10/26/2012,18:45:26,27.166,N,77.224,W
10/26/2012,18:47:26,27.17,N,77.223,W
10/26/2012,18:49:26,27.173,N,77.223,W
10/26/2012,18:51:26,27.176,N,77.222,W
10/26/2012,18:53:26,27.18,N,77.221,W
10/26/2012,18:55:26,27.183,N,77.22,W
10/26/2012,18:57:26,27.186,N,77.22,W
10/26/2012,18:59:27,27.189,N,77.219,W
10/26/2012,19:01:27,27.192,N,77.218,W
10/26/2012,19:03:27,27.195,N,77.217,W
10/26/2012,19:05:27,27.198,N,77.216,W
10/26/2012,19:07:27,27.201,N,77.215,W
10/26/2012,19:09:27,27.204,N,77.214,W
10/26/2012,19:11:27,27.207,N,77.214,W
10/26/2012,19:13:27,27.21,N,77.213,W
10/26/2012,19:15:26,27.213,N,77.212,W
10/26/2012,19:17:26,27.216,N,77.211,W
10/26/2012,19:19:26,27.219,N,77.21,W
10/26/2012,19:21:26,27.222,N,77.209,W
10/26/2012,19:23:26,27.224,N,77.208,W
10/26/2012,19:25:26,27.227,N,77.207,W
10/26/2012,19:27:26,27.23,N,77.206,W
10/26/2012,19:29:27,27.233,N,77.205,W
10/26/2012,19:31:27,27.235,N,77.204,W
10/26/2012,19:33:27,27.238,N,77.203,W
10/26/2012,19:35:27,27.241,N,77.202,W
10/26/2012,19:37:27,27.243,N,77.201,W
10/26/2012,19:39:27,27.246,N,77.2,W
10/26/2012,19:41:27,27.248,N,77.199,W
10/26/2012,19:43:27,27.251,N,77.198,W
10/26/2012,19:45:26,27.253,N,77.197,W
10/26/2012,19:47:26,27.256,N,77.196,W
10/26/2012,19:49:26,27.258,N,77.195,W
10/26/2012,19:51:26,27.26,N,77.194,W
10/26/2012,19:53:26,27.263,N,77.194,W
10/26/2012,19:55:26,27.265,N,77.193,W
10/26/2012,19:57:26,27.267,N,77.192,W
10/26/2012,19:59:27,27.269,N,77.191,W
10/26/2012,20:01:27,27.272,N,77.19,W
10/26/2012,20:03:27,27.274,N,77.189,W
10/26/2012,20:05:27,27.276,N,77.189,W
10/26/2012,20:07:27,27.278,N,77.188,W
10/26/2012,20:09:27,27.28,N,77.187,W
10/26/2012,20:11:27,27.282,N,77.187,W
10/26/2012,20:13:27,27.284,N,77.186,W
10/26/2012,20:15:26,27.286,N,77.185,W
10/26/2012,20:17:26,27.288,N,77.185,W
10/26/2012,20:19:26,27.29,N,77.184,W
10/26/2012,20:21:26,27.291,N,77.184,W
10/26/2012,20:23:26,27.293,N,77.183,W
10/26/2012,20:25:26,27.295,N,77.183,W
10/26/2012,20:27:26,27.297,N,77.182,W
10/26/2012,20:29:27,27.298,N,77.182,W
10/26/2012,20:31:27,27.3,N,77.181,W
10/26/2012,20:33:27,27.302,N,77.181,W
10/26/2012,20:35:27,27.303,N,77.181,W
10/26/2012,20:37:27,27.305,N,77.18,W
10/26/2012,20:39:27,27.306,N,77.18,W
10/26/2012,20:41:27,27.308,N,77.18,W
10/26/2012,20:43:27,27.309,N,77.179,W
10/26/2012,20:45:26,27.311,N,77.179,W
10/26/2012,20:47:26,27.312,N,77.179,W
10/26/2012,20:49:26,27.313,N,77.179,W
10/26/2012,20:51:26,27.315,N,77.179,W
10/26/2012,20:53:26,27.316,N,77.179,W
10/26/2012,20:55:26,27.317,N,77.179,W
10/26/2012,20:57:26,27.319,N,77.178,W
10/26/2012,20:59:27,27.32,N,77.178,W
10/26/2012,21:01:27,27.321,N,77.178,W
10/26/2012,21:03:27,27.322,N,77.178,W
10/26/2012,21:05:27,27.324,N,77.178,W
10/26/2012,21:07:27,27.325,N,77.178,W
10/26/2012,21:09:27,27.326,N,77.178,W
10/26/2012,21:11:27,27.327,N,77.178,W
10/26/2012,21:13:27,27.328,N,77.179,W
10/26/2012,21:15:26,27.329,N,77.179,W
10/26/2012,21:17:26,27.33,N,77.179,W
10/26/2012,21:19:26,27.331,N,77.179,W
10/26/2012,21:21:26,27.332,N,77.179,W
10/26/2012,21:23:26,27.333,N,77.179,W
10/26/2012,21:25:26,27.334,N,77.179,W
10/26/2012,21:27:26,27.335,N,77.18,W
10/26/2012,21:29:27,27.336,N,77.18,W
10/26/2012,21:31:27,27.337,N,77.18,W
10/26/2012,21:31:28,27.337,N,77.18,W
10/26/2012,21:33:28,27.336,N,77.18,W
10/26/2012,21:35:29,27.336,N,77.18,W
10/26/2012,21:37:29,27.336,N,77.18,W
10/26/2012,21:39:29,27.335,N,77.18,W
10/26/2012,21:41:29,27.335,N,77.18,W
10/26/2012,21:43:29,27.335,N,77.18,W
10/26/2012,21:45:29,27.335,N,77.18,W
10/26/2012,21:47:29,27.334,N,77.18,W
10/26/2012,21:49:29,27.334,N,77.18,W
10/26/2012,21:51:28,27.335,N,77.18,W
10/26/2012,21:53:28,27.335,N,77.18,W
10/26/2012,21:55:28,27.335,N,77.18,W
10/26/2012,21:57:28,27.335,N,77.181,W
10/26/2012,21:59:28,27.336,N,77.181,W
10/26/2012,22:01:28,27.336,N,77.181,W
10/26/2012,22:03:28,27.336,N,77.182,W
10/26/2012,22:05:29,27.337,N,77.182,W
10/26/2012,22:07:29,27.338,N,77.182,W
10/26/2012,22:09:29,27.338,N,77.183,W
10/26/2012,22:11:29,27.339,N,77.183,W
10/26/2012,22:13:29,27.34,N,77.184,W
10/26/2012,22:15:29,27.341,N,77.184,W
10/26/2012,22:17:29,27.342,N,77.185,W
10/26/2012,22:19:29,27.342,N,77.185,W
10/26/2012,22:21:28,27.343,N,77.186,W
10/26/2012,22:23:28,27.345,N,77.187,W
10/26/2012,22:25:28,27.346,N,77.187,W
10/26/2012,22:27:28,27.347,N,77.188,W
10/26/2012,22:29:28,27.348,N,77.189,W
10/26/2012,22:31:28,27.349,N,77.189,W
10/26/2012,22:33:28,27.351,N,77.19,W
10/26/2012,22:35:29,27.352,N,77.191,W
10/26/2012,22:37:29,27.353,N,77.192,W
10/26/2012,22:39:29,27.355,N,77.192,W
10/26/2012,22:41:29,27.356,N,77.193,W
10/26/2012,22:43:29,27.358,N,77.194,W
10/26/2012,22:45:29,27.359,N,77.195,W
10/26/2012,22:47:29,27.361,N,77.196,W
10/26/2012,22:49:29,27.362,N,77.197,W
10/26/2012,22:50:05,27.363,N,77.197,W
10/26/2012,22:52:05,27.364,N,77.199,W
10/26/2012,22:54:05,27.366,N,77.2,W
10/26/2012,22:56:05,27.367,N,77.202,W
10/26/2012,22:58:05,27.369,N,77.204,W
10/26/2012,23:00:04,27.37,N,77.205,W
10/26/2012,23:02:04,27.372,N,77.207,W
10/26/2012,23:04:04,27.374,N,77.209,W
10/26/2012,23:06:04,27.375,N,77.211,W
10/26/2012,23:08:04,27.377,N,77.212,W
10/26/2012,23:10:04,27.379,N,77.214,W
10/26/2012,23:12:04,27.381,N,77.216,W
10/26/2012,23:14:05,27.383,N,77.218,W
10/26/2012,23:16:05,27.385,N,77.219,W
10/26/2012,23:18:05,27.387,N,77.221,W
10/26/2012,23:20:05,27.389,N,77.222,W
10/26/2012,23:22:05,27.391,N,77.224,W
10/26/2012,23:24:05,27.393,N,77.225,W
10/26/2012,23:26:05,27.395,N,77.226,W
10/26/2012,23:28:05,27.397,N,77.228,W
10/26/2012,23:30:04,27.399,N,77.229,W
10/26/2012,23:32:04,27.401,N,77.23,W
10/26/2012,23:34:04,27.404,N,77.231,W
10/26/2012,23:36:04,27.406,N,77.231,W
10/26/2012,23:38:04,27.408,N,77.232,W
10/26/2012,23:40:04,27.411,N,77.232,W
10/26/2012,23:42:04,27.413,N,77.233,W
10/26/2012,23:44:05,27.416,N,77.233,W
10/26/2012,23:46:05,27.418,N,77.233,W
10/26/2012,23:48:05,27.421,N,77.232,W
10/26/2012,23:50:05,27.423,N,77.232,W
10/26/2012,23:52:05,27.426,N,77.231,W
10/26/2012,23:52:51,27.427,N,77.231,W
10/26/2012,23:54:51,27.43,N,77.229,W
10/26/2012,23:56:51,27.432,N,77.228,W
10/26/2012,23:58:51,27.435,N,77.225,W
10/27/2012,0:00:51,27.438,N,77.223,W
10/27/2012,0:02:51,27.44,N,77.22,W
10/27/2012,0:04:51,27.443,N,77.218,W
10/27/2012,0:06:50,27.446,N,77.214,W
10/27/2012,0:08:50,27.449,N,77.211,W
10/27/2012,0:10:50,27.452,N,77.208,W
10/27/2012,0:12:50,27.455,N,77.204,W
10/27/2012,0:14:50,27.458,N,77.2,W
10/27/2012,0:16:50,27.461,N,77.196,W
10/27/2012,0:18:50,27.464,N,77.191,W
10/27/2012,0:20:51,27.467,N,77.187,W
10/27/2012,0:22:51,27.47,N,77.182,W
10/27/2012,0:24:51,27.474,N,77.178,W
10/27/2012,0:26:51,27.477,N,77.173,W
10/27/2012,0:28:51,27.48,N,77.168,W
10/27/2012,0:30:51,27.483,N,77.163,W
10/27/2012,0:32:51,27.487,N,77.157,W
10/27/2012,0:34:51,27.49,N,77.152,W
10/27/2012,0:36:50,27.493,N,77.147,W
10/27/2012,0:38:50,27.496,N,77.141,W
10/27/2012,0:40:50,27.5,N,77.136,W
10/27/2012,0:42:50,27.503,N,77.131,W
10/27/2012,0:44:50,27.506,N,77.125,W
10/27/2012,0:46:50,27.51,N,77.12,W
10/27/2012,0:48:50,27.513,N,77.114,W
10/27/2012,0:50:51,27.516,N,77.109,W
10/27/2012,0:52:51,27.519,N,77.103,W
10/27/2012,0:54:51,27.523,N,77.098,W
10/27/2012,0:56:51,27.526,N,77.093,W
10/27/2012,0:58:51,27.529,N,77.087,W
10/27/2012,1:00:51,27.532,N,77.082,W
10/27/2012,1:02:51,27.535,N,77.077,W
10/27/2012,1:04:51,27.538,N,77.072,W
10/27/2012,1:06:50,27.542,N,77.067,W
10/27/2012,1:08:50,27.545,N,77.063,W
10/27/2012,1:10:50,27.548,N,77.058,W
10/27/2012,1:12:50,27.551,N,77.054,W
10/27/2012,1:14:28,27.553,N,77.05,W
10/27/2012,1:16:28,27.556,N,77.046,W
10/27/2012,1:18:27,27.558,N,77.042,W
10/27/2012,1:20:27,27.561,N,77.039,W
10/27/2012,1:22:27,27.564,N,77.035,W
10/27/2012,1:24:27,27.566,N,77.032,W
10/27/2012,1:26:27,27.569,N,77.028,W
10/27/2012,1:28:27,27.571,N,77.025,W
10/27/2012,1:30:27,27.574,N,77.021,W
10/27/2012,1:32:28,27.576,N,77.018,W
10/27/2012,1:34:28,27.579,N,77.014,W
10/27/2012,1:36:28,27.581,N,77.011,W
10/27/2012,1:38:28,27.584,N,77.008,W
10/27/2012,1:40:28,27.586,N,77.005,W
10/27/2012,1:42:28,27.589,N,77.002,W
10/27/2012,1:44:28,27.591,N,76.999,W
10/27/2012,1:46:28,27.594,N,76.996,W
10/27/2012,1:48:27,27.596,N,76.993,W
10/27/2012,1:50:27,27.599,N,76.99,W
10/27/2012,1:52:27,27.601,N,76.987,W
10/27/2012,1:54:27,27.604,N,76.984,W
10/27/2012,1:56:27,27.606,N,76.982,W
10/27/2012,1:58:27,27.609,N,76.979,W
10/27/2012,2:00:27,27.612,N,76.976,W
10/27/2012,2:02:28,27.614,N,76.974,W
10/27/2012,2:04:28,27.617,N,76.971,W
10/27/2012,2:06:28,27.62,N,76.969,W
10/27/2012,2:08:28,27.622,N,76.967,W
10/27/2012,2:10:28,27.625,N,76.965,W
10/27/2012,2:12:28,27.628,N,76.962,W
10/27/2012,2:14:28,27.631,N,76.96,W
10/27/2012,2:16:28,27.634,N,76.958,W
10/27/2012,2:18:27,27.637,N,76.956,W
10/27/2012,2:18:35,27.637,N,76.956,W
10/27/2012,2:20:35,27.64,N,76.954,W
10/27/2012,2:22:35,27.644,N,76.952,W
10/27/2012,2:24:36,27.647,N,76.95,W
10/27/2012,2:26:36,27.65,N,76.949,W
10/27/2012,2:28:36,27.654,N,76.947,W
10/27/2012,2:30:36,27.658,N,76.945,W
10/27/2012,2:32:36,27.661,N,76.944,W
10/27/2012,2:34:36,27.665,N,76.943,W
10/27/2012,2:36:36,27.669,N,76.941,W
10/27/2012,2:38:36,27.673,N,76.94,W
10/27/2012,2:40:35,27.677,N,76.939,W
10/27/2012,2:42:35,27.681,N,76.938,W
10/27/2012,2:44:35,27.685,N,76.938,W
10/27/2012,2:46:35,27.689,N,76.937,W
10/27/2012,2:48:35,27.693,N,76.936,W
10/27/2012,2:50:35,27.697,N,76.936,W
10/27/2012,2:52:35,27.702,N,76.935,W
10/27/2012,2:54:36,27.706,N,76.935,W
10/27/2012,2:56:36,27.711,N,76.935,W
10/27/2012,2:58:36,27.715,N,76.934,W
10/27/2012,3:00:36,27.72,N,76.934,W
10/27/2012,3:02:36,27.724,N,76.934,W
10/27/2012,3:04:36,27.729,N,76.934,W
10/27/2012,3:06:36,27.734,N,76.934,W
10/27/2012,3:08:36,27.739,N,76.934,W
10/27/2012,3:10:35,27.744,N,76.934,W
10/27/2012,3:12:35,27.748,N,76.934,W
10/27/2012,3:14:35,27.753,N,76.934,W
10/27/2012,3:16:35,27.758,N,76.934,W
10/27/2012,3:18:35,27.763,N,76.935,W
10/27/2012,3:20:35,27.768,N,76.935,W
10/27/2012,3:22:35,27.773,N,76.935,W
10/27/2012,3:24:36,27.779,N,76.935,W
10/27/2012,3:26:36,27.784,N,76.935,W
10/27/2012,3:28:36,27.789,N,76.936,W
10/27/2012,3:30:36,27.794,N,76.936,W
10/27/2012,3:32:36,27.799,N,76.936,W
10/27/2012,3:34:36,27.804,N,76.936,W
10/27/2012,3:36:36,27.81,N,76.937,W
10/27/2012,3:38:36,27.815,N,76.937,W
10/27/2012,3:40:35,27.82,N,76.937,W
10/27/2012,3:42:35,27.825,N,76.937,W
10/27/2012,3:44:35,27.831,N,76.937,W
10/27/2012,3:46:35,27.836,N,76.937,W
