Track ,for,Andrew,,,,,
Time(sec),Time,,,Latitude,,Longitude,
658800,1500Z,26,AUG,30.504,N,91.652,W
659400,1510Z,26,AUG,30.53,N,91.653,W
660000,1520Z,26,AUG,30.557,N,91.654,W
660600,1530Z,26,AUG,30.584,N,91.655,W
661200,1540Z,26,AUG,30.61,N,91.656,W
661800,1550Z,26,AUG,30.637,N,91.657,W
662400,1600Z,26,AUG,30.664,N,91.658,W
663000,1610Z,26,AUG,30.69,N,91.659,W
663600,1620Z,26,AUG,30.717,N,91.659,W
664200,1630Z,26,AUG,30.744,N,91.66,W
664800,1640Z,26,AUG,30.771,N,91.66,W
665400,1650Z,26,AUG,30.798,N,91.661,W
666000,1700Z,26,AUG,30.825,N,91.661,W
666600,1710Z,26,AUG,30.851,N,91.662,W
667200,1720Z,26,AUG,30.878,N,91.662,W
667800,1730Z,26,AUG,30.905,N,91.663,W
668400,1740Z,26,AUG,30.932,N,91.663,W
669000,1750Z,26,AUG,30.959,N,91.663,W
669600,1800Z,26,AUG,30.986,N,91.664,W
670200,1810Z,26,AUG,31.013,N,91.664,W
