Track,for,Erin,2007,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/14/2007,18:28:08,23.337,N,90.004,W,0
8/14/2007,18:30:09,23.335,N,90.007,W,0
8/14/2007,18:32:09,23.333,N,90.009,W,0
8/14/2007,18:34:08,23.331,N,90.012,W,0
8/14/2007,18:36:09,23.329,N,90.015,W,0
8/14/2007,18:38:09,23.327,N,90.017,W,0
8/14/2007,18:40:08,23.325,N,90.02,W,0
8/14/2007,18:42:08,23.323,N,90.022,W,0
8/14/2007,18:44:09,23.322,N,90.025,W,0
8/14/2007,18:46:09,23.32,N,90.027,W,0
8/14/2007,18:48:08,23.318,N,90.03,W,0
8/14/2007,18:50:08,23.316,N,90.033,W,0
8/14/2007,18:52:09,23.314,N,90.035,W,0
8/14/2007,18:54:09,23.313,N,90.038,W,0
8/14/2007,18:56:08,23.311,N,90.04,W,0
8/14/2007,18:58:08,23.31,N,90.043,W,0
8/14/2007,19:00:09,23.308,N,90.046,W,0
8/14/2007,19:02:09,23.307,N,90.049,W,0
8/14/2007,19:04:08,23.306,N,90.051,W,0
8/14/2007,19:06:09,23.305,N,90.054,W,0
8/14/2007,19:08:09,23.304,N,90.057,W,0
8/14/2007,19:10:08,23.303,N,90.06,W,0
8/14/2007,19:12:08,23.302,N,90.062,W,0
8/14/2007,19:14:09,23.301,N,90.065,W,0
8/14/2007,19:16:09,23.301,N,90.068,W,0
8/14/2007,19:18:08,23.3,N,90.071,W,0
8/14/2007,19:20:08,23.3,N,90.074,W,0
8/14/2007,19:22:09,23.3,N,90.077,W,0
8/14/2007,19:24:09,23.3,N,90.08,W,0
8/14/2007,19:26:08,23.3,N,90.084,W,0
8/14/2007,19:28:08,23.301,N,90.087,W,0
8/14/2007,19:30:09,23.301,N,90.09,W,0
8/14/2007,19:32:09,23.302,N,90.093,W,0
8/14/2007,19:34:08,23.303,N,90.097,W,0
8/14/2007,19:36:09,23.304,N,90.1,W,0
8/14/2007,19:38:09,23.306,N,90.103,W,0
8/14/2007,19:40:08,23.307,N,90.107,W,0
8/14/2007,19:42:08,23.309,N,90.11,W,0
8/14/2007,19:44:09,23.311,N,90.114,W,0
8/14/2007,19:46:09,23.313,N,90.118,W,0
8/14/2007,19:48:08,23.316,N,90.121,W,0
8/14/2007,19:50:08,23.319,N,90.125,W,0
8/14/2007,19:52:09,23.322,N,90.129,W,0
8/14/2007,19:54:09,23.325,N,90.133,W,0
8/14/2007,19:56:08,23.328,N,90.137,W,0
8/14/2007,19:58:08,23.332,N,90.141,W,0
8/14/2007,20:00:09,23.336,N,90.145,W,0
8/14/2007,20:02:09,23.341,N,90.149,W,0
8/14/2007,20:04:08,23.345,N,90.154,W,0
8/14/2007,20:06:09,23.35,N,90.158,W,0
8/14/2007,20:08:09,23.355,N,90.163,W,0
8/14/2007,20:10:08,23.361,N,90.167,W,0
8/14/2007,20:12:08,23.367,N,90.172,W,0
8/14/2007,20:14:09,23.373,N,90.177,W,0
8/14/2007,20:16:09,23.38,N,90.181,W,0
8/14/2007,20:18:08,23.387,N,90.186,W,0
8/14/2007,20:20:08,23.394,N,90.191,W,0
8/14/2007,20:22:09,23.401,N,90.196,W,0
8/14/2007,20:24:09,23.409,N,90.202,W,0
8/14/2007,20:26:08,23.418,N,90.207,W,0
8/14/2007,20:28:08,23.426,N,90.212,W,0
8/14/2007,20:30:09,23.435,N,90.218,W,0
8/14/2007,20:32:09,23.445,N,90.223,W,0
8/14/2007,20:34:08,23.455,N,90.229,W,0
8/14/2007,20:36:09,23.465,N,90.235,W,0
8/14/2007,20:38:09,23.475,N,90.241,W,0
8/14/2007,20:40:08,23.486,N,90.247,W,0
8/14/2007,20:42:08,23.498,N,90.253,W,0
8/14/2007,20:44:09,23.51,N,90.259,W,0
8/14/2007,20:46:09,23.522,N,90.265,W,0
8/14/2007,20:48:08,23.535,N,90.272,W,0
8/14/2007,20:50:08,23.548,N,90.279,W,0
8/14/2007,20:50:17,23.549,N,90.279,W,0
8/14/2007,20:52:17,23.555,N,90.283,W,0
8/14/2007,20:54:18,23.562,N,90.286,W,0
8/14/2007,20:56:18,23.568,N,90.289,W,0
8/14/2007,20:58:17,23.574,N,90.292,W,0
8/14/2007,21:00:17,23.579,N,90.295,W,0
8/14/2007,21:02:18,23.584,N,90.297,W,0
8/14/2007,21:04:18,23.589,N,90.299,W,0
8/14/2007,21:06:17,23.594,N,90.301,W,0
8/14/2007,21:08:18,23.598,N,90.303,W,0
8/14/2007,21:10:18,23.602,N,90.304,W,0
8/14/2007,21:12:17,23.606,N,90.305,W,0
8/14/2007,21:14:17,23.61,N,90.306,W,0
8/14/2007,21:16:18,23.613,N,90.307,W,0
8/14/2007,21:18:18,23.616,N,90.308,W,0
8/14/2007,21:20:17,23.619,N,90.308,W,0
8/14/2007,21:22:17,23.621,N,90.308,W,0
8/14/2007,21:24:18,23.624,N,90.309,W,0
8/14/2007,21:26:18,23.626,N,90.309,W,0
8/14/2007,21:28:17,23.628,N,90.309,W,0
8/14/2007,21:30:17,23.63,N,90.309,W,0
8/14/2007,21:32:18,23.631,N,90.309,W,0
8/14/2007,21:34:18,23.632,N,90.309,W,0
8/14/2007,21:36:17,23.634,N,90.309,W,0
8/14/2007,21:38:18,23.635,N,90.309,W,0
8/14/2007,21:40:18,23.635,N,90.309,W,0
8/14/2007,21:42:17,23.636,N,90.31,W,0
8/14/2007,21:44:17,23.637,N,90.31,W,0
8/14/2007,21:46:18,23.637,N,90.31,W,0
8/14/2007,21:48:18,23.638,N,90.311,W,0
8/14/2007,21:50:17,23.638,N,90.312,W,0
8/14/2007,21:52:17,23.638,N,90.313,W,0
8/14/2007,21:54:18,23.638,N,90.314,W,0
8/14/2007,21:56:18,23.638,N,90.316,W,0
8/14/2007,21:58:17,23.638,N,90.317,W,0
8/14/2007,22:00:17,23.638,N,90.319,W,0
8/14/2007,22:02:18,23.638,N,90.322,W,0
8/14/2007,22:04:18,23.638,N,90.324,W,0
8/14/2007,22:06:17,23.638,N,90.327,W,0
8/14/2007,22:08:18,23.638,N,90.331,W,0
8/14/2007,22:10:18,23.637,N,90.335,W,0
8/14/2007,22:12:17,23.637,N,90.339,W,0
8/14/2007,22:14:17,23.637,N,90.343,W,0
8/14/2007,22:16:18,23.637,N,90.348,W,0
8/14/2007,22:18:18,23.637,N,90.354,W,0
8/14/2007,22:20:17,23.637,N,90.36,W,0
8/14/2007,22:22:17,23.636,N,90.366,W,0
8/14/2007,22:24:18,23.636,N,90.373,W,0
8/14/2007,22:26:18,23.636,N,90.38,W,0
8/14/2007,22:28:17,23.636,N,90.387,W,0
8/14/2007,22:30:17,23.636,N,90.395,W,0
8/14/2007,22:32:18,23.636,N,90.404,W,0
8/14/2007,22:34:18,23.636,N,90.412,W,0
8/14/2007,22:36:17,23.636,N,90.421,W,0
8/14/2007,22:38:18,23.636,N,90.43,W,0
8/14/2007,22:40:18,23.636,N,90.439,W,0
8/14/2007,22:42:17,23.637,N,90.449,W,0
8/14/2007,22:44:17,23.637,N,90.459,W,0
8/14/2007,22:46:18,23.637,N,90.469,W,0
8/14/2007,22:48:18,23.637,N,90.48,W,0
8/14/2007,22:49:51,23.637,N,90.488,W,0
8/14/2007,22:51:50,23.637,N,90.5,W,0
8/14/2007,22:53:50,23.637,N,90.512,W,0
8/14/2007,22:55:51,23.638,N,90.523,W,0
8/14/2007,22:57:50,23.638,N,90.535,W,0
8/14/2007,22:59:50,23.638,N,90.547,W,0
8/14/2007,23:01:51,23.638,N,90.559,W,0
8/14/2007,23:03:51,23.638,N,90.571,W,0
8/14/2007,23:05:50,23.639,N,90.583,W,0
8/14/2007,23:07:50,23.639,N,90.594,W,0
8/14/2007,23:09:51,23.639,N,90.606,W,0
8/14/2007,23:11:51,23.639,N,90.618,W,0
8/14/2007,23:13:50,23.639,N,90.63,W,0
8/14/2007,23:15:50,23.639,N,90.642,W,0
8/14/2007,23:17:51,23.64,N,90.654,W,0
8/14/2007,23:19:51,23.64,N,90.665,W,0
8/14/2007,23:21:08,23.64,N,90.673,W,0
8/14/2007,23:23:07,23.64,N,90.685,W,0
8/14/2007,23:25:07,23.64,N,90.697,W,0
8/14/2007,23:27:08,23.641,N,90.708,W,0
8/14/2007,23:29:08,23.641,N,90.72,W,0
8/14/2007,23:31:07,23.641,N,90.732,W,0
8/14/2007,23:33:07,23.641,N,90.744,W,0
8/14/2007,23:35:08,23.642,N,90.755,W,0
8/14/2007,23:37:07,23.642,N,90.767,W,0
8/14/2007,23:39:07,23.642,N,90.779,W,0
8/14/2007,23:41:08,23.642,N,90.791,W,0
8/14/2007,23:43:08,23.643,N,90.802,W,0
8/14/2007,23:45:07,23.643,N,90.814,W,0
8/14/2007,23:47:07,23.643,N,90.826,W,0
8/14/2007,23:49:08,23.643,N,90.837,W,0
8/14/2007,23:51:08,23.644,N,90.849,W,0
8/14/2007,23:53:07,23.644,N,90.861,W,0
8/14/2007,23:55:07,23.644,N,90.873,W,0
8/14/2007,23:57:08,23.645,N,90.884,W,0
8/14/2007,23:59:08,23.645,N,90.896,W,0
8/15/2007,0:01:07,23.645,N,90.907,W,0
8/15/2007,0:03:07,23.645,N,90.919,W,0
8/15/2007,0:05:08,23.646,N,90.931,W,0
8/15/2007,0:07:07,23.646,N,90.942,W,0
8/15/2007,0:09:07,23.646,N,90.954,W,0
8/15/2007,0:11:08,23.647,N,90.965,W,0
8/15/2007,0:13:08,23.647,N,90.977,W,0
8/15/2007,0:15:07,23.648,N,90.988,W,0
8/15/2007,0:17:07,23.648,N,91,W,0
8/15/2007,0:19:08,23.648,N,91.012,W,0
8/15/2007,0:21:08,23.649,N,91.023,W,0
8/15/2007,0:23:07,23.649,N,91.034,W,0
8/15/2007,0:25:07,23.65,N,91.046,W,0
8/15/2007,0:27:08,23.65,N,91.057,W,0
8/15/2007,0:29:08,23.651,N,91.069,W,0
8/15/2007,0:31:07,23.651,N,91.08,W,0
8/15/2007,0:33:07,23.651,N,91.092,W,0
8/15/2007,0:35:08,23.652,N,91.103,W,0
8/15/2007,0:37:07,23.652,N,91.114,W,0
8/15/2007,0:39:07,23.653,N,91.126,W,0
8/15/2007,0:41:08,23.653,N,91.137,W,0
8/15/2007,0:43:08,23.654,N,91.148,W,0
8/15/2007,0:45:07,23.654,N,91.16,W,0
8/15/2007,0:47:07,23.655,N,91.171,W,0
8/15/2007,0:49:08,23.656,N,91.182,W,0
8/15/2007,0:51:08,23.656,N,91.193,W,0
8/15/2007,0:53:07,23.657,N,91.205,W,0
8/15/2007,0:55:07,23.657,N,91.216,W,0
8/15/2007,0:57:08,23.658,N,91.227,W,0
8/15/2007,0:59:08,23.659,N,91.238,W,0
8/15/2007,1:01:07,23.659,N,91.249,W,0
8/15/2007,1:03:07,23.66,N,91.26,W,0
8/15/2007,1:05:08,23.661,N,91.271,W,0
8/15/2007,1:07:07,23.661,N,91.282,W,0
8/15/2007,1:09:07,23.662,N,91.293,W,0
8/15/2007,1:11:08,23.663,N,91.304,W,0
8/15/2007,1:13:08,23.663,N,91.315,W,0
8/15/2007,1:15:07,23.664,N,91.326,W,0
8/15/2007,1:17:07,23.665,N,91.337,W,0
8/15/2007,1:19:08,23.666,N,91.348,W,0
8/15/2007,1:21:08,23.666,N,91.359,W,0
8/15/2007,1:23:07,23.667,N,91.37,W,0
8/15/2007,1:25:07,23.668,N,91.381,W,0
8/15/2007,1:27:08,23.669,N,91.391,W,0
8/15/2007,1:29:08,23.67,N,91.402,W,0
8/15/2007,1:31:07,23.671,N,91.413,W,0
8/15/2007,1:33:07,23.672,N,91.424,W,0
8/15/2007,1:35:08,23.673,N,91.434,W,0
8/15/2007,1:37:07,23.673,N,91.445,W,0
8/15/2007,1:39:07,23.674,N,91.456,W,0
8/15/2007,1:41:08,23.675,N,91.466,W,0
8/15/2007,1:43:08,23.676,N,91.477,W,0
8/15/2007,1:45:07,23.677,N,91.487,W,0
8/15/2007,1:47:07,23.678,N,91.498,W,0
8/15/2007,1:49:08,23.679,N,91.508,W,0
8/15/2007,1:51:08,23.681,N,91.519,W,0
8/15/2007,1:53:07,23.682,N,91.529,W,0
8/15/2007,1:55:07,23.683,N,91.54,W,0
8/15/2007,1:57:08,23.684,N,91.55,W,0
8/15/2007,1:59:08,23.685,N,91.56,W,0
8/15/2007,2:01:07,23.686,N,91.571,W,0
8/15/2007,2:03:07,23.687,N,91.581,W,0
8/15/2007,2:05:08,23.689,N,91.591,W,0
8/15/2007,2:07:07,23.69,N,91.601,W,0
8/15/2007,2:09:07,23.691,N,91.611,W,0
8/15/2007,2:11:08,23.692,N,91.621,W,0
8/15/2007,2:13:08,23.694,N,91.632,W,0
8/15/2007,2:15:07,23.695,N,91.642,W,0
8/15/2007,2:17:07,23.696,N,91.652,W,0
8/15/2007,2:19:08,23.698,N,91.662,W,0
8/15/2007,2:21:08,23.699,N,91.672,W,0
8/15/2007,2:23:07,23.7,N,91.681,W,0
8/15/2007,2:25:07,23.702,N,91.691,W,0
8/15/2007,2:27:08,23.703,N,91.701,W,0
8/15/2007,2:29:08,23.705,N,91.711,W,0
8/15/2007,2:31:07,23.706,N,91.721,W,0
8/15/2007,2:33:07,23.708,N,91.73,W,0
8/15/2007,2:35:08,23.709,N,91.74,W,0
8/15/2007,2:37:07,23.711,N,91.75,W,0
8/15/2007,2:39:07,23.713,N,91.759,W,0
8/15/2007,2:41:08,23.714,N,91.769,W,0
8/15/2007,2:43:08,23.716,N,91.779,W,0
8/15/2007,2:45:07,23.717,N,91.788,W,0
8/15/2007,2:47:07,23.719,N,91.797,W,0
8/15/2007,2:49:08,23.721,N,91.807,W,0
8/15/2007,2:51:08,23.723,N,91.816,W,0
8/15/2007,2:53:07,23.724,N,91.826,W,0
8/15/2007,2:55:07,23.726,N,91.835,W,0
8/15/2007,2:57:08,23.728,N,91.844,W,0
8/15/2007,2:59:08,23.73,N,91.853,W,0
8/15/2007,3:01:07,23.732,N,91.862,W,0
8/15/2007,3:03:07,23.734,N,91.872,W,0
8/15/2007,3:05:08,23.736,N,91.881,W,0
8/15/2007,3:07:07,23.738,N,91.89,W,0
8/15/2007,3:09:07,23.74,N,91.899,W,0
8/15/2007,3:11:08,23.742,N,91.908,W,0
8/15/2007,3:13:08,23.744,N,91.917,W,0
8/15/2007,3:15:07,23.746,N,91.925,W,0
8/15/2007,3:17:07,23.748,N,91.934,W,0
8/15/2007,3:19:08,23.75,N,91.943,W,0
8/15/2007,3:21:08,23.752,N,91.952,W,0
8/15/2007,3:23:07,23.754,N,91.96,W,0
8/15/2007,3:25:07,23.757,N,91.969,W,0
8/15/2007,3:27:08,23.759,N,91.977,W,0
8/15/2007,3:29:08,23.761,N,91.986,W,0
8/15/2007,3:31:07,23.763,N,91.994,W,0
8/15/2007,3:33:07,23.766,N,92.003,W,0
8/15/2007,3:35:08,23.768,N,92.011,W,0
8/15/2007,3:37:07,23.771,N,92.02,W,0
8/15/2007,3:39:07,23.773,N,92.028,W,0
8/15/2007,3:41:08,23.775,N,92.036,W,0
8/15/2007,3:43:08,23.778,N,92.044,W,0
8/15/2007,3:45:07,23.781,N,92.052,W,0
8/15/2007,3:47:07,23.783,N,92.061,W,0
8/15/2007,3:49:08,23.786,N,92.069,W,0
8/15/2007,3:51:08,23.788,N,92.077,W,0
8/15/2007,3:53:07,23.791,N,92.084,W,0
8/15/2007,3:55:07,23.794,N,92.092,W,0
8/15/2007,3:57:08,23.796,N,92.1,W,0
8/15/2007,3:59:08,23.799,N,92.108,W,0
8/15/2007,4:01:07,23.802,N,92.116,W,0
8/15/2007,4:03:07,23.805,N,92.123,W,0
8/15/2007,4:05:08,23.808,N,92.131,W,0
8/15/2007,4:07:07,23.811,N,92.138,W,0
8/15/2007,4:09:07,23.814,N,92.146,W,0
8/15/2007,4:11:08,23.816,N,92.153,W,0
8/15/2007,4:13:08,23.819,N,92.161,W,0
8/15/2007,4:15:07,23.823,N,92.168,W,0
8/15/2007,4:17:07,23.826,N,92.175,W,0
8/15/2007,4:19:08,23.829,N,92.183,W,0
8/15/2007,4:21:08,23.832,N,92.19,W,0
8/15/2007,4:23:07,23.835,N,92.197,W,0
8/15/2007,4:25:07,23.838,N,92.204,W,0
8/15/2007,4:27:08,23.841,N,92.211,W,0
8/15/2007,4:29:08,23.845,N,92.218,W,0
8/15/2007,4:31:07,23.848,N,92.225,W,0
8/15/2007,4:33:07,23.851,N,92.232,W,0
8/15/2007,4:35:08,23.855,N,92.239,W,0
8/15/2007,4:37:07,23.858,N,92.245,W,0
8/15/2007,4:39:07,23.862,N,92.252,W,0
8/15/2007,4:41:08,23.865,N,92.259,W,0
8/15/2007,4:43:08,23.869,N,92.265,W,0
8/15/2007,4:45:07,23.872,N,92.272,W,0
8/15/2007,4:47:07,23.876,N,92.279,W,0
8/15/2007,4:49:08,23.879,N,92.285,W,0
8/15/2007,4:51:08,23.883,N,92.292,W,0
8/15/2007,4:53:07,23.886,N,92.298,W,0
8/15/2007,4:55:07,23.89,N,92.304,W,0
8/15/2007,4:57:08,23.894,N,92.311,W,0
8/15/2007,4:59:08,23.898,N,92.317,W,0
8/15/2007,5:01:07,23.901,N,92.323,W,0
8/15/2007,5:03:07,23.905,N,92.329,W,0
8/15/2007,5:05:08,23.909,N,92.335,W,0
8/15/2007,5:07:07,23.913,N,92.341,W,0
8/15/2007,5:09:07,23.917,N,92.347,W,0
8/15/2007,5:11:08,23.921,N,92.353,W,0
8/15/2007,5:13:08,23.925,N,92.359,W,0
8/15/2007,5:15:07,23.929,N,92.365,W,0
8/15/2007,5:17:07,23.933,N,92.371,W,0
8/15/2007,5:19:08,23.937,N,92.377,W,0
8/15/2007,5:21:08,23.941,N,92.383,W,0
8/15/2007,5:23:07,23.945,N,92.388,W,0
8/15/2007,5:25:07,23.949,N,92.394,W,0
8/15/2007,5:27:08,23.953,N,92.4,W,0
8/15/2007,5:29:08,23.957,N,92.405,W,0
8/15/2007,5:31:07,23.961,N,92.411,W,0
8/15/2007,5:33:07,23.966,N,92.416,W,0
8/15/2007,5:35:08,23.97,N,92.422,W,0
8/15/2007,5:37:07,23.974,N,92.427,W,0
8/15/2007,5:39:07,23.979,N,92.433,W,0
8/15/2007,5:41:08,23.983,N,92.438,W,0
8/15/2007,5:43:08,23.987,N,92.443,W,0
8/15/2007,5:45:07,23.992,N,92.448,W,0
8/15/2007,5:47:07,23.996,N,92.454,W,0
8/15/2007,5:49:08,24,N,92.459,W,0
8/15/2007,5:51:08,24.005,N,92.464,W,0
8/15/2007,5:53:07,24.009,N,92.469,W,0
8/15/2007,5:55:07,24.014,N,92.474,W,0
8/15/2007,5:57:08,24.018,N,92.479,W,0
8/15/2007,5:59:08,24.023,N,92.484,W,0
8/15/2007,6:01:07,24.028,N,92.489,W,0
8/15/2007,6:03:07,24.032,N,92.494,W,0
8/15/2007,6:05:08,24.037,N,92.499,W,0
8/15/2007,6:07:07,24.041,N,92.504,W,0
8/15/2007,6:09:07,24.046,N,92.509,W,0
8/15/2007,6:11:08,24.051,N,92.514,W,0
8/15/2007,6:13:08,24.056,N,92.519,W,0
8/15/2007,6:15:07,24.06,N,92.523,W,0
8/15/2007,6:17:07,24.065,N,92.528,W,0
8/15/2007,6:19:08,24.07,N,92.533,W,0
8/15/2007,6:21:08,24.075,N,92.537,W,0
8/15/2007,6:23:07,24.08,N,92.542,W,0
8/15/2007,6:25:07,24.084,N,92.546,W,0
8/15/2007,6:27:08,24.089,N,92.551,W,0
8/15/2007,6:29:08,24.094,N,92.556,W,0
8/15/2007,6:31:07,24.099,N,92.56,W,0
8/15/2007,6:33:07,24.104,N,92.564,W,0
8/15/2007,6:35:08,24.109,N,92.569,W,0
8/15/2007,6:37:07,24.114,N,92.573,W,0
8/15/2007,6:39:07,24.119,N,92.578,W,0
8/15/2007,6:41:08,24.124,N,92.582,W,0
8/15/2007,6:43:08,24.129,N,92.586,W,0
8/15/2007,6:45:07,24.134,N,92.591,W,0
8/15/2007,6:47:07,24.139,N,92.595,W,0
8/15/2007,6:49:08,24.144,N,92.599,W,0
8/15/2007,6:51:08,24.15,N,92.603,W,0
8/15/2007,6:53:07,24.155,N,92.608,W,0
8/15/2007,6:55:07,24.16,N,92.612,W,0
8/15/2007,6:57:08,24.165,N,92.616,W,0
8/15/2007,6:59:08,24.17,N,92.62,W,0
8/15/2007,7:01:07,24.176,N,92.624,W,0
8/15/2007,7:03:07,24.181,N,92.628,W,0
8/15/2007,7:05:08,24.186,N,92.632,W,0
8/15/2007,7:07:07,24.191,N,92.636,W,0
8/15/2007,7:09:07,24.197,N,92.64,W,0
8/15/2007,7:11:08,24.202,N,92.644,W,0
8/15/2007,7:13:08,24.207,N,92.648,W,0
8/15/2007,7:15:07,24.213,N,92.652,W,0
8/15/2007,7:17:07,24.218,N,92.656,W,0
8/15/2007,7:19:08,24.224,N,92.66,W,0
8/15/2007,7:21:08,24.229,N,92.663,W,0
8/15/2007,7:23:07,24.234,N,92.667,W,0
8/15/2007,7:25:07,24.24,N,92.671,W,0
8/15/2007,7:27:08,24.245,N,92.675,W,0
8/15/2007,7:29:08,24.251,N,92.678,W,0
8/15/2007,7:31:07,24.256,N,92.682,W,0
8/15/2007,7:33:07,24.262,N,92.686,W,0
8/15/2007,7:35:08,24.267,N,92.69,W,0
8/15/2007,7:37:07,24.273,N,92.693,W,0
8/15/2007,7:39:07,24.278,N,92.697,W,0
8/15/2007,7:41:08,24.284,N,92.701,W,0
8/15/2007,7:43:08,24.29,N,92.704,W,0
8/15/2007,7:45:07,24.295,N,92.708,W,0
8/15/2007,7:47:07,24.301,N,92.711,W,0
8/15/2007,7:49:08,24.306,N,92.715,W,0
8/15/2007,7:51:08,24.312,N,92.718,W,0
8/15/2007,7:53:07,24.318,N,92.722,W,0
8/15/2007,7:55:07,24.323,N,92.725,W,0
8/15/2007,7:57:08,24.329,N,92.729,W,0
8/15/2007,7:59:08,24.335,N,92.732,W,0
8/15/2007,8:01:08,24.341,N,92.736,W,0
8/15/2007,8:03:08,24.346,N,92.739,W,0
8/15/2007,8:05:08,24.352,N,92.743,W,0
8/15/2007,8:07:07,24.358,N,92.746,W,0
8/15/2007,8:09:07,24.364,N,92.75,W,0
8/15/2007,8:11:07,24.369,N,92.753,W,0
8/15/2007,8:13:07,24.375,N,92.756,W,0
8/15/2007,8:15:08,24.381,N,92.76,W,0
8/15/2007,8:17:08,24.387,N,92.763,W,0
8/15/2007,8:19:08,24.393,N,92.766,W,0
8/15/2007,8:21:08,24.399,N,92.77,W,0
8/15/2007,8:23:07,24.404,N,92.773,W,0
8/15/2007,8:25:07,24.41,N,92.776,W,0
8/15/2007,8:27:07,24.416,N,92.78,W,0
8/15/2007,8:29:07,24.422,N,92.783,W,0
8/15/2007,8:31:08,24.428,N,92.786,W,0
8/15/2007,8:33:08,24.434,N,92.79,W,0
8/15/2007,8:35:08,24.44,N,92.793,W,0
8/15/2007,8:37:07,24.446,N,92.796,W,0
8/15/2007,8:39:07,24.452,N,92.799,W,0
8/15/2007,8:41:07,24.458,N,92.803,W,0
8/15/2007,8:43:07,24.464,N,92.806,W,0
8/15/2007,8:45:08,24.47,N,92.809,W,0
8/15/2007,8:47:08,24.476,N,92.812,W,0
8/15/2007,8:49:08,24.482,N,92.815,W,0
8/15/2007,8:51:08,24.488,N,92.819,W,0
8/15/2007,8:53:07,24.494,N,92.822,W,0
8/15/2007,8:55:07,24.5,N,92.825,W,0
8/15/2007,8:57:07,24.506,N,92.828,W,0
8/15/2007,8:59:07,24.512,N,92.831,W,0
8/15/2007,9:01:08,24.518,N,92.834,W,0
8/15/2007,9:03:08,24.524,N,92.838,W,0
8/15/2007,9:05:08,24.53,N,92.841,W,0
8/15/2007,9:07:07,24.536,N,92.844,W,0
8/15/2007,9:09:07,24.542,N,92.847,W,0
8/15/2007,9:11:07,24.548,N,92.85,W,0
8/15/2007,9:13:07,24.554,N,92.853,W,0
8/15/2007,9:15:08,24.56,N,92.857,W,0
8/15/2007,9:17:08,24.566,N,92.86,W,0
8/15/2007,9:19:08,24.572,N,92.863,W,0
8/15/2007,9:21:08,24.579,N,92.866,W,0
8/15/2007,9:23:07,24.585,N,92.869,W,0
8/15/2007,9:25:07,24.591,N,92.872,W,0
8/15/2007,9:27:07,24.597,N,92.875,W,0
8/15/2007,9:29:07,24.603,N,92.878,W,0
8/15/2007,9:31:08,24.609,N,92.882,W,0
8/15/2007,9:33:08,24.615,N,92.885,W,0
8/15/2007,9:35:08,24.622,N,92.888,W,0
8/15/2007,9:37:07,24.628,N,92.891,W,0
8/15/2007,9:39:07,24.634,N,92.894,W,0
8/15/2007,9:41:07,24.64,N,92.897,W,0
8/15/2007,9:43:07,24.646,N,92.9,W,0
8/15/2007,9:45:08,24.652,N,92.903,W,0
8/15/2007,9:47:08,24.659,N,92.907,W,0
8/15/2007,9:49:08,24.665,N,92.91,W,0
8/15/2007,9:51:08,24.671,N,92.913,W,0
8/15/2007,9:53:07,24.677,N,92.916,W,0
8/15/2007,9:55:07,24.683,N,92.919,W,0
8/15/2007,9:57:07,24.69,N,92.922,W,0
8/15/2007,9:59:07,24.696,N,92.925,W,0
8/15/2007,10:01:08,24.702,N,92.928,W,0
8/15/2007,10:03:08,24.708,N,92.932,W,0
8/15/2007,10:05:08,24.714,N,92.935,W,0
8/15/2007,10:07:07,24.721,N,92.938,W,0
8/15/2007,10:09:07,24.727,N,92.941,W,0
8/15/2007,10:11:07,24.733,N,92.944,W,0
8/15/2007,10:13:07,24.739,N,92.947,W,0
8/15/2007,10:15:08,24.746,N,92.95,W,0
8/15/2007,10:17:08,24.752,N,92.953,W,0
8/15/2007,10:19:08,24.758,N,92.957,W,0
8/15/2007,10:21:08,24.765,N,92.96,W,0
8/15/2007,10:23:07,24.771,N,92.963,W,0
8/15/2007,10:25:07,24.777,N,92.966,W,0
8/15/2007,10:27:07,24.783,N,92.969,W,0
8/15/2007,10:29:07,24.79,N,92.972,W,0
8/15/2007,10:31:08,24.796,N,92.975,W,0
8/15/2007,10:33:08,24.802,N,92.978,W,0
8/15/2007,10:35:08,24.809,N,92.981,W,0
8/15/2007,10:37:07,24.815,N,92.985,W,0
8/15/2007,10:39:07,24.821,N,92.988,W,0
8/15/2007,10:41:07,24.828,N,92.991,W,0
8/15/2007,10:43:07,24.834,N,92.994,W,0
8/15/2007,10:45:08,24.84,N,92.997,W,0
8/15/2007,10:47:08,24.847,N,93,W,0
8/15/2007,10:49:08,24.853,N,93.003,W,0
8/15/2007,10:51:08,24.859,N,93.006,W,0
8/15/2007,10:53:07,24.866,N,93.009,W,0
8/15/2007,10:55:07,24.872,N,93.013,W,0
8/15/2007,10:57:07,24.878,N,93.016,W,0
8/15/2007,10:59:07,24.885,N,93.019,W,0
8/15/2007,11:01:08,24.891,N,93.022,W,0
8/15/2007,11:03:08,24.897,N,93.025,W,0
8/15/2007,11:05:08,24.904,N,93.028,W,0
8/15/2007,11:07:07,24.91,N,93.031,W,0
8/15/2007,11:09:07,24.916,N,93.034,W,0
8/15/2007,11:11:07,24.923,N,93.037,W,0
8/15/2007,11:13:07,24.929,N,93.041,W,0
8/15/2007,11:15:08,24.936,N,93.044,W,0
8/15/2007,11:17:08,24.942,N,93.047,W,0
8/15/2007,11:19:08,24.948,N,93.05,W,0
8/15/2007,11:21:08,24.955,N,93.053,W,0
8/15/2007,11:23:07,24.961,N,93.056,W,0
8/15/2007,11:25:07,24.968,N,93.059,W,0
8/15/2007,11:27:07,24.974,N,93.062,W,0
8/15/2007,11:29:07,24.98,N,93.065,W,0
8/15/2007,11:31:08,24.987,N,93.069,W,0
8/15/2007,11:33:08,24.993,N,93.072,W,0
8/15/2007,11:35:08,25,N,93.075,W,0
