Track,for,Bret,2011,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
7/20/2011,5:29:06,30.758,N,74.811,W,0
7/20/2011,5:31:06,30.761,N,74.807,W,0
7/20/2011,5:33:06,30.764,N,74.804,W,0
7/20/2011,5:35:07,30.767,N,74.8,W,0
7/20/2011,5:37:07,30.77,N,74.797,W,0
7/20/2011,5:39:07,30.773,N,74.793,W,0
7/20/2011,5:41:07,30.776,N,74.79,W,0
7/20/2011,5:43:07,30.779,N,74.786,W,0
7/20/2011,5:45:07,30.782,N,74.783,W,0
7/20/2011,5:47:07,30.785,N,74.779,W,0
7/20/2011,5:49:07,30.788,N,74.776,W,0
7/20/2011,5:51:06,30.791,N,74.772,W,0
7/20/2011,5:53:06,30.794,N,74.769,W,0
7/20/2011,5:55:06,30.798,N,74.765,W,0
7/20/2011,5:57:06,30.801,N,74.761,W,0
7/20/2011,5:59:06,30.804,N,74.758,W,0
7/20/2011,6:01:06,30.807,N,74.754,W,0
7/20/2011,6:03:06,30.81,N,74.751,W,0
7/20/2011,6:05:07,30.813,N,74.747,W,0
7/20/2011,6:07:07,30.816,N,74.744,W,0
7/20/2011,6:09:07,30.819,N,74.74,W,0
7/20/2011,6:11:07,30.822,N,74.737,W,0
7/20/2011,6:13:07,30.825,N,74.733,W,0
7/20/2011,6:15:07,30.828,N,74.729,W,0
7/20/2011,6:17:07,30.831,N,74.726,W,0
7/20/2011,6:19:07,30.835,N,74.722,W,0
7/20/2011,6:21:06,30.838,N,74.719,W,0
7/20/2011,6:23:06,30.841,N,74.715,W,0
7/20/2011,6:25:06,30.844,N,74.711,W,0
7/20/2011,6:27:06,30.847,N,74.708,W,0
7/20/2011,6:29:06,30.85,N,74.704,W,0
7/20/2011,6:31:06,30.853,N,74.701,W,0
7/20/2011,6:33:06,30.856,N,74.697,W,0
7/20/2011,6:35:07,30.859,N,74.693,W,0
7/20/2011,6:37:07,30.863,N,74.69,W,0
7/20/2011,6:39:07,30.866,N,74.686,W,0
7/20/2011,6:41:07,30.869,N,74.683,W,0
7/20/2011,6:43:07,30.872,N,74.679,W,0
7/20/2011,6:45:07,30.875,N,74.675,W,0
7/20/2011,6:46:55,30.878,N,74.672,W,0
7/20/2011,6:48:55,30.881,N,74.668,W,0
7/20/2011,6:50:56,30.884,N,74.665,W,0
7/20/2011,6:52:56,30.887,N,74.661,W,0
7/20/2011,6:54:56,30.89,N,74.658,W,0
7/20/2011,6:56:56,30.893,N,74.654,W,0
7/20/2011,6:58:56,30.897,N,74.65,W,0
7/20/2011,7:00:56,30.9,N,74.647,W,0
7/20/2011,7:02:56,30.903,N,74.643,W,0
7/20/2011,7:04:55,30.906,N,74.64,W,0
7/20/2011,7:06:55,30.909,N,74.636,W,0
7/20/2011,7:08:55,30.912,N,74.632,W,0
7/20/2011,7:10:55,30.915,N,74.629,W,0
7/20/2011,7:12:55,30.918,N,74.625,W,0
7/20/2011,7:14:55,30.921,N,74.621,W,0
7/20/2011,7:16:55,30.924,N,74.618,W,0
7/20/2011,7:18:55,30.928,N,74.614,W,0
7/20/2011,7:20:56,30.931,N,74.611,W,0
7/20/2011,7:22:56,30.934,N,74.607,W,0
7/20/2011,7:24:56,30.937,N,74.603,W,0
7/20/2011,7:26:56,30.94,N,74.6,W,0
7/20/2011,7:28:56,30.943,N,74.596,W,0
7/20/2011,7:30:56,30.946,N,74.592,W,0
7/20/2011,7:32:56,30.949,N,74.589,W,0
7/20/2011,7:34:55,30.952,N,74.585,W,0
7/20/2011,7:36:55,30.955,N,74.581,W,0
7/20/2011,7:38:55,30.959,N,74.578,W,0
7/20/2011,7:40:55,30.962,N,74.574,W,0
7/20/2011,7:42:55,30.965,N,74.57,W,0
7/20/2011,7:44:55,30.968,N,74.567,W,0
7/20/2011,7:46:55,30.971,N,74.563,W,0
7/20/2011,7:48:55,30.974,N,74.559,W,0
7/20/2011,7:50:56,30.977,N,74.556,W,0
7/20/2011,7:52:56,30.98,N,74.552,W,0
7/20/2011,7:54:56,30.984,N,74.548,W,0
7/20/2011,7:56:56,30.987,N,74.545,W,0
7/20/2011,7:58:56,30.99,N,74.541,W,0
7/20/2011,8:00:56,30.993,N,74.537,W,0
7/20/2011,8:02:56,30.996,N,74.534,W,0
7/20/2011,8:04:55,30.999,N,74.53,W,0
7/20/2011,8:06:55,31.002,N,74.526,W,0
7/20/2011,8:08:55,31.005,N,74.522,W,0
7/20/2011,8:10:55,31.009,N,74.519,W,0
7/20/2011,8:12:55,31.012,N,74.515,W,0
7/20/2011,8:14:55,31.015,N,74.511,W,0
7/20/2011,8:16:55,31.018,N,74.508,W,0
7/20/2011,8:18:55,31.021,N,74.504,W,0
7/20/2011,8:20:56,31.024,N,74.5,W,0
7/20/2011,8:22:56,31.027,N,74.496,W,0
7/20/2011,8:24:56,31.03,N,74.493,W,0
7/20/2011,8:26:56,31.034,N,74.489,W,0
7/20/2011,8:28:56,31.037,N,74.485,W,0
7/20/2011,8:30:56,31.04,N,74.481,W,0
7/20/2011,8:32:56,31.043,N,74.478,W,0
7/20/2011,8:34:55,31.046,N,74.474,W,0
7/20/2011,8:36:55,31.049,N,74.47,W,0
7/20/2011,8:38:55,31.052,N,74.466,W,0
7/20/2011,8:40:55,31.056,N,74.463,W,0
7/20/2011,8:42:55,31.059,N,74.459,W,0
7/20/2011,8:44:55,31.062,N,74.455,W,0
7/20/2011,8:46:55,31.065,N,74.451,W,0
7/20/2011,8:48:55,31.068,N,74.447,W,0
7/20/2011,8:50:56,31.071,N,74.444,W,0
7/20/2011,8:52:56,31.075,N,74.44,W,0
7/20/2011,8:54:56,31.078,N,74.436,W,0
7/20/2011,8:56:56,31.081,N,74.432,W,0
7/20/2011,8:58:56,31.084,N,74.428,W,0
7/20/2011,9:00:56,31.087,N,74.425,W,0
7/20/2011,9:02:56,31.09,N,74.421,W,0
7/20/2011,9:04:55,31.094,N,74.417,W,0
7/20/2011,9:06:55,31.097,N,74.413,W,0
7/20/2011,9:08:55,31.1,N,74.409,W,0
7/20/2011,9:10:55,31.103,N,74.405,W,0
7/20/2011,9:12:55,31.106,N,74.402,W,0
7/20/2011,9:14:55,31.109,N,74.398,W,0
7/20/2011,9:16:55,31.113,N,74.394,W,0
7/20/2011,9:18:55,31.116,N,74.39,W,0
7/20/2011,9:20:56,31.119,N,74.386,W,0
7/20/2011,9:22:56,31.122,N,74.382,W,0
7/20/2011,9:24:56,31.125,N,74.378,W,0
7/20/2011,9:26:56,31.129,N,74.374,W,0
7/20/2011,9:28:56,31.132,N,74.371,W,0
7/20/2011,9:30:56,31.135,N,74.367,W,0
7/20/2011,9:32:56,31.138,N,74.363,W,0
7/20/2011,9:34:55,31.141,N,74.359,W,0
7/20/2011,9:36:55,31.145,N,74.355,W,0
7/20/2011,9:38:55,31.148,N,74.351,W,0
7/20/2011,9:40:55,31.151,N,74.347,W,0
7/20/2011,9:42:55,31.154,N,74.343,W,0
7/20/2011,9:44:55,31.157,N,74.339,W,0
7/20/2011,9:46:55,31.161,N,74.335,W,0
7/20/2011,9:48:55,31.164,N,74.331,W,0
7/20/2011,9:50:56,31.167,N,74.327,W,0
7/20/2011,9:52:56,31.17,N,74.323,W,0
7/20/2011,9:54:56,31.174,N,74.319,W,0
7/20/2011,9:56:56,31.177,N,74.315,W,0
7/20/2011,9:58:56,31.18,N,74.311,W,0
7/20/2011,10:00:56,31.183,N,74.307,W,0
7/20/2011,10:02:56,31.186,N,74.303,W,0
7/20/2011,10:04:55,31.19,N,74.299,W,0
7/20/2011,10:06:55,31.193,N,74.295,W,0
7/20/2011,10:08:55,31.196,N,74.291,W,0
7/20/2011,10:10:55,31.199,N,74.287,W,0
7/20/2011,10:12:55,31.203,N,74.283,W,0
7/20/2011,10:14:55,31.206,N,74.279,W,0
7/20/2011,10:16:55,31.209,N,74.275,W,0
7/20/2011,10:18:55,31.212,N,74.271,W,0
7/20/2011,10:20:56,31.216,N,74.267,W,0
7/20/2011,10:22:56,31.219,N,74.263,W,0
7/20/2011,10:24:56,31.222,N,74.259,W,0
7/20/2011,10:26:56,31.225,N,74.255,W,0
7/20/2011,10:28:56,31.229,N,74.251,W,0
7/20/2011,10:30:56,31.232,N,74.247,W,0
7/20/2011,10:32:56,31.235,N,74.243,W,0
7/20/2011,10:34:55,31.238,N,74.239,W,0
7/20/2011,10:36:55,31.242,N,74.235,W,0
7/20/2011,10:38:55,31.245,N,74.23,W,0
7/20/2011,10:40:55,31.248,N,74.226,W,0
7/20/2011,10:42:55,31.251,N,74.222,W,0
7/20/2011,10:44:55,31.254,N,74.218,W,0
7/20/2011,10:46:55,31.258,N,74.214,W,0
7/20/2011,10:48:55,31.261,N,74.21,W,0
7/20/2011,10:50:56,31.264,N,74.206,W,0
7/20/2011,10:52:56,31.267,N,74.202,W,0
7/20/2011,10:54:56,31.271,N,74.198,W,0
7/20/2011,10:56:56,31.274,N,74.193,W,0
7/20/2011,10:58:56,31.277,N,74.189,W,0
7/20/2011,11:00:56,31.28,N,74.185,W,0
7/20/2011,11:02:56,31.284,N,74.181,W,0
7/20/2011,11:04:55,31.287,N,74.177,W,0
7/20/2011,11:06:55,31.29,N,74.173,W,0
7/20/2011,11:08:55,31.293,N,74.169,W,0
7/20/2011,11:10:55,31.296,N,74.164,W,0
7/20/2011,11:12:55,31.3,N,74.16,W,0
7/20/2011,11:14:55,31.303,N,74.156,W,0
7/20/2011,11:16:55,31.306,N,74.152,W,0
7/20/2011,11:18:55,31.309,N,74.148,W,0
7/20/2011,11:20:56,31.312,N,74.144,W,0
7/20/2011,11:22:56,31.316,N,74.14,W,0
7/20/2011,11:24:56,31.319,N,74.135,W,0
7/20/2011,11:26:56,31.322,N,74.131,W,0
7/20/2011,11:28:56,31.325,N,74.127,W,0
7/20/2011,11:30:56,31.328,N,74.123,W,0
7/20/2011,11:32:56,31.331,N,74.119,W,0
7/20/2011,11:34:55,31.335,N,74.115,W,0
7/20/2011,11:36:55,31.338,N,74.111,W,0
7/20/2011,11:38:55,31.341,N,74.106,W,0
7/20/2011,11:40:55,31.344,N,74.102,W,0
7/20/2011,11:42:55,31.347,N,74.098,W,0
7/20/2011,11:44:55,31.35,N,74.094,W,0
7/20/2011,11:46:55,31.353,N,74.09,W,0
7/20/2011,11:48:55,31.356,N,74.086,W,0
7/20/2011,11:50:56,31.36,N,74.082,W,0
7/20/2011,11:52:56,31.363,N,74.077,W,0
7/20/2011,11:54:56,31.366,N,74.073,W,0
7/20/2011,11:56:56,31.369,N,74.069,W,0
7/20/2011,11:58:56,31.372,N,74.065,W,0
7/20/2011,12:00:56,31.375,N,74.061,W,0
7/20/2011,12:02:56,31.378,N,74.057,W,0
7/20/2011,12:04:55,31.381,N,74.053,W,0
7/20/2011,12:06:55,31.384,N,74.048,W,0
7/20/2011,12:08:55,31.387,N,74.044,W,0
7/20/2011,12:10:55,31.39,N,74.04,W,0
7/20/2011,12:12:55,31.393,N,74.036,W,0
7/20/2011,12:14:55,31.396,N,74.032,W,0
7/20/2011,12:16:55,31.399,N,74.028,W,0
7/20/2011,12:18:55,31.402,N,74.024,W,0
7/20/2011,12:20:56,31.405,N,74.02,W,0
7/20/2011,12:22:56,31.408,N,74.015,W,0
7/20/2011,12:24:56,31.411,N,74.011,W,0
7/20/2011,12:26:56,31.414,N,74.007,W,0
7/20/2011,12:28:56,31.417,N,74.003,W,0
7/20/2011,12:30:56,31.42,N,73.999,W,0
7/20/2011,12:32:56,31.423,N,73.995,W,0
7/20/2011,12:34:55,31.426,N,73.991,W,0
7/20/2011,12:36:55,31.429,N,73.987,W,0
7/20/2011,12:38:55,31.432,N,73.983,W,0
7/20/2011,12:40:55,31.434,N,73.979,W,0
7/20/2011,12:42:55,31.437,N,73.975,W,0
7/20/2011,12:44:55,31.44,N,73.97,W,0
7/20/2011,12:46:55,31.443,N,73.966,W,0
7/20/2011,12:48:55,31.446,N,73.962,W,0
7/20/2011,12:50:56,31.449,N,73.958,W,0
7/20/2011,12:52:56,31.451,N,73.954,W,0
7/20/2011,12:54:56,31.454,N,73.95,W,0
7/20/2011,12:56:56,31.457,N,73.946,W,0
7/20/2011,12:58:56,31.46,N,73.942,W,0
7/20/2011,13:00:56,31.463,N,73.938,W,0
7/20/2011,13:02:56,31.465,N,73.934,W,0
7/20/2011,13:04:55,31.468,N,73.93,W,0
7/20/2011,13:06:55,31.471,N,73.926,W,0
7/20/2011,13:08:55,31.473,N,73.922,W,0
7/20/2011,13:10:55,31.476,N,73.918,W,0
7/20/2011,13:12:55,31.479,N,73.914,W,0
7/20/2011,13:14:55,31.481,N,73.91,W,0
7/20/2011,13:16:55,31.484,N,73.906,W,0
7/20/2011,13:18:55,31.487,N,73.902,W,0
7/20/2011,13:20:56,31.489,N,73.898,W,0
7/20/2011,13:22:56,31.492,N,73.894,W,0
7/20/2011,13:24:56,31.495,N,73.89,W,0
7/20/2011,13:26:56,31.497,N,73.886,W,0
7/20/2011,13:28:56,31.5,N,73.882,W,0
7/20/2011,13:30:56,31.502,N,73.879,W,0
7/20/2011,13:32:56,31.505,N,73.875,W,0
7/20/2011,13:34:55,31.507,N,73.871,W,0
7/20/2011,13:36:55,31.51,N,73.867,W,0
7/20/2011,13:38:55,31.512,N,73.863,W,0
7/20/2011,13:40:55,31.515,N,73.859,W,0
7/20/2011,13:42:55,31.517,N,73.855,W,0
7/20/2011,13:44:55,31.52,N,73.851,W,0
7/20/2011,13:46:55,31.522,N,73.847,W,0
7/20/2011,13:48:55,31.524,N,73.844,W,0
7/20/2011,13:50:56,31.527,N,73.84,W,0
7/20/2011,13:52:56,31.529,N,73.836,W,0
7/20/2011,13:54:56,31.532,N,73.832,W,0
7/20/2011,13:56:56,31.534,N,73.828,W,0
7/20/2011,13:58:56,31.536,N,73.824,W,0
7/20/2011,14:00:56,31.538,N,73.821,W,0
7/20/2011,14:02:56,31.541,N,73.817,W,0
7/20/2011,14:04:55,31.543,N,73.813,W,0
7/20/2011,14:06:55,31.545,N,73.809,W,0
7/20/2011,14:08:55,31.547,N,73.806,W,0
7/20/2011,14:10:55,31.55,N,73.802,W,0
7/20/2011,14:12:55,31.552,N,73.798,W,0
7/20/2011,14:14:55,31.554,N,73.794,W,0
7/20/2011,14:16:55,31.556,N,73.791,W,0
7/20/2011,14:18:55,31.558,N,73.787,W,0
7/20/2011,14:20:56,31.56,N,73.783,W,0
7/20/2011,14:22:56,31.562,N,73.78,W,0
7/20/2011,14:24:56,31.565,N,73.776,W,0
7/20/2011,14:26:56,31.567,N,73.772,W,0
7/20/2011,14:28:56,31.569,N,73.769,W,0
7/20/2011,14:30:56,31.571,N,73.765,W,0
7/20/2011,14:32:56,31.573,N,73.761,W,0
7/20/2011,14:34:55,31.575,N,73.758,W,0
7/20/2011,14:36:55,31.577,N,73.754,W,0
7/20/2011,14:38:55,31.578,N,73.751,W,0
7/20/2011,14:40:55,31.58,N,73.747,W,0
7/20/2011,14:42:55,31.582,N,73.744,W,0
7/20/2011,14:44:55,31.584,N,73.74,W,0
7/20/2011,14:46:55,31.586,N,73.737,W,0
7/20/2011,14:48:55,31.588,N,73.733,W,0
7/20/2011,14:50:56,31.59,N,73.73,W,0
7/20/2011,14:52:56,31.591,N,73.726,W,0
7/20/2011,14:54:56,31.593,N,73.723,W,0
7/20/2011,14:56:56,31.595,N,73.719,W,0
7/20/2011,14:58:56,31.597,N,73.716,W,0
7/20/2011,15:00:56,31.598,N,73.712,W,0
7/20/2011,15:02:56,31.6,N,73.709,W,0
7/20/2011,15:04:55,31.602,N,73.705,W,0
7/20/2011,15:06:55,31.603,N,73.702,W,0
7/20/2011,15:08:55,31.605,N,73.699,W,0
7/20/2011,15:10:55,31.606,N,73.695,W,0
7/20/2011,15:12:55,31.608,N,73.692,W,0
7/20/2011,15:14:55,31.61,N,73.688,W,0
7/20/2011,15:16:55,31.611,N,73.685,W,0
7/20/2011,15:18:55,31.613,N,73.682,W,0
7/20/2011,15:20:56,31.614,N,73.678,W,0
7/20/2011,15:22:56,31.616,N,73.675,W,0
7/20/2011,15:24:56,31.617,N,73.672,W,0
7/20/2011,15:26:56,31.619,N,73.668,W,0
7/20/2011,15:28:56,31.62,N,73.665,W,0
7/20/2011,15:30:56,31.621,N,73.662,W,0
7/20/2011,15:32:56,31.623,N,73.659,W,0
7/20/2011,15:34:55,31.624,N,73.655,W,0
7/20/2011,15:36:55,31.626,N,73.652,W,0
7/20/2011,15:38:55,31.627,N,73.649,W,0
7/20/2011,15:40:55,31.628,N,73.646,W,0
7/20/2011,15:42:55,31.63,N,73.642,W,0
7/20/2011,15:44:55,31.631,N,73.639,W,0
7/20/2011,15:46:55,31.632,N,73.636,W,0
7/20/2011,15:48:55,31.633,N,73.633,W,0
7/20/2011,15:50:56,31.635,N,73.63,W,0
7/20/2011,15:52:56,31.636,N,73.627,W,0
7/20/2011,15:54:56,31.637,N,73.623,W,0
7/20/2011,15:56:56,31.638,N,73.62,W,0
7/20/2011,15:58:56,31.639,N,73.617,W,0
7/20/2011,16:00:56,31.641,N,73.614,W,0
7/20/2011,16:02:56,31.642,N,73.611,W,0
7/20/2011,16:04:55,31.643,N,73.608,W,0
7/20/2011,16:06:55,31.644,N,73.605,W,0
7/20/2011,16:08:55,31.645,N,73.601,W,0
7/20/2011,16:10:55,31.646,N,73.598,W,0
7/20/2011,16:12:55,31.647,N,73.595,W,0
7/20/2011,16:14:55,31.648,N,73.592,W,0
7/20/2011,16:16:55,31.65,N,73.589,W,0
7/20/2011,16:18:55,31.651,N,73.586,W,0
7/20/2011,16:20:56,31.652,N,73.583,W,0
7/20/2011,16:22:56,31.653,N,73.58,W,0
7/20/2011,16:24:56,31.654,N,73.577,W,0
7/20/2011,16:26:56,31.655,N,73.574,W,0
7/20/2011,16:28:56,31.656,N,73.571,W,0
7/20/2011,16:30:56,31.657,N,73.568,W,0
7/20/2011,16:32:56,31.658,N,73.565,W,0
7/20/2011,16:34:55,31.658,N,73.562,W,0
7/20/2011,16:36:55,31.659,N,73.559,W,0
7/20/2011,16:38:55,31.66,N,73.556,W,0
7/20/2011,16:40:55,31.661,N,73.553,W,0
7/20/2011,16:42:55,31.662,N,73.55,W,0
7/20/2011,16:44:55,31.663,N,73.547,W,0
7/20/2011,16:46:55,31.664,N,73.544,W,0
7/20/2011,16:48:55,31.665,N,73.541,W,0
7/20/2011,16:50:56,31.666,N,73.538,W,0
7/20/2011,16:52:56,31.666,N,73.535,W,0
7/20/2011,16:54:56,31.667,N,73.532,W,0
7/20/2011,16:56:56,31.668,N,73.529,W,0
7/20/2011,16:58:56,31.669,N,73.527,W,0
7/20/2011,17:00:56,31.67,N,73.524,W,0
7/20/2011,17:02:56,31.67,N,73.521,W,0
7/20/2011,17:04:55,31.671,N,73.518,W,0
7/20/2011,17:06:55,31.672,N,73.515,W,0
7/20/2011,17:08:55,31.673,N,73.512,W,0
7/20/2011,17:10:55,31.673,N,73.509,W,0
7/20/2011,17:12:55,31.674,N,73.506,W,0
7/20/2011,17:14:55,31.675,N,73.503,W,0
7/20/2011,17:16:55,31.676,N,73.501,W,0
7/20/2011,17:18:55,31.676,N,73.498,W,0
7/20/2011,17:20:56,31.677,N,73.495,W,0
7/20/2011,17:22:56,31.678,N,73.492,W,0
7/20/2011,17:24:56,31.678,N,73.489,W,0
7/20/2011,17:26:56,31.679,N,73.486,W,0
7/20/2011,17:28:56,31.68,N,73.484,W,0
7/20/2011,17:30:56,31.68,N,73.481,W,0
7/20/2011,17:32:56,31.681,N,73.478,W,0
7/20/2011,17:34:55,31.682,N,73.475,W,0
7/20/2011,17:36:55,31.682,N,73.472,W,0
7/20/2011,17:38:55,31.683,N,73.469,W,0
7/20/2011,17:40:55,31.684,N,73.467,W,0
7/20/2011,17:42:55,31.684,N,73.464,W,0
7/20/2011,17:44:55,31.685,N,73.461,W,0
7/20/2011,17:46:55,31.685,N,73.458,W,0
7/20/2011,17:48:55,31.686,N,73.456,W,0
7/20/2011,17:50:56,31.686,N,73.453,W,0
7/20/2011,17:52:56,31.687,N,73.45,W,0
7/20/2011,17:54:56,31.688,N,73.447,W,0
7/20/2011,17:56:56,31.688,N,73.444,W,0
7/20/2011,17:58:56,31.689,N,73.442,W,0
7/20/2011,18:00:56,31.689,N,73.439,W,0
7/20/2011,18:02:56,31.69,N,73.436,W,0
7/20/2011,18:04:55,31.69,N,73.433,W,0
7/20/2011,18:06:55,31.691,N,73.431,W,0
7/20/2011,18:07:24,31.691,N,73.43,W,0
7/20/2011,18:09:24,31.69,N,73.428,W,0
7/20/2011,18:11:24,31.689,N,73.426,W,0
7/20/2011,18:13:24,31.689,N,73.423,W,0
7/20/2011,18:15:24,31.688,N,73.421,W,0
7/20/2011,18:17:24,31.688,N,73.419,W,0
7/20/2011,18:19:24,31.687,N,73.416,W,0
7/20/2011,18:21:23,31.687,N,73.414,W,0
7/20/2011,18:23:23,31.687,N,73.412,W,0
7/20/2011,18:25:23,31.687,N,73.409,W,0
7/20/2011,18:27:23,31.686,N,73.407,W,0
7/20/2011,18:29:23,31.686,N,73.404,W,0
7/20/2011,18:31:23,31.686,N,73.402,W,0
7/20/2011,18:33:23,31.687,N,73.399,W,0
7/20/2011,18:35:23,31.687,N,73.396,W,0
7/20/2011,18:37:24,31.687,N,73.394,W,0
7/20/2011,18:39:24,31.687,N,73.391,W,0
7/20/2011,18:41:24,31.688,N,73.388,W,0
7/20/2011,18:43:24,31.688,N,73.386,W,0
7/20/2011,18:45:24,31.689,N,73.383,W,0
7/20/2011,18:47:24,31.69,N,73.38,W,0
7/20/2011,18:49:24,31.69,N,73.377,W,0
7/20/2011,18:51:23,31.691,N,73.374,W,0
7/20/2011,18:53:23,31.692,N,73.371,W,0
7/20/2011,18:55:23,31.693,N,73.369,W,0
7/20/2011,18:57:23,31.694,N,73.366,W,0
7/20/2011,18:59:23,31.695,N,73.363,W,0
7/20/2011,19:01:23,31.696,N,73.36,W,0
7/20/2011,19:03:23,31.698,N,73.357,W,0
7/20/2011,19:05:23,31.699,N,73.354,W,0
7/20/2011,19:07:24,31.7,N,73.35,W,0
7/20/2011,19:09:24,31.702,N,73.347,W,0
7/20/2011,19:11:24,31.703,N,73.344,W,0
7/20/2011,19:13:24,31.705,N,73.341,W,0
7/20/2011,19:15:24,31.707,N,73.338,W,0
7/20/2011,19:15:58,31.707,N,73.337,W,0
7/20/2011,19:17:58,31.712,N,73.332,W,0
7/20/2011,19:19:58,31.718,N,73.328,W,0
7/20/2011,19:21:58,31.723,N,73.323,W,0
7/20/2011,19:23:58,31.728,N,73.318,W,0
7/20/2011,19:25:57,31.734,N,73.314,W,0
7/20/2011,19:27:57,31.739,N,73.309,W,0
7/20/2011,19:29:57,31.744,N,73.304,W,0
7/20/2011,19:31:57,31.75,N,73.3,W,0
7/20/2011,19:33:57,31.755,N,73.295,W,0
7/20/2011,19:35:57,31.76,N,73.29,W,0
7/20/2011,19:37:57,31.765,N,73.286,W,0
7/20/2011,19:39:58,31.771,N,73.281,W,0
7/20/2011,19:41:58,31.776,N,73.277,W,0
7/20/2011,19:43:58,31.781,N,73.272,W,0
7/20/2011,19:45:58,31.787,N,73.267,W,0
7/20/2011,19:47:58,31.792,N,73.263,W,0
7/20/2011,19:49:58,31.797,N,73.258,W,0
7/20/2011,19:51:58,31.802,N,73.253,W,0
7/20/2011,19:53:58,31.808,N,73.249,W,0
7/20/2011,19:55:57,31.813,N,73.244,W,0
7/20/2011,19:57:57,31.818,N,73.239,W,0
7/20/2011,19:59:57,31.823,N,73.235,W,0
7/20/2011,20:01:57,31.829,N,73.23,W,0
7/20/2011,20:03:57,31.834,N,73.226,W,0
7/20/2011,20:05:57,31.839,N,73.221,W,0
7/20/2011,20:07:57,31.844,N,73.216,W,0
7/20/2011,20:09:58,31.85,N,73.212,W,0
7/20/2011,20:11:58,31.855,N,73.207,W,0
7/20/2011,20:13:58,31.86,N,73.202,W,0
7/20/2011,20:15:58,31.865,N,73.198,W,0
7/20/2011,20:17:58,31.871,N,73.193,W,0
7/20/2011,20:19:58,31.876,N,73.189,W,0
7/20/2011,20:21:58,31.881,N,73.184,W,0
7/20/2011,20:23:58,31.886,N,73.179,W,0
7/20/2011,20:25:57,31.891,N,73.175,W,0
7/20/2011,20:27:57,31.897,N,73.17,W,0
7/20/2011,20:29:57,31.902,N,73.166,W,0
7/20/2011,20:31:57,31.907,N,73.161,W,0
7/20/2011,20:33:57,31.912,N,73.156,W,0
7/20/2011,20:35:57,31.917,N,73.152,W,0
7/20/2011,20:37:57,31.922,N,73.147,W,0
7/20/2011,20:39:58,31.928,N,73.143,W,0
7/20/2011,20:41:58,31.933,N,73.138,W,0
7/20/2011,20:43:58,31.938,N,73.133,W,0
7/20/2011,20:45:58,31.943,N,73.129,W,0
7/20/2011,20:47:58,31.948,N,73.124,W,0
7/20/2011,20:49:58,31.953,N,73.12,W,0
7/20/2011,20:51:58,31.958,N,73.115,W,0
7/20/2011,20:53:58,31.963,N,73.111,W,0
7/20/2011,20:55:57,31.969,N,73.106,W,0
7/20/2011,20:57:57,31.974,N,73.101,W,0
7/20/2011,20:59:57,31.979,N,73.097,W,0
7/20/2011,21:01:57,31.984,N,73.092,W,0
7/20/2011,21:03:57,31.989,N,73.088,W,0
7/20/2011,21:05:57,31.994,N,73.083,W,0
7/20/2011,21:07:57,31.999,N,73.079,W,0
7/20/2011,21:09:58,32.004,N,73.074,W,0
7/20/2011,21:11:58,32.009,N,73.07,W,0
7/20/2011,21:13:58,32.014,N,73.065,W,0
7/20/2011,21:15:58,32.019,N,73.06,W,0
7/20/2011,21:17:58,32.024,N,73.056,W,0
7/20/2011,21:19:58,32.029,N,73.051,W,0
7/20/2011,21:21:58,32.034,N,73.047,W,0
7/20/2011,21:23:58,32.039,N,73.042,W,0
7/20/2011,21:25:57,32.044,N,73.038,W,0
7/20/2011,21:27:57,32.049,N,73.033,W,0
7/20/2011,21:29:57,32.054,N,73.029,W,0
7/20/2011,21:31:57,32.059,N,73.024,W,0
7/20/2011,21:33:57,32.064,N,73.02,W,0
7/20/2011,21:35:57,32.069,N,73.015,W,0
7/20/2011,21:37:57,32.074,N,73.011,W,0
7/20/2011,21:39:58,32.079,N,73.006,W,0
7/20/2011,21:41:58,32.084,N,73.002,W,0
7/20/2011,21:43:58,32.089,N,72.997,W,0
7/20/2011,21:45:58,32.094,N,72.993,W,0
7/20/2011,21:47:58,32.099,N,72.988,W,0
7/20/2011,21:49:58,32.104,N,72.984,W,0
7/20/2011,21:51:58,32.108,N,72.979,W,0
7/20/2011,21:53:58,32.113,N,72.975,W,0
7/20/2011,21:55:57,32.118,N,72.97,W,0
7/20/2011,21:57:57,32.123,N,72.966,W,0
7/20/2011,21:59:57,32.128,N,72.961,W,0
7/20/2011,22:01:57,32.133,N,72.957,W,0
7/20/2011,22:03:57,32.138,N,72.952,W,0
7/20/2011,22:05:57,32.142,N,72.948,W,0
7/20/2011,22:07:57,32.147,N,72.943,W,0
7/20/2011,22:09:58,32.152,N,72.939,W,0
7/20/2011,22:11:58,32.157,N,72.934,W,0
7/20/2011,22:13:58,32.162,N,72.93,W,0
7/20/2011,22:15:58,32.166,N,72.926,W,0
7/20/2011,22:17:58,32.171,N,72.921,W,0
7/20/2011,22:19:58,32.176,N,72.917,W,0
7/20/2011,22:21:58,32.181,N,72.912,W,0
7/20/2011,22:23:58,32.185,N,72.908,W,0
7/20/2011,22:25:57,32.19,N,72.903,W,0
7/20/2011,22:27:57,32.195,N,72.899,W,0
7/20/2011,22:29:57,32.2,N,72.894,W,0
7/20/2011,22:31:57,32.204,N,72.89,W,0
7/20/2011,22:33:57,32.209,N,72.886,W,0
