Track,for,Irene,2011,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/26/2011,23:09:42,31.998,N,77.127,W
8/26/2011,23:11:43,32.004,N,77.126,W
8/26/2011,23:13:42,32.009,N,77.125,W
8/26/2011,23:15:43,32.015,N,77.123,W
8/26/2011,23:17:42,32.02,N,77.122,W
8/26/2011,23:19:43,32.026,N,77.12,W
8/26/2011,23:21:42,32.032,N,77.119,W
8/26/2011,23:23:43,32.037,N,77.117,W
8/26/2011,23:25:42,32.043,N,77.115,W
8/26/2011,23:27:43,32.049,N,77.113,W
8/26/2011,23:29:43,32.054,N,77.111,W
8/26/2011,23:29:58,32.055,N,77.111,W
8/26/2011,23:31:57,32.061,N,77.105,W
8/26/2011,23:33:58,32.067,N,77.1,W
8/26/2011,23:35:57,32.073,N,77.094,W
8/26/2011,23:37:58,32.079,N,77.088,W
8/26/2011,23:39:57,32.086,N,77.082,W
8/26/2011,23:41:58,32.092,N,77.076,W
8/26/2011,23:43:57,32.098,N,77.07,W
8/26/2011,23:45:58,32.104,N,77.065,W
8/26/2011,23:47:57,32.11,N,77.059,W
8/26/2011,23:49:58,32.116,N,77.053,W
8/26/2011,23:51:57,32.123,N,77.048,W
8/26/2011,23:53:58,32.129,N,77.043,W
8/26/2011,23:55:58,32.135,N,77.038,W
8/26/2011,23:57:57,32.141,N,77.033,W
8/26/2011,23:59:58,32.147,N,77.029,W
8/27/2011,0:01:57,32.153,N,77.025,W
8/27/2011,0:03:58,32.16,N,77.021,W
8/27/2011,0:05:57,32.166,N,77.018,W
8/27/2011,0:07:58,32.172,N,77.015,W
8/27/2011,0:09:57,32.178,N,77.012,W
8/27/2011,0:11:58,32.184,N,77.009,W
8/27/2011,0:13:57,32.19,N,77.007,W
8/27/2011,0:15:58,32.196,N,77.004,W
8/27/2011,0:17:57,32.202,N,77.003,W
8/27/2011,0:19:58,32.208,N,77.001,W
8/27/2011,0:21:57,32.214,N,76.999,W
8/27/2011,0:23:58,32.22,N,76.998,W
8/27/2011,0:25:58,32.226,N,76.997,W
8/27/2011,0:27:57,32.232,N,76.996,W
8/27/2011,0:29:58,32.238,N,76.995,W
8/27/2011,0:31:57,32.243,N,76.994,W
8/27/2011,0:33:58,32.249,N,76.993,W
8/27/2011,0:34:10,32.25,N,76.993,W
8/27/2011,0:36:11,32.256,N,76.992,W
8/27/2011,0:38:10,32.262,N,76.991,W
8/27/2011,0:40:11,32.268,N,76.991,W
8/27/2011,0:42:10,32.274,N,76.99,W
8/27/2011,0:44:11,32.28,N,76.99,W
8/27/2011,0:46:11,32.285,N,76.99,W
8/27/2011,0:47:46,32.29,N,76.99,W
8/27/2011,0:49:45,32.296,N,76.989,W
8/27/2011,0:51:45,32.302,N,76.989,W
8/27/2011,0:53:46,32.307,N,76.988,W
8/27/2011,0:55:45,32.313,N,76.988,W
8/27/2011,0:57:46,32.319,N,76.987,W
8/27/2011,0:59:45,32.325,N,76.987,W
8/27/2011,1:01:46,32.33,N,76.986,W
8/27/2011,1:03:45,32.336,N,76.985,W
8/27/2011,1:05:46,32.342,N,76.985,W
8/27/2011,1:07:45,32.347,N,76.984,W
8/27/2011,1:09:46,32.353,N,76.983,W
8/27/2011,1:11:45,32.358,N,76.982,W
8/27/2011,1:13:46,32.364,N,76.981,W
8/27/2011,1:15:45,32.369,N,76.98,W
8/27/2011,1:17:46,32.374,N,76.979,W
8/27/2011,1:19:45,32.38,N,76.978,W
8/27/2011,1:21:45,32.385,N,76.977,W
8/27/2011,1:23:46,32.39,N,76.976,W
8/27/2011,1:25:45,32.395,N,76.975,W
8/27/2011,1:27:46,32.4,N,76.974,W
8/27/2011,1:29:45,32.405,N,76.972,W
8/27/2011,1:31:46,32.41,N,76.971,W
8/27/2011,1:33:45,32.415,N,76.969,W
8/27/2011,1:35:46,32.42,N,76.968,W
8/27/2011,1:37:45,32.424,N,76.966,W
8/27/2011,1:39:46,32.429,N,76.964,W
8/27/2011,1:41:45,32.433,N,76.962,W
8/27/2011,1:43:46,32.438,N,76.961,W
8/27/2011,1:45:45,32.442,N,76.959,W
8/27/2011,1:47:46,32.447,N,76.956,W
8/27/2011,1:49:45,32.451,N,76.954,W
8/27/2011,1:51:45,32.455,N,76.952,W
8/27/2011,1:53:46,32.459,N,76.95,W
8/27/2011,1:55:45,32.463,N,76.947,W
8/27/2011,1:57:46,32.466,N,76.945,W
8/27/2011,1:59:45,32.47,N,76.942,W
8/27/2011,2:01:46,32.474,N,76.939,W
8/27/2011,2:03:45,32.477,N,76.936,W
8/27/2011,2:05:46,32.48,N,76.933,W
8/27/2011,2:07:45,32.484,N,76.93,W
8/27/2011,2:09:46,32.487,N,76.927,W
8/27/2011,2:11:45,32.49,N,76.924,W
8/27/2011,2:13:46,32.493,N,76.92,W
8/27/2011,2:15:45,32.495,N,76.916,W
8/27/2011,2:17:46,32.498,N,76.913,W
8/27/2011,2:19:45,32.501,N,76.909,W
8/27/2011,2:21:45,32.503,N,76.905,W
8/27/2011,2:23:46,32.505,N,76.901,W
8/27/2011,2:25:45,32.507,N,76.897,W
8/27/2011,2:27:46,32.509,N,76.892,W
8/27/2011,2:29:45,32.511,N,76.888,W
8/27/2011,2:31:46,32.513,N,76.883,W
8/27/2011,2:33:45,32.515,N,76.878,W
8/27/2011,2:34:19,32.515,N,76.877,W
8/27/2011,2:36:18,32.521,N,76.874,W
8/27/2011,2:38:18,32.527,N,76.871,W
8/27/2011,2:40:19,32.532,N,76.868,W
8/27/2011,2:42:18,32.538,N,76.865,W
8/27/2011,2:44:19,32.545,N,76.862,W
8/27/2011,2:46:18,32.551,N,76.859,W
8/27/2011,2:48:19,32.557,N,76.856,W
8/27/2011,2:50:18,32.563,N,76.852,W
8/27/2011,2:52:19,32.57,N,76.849,W
8/27/2011,2:54:18,32.576,N,76.846,W
8/27/2011,2:56:19,32.583,N,76.842,W
8/27/2011,2:58:18,32.59,N,76.839,W
8/27/2011,3:00:19,32.597,N,76.835,W
8/27/2011,3:02:18,32.603,N,76.832,W
8/27/2011,3:04:19,32.61,N,76.828,W
8/27/2011,3:06:18,32.618,N,76.825,W
8/27/2011,3:08:18,32.625,N,76.821,W
8/27/2011,3:10:19,32.632,N,76.817,W
8/27/2011,3:12:18,32.639,N,76.813,W
8/27/2011,3:14:19,32.647,N,76.81,W
8/27/2011,3:16:18,32.654,N,76.806,W
8/27/2011,3:18:19,32.662,N,76.802,W
8/27/2011,3:20:18,32.67,N,76.798,W
8/27/2011,3:22:19,32.678,N,76.794,W
8/27/2011,3:24:18,32.685,N,76.79,W
8/27/2011,3:26:19,32.693,N,76.786,W
8/27/2011,3:28:18,32.701,N,76.782,W
8/27/2011,3:30:19,32.709,N,76.778,W
8/27/2011,3:32:18,32.718,N,76.774,W
8/27/2011,3:34:19,32.726,N,76.77,W
8/27/2011,3:36:18,32.734,N,76.766,W
8/27/2011,3:38:18,32.742,N,76.762,W
8/27/2011,3:40:19,32.751,N,76.758,W
8/27/2011,3:42:18,32.759,N,76.754,W
8/27/2011,3:44:19,32.768,N,76.75,W
8/27/2011,3:46:18,32.776,N,76.746,W
8/27/2011,3:48:19,32.785,N,76.742,W
8/27/2011,3:50:18,32.794,N,76.738,W
8/27/2011,3:52:19,32.802,N,76.734,W
8/27/2011,3:54:18,32.811,N,76.73,W
8/27/2011,3:56:19,32.82,N,76.726,W
8/27/2011,3:58:18,32.829,N,76.722,W
8/27/2011,4:00:19,32.838,N,76.718,W
8/27/2011,4:02:18,32.847,N,76.714,W
8/27/2011,4:04:19,32.856,N,76.71,W
8/27/2011,4:06:18,32.865,N,76.706,W
8/27/2011,4:08:18,32.874,N,76.702,W
8/27/2011,4:10:19,32.883,N,76.698,W
8/27/2011,4:12:18,32.892,N,76.694,W
8/27/2011,4:14:19,32.902,N,76.691,W
8/27/2011,4:16:18,32.911,N,76.687,W
8/27/2011,4:18:19,32.92,N,76.683,W
8/27/2011,4:20:18,32.929,N,76.679,W
8/27/2011,4:22:19,32.939,N,76.676,W
8/27/2011,4:24:18,32.948,N,76.672,W
8/27/2011,4:26:19,32.957,N,76.669,W
8/27/2011,4:28:18,32.967,N,76.665,W
8/27/2011,4:30:19,32.976,N,76.662,W
8/27/2011,4:32:18,32.986,N,76.658,W
8/27/2011,4:34:19,32.995,N,76.655,W
8/27/2011,4:36:18,33.004,N,76.651,W
8/27/2011,4:38:18,33.014,N,76.648,W
8/27/2011,4:40:19,33.023,N,76.645,W
8/27/2011,4:42:18,33.033,N,76.642,W
8/27/2011,4:44:19,33.042,N,76.639,W
8/27/2011,4:46:18,33.052,N,76.636,W
8/27/2011,4:48:19,33.061,N,76.633,W
8/27/2011,4:50:18,33.071,N,76.63,W
8/27/2011,4:52:19,33.08,N,76.627,W
8/27/2011,4:54:18,33.09,N,76.624,W
8/27/2011,4:56:19,33.099,N,76.622,W
8/27/2011,4:58:18,33.109,N,76.619,W
8/27/2011,5:00:19,33.118,N,76.617,W
8/27/2011,5:02:18,33.128,N,76.614,W
8/27/2011,5:04:19,33.137,N,76.612,W
8/27/2011,5:06:18,33.147,N,76.61,W
8/27/2011,5:08:18,33.156,N,76.607,W
8/27/2011,5:10:19,33.166,N,76.605,W
8/27/2011,5:12:18,33.175,N,76.603,W
8/27/2011,5:14:19,33.184,N,76.601,W
8/27/2011,5:16:18,33.194,N,76.6,W
8/27/2011,5:18:19,33.203,N,76.598,W
8/27/2011,5:20:18,33.213,N,76.596,W
8/27/2011,5:22:19,33.222,N,76.594,W
8/27/2011,5:24:18,33.231,N,76.593,W
8/27/2011,5:26:19,33.241,N,76.591,W
8/27/2011,5:28:18,33.25,N,76.59,W
8/27/2011,5:30:19,33.259,N,76.589,W
8/27/2011,5:32:18,33.269,N,76.588,W
8/27/2011,5:34:19,33.278,N,76.586,W
8/27/2011,5:36:18,33.287,N,76.585,W
8/27/2011,5:38:18,33.297,N,76.584,W
8/27/2011,5:40:19,33.306,N,76.583,W
8/27/2011,5:42:18,33.315,N,76.582,W
8/27/2011,5:44:19,33.325,N,76.581,W
8/27/2011,5:46:18,33.334,N,76.58,W
8/27/2011,5:48:19,33.343,N,76.58,W
8/27/2011,5:50:18,33.352,N,76.579,W
8/27/2011,5:52:19,33.362,N,76.578,W
8/27/2011,5:54:18,33.371,N,76.578,W
8/27/2011,5:56:19,33.38,N,76.577,W
8/27/2011,5:57:08,33.384,N,76.577,W
8/27/2011,5:59:07,33.394,N,76.576,W
8/27/2011,6:01:08,33.405,N,76.575,W
8/27/2011,6:03:07,33.415,N,76.575,W
8/27/2011,6:05:08,33.425,N,76.574,W
8/27/2011,6:07:08,33.435,N,76.573,W
8/27/2011,6:09:07,33.445,N,76.573,W
8/27/2011,6:11:08,33.455,N,76.572,W
8/27/2011,6:13:07,33.465,N,76.572,W
8/27/2011,6:15:08,33.475,N,76.572,W
8/27/2011,6:17:07,33.485,N,76.571,W
8/27/2011,6:19:08,33.495,N,76.571,W
8/27/2011,6:21:07,33.505,N,76.571,W
8/27/2011,6:23:08,33.515,N,76.57,W
8/27/2011,6:25:07,33.524,N,76.57,W
8/27/2011,6:27:08,33.534,N,76.57,W
8/27/2011,6:29:07,33.543,N,76.57,W
8/27/2011,6:31:08,33.553,N,76.57,W
8/27/2011,6:33:07,33.562,N,76.57,W
8/27/2011,6:35:08,33.572,N,76.57,W
8/27/2011,6:37:08,33.581,N,76.57,W
8/27/2011,6:39:07,33.59,N,76.571,W
8/27/2011,6:41:08,33.599,N,76.571,W
8/27/2011,6:43:07,33.608,N,76.571,W
8/27/2011,6:45:08,33.617,N,76.572,W
8/27/2011,6:47:07,33.626,N,76.572,W
8/27/2011,6:49:08,33.634,N,76.573,W
8/27/2011,6:51:07,33.643,N,76.573,W
8/27/2011,6:53:08,33.651,N,76.574,W
8/27/2011,6:55:07,33.66,N,76.574,W
8/27/2011,6:57:08,33.668,N,76.575,W
8/27/2011,6:59:07,33.676,N,76.576,W
8/27/2011,7:01:08,33.684,N,76.577,W
8/27/2011,7:03:07,33.692,N,76.577,W
8/27/2011,7:05:08,33.7,N,76.578,W
8/27/2011,7:07:08,33.708,N,76.579,W
8/27/2011,7:09:07,33.716,N,76.58,W
8/27/2011,7:10:32,33.721,N,76.581,W
8/27/2011,7:12:33,33.729,N,76.582,W
8/27/2011,7:14:32,33.736,N,76.584,W
8/27/2011,7:16:32,33.744,N,76.585,W
8/27/2011,7:18:33,33.751,N,76.587,W
8/27/2011,7:20:32,33.758,N,76.589,W
8/27/2011,7:22:33,33.765,N,76.59,W
8/27/2011,7:24:32,33.772,N,76.592,W
8/27/2011,7:26:33,33.779,N,76.594,W
8/27/2011,7:28:32,33.786,N,76.596,W
8/27/2011,7:30:33,33.792,N,76.598,W
8/27/2011,7:32:32,33.799,N,76.601,W
8/27/2011,7:34:33,33.805,N,76.603,W
8/27/2011,7:36:32,33.812,N,76.605,W
8/27/2011,7:38:33,33.818,N,76.608,W
8/27/2011,7:40:32,33.824,N,76.61,W
8/27/2011,7:42:33,33.83,N,76.613,W
8/27/2011,7:44:32,33.836,N,76.615,W
8/27/2011,7:46:32,33.842,N,76.618,W
8/27/2011,7:48:33,33.848,N,76.62,W
8/27/2011,7:50:32,33.854,N,76.623,W
8/27/2011,7:52:33,33.859,N,76.626,W
8/27/2011,7:54:32,33.865,N,76.628,W
8/27/2011,7:56:33,33.871,N,76.631,W
8/27/2011,7:58:32,33.876,N,76.633,W
8/27/2011,8:00:33,33.882,N,76.636,W
8/27/2011,8:02:32,33.887,N,76.638,W
8/27/2011,8:04:33,33.893,N,76.641,W
8/27/2011,8:06:32,33.899,N,76.643,W
8/27/2011,8:08:33,33.904,N,76.646,W
8/27/2011,8:10:32,33.91,N,76.648,W
8/27/2011,8:12:33,33.915,N,76.651,W
8/27/2011,8:14:32,33.921,N,76.653,W
8/27/2011,8:16:32,33.926,N,76.655,W
8/27/2011,8:18:33,33.932,N,76.657,W
8/27/2011,8:20:32,33.937,N,76.66,W
8/27/2011,8:22:33,33.943,N,76.662,W
8/27/2011,8:24:32,33.949,N,76.664,W
8/27/2011,8:26:33,33.954,N,76.665,W
8/27/2011,8:28:32,33.96,N,76.667,W
8/27/2011,8:30:33,33.966,N,76.669,W
8/27/2011,8:32:32,33.971,N,76.67,W
8/27/2011,8:34:33,33.977,N,76.672,W
8/27/2011,8:36:32,33.983,N,76.673,W
8/27/2011,8:38:33,33.989,N,76.674,W
8/27/2011,8:40:32,33.995,N,76.675,W
8/27/2011,8:42:33,34.001,N,76.676,W
8/27/2011,8:44:32,34.007,N,76.677,W
8/27/2011,8:46:32,34.014,N,76.677,W
8/27/2011,8:48:33,34.02,N,76.678,W
8/27/2011,8:50:32,34.026,N,76.678,W
8/27/2011,8:52:33,34.033,N,76.678,W
8/27/2011,8:54:32,34.039,N,76.678,W
8/27/2011,8:56:33,34.046,N,76.678,W
8/27/2011,8:56:35,34.046,N,76.678,W
8/27/2011,8:58:36,34.055,N,76.676,W
8/27/2011,9:00:35,34.063,N,76.674,W
8/27/2011,9:02:36,34.072,N,76.672,W
8/27/2011,9:04:35,34.08,N,76.67,W
8/27/2011,9:06:36,34.088,N,76.668,W
8/27/2011,9:08:35,34.097,N,76.666,W
8/27/2011,9:10:35,34.105,N,76.664,W
8/27/2011,9:12:36,34.113,N,76.662,W
8/27/2011,9:14:35,34.12,N,76.66,W
8/27/2011,9:16:36,34.128,N,76.658,W
8/27/2011,9:18:35,34.136,N,76.657,W
8/27/2011,9:20:36,34.143,N,76.655,W
8/27/2011,9:22:35,34.151,N,76.653,W
8/27/2011,9:24:36,34.158,N,76.652,W
8/27/2011,9:26:35,34.166,N,76.65,W
8/27/2011,9:28:36,34.173,N,76.649,W
8/27/2011,9:30:35,34.18,N,76.648,W
8/27/2011,9:32:36,34.187,N,76.646,W
8/27/2011,9:34:35,34.194,N,76.645,W
8/27/2011,9:36:36,34.201,N,76.644,W
8/27/2011,9:38:35,34.208,N,76.642,W
8/27/2011,9:40:35,34.214,N,76.641,W
8/27/2011,9:42:36,34.221,N,76.64,W
8/27/2011,9:44:35,34.228,N,76.639,W
8/27/2011,9:46:36,34.234,N,76.638,W
8/27/2011,9:48:35,34.241,N,76.636,W
8/27/2011,9:50:36,34.248,N,76.635,W
8/27/2011,9:52:35,34.254,N,76.634,W
8/27/2011,9:54:36,34.261,N,76.633,W
8/27/2011,9:56:35,34.267,N,76.632,W
8/27/2011,9:58:36,34.274,N,76.631,W
8/27/2011,10:00:35,34.28,N,76.63,W
8/27/2011,10:02:36,34.286,N,76.629,W
8/27/2011,10:03:05,34.288,N,76.629,W
8/27/2011,10:05:06,34.294,N,76.628,W
8/27/2011,10:07:05,34.301,N,76.627,W
8/27/2011,10:08:43,34.306,N,76.626,W
8/27/2011,10:10:44,34.312,N,76.625,W
8/27/2011,10:12:43,34.319,N,76.624,W
8/27/2011,10:14:44,34.325,N,76.623,W
8/27/2011,10:16:43,34.331,N,76.621,W
8/27/2011,10:18:44,34.338,N,76.62,W
8/27/2011,10:20:43,34.344,N,76.619,W
8/27/2011,10:22:44,34.35,N,76.617,W
8/27/2011,10:24:43,34.357,N,76.616,W
8/27/2011,10:26:44,34.363,N,76.614,W
8/27/2011,10:28:43,34.369,N,76.613,W
8/27/2011,10:30:44,34.375,N,76.611,W
8/27/2011,10:32:44,34.381,N,76.609,W
8/27/2011,10:34:43,34.387,N,76.607,W
8/27/2011,10:36:44,34.393,N,76.605,W
8/27/2011,10:38:43,34.399,N,76.603,W
8/27/2011,10:40:44,34.405,N,76.6,W
8/27/2011,10:42:43,34.411,N,76.598,W
8/27/2011,10:44:44,34.417,N,76.595,W
8/27/2011,10:46:43,34.423,N,76.593,W
8/27/2011,10:48:44,34.429,N,76.59,W
8/27/2011,10:50:43,34.435,N,76.587,W
8/27/2011,10:52:44,34.441,N,76.584,W
8/27/2011,10:54:43,34.447,N,76.582,W
8/27/2011,10:56:44,34.453,N,76.579,W
8/27/2011,10:58:43,34.459,N,76.577,W
8/27/2011,11:00:44,34.465,N,76.574,W
8/27/2011,11:00:58,34.466,N,76.574,W
8/27/2011,11:02:57,34.473,N,76.573,W
8/27/2011,11:04:58,34.48,N,76.572,W
8/27/2011,11:06:57,34.488,N,76.571,W
8/27/2011,11:08:58,34.495,N,76.571,W
8/27/2011,11:10:58,34.503,N,76.57,W
8/27/2011,11:12:57,34.51,N,76.57,W
8/27/2011,11:14:58,34.518,N,76.57,W
8/27/2011,11:16:57,34.526,N,76.569,W
8/27/2011,11:18:58,34.534,N,76.569,W
8/27/2011,11:20:57,34.542,N,76.57,W
8/27/2011,11:22:58,34.551,N,76.57,W
8/27/2011,11:24:57,34.559,N,76.57,W
8/27/2011,11:26:58,34.567,N,76.571,W
8/27/2011,11:28:57,34.576,N,76.571,W
8/27/2011,11:30:58,34.584,N,76.572,W
8/27/2011,11:32:57,34.593,N,76.572,W
8/27/2011,11:34:58,34.601,N,76.573,W
8/27/2011,11:36:57,34.61,N,76.574,W
8/27/2011,11:38:58,34.618,N,76.575,W
8/27/2011,11:40:58,34.627,N,76.576,W
8/27/2011,11:42:57,34.635,N,76.577,W
8/27/2011,11:44:58,34.643,N,76.578,W
8/27/2011,11:46:57,34.652,N,76.579,W
8/27/2011,11:48:58,34.66,N,76.58,W
8/27/2011,11:49:27,34.662,N,76.58,W
8/27/2011,11:51:26,34.669,N,76.58,W
8/27/2011,11:53:27,34.677,N,76.581,W
8/27/2011,11:55:26,34.684,N,76.581,W
8/27/2011,11:57:27,34.691,N,76.582,W
8/27/2011,11:59:26,34.698,N,76.582,W
8/27/2011,12:01:27,34.704,N,76.582,W
8/27/2011,12:03:26,34.711,N,76.583,W
8/27/2011,12:05:27,34.718,N,76.583,W
8/27/2011,12:07:26,34.724,N,76.584,W
8/27/2011,12:09:27,34.73,N,76.584,W
8/27/2011,12:11:26,34.737,N,76.585,W
8/27/2011,12:13:27,34.743,N,76.585,W
8/27/2011,12:15:27,34.748,N,76.586,W
8/27/2011,12:17:26,34.754,N,76.586,W
8/27/2011,12:19:27,34.76,N,76.587,W
8/27/2011,12:21:26,34.765,N,76.588,W
8/27/2011,12:23:27,34.771,N,76.588,W
8/27/2011,12:25:26,34.776,N,76.589,W
8/27/2011,12:27:27,34.781,N,76.59,W
8/27/2011,12:29:26,34.786,N,76.59,W
8/27/2011,12:31:27,34.791,N,76.591,W
8/27/2011,12:33:26,34.796,N,76.591,W
8/27/2011,12:35:27,34.8,N,76.592,W
8/27/2011,12:37:26,34.805,N,76.593,W
8/27/2011,12:39:27,34.809,N,76.593,W
8/27/2011,12:41:26,34.813,N,76.594,W
8/27/2011,12:43:27,34.818,N,76.594,W
8/27/2011,12:45:27,34.822,N,76.595,W
8/27/2011,12:47:26,34.826,N,76.595,W
8/27/2011,12:49:27,34.83,N,76.596,W
8/27/2011,12:51:26,34.833,N,76.596,W
8/27/2011,12:53:27,34.837,N,76.597,W
8/27/2011,12:55:26,34.841,N,76.597,W
8/27/2011,12:57:27,34.844,N,76.597,W
8/27/2011,12:59:26,34.848,N,76.598,W
8/27/2011,13:01:27,34.851,N,76.598,W
8/27/2011,13:03:26,34.855,N,76.598,W
8/27/2011,13:05:27,34.858,N,76.598,W
8/27/2011,13:07:26,34.861,N,76.598,W
8/27/2011,13:09:27,34.864,N,76.598,W
8/27/2011,13:11:26,34.868,N,76.598,W
8/27/2011,13:13:27,34.871,N,76.597,W
8/27/2011,13:15:27,34.874,N,76.597,W
8/27/2011,13:17:26,34.877,N,76.597,W
8/27/2011,13:19:27,34.88,N,76.596,W
8/27/2011,13:19:38,34.88,N,76.596,W
8/27/2011,13:21:39,34.883,N,76.594,W
8/27/2011,13:23:38,34.887,N,76.593,W
8/27/2011,13:25:39,34.89,N,76.591,W
8/27/2011,13:27:38,34.893,N,76.589,W
8/27/2011,13:29:39,34.896,N,76.587,W
8/27/2011,13:31:38,34.899,N,76.584,W
8/27/2011,13:33:39,34.902,N,76.582,W
8/27/2011,13:35:38,34.904,N,76.579,W
8/27/2011,13:37:39,34.907,N,76.577,W
8/27/2011,13:39:38,34.91,N,76.574,W
8/27/2011,13:41:39,34.912,N,76.572,W
8/27/2011,13:43:38,34.915,N,76.569,W
8/27/2011,13:45:39,34.917,N,76.566,W
8/27/2011,13:47:39,34.919,N,76.563,W
8/27/2011,13:49:38,34.922,N,76.56,W
8/27/2011,13:51:39,34.924,N,76.557,W
8/27/2011,13:53:38,34.926,N,76.554,W
8/27/2011,13:55:39,34.929,N,76.551,W
8/27/2011,13:57:38,34.931,N,76.548,W
8/27/2011,13:59:39,34.933,N,76.545,W
8/27/2011,14:01:38,34.935,N,76.541,W
8/27/2011,14:03:39,34.938,N,76.538,W
8/27/2011,14:05:38,34.94,N,76.535,W
8/27/2011,14:07:39,34.942,N,76.532,W
8/27/2011,14:09:38,34.944,N,76.529,W
8/27/2011,14:11:39,34.947,N,76.526,W
8/27/2011,14:13:38,34.949,N,76.523,W
8/27/2011,14:15:39,34.951,N,76.52,W
8/27/2011,14:17:39,34.954,N,76.517,W
8/27/2011,14:19:38,34.956,N,76.514,W
8/27/2011,14:21:39,34.959,N,76.511,W
8/27/2011,14:23:38,34.961,N,76.508,W
8/27/2011,14:25:39,34.964,N,76.506,W
8/27/2011,14:27:38,34.966,N,76.503,W
8/27/2011,14:29:39,34.969,N,76.501,W
8/27/2011,14:31:38,34.972,N,76.498,W
8/27/2011,14:33:39,34.975,N,76.496,W
8/27/2011,14:35:38,34.977,N,76.494,W
8/27/2011,14:37:39,34.98,N,76.492,W
8/27/2011,14:39:38,34.984,N,76.49,W
8/27/2011,14:41:39,34.987,N,76.488,W
8/27/2011,14:43:38,34.99,N,76.486,W
8/27/2011,14:45:39,34.994,N,76.485,W
8/27/2011,14:47:39,34.997,N,76.483,W
8/27/2011,14:49:38,35.001,N,76.482,W
8/27/2011,14:49:48,35.001,N,76.482,W
8/27/2011,14:51:49,35.005,N,76.481,W
8/27/2011,14:53:48,35.009,N,76.481,W
8/27/2011,14:55:49,35.013,N,76.48,W
8/27/2011,14:57:48,35.017,N,76.48,W
8/27/2011,14:59:49,35.022,N,76.48,W
8/27/2011,15:01:48,35.026,N,76.48,W
8/27/2011,15:03:49,35.031,N,76.48,W
8/27/2011,15:05:48,35.035,N,76.48,W
8/27/2011,15:07:49,35.04,N,76.48,W
8/27/2011,15:09:48,35.045,N,76.481,W
8/27/2011,15:11:49,35.05,N,76.481,W
8/27/2011,15:13:48,35.055,N,76.482,W
8/27/2011,15:15:48,35.06,N,76.483,W
8/27/2011,15:17:49,35.065,N,76.484,W
8/27/2011,15:19:48,35.07,N,76.485,W
8/27/2011,15:21:49,35.076,N,76.487,W
8/27/2011,15:23:48,35.081,N,76.488,W
8/27/2011,15:25:49,35.087,N,76.49,W
8/27/2011,15:27:48,35.093,N,76.492,W
8/27/2011,15:29:49,35.099,N,76.494,W
8/27/2011,15:31:48,35.105,N,76.496,W
8/27/2011,15:33:49,35.111,N,76.498,W
8/27/2011,15:35:48,35.117,N,76.501,W
8/27/2011,15:37:49,35.123,N,76.504,W
8/27/2011,15:39:48,35.13,N,76.506,W
8/27/2011,15:41:49,35.136,N,76.509,W
8/27/2011,15:43:48,35.143,N,76.513,W
8/27/2011,15:45:48,35.15,N,76.516,W
8/27/2011,15:47:49,35.157,N,76.519,W
8/27/2011,15:49:48,35.164,N,76.523,W
8/27/2011,15:51:49,35.171,N,76.527,W
8/27/2011,15:53:48,35.178,N,76.531,W
8/27/2011,15:55:49,35.186,N,76.535,W
8/27/2011,15:57:48,35.193,N,76.539,W
8/27/2011,15:59:49,35.201,N,76.543,W
8/27/2011,16:01:48,35.208,N,76.547,W
8/27/2011,16:03:49,35.216,N,76.551,W
8/27/2011,16:05:48,35.224,N,76.555,W
8/27/2011,16:07:49,35.231,N,76.56,W
8/27/2011,16:09:48,35.239,N,76.564,W
8/27/2011,16:11:49,35.247,N,76.569,W
8/27/2011,16:13:48,35.255,N,76.573,W
8/27/2011,16:15:48,35.263,N,76.578,W
8/27/2011,16:17:49,35.272,N,76.583,W
8/27/2011,16:19:48,35.28,N,76.587,W
8/27/2011,16:21:49,35.288,N,76.592,W
8/27/2011,16:23:48,35.296,N,76.597,W
8/27/2011,16:25:49,35.305,N,76.601,W
8/27/2011,16:27:48,35.313,N,76.606,W
8/27/2011,16:29:49,35.321,N,76.61,W
8/27/2011,16:31:48,35.33,N,76.615,W
8/27/2011,16:33:49,35.338,N,76.62,W
8/27/2011,16:33:59,35.339,N,76.62,W
8/27/2011,16:36:00,35.345,N,76.621,W
8/27/2011,16:37:59,35.352,N,76.622,W
8/27/2011,16:40:00,35.358,N,76.622,W
8/27/2011,16:41:59,35.365,N,76.623,W
8/27/2011,16:44:00,35.371,N,76.623,W
8/27/2011,16:45:59,35.377,N,76.624,W
8/27/2011,16:48:00,35.384,N,76.624,W
8/27/2011,16:49:59,35.39,N,76.624,W
8/27/2011,16:52:00,35.397,N,76.624,W
8/27/2011,16:53:59,35.403,N,76.624,W
8/27/2011,16:56:00,35.409,N,76.624,W
8/27/2011,16:57:59,35.416,N,76.623,W
8/27/2011,17:00:00,35.422,N,76.623,W
8/27/2011,17:02:00,35.428,N,76.622,W
8/27/2011,17:03:59,35.435,N,76.621,W
8/27/2011,17:06:00,35.441,N,76.621,W
8/27/2011,17:07:59,35.447,N,76.62,W
8/27/2011,17:10:00,35.454,N,76.619,W
8/27/2011,17:11:59,35.46,N,76.617,W
8/27/2011,17:14:00,35.466,N,76.616,W
8/27/2011,17:15:59,35.473,N,76.614,W
8/27/2011,17:18:00,35.479,N,76.613,W
8/27/2011,17:19:59,35.485,N,76.611,W
8/27/2011,17:22:00,35.492,N,76.609,W
