Track,for,Iris,2001,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/6/2001,13:38:33,16.6,N,71.002,W,4
10/6/2001,13:40:33,16.603,N,71.012,W,4
10/6/2001,13:42:34,16.607,N,71.022,W,4
10/6/2001,13:44:34,16.61,N,71.032,W,4
10/6/2001,13:46:34,16.614,N,71.042,W,4
10/6/2001,13:48:33,16.617,N,71.053,W,4
10/6/2001,13:50:33,16.621,N,71.063,W,4
10/6/2001,13:52:33,16.625,N,71.073,W,4
10/6/2001,13:54:33,16.628,N,71.083,W,4
10/6/2001,13:56:34,16.632,N,71.093,W,4
10/6/2001,13:58:34,16.635,N,71.103,W,4
10/6/2001,14:00:34,16.639,N,71.113,W,4
10/6/2001,14:02:34,16.642,N,71.123,W,4
10/6/2001,14:04:33,16.646,N,71.133,W,4
10/6/2001,14:06:33,16.649,N,71.144,W,4
10/6/2001,14:08:33,16.653,N,71.154,W,4
10/6/2001,14:10:33,16.656,N,71.164,W,4
10/6/2001,14:12:34,16.66,N,71.174,W,4
10/6/2001,14:14:34,16.664,N,71.184,W,4
10/6/2001,14:16:34,16.667,N,71.194,W,4
10/6/2001,14:18:33,16.671,N,71.204,W,4
10/6/2001,14:20:33,16.674,N,71.214,W,4
10/6/2001,14:22:33,16.678,N,71.225,W,4
10/6/2001,14:24:33,16.681,N,71.235,W,4
10/6/2001,14:26:34,16.685,N,71.245,W,4
10/6/2001,14:28:34,16.688,N,71.255,W,4
10/6/2001,14:30:34,16.692,N,71.265,W,4
10/6/2001,14:32:34,16.695,N,71.275,W,4
10/6/2001,14:34:33,16.699,N,71.285,W,4
10/6/2001,14:36:33,16.702,N,71.295,W,4
10/6/2001,14:38:33,16.706,N,71.306,W,4
10/6/2001,14:40:33,16.709,N,71.316,W,4
10/6/2001,14:42:34,16.713,N,71.326,W,4
10/6/2001,14:44:34,16.716,N,71.336,W,4
10/6/2001,14:46:34,16.719,N,71.346,W,4
10/6/2001,14:48:33,16.723,N,71.356,W,4
10/6/2001,14:50:33,16.726,N,71.366,W,4
10/6/2001,14:52:33,16.729,N,71.376,W,4
10/6/2001,14:54:33,16.733,N,71.386,W,4
10/6/2001,14:56:34,16.736,N,71.397,W,4
10/6/2001,14:58:34,16.739,N,71.407,W,4
10/6/2001,15:00:34,16.743,N,71.417,W,4
10/6/2001,15:02:34,16.746,N,71.427,W,4
10/6/2001,15:04:33,16.749,N,71.437,W,4
10/6/2001,15:06:33,16.752,N,71.447,W,4
10/6/2001,15:08:33,16.756,N,71.457,W,4
10/6/2001,15:10:33,16.759,N,71.467,W,4
10/6/2001,15:12:34,16.762,N,71.477,W,4
10/6/2001,15:14:34,16.765,N,71.487,W,4
10/6/2001,15:16:34,16.768,N,71.497,W,4
10/6/2001,15:18:33,16.771,N,71.507,W,4
10/6/2001,15:20:33,16.774,N,71.517,W,4
10/6/2001,15:22:33,16.777,N,71.527,W,4
10/6/2001,15:24:33,16.78,N,71.537,W,4
10/6/2001,15:26:34,16.783,N,71.547,W,4
10/6/2001,15:28:34,16.786,N,71.557,W,4
10/6/2001,15:30:34,16.789,N,71.567,W,4
10/6/2001,15:32:34,16.792,N,71.577,W,4
10/6/2001,15:34:33,16.795,N,71.586,W,4
10/6/2001,15:36:33,16.798,N,71.596,W,4
10/6/2001,15:38:33,16.8,N,71.606,W,4
10/6/2001,15:40:33,16.803,N,71.616,W,4
10/6/2001,15:42:34,16.806,N,71.626,W,4
10/6/2001,15:44:34,16.809,N,71.636,W,4
10/6/2001,15:46:34,16.811,N,71.646,W,4
10/6/2001,15:48:33,16.814,N,71.655,W,4
10/6/2001,15:50:33,16.816,N,71.665,W,4
10/6/2001,15:52:33,16.819,N,71.675,W,4
10/6/2001,15:54:33,16.821,N,71.685,W,4
10/6/2001,15:56:34,16.824,N,71.694,W,4
10/6/2001,15:58:34,16.826,N,71.704,W,4
10/6/2001,16:00:34,16.829,N,71.714,W,4
10/6/2001,16:02:34,16.831,N,71.723,W,4
10/6/2001,16:04:33,16.833,N,71.733,W,4
10/6/2001,16:06:33,16.836,N,71.743,W,4
10/6/2001,16:08:33,16.838,N,71.752,W,4
10/6/2001,16:10:33,16.84,N,71.762,W,4
10/6/2001,16:12:33,16.842,N,71.771,W,4
10/6/2001,16:14:33,16.844,N,71.781,W,4
10/6/2001,16:16:33,16.846,N,71.79,W,4
10/6/2001,16:18:34,16.848,N,71.8,W,4
10/6/2001,16:20:34,16.85,N,71.81,W,4
10/6/2001,16:22:34,16.852,N,71.819,W,4
10/6/2001,16:24:34,16.854,N,71.828,W,4
10/6/2001,16:26:34,16.856,N,71.838,W,4
10/6/2001,16:28:34,16.857,N,71.847,W,4
10/6/2001,16:30:34,16.859,N,71.857,W,4
10/6/2001,16:32:34,16.861,N,71.866,W,4
10/6/2001,16:34:33,16.862,N,71.876,W,4
10/6/2001,16:36:33,16.864,N,71.885,W,4
10/6/2001,16:38:33,16.866,N,71.894,W,4
10/6/2001,16:40:33,16.867,N,71.904,W,4
10/6/2001,16:42:33,16.869,N,71.913,W,4
10/6/2001,16:44:33,16.87,N,71.922,W,4
10/6/2001,16:46:33,16.872,N,71.931,W,4
10/6/2001,16:48:34,16.873,N,71.941,W,4
10/6/2001,16:50:34,16.874,N,71.95,W,4
10/6/2001,16:52:34,16.876,N,71.959,W,4
10/6/2001,16:54:34,16.877,N,71.968,W,4
10/6/2001,16:56:34,16.878,N,71.978,W,4
10/6/2001,16:58:34,16.879,N,71.987,W,4
10/6/2001,17:00:34,16.881,N,71.996,W,4
10/6/2001,17:02:34,16.882,N,72.005,W,4
10/6/2001,17:04:33,16.883,N,72.014,W,4
10/6/2001,17:06:33,16.884,N,72.023,W,4
10/6/2001,17:08:33,16.885,N,72.032,W,4
10/6/2001,17:10:33,16.886,N,72.042,W,4
10/6/2001,17:12:33,16.887,N,72.051,W,4
10/6/2001,17:14:33,16.888,N,72.06,W,4
10/6/2001,17:16:33,16.889,N,72.069,W,4
10/6/2001,17:18:34,16.89,N,72.078,W,4
10/6/2001,17:20:34,16.891,N,72.087,W,4
10/6/2001,17:22:34,16.892,N,72.096,W,4
10/6/2001,17:24:34,16.893,N,72.105,W,4
10/6/2001,17:26:34,16.893,N,72.114,W,4
10/6/2001,17:28:34,16.894,N,72.123,W,4
10/6/2001,17:30:34,16.895,N,72.132,W,4
10/6/2001,17:32:34,16.896,N,72.141,W,4
10/6/2001,17:34:33,16.896,N,72.15,W,4
10/6/2001,17:36:33,16.897,N,72.159,W,4
10/6/2001,17:38:33,16.898,N,72.167,W,4
10/6/2001,17:40:33,16.898,N,72.176,W,4
10/6/2001,17:42:33,16.899,N,72.185,W,4
10/6/2001,17:44:33,16.899,N,72.194,W,4
10/6/2001,17:46:33,16.9,N,72.203,W,4
10/6/2001,17:48:34,16.9,N,72.212,W,4
10/6/2001,17:50:34,16.901,N,72.221,W,4
10/6/2001,17:51:04,16.901,N,72.223,W,4
10/6/2001,17:53:04,16.901,N,72.231,W,4
10/6/2001,17:55:04,16.9,N,72.239,W,4
10/6/2001,17:57:03,16.9,N,72.247,W,4
10/6/2001,17:59:03,16.9,N,72.256,W,4
10/6/2001,18:01:03,16.899,N,72.264,W,4
10/6/2001,18:03:03,16.899,N,72.272,W,4
10/6/2001,18:05:03,16.899,N,72.28,W,4
10/6/2001,18:07:03,16.899,N,72.289,W,4
10/6/2001,18:09:03,16.899,N,72.297,W,4
10/6/2001,18:11:04,16.898,N,72.305,W,4
10/6/2001,18:13:04,16.898,N,72.314,W,4
10/6/2001,18:15:04,16.898,N,72.322,W,4
10/6/2001,18:17:04,16.898,N,72.33,W,4
10/6/2001,18:19:04,16.898,N,72.339,W,4
10/6/2001,18:21:04,16.898,N,72.347,W,4
10/6/2001,18:23:04,16.898,N,72.356,W,4
10/6/2001,18:25:04,16.898,N,72.364,W,4
10/6/2001,18:27:03,16.898,N,72.373,W,4
10/6/2001,18:29:03,16.898,N,72.381,W,4
10/6/2001,18:31:03,16.898,N,72.39,W,4
10/6/2001,18:33:03,16.898,N,72.399,W,4
10/6/2001,18:35:03,16.898,N,72.407,W,4
10/6/2001,18:37:03,16.898,N,72.416,W,4
10/6/2001,18:39:03,16.898,N,72.424,W,4
10/6/2001,18:41:04,16.898,N,72.433,W,4
10/6/2001,18:43:04,16.898,N,72.442,W,4
10/6/2001,18:45:04,16.898,N,72.451,W,4
10/6/2001,18:47:04,16.899,N,72.459,W,4
10/6/2001,18:49:04,16.899,N,72.468,W,4
10/6/2001,18:51:04,16.899,N,72.477,W,4
10/6/2001,18:53:04,16.899,N,72.486,W,4
10/6/2001,18:55:04,16.899,N,72.494,W,4
10/6/2001,18:57:03,16.899,N,72.503,W,4
10/6/2001,18:59:03,16.9,N,72.512,W,4
10/6/2001,19:01:03,16.9,N,72.521,W,4
10/6/2001,19:03:03,16.9,N,72.53,W,4
10/6/2001,19:05:03,16.9,N,72.539,W,4
10/6/2001,19:07:03,16.901,N,72.548,W,4
10/6/2001,19:09:03,16.901,N,72.557,W,4
10/6/2001,19:11:04,16.901,N,72.566,W,4
10/6/2001,19:13:04,16.902,N,72.575,W,4
10/6/2001,19:15:04,16.902,N,72.584,W,4
10/6/2001,19:17:04,16.902,N,72.593,W,4
10/6/2001,19:19:04,16.903,N,72.602,W,4
10/6/2001,19:21:04,16.903,N,72.611,W,4
10/6/2001,19:23:04,16.903,N,72.62,W,4
10/6/2001,19:25:04,16.904,N,72.629,W,4
10/6/2001,19:27:03,16.904,N,72.638,W,4
10/6/2001,19:29:03,16.905,N,72.647,W,4
10/6/2001,19:31:03,16.905,N,72.656,W,4
10/6/2001,19:33:03,16.905,N,72.665,W,4
10/6/2001,19:35:03,16.906,N,72.674,W,4
10/6/2001,19:35:27,16.906,N,72.676,W,4
10/6/2001,19:37:27,16.906,N,72.685,W,4
10/6/2001,19:39:27,16.907,N,72.694,W,4
10/6/2001,19:41:27,16.907,N,72.704,W,4
10/6/2001,19:43:27,16.907,N,72.713,W,4
10/6/2001,19:45:27,16.908,N,72.722,W,4
10/6/2001,19:47:28,16.908,N,72.731,W,4
10/6/2001,19:49:28,16.908,N,72.741,W,4
10/6/2001,19:51:28,16.909,N,72.75,W,4
10/6/2001,19:53:28,16.909,N,72.759,W,4
10/6/2001,19:55:28,16.909,N,72.769,W,4
10/6/2001,19:57:28,16.91,N,72.778,W,4
10/6/2001,19:59:28,16.91,N,72.787,W,4
10/6/2001,20:01:28,16.911,N,72.797,W,4
10/6/2001,20:03:27,16.911,N,72.806,W,4
10/6/2001,20:05:27,16.912,N,72.815,W,4
10/6/2001,20:07:27,16.912,N,72.825,W,4
10/6/2001,20:09:27,16.913,N,72.834,W,4
10/6/2001,20:11:27,16.913,N,72.843,W,4
10/6/2001,20:13:27,16.914,N,72.853,W,4
10/6/2001,20:15:27,16.914,N,72.862,W,4
10/6/2001,20:17:28,16.915,N,72.871,W,4
10/6/2001,20:19:28,16.916,N,72.88,W,4
10/6/2001,20:21:28,16.916,N,72.89,W,4
10/6/2001,20:23:28,16.917,N,72.899,W,4
10/6/2001,20:25:28,16.917,N,72.908,W,4
10/6/2001,20:27:28,16.918,N,72.918,W,4
10/6/2001,20:29:28,16.919,N,72.927,W,4
10/6/2001,20:31:28,16.919,N,72.936,W,4
10/6/2001,20:33:27,16.92,N,72.945,W,4
10/6/2001,20:35:27,16.921,N,72.954,W,4
10/6/2001,20:37:27,16.922,N,72.963,W,4
10/6/2001,20:39:27,16.923,N,72.973,W,4
10/6/2001,20:41:27,16.923,N,72.982,W,4
10/6/2001,20:43:27,16.924,N,72.991,W,4
10/6/2001,20:45:27,16.925,N,73,W,4
10/6/2001,20:45:29,16.925,N,73,W,4
10/6/2001,20:47:29,16.926,N,73.009,W,4
10/6/2001,20:49:29,16.928,N,73.017,W,4
10/6/2001,20:51:29,16.929,N,73.026,W,4
10/6/2001,20:53:30,16.931,N,73.035,W,4
10/6/2001,20:55:30,16.932,N,73.043,W,4
10/6/2001,20:57:30,16.934,N,73.052,W,4
10/6/2001,20:59:30,16.935,N,73.06,W,4
10/6/2001,21:01:30,16.937,N,73.069,W,4
10/6/2001,21:03:30,16.938,N,73.077,W,4
10/6/2001,21:05:30,16.94,N,73.085,W,4
10/6/2001,21:07:30,16.942,N,73.094,W,4
10/6/2001,21:09:29,16.944,N,73.102,W,4
10/6/2001,21:11:29,16.945,N,73.11,W,4
10/6/2001,21:13:29,16.947,N,73.119,W,4
10/6/2001,21:15:29,16.949,N,73.127,W,4
10/6/2001,21:17:29,16.951,N,73.135,W,4
10/6/2001,21:19:29,16.952,N,73.144,W,4
10/6/2001,21:21:29,16.954,N,73.152,W,4
10/6/2001,21:23:30,16.956,N,73.16,W,4
10/6/2001,21:25:30,16.957,N,73.169,W,4
10/6/2001,21:27:30,16.959,N,73.177,W,4
10/6/2001,21:29:30,16.961,N,73.186,W,4
10/6/2001,21:31:30,16.962,N,73.194,W,4
10/6/2001,21:33:30,16.964,N,73.202,W,4
10/6/2001,21:35:30,16.965,N,73.211,W,4
10/6/2001,21:37:30,16.967,N,73.219,W,4
10/6/2001,21:39:29,16.968,N,73.228,W,4
10/6/2001,21:41:29,16.969,N,73.236,W,4
10/6/2001,21:43:29,16.97,N,73.245,W,4
10/6/2001,21:45:29,16.972,N,73.253,W,4
10/6/2001,21:47:29,16.973,N,73.262,W,4
10/6/2001,21:49:29,16.974,N,73.271,W,4
10/6/2001,21:51:29,16.975,N,73.279,W,4
10/6/2001,21:53:30,16.976,N,73.288,W,4
10/6/2001,21:55:30,16.976,N,73.297,W,4
10/6/2001,21:57:30,16.977,N,73.306,W,4
10/6/2001,21:59:30,16.977,N,73.315,W,4
10/6/2001,22:01:30,16.978,N,73.323,W,4
10/6/2001,22:03:30,16.978,N,73.333,W,4
10/6/2001,22:05:30,16.978,N,73.342,W,4
10/6/2001,22:07:30,16.978,N,73.351,W,4
10/6/2001,22:09:29,16.978,N,73.36,W,4
10/6/2001,22:11:29,16.978,N,73.369,W,4
10/6/2001,22:13:29,16.978,N,73.378,W,4
10/6/2001,22:15:07,16.978,N,73.386,W,4
10/6/2001,22:17:07,16.978,N,73.395,W,4
10/6/2001,22:19:07,16.978,N,73.404,W,4
10/6/2001,22:21:07,16.978,N,73.414,W,4
10/6/2001,22:23:08,16.978,N,73.423,W,4
10/6/2001,22:25:08,16.978,N,73.432,W,4
10/6/2001,22:27:08,16.977,N,73.442,W,4
10/6/2001,22:29:08,16.977,N,73.451,W,4
10/6/2001,22:31:08,16.977,N,73.46,W,4
10/6/2001,22:33:08,16.976,N,73.47,W,4
10/6/2001,22:35:08,16.975,N,73.479,W,4
10/6/2001,22:37:07,16.975,N,73.489,W,4
10/6/2001,22:39:07,16.974,N,73.499,W,4
10/6/2001,22:41:07,16.973,N,73.508,W,4
10/6/2001,22:43:07,16.972,N,73.518,W,4
10/6/2001,22:45:07,16.971,N,73.528,W,4
10/6/2001,22:47:07,16.97,N,73.538,W,4
10/6/2001,22:49:07,16.968,N,73.547,W,4
10/6/2001,22:51:07,16.967,N,73.557,W,4
10/6/2001,22:53:08,16.965,N,73.567,W,4
10/6/2001,22:55:08,16.964,N,73.577,W,4
10/6/2001,22:57:08,16.962,N,73.587,W,4
10/6/2001,22:59:08,16.96,N,73.598,W,4
10/6/2001,23:01:08,16.959,N,73.608,W,4
10/6/2001,23:03:08,16.957,N,73.618,W,4
10/6/2001,23:05:08,16.954,N,73.628,W,4
10/6/2001,23:07:07,16.952,N,73.639,W,4
10/6/2001,23:09:07,16.95,N,73.649,W,4
10/6/2001,23:11:07,16.947,N,73.659,W,4
10/6/2001,23:11:25,16.947,N,73.661,W,4
10/6/2001,23:13:26,16.946,N,73.671,W,4
10/6/2001,23:15:26,16.945,N,73.68,W,4
10/6/2001,23:17:26,16.943,N,73.69,W,4
10/6/2001,23:19:26,16.942,N,73.7,W,4
10/6/2001,23:21:26,16.941,N,73.709,W,4
10/6/2001,23:23:26,16.94,N,73.719,W,4
10/6/2001,23:25:26,16.939,N,73.728,W,4
10/6/2001,23:27:25,16.937,N,73.738,W,4
10/6/2001,23:29:25,16.936,N,73.747,W,4
10/6/2001,23:31:25,16.935,N,73.757,W,4
10/6/2001,23:33:25,16.934,N,73.766,W,4
10/6/2001,23:35:25,16.932,N,73.776,W,4
10/6/2001,23:37:25,16.931,N,73.785,W,4
10/6/2001,23:39:25,16.93,N,73.795,W,4
10/6/2001,23:41:25,16.929,N,73.804,W,4
10/6/2001,23:43:26,16.927,N,73.814,W,4
10/6/2001,23:45:26,16.926,N,73.823,W,4
10/6/2001,23:47:26,16.925,N,73.833,W,4
10/6/2001,23:49:26,16.923,N,73.842,W,4
10/6/2001,23:51:26,16.922,N,73.851,W,4
10/6/2001,23:53:26,16.921,N,73.861,W,4
10/6/2001,23:55:26,16.919,N,73.87,W,4
10/6/2001,23:57:25,16.918,N,73.879,W,4
10/6/2001,23:59:25,16.917,N,73.888,W,4
10/7/2001,0:01:25,16.915,N,73.898,W,4
10/7/2001,0:03:25,16.914,N,73.907,W,4
10/7/2001,0:05:25,16.912,N,73.916,W,4
10/7/2001,0:07:25,16.911,N,73.925,W,4
10/7/2001,0:09:25,16.909,N,73.934,W,4
10/7/2001,0:11:25,16.908,N,73.944,W,4
10/7/2001,0:13:26,16.907,N,73.953,W,4
10/7/2001,0:15:26,16.905,N,73.962,W,4
10/7/2001,0:17:26,16.904,N,73.971,W,4
10/7/2001,0:19:26,16.902,N,73.98,W,4
10/7/2001,0:21:26,16.901,N,73.989,W,4
10/7/2001,0:23:26,16.899,N,73.998,W,4
10/7/2001,0:25:26,16.897,N,74.007,W,4
10/7/2001,0:27:25,16.896,N,74.016,W,4
10/7/2001,0:29:25,16.894,N,74.024,W,4
10/7/2001,0:31:25,16.893,N,74.033,W,4
10/7/2001,0:33:25,16.891,N,74.042,W,4
10/7/2001,0:35:25,16.889,N,74.051,W,4
10/7/2001,0:37:25,16.888,N,74.06,W,4
10/7/2001,0:39:25,16.886,N,74.068,W,4
10/7/2001,0:41:25,16.884,N,74.077,W,4
10/7/2001,0:43:26,16.883,N,74.086,W,4
10/7/2001,0:45:26,16.881,N,74.095,W,4
10/7/2001,0:47:26,16.879,N,74.103,W,4
10/7/2001,0:49:26,16.877,N,74.112,W,4
10/7/2001,0:51:26,16.876,N,74.12,W,4
10/7/2001,0:53:26,16.874,N,74.129,W,4
10/7/2001,0:55:26,16.872,N,74.137,W,4
10/7/2001,0:57:25,16.87,N,74.146,W,4
10/7/2001,0:59:25,16.868,N,74.154,W,4
10/7/2001,1:01:25,16.866,N,74.163,W,4
10/7/2001,1:03:25,16.864,N,74.171,W,4
10/7/2001,1:05:25,16.863,N,74.179,W,4
10/7/2001,1:07:25,16.861,N,74.188,W,4
10/7/2001,1:09:25,16.859,N,74.196,W,4
10/7/2001,1:11:25,16.857,N,74.204,W,4
10/7/2001,1:13:26,16.855,N,74.212,W,4
10/7/2001,1:15:26,16.853,N,74.22,W,4
10/7/2001,1:17:26,16.851,N,74.228,W,4
10/7/2001,1:19:26,16.849,N,74.236,W,4
10/7/2001,1:21:26,16.847,N,74.244,W,4
10/7/2001,1:23:26,16.844,N,74.252,W,4
10/7/2001,1:25:26,16.842,N,74.26,W,4
10/7/2001,1:27:25,16.84,N,74.268,W,4
10/7/2001,1:29:25,16.838,N,74.276,W,4
10/7/2001,1:31:25,16.836,N,74.284,W,4
10/7/2001,1:33:25,16.834,N,74.292,W,4
10/7/2001,1:35:25,16.832,N,74.3,W,4
10/7/2001,1:37:25,16.829,N,74.307,W,4
10/7/2001,1:39:25,16.827,N,74.315,W,4
10/7/2001,1:41:25,16.825,N,74.323,W,4
10/7/2001,1:43:26,16.823,N,74.33,W,4
10/7/2001,1:45:26,16.821,N,74.338,W,4
10/7/2001,1:47:26,16.818,N,74.346,W,4
10/7/2001,1:49:26,16.816,N,74.353,W,4
10/7/2001,1:51:26,16.814,N,74.361,W,4
10/7/2001,1:53:26,16.812,N,74.368,W,4
10/7/2001,1:55:26,16.809,N,74.376,W,4
10/7/2001,1:57:25,16.807,N,74.383,W,4
10/7/2001,1:59:25,16.805,N,74.391,W,4
10/7/2001,2:01:25,16.803,N,74.398,W,4
10/7/2001,2:03:25,16.801,N,74.406,W,4
10/7/2001,2:05:25,16.799,N,74.413,W,4
10/7/2001,2:07:25,16.796,N,74.421,W,4
10/7/2001,2:09:25,16.794,N,74.428,W,4
10/7/2001,2:11:25,16.792,N,74.435,W,4
10/7/2001,2:13:26,16.79,N,74.443,W,4
10/7/2001,2:15:26,16.788,N,74.45,W,4
10/7/2001,2:17:26,16.786,N,74.457,W,4
10/7/2001,2:19:26,16.784,N,74.465,W,4
10/7/2001,2:21:26,16.781,N,74.472,W,4
10/7/2001,2:23:26,16.779,N,74.479,W,4
10/7/2001,2:25:26,16.777,N,74.486,W,4
10/7/2001,2:27:25,16.775,N,74.494,W,4
10/7/2001,2:29:25,16.773,N,74.501,W,4
10/7/2001,2:31:25,16.771,N,74.508,W,4
10/7/2001,2:33:25,16.77,N,74.515,W,4
10/7/2001,2:35:25,16.768,N,74.523,W,4
10/7/2001,2:37:25,16.766,N,74.53,W,4
10/7/2001,2:39:25,16.764,N,74.537,W,4
10/7/2001,2:41:25,16.762,N,74.544,W,4
10/7/2001,2:43:26,16.76,N,74.551,W,4
10/7/2001,2:45:26,16.759,N,74.558,W,4
10/7/2001,2:47:26,16.757,N,74.566,W,4
10/7/2001,2:49:26,16.755,N,74.573,W,4
10/7/2001,2:51:26,16.753,N,74.58,W,4
10/7/2001,2:53:26,16.752,N,74.587,W,4
10/7/2001,2:55:26,16.75,N,74.594,W,4
10/7/2001,2:57:25,16.749,N,74.601,W,4
10/7/2001,2:59:25,16.747,N,74.609,W,4
10/7/2001,3:01:25,16.746,N,74.616,W,4
10/7/2001,3:03:25,16.744,N,74.623,W,4
10/7/2001,3:05:25,16.743,N,74.63,W,4
10/7/2001,3:07:25,16.742,N,74.637,W,4
10/7/2001,3:09:25,16.74,N,74.644,W,4
10/7/2001,3:11:25,16.739,N,74.652,W,4
10/7/2001,3:13:26,16.738,N,74.659,W,4
10/7/2001,3:15:26,16.737,N,74.666,W,4
10/7/2001,3:17:26,16.736,N,74.673,W,4
10/7/2001,3:19:26,16.735,N,74.68,W,4
10/7/2001,3:21:26,16.734,N,74.688,W,4
10/7/2001,3:23:26,16.733,N,74.695,W,4
10/7/2001,3:25:26,16.732,N,74.702,W,4
10/7/2001,3:27:25,16.731,N,74.709,W,4
10/7/2001,3:29:25,16.731,N,74.717,W,4
10/7/2001,3:31:25,16.73,N,74.724,W,4
10/7/2001,3:33:25,16.729,N,74.731,W,4
10/7/2001,3:35:25,16.729,N,74.738,W,4
10/7/2001,3:37:25,16.728,N,74.746,W,4
10/7/2001,3:39:25,16.728,N,74.753,W,4
10/7/2001,3:41:25,16.728,N,74.76,W,4
10/7/2001,3:43:26,16.727,N,74.768,W,4
10/7/2001,3:45:26,16.727,N,74.775,W,4
10/7/2001,3:47:26,16.727,N,74.783,W,4
10/7/2001,3:49:26,16.727,N,74.79,W,4
10/7/2001,3:51:26,16.727,N,74.797,W,4
10/7/2001,3:53:26,16.727,N,74.805,W,4
10/7/2001,3:55:26,16.727,N,74.812,W,4
10/7/2001,3:57:25,16.727,N,74.82,W,4
10/7/2001,3:59:25,16.728,N,74.827,W,4
10/7/2001,4:01:25,16.728,N,74.835,W,4
10/7/2001,4:03:25,16.729,N,74.843,W,4
10/7/2001,4:05:25,16.729,N,74.85,W,4
10/7/2001,4:07:25,16.73,N,74.858,W,4
10/7/2001,4:09:25,16.731,N,74.865,W,4
10/7/2001,4:11:25,16.731,N,74.873,W,4
10/7/2001,4:13:26,16.732,N,74.881,W,4
10/7/2001,4:15:26,16.733,N,74.889,W,4
10/7/2001,4:17:26,16.734,N,74.896,W,4
10/7/2001,4:19:26,16.736,N,74.904,W,4
10/7/2001,4:21:26,16.737,N,74.912,W,4
10/7/2001,4:23:26,16.738,N,74.92,W,4
10/7/2001,4:25:26,16.74,N,74.928,W,4
10/7/2001,4:27:25,16.741,N,74.936,W,4
10/7/2001,4:29:25,16.743,N,74.944,W,4
10/7/2001,4:31:25,16.744,N,74.952,W,4
10/7/2001,4:33:25,16.746,N,74.96,W,4
10/7/2001,4:35:25,16.748,N,74.968,W,4
10/7/2001,4:37:25,16.75,N,74.976,W,4
10/7/2001,4:39:25,16.752,N,74.984,W,4
10/7/2001,4:41:25,16.754,N,74.992,W,4
10/7/2001,4:43:26,16.756,N,75,W,4
10/7/2001,4:45:26,16.758,N,75.008,W,4
10/7/2001,4:47:26,16.761,N,75.016,W,4
10/7/2001,4:49:26,16.763,N,75.024,W,4
10/7/2001,4:51:26,16.766,N,75.033,W,4
10/7/2001,4:53:26,16.768,N,75.041,W,4
10/7/2001,4:55:26,16.771,N,75.049,W,4
10/7/2001,4:57:25,16.773,N,75.057,W,4
10/7/2001,4:59:25,16.776,N,75.066,W,4
10/7/2001,5:01:25,16.779,N,75.074,W,4
10/7/2001,5:03:25,16.782,N,75.082,W,4
10/7/2001,5:05:25,16.785,N,75.091,W,4
10/7/2001,5:07:25,16.788,N,75.099,W,4
10/7/2001,5:09:25,16.791,N,75.108,W,4
10/7/2001,5:11:25,16.794,N,75.116,W,4
10/7/2001,5:13:26,16.797,N,75.125,W,4
10/7/2001,5:15:26,16.8,N,75.133,W,4
10/7/2001,5:17:26,16.804,N,75.142,W,4
10/7/2001,5:19:26,16.807,N,75.15,W,4
10/7/2001,5:21:26,16.81,N,75.159,W,4
10/7/2001,5:23:26,16.814,N,75.167,W,4
10/7/2001,5:25:26,16.817,N,75.176,W,4
10/7/2001,5:27:25,16.821,N,75.184,W,4
10/7/2001,5:29:25,16.825,N,75.193,W,4
10/7/2001,5:31:25,16.828,N,75.202,W,4
10/7/2001,5:33:25,16.832,N,75.21,W,4
10/7/2001,5:35:25,16.836,N,75.219,W,4
10/7/2001,5:37:02,16.839,N,75.226,W,4
10/7/2001,5:39:02,16.846,N,75.234,W,4
10/7/2001,5:41:02,16.852,N,75.243,W,4
10/7/2001,5:43:02,16.859,N,75.251,W,4
10/7/2001,5:45:02,16.865,N,75.26,W,4
10/7/2001,5:47:02,16.871,N,75.269,W,4
10/7/2001,5:49:02,16.878,N,75.277,W,4
10/7/2001,5:51:01,16.884,N,75.286,W,4
10/7/2001,5:53:01,16.89,N,75.294,W,4
10/7/2001,5:55:01,16.896,N,75.303,W,4
10/7/2001,5:57:01,16.901,N,75.312,W,4
10/7/2001,5:59:01,16.907,N,75.32,W,4
10/7/2001,6:01:01,16.913,N,75.329,W,4
10/7/2001,6:03:01,16.918,N,75.338,W,4
10/7/2001,6:05:01,16.924,N,75.347,W,4
10/7/2001,6:07:02,16.929,N,75.355,W,4
10/7/2001,6:09:02,16.935,N,75.364,W,4
10/7/2001,6:11:02,16.94,N,75.373,W,4
10/7/2001,6:13:02,16.945,N,75.382,W,4
10/7/2001,6:15:02,16.95,N,75.391,W,4
10/7/2001,6:17:02,16.955,N,75.4,W,4
10/7/2001,6:19:02,16.96,N,75.409,W,4
10/7/2001,6:21:01,16.965,N,75.417,W,4
10/7/2001,6:23:01,16.969,N,75.426,W,4
10/7/2001,6:25:01,16.974,N,75.435,W,4
10/7/2001,6:27:01,16.979,N,75.444,W,4
10/7/2001,6:29:01,16.983,N,75.453,W,4
10/7/2001,6:31:01,16.988,N,75.462,W,4
10/7/2001,6:33:01,16.992,N,75.471,W,4
10/7/2001,6:35:01,16.996,N,75.48,W,4
10/7/2001,6:37:02,17.001,N,75.49,W,4
10/7/2001,6:39:02,17.005,N,75.499,W,4
10/7/2001,6:41:02,17.009,N,75.508,W,4
