Track,for,Cristobal,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/6/2002,5:54:00,31.107,N,77.007,W,0
8/6/2002,5:56:00,31.105,N,77.005,W,0
8/6/2002,5:58:00,31.102,N,77.002,W,0
8/6/2002,6:00:00,31.1,N,77,W,0
8/6/2002,6:01:59,31.098,N,76.998,W,0
8/6/2002,6:03:59,31.095,N,76.995,W,0
8/6/2002,6:05:59,31.093,N,76.993,W,0
8/6/2002,6:07:59,31.091,N,76.991,W,0
8/6/2002,6:09:59,31.088,N,76.989,W,0
8/6/2002,6:11:59,31.086,N,76.986,W,0
8/6/2002,6:13:59,31.084,N,76.984,W,0
8/6/2002,6:16:00,31.081,N,76.982,W,0
8/6/2002,6:18:00,31.079,N,76.98,W,0
8/6/2002,6:20:00,31.077,N,76.977,W,0
8/6/2002,6:22:00,31.074,N,76.975,W,0
8/6/2002,6:24:00,31.072,N,76.973,W,0
8/6/2002,6:26:00,31.07,N,76.971,W,0
8/6/2002,6:28:00,31.067,N,76.968,W,0
8/6/2002,6:30:00,31.065,N,76.966,W,0
8/6/2002,6:31:59,31.063,N,76.964,W,0
8/6/2002,6:33:59,31.06,N,76.962,W,0
8/6/2002,6:35:59,31.058,N,76.959,W,0
8/6/2002,6:37:59,31.056,N,76.957,W,0
8/6/2002,6:39:59,31.053,N,76.955,W,0
8/6/2002,6:41:59,31.051,N,76.953,W,0
8/6/2002,6:43:59,31.049,N,76.95,W,0
8/6/2002,6:46:00,31.046,N,76.948,W,0
8/6/2002,6:48:00,31.044,N,76.946,W,0
8/6/2002,6:50:00,31.042,N,76.944,W,0
8/6/2002,6:52:00,31.04,N,76.941,W,0
8/6/2002,6:54:00,31.037,N,76.939,W,0
8/6/2002,6:56:00,31.035,N,76.937,W,0
8/6/2002,6:58:00,31.033,N,76.935,W,0
8/6/2002,7:00:00,31.03,N,76.932,W,0
8/6/2002,7:01:59,31.028,N,76.93,W,0
8/6/2002,7:03:59,31.026,N,76.928,W,0
8/6/2002,7:05:59,31.023,N,76.926,W,0
8/6/2002,7:07:59,31.021,N,76.923,W,0
8/6/2002,7:09:59,31.019,N,76.921,W,0
8/6/2002,7:11:59,31.016,N,76.919,W,0
8/6/2002,7:13:59,31.014,N,76.917,W,0
8/6/2002,7:16:00,31.012,N,76.914,W,0
8/6/2002,7:18:00,31.009,N,76.912,W,0
8/6/2002,7:20:00,31.007,N,76.91,W,0
8/6/2002,7:22:00,31.005,N,76.908,W,0
8/6/2002,7:24:00,31.002,N,76.905,W,0
8/6/2002,7:26:00,31,N,76.903,W,0
8/6/2002,7:28:00,30.998,N,76.901,W,0
8/6/2002,7:30:00,30.996,N,76.899,W,0
8/6/2002,7:31:59,30.993,N,76.896,W,0
8/6/2002,7:33:59,30.991,N,76.894,W,0
8/6/2002,7:35:59,30.989,N,76.892,W,0
8/6/2002,7:37:59,30.986,N,76.89,W,0
8/6/2002,7:39:59,30.984,N,76.887,W,0
8/6/2002,7:41:59,30.982,N,76.885,W,0
8/6/2002,7:43:59,30.979,N,76.883,W,0
8/6/2002,7:46:00,30.977,N,76.881,W,0
8/6/2002,7:48:00,30.975,N,76.878,W,0
8/6/2002,7:50:00,30.972,N,76.876,W,0
8/6/2002,7:52:00,30.97,N,76.874,W,0
8/6/2002,7:54:00,30.968,N,76.872,W,0
8/6/2002,7:56:00,30.966,N,76.869,W,0
8/6/2002,7:58:00,30.963,N,76.867,W,0
8/6/2002,8:00:00,30.961,N,76.865,W,0
8/6/2002,8:02:00,30.959,N,76.863,W,0
8/6/2002,8:03:59,30.956,N,76.86,W,0
8/6/2002,8:06:00,30.954,N,76.858,W,0
8/6/2002,8:07:59,30.952,N,76.856,W,0
8/6/2002,8:10:00,30.95,N,76.854,W,0
8/6/2002,8:11:59,30.947,N,76.851,W,0
8/6/2002,8:14:00,30.945,N,76.849,W,0
8/6/2002,8:15:59,30.943,N,76.847,W,0
8/6/2002,8:18:00,30.94,N,76.845,W,0
8/6/2002,8:19:59,30.938,N,76.843,W,0
8/6/2002,8:22:00,30.936,N,76.84,W,0
8/6/2002,8:23:59,30.934,N,76.838,W,0
8/6/2002,8:26:00,30.931,N,76.836,W,0
8/6/2002,8:27:59,30.929,N,76.834,W,0
8/6/2002,8:30:00,30.927,N,76.831,W,0
8/6/2002,8:32:00,30.924,N,76.829,W,0
8/6/2002,8:33:59,30.922,N,76.827,W,0
8/6/2002,8:36:00,30.92,N,76.825,W,0
8/6/2002,8:37:59,30.918,N,76.822,W,0
8/6/2002,8:40:00,30.915,N,76.82,W,0
8/6/2002,8:41:59,30.913,N,76.818,W,0
8/6/2002,8:44:00,30.911,N,76.816,W,0
8/6/2002,8:45:59,30.909,N,76.813,W,0
8/6/2002,8:48:00,30.906,N,76.811,W,0
8/6/2002,8:49:59,30.904,N,76.809,W,0
8/6/2002,8:52:00,30.902,N,76.807,W,0
8/6/2002,8:53:59,30.9,N,76.804,W,0
8/6/2002,8:56:00,30.897,N,76.802,W,0
8/6/2002,8:57:59,30.895,N,76.8,W,0
8/6/2002,9:00:00,30.893,N,76.798,W,0
8/6/2002,9:02:00,30.891,N,76.796,W,0
8/6/2002,9:03:59,30.888,N,76.793,W,0
8/6/2002,9:06:00,30.886,N,76.791,W,0
8/6/2002,9:07:59,30.884,N,76.789,W,0
8/6/2002,9:10:00,30.882,N,76.787,W,0
8/6/2002,9:11:59,30.879,N,76.784,W,0
8/6/2002,9:14:00,30.877,N,76.782,W,0
8/6/2002,9:15:59,30.875,N,76.78,W,0
8/6/2002,9:18:00,30.873,N,76.778,W,0
8/6/2002,9:19:59,30.87,N,76.776,W,0
8/6/2002,9:22:00,30.868,N,76.773,W,0
8/6/2002,9:23:59,30.866,N,76.771,W,0
8/6/2002,9:26:00,30.864,N,76.769,W,0
8/6/2002,9:27:59,30.862,N,76.767,W,0
8/6/2002,9:30:00,30.859,N,76.764,W,0
8/6/2002,9:32:00,30.857,N,76.762,W,0
8/6/2002,9:33:59,30.855,N,76.76,W,0
8/6/2002,9:36:00,30.853,N,76.758,W,0
8/6/2002,9:37:59,30.85,N,76.756,W,0
8/6/2002,9:40:00,30.848,N,76.753,W,0
8/6/2002,9:41:59,30.846,N,76.751,W,0
8/6/2002,9:44:00,30.844,N,76.749,W,0
8/6/2002,9:45:59,30.842,N,76.747,W,0
8/6/2002,9:48:00,30.839,N,76.744,W,0
8/6/2002,9:49:59,30.837,N,76.742,W,0
8/6/2002,9:52:00,30.835,N,76.74,W,0
8/6/2002,9:53:59,30.833,N,76.738,W,0
8/6/2002,9:56:00,30.831,N,76.736,W,0
8/6/2002,9:57:59,30.828,N,76.733,W,0
8/6/2002,10:00:00,30.826,N,76.731,W,0
8/6/2002,10:02:00,30.824,N,76.729,W,0
8/6/2002,10:03:59,30.822,N,76.727,W,0
8/6/2002,10:06:00,30.82,N,76.725,W,0
8/6/2002,10:07:59,30.818,N,76.722,W,0
8/6/2002,10:10:00,30.815,N,76.72,W,0
8/6/2002,10:11:59,30.813,N,76.718,W,0
8/6/2002,10:14:00,30.811,N,76.716,W,0
8/6/2002,10:15:59,30.809,N,76.713,W,0
8/6/2002,10:18:00,30.807,N,76.711,W,0
8/6/2002,10:19:59,30.805,N,76.709,W,0
8/6/2002,10:22:00,30.802,N,76.707,W,0
8/6/2002,10:23:59,30.8,N,76.705,W,0
8/6/2002,10:26:00,30.798,N,76.702,W,0
8/6/2002,10:27:59,30.796,N,76.7,W,0
8/6/2002,10:30:00,30.794,N,76.698,W,0
8/6/2002,10:32:00,30.792,N,76.696,W,0
8/6/2002,10:33:59,30.789,N,76.694,W,0
8/6/2002,10:36:00,30.787,N,76.691,W,0
8/6/2002,10:37:59,30.785,N,76.689,W,0
8/6/2002,10:40:00,30.783,N,76.687,W,0
8/6/2002,10:41:59,30.781,N,76.685,W,0
8/6/2002,10:44:00,30.779,N,76.683,W,0
8/6/2002,10:45:59,30.777,N,76.681,W,0
8/6/2002,10:48:00,30.774,N,76.678,W,0
8/6/2002,10:49:59,30.772,N,76.676,W,0
8/6/2002,10:52:00,30.77,N,76.674,W,0
8/6/2002,10:53:59,30.768,N,76.672,W,0
8/6/2002,10:56:00,30.766,N,76.67,W,0
8/6/2002,10:57:59,30.764,N,76.667,W,0
8/6/2002,11:00:00,30.762,N,76.665,W,0
8/6/2002,11:02:00,30.76,N,76.663,W,0
8/6/2002,11:03:59,30.758,N,76.661,W,0
8/6/2002,11:06:00,30.755,N,76.659,W,0
8/6/2002,11:07:59,30.753,N,76.656,W,0
8/6/2002,11:10:00,30.751,N,76.654,W,0
8/6/2002,11:11:59,30.749,N,76.652,W,0
8/6/2002,11:14:00,30.747,N,76.65,W,0
8/6/2002,11:15:59,30.745,N,76.648,W,0
8/6/2002,11:18:00,30.743,N,76.646,W,0
8/6/2002,11:19:59,30.741,N,76.643,W,0
8/6/2002,11:22:00,30.739,N,76.641,W,0
8/6/2002,11:23:59,30.737,N,76.639,W,0
8/6/2002,11:26:00,30.735,N,76.637,W,0
8/6/2002,11:27:59,30.733,N,76.635,W,0
8/6/2002,11:30:00,30.731,N,76.632,W,0
8/6/2002,11:32:00,30.728,N,76.63,W,0
8/6/2002,11:33:59,30.726,N,76.628,W,0
8/6/2002,11:36:00,30.724,N,76.626,W,0
8/6/2002,11:37:59,30.722,N,76.624,W,0
8/6/2002,11:40:00,30.72,N,76.622,W,0
8/6/2002,11:41:59,30.718,N,76.619,W,0
8/6/2002,11:44:00,30.716,N,76.617,W,0
8/6/2002,11:45:59,30.714,N,76.615,W,0
8/6/2002,11:48:00,30.712,N,76.613,W,0
8/6/2002,11:49:59,30.71,N,76.611,W,0
8/6/2002,11:52:00,30.708,N,76.609,W,0
8/6/2002,11:53:59,30.706,N,76.606,W,0
8/6/2002,11:56:00,30.704,N,76.604,W,0
8/6/2002,11:57:59,30.702,N,76.602,W,0
8/6/2002,12:00:00,30.7,N,76.6,W,0
8/6/2002,12:02:00,30.698,N,76.598,W,0
8/6/2002,12:03:59,30.696,N,76.596,W,0
8/6/2002,12:06:00,30.694,N,76.594,W,0
8/6/2002,12:07:59,30.692,N,76.591,W,0
8/6/2002,12:10:00,30.69,N,76.589,W,0
8/6/2002,12:11:59,30.688,N,76.587,W,0
8/6/2002,12:14:00,30.686,N,76.585,W,0
8/6/2002,12:15:59,30.684,N,76.583,W,0
8/6/2002,12:18:00,30.682,N,76.581,W,0
8/6/2002,12:19:59,30.68,N,76.578,W,0
8/6/2002,12:22:00,30.678,N,76.576,W,0
8/6/2002,12:23:59,30.676,N,76.574,W,0
8/6/2002,12:26:00,30.674,N,76.572,W,0
8/6/2002,12:27:59,30.672,N,76.57,W,0
8/6/2002,12:30:00,30.67,N,76.568,W,0
8/6/2002,12:32:00,30.668,N,76.566,W,0
8/6/2002,12:33:59,30.666,N,76.563,W,0
8/6/2002,12:36:00,30.664,N,76.561,W,0
8/6/2002,12:37:59,30.662,N,76.559,W,0
8/6/2002,12:40:00,30.661,N,76.557,W,0
8/6/2002,12:41:59,30.659,N,76.555,W,0
8/6/2002,12:44:00,30.657,N,76.553,W,0
8/6/2002,12:45:59,30.655,N,76.551,W,0
8/6/2002,12:48:00,30.653,N,76.549,W,0
8/6/2002,12:49:59,30.651,N,76.546,W,0
8/6/2002,12:52:00,30.649,N,76.544,W,0
8/6/2002,12:53:59,30.647,N,76.542,W,0
8/6/2002,12:56:00,30.645,N,76.54,W,0
8/6/2002,12:57:59,30.643,N,76.538,W,0
8/6/2002,13:00:00,30.641,N,76.536,W,0
8/6/2002,13:02:00,30.64,N,76.534,W,0
8/6/2002,13:03:59,30.638,N,76.532,W,0
8/6/2002,13:06:00,30.636,N,76.529,W,0
8/6/2002,13:07:59,30.634,N,76.527,W,0
8/6/2002,13:10:00,30.632,N,76.525,W,0
8/6/2002,13:11:59,30.63,N,76.523,W,0
8/6/2002,13:14:00,30.628,N,76.521,W,0
8/6/2002,13:15:59,30.626,N,76.519,W,0
8/6/2002,13:18:00,30.625,N,76.517,W,0
8/6/2002,13:19:59,30.623,N,76.515,W,0
8/6/2002,13:22:00,30.621,N,76.513,W,0
8/6/2002,13:23:59,30.619,N,76.51,W,0
8/6/2002,13:26:00,30.617,N,76.508,W,0
8/6/2002,13:27:59,30.615,N,76.506,W,0
8/6/2002,13:30:00,30.613,N,76.504,W,0
8/6/2002,13:32:00,30.612,N,76.502,W,0
8/6/2002,13:33:59,30.61,N,76.5,W,0
8/6/2002,13:36:00,30.608,N,76.498,W,0
8/6/2002,13:37:59,30.606,N,76.496,W,0
8/6/2002,13:40:00,30.604,N,76.494,W,0
8/6/2002,13:41:59,30.603,N,76.492,W,0
8/6/2002,13:44:00,30.601,N,76.489,W,0
8/6/2002,13:45:59,30.599,N,76.487,W,0
8/6/2002,13:48:00,30.597,N,76.485,W,0
8/6/2002,13:49:59,30.595,N,76.483,W,0
8/6/2002,13:52:00,30.594,N,76.481,W,0
8/6/2002,13:53:59,30.592,N,76.479,W,0
8/6/2002,13:56:00,30.59,N,76.477,W,0
8/6/2002,13:57:59,30.588,N,76.475,W,0
8/6/2002,14:00:00,30.587,N,76.473,W,0
8/6/2002,14:02:00,30.585,N,76.471,W,0
8/6/2002,14:03:59,30.583,N,76.469,W,0
8/6/2002,14:06:00,30.581,N,76.466,W,0
8/6/2002,14:07:59,30.58,N,76.464,W,0
8/6/2002,14:10:00,30.578,N,76.462,W,0
8/6/2002,14:11:59,30.576,N,76.46,W,0
8/6/2002,14:14:00,30.574,N,76.458,W,0
8/6/2002,14:15:59,30.573,N,76.456,W,0
8/6/2002,14:18:00,30.571,N,76.454,W,0
8/6/2002,14:19:59,30.569,N,76.452,W,0
8/6/2002,14:22:00,30.567,N,76.45,W,0
8/6/2002,14:23:59,30.566,N,76.448,W,0
8/6/2002,14:26:00,30.564,N,76.446,W,0
8/6/2002,14:27:59,30.562,N,76.444,W,0
8/6/2002,14:30:00,30.561,N,76.442,W,0
8/6/2002,14:32:00,30.559,N,76.44,W,0
8/6/2002,14:33:59,30.557,N,76.438,W,0
8/6/2002,14:36:00,30.556,N,76.436,W,0
8/6/2002,14:37:59,30.554,N,76.433,W,0
8/6/2002,14:40:00,30.552,N,76.431,W,0
8/6/2002,14:41:59,30.551,N,76.429,W,0
8/6/2002,14:44:00,30.549,N,76.427,W,0
8/6/2002,14:45:59,30.547,N,76.425,W,0
8/6/2002,14:48:00,30.546,N,76.423,W,0
8/6/2002,14:49:59,30.544,N,76.421,W,0
8/6/2002,14:52:00,30.542,N,76.419,W,0
8/6/2002,14:53:59,30.541,N,76.417,W,0
8/6/2002,14:56:00,30.539,N,76.415,W,0
8/6/2002,14:57:59,30.537,N,76.413,W,0
8/6/2002,15:00:00,30.536,N,76.411,W,0
8/6/2002,15:02:00,30.534,N,76.409,W,0
8/6/2002,15:03:59,30.533,N,76.407,W,0
8/6/2002,15:06:00,30.531,N,76.405,W,0
8/6/2002,15:07:59,30.529,N,76.403,W,0
8/6/2002,15:10:00,30.528,N,76.401,W,0
8/6/2002,15:11:59,30.526,N,76.399,W,0
8/6/2002,15:14:00,30.525,N,76.397,W,0
8/6/2002,15:15:59,30.523,N,76.395,W,0
8/6/2002,15:18:00,30.522,N,76.393,W,0
8/6/2002,15:19:59,30.52,N,76.391,W,0
8/6/2002,15:22:00,30.518,N,76.389,W,0
8/6/2002,15:23:59,30.517,N,76.387,W,0
8/6/2002,15:26:00,30.515,N,76.385,W,0
8/6/2002,15:27:59,30.514,N,76.383,W,0
8/6/2002,15:30:00,30.512,N,76.381,W,0
8/6/2002,15:32:00,30.511,N,76.379,W,0
8/6/2002,15:33:59,30.509,N,76.377,W,0
8/6/2002,15:36:00,30.508,N,76.375,W,0
8/6/2002,15:37:59,30.506,N,76.373,W,0
8/6/2002,15:40:00,30.505,N,76.371,W,0
8/6/2002,15:41:59,30.503,N,76.369,W,0
8/6/2002,15:44:00,30.502,N,76.367,W,0
8/6/2002,15:45:59,30.5,N,76.365,W,0
8/6/2002,15:48:00,30.499,N,76.363,W,0
8/6/2002,15:49:59,30.497,N,76.361,W,0
8/6/2002,15:52:00,30.496,N,76.359,W,0
8/6/2002,15:53:59,30.494,N,76.357,W,0
8/6/2002,15:56:00,30.493,N,76.355,W,0
8/6/2002,15:57:59,30.491,N,76.353,W,0
8/6/2002,16:00:00,30.49,N,76.351,W,0
8/6/2002,16:01:59,30.489,N,76.349,W,0
8/6/2002,16:04:00,30.487,N,76.347,W,0
8/6/2002,16:06:00,30.486,N,76.345,W,0
8/6/2002,16:07:59,30.484,N,76.343,W,0
8/6/2002,16:09:59,30.483,N,76.341,W,0
8/6/2002,16:12:00,30.481,N,76.339,W,0
8/6/2002,16:14:00,30.48,N,76.337,W,0
8/6/2002,16:15:59,30.479,N,76.335,W,0
8/6/2002,16:17:59,30.477,N,76.333,W,0
8/6/2002,16:20:00,30.476,N,76.331,W,0
8/6/2002,16:22:00,30.475,N,76.329,W,0
8/6/2002,16:23:59,30.473,N,76.327,W,0
8/6/2002,16:25:59,30.472,N,76.325,W,0
8/6/2002,16:28:00,30.47,N,76.323,W,0
8/6/2002,16:30:00,30.469,N,76.321,W,0
8/6/2002,16:31:59,30.468,N,76.319,W,0
8/6/2002,16:34:00,30.466,N,76.317,W,0
8/6/2002,16:36:00,30.465,N,76.315,W,0
8/6/2002,16:37:59,30.464,N,76.313,W,0
