Track,for,Kyle,2008,,
9/24/2008,0:45:29,20.251,N,70.072,W
9/24/2008,0:45:39,20.251,N,70.072,W
9/24/2008,0:47:38,20.256,N,70.071,W
9/24/2008,0:49:38,20.261,N,70.07,W
9/24/2008,0:51:39,20.267,N,70.069,W
9/24/2008,0:53:39,20.272,N,70.068,W
9/24/2008,0:55:38,20.277,N,70.066,W
9/24/2008,0:57:38,20.282,N,70.065,W
9/24/2008,0:59:39,20.287,N,70.064,W
9/24/2008,1:01:39,20.292,N,70.063,W
9/24/2008,1:03:38,20.298,N,70.062,W
9/24/2008,1:05:38,20.303,N,70.061,W
9/24/2008,1:07:39,20.308,N,70.06,W
9/24/2008,1:09:39,20.313,N,70.059,W
9/24/2008,1:11:38,20.318,N,70.058,W
9/24/2008,1:13:39,20.323,N,70.057,W
9/24/2008,1:15:39,20.328,N,70.055,W
9/24/2008,1:17:38,20.333,N,70.054,W
9/24/2008,1:19:38,20.338,N,70.053,W
9/24/2008,1:21:39,20.343,N,70.052,W
9/24/2008,1:23:39,20.348,N,70.051,W
9/24/2008,1:25:38,20.353,N,70.05,W
9/24/2008,1:27:38,20.358,N,70.049,W
9/24/2008,1:29:39,20.363,N,70.048,W
9/24/2008,1:31:39,20.367,N,70.047,W
9/24/2008,1:33:38,20.372,N,70.046,W
9/24/2008,1:35:38,20.377,N,70.044,W
9/24/2008,1:37:39,20.382,N,70.043,W
9/24/2008,1:39:39,20.387,N,70.042,W
9/24/2008,1:41:38,20.391,N,70.041,W
9/24/2008,1:43:39,20.396,N,70.04,W
9/24/2008,1:45:39,20.401,N,70.039,W
9/24/2008,1:47:38,20.406,N,70.038,W
9/24/2008,1:49:38,20.41,N,70.037,W
9/24/2008,1:51:39,20.415,N,70.036,W
9/24/2008,1:53:39,20.42,N,70.035,W
9/24/2008,1:55:38,20.424,N,70.034,W
9/24/2008,1:57:38,20.429,N,70.032,W
9/24/2008,1:59:39,20.433,N,70.031,W
9/24/2008,2:01:39,20.438,N,70.03,W
9/24/2008,2:03:38,20.443,N,70.029,W
9/24/2008,2:05:38,20.447,N,70.028,W
9/24/2008,2:07:39,20.451,N,70.027,W
9/24/2008,2:09:39,20.456,N,70.026,W
9/24/2008,2:11:38,20.46,N,70.025,W
9/24/2008,2:13:39,20.465,N,70.024,W
9/24/2008,2:15:39,20.469,N,70.023,W
9/24/2008,2:17:38,20.474,N,70.022,W
9/24/2008,2:19:38,20.478,N,70.021,W
9/24/2008,2:21:39,20.482,N,70.02,W
9/24/2008,2:23:39,20.486,N,70.018,W
9/24/2008,2:25:38,20.491,N,70.017,W
9/24/2008,2:27:38,20.495,N,70.016,W
9/24/2008,2:29:39,20.499,N,70.015,W
9/24/2008,2:31:39,20.503,N,70.014,W
9/24/2008,2:33:38,20.507,N,70.013,W
9/24/2008,2:35:38,20.511,N,70.012,W
9/24/2008,2:37:39,20.516,N,70.011,W
9/24/2008,2:39:39,20.52,N,70.01,W
9/24/2008,2:41:38,20.524,N,70.009,W
9/24/2008,2:43:39,20.528,N,70.008,W
9/24/2008,2:45:39,20.532,N,70.007,W
9/24/2008,2:47:38,20.536,N,70.006,W
9/24/2008,2:49:38,20.539,N,70.005,W
9/24/2008,2:51:39,20.543,N,70.004,W
9/24/2008,2:53:39,20.547,N,70.002,W
9/24/2008,2:55:38,20.551,N,70.001,W
9/24/2008,2:57:38,20.555,N,70,W
9/24/2008,2:59:39,20.558,N,69.999,W
9/24/2008,3:01:39,20.562,N,69.998,W
9/24/2008,3:03:38,20.566,N,69.997,W
9/24/2008,3:05:38,20.57,N,69.996,W
9/24/2008,3:07:39,20.573,N,69.995,W
9/24/2008,3:09:39,20.577,N,69.994,W
9/24/2008,3:11:38,20.58,N,69.993,W
9/24/2008,3:13:39,20.584,N,69.992,W
9/24/2008,3:15:39,20.587,N,69.991,W
9/24/2008,3:17:38,20.591,N,69.99,W
9/24/2008,3:19:38,20.594,N,69.989,W
9/24/2008,3:21:39,20.598,N,69.988,W
9/24/2008,3:23:39,20.601,N,69.987,W
9/24/2008,3:25:38,20.604,N,69.986,W
9/24/2008,3:27:38,20.608,N,69.985,W
9/24/2008,3:29:39,20.611,N,69.984,W
9/24/2008,3:31:39,20.614,N,69.983,W
9/24/2008,3:33:38,20.617,N,69.982,W
9/24/2008,3:35:38,20.62,N,69.98,W
9/24/2008,3:37:39,20.623,N,69.979,W
9/24/2008,3:39:39,20.626,N,69.978,W
9/24/2008,3:41:38,20.629,N,69.977,W
9/24/2008,3:43:39,20.632,N,69.976,W
9/24/2008,3:45:39,20.635,N,69.975,W
9/24/2008,3:47:38,20.638,N,69.974,W
9/24/2008,3:49:38,20.641,N,69.973,W
9/24/2008,3:51:39,20.644,N,69.972,W
9/24/2008,3:53:39,20.647,N,69.971,W
9/24/2008,3:55:38,20.65,N,69.97,W
9/24/2008,3:57:38,20.652,N,69.969,W
9/24/2008,3:59:39,20.655,N,69.968,W
9/24/2008,4:01:39,20.658,N,69.967,W
9/24/2008,4:03:38,20.66,N,69.966,W
9/24/2008,4:05:38,20.663,N,69.965,W
9/24/2008,4:07:39,20.665,N,69.964,W
9/24/2008,4:09:39,20.668,N,69.963,W
9/24/2008,4:11:38,20.67,N,69.962,W
9/24/2008,4:13:39,20.673,N,69.961,W
9/24/2008,4:15:39,20.675,N,69.96,W
9/24/2008,4:17:38,20.677,N,69.959,W
9/24/2008,4:19:38,20.679,N,69.958,W
9/24/2008,4:21:39,20.682,N,69.957,W
9/24/2008,4:23:39,20.684,N,69.956,W
9/24/2008,4:25:38,20.686,N,69.955,W
9/24/2008,4:27:38,20.688,N,69.954,W
9/24/2008,4:29:39,20.69,N,69.953,W
9/24/2008,4:31:39,20.692,N,69.952,W
9/24/2008,4:33:38,20.694,N,69.951,W
9/24/2008,4:35:38,20.696,N,69.95,W
9/24/2008,4:37:39,20.698,N,69.949,W
9/24/2008,4:39:39,20.7,N,69.948,W
9/24/2008,4:41:38,20.701,N,69.947,W
9/24/2008,4:43:39,20.703,N,69.946,W
9/24/2008,4:45:39,20.705,N,69.945,W
9/24/2008,4:47:38,20.707,N,69.944,W
9/24/2008,4:49:38,20.708,N,69.943,W
9/24/2008,4:51:39,20.71,N,69.942,W
9/24/2008,4:53:39,20.711,N,69.941,W
9/24/2008,4:55:38,20.713,N,69.94,W
9/24/2008,4:57:38,20.714,N,69.939,W
9/24/2008,4:59:39,20.715,N,69.938,W
9/24/2008,5:01:39,20.717,N,69.937,W
9/24/2008,5:03:38,20.718,N,69.936,W
9/24/2008,5:05:38,20.719,N,69.935,W
9/24/2008,5:07:39,20.72,N,69.934,W
9/24/2008,5:09:39,20.721,N,69.934,W
9/24/2008,5:11:38,20.722,N,69.933,W
9/24/2008,5:13:39,20.723,N,69.932,W
9/24/2008,5:15:39,20.724,N,69.931,W
9/24/2008,5:17:38,20.725,N,69.93,W
9/24/2008,5:19:38,20.726,N,69.929,W
9/24/2008,5:21:39,20.727,N,69.928,W
9/24/2008,5:23:39,20.728,N,69.927,W
9/24/2008,5:25:38,20.728,N,69.926,W
9/24/2008,5:27:38,20.729,N,69.925,W
9/24/2008,5:29:39,20.73,N,69.924,W
9/24/2008,5:31:39,20.73,N,69.923,W
9/24/2008,5:33:38,20.731,N,69.922,W
9/24/2008,5:35:38,20.731,N,69.921,W
9/24/2008,5:37:39,20.732,N,69.92,W
9/24/2008,5:39:39,20.732,N,69.919,W
9/24/2008,5:41:38,20.732,N,69.918,W
9/24/2008,5:43:39,20.732,N,69.917,W
9/24/2008,5:45:39,20.733,N,69.916,W
9/24/2008,5:47:38,20.733,N,69.916,W
9/24/2008,5:49:38,20.733,N,69.915,W
9/24/2008,5:51:39,20.733,N,69.914,W
9/24/2008,5:53:39,20.733,N,69.913,W
9/24/2008,5:55:38,20.733,N,69.912,W
9/24/2008,5:57:38,20.733,N,69.911,W
9/24/2008,5:59:39,20.732,N,69.91,W
9/24/2008,6:01:39,20.732,N,69.909,W
9/24/2008,6:03:38,20.732,N,69.908,W
9/24/2008,6:05:38,20.732,N,69.907,W
9/24/2008,6:07:39,20.731,N,69.906,W
9/24/2008,6:09:39,20.731,N,69.905,W
9/24/2008,6:11:38,20.73,N,69.904,W
9/24/2008,6:13:39,20.73,N,69.904,W
9/24/2008,6:15:39,20.729,N,69.903,W
9/24/2008,6:17:38,20.729,N,69.902,W
9/24/2008,6:19:38,20.728,N,69.901,W
9/24/2008,6:21:39,20.727,N,69.9,W
9/24/2008,6:23:39,20.727,N,69.899,W
9/24/2008,6:25:38,20.726,N,69.898,W
9/24/2008,6:27:38,20.725,N,69.897,W
9/24/2008,6:29:39,20.724,N,69.896,W
9/24/2008,6:31:39,20.723,N,69.895,W
9/24/2008,6:33:38,20.723,N,69.895,W
9/24/2008,6:35:38,20.722,N,69.894,W
9/24/2008,6:37:39,20.721,N,69.893,W
9/24/2008,6:39:39,20.72,N,69.892,W
9/24/2008,6:41:38,20.719,N,69.891,W
9/24/2008,6:43:39,20.717,N,69.89,W
9/24/2008,6:45:39,20.716,N,69.889,W
9/24/2008,6:47:38,20.715,N,69.888,W
9/24/2008,6:49:38,20.714,N,69.887,W
9/24/2008,6:51:39,20.713,N,69.887,W
9/24/2008,6:53:39,20.711,N,69.886,W
9/24/2008,6:55:38,20.71,N,69.885,W
9/24/2008,6:57:38,20.709,N,69.884,W
9/24/2008,6:59:39,20.707,N,69.883,W
9/24/2008,7:01:39,20.706,N,69.882,W
9/24/2008,7:03:38,20.704,N,69.881,W
9/24/2008,7:05:38,20.703,N,69.88,W
9/24/2008,7:07:39,20.701,N,69.879,W
9/24/2008,7:09:39,20.7,N,69.879,W
9/24/2008,7:11:38,20.698,N,69.878,W
9/24/2008,7:13:39,20.697,N,69.877,W
9/24/2008,7:15:39,20.695,N,69.876,W
9/24/2008,7:17:38,20.693,N,69.875,W
9/24/2008,7:19:38,20.692,N,69.874,W
9/24/2008,7:21:39,20.69,N,69.873,W
9/24/2008,7:23:39,20.688,N,69.872,W
9/24/2008,7:25:38,20.686,N,69.871,W
9/24/2008,7:27:38,20.685,N,69.871,W
9/24/2008,7:29:39,20.683,N,69.87,W
9/24/2008,7:31:39,20.681,N,69.869,W
9/24/2008,7:33:38,20.679,N,69.868,W
9/24/2008,7:35:38,20.677,N,69.867,W
9/24/2008,7:37:39,20.675,N,69.866,W
9/24/2008,7:39:39,20.673,N,69.865,W
9/24/2008,7:41:38,20.671,N,69.864,W
9/24/2008,7:43:39,20.669,N,69.864,W
9/24/2008,7:45:39,20.667,N,69.863,W
9/24/2008,7:47:38,20.665,N,69.862,W
9/24/2008,7:49:38,20.663,N,69.861,W
9/24/2008,7:51:39,20.661,N,69.86,W
9/24/2008,7:53:39,20.659,N,69.859,W
9/24/2008,7:55:38,20.657,N,69.858,W
9/24/2008,7:57:38,20.655,N,69.857,W
9/24/2008,7:59:39,20.653,N,69.856,W
9/24/2008,8:01:39,20.651,N,69.856,W
9/24/2008,8:03:38,20.648,N,69.855,W
9/24/2008,8:05:38,20.646,N,69.854,W
9/24/2008,8:07:38,20.644,N,69.853,W
9/24/2008,8:09:38,20.642,N,69.852,W
9/24/2008,8:11:39,20.639,N,69.851,W
9/24/2008,8:13:39,20.637,N,69.85,W
9/24/2008,8:15:39,20.635,N,69.849,W
9/24/2008,8:17:38,20.633,N,69.849,W
9/24/2008,8:19:38,20.63,N,69.848,W
9/24/2008,8:21:38,20.628,N,69.847,W
9/24/2008,8:23:38,20.626,N,69.846,W
9/24/2008,8:25:39,20.623,N,69.845,W
9/24/2008,8:27:39,20.621,N,69.844,W
9/24/2008,8:29:39,20.619,N,69.843,W
9/24/2008,8:31:39,20.616,N,69.842,W
9/24/2008,8:33:38,20.614,N,69.841,W
9/24/2008,8:35:38,20.611,N,69.84,W
9/24/2008,8:37:38,20.609,N,69.84,W
9/24/2008,8:39:38,20.607,N,69.839,W
9/24/2008,8:41:39,20.604,N,69.838,W
9/24/2008,8:43:39,20.602,N,69.837,W
9/24/2008,8:45:39,20.599,N,69.836,W
9/24/2008,8:47:38,20.597,N,69.835,W
9/24/2008,8:49:38,20.595,N,69.834,W
9/24/2008,8:51:38,20.592,N,69.833,W
9/24/2008,8:53:38,20.59,N,69.832,W
9/24/2008,8:55:39,20.587,N,69.831,W
9/24/2008,8:57:39,20.585,N,69.831,W
9/24/2008,8:59:39,20.582,N,69.83,W
9/24/2008,9:01:39,20.58,N,69.829,W
9/24/2008,9:03:38,20.577,N,69.828,W
9/24/2008,9:05:38,20.575,N,69.827,W
9/24/2008,9:07:38,20.572,N,69.826,W
9/24/2008,9:09:38,20.57,N,69.825,W
9/24/2008,9:11:39,20.567,N,69.824,W
9/24/2008,9:13:39,20.565,N,69.823,W
9/24/2008,9:15:39,20.563,N,69.822,W
9/24/2008,9:17:38,20.56,N,69.821,W
9/24/2008,9:19:38,20.558,N,69.821,W
9/24/2008,9:21:38,20.555,N,69.82,W
9/24/2008,9:23:38,20.553,N,69.819,W
9/24/2008,9:25:39,20.55,N,69.818,W
9/24/2008,9:27:39,20.548,N,69.817,W
9/24/2008,9:29:39,20.545,N,69.816,W
9/24/2008,9:31:39,20.543,N,69.815,W
9/24/2008,9:33:38,20.541,N,69.814,W
9/24/2008,9:35:38,20.538,N,69.813,W
9/24/2008,9:37:38,20.536,N,69.812,W
9/24/2008,9:39:38,20.533,N,69.811,W
9/24/2008,9:41:39,20.531,N,69.81,W
9/24/2008,9:43:39,20.528,N,69.809,W
9/24/2008,9:45:39,20.526,N,69.808,W
9/24/2008,9:47:38,20.524,N,69.807,W
9/24/2008,9:49:38,20.521,N,69.807,W
9/24/2008,9:51:38,20.519,N,69.806,W
9/24/2008,9:53:38,20.517,N,69.805,W
9/24/2008,9:55:39,20.514,N,69.804,W
9/24/2008,9:57:39,20.512,N,69.803,W
9/24/2008,9:59:39,20.51,N,69.802,W
9/24/2008,10:01:39,20.507,N,69.801,W
9/24/2008,10:03:38,20.505,N,69.8,W
9/24/2008,10:05:38,20.503,N,69.799,W
9/24/2008,10:07:38,20.501,N,69.798,W
9/24/2008,10:09:38,20.498,N,69.797,W
9/24/2008,10:11:39,20.496,N,69.796,W
9/24/2008,10:13:39,20.494,N,69.795,W
9/24/2008,10:15:39,20.492,N,69.794,W
9/24/2008,10:17:38,20.489,N,69.793,W
9/24/2008,10:19:38,20.487,N,69.792,W
9/24/2008,10:21:38,20.485,N,69.791,W
9/24/2008,10:23:38,20.483,N,69.79,W
9/24/2008,10:25:39,20.481,N,69.789,W
9/24/2008,10:27:39,20.479,N,69.788,W
9/24/2008,10:29:39,20.477,N,69.787,W
9/24/2008,10:31:39,20.475,N,69.786,W
9/24/2008,10:33:38,20.473,N,69.785,W
9/24/2008,10:35:38,20.471,N,69.784,W
9/24/2008,10:37:38,20.469,N,69.783,W
9/24/2008,10:39:38,20.467,N,69.782,W
9/24/2008,10:41:39,20.465,N,69.781,W
9/24/2008,10:43:39,20.463,N,69.78,W
9/24/2008,10:45:39,20.461,N,69.779,W
9/24/2008,10:47:38,20.459,N,69.778,W
9/24/2008,10:49:38,20.457,N,69.777,W
9/24/2008,10:51:38,20.455,N,69.776,W
9/24/2008,10:53:38,20.454,N,69.775,W
9/24/2008,10:55:39,20.452,N,69.774,W
9/24/2008,10:57:39,20.45,N,69.773,W
9/24/2008,10:59:39,20.448,N,69.772,W
9/24/2008,11:01:39,20.447,N,69.771,W
9/24/2008,11:03:38,20.445,N,69.77,W
9/24/2008,11:05:38,20.443,N,69.769,W
9/24/2008,11:07:38,20.442,N,69.768,W
9/24/2008,11:09:38,20.44,N,69.767,W
9/24/2008,11:11:39,20.439,N,69.766,W
9/24/2008,11:13:39,20.437,N,69.764,W
9/24/2008,11:15:39,20.436,N,69.763,W
9/24/2008,11:17:38,20.434,N,69.762,W
9/24/2008,11:19:38,20.433,N,69.761,W
9/24/2008,11:21:38,20.432,N,69.76,W
9/24/2008,11:23:38,20.43,N,69.759,W
9/24/2008,11:25:39,20.429,N,69.758,W
9/24/2008,11:27:39,20.428,N,69.757,W
9/24/2008,11:29:39,20.426,N,69.756,W
9/24/2008,11:31:39,20.425,N,69.755,W
9/24/2008,11:33:38,20.424,N,69.754,W
9/24/2008,11:35:38,20.423,N,69.753,W
9/24/2008,11:37:38,20.422,N,69.751,W
9/24/2008,11:39:38,20.421,N,69.75,W
9/24/2008,11:41:39,20.42,N,69.749,W
9/24/2008,11:43:39,20.419,N,69.748,W
9/24/2008,11:45:39,20.418,N,69.747,W
9/24/2008,11:47:38,20.417,N,69.746,W
9/24/2008,11:49:38,20.416,N,69.745,W
9/24/2008,11:51:38,20.415,N,69.744,W
9/24/2008,11:53:38,20.414,N,69.742,W
9/24/2008,11:55:39,20.414,N,69.741,W
9/24/2008,11:57:39,20.413,N,69.74,W
9/24/2008,11:59:39,20.412,N,69.739,W
9/24/2008,12:01:39,20.412,N,69.738,W
9/24/2008,12:03:38,20.411,N,69.737,W
9/24/2008,12:05:38,20.411,N,69.736,W
9/24/2008,12:07:38,20.41,N,69.734,W
9/24/2008,12:09:38,20.41,N,69.733,W
9/24/2008,12:11:39,20.409,N,69.732,W
9/24/2008,12:13:39,20.409,N,69.731,W
9/24/2008,12:15:39,20.409,N,69.73,W
9/24/2008,12:17:38,20.408,N,69.729,W
9/24/2008,12:19:38,20.408,N,69.727,W
9/24/2008,12:21:38,20.408,N,69.726,W
9/24/2008,12:23:38,20.408,N,69.725,W
9/24/2008,12:25:39,20.408,N,69.724,W
9/24/2008,12:27:39,20.408,N,69.723,W
9/24/2008,12:29:39,20.408,N,69.721,W
9/24/2008,12:31:39,20.408,N,69.72,W
9/24/2008,12:33:38,20.408,N,69.719,W
9/24/2008,12:35:38,20.408,N,69.718,W
9/24/2008,12:37:38,20.408,N,69.717,W
9/24/2008,12:39:38,20.408,N,69.715,W
9/24/2008,12:41:39,20.408,N,69.714,W
9/24/2008,12:43:39,20.409,N,69.713,W
9/24/2008,12:45:39,20.409,N,69.712,W
9/24/2008,12:47:38,20.409,N,69.71,W
9/24/2008,12:49:38,20.41,N,69.709,W
9/24/2008,12:51:38,20.41,N,69.708,W
9/24/2008,12:53:38,20.41,N,69.707,W
9/24/2008,12:55:39,20.411,N,69.705,W
9/24/2008,12:57:39,20.412,N,69.704,W
9/24/2008,12:59:22,20.412,N,69.703,W
9/24/2008,13:01:21,20.414,N,69.702,W
9/24/2008,13:03:21,20.417,N,69.7,W
9/24/2008,13:05:21,20.419,N,69.699,W
9/24/2008,13:07:21,20.422,N,69.697,W
9/24/2008,13:09:22,20.424,N,69.696,W
9/24/2008,13:11:22,20.427,N,69.695,W
9/24/2008,13:13:22,20.429,N,69.693,W
9/24/2008,13:15:22,20.432,N,69.692,W
9/24/2008,13:17:21,20.434,N,69.69,W
9/24/2008,13:19:21,20.437,N,69.689,W
9/24/2008,13:21:21,20.439,N,69.687,W
9/24/2008,13:23:22,20.442,N,69.686,W
9/24/2008,13:25:22,20.444,N,69.685,W
9/24/2008,13:27:22,20.447,N,69.683,W
9/24/2008,13:29:22,20.449,N,69.682,W
9/24/2008,13:31:21,20.452,N,69.68,W
9/24/2008,13:33:21,20.454,N,69.679,W
9/24/2008,13:35:21,20.457,N,69.677,W
9/24/2008,13:37:21,20.459,N,69.676,W
9/24/2008,13:39:22,20.462,N,69.675,W
9/24/2008,13:41:22,20.464,N,69.673,W
9/24/2008,13:43:22,20.467,N,69.672,W
9/24/2008,13:45:22,20.469,N,69.67,W
9/24/2008,13:47:21,20.472,N,69.669,W
9/24/2008,13:49:21,20.474,N,69.667,W
9/24/2008,13:51:21,20.477,N,69.666,W
9/24/2008,13:53:22,20.48,N,69.664,W
9/24/2008,13:55:22,20.482,N,69.663,W
9/24/2008,13:57:22,20.485,N,69.662,W
9/24/2008,13:59:22,20.487,N,69.66,W
9/24/2008,14:01:21,20.49,N,69.659,W
9/24/2008,14:03:21,20.493,N,69.657,W
9/24/2008,14:05:21,20.495,N,69.656,W
9/24/2008,14:07:21,20.498,N,69.654,W
9/24/2008,14:09:22,20.5,N,69.653,W
9/24/2008,14:11:22,20.503,N,69.651,W
9/24/2008,14:13:22,20.506,N,69.65,W
9/24/2008,14:15:22,20.508,N,69.649,W
9/24/2008,14:17:21,20.511,N,69.647,W
9/24/2008,14:19:21,20.513,N,69.646,W
9/24/2008,14:21:21,20.516,N,69.644,W
9/24/2008,14:23:22,20.519,N,69.643,W
9/24/2008,14:25:22,20.521,N,69.641,W
9/24/2008,14:27:22,20.524,N,69.64,W
9/24/2008,14:29:22,20.527,N,69.638,W
9/24/2008,14:31:21,20.529,N,69.637,W
9/24/2008,14:33:21,20.532,N,69.636,W
9/24/2008,14:35:21,20.535,N,69.634,W
9/24/2008,14:37:21,20.537,N,69.633,W
9/24/2008,14:39:22,20.54,N,69.631,W
9/24/2008,14:41:22,20.543,N,69.63,W
9/24/2008,14:43:22,20.545,N,69.628,W
9/24/2008,14:45:22,20.548,N,69.627,W
9/24/2008,14:47:21,20.551,N,69.625,W
9/24/2008,14:49:21,20.553,N,69.624,W
9/24/2008,14:51:21,20.556,N,69.622,W
9/24/2008,14:53:22,20.559,N,69.621,W
9/24/2008,14:55:22,20.561,N,69.619,W
9/24/2008,14:57:22,20.564,N,69.618,W
9/24/2008,14:59:22,20.567,N,69.617,W
9/24/2008,15:01:21,20.569,N,69.615,W
9/24/2008,15:03:21,20.572,N,69.614,W
9/24/2008,15:05:21,20.575,N,69.612,W
9/24/2008,15:07:21,20.577,N,69.611,W
9/24/2008,15:09:22,20.58,N,69.609,W
9/24/2008,15:11:22,20.583,N,69.608,W
9/24/2008,15:13:22,20.585,N,69.606,W
9/24/2008,15:15:22,20.588,N,69.605,W
9/24/2008,15:17:21,20.591,N,69.603,W
9/24/2008,15:19:21,20.594,N,69.602,W
9/24/2008,15:21:21,20.596,N,69.6,W
9/24/2008,15:23:22,20.599,N,69.599,W
9/24/2008,15:25:22,20.602,N,69.597,W
9/24/2008,15:27:22,20.604,N,69.596,W
9/24/2008,15:29:22,20.607,N,69.595,W
9/24/2008,15:31:21,20.61,N,69.593,W
9/24/2008,15:33:21,20.613,N,69.592,W
9/24/2008,15:35:21,20.615,N,69.59,W
9/24/2008,15:37:21,20.618,N,69.589,W
9/24/2008,15:39:22,20.621,N,69.587,W
9/24/2008,15:41:22,20.623,N,69.586,W
9/24/2008,15:43:22,20.626,N,69.584,W
9/24/2008,15:45:22,20.629,N,69.583,W
9/24/2008,15:47:21,20.632,N,69.581,W
9/24/2008,15:49:21,20.634,N,69.58,W
9/24/2008,15:51:21,20.637,N,69.578,W
9/24/2008,15:53:22,20.64,N,69.577,W
9/24/2008,15:55:22,20.642,N,69.575,W
9/24/2008,15:57:22,20.645,N,69.574,W
