Track,for,Karl,2016,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/23/2016,22:25:20,30.141,N,65.57,W,0
9/23/2016,22:27:20,30.144,N,65.568,W,0
9/23/2016,22:29:20,30.147,N,65.565,W,0
9/23/2016,22:31:20,30.15,N,65.561,W,0
9/23/2016,22:33:20,30.153,N,65.558,W,0
9/23/2016,22:35:20,30.156,N,65.554,W,0
9/23/2016,22:37:20,30.159,N,65.55,W,0
9/23/2016,22:39:20,30.162,N,65.546,W,0
9/23/2016,22:41:19,30.165,N,65.541,W,0
9/23/2016,22:43:19,30.168,N,65.536,W,0
9/23/2016,22:45:19,30.17,N,65.531,W,0
9/23/2016,22:47:19,30.173,N,65.526,W,0
9/23/2016,22:49:19,30.176,N,65.52,W,0
9/23/2016,22:51:19,30.178,N,65.514,W,0
9/23/2016,22:53:19,30.181,N,65.508,W,0
9/23/2016,22:55:20,30.184,N,65.502,W,0
9/23/2016,22:57:20,30.186,N,65.495,W,0
9/23/2016,22:59:20,30.189,N,65.488,W,0
9/23/2016,23:01:20,30.191,N,65.481,W,0
9/23/2016,23:03:20,30.194,N,65.473,W,0
9/23/2016,23:05:20,30.196,N,65.465,W,0
9/23/2016,23:07:20,30.198,N,65.457,W,0
9/23/2016,23:09:20,30.201,N,65.448,W,0
9/23/2016,23:11:19,30.203,N,65.439,W,0
9/23/2016,23:13:19,30.205,N,65.43,W,0
9/23/2016,23:15:19,30.207,N,65.421,W,0
9/23/2016,23:17:19,30.21,N,65.411,W,0
9/23/2016,23:19:19,30.212,N,65.401,W,0
9/23/2016,23:21:19,30.214,N,65.39,W,0
9/23/2016,23:23:19,30.216,N,65.379,W,0
9/23/2016,23:25:20,30.218,N,65.368,W,0
9/23/2016,23:27:20,30.22,N,65.357,W,0
9/23/2016,23:29:20,30.222,N,65.345,W,0
9/23/2016,23:31:20,30.224,N,65.333,W,0
9/23/2016,23:33:20,30.226,N,65.32,W,0
9/23/2016,23:35:20,30.228,N,65.307,W,0
9/23/2016,23:37:00,30.229,N,65.296,W,0
9/23/2016,23:39:00,30.231,N,65.289,W,0
9/23/2016,23:41:00,30.234,N,65.282,W,0
9/23/2016,23:43:00,30.236,N,65.275,W,0
9/23/2016,23:45:00,30.239,N,65.268,W,0
9/23/2016,23:46:59,30.241,N,65.262,W,0
9/23/2016,23:48:59,30.243,N,65.255,W,0
9/23/2016,23:50:59,30.246,N,65.248,W,0
9/23/2016,23:52:59,30.248,N,65.241,W,0
9/23/2016,23:54:59,30.25,N,65.234,W,0
9/23/2016,23:56:59,30.253,N,65.227,W,0
9/23/2016,23:58:59,30.255,N,65.221,W,0
9/24/2016,0:01:00,30.257,N,65.214,W,0
9/24/2016,0:03:00,30.26,N,65.207,W,0
9/24/2016,0:05:00,30.262,N,65.2,W,0
9/24/2016,0:07:00,30.264,N,65.194,W,0
9/24/2016,0:09:00,30.266,N,65.187,W,0
9/24/2016,0:11:00,30.269,N,65.18,W,0
9/24/2016,0:13:00,30.271,N,65.173,W,0
9/24/2016,0:15:00,30.273,N,65.166,W,0
9/24/2016,0:16:59,30.275,N,65.16,W,0
9/24/2016,0:18:59,30.278,N,65.153,W,0
9/24/2016,0:20:59,30.28,N,65.146,W,0
9/24/2016,0:22:59,30.282,N,65.14,W,0
9/24/2016,0:24:59,30.284,N,65.133,W,0
9/24/2016,0:26:59,30.286,N,65.126,W,0
9/24/2016,0:28:59,30.289,N,65.12,W,0
9/24/2016,0:31:00,30.291,N,65.113,W,0
9/24/2016,0:33:00,30.293,N,65.106,W,0
9/24/2016,0:35:00,30.295,N,65.1,W,0
9/24/2016,0:37:00,30.297,N,65.093,W,0
9/24/2016,0:39:00,30.299,N,65.086,W,0
9/24/2016,0:41:00,30.301,N,65.08,W,0
9/24/2016,0:43:00,30.303,N,65.073,W,0
9/24/2016,0:45:00,30.305,N,65.067,W,0
9/24/2016,0:46:59,30.307,N,65.06,W,0
9/24/2016,0:48:59,30.309,N,65.054,W,0
9/24/2016,0:50:59,30.311,N,65.047,W,0
9/24/2016,0:52:59,30.313,N,65.041,W,0
9/24/2016,0:54:59,30.315,N,65.034,W,0
9/24/2016,0:56:59,30.317,N,65.028,W,0
9/24/2016,0:58:59,30.319,N,65.021,W,0
9/24/2016,1:01:00,30.321,N,65.015,W,0
9/24/2016,1:03:00,30.323,N,65.008,W,0
9/24/2016,1:05:00,30.325,N,65.002,W,0
9/24/2016,1:07:00,30.327,N,64.995,W,0
9/24/2016,1:09:00,30.329,N,64.989,W,0
9/24/2016,1:11:00,30.33,N,64.982,W,0
9/24/2016,1:13:00,30.332,N,64.976,W,0
9/24/2016,1:15:00,30.334,N,64.97,W,0
9/24/2016,1:16:59,30.336,N,64.963,W,0
9/24/2016,1:18:59,30.338,N,64.957,W,0
9/24/2016,1:20:59,30.339,N,64.951,W,0
9/24/2016,1:22:59,30.341,N,64.944,W,0
9/24/2016,1:24:59,30.343,N,64.938,W,0
9/24/2016,1:26:59,30.344,N,64.932,W,0
9/24/2016,1:28:59,30.346,N,64.926,W,0
9/24/2016,1:31:00,30.348,N,64.919,W,0
9/24/2016,1:33:00,30.349,N,64.913,W,0
9/24/2016,1:35:00,30.351,N,64.907,W,0
9/24/2016,1:37:00,30.353,N,64.901,W,0
9/24/2016,1:39:00,30.354,N,64.894,W,0
9/24/2016,1:41:00,30.356,N,64.888,W,0
9/24/2016,1:43:00,30.357,N,64.882,W,0
9/24/2016,1:45:00,30.359,N,64.876,W,0
9/24/2016,1:46:59,30.36,N,64.87,W,0
9/24/2016,1:48:59,30.362,N,64.864,W,0
9/24/2016,1:50:59,30.363,N,64.858,W,0
9/24/2016,1:52:59,30.365,N,64.852,W,0
9/24/2016,1:54:59,30.366,N,64.846,W,0
9/24/2016,1:56:59,30.368,N,64.84,W,0
9/24/2016,1:58:59,30.369,N,64.834,W,0
9/24/2016,2:01:00,30.371,N,64.828,W,0
9/24/2016,2:03:00,30.372,N,64.822,W,0
9/24/2016,2:05:00,30.374,N,64.816,W,0
9/24/2016,2:07:00,30.375,N,64.81,W,0
9/24/2016,2:09:00,30.377,N,64.804,W,0
9/24/2016,2:11:00,30.378,N,64.798,W,0
9/24/2016,2:13:00,30.38,N,64.792,W,0
9/24/2016,2:15:00,30.381,N,64.787,W,0
9/24/2016,2:16:59,30.383,N,64.781,W,0
9/24/2016,2:18:59,30.384,N,64.775,W,0
9/24/2016,2:20:59,30.386,N,64.769,W,0
9/24/2016,2:22:59,30.388,N,64.764,W,0
9/24/2016,2:24:59,30.389,N,64.758,W,0
9/24/2016,2:26:59,30.391,N,64.752,W,0
9/24/2016,2:28:59,30.392,N,64.747,W,0
9/24/2016,2:31:00,30.394,N,64.741,W,0
9/24/2016,2:33:00,30.396,N,64.736,W,0
9/24/2016,2:35:00,30.397,N,64.73,W,0
9/24/2016,2:37:00,30.399,N,64.725,W,0
9/24/2016,2:39:00,30.401,N,64.719,W,0
9/24/2016,2:41:00,30.402,N,64.714,W,0
9/24/2016,2:43:00,30.404,N,64.709,W,0
9/24/2016,2:45:00,30.406,N,64.703,W,0
9/24/2016,2:46:59,30.408,N,64.698,W,0
9/24/2016,2:48:59,30.41,N,64.693,W,0
9/24/2016,2:50:59,30.412,N,64.687,W,0
9/24/2016,2:52:59,30.414,N,64.682,W,0
9/24/2016,2:54:59,30.415,N,64.677,W,0
9/24/2016,2:56:59,30.417,N,64.672,W,0
9/24/2016,2:58:59,30.42,N,64.667,W,0
9/24/2016,3:01:00,30.422,N,64.662,W,0
9/24/2016,3:03:00,30.424,N,64.657,W,0
9/24/2016,3:05:00,30.426,N,64.652,W,0
9/24/2016,3:07:00,30.428,N,64.647,W,0
9/24/2016,3:09:00,30.43,N,64.642,W,0
9/24/2016,3:11:00,30.433,N,64.637,W,0
9/24/2016,3:13:00,30.435,N,64.632,W,0
9/24/2016,3:15:00,30.437,N,64.627,W,0
9/24/2016,3:16:59,30.44,N,64.623,W,0
9/24/2016,3:18:59,30.442,N,64.618,W,0
9/24/2016,3:20:59,30.445,N,64.613,W,0
9/24/2016,3:22:59,30.448,N,64.609,W,0
9/24/2016,3:24:59,30.45,N,64.604,W,0
9/24/2016,3:26:59,30.453,N,64.599,W,0
9/24/2016,3:28:59,30.456,N,64.595,W,0
9/24/2016,3:31:00,30.459,N,64.591,W,0
9/24/2016,3:33:00,30.462,N,64.586,W,0
9/24/2016,3:35:00,30.464,N,64.582,W,0
9/24/2016,3:37:00,30.468,N,64.577,W,0
9/24/2016,3:39:00,30.471,N,64.573,W,0
9/24/2016,3:41:00,30.474,N,64.569,W,0
9/24/2016,3:43:00,30.477,N,64.565,W,0
9/24/2016,3:45:00,30.48,N,64.561,W,0
9/24/2016,3:46:59,30.484,N,64.557,W,0
9/24/2016,3:48:59,30.487,N,64.553,W,0
9/24/2016,3:50:59,30.491,N,64.549,W,0
9/24/2016,3:52:59,30.494,N,64.545,W,0
9/24/2016,3:54:59,30.498,N,64.541,W,0
9/24/2016,3:56:59,30.502,N,64.537,W,0
9/24/2016,3:58:59,30.506,N,64.533,W,0
9/24/2016,4:01:00,30.51,N,64.53,W,0
9/24/2016,4:03:00,30.514,N,64.526,W,0
9/24/2016,4:05:00,30.518,N,64.522,W,0
9/24/2016,4:07:00,30.522,N,64.519,W,0
9/24/2016,4:09:00,30.526,N,64.515,W,0
9/24/2016,4:11:00,30.531,N,64.512,W,0
9/24/2016,4:13:00,30.535,N,64.508,W,0
9/24/2016,4:15:00,30.54,N,64.505,W,0
9/24/2016,4:16:59,30.544,N,64.502,W,0
9/24/2016,4:18:59,30.549,N,64.499,W,0
9/24/2016,4:20:59,30.554,N,64.495,W,0
9/24/2016,4:22:59,30.559,N,64.492,W,0
9/24/2016,4:24:59,30.564,N,64.489,W,0
9/24/2016,4:26:59,30.569,N,64.486,W,0
9/24/2016,4:28:59,30.574,N,64.483,W,0
9/24/2016,4:31:00,30.58,N,64.48,W,0
9/24/2016,4:33:00,30.585,N,64.478,W,0
9/24/2016,4:35:00,30.591,N,64.475,W,0
9/24/2016,4:37:00,30.596,N,64.472,W,0
9/24/2016,4:39:00,30.602,N,64.469,W,0
9/24/2016,4:41:00,30.608,N,64.467,W,0
9/24/2016,4:43:00,30.614,N,64.464,W,0
9/24/2016,4:45:00,30.62,N,64.462,W,0
9/24/2016,4:46:59,30.626,N,64.46,W,0
9/24/2016,4:48:59,30.633,N,64.457,W,0
9/24/2016,4:50:59,30.639,N,64.455,W,0
9/24/2016,4:52:59,30.646,N,64.453,W,0
9/24/2016,4:54:59,30.652,N,64.451,W,0
9/24/2016,4:56:59,30.659,N,64.449,W,0
9/24/2016,4:58:59,30.666,N,64.447,W,0
9/24/2016,5:01:00,30.673,N,64.445,W,0
9/24/2016,5:03:00,30.68,N,64.443,W,0
9/24/2016,5:05:00,30.687,N,64.441,W,0
9/24/2016,5:07:00,30.695,N,64.439,W,0
9/24/2016,5:09:00,30.702,N,64.438,W,0
9/24/2016,5:11:00,30.71,N,64.436,W,0
9/24/2016,5:13:00,30.718,N,64.434,W,0
9/24/2016,5:15:00,30.725,N,64.433,W,0
9/24/2016,5:16:59,30.733,N,64.431,W,0
9/24/2016,5:18:59,30.741,N,64.43,W,0
9/24/2016,5:20:59,30.75,N,64.429,W,0
9/24/2016,5:22:59,30.758,N,64.427,W,0
9/24/2016,5:24:59,30.766,N,64.426,W,0
9/24/2016,5:26:59,30.775,N,64.425,W,0
9/24/2016,5:28:59,30.783,N,64.424,W,0
9/24/2016,5:31:00,30.792,N,64.423,W,0
9/24/2016,5:33:00,30.801,N,64.422,W,0
9/24/2016,5:35:00,30.809,N,64.421,W,0
9/24/2016,5:37:00,30.818,N,64.42,W,0
9/24/2016,5:39:00,30.827,N,64.419,W,0
9/24/2016,5:41:00,30.836,N,64.418,W,0
9/24/2016,5:43:00,30.846,N,64.418,W,0
9/24/2016,5:45:00,30.855,N,64.417,W,0
9/24/2016,5:46:59,30.864,N,64.416,W,0
9/24/2016,5:48:59,30.874,N,64.416,W,0
9/24/2016,5:50:59,30.883,N,64.415,W,0
9/24/2016,5:52:59,30.893,N,64.415,W,0
9/24/2016,5:54:59,30.903,N,64.414,W,0
9/24/2016,5:56:59,30.913,N,64.414,W,0
9/24/2016,5:58:59,30.923,N,64.413,W,0
9/24/2016,6:01:00,30.932,N,64.413,W,0
9/24/2016,6:03:00,30.943,N,64.413,W,0
9/24/2016,6:05:00,30.953,N,64.412,W,0
9/24/2016,6:07:00,30.963,N,64.412,W,0
9/24/2016,6:09:00,30.973,N,64.412,W,0
9/24/2016,6:11:00,30.984,N,64.412,W,0
9/24/2016,6:13:00,30.994,N,64.412,W,0
9/24/2016,6:15:00,31.005,N,64.412,W,0
9/24/2016,6:16:59,31.015,N,64.412,W,0
9/24/2016,6:18:59,31.026,N,64.412,W,0
9/24/2016,6:20:59,31.036,N,64.412,W,0
9/24/2016,6:22:59,31.047,N,64.412,W,0
9/24/2016,6:24:59,31.058,N,64.412,W,0
9/24/2016,6:26:59,31.069,N,64.412,W,0
9/24/2016,6:28:59,31.08,N,64.412,W,0
9/24/2016,6:31:00,31.091,N,64.413,W,0
9/24/2016,6:33:00,31.102,N,64.413,W,0
9/24/2016,6:35:00,31.113,N,64.413,W,0
9/24/2016,6:37:00,31.125,N,64.414,W,0
9/24/2016,6:39:00,31.136,N,64.414,W,0
9/24/2016,6:39:12,31.137,N,64.414,W,0
9/24/2016,6:41:12,31.149,N,64.415,W,0
9/24/2016,6:43:12,31.161,N,64.416,W,0
9/24/2016,6:45:12,31.174,N,64.417,W,0
9/24/2016,6:47:12,31.186,N,64.417,W,0
9/24/2016,6:49:12,31.198,N,64.418,W,0
9/24/2016,6:51:13,31.21,N,64.419,W,0
9/24/2016,6:53:13,31.222,N,64.42,W,0
9/24/2016,6:55:13,31.234,N,64.421,W,0
9/24/2016,6:57:13,31.247,N,64.422,W,0
9/24/2016,6:59:13,31.259,N,64.423,W,0
9/24/2016,7:01:13,31.271,N,64.423,W,0
9/24/2016,7:03:13,31.283,N,64.424,W,0
9/24/2016,7:05:13,31.295,N,64.425,W,0
9/24/2016,7:07:12,31.308,N,64.426,W,0
9/24/2016,7:09:12,31.32,N,64.427,W,0
9/24/2016,7:11:12,31.332,N,64.428,W,0
9/24/2016,7:13:12,31.344,N,64.429,W,0
9/24/2016,7:15:12,31.356,N,64.43,W,0
9/24/2016,7:17:12,31.368,N,64.43,W,0
9/24/2016,7:19:12,31.381,N,64.431,W,0
9/24/2016,7:21:13,31.393,N,64.432,W,0
9/24/2016,7:23:13,31.405,N,64.433,W,0
9/24/2016,7:25:13,31.417,N,64.434,W,0
9/24/2016,7:27:13,31.429,N,64.435,W,0
9/24/2016,7:29:13,31.441,N,64.436,W,0
9/24/2016,7:31:13,31.454,N,64.436,W,0
9/24/2016,7:33:13,31.466,N,64.437,W,0
9/24/2016,7:35:13,31.478,N,64.438,W,0
9/24/2016,7:37:12,31.49,N,64.439,W,0
9/24/2016,7:39:12,31.502,N,64.44,W,0
9/24/2016,7:41:12,31.515,N,64.441,W,0
9/24/2016,7:43:12,31.527,N,64.442,W,0
9/24/2016,7:45:12,31.539,N,64.442,W,0
9/24/2016,7:47:12,31.551,N,64.443,W,0
9/24/2016,7:49:12,31.563,N,64.444,W,0
9/24/2016,7:51:13,31.575,N,64.445,W,0
9/24/2016,7:53:13,31.588,N,64.446,W,0
9/24/2016,7:55:13,31.6,N,64.447,W,0
9/24/2016,7:57:13,31.612,N,64.448,W,0
9/24/2016,7:59:13,31.624,N,64.448,W,0
9/24/2016,8:01:13,31.636,N,64.449,W,0
9/24/2016,8:03:13,31.649,N,64.45,W,0
9/24/2016,8:05:13,31.661,N,64.451,W,0
9/24/2016,8:07:12,31.673,N,64.452,W,0
9/24/2016,8:09:12,31.685,N,64.453,W,0
9/24/2016,8:11:12,31.697,N,64.454,W,0
9/24/2016,8:11:59,31.702,N,64.454,W,0
9/24/2016,8:13:58,31.57,N,64.363,W,0
9/24/2016,8:15:58,31.58,N,64.363,W,0
9/24/2016,8:17:58,31.591,N,64.363,W,0
9/24/2016,8:19:58,31.601,N,64.363,W,0
9/24/2016,8:21:58,31.611,N,64.363,W,0
9/24/2016,8:23:58,31.621,N,64.364,W,0
9/24/2016,8:25:57,31.632,N,64.364,W,0
9/24/2016,8:27:57,31.642,N,64.364,W,0
9/24/2016,8:29:57,31.652,N,64.364,W,0
9/24/2016,8:31:57,31.663,N,64.364,W,0
9/24/2016,8:33:57,31.673,N,64.364,W,0
9/24/2016,8:35:57,31.683,N,64.364,W,0
9/24/2016,8:37:57,31.693,N,64.364,W,0
9/24/2016,8:39:58,31.704,N,64.364,W,0
9/24/2016,8:41:58,31.714,N,64.364,W,0
9/24/2016,8:43:58,31.724,N,64.365,W,0
9/24/2016,8:45:58,31.735,N,64.365,W,0
9/24/2016,8:47:58,31.745,N,64.365,W,0
9/24/2016,8:49:58,31.755,N,64.365,W,0
9/24/2016,8:51:58,31.765,N,64.365,W,0
9/24/2016,8:52:52,31.77,N,64.365,W,0
9/24/2016,8:54:51,31.779,N,64.361,W,0
9/24/2016,8:56:51,31.789,N,64.357,W,0
9/24/2016,8:58:51,31.798,N,64.352,W,0
9/24/2016,9:00:51,31.807,N,64.346,W,0
9/24/2016,9:02:51,31.816,N,64.34,W,0
9/24/2016,9:04:51,31.825,N,64.333,W,0
9/24/2016,9:06:51,31.833,N,64.325,W,0
9/24/2016,9:08:52,31.842,N,64.316,W,0
9/24/2016,9:10:52,31.85,N,64.307,W,0
9/24/2016,9:12:52,31.858,N,64.297,W,0
9/24/2016,9:14:52,31.866,N,64.286,W,0
9/24/2016,9:16:52,31.874,N,64.275,W,0
9/24/2016,9:18:52,31.881,N,64.263,W,0
9/24/2016,9:20:52,31.889,N,64.25,W,0
9/24/2016,9:22:52,31.896,N,64.237,W,0
9/24/2016,9:24:51,31.903,N,64.224,W,0
9/24/2016,9:26:51,31.91,N,64.21,W,0
9/24/2016,9:28:51,31.917,N,64.196,W,0
9/24/2016,9:30:51,31.923,N,64.182,W,0
9/24/2016,9:32:51,31.93,N,64.167,W,0
9/24/2016,9:34:51,31.936,N,64.153,W,0
9/24/2016,9:36:51,31.942,N,64.138,W,0
9/24/2016,9:38:52,31.948,N,64.123,W,0
9/24/2016,9:40:52,31.954,N,64.108,W,0
9/24/2016,9:42:52,31.96,N,64.093,W,0
9/24/2016,9:44:52,31.966,N,64.079,W,0
9/24/2016,9:46:52,31.971,N,64.064,W,0
9/24/2016,9:48:52,31.976,N,64.05,W,0
9/24/2016,9:50:52,31.982,N,64.036,W,0
9/24/2016,9:52:52,31.987,N,64.022,W,0
9/24/2016,9:54:51,31.992,N,64.009,W,0
9/24/2016,9:56:51,31.996,N,63.996,W,0
9/24/2016,9:57:08,31.997,N,63.994,W,0
9/24/2016,9:59:08,32.002,N,63.988,W,0
9/24/2016,10:01:08,32.006,N,63.982,W,0
9/24/2016,10:03:08,32.011,N,63.977,W,0
9/24/2016,10:05:08,32.015,N,63.972,W,0
9/24/2016,10:07:07,32.019,N,63.967,W,0
9/24/2016,10:09:07,32.023,N,63.963,W,0
9/24/2016,10:11:07,32.027,N,63.958,W,0
9/24/2016,10:13:07,32.03,N,63.954,W,0
9/24/2016,10:15:07,32.034,N,63.951,W,0
9/24/2016,10:17:07,32.037,N,63.947,W,0
9/24/2016,10:19:07,32.041,N,63.943,W,0
9/24/2016,10:21:07,32.044,N,63.939,W,0
9/24/2016,10:23:08,32.047,N,63.936,W,0
9/24/2016,10:25:08,32.05,N,63.932,W,0
9/24/2016,10:27:08,32.053,N,63.928,W,0
9/24/2016,10:29:08,32.056,N,63.924,W,0
9/24/2016,10:31:08,32.059,N,63.92,W,0
9/24/2016,10:33:08,32.061,N,63.916,W,0
9/24/2016,10:35:08,32.064,N,63.911,W,0
9/24/2016,10:37:07,32.067,N,63.906,W,0
9/24/2016,10:39:07,32.069,N,63.901,W,0
9/24/2016,10:41:07,32.072,N,63.896,W,0
9/24/2016,10:43:07,32.075,N,63.89,W,0
9/24/2016,10:45:07,32.077,N,63.884,W,0
9/24/2016,10:47:07,32.08,N,63.877,W,0
9/24/2016,10:49:07,32.083,N,63.87,W,0
9/24/2016,10:51:07,32.085,N,63.862,W,0
9/24/2016,10:53:08,32.088,N,63.854,W,0
9/24/2016,10:55:08,32.091,N,63.845,W,0
9/24/2016,10:57:08,32.094,N,63.836,W,0
9/24/2016,10:58:53,32.096,N,63.827,W,0
9/24/2016,11:00:53,32.099,N,63.81,W,0
9/24/2016,11:02:53,32.103,N,63.793,W,0
9/24/2016,11:04:53,32.106,N,63.775,W,0
9/24/2016,11:06:53,32.11,N,63.758,W,0
9/24/2016,11:08:53,32.113,N,63.741,W,0
9/24/2016,11:10:53,32.116,N,63.724,W,0
9/24/2016,11:12:53,32.12,N,63.706,W,0
9/24/2016,11:14:54,32.123,N,63.689,W,0
9/24/2016,11:16:54,32.127,N,63.672,W,0
9/24/2016,11:18:54,32.13,N,63.654,W,0
9/24/2016,11:20:54,32.133,N,63.637,W,0
9/24/2016,11:22:54,32.137,N,63.62,W,0
9/24/2016,11:24:54,32.14,N,63.603,W,0
9/24/2016,11:26:54,32.144,N,63.585,W,0
9/24/2016,11:28:53,32.147,N,63.568,W,0
9/24/2016,11:30:53,32.15,N,63.551,W,0
9/24/2016,11:32:53,32.154,N,63.534,W,0
9/24/2016,11:34:53,32.157,N,63.516,W,0
9/24/2016,11:36:53,32.161,N,63.499,W,0
9/24/2016,11:38:53,32.164,N,63.482,W,0
9/24/2016,11:40:53,32.167,N,63.465,W,0
9/24/2016,11:42:53,32.171,N,63.447,W,0
9/24/2016,11:44:54,32.174,N,63.43,W,0
9/24/2016,11:46:54,32.178,N,63.413,W,0
9/24/2016,11:48:54,32.181,N,63.396,W,0
9/24/2016,11:50:54,32.185,N,63.378,W,0
9/24/2016,11:52:54,32.188,N,63.361,W,0
9/24/2016,11:54:54,32.191,N,63.344,W,0
9/24/2016,11:56:54,32.195,N,63.327,W,0
9/24/2016,11:58:53,32.198,N,63.309,W,0
9/24/2016,12:00:00,32.2,N,63.3,W,0
9/24/2016,12:01:59,32.201,N,63.291,W,0
9/24/2016,12:03:59,32.203,N,63.283,W,0
9/24/2016,12:05:59,32.204,N,63.274,W,0
9/24/2016,12:07:59,32.205,N,63.265,W,0
9/24/2016,12:09:59,32.207,N,63.257,W,0
9/24/2016,12:11:59,32.208,N,63.248,W,0
9/24/2016,12:13:59,32.209,N,63.239,W,0
9/24/2016,12:16:00,32.211,N,63.231,W,0
9/24/2016,12:18:00,32.212,N,63.222,W,0
9/24/2016,12:20:00,32.213,N,63.213,W,0
9/24/2016,12:22:00,32.215,N,63.205,W,0
9/24/2016,12:24:00,32.216,N,63.196,W,0
9/24/2016,12:26:00,32.218,N,63.187,W,0
9/24/2016,12:28:00,32.219,N,63.179,W,0
9/24/2016,12:30:00,32.221,N,63.17,W,0
9/24/2016,12:31:59,32.222,N,63.161,W,0
9/24/2016,12:33:59,32.224,N,63.152,W,0
9/24/2016,12:35:59,32.225,N,63.144,W,0
9/24/2016,12:37:59,32.227,N,63.135,W,0
9/24/2016,12:39:59,32.228,N,63.126,W,0
9/24/2016,12:41:59,32.23,N,63.117,W,0
9/24/2016,12:43:59,32.231,N,63.109,W,0
9/24/2016,12:46:00,32.233,N,63.1,W,0
9/24/2016,12:48:00,32.234,N,63.091,W,0
9/24/2016,12:50:00,32.236,N,63.082,W,0
9/24/2016,12:52:00,32.238,N,63.073,W,0
9/24/2016,12:54:00,32.239,N,63.065,W,0
9/24/2016,12:56:00,32.241,N,63.056,W,0
9/24/2016,12:58:00,32.243,N,63.047,W,0
9/24/2016,13:00:00,32.245,N,63.038,W,0
9/24/2016,13:01:59,32.246,N,63.029,W,0
9/24/2016,13:03:59,32.248,N,63.02,W,0
9/24/2016,13:05:59,32.25,N,63.011,W,0
9/24/2016,13:07:59,32.252,N,63.003,W,0
9/24/2016,13:09:59,32.253,N,62.994,W,0
9/24/2016,13:11:59,32.255,N,62.985,W,0
9/24/2016,13:13:59,32.257,N,62.976,W,0
9/24/2016,13:16:00,32.259,N,62.967,W,0
9/24/2016,13:18:00,32.261,N,62.958,W,0
9/24/2016,13:20:00,32.263,N,62.949,W,0
9/24/2016,13:22:00,32.265,N,62.94,W,0
9/24/2016,13:24:00,32.267,N,62.931,W,0
9/24/2016,13:26:00,32.269,N,62.922,W,0
9/24/2016,13:28:00,32.271,N,62.913,W,0
9/24/2016,13:30:00,32.273,N,62.904,W,0
9/24/2016,13:31:59,32.275,N,62.895,W,0
9/24/2016,13:33:59,32.277,N,62.886,W,0
9/24/2016,13:35:59,32.279,N,62.877,W,0
9/24/2016,13:37:59,32.281,N,62.868,W,0
9/24/2016,13:39:59,32.283,N,62.859,W,0
9/24/2016,13:41:59,32.286,N,62.85,W,0
9/24/2016,13:43:59,32.288,N,62.84,W,0
9/24/2016,13:46:00,32.29,N,62.831,W,0
9/24/2016,13:48:00,32.292,N,62.822,W,0
9/24/2016,13:50:00,32.295,N,62.813,W,0
9/24/2016,13:52:00,32.297,N,62.804,W,0
9/24/2016,13:54:00,32.299,N,62.795,W,0
9/24/2016,13:56:00,32.302,N,62.785,W,0
9/24/2016,13:58:00,32.304,N,62.776,W,0
9/24/2016,14:00:00,32.307,N,62.767,W,0
9/24/2016,14:01:59,32.309,N,62.758,W,0
9/24/2016,14:03:59,32.312,N,62.748,W,0
9/24/2016,14:05:59,32.314,N,62.739,W,0
9/24/2016,14:07:59,32.317,N,62.73,W,0
9/24/2016,14:09:59,32.319,N,62.721,W,0
9/24/2016,14:11:59,32.322,N,62.711,W,0
9/24/2016,14:13:59,32.325,N,62.702,W,0
9/24/2016,14:16:00,32.327,N,62.692,W,0
9/24/2016,14:18:00,32.33,N,62.683,W,0
9/24/2016,14:20:00,32.333,N,62.674,W,0
9/24/2016,14:22:00,32.336,N,62.664,W,0
9/24/2016,14:24:00,32.338,N,62.655,W,0
9/24/2016,14:26:00,32.341,N,62.645,W,0
9/24/2016,14:28:00,32.344,N,62.636,W,0
9/24/2016,14:30:00,32.347,N,62.626,W,0
9/24/2016,14:31:59,32.35,N,62.617,W,0
9/24/2016,14:33:59,32.353,N,62.607,W,0
9/24/2016,14:35:59,32.356,N,62.598,W,0
9/24/2016,14:37:59,32.359,N,62.588,W,0
9/24/2016,14:39:59,32.362,N,62.579,W,0
9/24/2016,14:41:59,32.365,N,62.569,W,0
9/24/2016,14:43:59,32.368,N,62.56,W,0
9/24/2016,14:46:00,32.372,N,62.55,W,0
9/24/2016,14:48:00,32.375,N,62.54,W,0
9/24/2016,14:50:00,32.378,N,62.531,W,0
9/24/2016,14:52:00,32.381,N,62.521,W,0
9/24/2016,14:54:00,32.385,N,62.511,W,0
9/24/2016,14:56:00,32.388,N,62.501,W,0
9/24/2016,14:58:00,32.392,N,62.492,W,0
9/24/2016,15:00:00,32.395,N,62.482,W,0
9/24/2016,15:01:59,32.398,N,62.472,W,0
9/24/2016,15:03:59,32.402,N,62.462,W,0
9/24/2016,15:05:59,32.406,N,62.452,W,0
9/24/2016,15:07:59,32.409,N,62.443,W,0
9/24/2016,15:09:59,32.413,N,62.433,W,0
9/24/2016,15:11:59,32.417,N,62.423,W,0
9/24/2016,15:13:59,32.42,N,62.413,W,0
9/24/2016,15:16:00,32.424,N,62.403,W,0
9/24/2016,15:18:00,32.428,N,62.393,W,0
9/24/2016,15:20:00,32.432,N,62.383,W,0
9/24/2016,15:22:00,32.436,N,62.373,W,0
9/24/2016,15:24:00,32.44,N,62.363,W,0
9/24/2016,15:26:00,32.444,N,62.353,W,0
