Track,for,Cristobal,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
7/19/2008,11:53:59,32.395,N,78.804,W
7/19/2008,11:56:00,32.396,N,78.803,W
7/19/2008,11:57:59,32.398,N,78.801,W
7/19/2008,12:00:00,32.4,N,78.8,W
7/19/2008,12:02:00,32.402,N,78.799,W
7/19/2008,12:03:59,32.404,N,78.797,W
7/19/2008,12:06:00,32.405,N,78.796,W
7/19/2008,12:07:59,32.407,N,78.794,W
7/19/2008,12:10:00,32.409,N,78.793,W
7/19/2008,12:11:59,32.411,N,78.791,W
7/19/2008,12:14:00,32.412,N,78.79,W
7/19/2008,12:15:59,32.414,N,78.788,W
7/19/2008,12:18:00,32.416,N,78.787,W
7/19/2008,12:19:59,32.418,N,78.785,W
7/19/2008,12:22:00,32.42,N,78.784,W
7/19/2008,12:23:59,32.421,N,78.782,W
7/19/2008,12:26:00,32.423,N,78.781,W
7/19/2008,12:27:59,32.425,N,78.779,W
7/19/2008,12:30:00,32.427,N,78.778,W
7/19/2008,12:32:00,32.428,N,78.776,W
7/19/2008,12:33:59,32.43,N,78.775,W
7/19/2008,12:36:00,32.432,N,78.773,W
7/19/2008,12:37:59,32.434,N,78.772,W
7/19/2008,12:40:00,32.436,N,78.77,W
7/19/2008,12:41:59,32.437,N,78.769,W
7/19/2008,12:44:00,32.439,N,78.767,W
7/19/2008,12:45:59,32.441,N,78.766,W
7/19/2008,12:48:00,32.443,N,78.764,W
7/19/2008,12:49:59,32.445,N,78.762,W
7/19/2008,12:52:00,32.446,N,78.761,W
7/19/2008,12:53:59,32.448,N,78.759,W
7/19/2008,12:56:00,32.45,N,78.758,W
7/19/2008,12:57:59,32.452,N,78.756,W
7/19/2008,13:00:00,32.453,N,78.754,W
7/19/2008,13:02:00,32.455,N,78.753,W
7/19/2008,13:03:59,32.457,N,78.751,W
7/19/2008,13:06:00,32.459,N,78.749,W
7/19/2008,13:07:59,32.461,N,78.748,W
7/19/2008,13:10:00,32.463,N,78.746,W
7/19/2008,13:11:59,32.464,N,78.744,W
7/19/2008,13:14:00,32.466,N,78.743,W
7/19/2008,13:15:59,32.468,N,78.741,W
7/19/2008,13:18:00,32.47,N,78.739,W
7/19/2008,13:19:59,32.472,N,78.737,W
7/19/2008,13:22:00,32.473,N,78.735,W
7/19/2008,13:23:59,32.475,N,78.734,W
7/19/2008,13:26:00,32.477,N,78.732,W
7/19/2008,13:27:59,32.479,N,78.73,W
7/19/2008,13:30:00,32.481,N,78.728,W
7/19/2008,13:32:00,32.483,N,78.726,W
7/19/2008,13:33:59,32.484,N,78.724,W
7/19/2008,13:36:00,32.486,N,78.722,W
7/19/2008,13:37:59,32.488,N,78.72,W
7/19/2008,13:40:00,32.49,N,78.718,W
7/19/2008,13:41:59,32.492,N,78.716,W
7/19/2008,13:44:00,32.494,N,78.714,W
7/19/2008,13:45:59,32.495,N,78.712,W
7/19/2008,13:48:00,32.497,N,78.71,W
7/19/2008,13:49:59,32.499,N,78.708,W
7/19/2008,13:52:00,32.501,N,78.706,W
7/19/2008,13:53:59,32.503,N,78.704,W
7/19/2008,13:56:00,32.505,N,78.702,W
7/19/2008,13:57:59,32.507,N,78.7,W
7/19/2008,14:00:00,32.509,N,78.698,W
7/19/2008,14:02:00,32.51,N,78.695,W
7/19/2008,14:03:59,32.512,N,78.693,W
7/19/2008,14:06:00,32.514,N,78.691,W
7/19/2008,14:07:59,32.516,N,78.689,W
7/19/2008,14:10:00,32.518,N,78.686,W
7/19/2008,14:11:59,32.52,N,78.684,W
7/19/2008,14:14:00,32.522,N,78.682,W
7/19/2008,14:15:59,32.524,N,78.679,W
7/19/2008,14:18:00,32.526,N,78.677,W
7/19/2008,14:19:59,32.527,N,78.674,W
7/19/2008,14:22:00,32.529,N,78.672,W
7/19/2008,14:23:59,32.531,N,78.669,W
7/19/2008,14:26:00,32.533,N,78.667,W
7/19/2008,14:27:59,32.535,N,78.664,W
7/19/2008,14:30:00,32.537,N,78.662,W
7/19/2008,14:32:00,32.539,N,78.659,W
7/19/2008,14:33:59,32.541,N,78.656,W
7/19/2008,14:36:00,32.543,N,78.654,W
7/19/2008,14:37:59,32.545,N,78.651,W
7/19/2008,14:40:00,32.547,N,78.648,W
7/19/2008,14:41:59,32.549,N,78.645,W
7/19/2008,14:44:00,32.551,N,78.642,W
7/19/2008,14:45:59,32.553,N,78.64,W
7/19/2008,14:48:00,32.555,N,78.637,W
7/19/2008,14:49:59,32.557,N,78.634,W
7/19/2008,14:52:00,32.559,N,78.631,W
7/19/2008,14:53:59,32.561,N,78.628,W
7/19/2008,14:56:00,32.563,N,78.625,W
7/19/2008,14:57:59,32.565,N,78.622,W
7/19/2008,15:00:00,32.567,N,78.618,W
7/19/2008,15:02:00,32.569,N,78.615,W
7/19/2008,15:03:59,32.571,N,78.612,W
7/19/2008,15:06:00,32.573,N,78.609,W
7/19/2008,15:07:59,32.575,N,78.606,W
7/19/2008,15:10:00,32.577,N,78.602,W
7/19/2008,15:11:59,32.579,N,78.599,W
7/19/2008,15:14:00,32.581,N,78.596,W
7/19/2008,15:15:59,32.583,N,78.592,W
7/19/2008,15:18:00,32.585,N,78.589,W
7/19/2008,15:19:59,32.587,N,78.585,W
7/19/2008,15:22:00,32.589,N,78.582,W
7/19/2008,15:23:59,32.591,N,78.578,W
7/19/2008,15:26:00,32.593,N,78.574,W
7/19/2008,15:27:59,32.595,N,78.571,W
7/19/2008,15:30:00,32.597,N,78.567,W
7/19/2008,15:32:00,32.6,N,78.563,W
7/19/2008,15:33:59,32.602,N,78.559,W
7/19/2008,15:36:00,32.604,N,78.556,W
7/19/2008,15:37:59,32.606,N,78.552,W
7/19/2008,15:40:00,32.608,N,78.548,W
7/19/2008,15:41:59,32.61,N,78.544,W
7/19/2008,15:44:00,32.612,N,78.54,W
7/19/2008,15:45:59,32.614,N,78.536,W
7/19/2008,15:48:00,32.617,N,78.532,W
7/19/2008,15:49:59,32.619,N,78.527,W
7/19/2008,15:52:00,32.621,N,78.523,W
7/19/2008,15:53:59,32.623,N,78.519,W
7/19/2008,15:56:00,32.625,N,78.515,W
7/19/2008,15:57:59,32.627,N,78.51,W
7/19/2008,16:00:00,32.63,N,78.506,W
7/19/2008,16:01:59,32.632,N,78.501,W
7/19/2008,16:04:00,32.634,N,78.497,W
7/19/2008,16:06:00,32.636,N,78.492,W
7/19/2008,16:07:59,32.638,N,78.488,W
7/19/2008,16:09:59,32.641,N,78.483,W
7/19/2008,16:12:00,32.643,N,78.478,W
7/19/2008,16:14:00,32.645,N,78.474,W
7/19/2008,16:15:59,32.647,N,78.469,W
7/19/2008,16:17:59,32.65,N,78.464,W
7/19/2008,16:20:00,32.652,N,78.459,W
7/19/2008,16:22:00,32.654,N,78.454,W
7/19/2008,16:23:59,32.656,N,78.449,W
7/19/2008,16:25:59,32.659,N,78.444,W
7/19/2008,16:28:00,32.661,N,78.439,W
7/19/2008,16:30:00,32.663,N,78.433,W
7/19/2008,16:31:59,32.665,N,78.428,W
7/19/2008,16:34:00,32.668,N,78.423,W
7/19/2008,16:36:00,32.67,N,78.418,W
7/19/2008,16:37:59,32.672,N,78.412,W
7/19/2008,16:39:59,32.675,N,78.407,W
7/19/2008,16:42:00,32.677,N,78.401,W
7/19/2008,16:44:00,32.679,N,78.396,W
7/19/2008,16:45:59,32.682,N,78.39,W
7/19/2008,16:47:59,32.684,N,78.385,W
7/19/2008,16:50:00,32.687,N,78.379,W
7/19/2008,16:52:00,32.689,N,78.373,W
7/19/2008,16:53:59,32.691,N,78.367,W
7/19/2008,16:55:59,32.694,N,78.362,W
7/19/2008,16:58:00,32.696,N,78.356,W
7/19/2008,17:00:00,32.698,N,78.35,W
7/19/2008,17:01:59,32.701,N,78.344,W
7/19/2008,17:04:00,32.703,N,78.338,W
7/19/2008,17:06:00,32.706,N,78.332,W
7/19/2008,17:07:59,32.708,N,78.326,W
7/19/2008,17:09:59,32.71,N,78.32,W
7/19/2008,17:12:00,32.713,N,78.314,W
7/19/2008,17:14:00,32.715,N,78.307,W
7/19/2008,17:15:59,32.718,N,78.301,W
7/19/2008,17:17:59,32.72,N,78.295,W
7/19/2008,17:20:00,32.723,N,78.289,W
7/19/2008,17:22:00,32.725,N,78.282,W
7/19/2008,17:23:59,32.728,N,78.276,W
7/19/2008,17:25:59,32.73,N,78.269,W
7/19/2008,17:28:00,32.733,N,78.263,W
7/19/2008,17:30:00,32.735,N,78.256,W
7/19/2008,17:31:59,32.738,N,78.25,W
7/19/2008,17:34:00,32.74,N,78.243,W
7/19/2008,17:36:00,32.743,N,78.237,W
7/19/2008,17:37:59,32.745,N,78.23,W
7/19/2008,17:39:59,32.748,N,78.223,W
7/19/2008,17:42:00,32.75,N,78.216,W
7/19/2008,17:44:00,32.753,N,78.21,W
7/19/2008,17:45:59,32.755,N,78.203,W
7/19/2008,17:47:59,32.758,N,78.196,W
7/19/2008,17:50:00,32.76,N,78.189,W
7/19/2008,17:52:00,32.763,N,78.182,W
7/19/2008,17:53:59,32.765,N,78.175,W
7/19/2008,17:55:59,32.768,N,78.168,W
7/19/2008,17:58:00,32.77,N,78.161,W
7/19/2008,18:00:00,32.773,N,78.154,W
7/19/2008,18:01:59,32.775,N,78.147,W
7/19/2008,18:04:00,32.778,N,78.14,W
7/19/2008,18:06:00,32.781,N,78.133,W
7/19/2008,18:07:59,32.783,N,78.126,W
7/19/2008,18:09:59,32.786,N,78.119,W
7/19/2008,18:12:00,32.788,N,78.111,W
7/19/2008,18:14:00,32.791,N,78.104,W
7/19/2008,18:15:59,32.793,N,78.097,W
7/19/2008,18:17:59,32.796,N,78.089,W
7/19/2008,18:20:00,32.799,N,78.082,W
7/19/2008,18:22:00,32.801,N,78.075,W
7/19/2008,18:23:59,32.804,N,78.067,W
7/19/2008,18:25:59,32.806,N,78.06,W
7/19/2008,18:28:00,32.809,N,78.052,W
7/19/2008,18:30:00,32.812,N,78.045,W
7/19/2008,18:31:59,32.814,N,78.037,W
7/19/2008,18:34:00,32.817,N,78.03,W
7/19/2008,18:36:00,32.82,N,78.022,W
7/19/2008,18:36:20,32.82,N,78.021,W
7/19/2008,18:38:20,32.823,N,78.016,W
7/19/2008,18:40:21,32.826,N,78.01,W
7/19/2008,18:42:21,32.829,N,78.005,W
7/19/2008,18:44:20,32.831,N,78,W
7/19/2008,18:46:20,32.834,N,77.995,W
7/19/2008,18:48:21,32.837,N,77.99,W
7/19/2008,18:50:20,32.84,N,77.986,W
7/19/2008,18:52:20,32.843,N,77.981,W
7/19/2008,18:54:21,32.846,N,77.976,W
7/19/2008,18:56:21,32.849,N,77.972,W
7/19/2008,18:58:20,32.852,N,77.968,W
7/19/2008,19:00:20,32.855,N,77.963,W
7/19/2008,19:02:21,32.859,N,77.959,W
7/19/2008,19:04:21,32.862,N,77.955,W
7/19/2008,19:06:20,32.865,N,77.951,W
7/19/2008,19:08:20,32.868,N,77.948,W
7/19/2008,19:10:21,32.871,N,77.944,W
7/19/2008,19:12:21,32.875,N,77.94,W
7/19/2008,19:14:20,32.878,N,77.937,W
7/19/2008,19:16:20,32.881,N,77.934,W
7/19/2008,19:18:21,32.884,N,77.931,W
7/19/2008,19:20:20,32.888,N,77.928,W
7/19/2008,19:22:20,32.891,N,77.925,W
7/19/2008,19:24:21,32.894,N,77.922,W
7/19/2008,19:26:21,32.898,N,77.919,W
7/19/2008,19:28:20,32.901,N,77.917,W
7/19/2008,19:30:20,32.905,N,77.915,W
7/19/2008,19:32:21,32.908,N,77.913,W
7/19/2008,19:34:21,32.912,N,77.911,W
7/19/2008,19:36:20,32.916,N,77.909,W
7/19/2008,19:38:20,32.919,N,77.907,W
7/19/2008,19:40:21,32.923,N,77.905,W
7/19/2008,19:42:21,32.926,N,77.904,W
7/19/2008,19:44:20,32.93,N,77.903,W
7/19/2008,19:46:20,32.934,N,77.902,W
7/19/2008,19:48:21,32.938,N,77.901,W
7/19/2008,19:50:20,32.941,N,77.9,W
7/19/2008,19:52:20,32.945,N,77.899,W
7/19/2008,19:54:21,32.949,N,77.899,W
7/19/2008,19:56:21,32.953,N,77.898,W
7/19/2008,19:58:20,32.957,N,77.898,W
7/19/2008,20:00:20,32.961,N,77.898,W
7/19/2008,20:02:21,32.965,N,77.898,W
7/19/2008,20:04:21,32.969,N,77.899,W
7/19/2008,20:06:20,32.973,N,77.899,W
7/19/2008,20:08:20,32.977,N,77.9,W
7/19/2008,20:10:21,32.982,N,77.901,W
7/19/2008,20:12:21,32.986,N,77.902,W
7/19/2008,20:14:20,32.99,N,77.903,W
7/19/2008,20:16:20,32.994,N,77.905,W
7/19/2008,20:18:21,32.999,N,77.906,W
7/19/2008,20:20:20,33.003,N,77.908,W
7/19/2008,20:22:20,33.007,N,77.91,W
7/19/2008,20:24:21,33.012,N,77.913,W
7/19/2008,20:26:21,33.016,N,77.915,W
7/19/2008,20:28:20,33.021,N,77.918,W
7/19/2008,20:30:20,33.026,N,77.92,W
7/19/2008,20:32:21,33.03,N,77.923,W
7/19/2008,20:34:00,33.034,N,77.926,W
7/19/2008,20:36:00,33.038,N,77.924,W
7/19/2008,20:38:01,33.041,N,77.923,W
7/19/2008,20:40:01,33.045,N,77.921,W
7/19/2008,20:42:00,33.048,N,77.92,W
7/19/2008,20:44:01,33.052,N,77.918,W
7/19/2008,20:46:01,33.055,N,77.916,W
7/19/2008,20:48:00,33.059,N,77.915,W
7/19/2008,20:50:00,33.063,N,77.913,W
7/19/2008,20:52:01,33.066,N,77.911,W
7/19/2008,20:54:01,33.07,N,77.91,W
7/19/2008,20:56:00,33.073,N,77.908,W
7/19/2008,20:58:00,33.077,N,77.907,W
7/19/2008,21:00:01,33.08,N,77.905,W
7/19/2008,21:02:01,33.084,N,77.903,W
7/19/2008,21:04:00,33.087,N,77.902,W
7/19/2008,21:06:00,33.091,N,77.9,W
7/19/2008,21:08:01,33.094,N,77.898,W
7/19/2008,21:10:01,33.098,N,77.897,W
7/19/2008,21:12:00,33.102,N,77.895,W
7/19/2008,21:14:01,33.105,N,77.894,W
7/19/2008,21:16:01,33.109,N,77.892,W
7/19/2008,21:18:00,33.112,N,77.89,W
7/19/2008,21:20:00,33.116,N,77.889,W
7/19/2008,21:22:01,33.119,N,77.887,W
7/19/2008,21:24:01,33.123,N,77.885,W
7/19/2008,21:26:00,33.126,N,77.884,W
7/19/2008,21:28:00,33.13,N,77.882,W
7/19/2008,21:30:01,33.133,N,77.881,W
7/19/2008,21:32:01,33.137,N,77.879,W
7/19/2008,21:34:00,33.14,N,77.877,W
7/19/2008,21:36:00,33.143,N,77.876,W
7/19/2008,21:38:01,33.147,N,77.874,W
7/19/2008,21:40:01,33.15,N,77.872,W
7/19/2008,21:42:00,33.154,N,77.871,W
7/19/2008,21:44:01,33.157,N,77.869,W
7/19/2008,21:46:01,33.161,N,77.868,W
7/19/2008,21:48:00,33.164,N,77.866,W
7/19/2008,21:50:00,33.168,N,77.864,W
7/19/2008,21:52:01,33.171,N,77.863,W
7/19/2008,21:54:01,33.175,N,77.861,W
7/19/2008,21:56:00,33.178,N,77.859,W
7/19/2008,21:58:00,33.181,N,77.858,W
7/19/2008,22:00:01,33.185,N,77.856,W
7/19/2008,22:02:01,33.188,N,77.854,W
7/19/2008,22:04:00,33.192,N,77.853,W
7/19/2008,22:06:00,33.195,N,77.851,W
7/19/2008,22:08:01,33.199,N,77.85,W
7/19/2008,22:10:01,33.202,N,77.848,W
7/19/2008,22:12:00,33.205,N,77.846,W
7/19/2008,22:14:01,33.209,N,77.845,W
7/19/2008,22:16:01,33.212,N,77.843,W
7/19/2008,22:18:00,33.215,N,77.841,W
7/19/2008,22:20:00,33.219,N,77.84,W
7/19/2008,22:22:01,33.222,N,77.838,W
7/19/2008,22:24:01,33.226,N,77.836,W
7/19/2008,22:26:00,33.229,N,77.835,W
7/19/2008,22:28:00,33.232,N,77.833,W
7/19/2008,22:30:01,33.236,N,77.832,W
7/19/2008,22:32:01,33.239,N,77.83,W
7/19/2008,22:34:00,33.242,N,77.828,W
7/19/2008,22:36:00,33.246,N,77.827,W
7/19/2008,22:38:01,33.249,N,77.825,W
7/19/2008,22:40:01,33.252,N,77.823,W
7/19/2008,22:42:00,33.256,N,77.822,W
7/19/2008,22:44:01,33.259,N,77.82,W
7/19/2008,22:46:01,33.262,N,77.818,W
7/19/2008,22:48:00,33.265,N,77.817,W
7/19/2008,22:50:00,33.269,N,77.815,W
7/19/2008,22:52:01,33.272,N,77.813,W
7/19/2008,22:54:01,33.275,N,77.812,W
7/19/2008,22:56:00,33.279,N,77.81,W
7/19/2008,22:58:00,33.282,N,77.809,W
7/19/2008,23:00:01,33.285,N,77.807,W
7/19/2008,23:02:01,33.288,N,77.805,W
7/19/2008,23:04:00,33.292,N,77.804,W
7/19/2008,23:06:00,33.295,N,77.802,W
7/19/2008,23:08:01,33.298,N,77.8,W
7/19/2008,23:10:01,33.301,N,77.799,W
7/19/2008,23:12:00,33.304,N,77.797,W
7/19/2008,23:14:01,33.308,N,77.795,W
7/19/2008,23:16:01,33.311,N,77.794,W
7/19/2008,23:18:00,33.314,N,77.792,W
7/19/2008,23:20:00,33.317,N,77.79,W
7/19/2008,23:22:01,33.32,N,77.789,W
7/19/2008,23:24:01,33.324,N,77.787,W
7/19/2008,23:26:00,33.327,N,77.785,W
7/19/2008,23:28:00,33.33,N,77.784,W
7/19/2008,23:30:01,33.333,N,77.782,W
7/19/2008,23:32:01,33.336,N,77.78,W
