Track,for,Ike,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/9/2008,10:18:15,22.201,N,82.169,W
9/9/2008,10:20:15,22.205,N,82.175,W
9/9/2008,10:22:15,22.209,N,82.181,W
9/9/2008,10:24:15,22.213,N,82.187,W
9/9/2008,10:26:15,22.216,N,82.193,W
9/9/2008,10:28:14,22.22,N,82.199,W
9/9/2008,10:30:14,22.224,N,82.205,W
9/9/2008,10:32:14,22.227,N,82.211,W
9/9/2008,10:34:14,22.231,N,82.217,W
9/9/2008,10:36:14,22.234,N,82.222,W
9/9/2008,10:38:14,22.237,N,82.228,W
9/9/2008,10:40:14,22.241,N,82.234,W
9/9/2008,10:42:15,22.244,N,82.239,W
9/9/2008,10:44:15,22.247,N,82.245,W
9/9/2008,10:46:15,22.25,N,82.25,W
9/9/2008,10:48:15,22.253,N,82.256,W
9/9/2008,10:50:15,22.255,N,82.261,W
9/9/2008,10:52:15,22.258,N,82.266,W
9/9/2008,10:54:15,22.261,N,82.272,W
9/9/2008,10:56:15,22.263,N,82.277,W
9/9/2008,10:58:14,22.266,N,82.282,W
9/9/2008,11:00:14,22.268,N,82.287,W
9/9/2008,11:02:14,22.271,N,82.292,W
9/9/2008,11:04:14,22.273,N,82.297,W
9/9/2008,11:06:14,22.275,N,82.302,W
9/9/2008,11:06:57,22.276,N,82.304,W
9/9/2008,11:08:57,22.279,N,82.309,W
9/9/2008,11:10:57,22.281,N,82.314,W
9/9/2008,11:12:57,22.283,N,82.319,W
9/9/2008,11:14:57,22.286,N,82.324,W
9/9/2008,11:16:57,22.288,N,82.329,W
9/9/2008,11:18:57,22.29,N,82.334,W
9/9/2008,11:20:57,22.292,N,82.339,W
9/9/2008,11:22:56,22.294,N,82.344,W
9/9/2008,11:24:56,22.296,N,82.348,W
9/9/2008,11:26:56,22.298,N,82.353,W
9/9/2008,11:28:56,22.299,N,82.358,W
9/9/2008,11:30:56,22.301,N,82.362,W
9/9/2008,11:32:56,22.303,N,82.367,W
9/9/2008,11:33:30,22.303,N,82.368,W
9/9/2008,11:35:30,22.305,N,82.373,W
9/9/2008,11:37:30,22.307,N,82.378,W
9/9/2008,11:39:30,22.309,N,82.382,W
9/9/2008,11:41:31,22.311,N,82.387,W
9/9/2008,11:43:31,22.313,N,82.392,W
9/9/2008,11:45:31,22.315,N,82.397,W
9/9/2008,11:47:31,22.317,N,82.402,W
9/9/2008,11:49:31,22.319,N,82.407,W
9/9/2008,11:51:31,22.321,N,82.412,W
9/9/2008,11:53:31,22.323,N,82.416,W
9/9/2008,11:55:30,22.325,N,82.421,W
9/9/2008,11:57:30,22.327,N,82.426,W
9/9/2008,11:59:30,22.329,N,82.431,W
9/9/2008,12:01:30,22.331,N,82.436,W
9/9/2008,12:03:30,22.334,N,82.441,W
9/9/2008,12:05:30,22.336,N,82.445,W
9/9/2008,12:07:30,22.338,N,82.45,W
9/9/2008,12:09:30,22.34,N,82.455,W
9/9/2008,12:11:31,22.342,N,82.46,W
9/9/2008,12:13:31,22.344,N,82.465,W
9/9/2008,12:15:31,22.346,N,82.47,W
9/9/2008,12:17:31,22.348,N,82.475,W
9/9/2008,12:19:31,22.35,N,82.48,W
9/9/2008,12:21:31,22.352,N,82.485,W
9/9/2008,12:23:31,22.354,N,82.489,W
9/9/2008,12:25:30,22.356,N,82.494,W
9/9/2008,12:27:30,22.358,N,82.499,W
9/9/2008,12:29:30,22.36,N,82.504,W
9/9/2008,12:31:30,22.362,N,82.509,W
9/9/2008,12:33:30,22.364,N,82.514,W
9/9/2008,12:35:30,22.366,N,82.519,W
9/9/2008,12:37:30,22.368,N,82.524,W
9/9/2008,12:39:30,22.37,N,82.529,W
9/9/2008,12:41:31,22.372,N,82.534,W
9/9/2008,12:43:31,22.374,N,82.539,W
9/9/2008,12:45:31,22.376,N,82.544,W
9/9/2008,12:47:31,22.378,N,82.549,W
9/9/2008,12:49:31,22.38,N,82.554,W
9/9/2008,12:51:31,22.382,N,82.559,W
9/9/2008,12:53:31,22.384,N,82.564,W
9/9/2008,12:55:30,22.387,N,82.569,W
9/9/2008,12:57:30,22.389,N,82.574,W
9/9/2008,12:59:30,22.391,N,82.579,W
9/9/2008,13:01:30,22.393,N,82.584,W
9/9/2008,13:03:30,22.395,N,82.589,W
9/9/2008,13:05:30,22.397,N,82.594,W
9/9/2008,13:07:30,22.399,N,82.599,W
9/9/2008,13:09:30,22.401,N,82.604,W
9/9/2008,13:11:31,22.403,N,82.609,W
9/9/2008,13:13:31,22.405,N,82.614,W
9/9/2008,13:15:31,22.407,N,82.619,W
9/9/2008,13:17:31,22.409,N,82.624,W
9/9/2008,13:19:31,22.411,N,82.629,W
9/9/2008,13:21:31,22.413,N,82.634,W
9/9/2008,13:23:31,22.415,N,82.639,W
9/9/2008,13:25:30,22.417,N,82.644,W
9/9/2008,13:27:30,22.419,N,82.649,W
9/9/2008,13:29:30,22.421,N,82.654,W
9/9/2008,13:31:30,22.423,N,82.66,W
9/9/2008,13:33:30,22.425,N,82.665,W
9/9/2008,13:35:30,22.427,N,82.67,W
9/9/2008,13:37:30,22.43,N,82.675,W
9/9/2008,13:39:30,22.432,N,82.68,W
9/9/2008,13:41:31,22.434,N,82.685,W
9/9/2008,13:43:31,22.436,N,82.691,W
9/9/2008,13:45:31,22.438,N,82.696,W
9/9/2008,13:47:31,22.44,N,82.701,W
9/9/2008,13:49:31,22.442,N,82.706,W
9/9/2008,13:51:31,22.444,N,82.711,W
9/9/2008,13:53:31,22.446,N,82.717,W
9/9/2008,13:55:30,22.448,N,82.722,W
9/9/2008,13:57:30,22.45,N,82.727,W
9/9/2008,13:59:30,22.452,N,82.732,W
9/9/2008,14:01:30,22.454,N,82.738,W
9/9/2008,14:03:30,22.456,N,82.743,W
9/9/2008,14:05:30,22.458,N,82.748,W
9/9/2008,14:07:30,22.46,N,82.753,W
9/9/2008,14:09:30,22.462,N,82.759,W
9/9/2008,14:11:31,22.465,N,82.764,W
9/9/2008,14:13:31,22.467,N,82.769,W
9/9/2008,14:15:31,22.469,N,82.775,W
9/9/2008,14:17:31,22.471,N,82.78,W
9/9/2008,14:19:31,22.473,N,82.786,W
9/9/2008,14:21:31,22.475,N,82.791,W
9/9/2008,14:23:31,22.477,N,82.796,W
9/9/2008,14:25:30,22.479,N,82.802,W
9/9/2008,14:27:30,22.481,N,82.807,W
9/9/2008,14:29:30,22.483,N,82.813,W
9/9/2008,14:31:30,22.485,N,82.818,W
9/9/2008,14:33:30,22.487,N,82.823,W
9/9/2008,14:35:30,22.489,N,82.829,W
9/9/2008,14:37:30,22.491,N,82.834,W
9/9/2008,14:39:30,22.493,N,82.84,W
9/9/2008,14:41:31,22.496,N,82.845,W
9/9/2008,14:43:31,22.498,N,82.851,W
9/9/2008,14:45:31,22.5,N,82.856,W
9/9/2008,14:47:31,22.502,N,82.862,W
9/9/2008,14:49:31,22.504,N,82.867,W
9/9/2008,14:51:31,22.506,N,82.873,W
9/9/2008,14:53:31,22.508,N,82.879,W
9/9/2008,14:55:30,22.51,N,82.884,W
9/9/2008,14:57:30,22.512,N,82.89,W
9/9/2008,14:59:30,22.514,N,82.895,W
9/9/2008,15:01:30,22.516,N,82.901,W
9/9/2008,15:03:30,22.518,N,82.906,W
9/9/2008,15:05:30,22.52,N,82.912,W
9/9/2008,15:07:30,22.523,N,82.918,W
9/9/2008,15:09:30,22.525,N,82.923,W
9/9/2008,15:11:31,22.527,N,82.929,W
9/9/2008,15:13:31,22.529,N,82.934,W
9/9/2008,15:15:31,22.531,N,82.94,W
9/9/2008,15:17:31,22.533,N,82.946,W
9/9/2008,15:19:31,22.535,N,82.951,W
9/9/2008,15:21:31,22.537,N,82.957,W
9/9/2008,15:23:31,22.539,N,82.962,W
9/9/2008,15:25:30,22.541,N,82.968,W
9/9/2008,15:27:30,22.543,N,82.974,W
9/9/2008,15:29:30,22.545,N,82.979,W
9/9/2008,15:31:30,22.547,N,82.985,W
9/9/2008,15:33:30,22.55,N,82.99,W
9/9/2008,15:35:30,22.552,N,82.996,W
9/9/2008,15:37:30,22.554,N,83.002,W
9/9/2008,15:39:30,22.556,N,83.007,W
9/9/2008,15:41:31,22.558,N,83.013,W
9/9/2008,15:43:31,22.56,N,83.019,W
9/9/2008,15:45:31,22.562,N,83.024,W
9/9/2008,15:47:31,22.564,N,83.03,W
9/9/2008,15:49:31,22.566,N,83.035,W
9/9/2008,15:51:31,22.568,N,83.041,W
9/9/2008,15:53:31,22.57,N,83.046,W
9/9/2008,15:55:30,22.573,N,83.052,W
9/9/2008,15:57:30,22.575,N,83.058,W
9/9/2008,15:59:30,22.577,N,83.063,W
9/9/2008,16:01:30,22.579,N,83.069,W
9/9/2008,16:03:30,22.581,N,83.074,W
9/9/2008,16:05:30,22.583,N,83.08,W
9/9/2008,16:07:30,22.585,N,83.085,W
9/9/2008,16:09:30,22.587,N,83.091,W
9/9/2008,16:11:31,22.589,N,83.096,W
9/9/2008,16:13:31,22.591,N,83.102,W
9/9/2008,16:15:31,22.593,N,83.107,W
9/9/2008,16:17:31,22.595,N,83.113,W
9/9/2008,16:19:31,22.598,N,83.118,W
9/9/2008,16:21:31,22.6,N,83.124,W
9/9/2008,16:23:31,22.602,N,83.129,W
9/9/2008,16:25:30,22.604,N,83.135,W
9/9/2008,16:27:30,22.606,N,83.14,W
9/9/2008,16:29:30,22.608,N,83.146,W
9/9/2008,16:31:30,22.61,N,83.151,W
9/9/2008,16:33:30,22.612,N,83.156,W
9/9/2008,16:35:30,22.614,N,83.162,W
9/9/2008,16:37:30,22.616,N,83.167,W
9/9/2008,16:39:30,22.618,N,83.172,W
9/9/2008,16:41:31,22.62,N,83.178,W
9/9/2008,16:43:31,22.622,N,83.183,W
9/9/2008,16:45:31,22.625,N,83.188,W
9/9/2008,16:47:31,22.627,N,83.194,W
9/9/2008,16:49:31,22.629,N,83.199,W
9/9/2008,16:51:31,22.631,N,83.204,W
9/9/2008,16:53:31,22.633,N,83.209,W
9/9/2008,16:55:30,22.635,N,83.214,W
9/9/2008,16:57:30,22.637,N,83.22,W
9/9/2008,16:59:30,22.639,N,83.225,W
9/9/2008,17:01:30,22.641,N,83.23,W
9/9/2008,17:03:30,22.643,N,83.235,W
9/9/2008,17:05:30,22.645,N,83.24,W
9/9/2008,17:07:30,22.647,N,83.245,W
9/9/2008,17:09:30,22.649,N,83.25,W
9/9/2008,17:11:31,22.652,N,83.255,W
9/9/2008,17:13:31,22.654,N,83.26,W
9/9/2008,17:15:31,22.656,N,83.265,W
9/9/2008,17:17:31,22.658,N,83.27,W
9/9/2008,17:19:31,22.66,N,83.275,W
9/9/2008,17:21:31,22.662,N,83.28,W
9/9/2008,17:23:31,22.664,N,83.285,W
9/9/2008,17:25:30,22.666,N,83.29,W
9/9/2008,17:27:30,22.668,N,83.295,W
9/9/2008,17:29:30,22.67,N,83.3,W
9/9/2008,17:31:30,22.672,N,83.305,W
9/9/2008,17:33:30,22.674,N,83.309,W
9/9/2008,17:35:30,22.676,N,83.314,W
9/9/2008,17:37:30,22.678,N,83.319,W
9/9/2008,17:39:30,22.68,N,83.323,W
9/9/2008,17:41:31,22.683,N,83.328,W
9/9/2008,17:43:31,22.685,N,83.333,W
9/9/2008,17:45:31,22.687,N,83.337,W
9/9/2008,17:47:31,22.689,N,83.342,W
9/9/2008,17:49:31,22.691,N,83.346,W
9/9/2008,17:51:31,22.693,N,83.351,W
9/9/2008,17:53:31,22.695,N,83.355,W
9/9/2008,17:55:30,22.697,N,83.36,W
9/9/2008,17:57:30,22.699,N,83.364,W
9/9/2008,17:59:30,22.701,N,83.369,W
9/9/2008,18:01:30,22.703,N,83.373,W
9/9/2008,18:03:30,22.705,N,83.377,W
9/9/2008,18:05:30,22.707,N,83.382,W
9/9/2008,18:07:30,22.709,N,83.386,W
9/9/2008,18:09:30,22.711,N,83.39,W
9/9/2008,18:11:31,22.713,N,83.394,W
9/9/2008,18:13:31,22.715,N,83.399,W
9/9/2008,18:15:31,22.717,N,83.403,W
9/9/2008,18:17:31,22.719,N,83.407,W
9/9/2008,18:19:31,22.722,N,83.411,W
9/9/2008,18:21:31,22.724,N,83.415,W
9/9/2008,18:23:31,22.726,N,83.419,W
9/9/2008,18:25:30,22.728,N,83.423,W
9/9/2008,18:27:30,22.73,N,83.427,W
9/9/2008,18:29:30,22.732,N,83.431,W
9/9/2008,18:31:30,22.734,N,83.435,W
9/9/2008,18:33:30,22.736,N,83.439,W
9/9/2008,18:35:30,22.738,N,83.443,W
9/9/2008,18:37:30,22.74,N,83.447,W
9/9/2008,18:39:30,22.742,N,83.451,W
9/9/2008,18:41:31,22.744,N,83.454,W
9/9/2008,18:43:31,22.746,N,83.458,W
9/9/2008,18:45:31,22.748,N,83.462,W
9/9/2008,18:47:31,22.75,N,83.466,W
9/9/2008,18:49:31,22.752,N,83.469,W
9/9/2008,18:51:31,22.754,N,83.473,W
9/9/2008,18:53:31,22.756,N,83.477,W
9/9/2008,18:55:30,22.758,N,83.481,W
9/9/2008,18:57:30,22.76,N,83.484,W
9/9/2008,18:59:30,22.762,N,83.488,W
9/9/2008,19:01:30,22.764,N,83.491,W
9/9/2008,19:03:30,22.766,N,83.495,W
9/9/2008,19:05:30,22.768,N,83.499,W
9/9/2008,19:07:30,22.77,N,83.502,W
9/9/2008,19:09:30,22.772,N,83.506,W
9/9/2008,19:11:31,22.774,N,83.509,W
9/9/2008,19:13:31,22.776,N,83.513,W
9/9/2008,19:15:31,22.778,N,83.516,W
9/9/2008,19:17:31,22.78,N,83.519,W
9/9/2008,19:19:31,22.782,N,83.523,W
9/9/2008,19:21:31,22.784,N,83.526,W
9/9/2008,19:23:31,22.786,N,83.53,W
9/9/2008,19:25:30,22.788,N,83.533,W
9/9/2008,19:27:30,22.79,N,83.536,W
9/9/2008,19:29:30,22.793,N,83.54,W
9/9/2008,19:31:30,22.795,N,83.543,W
9/9/2008,19:33:30,22.797,N,83.546,W
9/9/2008,19:35:30,22.799,N,83.55,W
9/9/2008,19:37:30,22.801,N,83.553,W
9/9/2008,19:39:30,22.803,N,83.556,W
9/9/2008,19:41:31,22.805,N,83.559,W
9/9/2008,19:43:31,22.807,N,83.563,W
9/9/2008,19:45:31,22.809,N,83.566,W
9/9/2008,19:47:31,22.811,N,83.569,W
9/9/2008,19:49:31,22.813,N,83.572,W
9/9/2008,19:51:31,22.815,N,83.575,W
9/9/2008,19:53:31,22.817,N,83.579,W
9/9/2008,19:55:30,22.819,N,83.582,W
9/9/2008,19:57:30,22.821,N,83.585,W
9/9/2008,19:59:30,22.823,N,83.588,W
9/9/2008,20:00:46,22.824,N,83.59,W
9/9/2008,20:02:46,22.826,N,83.594,W
9/9/2008,20:04:46,22.828,N,83.597,W
9/9/2008,20:06:46,22.83,N,83.601,W
9/9/2008,20:08:46,22.832,N,83.604,W
9/9/2008,20:10:47,22.834,N,83.607,W
9/9/2008,20:12:47,22.835,N,83.611,W
9/9/2008,20:14:47,22.837,N,83.614,W
9/9/2008,20:16:47,22.839,N,83.618,W
9/9/2008,20:18:47,22.841,N,83.621,W
9/9/2008,20:20:47,22.843,N,83.624,W
9/9/2008,20:22:47,22.845,N,83.627,W
9/9/2008,20:24:46,22.847,N,83.63,W
9/9/2008,20:26:46,22.849,N,83.633,W
9/9/2008,20:28:46,22.851,N,83.637,W
9/9/2008,20:30:46,22.853,N,83.64,W
9/9/2008,20:32:46,22.855,N,83.643,W
9/9/2008,20:34:46,22.857,N,83.646,W
9/9/2008,20:36:46,22.859,N,83.649,W
9/9/2008,20:38:46,22.861,N,83.652,W
9/9/2008,20:40:47,22.863,N,83.654,W
9/9/2008,20:42:47,22.865,N,83.657,W
9/9/2008,20:44:47,22.867,N,83.66,W
9/9/2008,20:46:47,22.869,N,83.663,W
9/9/2008,20:48:47,22.871,N,83.666,W
9/9/2008,20:50:47,22.873,N,83.669,W
9/9/2008,20:52:47,22.875,N,83.671,W
9/9/2008,20:54:46,22.877,N,83.674,W
9/9/2008,20:56:46,22.88,N,83.677,W
9/9/2008,20:58:46,22.882,N,83.679,W
9/9/2008,21:00:46,22.884,N,83.682,W
9/9/2008,21:02:46,22.886,N,83.685,W
9/9/2008,21:04:46,22.888,N,83.687,W
9/9/2008,21:06:46,22.89,N,83.69,W
9/9/2008,21:08:46,22.892,N,83.692,W
9/9/2008,21:10:47,22.894,N,83.695,W
9/9/2008,21:12:47,22.896,N,83.698,W
9/9/2008,21:14:47,22.898,N,83.7,W
9/9/2008,21:15:32,22.899,N,83.701,W
9/9/2008,21:17:33,22.901,N,83.703,W
9/9/2008,21:19:33,22.903,N,83.706,W
9/9/2008,21:21:33,22.905,N,83.708,W
9/9/2008,21:23:33,22.907,N,83.71,W
9/9/2008,21:25:33,22.909,N,83.712,W
9/9/2008,21:27:33,22.911,N,83.715,W
9/9/2008,21:29:33,22.913,N,83.717,W
9/9/2008,21:31:32,22.915,N,83.719,W
9/9/2008,21:33:32,22.917,N,83.722,W
9/9/2008,21:35:32,22.919,N,83.724,W
9/9/2008,21:37:32,22.921,N,83.726,W
9/9/2008,21:39:32,22.923,N,83.729,W
9/9/2008,21:41:32,22.926,N,83.731,W
9/9/2008,21:43:32,22.928,N,83.733,W
9/9/2008,21:45:32,22.93,N,83.736,W
9/9/2008,21:47:33,22.932,N,83.738,W
9/9/2008,21:49:33,22.934,N,83.741,W
9/9/2008,21:51:33,22.936,N,83.743,W
9/9/2008,21:53:33,22.939,N,83.746,W
9/9/2008,21:55:33,22.941,N,83.748,W
9/9/2008,21:57:33,22.943,N,83.751,W
9/9/2008,21:58:09,22.944,N,83.752,W
9/9/2008,22:00:09,22.947,N,83.755,W
9/9/2008,22:02:09,22.949,N,83.757,W
9/9/2008,22:04:09,22.952,N,83.76,W
9/9/2008,22:06:09,22.955,N,83.763,W
9/9/2008,22:08:09,22.957,N,83.766,W
9/9/2008,22:10:08,22.96,N,83.768,W
9/9/2008,22:12:08,22.963,N,83.771,W
9/9/2008,22:14:08,22.966,N,83.774,W
9/9/2008,22:16:08,22.969,N,83.777,W
9/9/2008,22:18:08,22.972,N,83.78,W
9/9/2008,22:20:08,22.975,N,83.784,W
9/9/2008,22:22:08,22.978,N,83.787,W
9/9/2008,22:24:08,22.981,N,83.79,W
9/9/2008,22:26:09,22.984,N,83.793,W
9/9/2008,22:28:09,22.987,N,83.797,W
9/9/2008,22:30:09,22.99,N,83.8,W
9/9/2008,22:32:09,22.993,N,83.804,W
9/9/2008,22:34:09,22.995,N,83.808,W
9/9/2008,22:36:09,22.998,N,83.811,W
9/9/2008,22:38:09,23.001,N,83.815,W
9/9/2008,22:40:08,23.004,N,83.819,W
9/9/2008,22:42:08,23.006,N,83.823,W
9/9/2008,22:44:08,23.009,N,83.827,W
9/9/2008,22:46:08,23.012,N,83.831,W
9/9/2008,22:48:08,23.014,N,83.835,W
9/9/2008,22:50:08,23.017,N,83.84,W
9/9/2008,22:52:08,23.019,N,83.844,W
9/9/2008,22:54:08,23.021,N,83.848,W
9/9/2008,22:56:09,23.024,N,83.853,W
9/9/2008,22:58:09,23.026,N,83.857,W
9/9/2008,23:00:09,23.028,N,83.862,W
9/9/2008,23:02:09,23.03,N,83.867,W
9/9/2008,23:02:41,23.031,N,83.868,W
9/9/2008,23:04:41,23.033,N,83.873,W
9/9/2008,23:06:41,23.036,N,83.878,W
9/9/2008,23:08:41,23.038,N,83.882,W
9/9/2008,23:10:42,23.04,N,83.887,W
9/9/2008,23:12:42,23.042,N,83.892,W
9/9/2008,23:14:42,23.044,N,83.897,W
9/9/2008,23:16:42,23.046,N,83.902,W
9/9/2008,23:18:42,23.048,N,83.907,W
9/9/2008,23:20:42,23.05,N,83.912,W
9/9/2008,23:22:42,23.052,N,83.917,W
9/9/2008,23:24:42,23.054,N,83.921,W
9/9/2008,23:26:14,23.055,N,83.925,W
9/9/2008,23:28:14,23.057,N,83.93,W
9/9/2008,23:30:14,23.059,N,83.934,W
9/9/2008,23:32:14,23.06,N,83.939,W
9/9/2008,23:34:14,23.062,N,83.943,W
9/9/2008,23:36:14,23.063,N,83.947,W
9/9/2008,23:38:14,23.065,N,83.952,W
9/9/2008,23:40:13,23.066,N,83.956,W
9/9/2008,23:42:13,23.067,N,83.96,W
9/9/2008,23:44:13,23.069,N,83.964,W
9/9/2008,23:46:13,23.07,N,83.968,W
9/9/2008,23:48:13,23.071,N,83.972,W
9/9/2008,23:50:13,23.072,N,83.976,W
9/9/2008,23:52:13,23.073,N,83.98,W
9/9/2008,23:54:14,23.074,N,83.984,W
9/9/2008,23:56:14,23.075,N,83.988,W
9/9/2008,23:58:14,23.075,N,83.992,W
9/10/2008,0:00:14,23.076,N,83.996,W
9/10/2008,0:02:14,23.077,N,84,W
9/10/2008,0:04:14,23.077,N,84.004,W
9/10/2008,0:06:14,23.078,N,84.008,W
9/10/2008,0:08:14,23.078,N,84.012,W
9/10/2008,0:10:13,23.079,N,84.016,W
9/10/2008,0:12:13,23.079,N,84.02,W
9/10/2008,0:14:13,23.08,N,84.024,W
9/10/2008,0:16:13,23.08,N,84.028,W
9/10/2008,0:18:13,23.081,N,84.033,W
9/10/2008,0:20:13,23.081,N,84.037,W
9/10/2008,0:21:01,23.081,N,84.039,W
9/10/2008,0:23:01,23.081,N,84.045,W
9/10/2008,0:25:01,23.081,N,84.051,W
9/10/2008,0:27:01,23.081,N,84.056,W
9/10/2008,0:29:01,23.081,N,84.062,W
9/10/2008,0:31:01,23.08,N,84.067,W
9/10/2008,0:33:00,23.08,N,84.072,W
9/10/2008,0:35:00,23.081,N,84.077,W
9/10/2008,0:37:00,23.081,N,84.082,W
9/10/2008,0:39:00,23.081,N,84.086,W
9/10/2008,0:41:00,23.081,N,84.09,W
9/10/2008,0:43:00,23.081,N,84.094,W
9/10/2008,0:45:00,23.082,N,84.098,W
9/10/2008,0:47:00,23.083,N,84.101,W
9/10/2008,0:48:35,23.083,N,84.103,W
9/10/2008,0:50:35,23.084,N,84.106,W
9/10/2008,0:52:34,23.085,N,84.108,W
9/10/2008,0:54:34,23.085,N,84.111,W
9/10/2008,0:56:34,23.086,N,84.112,W
9/10/2008,0:58:34,23.087,N,84.114,W
9/10/2008,1:00:34,23.088,N,84.116,W
9/10/2008,1:02:34,23.089,N,84.117,W
9/10/2008,1:04:34,23.091,N,84.119,W
9/10/2008,1:06:35,23.092,N,84.12,W
9/10/2008,1:08:35,23.093,N,84.121,W
9/10/2008,1:10:35,23.094,N,84.123,W
9/10/2008,1:12:35,23.095,N,84.125,W
9/10/2008,1:14:35,23.096,N,84.126,W
9/10/2008,1:15:14,23.096,N,84.127,W
9/10/2008,1:17:14,23.097,N,84.129,W
9/10/2008,1:19:14,23.098,N,84.132,W
9/10/2008,1:21:14,23.098,N,84.135,W
9/10/2008,1:23:14,23.099,N,84.138,W
9/10/2008,1:25:14,23.1,N,84.141,W
9/10/2008,1:27:15,23.1,N,84.144,W
9/10/2008,1:29:15,23.101,N,84.147,W
9/10/2008,1:31:15,23.101,N,84.151,W
9/10/2008,1:33:15,23.102,N,84.154,W
9/10/2008,1:35:15,23.102,N,84.158,W
9/10/2008,1:37:15,23.102,N,84.162,W
9/10/2008,1:39:15,23.103,N,84.166,W
9/10/2008,1:41:15,23.103,N,84.17,W
9/10/2008,1:43:14,23.104,N,84.174,W
9/10/2008,1:44:28,23.104,N,84.177,W
9/10/2008,1:46:28,23.105,N,84.18,W
9/10/2008,1:48:28,23.106,N,84.184,W
9/10/2008,1:50:29,23.107,N,84.187,W
9/10/2008,1:52:29,23.109,N,84.19,W
9/10/2008,1:54:29,23.11,N,84.193,W
9/10/2008,1:56:29,23.112,N,84.196,W
9/10/2008,1:58:29,23.114,N,84.2,W
9/10/2008,2:00:29,23.115,N,84.203,W
9/10/2008,2:02:29,23.117,N,84.206,W
9/10/2008,2:04:29,23.119,N,84.209,W
9/10/2008,2:06:28,23.121,N,84.212,W
9/10/2008,2:08:28,23.123,N,84.215,W
9/10/2008,2:10:28,23.125,N,84.218,W
9/10/2008,2:12:28,23.127,N,84.221,W
9/10/2008,2:14:28,23.129,N,84.224,W
9/10/2008,2:16:28,23.131,N,84.228,W
9/10/2008,2:18:28,23.134,N,84.231,W
9/10/2008,2:20:29,23.136,N,84.234,W
9/10/2008,2:22:29,23.138,N,84.238,W
9/10/2008,2:24:29,23.14,N,84.241,W
9/10/2008,2:26:29,23.142,N,84.244,W
9/10/2008,2:28:29,23.144,N,84.248,W
9/10/2008,2:30:29,23.146,N,84.252,W
9/10/2008,2:32:29,23.148,N,84.255,W
9/10/2008,2:34:29,23.15,N,84.259,W
9/10/2008,2:36:28,23.152,N,84.263,W
9/10/2008,2:38:28,23.154,N,84.267,W
9/10/2008,2:40:28,23.156,N,84.271,W
9/10/2008,2:42:28,23.158,N,84.275,W
9/10/2008,2:44:28,23.16,N,84.279,W
9/10/2008,2:46:20,23.162,N,84.283,W
9/10/2008,2:48:20,23.164,N,84.287,W
9/10/2008,2:50:20,23.166,N,84.291,W
9/10/2008,2:52:20,23.168,N,84.295,W
9/10/2008,2:54:20,23.169,N,84.3,W
9/10/2008,2:56:19,23.171,N,84.304,W
9/10/2008,2:58:19,23.173,N,84.308,W
9/10/2008,3:00:19,23.175,N,84.313,W
9/10/2008,3:02:19,23.177,N,84.317,W
9/10/2008,3:04:19,23.179,N,84.322,W
9/10/2008,3:04:43,23.179,N,84.323,W
9/10/2008,3:06:43,23.181,N,84.327,W
9/10/2008,3:08:43,23.183,N,84.332,W
9/10/2008,3:10:43,23.184,N,84.336,W
9/10/2008,3:12:43,23.186,N,84.34,W
9/10/2008,3:14:42,23.188,N,84.344,W
9/10/2008,3:16:42,23.19,N,84.349,W
9/10/2008,3:18:42,23.192,N,84.353,W
9/10/2008,3:20:42,23.193,N,84.357,W
9/10/2008,3:22:42,23.195,N,84.361,W
9/10/2008,3:24:42,23.197,N,84.365,W
9/10/2008,3:26:42,23.198,N,84.37,W
9/10/2008,3:28:43,23.2,N,84.374,W
9/10/2008,3:30:43,23.202,N,84.378,W
9/10/2008,3:32:43,23.203,N,84.382,W
9/10/2008,3:34:43,23.205,N,84.386,W
9/10/2008,3:36:43,23.207,N,84.39,W
9/10/2008,3:38:43,23.208,N,84.394,W
9/10/2008,3:40:43,23.21,N,84.398,W
9/10/2008,3:42:43,23.211,N,84.402,W
9/10/2008,3:44:42,23.213,N,84.406,W
9/10/2008,3:46:42,23.214,N,84.41,W
9/10/2008,3:48:42,23.216,N,84.413,W
9/10/2008,3:50:42,23.217,N,84.417,W
9/10/2008,3:52:42,23.219,N,84.421,W
9/10/2008,3:54:42,23.22,N,84.425,W
9/10/2008,3:56:42,23.221,N,84.428,W
9/10/2008,3:58:43,23.223,N,84.432,W
9/10/2008,4:00:43,23.224,N,84.435,W
9/10/2008,4:02:43,23.225,N,84.439,W
9/10/2008,4:04:43,23.226,N,84.442,W
9/10/2008,4:06:43,23.227,N,84.446,W
9/10/2008,4:08:43,23.229,N,84.449,W
9/10/2008,4:10:43,23.23,N,84.453,W
9/10/2008,4:12:43,23.231,N,84.456,W
9/10/2008,4:14:42,23.232,N,84.459,W
9/10/2008,4:16:42,23.233,N,84.462,W
9/10/2008,4:18:42,23.234,N,84.466,W
9/10/2008,4:20:42,23.235,N,84.469,W
9/10/2008,4:22:42,23.236,N,84.472,W
9/10/2008,4:24:42,23.236,N,84.475,W
9/10/2008,4:26:42,23.237,N,84.478,W
9/10/2008,4:28:43,23.238,N,84.481,W
9/10/2008,4:30:43,23.239,N,84.483,W
9/10/2008,4:32:43,23.24,N,84.486,W
9/10/2008,4:34:43,23.241,N,84.489,W
9/10/2008,4:36:43,23.241,N,84.492,W
