Track,for,Earl,2016,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/2/2016,5:54:00,16.304,N,77.47,W,1
8/2/2016,5:56:00,16.303,N,77.48,W,1
8/2/2016,5:58:00,16.301,N,77.49,W,1
8/2/2016,6:00:00,16.3,N,77.5,W,1
8/2/2016,6:01:59,16.299,N,77.51,W,1
8/2/2016,6:03:59,16.297,N,77.52,W,1
8/2/2016,6:05:59,16.296,N,77.53,W,1
8/2/2016,6:07:59,16.295,N,77.54,W,1
8/2/2016,6:09:59,16.293,N,77.55,W,1
8/2/2016,6:11:59,16.292,N,77.56,W,1
8/2/2016,6:13:59,16.291,N,77.569,W,1
8/2/2016,6:16:00,16.29,N,77.579,W,1
8/2/2016,6:18:00,16.288,N,77.589,W,1
8/2/2016,6:20:00,16.287,N,77.599,W,1
8/2/2016,6:22:00,16.286,N,77.609,W,1
8/2/2016,6:24:00,16.284,N,77.619,W,1
8/2/2016,6:26:00,16.283,N,77.629,W,1
8/2/2016,6:28:00,16.282,N,77.639,W,1
8/2/2016,6:30:00,16.28,N,77.649,W,1
8/2/2016,6:31:59,16.279,N,77.659,W,1
8/2/2016,6:33:59,16.278,N,77.669,W,1
8/2/2016,6:35:59,16.277,N,77.679,W,1
8/2/2016,6:37:59,16.275,N,77.689,W,1
8/2/2016,6:39:59,16.274,N,77.698,W,1
8/2/2016,6:41:59,16.273,N,77.708,W,1
8/2/2016,6:43:59,16.271,N,77.718,W,1
8/2/2016,6:46:00,16.27,N,77.728,W,1
8/2/2016,6:48:00,16.269,N,77.738,W,1
8/2/2016,6:50:00,16.268,N,77.748,W,1
8/2/2016,6:52:00,16.266,N,77.758,W,1
8/2/2016,6:54:00,16.265,N,77.768,W,1
8/2/2016,6:56:00,16.264,N,77.778,W,1
8/2/2016,6:58:00,16.262,N,77.788,W,1
8/2/2016,7:00:00,16.261,N,77.798,W,1
8/2/2016,7:01:59,16.26,N,77.808,W,1
8/2/2016,7:03:59,16.259,N,77.817,W,1
8/2/2016,7:05:59,16.257,N,77.827,W,1
8/2/2016,7:07:59,16.256,N,77.837,W,1
8/2/2016,7:09:59,16.255,N,77.847,W,1
8/2/2016,7:11:59,16.254,N,77.857,W,1
8/2/2016,7:13:59,16.252,N,77.867,W,1
8/2/2016,7:16:00,16.251,N,77.877,W,1
8/2/2016,7:18:00,16.25,N,77.887,W,1
8/2/2016,7:20:00,16.249,N,77.897,W,1
8/2/2016,7:22:00,16.247,N,77.907,W,1
8/2/2016,7:24:00,16.246,N,77.916,W,1
8/2/2016,7:26:00,16.245,N,77.926,W,1
8/2/2016,7:28:00,16.244,N,77.936,W,1
8/2/2016,7:30:00,16.242,N,77.946,W,1
8/2/2016,7:31:59,16.241,N,77.956,W,1
8/2/2016,7:33:59,16.24,N,77.966,W,1
8/2/2016,7:35:59,16.239,N,77.976,W,1
8/2/2016,7:37:59,16.238,N,77.986,W,1
8/2/2016,7:39:59,16.236,N,77.995,W,1
8/2/2016,7:41:59,16.235,N,78.005,W,1
8/2/2016,7:43:59,16.234,N,78.015,W,1
8/2/2016,7:46:00,16.233,N,78.025,W,1
8/2/2016,7:48:00,16.232,N,78.035,W,1
8/2/2016,7:50:00,16.23,N,78.045,W,1
8/2/2016,7:52:00,16.229,N,78.055,W,1
8/2/2016,7:54:00,16.228,N,78.065,W,1
8/2/2016,7:56:00,16.227,N,78.074,W,1
8/2/2016,7:58:00,16.226,N,78.084,W,1
8/2/2016,8:00:00,16.225,N,78.094,W,1
8/2/2016,8:02:00,16.223,N,78.104,W,1
8/2/2016,8:03:59,16.222,N,78.114,W,1
8/2/2016,8:06:00,16.221,N,78.124,W,1
8/2/2016,8:07:59,16.22,N,78.133,W,1
8/2/2016,8:10:00,16.219,N,78.143,W,1
8/2/2016,8:11:59,16.218,N,78.153,W,1
8/2/2016,8:14:00,16.217,N,78.163,W,1
8/2/2016,8:15:59,16.216,N,78.173,W,1
8/2/2016,8:18:00,16.214,N,78.183,W,1
8/2/2016,8:19:59,16.213,N,78.192,W,1
8/2/2016,8:22:00,16.212,N,78.202,W,1
8/2/2016,8:23:59,16.211,N,78.212,W,1
8/2/2016,8:26:00,16.21,N,78.222,W,1
8/2/2016,8:27:59,16.209,N,78.232,W,1
8/2/2016,8:30:00,16.208,N,78.242,W,1
8/2/2016,8:32:00,16.207,N,78.251,W,1
8/2/2016,8:33:59,16.206,N,78.261,W,1
8/2/2016,8:36:00,16.205,N,78.271,W,1
8/2/2016,8:37:59,16.204,N,78.281,W,1
8/2/2016,8:40:00,16.203,N,78.291,W,1
8/2/2016,8:41:59,16.202,N,78.3,W,1
8/2/2016,8:44:00,16.201,N,78.31,W,1
8/2/2016,8:45:59,16.199,N,78.32,W,1
8/2/2016,8:48:00,16.198,N,78.33,W,1
8/2/2016,8:49:59,16.197,N,78.34,W,1
8/2/2016,8:52:00,16.196,N,78.349,W,1
8/2/2016,8:53:59,16.195,N,78.359,W,1
8/2/2016,8:56:00,16.194,N,78.369,W,1
8/2/2016,8:57:59,16.194,N,78.379,W,1
8/2/2016,9:00:00,16.193,N,78.388,W,1
8/2/2016,9:02:00,16.192,N,78.398,W,1
8/2/2016,9:03:59,16.191,N,78.408,W,1
8/2/2016,9:06:00,16.19,N,78.418,W,1
8/2/2016,9:07:59,16.189,N,78.427,W,1
8/2/2016,9:10:00,16.188,N,78.437,W,1
8/2/2016,9:11:59,16.187,N,78.447,W,1
8/2/2016,9:14:00,16.186,N,78.457,W,1
8/2/2016,9:15:59,16.185,N,78.466,W,1
8/2/2016,9:18:00,16.184,N,78.476,W,1
8/2/2016,9:19:59,16.183,N,78.486,W,1
8/2/2016,9:22:00,16.182,N,78.495,W,1
8/2/2016,9:23:59,16.181,N,78.505,W,1
8/2/2016,9:26:00,16.181,N,78.515,W,1
8/2/2016,9:27:59,16.18,N,78.525,W,1
8/2/2016,9:30:00,16.179,N,78.534,W,1
8/2/2016,9:32:00,16.178,N,78.544,W,1
8/2/2016,9:33:59,16.177,N,78.554,W,1
8/2/2016,9:36:00,16.176,N,78.563,W,1
8/2/2016,9:37:59,16.176,N,78.573,W,1
8/2/2016,9:40:00,16.175,N,78.583,W,1
8/2/2016,9:41:59,16.174,N,78.592,W,1
8/2/2016,9:44:00,16.173,N,78.602,W,1
8/2/2016,9:45:59,16.172,N,78.612,W,1
8/2/2016,9:48:00,16.172,N,78.621,W,1
8/2/2016,9:49:59,16.171,N,78.631,W,1
8/2/2016,9:52:00,16.17,N,78.641,W,1
8/2/2016,9:53:59,16.169,N,78.65,W,1
8/2/2016,9:56:00,16.169,N,78.66,W,1
8/2/2016,9:57:59,16.168,N,78.67,W,1
8/2/2016,10:00:00,16.167,N,78.679,W,1
8/2/2016,10:02:00,16.166,N,78.689,W,1
8/2/2016,10:03:59,16.166,N,78.699,W,1
8/2/2016,10:06:00,16.165,N,78.708,W,1
8/2/2016,10:07:59,16.164,N,78.718,W,1
8/2/2016,10:10:00,16.164,N,78.727,W,1
8/2/2016,10:11:59,16.163,N,78.737,W,1
8/2/2016,10:14:00,16.162,N,78.747,W,1
8/2/2016,10:15:59,16.162,N,78.756,W,1
8/2/2016,10:18:00,16.161,N,78.766,W,1
8/2/2016,10:19:59,16.161,N,78.775,W,1
8/2/2016,10:22:00,16.16,N,78.785,W,1
8/2/2016,10:23:59,16.159,N,78.794,W,1
8/2/2016,10:26:00,16.159,N,78.804,W,1
8/2/2016,10:27:59,16.158,N,78.814,W,1
8/2/2016,10:30:00,16.158,N,78.823,W,1
8/2/2016,10:32:00,16.157,N,78.833,W,1
8/2/2016,10:33:59,16.157,N,78.842,W,1
8/2/2016,10:36:00,16.156,N,78.852,W,1
8/2/2016,10:37:59,16.156,N,78.861,W,1
8/2/2016,10:40:00,16.155,N,78.871,W,1
8/2/2016,10:41:59,16.155,N,78.88,W,1
8/2/2016,10:44:00,16.154,N,78.89,W,1
8/2/2016,10:45:59,16.154,N,78.899,W,1
8/2/2016,10:48:00,16.153,N,78.909,W,1
8/2/2016,10:49:59,16.153,N,78.918,W,1
8/2/2016,10:52:00,16.152,N,78.928,W,1
8/2/2016,10:53:59,16.152,N,78.937,W,1
8/2/2016,10:56:00,16.151,N,78.947,W,1
8/2/2016,10:57:59,16.151,N,78.956,W,1
8/2/2016,11:00:00,16.151,N,78.966,W,1
8/2/2016,11:02:00,16.15,N,78.975,W,1
8/2/2016,11:03:59,16.15,N,78.985,W,1
8/2/2016,11:06:00,16.15,N,78.994,W,1
8/2/2016,11:07:59,16.149,N,79.003,W,1
8/2/2016,11:10:00,16.149,N,79.013,W,1
8/2/2016,11:11:59,16.149,N,79.022,W,1
8/2/2016,11:14:00,16.148,N,79.032,W,1
8/2/2016,11:15:59,16.148,N,79.041,W,1
8/2/2016,11:18:00,16.148,N,79.051,W,1
8/2/2016,11:19:59,16.148,N,79.06,W,1
8/2/2016,11:22:00,16.147,N,79.069,W,1
8/2/2016,11:23:59,16.147,N,79.079,W,1
8/2/2016,11:26:00,16.147,N,79.088,W,1
8/2/2016,11:27:59,16.147,N,79.097,W,1
8/2/2016,11:30:00,16.147,N,79.107,W,1
8/2/2016,11:32:00,16.146,N,79.116,W,1
8/2/2016,11:33:59,16.146,N,79.126,W,1
8/2/2016,11:36:00,16.146,N,79.135,W,1
8/2/2016,11:37:59,16.146,N,79.144,W,1
8/2/2016,11:40:00,16.146,N,79.154,W,1
8/2/2016,11:41:59,16.146,N,79.163,W,1
8/2/2016,11:44:00,16.146,N,79.172,W,1
8/2/2016,11:45:59,16.146,N,79.182,W,1
8/2/2016,11:48:00,16.145,N,79.191,W,1
8/2/2016,11:49:59,16.145,N,79.2,W,1
8/2/2016,11:52:00,16.145,N,79.209,W,1
8/2/2016,11:53:59,16.145,N,79.219,W,1
8/2/2016,11:56:00,16.145,N,79.228,W,1
8/2/2016,11:57:59,16.145,N,79.237,W,1
8/2/2016,12:00:00,16.145,N,79.247,W,1
8/2/2016,12:02:00,16.145,N,79.256,W,1
8/2/2016,12:03:59,16.145,N,79.265,W,1
8/2/2016,12:06:00,16.146,N,79.274,W,1
8/2/2016,12:07:59,16.146,N,79.284,W,1
8/2/2016,12:10:00,16.146,N,79.293,W,1
8/2/2016,12:11:59,16.146,N,79.302,W,1
8/2/2016,12:14:00,16.146,N,79.311,W,1
8/2/2016,12:15:59,16.146,N,79.32,W,1
8/2/2016,12:18:00,16.146,N,79.33,W,1
8/2/2016,12:19:59,16.146,N,79.339,W,1
8/2/2016,12:22:00,16.146,N,79.348,W,1
8/2/2016,12:23:59,16.147,N,79.357,W,1
8/2/2016,12:26:00,16.147,N,79.366,W,1
8/2/2016,12:27:59,16.147,N,79.376,W,1
8/2/2016,12:30:00,16.147,N,79.385,W,1
8/2/2016,12:32:00,16.147,N,79.394,W,1
8/2/2016,12:33:59,16.148,N,79.403,W,1
8/2/2016,12:36:00,16.148,N,79.412,W,1
8/2/2016,12:37:59,16.148,N,79.421,W,1
8/2/2016,12:40:00,16.148,N,79.43,W,1
8/2/2016,12:41:59,16.149,N,79.44,W,1
8/2/2016,12:44:00,16.149,N,79.449,W,1
8/2/2016,12:45:59,16.149,N,79.458,W,1
8/2/2016,12:48:00,16.15,N,79.467,W,1
8/2/2016,12:49:59,16.15,N,79.476,W,1
8/2/2016,12:52:00,16.15,N,79.485,W,1
8/2/2016,12:53:59,16.151,N,79.494,W,1
8/2/2016,12:56:00,16.151,N,79.503,W,1
8/2/2016,12:57:59,16.151,N,79.512,W,1
8/2/2016,13:00:00,16.152,N,79.521,W,1
8/2/2016,13:02:00,16.152,N,79.531,W,1
8/2/2016,13:03:59,16.153,N,79.54,W,1
8/2/2016,13:06:00,16.153,N,79.549,W,1
8/2/2016,13:07:59,16.153,N,79.558,W,1
8/2/2016,13:10:00,16.154,N,79.567,W,1
8/2/2016,13:11:59,16.154,N,79.576,W,1
8/2/2016,13:14:00,16.155,N,79.585,W,1
8/2/2016,13:15:59,16.155,N,79.594,W,1
8/2/2016,13:18:00,16.156,N,79.603,W,1
8/2/2016,13:19:59,16.156,N,79.612,W,1
8/2/2016,13:22:00,16.157,N,79.621,W,1
8/2/2016,13:23:59,16.157,N,79.63,W,1
8/2/2016,13:26:00,16.158,N,79.639,W,1
8/2/2016,13:27:59,16.158,N,79.648,W,1
8/2/2016,13:30:00,16.159,N,79.657,W,1
8/2/2016,13:32:00,16.159,N,79.666,W,1
8/2/2016,13:33:59,16.16,N,79.675,W,1
8/2/2016,13:36:00,16.16,N,79.684,W,1
8/2/2016,13:37:59,16.161,N,79.693,W,1
8/2/2016,13:40:00,16.162,N,79.702,W,1
8/2/2016,13:41:59,16.162,N,79.711,W,1
8/2/2016,13:44:00,16.163,N,79.72,W,1
8/2/2016,13:45:59,16.163,N,79.729,W,1
8/2/2016,13:48:00,16.164,N,79.738,W,1
8/2/2016,13:49:59,16.165,N,79.747,W,1
8/2/2016,13:52:00,16.165,N,79.756,W,1
8/2/2016,13:53:59,16.166,N,79.765,W,1
8/2/2016,13:56:00,16.167,N,79.774,W,1
8/2/2016,13:57:59,16.167,N,79.783,W,1
8/2/2016,14:00:00,16.168,N,79.792,W,1
8/2/2016,14:02:00,16.169,N,79.801,W,1
8/2/2016,14:03:59,16.169,N,79.809,W,1
8/2/2016,14:06:00,16.17,N,79.818,W,1
8/2/2016,14:07:59,16.171,N,79.827,W,1
8/2/2016,14:10:00,16.171,N,79.836,W,1
8/2/2016,14:11:59,16.172,N,79.845,W,1
8/2/2016,14:14:00,16.173,N,79.854,W,1
8/2/2016,14:15:59,16.174,N,79.863,W,1
8/2/2016,14:18:00,16.174,N,79.872,W,1
8/2/2016,14:19:59,16.175,N,79.881,W,1
8/2/2016,14:22:00,16.176,N,79.89,W,1
8/2/2016,14:23:59,16.177,N,79.899,W,1
8/2/2016,14:26:00,16.177,N,79.907,W,1
8/2/2016,14:27:59,16.178,N,79.916,W,1
8/2/2016,14:30:00,16.179,N,79.925,W,1
8/2/2016,14:32:00,16.18,N,79.934,W,1
8/2/2016,14:33:59,16.181,N,79.943,W,1
8/2/2016,14:36:00,16.181,N,79.952,W,1
8/2/2016,14:37:59,16.182,N,79.961,W,1
8/2/2016,14:40:00,16.183,N,79.97,W,1
8/2/2016,14:41:59,16.184,N,79.978,W,1
8/2/2016,14:44:00,16.185,N,79.987,W,1
8/2/2016,14:45:59,16.186,N,79.996,W,1
8/2/2016,14:48:00,16.186,N,80.005,W,1
8/2/2016,14:49:59,16.187,N,80.014,W,1
8/2/2016,14:52:00,16.188,N,80.023,W,1
8/2/2016,14:53:59,16.189,N,80.031,W,1
8/2/2016,14:56:00,16.19,N,80.04,W,1
8/2/2016,14:57:59,16.191,N,80.049,W,1
8/2/2016,15:00:00,16.192,N,80.058,W,1
8/2/2016,15:02:00,16.192,N,80.067,W,1
8/2/2016,15:03:59,16.193,N,80.076,W,1
8/2/2016,15:06:00,16.194,N,80.084,W,1
8/2/2016,15:07:59,16.195,N,80.093,W,1
8/2/2016,15:10:00,16.196,N,80.102,W,1
8/2/2016,15:11:59,16.197,N,80.111,W,1
8/2/2016,15:14:00,16.198,N,80.12,W,1
8/2/2016,15:15:59,16.199,N,80.129,W,1
8/2/2016,15:18:00,16.2,N,80.137,W,1
8/2/2016,15:19:59,16.201,N,80.146,W,1
8/2/2016,15:22:00,16.202,N,80.155,W,1
8/2/2016,15:23:59,16.203,N,80.164,W,1
8/2/2016,15:26:00,16.204,N,80.173,W,1
8/2/2016,15:27:59,16.205,N,80.181,W,1
8/2/2016,15:30:00,16.206,N,80.19,W,1
8/2/2016,15:32:00,16.206,N,80.199,W,1
8/2/2016,15:33:59,16.207,N,80.208,W,1
8/2/2016,15:36:00,16.208,N,80.216,W,1
8/2/2016,15:37:59,16.209,N,80.225,W,1
8/2/2016,15:40:00,16.21,N,80.234,W,1
8/2/2016,15:41:59,16.211,N,80.243,W,1
8/2/2016,15:44:00,16.212,N,80.252,W,1
8/2/2016,15:45:59,16.213,N,80.26,W,1
8/2/2016,15:48:00,16.214,N,80.269,W,1
8/2/2016,15:49:59,16.215,N,80.278,W,1
8/2/2016,15:52:00,16.216,N,80.287,W,1
8/2/2016,15:53:59,16.217,N,80.295,W,1
8/2/2016,15:56:00,16.218,N,80.304,W,1
8/2/2016,15:57:59,16.219,N,80.313,W,1
8/2/2016,16:00:00,16.22,N,80.322,W,1
8/2/2016,16:00:58,16.221,N,80.326,W,1
8/2/2016,16:02:59,16.222,N,80.335,W,1
8/2/2016,16:04:58,16.223,N,80.344,W,1
8/2/2016,16:06:58,16.224,N,80.353,W,1
8/2/2016,16:08:59,16.225,N,80.362,W,1
8/2/2016,16:10:59,16.226,N,80.371,W,1
8/2/2016,16:12:58,16.227,N,80.38,W,1
8/2/2016,16:14:58,16.228,N,80.389,W,1
8/2/2016,16:16:59,16.229,N,80.398,W,1
8/2/2016,16:18:59,16.23,N,80.407,W,1
8/2/2016,16:20:58,16.231,N,80.417,W,1
8/2/2016,16:22:58,16.232,N,80.426,W,1
8/2/2016,16:24:59,16.233,N,80.435,W,1
8/2/2016,16:26:59,16.234,N,80.444,W,1
8/2/2016,16:28:58,16.235,N,80.453,W,1
8/2/2016,16:30:58,16.236,N,80.463,W,1
8/2/2016,16:32:59,16.237,N,80.472,W,1
8/2/2016,16:34:58,16.238,N,80.481,W,1
8/2/2016,16:36:58,16.239,N,80.49,W,1
8/2/2016,16:38:59,16.24,N,80.5,W,1
8/2/2016,16:40:59,16.241,N,80.509,W,1
8/2/2016,16:42:58,16.242,N,80.518,W,1
8/2/2016,16:44:58,16.243,N,80.528,W,1
8/2/2016,16:46:59,16.244,N,80.537,W,1
8/2/2016,16:48:59,16.245,N,80.546,W,1
8/2/2016,16:50:58,16.246,N,80.556,W,1
8/2/2016,16:52:58,16.247,N,80.565,W,1
8/2/2016,16:54:59,16.248,N,80.575,W,1
8/2/2016,16:56:59,16.249,N,80.584,W,1
8/2/2016,16:58:58,16.25,N,80.594,W,1
8/2/2016,17:00:58,16.251,N,80.603,W,1
8/2/2016,17:02:59,16.252,N,80.613,W,1
8/2/2016,17:04:58,16.253,N,80.622,W,1
8/2/2016,17:06:58,16.254,N,80.632,W,1
8/2/2016,17:08:59,16.255,N,80.641,W,1
8/2/2016,17:10:59,16.256,N,80.651,W,1
8/2/2016,17:12:58,16.257,N,80.661,W,1
8/2/2016,17:14:58,16.258,N,80.67,W,1
8/2/2016,17:16:59,16.259,N,80.68,W,1
8/2/2016,17:18:59,16.26,N,80.689,W,1
8/2/2016,17:20:58,16.261,N,80.699,W,1
8/2/2016,17:21:03,16.261,N,80.699,W,1
8/2/2016,17:23:03,16.262,N,80.707,W,1
8/2/2016,17:25:02,16.263,N,80.715,W,1
8/2/2016,17:27:03,16.263,N,80.723,W,1
8/2/2016,17:29:03,16.264,N,80.731,W,1
8/2/2016,17:31:02,16.265,N,80.738,W,1
8/2/2016,17:33:02,16.266,N,80.746,W,1
8/2/2016,17:35:03,16.266,N,80.754,W,1
8/2/2016,17:37:03,16.267,N,80.761,W,1
8/2/2016,17:39:02,16.268,N,80.768,W,1
8/2/2016,17:41:02,16.268,N,80.775,W,1
8/2/2016,17:43:03,16.269,N,80.782,W,1
8/2/2016,17:45:03,16.27,N,80.789,W,1
8/2/2016,17:47:02,16.27,N,80.796,W,1
8/2/2016,17:49:02,16.271,N,80.803,W,1
8/2/2016,17:51:03,16.272,N,80.81,W,1
8/2/2016,17:53:03,16.272,N,80.816,W,1
8/2/2016,17:55:02,16.273,N,80.822,W,1
8/2/2016,17:57:03,16.273,N,80.829,W,1
8/2/2016,17:59:03,16.274,N,80.835,W,1
8/2/2016,18:01:02,16.274,N,80.841,W,1
8/2/2016,18:03:02,16.275,N,80.846,W,1
8/2/2016,18:05:03,16.275,N,80.852,W,1
8/2/2016,18:07:03,16.276,N,80.858,W,1
8/2/2016,18:09:02,16.276,N,80.863,W,1
8/2/2016,18:11:02,16.276,N,80.868,W,1
8/2/2016,18:13:03,16.277,N,80.874,W,1
8/2/2016,18:15:03,16.277,N,80.879,W,1
8/2/2016,18:17:02,16.277,N,80.883,W,1
8/2/2016,18:19:02,16.278,N,80.888,W,1
8/2/2016,18:21:03,16.278,N,80.893,W,1
8/2/2016,18:23:03,16.278,N,80.897,W,1
8/2/2016,18:25:02,16.278,N,80.902,W,1
8/2/2016,18:27:03,16.279,N,80.906,W,1
8/2/2016,18:29:03,16.279,N,80.91,W,1
8/2/2016,18:31:02,16.279,N,80.915,W,1
8/2/2016,18:33:02,16.279,N,80.919,W,1
8/2/2016,18:35:03,16.279,N,80.923,W,1
8/2/2016,18:37:03,16.28,N,80.927,W,1
8/2/2016,18:39:02,16.28,N,80.931,W,1
8/2/2016,18:41:02,16.28,N,80.934,W,1
8/2/2016,18:43:03,16.28,N,80.938,W,1
8/2/2016,18:45:03,16.28,N,80.942,W,1
8/2/2016,18:47:02,16.28,N,80.945,W,1
8/2/2016,18:49:02,16.28,N,80.949,W,1
8/2/2016,18:51:03,16.28,N,80.953,W,1
8/2/2016,18:53:03,16.28,N,80.956,W,1
8/2/2016,18:55:02,16.28,N,80.96,W,1
8/2/2016,18:57:03,16.28,N,80.963,W,1
8/2/2016,18:59:03,16.28,N,80.966,W,1
8/2/2016,19:01:02,16.28,N,80.97,W,1
8/2/2016,19:03:02,16.28,N,80.973,W,1
8/2/2016,19:05:03,16.28,N,80.977,W,1
8/2/2016,19:07:03,16.28,N,80.98,W,1
8/2/2016,19:09:02,16.28,N,80.984,W,1
8/2/2016,19:11:02,16.28,N,80.987,W,1
8/2/2016,19:13:03,16.28,N,80.99,W,1
8/2/2016,19:15:03,16.28,N,80.994,W,1
8/2/2016,19:17:02,16.28,N,80.997,W,1
8/2/2016,19:19:02,16.28,N,81.001,W,1
8/2/2016,19:21:03,16.28,N,81.004,W,1
8/2/2016,19:23:03,16.28,N,81.008,W,1
8/2/2016,19:25:02,16.28,N,81.012,W,1
8/2/2016,19:27:03,16.28,N,81.015,W,1
8/2/2016,19:29:03,16.28,N,81.019,W,1
8/2/2016,19:31:02,16.28,N,81.023,W,1
8/2/2016,19:33:02,16.28,N,81.027,W,1
8/2/2016,19:35:03,16.28,N,81.031,W,1
8/2/2016,19:37:03,16.28,N,81.035,W,1
8/2/2016,19:39:02,16.28,N,81.039,W,1
8/2/2016,19:41:02,16.28,N,81.043,W,1
8/2/2016,19:43:03,16.28,N,81.047,W,1
8/2/2016,19:45:03,16.279,N,81.052,W,1
8/2/2016,19:47:02,16.279,N,81.056,W,1
8/2/2016,19:49:02,16.279,N,81.061,W,1
8/2/2016,19:51:03,16.279,N,81.065,W,1
8/2/2016,19:53:03,16.279,N,81.07,W,1
8/2/2016,19:55:02,16.279,N,81.075,W,1
8/2/2016,19:57:03,16.279,N,81.08,W,1
8/2/2016,19:59:03,16.279,N,81.085,W,1
8/2/2016,20:01:02,16.279,N,81.09,W,1
8/2/2016,20:03:02,16.279,N,81.096,W,1
8/2/2016,20:05:03,16.279,N,81.101,W,1
8/2/2016,20:07:03,16.279,N,81.107,W,1
8/2/2016,20:09:02,16.279,N,81.113,W,1
8/2/2016,20:11:02,16.279,N,81.119,W,1
8/2/2016,20:13:03,16.279,N,81.125,W,1
8/2/2016,20:15:03,16.279,N,81.131,W,1
8/2/2016,20:17:02,16.279,N,81.138,W,1
8/2/2016,20:19:02,16.279,N,81.145,W,1
8/2/2016,20:21:03,16.279,N,81.151,W,1
8/2/2016,20:23:03,16.279,N,81.158,W,1
8/2/2016,20:25:02,16.279,N,81.165,W,1
8/2/2016,20:27:03,16.28,N,81.173,W,1
8/2/2016,20:29:03,16.28,N,81.18,W,1
8/2/2016,20:31:02,16.28,N,81.188,W,1
8/2/2016,20:33:02,16.28,N,81.196,W,1
8/2/2016,20:35:03,16.28,N,81.203,W,1
8/2/2016,20:37:03,16.28,N,81.212,W,1
8/2/2016,20:39:02,16.28,N,81.22,W,1
8/2/2016,20:41:02,16.28,N,81.228,W,1
8/2/2016,20:43:03,16.281,N,81.236,W,1
8/2/2016,20:45:03,16.281,N,81.245,W,1
8/2/2016,20:47:02,16.281,N,81.254,W,1
8/2/2016,20:49:02,16.281,N,81.263,W,1
8/2/2016,20:51:03,16.281,N,81.271,W,1
8/2/2016,20:53:03,16.281,N,81.281,W,1
8/2/2016,20:55:02,16.282,N,81.29,W,1
8/2/2016,20:57:03,16.282,N,81.299,W,1
8/2/2016,20:59:03,16.282,N,81.308,W,1
8/2/2016,21:01:02,16.282,N,81.318,W,1
8/2/2016,21:03:02,16.282,N,81.328,W,1
8/2/2016,21:05:03,16.283,N,81.337,W,1
8/2/2016,21:07:03,16.283,N,81.347,W,1
8/2/2016,21:07:50,16.283,N,81.351,W,1
8/2/2016,21:09:50,16.283,N,81.36,W,1
8/2/2016,21:11:49,16.284,N,81.37,W,1
8/2/2016,21:13:50,16.284,N,81.379,W,1
8/2/2016,21:15:50,16.284,N,81.389,W,1
8/2/2016,21:17:49,16.284,N,81.398,W,1
8/2/2016,21:19:49,16.285,N,81.408,W,1
8/2/2016,21:21:50,16.285,N,81.418,W,1
8/2/2016,21:23:50,16.285,N,81.428,W,1
8/2/2016,21:25:49,16.285,N,81.438,W,1
8/2/2016,21:27:49,16.286,N,81.448,W,1
8/2/2016,21:29:50,16.286,N,81.458,W,1
8/2/2016,21:31:50,16.286,N,81.469,W,1
8/2/2016,21:33:49,16.287,N,81.479,W,1
8/2/2016,21:35:49,16.287,N,81.49,W,1
8/2/2016,21:37:50,16.287,N,81.5,W,1
8/2/2016,21:39:50,16.287,N,81.511,W,1
8/2/2016,21:41:49,16.288,N,81.522,W,1
8/2/2016,21:43:50,16.288,N,81.533,W,1
8/2/2016,21:45:50,16.288,N,81.544,W,1
8/2/2016,21:47:49,16.289,N,81.555,W,1
8/2/2016,21:49:49,16.289,N,81.567,W,1
8/2/2016,21:51:50,16.289,N,81.578,W,1
8/2/2016,21:53:50,16.29,N,81.59,W,1
8/2/2016,21:55:49,16.29,N,81.601,W,1
8/2/2016,21:57:49,16.29,N,81.613,W,1
8/2/2016,21:59:50,16.291,N,81.625,W,1
8/2/2016,22:01:50,16.291,N,81.637,W,1
8/2/2016,22:03:49,16.291,N,81.649,W,1
8/2/2016,22:05:49,16.292,N,81.661,W,1
8/2/2016,22:07:50,16.292,N,81.673,W,1
8/2/2016,22:09:50,16.292,N,81.686,W,1
8/2/2016,22:11:49,16.293,N,81.698,W,1
8/2/2016,22:13:50,16.293,N,81.711,W,1
8/2/2016,22:15:50,16.293,N,81.724,W,1
8/2/2016,22:17:49,16.294,N,81.737,W,1
8/2/2016,22:19:49,16.294,N,81.75,W,1
8/2/2016,22:20:30,16.294,N,81.754,W,1
8/2/2016,22:22:30,16.294,N,81.765,W,1
8/2/2016,22:24:29,16.295,N,81.776,W,1
8/2/2016,22:26:30,16.295,N,81.786,W,1
8/2/2016,22:28:30,16.295,N,81.797,W,1
8/2/2016,22:30:29,16.295,N,81.808,W,1
8/2/2016,22:32:29,16.296,N,81.819,W,1
8/2/2016,22:34:30,16.296,N,81.829,W,1
8/2/2016,22:36:30,16.296,N,81.84,W,1
8/2/2016,22:38:29,16.296,N,81.851,W,1
8/2/2016,22:40:29,16.297,N,81.861,W,1
8/2/2016,22:42:30,16.297,N,81.872,W,1
8/2/2016,22:44:30,16.297,N,81.882,W,1
8/2/2016,22:46:29,16.297,N,81.893,W,1
8/2/2016,22:48:29,16.297,N,81.903,W,1
8/2/2016,22:50:30,16.298,N,81.914,W,1
8/2/2016,22:52:30,16.298,N,81.924,W,1
8/2/2016,22:54:29,16.298,N,81.935,W,1
8/2/2016,22:56:30,16.298,N,81.945,W,1
