Track,for,Isaac,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
8/25/2012,17:52:25,21.109,N,75.923,W
8/25/2012,17:54:25,21.113,N,75.93,W
8/25/2012,17:56:25,21.117,N,75.938,W
8/25/2012,17:58:26,21.121,N,75.945,W
8/25/2012,18:00:26,21.125,N,75.953,W
8/25/2012,18:02:26,21.129,N,75.96,W
8/25/2012,18:04:26,21.133,N,75.967,W
8/25/2012,18:06:26,21.137,N,75.974,W
8/25/2012,18:08:26,21.141,N,75.981,W
8/25/2012,18:10:26,21.144,N,75.987,W
8/25/2012,18:12:25,21.148,N,75.994,W
8/25/2012,18:14:25,21.152,N,76.001,W
8/25/2012,18:16:25,21.156,N,76.007,W
8/25/2012,18:18:25,21.16,N,76.013,W
8/25/2012,18:20:25,21.164,N,76.02,W
8/25/2012,18:22:25,21.168,N,76.026,W
8/25/2012,18:24:25,21.172,N,76.032,W
8/25/2012,18:26:25,21.176,N,76.038,W
8/25/2012,18:28:26,21.18,N,76.044,W
8/25/2012,18:30:26,21.184,N,76.05,W
8/25/2012,18:32:26,21.188,N,76.056,W
8/25/2012,18:34:26,21.192,N,76.061,W
8/25/2012,18:36:26,21.195,N,76.067,W
8/25/2012,18:38:26,21.199,N,76.072,W
8/25/2012,18:40:26,21.203,N,76.078,W
8/25/2012,18:42:25,21.207,N,76.083,W
8/25/2012,18:44:25,21.211,N,76.088,W
8/25/2012,18:46:25,21.215,N,76.093,W
8/25/2012,18:48:25,21.219,N,76.098,W
8/25/2012,18:50:25,21.223,N,76.103,W
8/25/2012,18:52:25,21.227,N,76.108,W
8/25/2012,18:54:25,21.231,N,76.113,W
8/25/2012,18:56:25,21.235,N,76.118,W
8/25/2012,18:58:26,21.238,N,76.123,W
8/25/2012,19:00:26,21.242,N,76.127,W
8/25/2012,19:02:26,21.246,N,76.132,W
8/25/2012,19:04:26,21.25,N,76.136,W
8/25/2012,19:06:26,21.254,N,76.141,W
8/25/2012,19:08:26,21.258,N,76.145,W
8/25/2012,19:10:26,21.262,N,76.149,W
8/25/2012,19:12:25,21.266,N,76.153,W
8/25/2012,19:14:25,21.27,N,76.157,W
8/25/2012,19:16:25,21.273,N,76.162,W
8/25/2012,19:18:25,21.277,N,76.165,W
8/25/2012,19:20:25,21.281,N,76.169,W
8/25/2012,19:22:25,21.285,N,76.173,W
8/25/2012,19:24:25,21.289,N,76.177,W
8/25/2012,19:26:25,21.293,N,76.181,W
8/25/2012,19:28:26,21.297,N,76.184,W
8/25/2012,19:30:26,21.301,N,76.188,W
8/25/2012,19:32:26,21.304,N,76.192,W
8/25/2012,19:34:26,21.308,N,76.195,W
8/25/2012,19:36:26,21.312,N,76.198,W
8/25/2012,19:38:26,21.316,N,76.202,W
8/25/2012,19:40:26,21.32,N,76.205,W
8/25/2012,19:42:25,21.324,N,76.208,W
8/25/2012,19:44:25,21.328,N,76.211,W
8/25/2012,19:46:25,21.331,N,76.215,W
8/25/2012,19:48:25,21.335,N,76.218,W
8/25/2012,19:50:25,21.339,N,76.221,W
8/25/2012,19:52:25,21.343,N,76.224,W
8/25/2012,19:54:25,21.347,N,76.227,W
8/25/2012,19:56:25,21.351,N,76.229,W
8/25/2012,19:58:26,21.355,N,76.232,W
8/25/2012,20:00:26,21.358,N,76.235,W
8/25/2012,20:02:26,21.362,N,76.238,W
8/25/2012,20:04:26,21.366,N,76.24,W
8/25/2012,20:06:26,21.37,N,76.243,W
8/25/2012,20:08:26,21.374,N,76.246,W
8/25/2012,20:10:26,21.378,N,76.248,W
8/25/2012,20:12:25,21.382,N,76.251,W
8/25/2012,20:14:25,21.385,N,76.253,W
8/25/2012,20:16:25,21.389,N,76.256,W
8/25/2012,20:18:25,21.393,N,76.258,W
8/25/2012,20:20:25,21.397,N,76.26,W
8/25/2012,20:22:25,21.401,N,76.263,W
8/25/2012,20:24:25,21.405,N,76.265,W
8/25/2012,20:26:25,21.408,N,76.267,W
8/25/2012,20:28:26,21.412,N,76.269,W
8/25/2012,20:30:26,21.416,N,76.271,W
8/25/2012,20:32:26,21.42,N,76.274,W
8/25/2012,20:34:26,21.424,N,76.276,W
8/25/2012,20:36:26,21.428,N,76.278,W
8/25/2012,20:38:26,21.432,N,76.28,W
8/25/2012,20:40:26,21.435,N,76.282,W
8/25/2012,20:42:25,21.439,N,76.284,W
8/25/2012,20:44:25,21.443,N,76.286,W
8/25/2012,20:46:25,21.447,N,76.287,W
8/25/2012,20:48:25,21.451,N,76.289,W
8/25/2012,20:50:25,21.455,N,76.291,W
8/25/2012,20:52:25,21.458,N,76.293,W
8/25/2012,20:54:25,21.462,N,76.295,W
8/25/2012,20:56:25,21.466,N,76.297,W
8/25/2012,20:58:26,21.47,N,76.298,W
8/25/2012,21:00:26,21.474,N,76.3,W
8/25/2012,21:02:26,21.478,N,76.302,W
8/25/2012,21:04:26,21.481,N,76.304,W
8/25/2012,21:06:26,21.485,N,76.305,W
8/25/2012,21:08:26,21.489,N,76.307,W
8/25/2012,21:10:26,21.493,N,76.309,W
8/25/2012,21:12:25,21.497,N,76.31,W
8/25/2012,21:14:25,21.501,N,76.312,W
8/25/2012,21:14:40,21.501,N,76.312,W
8/25/2012,21:16:40,21.505,N,76.314,W
8/25/2012,21:18:40,21.509,N,76.315,W
8/25/2012,21:20:40,21.512,N,76.317,W
8/25/2012,21:22:40,21.516,N,76.318,W
8/25/2012,21:24:41,21.52,N,76.32,W
8/25/2012,21:26:41,21.524,N,76.321,W
8/25/2012,21:28:41,21.528,N,76.323,W
8/25/2012,21:30:41,21.532,N,76.324,W
8/25/2012,21:32:41,21.535,N,76.326,W
8/25/2012,21:34:41,21.539,N,76.327,W
8/25/2012,21:36:41,21.543,N,76.329,W
8/25/2012,21:38:40,21.547,N,76.33,W
8/25/2012,21:40:40,21.551,N,76.332,W
8/25/2012,21:42:40,21.555,N,76.333,W
8/25/2012,21:44:40,21.558,N,76.335,W
8/25/2012,21:46:01,21.561,N,76.336,W
8/25/2012,21:48:01,21.565,N,76.338,W
8/25/2012,21:50:01,21.569,N,76.34,W
8/25/2012,21:52:02,21.573,N,76.342,W
8/25/2012,21:54:02,21.577,N,76.344,W
8/25/2012,21:56:02,21.581,N,76.347,W
8/25/2012,21:58:02,21.585,N,76.349,W
8/25/2012,22:00:02,21.589,N,76.352,W
8/25/2012,22:02:02,21.593,N,76.354,W
8/25/2012,22:04:02,21.597,N,76.357,W
8/25/2012,22:06:01,21.601,N,76.36,W
8/25/2012,22:08:01,21.605,N,76.363,W
8/25/2012,22:10:01,21.609,N,76.366,W
8/25/2012,22:12:01,21.613,N,76.369,W
8/25/2012,22:14:01,21.617,N,76.373,W
8/25/2012,22:16:01,21.621,N,76.377,W
8/25/2012,22:18:01,21.626,N,76.38,W
8/25/2012,22:20:01,21.63,N,76.384,W
8/25/2012,22:22:02,21.634,N,76.388,W
8/25/2012,22:24:02,21.638,N,76.392,W
8/25/2012,22:26:02,21.643,N,76.397,W
8/25/2012,22:28:02,21.647,N,76.401,W
8/25/2012,22:30:02,21.651,N,76.406,W
8/25/2012,22:32:02,21.656,N,76.411,W
8/25/2012,22:34:02,21.66,N,76.416,W
8/25/2012,22:36:01,21.665,N,76.421,W
8/25/2012,22:38:01,21.669,N,76.427,W
8/25/2012,22:40:01,21.674,N,76.433,W
8/25/2012,22:42:01,21.678,N,76.438,W
8/25/2012,22:44:01,21.683,N,76.445,W
8/25/2012,22:46:01,21.687,N,76.451,W
8/25/2012,22:48:01,21.692,N,76.458,W
8/25/2012,22:50:01,21.697,N,76.464,W
8/25/2012,22:52:02,21.701,N,76.471,W
8/25/2012,22:54:02,21.706,N,76.479,W
8/25/2012,22:56:02,21.711,N,76.486,W
8/25/2012,22:58:02,21.716,N,76.494,W
8/25/2012,23:00:02,21.721,N,76.502,W
8/25/2012,23:02:02,21.726,N,76.51,W
8/25/2012,23:04:02,21.731,N,76.519,W
8/25/2012,23:06:01,21.736,N,76.528,W
8/25/2012,23:08:01,21.741,N,76.537,W
8/25/2012,23:10:01,21.746,N,76.546,W
8/25/2012,23:12:01,21.75,N,76.551,W
8/25/2012,23:14:01,21.755,N,76.557,W
8/25/2012,23:16:01,21.759,N,76.562,W
8/25/2012,23:18:00,21.764,N,76.567,W
8/25/2012,23:20:00,21.768,N,76.573,W
8/25/2012,23:22:00,21.773,N,76.578,W
8/25/2012,23:24:00,21.777,N,76.583,W
8/25/2012,23:26:00,21.782,N,76.589,W
8/25/2012,23:28:00,21.786,N,76.594,W
8/25/2012,23:30:00,21.79,N,76.6,W
8/25/2012,23:32:00,21.795,N,76.605,W
8/25/2012,23:34:01,21.799,N,76.611,W
8/25/2012,23:36:01,21.804,N,76.616,W
8/25/2012,23:38:01,21.808,N,76.622,W
8/25/2012,23:40:01,21.813,N,76.627,W
8/25/2012,23:42:01,21.817,N,76.633,W
8/25/2012,23:44:01,21.822,N,76.638,W
8/25/2012,23:46:01,21.826,N,76.644,W
8/25/2012,23:48:00,21.831,N,76.65,W
8/25/2012,23:50:00,21.835,N,76.655,W
8/25/2012,23:52:00,21.84,N,76.661,W
8/25/2012,23:54:00,21.844,N,76.667,W
8/25/2012,23:56:00,21.849,N,76.673,W
8/25/2012,23:58:00,21.853,N,76.678,W
8/26/2012,0:00:00,21.858,N,76.684,W
8/26/2012,0:02:00,21.862,N,76.69,W
8/26/2012,0:04:01,21.867,N,76.696,W
8/26/2012,0:06:01,21.871,N,76.702,W
8/26/2012,0:08:01,21.876,N,76.708,W
8/26/2012,0:10:01,21.88,N,76.714,W
8/26/2012,0:12:01,21.885,N,76.72,W
8/26/2012,0:14:01,21.889,N,76.726,W
8/26/2012,0:16:01,21.894,N,76.732,W
8/26/2012,0:18:00,21.898,N,76.738,W
8/26/2012,0:20:00,21.903,N,76.744,W
8/26/2012,0:22:00,21.908,N,76.751,W
8/26/2012,0:24:00,21.912,N,76.757,W
8/26/2012,0:26:00,21.917,N,76.763,W
8/26/2012,0:28:00,21.921,N,76.769,W
8/26/2012,0:30:00,21.926,N,76.776,W
8/26/2012,0:32:00,21.93,N,76.782,W
8/26/2012,0:34:01,21.935,N,76.788,W
8/26/2012,0:36:01,21.94,N,76.795,W
8/26/2012,0:38:01,21.944,N,76.801,W
8/26/2012,0:40:01,21.949,N,76.808,W
8/26/2012,0:42:01,21.953,N,76.814,W
8/26/2012,0:44:01,21.958,N,76.821,W
8/26/2012,0:46:01,21.962,N,76.828,W
8/26/2012,0:48:00,21.967,N,76.834,W
8/26/2012,0:50:00,21.972,N,76.841,W
8/26/2012,0:52:00,21.976,N,76.848,W
8/26/2012,0:54:00,21.981,N,76.855,W
8/26/2012,0:56:00,21.986,N,76.861,W
8/26/2012,0:58:00,21.99,N,76.868,W
8/26/2012,1:00:00,21.995,N,76.875,W
8/26/2012,1:02:00,21.999,N,76.882,W
8/26/2012,1:04:01,22.004,N,76.889,W
8/26/2012,1:06:01,22.009,N,76.896,W
8/26/2012,1:08:01,22.013,N,76.903,W
8/26/2012,1:10:01,22.018,N,76.91,W
8/26/2012,1:12:01,22.023,N,76.917,W
8/26/2012,1:14:01,22.027,N,76.925,W
8/26/2012,1:16:01,22.032,N,76.932,W
8/26/2012,1:18:00,22.037,N,76.939,W
8/26/2012,1:20:00,22.041,N,76.947,W
8/26/2012,1:22:00,22.046,N,76.954,W
8/26/2012,1:24:00,22.051,N,76.961,W
8/26/2012,1:26:00,22.056,N,76.969,W
8/26/2012,1:28:00,22.06,N,76.976,W
8/26/2012,1:30:00,22.065,N,76.984,W
8/26/2012,1:32:00,22.07,N,76.991,W
8/26/2012,1:34:01,22.074,N,76.999,W
8/26/2012,1:36:01,22.079,N,77.007,W
8/26/2012,1:38:01,22.084,N,77.014,W
8/26/2012,1:40:01,22.089,N,77.022,W
8/26/2012,1:42:01,22.093,N,77.03,W
8/26/2012,1:44:01,22.098,N,77.038,W
8/26/2012,1:46:01,22.103,N,77.045,W
8/26/2012,1:48:00,22.108,N,77.053,W
8/26/2012,1:50:00,22.112,N,77.061,W
8/26/2012,1:52:00,22.117,N,77.069,W
8/26/2012,1:54:00,22.122,N,77.077,W
8/26/2012,1:56:00,22.127,N,77.085,W
8/26/2012,1:58:00,22.131,N,77.093,W
8/26/2012,2:00:00,22.136,N,77.101,W
8/26/2012,2:02:00,22.141,N,77.109,W
8/26/2012,2:04:01,22.146,N,77.117,W
8/26/2012,2:06:01,22.151,N,77.126,W
8/26/2012,2:08:01,22.155,N,77.134,W
8/26/2012,2:10:01,22.16,N,77.142,W
8/26/2012,2:12:01,22.165,N,77.15,W
8/26/2012,2:14:01,22.17,N,77.159,W
8/26/2012,2:16:01,22.175,N,77.167,W
8/26/2012,2:18:00,22.18,N,77.175,W
8/26/2012,2:20:00,22.184,N,77.184,W
8/26/2012,2:22:00,22.189,N,77.192,W
8/26/2012,2:24:00,22.194,N,77.201,W
8/26/2012,2:26:00,22.199,N,77.209,W
8/26/2012,2:28:00,22.204,N,77.218,W
8/26/2012,2:30:00,22.209,N,77.226,W
8/26/2012,2:32:00,22.213,N,77.235,W
8/26/2012,2:34:01,22.218,N,77.243,W
8/26/2012,2:36:01,22.223,N,77.252,W
8/26/2012,2:38:01,22.228,N,77.261,W
8/26/2012,2:40:01,22.233,N,77.269,W
8/26/2012,2:42:01,22.238,N,77.278,W
8/26/2012,2:44:01,22.243,N,77.287,W
8/26/2012,2:46:01,22.248,N,77.296,W
8/26/2012,2:48:00,22.252,N,77.304,W
8/26/2012,2:50:00,22.257,N,77.313,W
8/26/2012,2:52:00,22.262,N,77.322,W
8/26/2012,2:54:00,22.267,N,77.331,W
8/26/2012,2:56:00,22.272,N,77.34,W
8/26/2012,2:58:00,22.277,N,77.349,W
8/26/2012,3:00:00,22.282,N,77.358,W
8/26/2012,3:02:00,22.287,N,77.367,W
8/26/2012,3:04:01,22.292,N,77.376,W
8/26/2012,3:06:01,22.297,N,77.385,W
8/26/2012,3:08:01,22.302,N,77.394,W
8/26/2012,3:10:01,22.306,N,77.403,W
8/26/2012,3:12:01,22.311,N,77.412,W
8/26/2012,3:14:01,22.316,N,77.421,W
8/26/2012,3:16:01,22.321,N,77.43,W
8/26/2012,3:18:00,22.326,N,77.44,W
8/26/2012,3:20:00,22.331,N,77.449,W
8/26/2012,3:22:00,22.336,N,77.458,W
8/26/2012,3:24:00,22.341,N,77.467,W
8/26/2012,3:26:00,22.346,N,77.476,W
8/26/2012,3:28:00,22.351,N,77.486,W
8/26/2012,3:30:00,22.356,N,77.495,W
8/26/2012,3:32:00,22.361,N,77.504,W
8/26/2012,3:34:01,22.366,N,77.514,W
8/26/2012,3:36:01,22.371,N,77.523,W
8/26/2012,3:38:01,22.376,N,77.532,W
8/26/2012,3:40:01,22.381,N,77.542,W
8/26/2012,3:42:01,22.386,N,77.551,W
8/26/2012,3:44:01,22.391,N,77.561,W
8/26/2012,3:46:01,22.396,N,77.57,W
8/26/2012,3:48:00,22.401,N,77.579,W
8/26/2012,3:50:00,22.406,N,77.589,W
8/26/2012,3:52:00,22.411,N,77.598,W
8/26/2012,3:54:00,22.416,N,77.608,W
8/26/2012,3:56:00,22.421,N,77.617,W
8/26/2012,3:58:00,22.426,N,77.627,W
8/26/2012,4:00:00,22.431,N,77.636,W
8/26/2012,4:02:00,22.436,N,77.646,W
8/26/2012,4:04:01,22.441,N,77.656,W
8/26/2012,4:06:01,22.446,N,77.665,W
8/26/2012,4:08:01,22.451,N,77.675,W
8/26/2012,4:10:01,22.456,N,77.684,W
8/26/2012,4:12:01,22.461,N,77.694,W
8/26/2012,4:14:01,22.466,N,77.704,W
8/26/2012,4:16:01,22.471,N,77.713,W
8/26/2012,4:18:00,22.476,N,77.723,W
8/26/2012,4:20:00,22.481,N,77.733,W
8/26/2012,4:22:00,22.486,N,77.742,W
8/26/2012,4:24:00,22.492,N,77.752,W
8/26/2012,4:26:00,22.497,N,77.762,W
8/26/2012,4:28:00,22.502,N,77.772,W
8/26/2012,4:30:00,22.507,N,77.781,W
8/26/2012,4:32:00,22.512,N,77.791,W
8/26/2012,4:34:01,22.517,N,77.801,W
8/26/2012,4:36:01,22.522,N,77.811,W
8/26/2012,4:38:01,22.527,N,77.82,W
8/26/2012,4:40:01,22.532,N,77.83,W
8/26/2012,4:42:01,22.537,N,77.84,W
8/26/2012,4:44:01,22.542,N,77.85,W
8/26/2012,4:46:01,22.547,N,77.86,W
8/26/2012,4:48:00,22.553,N,77.869,W
8/26/2012,4:50:00,22.558,N,77.879,W
8/26/2012,4:52:00,22.563,N,77.889,W
8/26/2012,4:54:00,22.568,N,77.899,W
8/26/2012,4:56:00,22.573,N,77.909,W
8/26/2012,4:58:00,22.578,N,77.919,W
8/26/2012,5:00:00,22.583,N,77.929,W
8/26/2012,5:02:00,22.588,N,77.938,W
8/26/2012,5:04:01,22.593,N,77.948,W
8/26/2012,5:06:01,22.599,N,77.958,W
8/26/2012,5:08:01,22.604,N,77.968,W
8/26/2012,5:10:01,22.609,N,77.978,W
8/26/2012,5:12:01,22.614,N,77.988,W
8/26/2012,5:14:01,22.619,N,77.998,W
8/26/2012,5:16:01,22.624,N,78.008,W
8/26/2012,5:18:00,22.629,N,78.018,W
8/26/2012,5:20:00,22.634,N,78.028,W
8/26/2012,5:22:00,22.64,N,78.038,W
8/26/2012,5:24:00,22.645,N,78.048,W
8/26/2012,5:26:00,22.65,N,78.058,W
8/26/2012,5:28:00,22.655,N,78.068,W
8/26/2012,5:30:00,22.66,N,78.078,W
8/26/2012,5:32:00,22.665,N,78.088,W
8/26/2012,5:34:01,22.671,N,78.098,W
8/26/2012,5:36:01,22.676,N,78.108,W
8/26/2012,5:38:01,22.681,N,78.118,W
8/26/2012,5:40:01,22.686,N,78.128,W
8/26/2012,5:42:01,22.691,N,78.138,W
8/26/2012,5:44:01,22.696,N,78.148,W
8/26/2012,5:46:01,22.701,N,78.158,W
8/26/2012,5:48:00,22.707,N,78.168,W
8/26/2012,5:50:00,22.712,N,78.178,W
8/26/2012,5:52:00,22.717,N,78.189,W
8/26/2012,5:54:00,22.722,N,78.199,W
8/26/2012,5:56:00,22.727,N,78.209,W
8/26/2012,5:57:03,22.73,N,78.214,W
8/26/2012,5:59:03,22.738,N,78.224,W
8/26/2012,6:01:03,22.746,N,78.233,W
8/26/2012,6:03:03,22.754,N,78.243,W
8/26/2012,6:05:03,22.762,N,78.253,W
8/26/2012,6:07:03,22.77,N,78.262,W
8/26/2012,6:09:02,22.777,N,78.272,W
8/26/2012,6:11:02,22.785,N,78.282,W
8/26/2012,6:13:02,22.792,N,78.292,W
8/26/2012,6:15:02,22.799,N,78.301,W
8/26/2012,6:17:02,22.807,N,78.311,W
8/26/2012,6:19:02,22.813,N,78.321,W
8/26/2012,6:21:02,22.82,N,78.331,W
8/26/2012,6:23:02,22.827,N,78.341,W
8/26/2012,6:25:03,22.834,N,78.351,W
8/26/2012,6:27:03,22.84,N,78.361,W
8/26/2012,6:29:03,22.846,N,78.371,W
8/26/2012,6:31:03,22.852,N,78.381,W
8/26/2012,6:33:03,22.858,N,78.391,W
8/26/2012,6:35:03,22.864,N,78.401,W
8/26/2012,6:37:03,22.87,N,78.411,W
8/26/2012,6:39:02,22.876,N,78.421,W
8/26/2012,6:41:02,22.881,N,78.431,W
8/26/2012,6:43:02,22.887,N,78.442,W
8/26/2012,6:45:02,22.892,N,78.452,W
8/26/2012,6:47:02,22.897,N,78.462,W
8/26/2012,6:49:02,22.902,N,78.472,W
8/26/2012,6:51:02,22.907,N,78.482,W
8/26/2012,6:53:02,22.912,N,78.493,W
8/26/2012,6:55:03,22.917,N,78.503,W
8/26/2012,6:57:03,22.921,N,78.513,W
8/26/2012,6:59:03,22.926,N,78.524,W
8/26/2012,7:01:03,22.93,N,78.534,W
8/26/2012,7:03:03,22.934,N,78.544,W
8/26/2012,7:05:03,22.938,N,78.555,W
8/26/2012,7:07:03,22.942,N,78.565,W
8/26/2012,7:09:02,22.946,N,78.576,W
8/26/2012,7:11:02,22.95,N,78.586,W
8/26/2012,7:13:02,22.954,N,78.597,W
8/26/2012,7:15:02,22.958,N,78.607,W
8/26/2012,7:17:02,22.961,N,78.618,W
8/26/2012,7:19:02,22.964,N,78.628,W
8/26/2012,7:21:02,22.968,N,78.639,W
8/26/2012,7:23:02,22.971,N,78.649,W
8/26/2012,7:25:03,22.974,N,78.66,W
8/26/2012,7:27:03,22.977,N,78.671,W
8/26/2012,7:29:03,22.98,N,78.681,W
8/26/2012,7:31:03,22.983,N,78.692,W
8/26/2012,7:33:03,22.986,N,78.703,W
8/26/2012,7:35:03,22.988,N,78.713,W
8/26/2012,7:37:03,22.991,N,78.724,W
8/26/2012,7:37:47,22.992,N,78.728,W
8/26/2012,7:39:46,22.994,N,78.738,W
8/26/2012,7:41:46,22.995,N,78.749,W
8/26/2012,7:43:46,22.996,N,78.76,W
8/26/2012,7:45:46,22.997,N,78.77,W
8/26/2012,7:47:46,22.998,N,78.781,W
8/26/2012,7:49:46,22.998,N,78.791,W
8/26/2012,7:51:46,22.999,N,78.802,W
8/26/2012,7:53:46,22.999,N,78.812,W
8/26/2012,7:55:47,22.999,N,78.823,W
8/26/2012,7:57:47,22.999,N,78.834,W
8/26/2012,7:59:47,22.998,N,78.844,W
8/26/2012,8:01:47,22.998,N,78.855,W
8/26/2012,8:03:46,22.997,N,78.866,W
8/26/2012,8:05:47,22.997,N,78.877,W
8/26/2012,8:07:46,22.996,N,78.887,W
8/26/2012,8:09:46,22.995,N,78.898,W
8/26/2012,8:11:47,22.994,N,78.909,W
8/26/2012,8:13:46,22.993,N,78.92,W
8/26/2012,8:15:47,22.992,N,78.93,W
8/26/2012,8:17:46,22.991,N,78.941,W
8/26/2012,8:19:47,22.989,N,78.952,W
8/26/2012,8:21:46,22.988,N,78.963,W
8/26/2012,8:23:47,22.987,N,78.974,W
8/26/2012,8:25:46,22.986,N,78.985,W
8/26/2012,8:27:47,22.984,N,78.996,W
8/26/2012,8:29:46,22.983,N,79.007,W
8/26/2012,8:31:47,22.981,N,79.018,W
8/26/2012,8:33:46,22.98,N,79.028,W
8/26/2012,8:35:47,22.979,N,79.039,W
8/26/2012,8:37:46,22.978,N,79.05,W
8/26/2012,8:39:46,22.976,N,79.062,W
8/26/2012,8:41:47,22.975,N,79.073,W
8/26/2012,8:43:46,22.974,N,79.084,W
8/26/2012,8:45:47,22.973,N,79.095,W
8/26/2012,8:47:46,22.972,N,79.106,W
8/26/2012,8:49:47,22.971,N,79.117,W
8/26/2012,8:51:46,22.97,N,79.128,W
8/26/2012,8:53:47,22.97,N,79.139,W
8/26/2012,8:55:46,22.969,N,79.15,W
8/26/2012,8:57:47,22.969,N,79.162,W
8/26/2012,8:59:46,22.968,N,79.173,W
8/26/2012,9:01:47,22.968,N,79.184,W
8/26/2012,9:03:46,22.968,N,79.195,W
8/26/2012,9:05:47,22.968,N,79.207,W
8/26/2012,9:07:46,22.968,N,79.218,W
8/26/2012,9:09:46,22.969,N,79.229,W
8/26/2012,9:11:47,22.97,N,79.241,W
8/26/2012,9:13:46,22.971,N,79.252,W
8/26/2012,9:15:47,22.972,N,79.263,W
8/26/2012,9:17:46,22.973,N,79.275,W
8/26/2012,9:19:47,22.975,N,79.286,W
8/26/2012,9:21:46,22.976,N,79.298,W
8/26/2012,9:23:47,22.978,N,79.309,W
8/26/2012,9:25:46,22.981,N,79.321,W
8/26/2012,9:27:47,22.983,N,79.332,W
8/26/2012,9:29:46,22.986,N,79.344,W
8/26/2012,9:31:47,22.989,N,79.355,W
8/26/2012,9:33:46,22.993,N,79.367,W
8/26/2012,9:35:47,22.996,N,79.378,W
8/26/2012,9:37:46,23,N,79.39,W
8/26/2012,9:39:46,23.004,N,79.401,W
8/26/2012,9:41:47,23.009,N,79.413,W
8/26/2012,9:43:46,23.013,N,79.425,W
8/26/2012,9:45:47,23.018,N,79.436,W
8/26/2012,9:47:46,23.023,N,79.448,W
8/26/2012,9:49:47,23.028,N,79.46,W
8/26/2012,9:51:31,23.033,N,79.47,W
8/26/2012,9:53:30,23.038,N,79.482,W
8/26/2012,9:55:30,23.043,N,79.493,W
8/26/2012,9:57:31,23.048,N,79.505,W
8/26/2012,9:59:30,23.054,N,79.517,W
8/26/2012,10:01:31,23.059,N,79.528,W
8/26/2012,10:03:30,23.065,N,79.54,W
8/26/2012,10:05:31,23.071,N,79.552,W
8/26/2012,10:07:30,23.077,N,79.564,W
8/26/2012,10:09:31,23.084,N,79.575,W
8/26/2012,10:11:30,23.09,N,79.587,W
8/26/2012,10:13:31,23.097,N,79.599,W
8/26/2012,10:15:30,23.104,N,79.611,W
8/26/2012,10:17:31,23.112,N,79.623,W
8/26/2012,10:19:30,23.119,N,79.635,W
8/26/2012,10:21:31,23.127,N,79.647,W
8/26/2012,10:23:30,23.135,N,79.659,W
8/26/2012,10:25:30,23.143,N,79.671,W
8/26/2012,10:27:31,23.151,N,79.683,W
8/26/2012,10:29:30,23.16,N,79.695,W
8/26/2012,10:31:31,23.168,N,79.707,W
8/26/2012,10:33:30,23.177,N,79.719,W
8/26/2012,10:35:31,23.186,N,79.731,W
8/26/2012,10:37:30,23.195,N,79.743,W
8/26/2012,10:39:31,23.205,N,79.755,W
8/26/2012,10:41:30,23.214,N,79.767,W
8/26/2012,10:43:31,23.224,N,79.779,W
8/26/2012,10:45:30,23.233,N,79.791,W
8/26/2012,10:47:31,23.243,N,79.803,W
8/26/2012,10:49:30,23.253,N,79.816,W
8/26/2012,10:51:31,23.263,N,79.828,W
8/26/2012,10:53:30,23.273,N,79.84,W
8/26/2012,10:55:30,23.283,N,79.852,W
8/26/2012,10:57:31,23.293,N,79.864,W
8/26/2012,10:59:30,23.304,N,79.876,W
8/26/2012,11:01:31,23.314,N,79.888,W
8/26/2012,11:03:30,23.325,N,79.9,W
8/26/2012,11:05:31,23.335,N,79.912,W
8/26/2012,11:07:30,23.346,N,79.924,W
8/26/2012,11:09:31,23.357,N,79.936,W
8/26/2012,11:11:30,23.367,N,79.948,W
8/26/2012,11:12:13,23.371,N,79.952,W
8/26/2012,11:14:12,23.378,N,79.963,W
8/26/2012,11:16:13,23.385,N,79.974,W
8/26/2012,11:18:12,23.392,N,79.985,W
8/26/2012,11:20:13,23.399,N,79.996,W
8/26/2012,11:22:13,23.405,N,80.007,W
8/26/2012,11:24:12,23.412,N,80.018,W
8/26/2012,11:26:13,23.418,N,80.029,W
8/26/2012,11:28:12,23.424,N,80.04,W
8/26/2012,11:30:13,23.43,N,80.05,W
8/26/2012,11:32:12,23.437,N,80.061,W
8/26/2012,11:34:13,23.442,N,80.071,W
8/26/2012,11:36:12,23.448,N,80.082,W
8/26/2012,11:38:13,23.454,N,80.092,W
8/26/2012,11:40:12,23.46,N,80.103,W
8/26/2012,11:42:13,23.465,N,80.113,W
8/26/2012,11:44:12,23.47,N,80.123,W
8/26/2012,11:46:13,23.475,N,80.133,W
8/26/2012,11:48:12,23.48,N,80.143,W
8/26/2012,11:50:13,23.485,N,80.153,W
8/26/2012,11:52:13,23.49,N,80.163,W
8/26/2012,11:54:12,23.495,N,80.173,W
8/26/2012,11:56:13,23.499,N,80.182,W
8/26/2012,11:58:12,23.503,N,80.192,W
8/26/2012,12:00:13,23.507,N,80.201,W
8/26/2012,12:02:12,23.511,N,80.211,W
8/26/2012,12:04:13,23.515,N,80.22,W
8/26/2012,12:06:12,23.519,N,80.229,W
8/26/2012,12:08:13,23.523,N,80.238,W
8/26/2012,12:10:12,23.526,N,80.247,W
8/26/2012,12:12:13,23.529,N,80.256,W
8/26/2012,12:14:12,23.532,N,80.265,W
8/26/2012,12:16:13,23.535,N,80.274,W
8/26/2012,12:18:12,23.538,N,80.283,W
