Track,for,Isaac,2018,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/12/2018,14:09:24,14.984,N,54.598,W,1
9/12/2018,14:11:23,14.988,N,54.61,W,1
9/12/2018,14:13:24,14.992,N,54.622,W,1
9/12/2018,14:15:24,14.996,N,54.634,W,1
9/12/2018,14:17:23,15,N,54.646,W,1
9/12/2018,14:19:24,15.004,N,54.658,W,1
9/12/2018,14:21:23,15.008,N,54.67,W,1
9/12/2018,14:23:24,15.012,N,54.682,W,1
9/12/2018,14:25:23,15.017,N,54.694,W,1
9/12/2018,14:27:24,15.021,N,54.706,W,1
9/12/2018,14:29:23,15.025,N,54.718,W,1
9/12/2018,14:31:24,15.029,N,54.729,W,1
9/12/2018,14:33:23,15.033,N,54.741,W,1
9/12/2018,14:35:24,15.037,N,54.753,W,1
9/12/2018,14:37:23,15.041,N,54.765,W,1
9/12/2018,14:39:24,15.045,N,54.777,W,1
9/12/2018,14:41:23,15.049,N,54.789,W,1
9/12/2018,14:43:24,15.053,N,54.801,W,1
9/12/2018,14:45:24,15.058,N,54.813,W,1
9/12/2018,14:47:23,15.062,N,54.825,W,1
9/12/2018,14:49:24,15.066,N,54.837,W,1
9/12/2018,14:51:23,15.07,N,54.849,W,1
9/12/2018,14:53:24,15.074,N,54.861,W,1
9/12/2018,14:55:23,15.078,N,54.872,W,1
9/12/2018,14:57:24,15.082,N,54.884,W,1
9/12/2018,14:59:23,15.086,N,54.896,W,1
9/12/2018,15:01:24,15.09,N,54.908,W,1
9/12/2018,15:03:23,15.094,N,54.92,W,1
9/12/2018,15:05:24,15.098,N,54.932,W,1
9/12/2018,15:07:23,15.102,N,54.944,W,1
9/12/2018,15:09:24,15.106,N,54.955,W,1
9/12/2018,15:11:23,15.11,N,54.967,W,1
9/12/2018,15:13:24,15.114,N,54.979,W,1
9/12/2018,15:15:24,15.118,N,54.991,W,1
9/12/2018,15:17:23,15.122,N,55.003,W,1
9/12/2018,15:19:24,15.126,N,55.015,W,1
9/12/2018,15:21:23,15.13,N,55.026,W,1
9/12/2018,15:23:24,15.134,N,55.038,W,1
9/12/2018,15:25:23,15.138,N,55.05,W,1
9/12/2018,15:27:24,15.142,N,55.062,W,1
9/12/2018,15:29:23,15.146,N,55.073,W,1
9/12/2018,15:31:24,15.15,N,55.085,W,1
9/12/2018,15:33:23,15.154,N,55.097,W,1
9/12/2018,15:35:24,15.158,N,55.109,W,1
9/12/2018,15:37:23,15.162,N,55.12,W,1
9/12/2018,15:39:24,15.166,N,55.132,W,1
9/12/2018,15:41:23,15.169,N,55.144,W,1
9/12/2018,15:43:24,15.173,N,55.155,W,1
9/12/2018,15:45:24,15.177,N,55.167,W,1
9/12/2018,15:47:23,15.181,N,55.179,W,1
9/12/2018,15:49:24,15.185,N,55.19,W,1
9/12/2018,15:51:23,15.189,N,55.202,W,1
9/12/2018,15:53:24,15.193,N,55.214,W,1
9/12/2018,15:55:23,15.196,N,55.225,W,1
9/12/2018,15:57:24,15.2,N,55.237,W,1
9/12/2018,15:59:23,15.204,N,55.248,W,1
9/12/2018,16:01:23,15.208,N,55.26,W,1
9/12/2018,16:03:24,15.211,N,55.271,W,1
9/12/2018,16:05:24,15.215,N,55.283,W,1
9/12/2018,16:07:23,15.219,N,55.294,W,1
9/12/2018,16:09:23,15.223,N,55.306,W,1
9/12/2018,16:11:24,15.226,N,55.317,W,1
9/12/2018,16:13:24,15.23,N,55.329,W,1
9/12/2018,16:15:23,15.234,N,55.34,W,1
9/12/2018,16:17:24,15.237,N,55.352,W,1
9/12/2018,16:19:24,15.241,N,55.363,W,1
9/12/2018,16:21:23,15.244,N,55.375,W,1
9/12/2018,16:23:23,15.248,N,55.386,W,1
9/12/2018,16:25:24,15.252,N,55.397,W,1
9/12/2018,16:27:24,15.255,N,55.409,W,1
9/12/2018,16:29:23,15.259,N,55.42,W,1
9/12/2018,16:31:23,15.262,N,55.431,W,1
9/12/2018,16:33:24,15.266,N,55.442,W,1
9/12/2018,16:35:24,15.269,N,55.454,W,1
9/12/2018,16:37:23,15.273,N,55.465,W,1
9/12/2018,16:39:23,15.276,N,55.476,W,1
9/12/2018,16:41:24,15.28,N,55.487,W,1
9/12/2018,16:43:24,15.283,N,55.499,W,1
9/12/2018,16:45:23,15.286,N,55.51,W,1
9/12/2018,16:47:24,15.29,N,55.521,W,1
9/12/2018,16:49:24,15.293,N,55.532,W,1
9/12/2018,16:51:23,15.297,N,55.543,W,1
9/12/2018,16:53:23,15.3,N,55.554,W,1
9/12/2018,16:55:24,15.303,N,55.565,W,1
9/12/2018,16:57:24,15.307,N,55.576,W,1
9/12/2018,16:59:23,15.31,N,55.587,W,1
9/12/2018,17:01:23,15.313,N,55.598,W,1
9/12/2018,17:03:24,15.316,N,55.609,W,1
9/12/2018,17:05:24,15.319,N,55.62,W,1
9/12/2018,17:07:23,15.323,N,55.631,W,1
9/12/2018,17:09:23,15.326,N,55.642,W,1
9/12/2018,17:11:24,15.329,N,55.653,W,1
9/12/2018,17:13:24,15.332,N,55.664,W,1
9/12/2018,17:15:23,15.335,N,55.674,W,1
9/12/2018,17:17:24,15.338,N,55.685,W,1
9/12/2018,17:19:24,15.341,N,55.696,W,1
9/12/2018,17:21:23,15.344,N,55.707,W,1
9/12/2018,17:23:23,15.347,N,55.717,W,1
9/12/2018,17:25:24,15.35,N,55.728,W,1
9/12/2018,17:27:24,15.353,N,55.739,W,1
9/12/2018,17:29:23,15.356,N,55.749,W,1
9/12/2018,17:31:23,15.359,N,55.76,W,1
9/12/2018,17:33:24,15.362,N,55.771,W,1
9/12/2018,17:35:24,15.365,N,55.781,W,1
9/12/2018,17:37:23,15.368,N,55.792,W,1
9/12/2018,17:39:23,15.37,N,55.802,W,1
9/12/2018,17:41:24,15.373,N,55.813,W,1
9/12/2018,17:43:24,15.376,N,55.823,W,1
9/12/2018,17:45:23,15.379,N,55.833,W,1
9/12/2018,17:47:24,15.381,N,55.844,W,1
9/12/2018,17:49:24,15.384,N,55.854,W,1
9/12/2018,17:51:23,15.387,N,55.864,W,1
9/12/2018,17:53:23,15.389,N,55.875,W,1
9/12/2018,17:55:24,15.392,N,55.885,W,1
9/12/2018,17:57:24,15.394,N,55.895,W,1
9/12/2018,17:59:23,15.397,N,55.905,W,1
9/12/2018,18:01:23,15.399,N,55.916,W,1
9/12/2018,18:03:24,15.402,N,55.926,W,1
9/12/2018,18:05:24,15.404,N,55.936,W,1
9/12/2018,18:07:23,15.407,N,55.946,W,1
9/12/2018,18:09:23,15.409,N,55.956,W,1
9/12/2018,18:11:24,15.411,N,55.966,W,1
9/12/2018,18:13:24,15.414,N,55.976,W,1
9/12/2018,18:15:23,15.416,N,55.986,W,1
9/12/2018,18:17:24,15.418,N,55.996,W,1
9/12/2018,18:19:24,15.42,N,56.006,W,1
9/12/2018,18:21:23,15.423,N,56.015,W,1
9/12/2018,18:23:23,15.425,N,56.025,W,1
9/12/2018,18:25:24,15.427,N,56.035,W,1
9/12/2018,18:27:24,15.429,N,56.045,W,1
9/12/2018,18:29:23,15.431,N,56.054,W,1
9/12/2018,18:31:23,15.433,N,56.064,W,1
9/12/2018,18:33:24,15.435,N,56.074,W,1
9/12/2018,18:35:24,15.437,N,56.083,W,1
9/12/2018,18:37:23,15.439,N,56.093,W,1
9/12/2018,18:39:23,15.441,N,56.102,W,1
9/12/2018,18:41:24,15.443,N,56.112,W,1
9/12/2018,18:43:24,15.445,N,56.121,W,1
9/12/2018,18:45:23,15.446,N,56.131,W,1
9/12/2018,18:47:24,15.448,N,56.14,W,1
9/12/2018,18:49:24,15.45,N,56.149,W,1
9/12/2018,18:51:23,15.452,N,56.158,W,1
9/12/2018,18:53:23,15.453,N,56.168,W,1
9/12/2018,18:55:24,15.455,N,56.177,W,1
9/12/2018,18:57:24,15.457,N,56.186,W,1
9/12/2018,18:59:23,15.458,N,56.195,W,1
9/12/2018,19:01:23,15.46,N,56.204,W,1
9/12/2018,19:03:24,15.461,N,56.213,W,1
9/12/2018,19:05:24,15.463,N,56.222,W,1
9/12/2018,19:07:23,15.464,N,56.231,W,1
9/12/2018,19:09:23,15.465,N,56.24,W,1
9/12/2018,19:11:24,15.467,N,56.249,W,1
9/12/2018,19:13:24,15.468,N,56.258,W,1
9/12/2018,19:15:23,15.469,N,56.267,W,1
9/12/2018,19:17:24,15.47,N,56.275,W,1
9/12/2018,19:19:24,15.472,N,56.284,W,1
9/12/2018,19:21:23,15.473,N,56.293,W,1
9/12/2018,19:23:23,15.474,N,56.301,W,1
9/12/2018,19:25:24,15.475,N,56.31,W,1
9/12/2018,19:27:24,15.476,N,56.319,W,1
9/12/2018,19:29:23,15.477,N,56.327,W,1
9/12/2018,19:31:23,15.478,N,56.335,W,1
9/12/2018,19:33:24,15.479,N,56.344,W,1
9/12/2018,19:35:24,15.48,N,56.352,W,1
9/12/2018,19:37:23,15.48,N,56.361,W,1
9/12/2018,19:39:23,15.481,N,56.369,W,1
9/12/2018,19:41:24,15.482,N,56.377,W,1
9/12/2018,19:43:24,15.483,N,56.385,W,1
9/12/2018,19:45:23,15.483,N,56.393,W,1
9/12/2018,19:47:24,15.484,N,56.401,W,1
9/12/2018,19:49:24,15.484,N,56.409,W,1
9/12/2018,19:51:23,15.485,N,56.417,W,1
9/12/2018,19:53:23,15.485,N,56.425,W,1
9/12/2018,19:55:24,15.486,N,56.433,W,1
9/12/2018,19:57:24,15.486,N,56.441,W,1
9/12/2018,19:59:23,15.487,N,56.449,W,1
9/12/2018,20:01:23,15.487,N,56.457,W,1
9/12/2018,20:03:24,15.487,N,56.464,W,1
9/12/2018,20:05:24,15.488,N,56.472,W,1
9/12/2018,20:07:23,15.488,N,56.48,W,1
9/12/2018,20:09:23,15.488,N,56.487,W,1
9/12/2018,20:11:24,15.488,N,56.495,W,1
9/12/2018,20:13:24,15.488,N,56.502,W,1
9/12/2018,20:15:23,15.488,N,56.51,W,1
9/12/2018,20:17:24,15.488,N,56.517,W,1
9/12/2018,20:19:24,15.488,N,56.524,W,1
9/12/2018,20:21:23,15.488,N,56.532,W,1
9/12/2018,20:23:23,15.488,N,56.539,W,1
9/12/2018,20:25:24,15.488,N,56.546,W,1
9/12/2018,20:27:24,15.487,N,56.553,W,1
9/12/2018,20:29:23,15.487,N,56.561,W,1
9/12/2018,20:31:23,15.487,N,56.568,W,1
9/12/2018,20:33:24,15.487,N,56.575,W,1
9/12/2018,20:35:24,15.486,N,56.582,W,1
9/12/2018,20:37:23,15.486,N,56.589,W,1
9/12/2018,20:39:23,15.485,N,56.596,W,1
9/12/2018,20:41:24,15.485,N,56.602,W,1
9/12/2018,20:43:24,15.484,N,56.609,W,1
9/12/2018,20:45:23,15.484,N,56.616,W,1
9/12/2018,20:47:24,15.483,N,56.623,W,1
9/12/2018,20:49:24,15.483,N,56.63,W,1
9/12/2018,20:51:23,15.482,N,56.636,W,1
9/12/2018,20:53:23,15.481,N,56.643,W,1
9/12/2018,20:55:24,15.48,N,56.649,W,1
9/12/2018,20:57:24,15.48,N,56.656,W,1
9/12/2018,20:59:23,15.479,N,56.663,W,1
9/12/2018,21:01:23,15.478,N,56.669,W,1
9/12/2018,21:03:24,15.477,N,56.676,W,1
9/12/2018,21:05:24,15.476,N,56.682,W,1
9/12/2018,21:07:23,15.475,N,56.688,W,1
9/12/2018,21:09:23,15.474,N,56.695,W,1
9/12/2018,21:11:24,15.473,N,56.701,W,1
9/12/2018,21:13:24,15.472,N,56.707,W,1
9/12/2018,21:15:23,15.471,N,56.713,W,1
9/12/2018,21:17:24,15.47,N,56.72,W,1
9/12/2018,21:19:24,15.469,N,56.726,W,1
9/12/2018,21:21:23,15.468,N,56.732,W,1
9/12/2018,21:23:23,15.467,N,56.738,W,1
9/12/2018,21:25:24,15.466,N,56.744,W,1
9/12/2018,21:27:24,15.464,N,56.75,W,1
9/12/2018,21:29:23,15.463,N,56.756,W,1
9/12/2018,21:31:23,15.462,N,56.762,W,1
9/12/2018,21:33:24,15.46,N,56.768,W,1
9/12/2018,21:35:24,15.459,N,56.774,W,1
9/12/2018,21:37:23,15.458,N,56.78,W,1
9/12/2018,21:39:23,15.456,N,56.786,W,1
9/12/2018,21:41:24,15.455,N,56.791,W,1
9/12/2018,21:43:24,15.453,N,56.797,W,1
9/12/2018,21:45:23,15.452,N,56.803,W,1
9/12/2018,21:47:24,15.45,N,56.809,W,1
9/12/2018,21:49:24,15.448,N,56.814,W,1
9/12/2018,21:51:23,15.447,N,56.82,W,1
9/12/2018,21:53:23,15.445,N,56.825,W,1
9/12/2018,21:55:24,15.444,N,56.831,W,1
9/12/2018,21:57:24,15.442,N,56.837,W,1
9/12/2018,21:59:23,15.44,N,56.842,W,1
9/12/2018,22:01:23,15.438,N,56.847,W,1
9/12/2018,22:03:24,15.437,N,56.853,W,1
9/12/2018,22:05:24,15.435,N,56.858,W,1
9/12/2018,22:07:23,15.433,N,56.864,W,1
9/12/2018,22:09:23,15.431,N,56.869,W,1
9/12/2018,22:11:24,15.429,N,56.874,W,1
9/12/2018,22:13:24,15.427,N,56.88,W,1
9/12/2018,22:15:23,15.425,N,56.885,W,1
9/12/2018,22:17:24,15.423,N,56.89,W,1
9/12/2018,22:19:24,15.421,N,56.896,W,1
9/12/2018,22:21:23,15.419,N,56.901,W,1
9/12/2018,22:23:23,15.417,N,56.906,W,1
9/12/2018,22:25:24,15.415,N,56.911,W,1
9/12/2018,22:27:24,15.413,N,56.916,W,1
9/12/2018,22:29:23,15.411,N,56.921,W,1
9/12/2018,22:31:23,15.409,N,56.926,W,1
9/12/2018,22:33:24,15.407,N,56.931,W,1
9/12/2018,22:35:24,15.405,N,56.936,W,1
9/12/2018,22:37:23,15.403,N,56.941,W,1
9/12/2018,22:39:23,15.4,N,56.946,W,1
9/12/2018,22:41:24,15.398,N,56.951,W,1
9/12/2018,22:43:24,15.396,N,56.956,W,1
9/12/2018,22:45:23,15.394,N,56.961,W,1
9/12/2018,22:47:24,15.391,N,56.966,W,1
9/12/2018,22:49:24,15.389,N,56.971,W,1
9/12/2018,22:51:23,15.387,N,56.976,W,1
9/12/2018,22:53:23,15.384,N,56.98,W,1
9/12/2018,22:55:24,15.382,N,56.985,W,1
9/12/2018,22:57:24,15.38,N,56.99,W,1
9/12/2018,22:59:23,15.377,N,56.995,W,1
9/12/2018,23:01:23,15.375,N,57,W,1
9/12/2018,23:03:24,15.372,N,57.004,W,1
9/12/2018,23:05:24,15.37,N,57.009,W,1
9/12/2018,23:07:23,15.367,N,57.014,W,1
9/12/2018,23:09:23,15.365,N,57.018,W,1
9/12/2018,23:11:24,15.362,N,57.023,W,1
9/12/2018,23:13:24,15.36,N,57.027,W,1
9/12/2018,23:15:23,15.357,N,57.032,W,1
9/12/2018,23:17:24,15.355,N,57.037,W,1
9/12/2018,23:19:24,15.352,N,57.041,W,1
9/12/2018,23:21:23,15.349,N,57.046,W,1
9/12/2018,23:23:23,15.347,N,57.05,W,1
9/12/2018,23:25:24,15.344,N,57.055,W,1
9/12/2018,23:27:24,15.341,N,57.059,W,1
9/12/2018,23:29:23,15.339,N,57.064,W,1
9/12/2018,23:31:23,15.336,N,57.068,W,1
9/12/2018,23:33:24,15.333,N,57.072,W,1
9/12/2018,23:35:24,15.331,N,57.077,W,1
9/12/2018,23:37:23,15.328,N,57.081,W,1
9/12/2018,23:39:23,15.325,N,57.086,W,1
9/12/2018,23:41:24,15.322,N,57.09,W,1
9/12/2018,23:43:24,15.32,N,57.094,W,1
9/12/2018,23:45:23,15.317,N,57.099,W,1
9/12/2018,23:47:24,15.314,N,57.103,W,1
9/12/2018,23:49:24,15.311,N,57.107,W,1
9/12/2018,23:51:23,15.308,N,57.112,W,1
9/12/2018,23:53:23,15.305,N,57.116,W,1
9/12/2018,23:54:26,15.304,N,57.118,W,1
9/12/2018,23:56:26,15.298,N,57.128,W,1
9/12/2018,23:58:25,15.292,N,57.137,W,1
9/13/2018,0:00:26,15.286,N,57.147,W,1
9/13/2018,0:02:26,15.28,N,57.157,W,1
9/13/2018,0:04:25,15.275,N,57.166,W,1
9/13/2018,0:06:25,15.269,N,57.176,W,1
9/13/2018,0:08:26,15.264,N,57.185,W,1
9/13/2018,0:10:26,15.26,N,57.194,W,1
9/13/2018,0:12:25,15.255,N,57.204,W,1
9/13/2018,0:14:25,15.25,N,57.213,W,1
9/13/2018,0:16:26,15.246,N,57.222,W,1
9/13/2018,0:18:26,15.242,N,57.231,W,1
9/13/2018,0:20:25,15.238,N,57.241,W,1
9/13/2018,0:22:25,15.234,N,57.25,W,1
9/13/2018,0:24:26,15.231,N,57.259,W,1
9/13/2018,0:26:26,15.227,N,57.268,W,1
9/13/2018,0:28:25,15.224,N,57.277,W,1
9/13/2018,0:30:26,15.221,N,57.286,W,1
9/13/2018,0:32:26,15.218,N,57.295,W,1
9/13/2018,0:34:25,15.215,N,57.303,W,1
9/13/2018,0:36:25,15.213,N,57.312,W,1
9/13/2018,0:38:26,15.21,N,57.321,W,1
9/13/2018,0:40:26,15.208,N,57.33,W,1
9/13/2018,0:42:25,15.206,N,57.339,W,1
9/13/2018,0:44:25,15.204,N,57.347,W,1
9/13/2018,0:46:26,15.202,N,57.356,W,1
9/13/2018,0:48:26,15.201,N,57.365,W,1
9/13/2018,0:50:25,15.199,N,57.373,W,1
9/13/2018,0:52:25,15.198,N,57.382,W,1
9/13/2018,0:54:26,15.197,N,57.39,W,1
9/13/2018,0:56:26,15.196,N,57.399,W,1
9/13/2018,0:58:25,15.195,N,57.407,W,1
9/13/2018,1:00:26,15.194,N,57.416,W,1
9/13/2018,1:02:26,15.194,N,57.424,W,1
9/13/2018,1:04:25,15.193,N,57.432,W,1
9/13/2018,1:06:25,15.193,N,57.441,W,1
9/13/2018,1:08:26,15.192,N,57.449,W,1
9/13/2018,1:10:26,15.192,N,57.457,W,1
9/13/2018,1:12:25,15.192,N,57.465,W,1
9/13/2018,1:14:25,15.192,N,57.474,W,1
9/13/2018,1:16:26,15.193,N,57.482,W,1
9/13/2018,1:18:26,15.193,N,57.49,W,1
9/13/2018,1:20:25,15.193,N,57.498,W,1
9/13/2018,1:22:25,15.194,N,57.506,W,1
9/13/2018,1:24:26,15.195,N,57.514,W,1
9/13/2018,1:26:26,15.196,N,57.522,W,1
9/13/2018,1:28:25,15.196,N,57.53,W,1
9/13/2018,1:29:33,15.197,N,57.535,W,1
9/13/2018,1:31:34,15.2,N,57.543,W,1
9/13/2018,1:33:33,15.202,N,57.55,W,1
9/13/2018,1:35:33,15.205,N,57.558,W,1
9/13/2018,1:37:34,15.207,N,57.566,W,1
9/13/2018,1:39:34,15.21,N,57.573,W,1
9/13/2018,1:41:33,15.212,N,57.581,W,1
9/13/2018,1:43:33,15.215,N,57.589,W,1
9/13/2018,1:45:34,15.217,N,57.596,W,1
9/13/2018,1:47:34,15.22,N,57.604,W,1
9/13/2018,1:49:33,15.222,N,57.612,W,1
9/13/2018,1:51:33,15.225,N,57.619,W,1
9/13/2018,1:53:34,15.227,N,57.627,W,1
9/13/2018,1:55:34,15.23,N,57.635,W,1
9/13/2018,1:57:33,15.232,N,57.642,W,1
9/13/2018,1:59:33,15.235,N,57.65,W,1
9/13/2018,2:01:34,15.237,N,57.657,W,1
9/13/2018,2:03:33,15.24,N,57.665,W,1
9/13/2018,2:05:33,15.242,N,57.673,W,1
9/13/2018,2:07:34,15.245,N,57.68,W,1
9/13/2018,2:09:34,15.247,N,57.688,W,1
9/13/2018,2:11:33,15.25,N,57.696,W,1
9/13/2018,2:13:33,15.252,N,57.703,W,1
9/13/2018,2:15:34,15.255,N,57.711,W,1
9/13/2018,2:17:34,15.257,N,57.719,W,1
9/13/2018,2:19:33,15.26,N,57.726,W,1
9/13/2018,2:21:33,15.262,N,57.734,W,1
9/13/2018,2:23:34,15.265,N,57.742,W,1
9/13/2018,2:25:34,15.267,N,57.749,W,1
9/13/2018,2:27:33,15.27,N,57.757,W,1
9/13/2018,2:29:33,15.272,N,57.765,W,1
9/13/2018,2:31:34,15.275,N,57.772,W,1
9/13/2018,2:33:33,15.277,N,57.78,W,1
9/13/2018,2:35:33,15.28,N,57.788,W,1
9/13/2018,2:37:34,15.282,N,57.795,W,1
9/13/2018,2:39:34,15.285,N,57.803,W,1
9/13/2018,2:41:33,15.288,N,57.811,W,1
9/13/2018,2:43:33,15.29,N,57.818,W,1
9/13/2018,2:45:34,15.293,N,57.826,W,1
9/13/2018,2:47:34,15.295,N,57.834,W,1
9/13/2018,2:49:33,15.298,N,57.841,W,1
9/13/2018,2:51:33,15.3,N,57.849,W,1
9/13/2018,2:53:34,15.303,N,57.857,W,1
9/13/2018,2:55:34,15.305,N,57.864,W,1
9/13/2018,2:57:33,15.308,N,57.872,W,1
9/13/2018,2:58:39,15.309,N,57.876,W,1
9/13/2018,3:00:39,15.311,N,57.884,W,1
9/13/2018,3:02:38,15.313,N,57.892,W,1
9/13/2018,3:04:38,15.315,N,57.9,W,1
9/13/2018,3:06:39,15.317,N,57.908,W,1
9/13/2018,3:08:39,15.319,N,57.915,W,1
9/13/2018,3:10:38,15.321,N,57.923,W,1
9/13/2018,3:12:38,15.322,N,57.931,W,1
9/13/2018,3:14:39,15.324,N,57.939,W,1
