Track,for,Hermine,2016,,,
8/28/2016,21:45:44,23.567,N,81.962,W,1
8/28/2016,21:47:43,23.562,N,81.973,W,1
8/28/2016,21:49:43,23.557,N,81.984,W,1
8/28/2016,21:51:44,23.551,N,81.995,W,1
8/28/2016,21:53:43,23.546,N,82.006,W,1
8/28/2016,21:55:43,23.541,N,82.017,W,1
8/28/2016,21:57:44,23.536,N,82.027,W,1
8/28/2016,21:59:44,23.531,N,82.038,W,1
8/28/2016,22:01:43,23.526,N,82.049,W,1
8/28/2016,22:03:43,23.521,N,82.06,W,1
8/28/2016,22:05:44,23.516,N,82.071,W,1
8/28/2016,22:07:44,23.51,N,82.082,W,1
8/28/2016,22:09:43,23.505,N,82.093,W,1
8/28/2016,22:11:43,23.5,N,82.104,W,1
8/28/2016,22:13:44,23.495,N,82.115,W,1
8/28/2016,22:15:44,23.49,N,82.126,W,1
8/28/2016,22:16:29,23.488,N,82.13,W,1
8/28/2016,22:18:29,23.483,N,82.141,W,1
8/28/2016,22:20:28,23.478,N,82.152,W,1
8/28/2016,22:22:28,23.473,N,82.162,W,1
8/28/2016,22:24:29,23.468,N,82.173,W,1
8/28/2016,22:26:29,23.463,N,82.184,W,1
8/28/2016,22:28:28,23.458,N,82.195,W,1
8/28/2016,22:30:28,23.453,N,82.205,W,1
8/28/2016,22:32:29,23.448,N,82.216,W,1
8/28/2016,22:34:29,23.443,N,82.227,W,1
8/28/2016,22:36:28,23.438,N,82.237,W,1
8/28/2016,22:38:28,23.433,N,82.248,W,1
8/28/2016,22:40:29,23.428,N,82.258,W,1
8/28/2016,22:42:28,23.423,N,82.269,W,1
8/28/2016,22:44:28,23.419,N,82.279,W,1
8/28/2016,22:46:29,23.414,N,82.29,W,1
8/28/2016,22:48:29,23.409,N,82.3,W,1
8/28/2016,22:50:28,23.404,N,82.311,W,1
8/28/2016,22:52:28,23.399,N,82.321,W,1
8/28/2016,22:54:29,23.395,N,82.331,W,1
8/28/2016,22:56:29,23.39,N,82.342,W,1
8/28/2016,22:58:28,23.385,N,82.352,W,1
8/28/2016,23:00:28,23.381,N,82.362,W,1
8/28/2016,23:02:29,23.376,N,82.372,W,1
8/28/2016,23:04:29,23.371,N,82.382,W,1
8/28/2016,23:06:28,23.367,N,82.392,W,1
8/28/2016,23:08:28,23.362,N,82.402,W,1
8/28/2016,23:10:29,23.358,N,82.412,W,1
8/28/2016,23:12:28,23.353,N,82.422,W,1
8/28/2016,23:14:28,23.349,N,82.432,W,1
8/28/2016,23:16:29,23.344,N,82.442,W,1
8/28/2016,23:18:29,23.34,N,82.452,W,1
8/28/2016,23:20:28,23.335,N,82.461,W,1
8/28/2016,23:22:28,23.331,N,82.471,W,1
8/28/2016,23:24:29,23.327,N,82.481,W,1
8/28/2016,23:26:29,23.322,N,82.49,W,1
8/28/2016,23:28:28,23.318,N,82.5,W,1
8/28/2016,23:30:28,23.314,N,82.509,W,1
8/28/2016,23:32:29,23.31,N,82.519,W,1
8/28/2016,23:34:29,23.306,N,82.528,W,1
8/28/2016,23:36:28,23.301,N,82.537,W,1
8/28/2016,23:38:28,23.297,N,82.547,W,1
8/28/2016,23:40:29,23.293,N,82.556,W,1
8/28/2016,23:42:28,23.289,N,82.565,W,1
8/28/2016,23:44:28,23.285,N,82.574,W,1
8/28/2016,23:46:29,23.281,N,82.583,W,1
8/28/2016,23:48:29,23.278,N,82.592,W,1
8/28/2016,23:50:28,23.274,N,82.601,W,1
8/28/2016,23:52:28,23.27,N,82.609,W,1
8/28/2016,23:54:29,23.266,N,82.618,W,1
8/28/2016,23:56:29,23.262,N,82.627,W,1
8/28/2016,23:58:28,23.259,N,82.635,W,1
8/29/2016,0:00:28,23.255,N,82.644,W,1
8/29/2016,0:02:29,23.252,N,82.652,W,1
8/29/2016,0:04:29,23.248,N,82.66,W,1
8/29/2016,0:06:28,23.244,N,82.669,W,1
8/29/2016,0:08:28,23.241,N,82.677,W,1
8/29/2016,0:10:29,23.238,N,82.685,W,1
8/29/2016,0:12:28,23.234,N,82.693,W,1
8/29/2016,0:14:28,23.231,N,82.701,W,1
8/29/2016,0:16:29,23.228,N,82.709,W,1
8/29/2016,0:18:29,23.224,N,82.717,W,1
8/29/2016,0:20:28,23.221,N,82.724,W,1
8/29/2016,0:22:28,23.218,N,82.732,W,1
8/29/2016,0:24:29,23.215,N,82.74,W,1
8/29/2016,0:26:29,23.212,N,82.747,W,1
8/29/2016,0:28:28,23.209,N,82.754,W,1
8/29/2016,0:30:28,23.206,N,82.762,W,1
8/29/2016,0:32:29,23.203,N,82.769,W,1
8/29/2016,0:34:29,23.201,N,82.776,W,1
8/29/2016,0:36:28,23.198,N,82.783,W,1
8/29/2016,0:38:28,23.195,N,82.79,W,1
8/29/2016,0:40:29,23.193,N,82.797,W,1
8/29/2016,0:42:28,23.19,N,82.804,W,1
8/29/2016,0:44:28,23.188,N,82.81,W,1
8/29/2016,0:46:29,23.185,N,82.817,W,1
8/29/2016,0:48:29,23.183,N,82.823,W,1
8/29/2016,0:50:28,23.18,N,82.83,W,1
8/29/2016,0:52:28,23.178,N,82.836,W,1
8/29/2016,0:54:29,23.176,N,82.842,W,1
8/29/2016,0:56:29,23.174,N,82.848,W,1
8/29/2016,0:58:28,23.172,N,82.854,W,1
8/29/2016,1:00:28,23.17,N,82.86,W,1
8/29/2016,1:02:29,23.168,N,82.866,W,1
8/29/2016,1:04:29,23.166,N,82.872,W,1
8/29/2016,1:06:28,23.164,N,82.877,W,1
8/29/2016,1:08:28,23.162,N,82.883,W,1
8/29/2016,1:10:29,23.16,N,82.889,W,1
8/29/2016,1:12:28,23.158,N,82.894,W,1
8/29/2016,1:14:28,23.157,N,82.899,W,1
8/29/2016,1:16:29,23.155,N,82.905,W,1
8/29/2016,1:18:29,23.154,N,82.91,W,1
8/29/2016,1:20:28,23.152,N,82.915,W,1
8/29/2016,1:22:28,23.151,N,82.92,W,1
8/29/2016,1:24:29,23.149,N,82.925,W,1
8/29/2016,1:26:29,23.148,N,82.931,W,1
8/29/2016,1:28:28,23.146,N,82.935,W,1
8/29/2016,1:30:28,23.145,N,82.94,W,1
8/29/2016,1:32:29,23.144,N,82.945,W,1
8/29/2016,1:34:29,23.143,N,82.95,W,1
8/29/2016,1:36:28,23.142,N,82.955,W,1
8/29/2016,1:38:28,23.141,N,82.959,W,1
8/29/2016,1:40:29,23.14,N,82.964,W,1
8/29/2016,1:42:28,23.139,N,82.969,W,1
8/29/2016,1:44:28,23.138,N,82.973,W,1
8/29/2016,1:46:29,23.137,N,82.978,W,1
8/29/2016,1:48:29,23.136,N,82.982,W,1
8/29/2016,1:50:28,23.135,N,82.986,W,1
8/29/2016,1:52:28,23.134,N,82.991,W,1
8/29/2016,1:54:29,23.134,N,82.995,W,1
8/29/2016,1:56:29,23.133,N,82.999,W,1
8/29/2016,1:58:28,23.133,N,83.003,W,1
8/29/2016,2:00:28,23.132,N,83.008,W,1
8/29/2016,2:02:29,23.131,N,83.012,W,1
8/29/2016,2:04:29,23.131,N,83.016,W,1
8/29/2016,2:06:28,23.131,N,83.02,W,1
8/29/2016,2:08:28,23.13,N,83.024,W,1
8/29/2016,2:10:29,23.13,N,83.028,W,1
8/29/2016,2:12:28,23.13,N,83.032,W,1
8/29/2016,2:14:28,23.129,N,83.036,W,1
8/29/2016,2:16:29,23.129,N,83.04,W,1
8/29/2016,2:18:29,23.129,N,83.044,W,1
8/29/2016,2:20:28,23.129,N,83.048,W,1
8/29/2016,2:22:28,23.129,N,83.052,W,1
8/29/2016,2:24:29,23.129,N,83.056,W,1
8/29/2016,2:26:29,23.129,N,83.06,W,1
8/29/2016,2:28:28,23.129,N,83.063,W,1
8/29/2016,2:30:28,23.129,N,83.067,W,1
8/29/2016,2:32:29,23.129,N,83.071,W,1
8/29/2016,2:34:29,23.129,N,83.075,W,1
8/29/2016,2:36:28,23.129,N,83.079,W,1
8/29/2016,2:38:28,23.13,N,83.082,W,1
8/29/2016,2:40:29,23.13,N,83.086,W,1
8/29/2016,2:42:28,23.13,N,83.09,W,1
8/29/2016,2:44:28,23.131,N,83.094,W,1
8/29/2016,2:46:29,23.131,N,83.098,W,1
8/29/2016,2:48:29,23.132,N,83.101,W,1
8/29/2016,2:50:28,23.132,N,83.105,W,1
8/29/2016,2:52:28,23.133,N,83.109,W,1
8/29/2016,2:54:29,23.133,N,83.113,W,1
8/29/2016,2:56:29,23.134,N,83.117,W,1
8/29/2016,2:58:28,23.134,N,83.12,W,1
8/29/2016,3:00:28,23.135,N,83.124,W,1
8/29/2016,3:02:29,23.136,N,83.128,W,1
8/29/2016,3:04:29,23.136,N,83.132,W,1
8/29/2016,3:06:28,23.137,N,83.136,W,1
8/29/2016,3:08:28,23.138,N,83.14,W,1
8/29/2016,3:10:29,23.139,N,83.144,W,1
8/29/2016,3:12:28,23.14,N,83.148,W,1
8/29/2016,3:14:28,23.141,N,83.152,W,1
8/29/2016,3:16:29,23.141,N,83.156,W,1
8/29/2016,3:18:29,23.142,N,83.16,W,1
8/29/2016,3:20:28,23.143,N,83.164,W,1
8/29/2016,3:22:28,23.144,N,83.168,W,1
8/29/2016,3:24:29,23.146,N,83.172,W,1
8/29/2016,3:26:29,23.147,N,83.176,W,1
8/29/2016,3:28:28,23.148,N,83.18,W,1
8/29/2016,3:30:28,23.149,N,83.184,W,1
8/29/2016,3:32:29,23.15,N,83.188,W,1
8/29/2016,3:34:29,23.151,N,83.193,W,1
8/29/2016,3:36:28,23.153,N,83.197,W,1
8/29/2016,3:38:28,23.154,N,83.201,W,1
8/29/2016,3:40:29,23.155,N,83.206,W,1
8/29/2016,3:42:28,23.156,N,83.21,W,1
8/29/2016,3:44:28,23.158,N,83.214,W,1
8/29/2016,3:46:29,23.159,N,83.219,W,1
8/29/2016,3:48:29,23.161,N,83.224,W,1
8/29/2016,3:50:28,23.162,N,83.228,W,1
8/29/2016,3:52:28,23.163,N,83.233,W,1
8/29/2016,3:54:29,23.165,N,83.237,W,1
8/29/2016,3:56:29,23.166,N,83.242,W,1
8/29/2016,3:58:28,23.168,N,83.247,W,1
8/29/2016,4:00:28,23.17,N,83.252,W,1
8/29/2016,4:02:29,23.171,N,83.257,W,1
8/29/2016,4:04:29,23.173,N,83.261,W,1
8/29/2016,4:06:28,23.174,N,83.266,W,1
8/29/2016,4:08:28,23.176,N,83.271,W,1
8/29/2016,4:10:29,23.178,N,83.276,W,1
8/29/2016,4:12:28,23.18,N,83.281,W,1
8/29/2016,4:14:28,23.181,N,83.286,W,1
8/29/2016,4:16:29,23.183,N,83.292,W,1
8/29/2016,4:18:29,23.185,N,83.297,W,1
8/29/2016,4:20:28,23.187,N,83.302,W,1
8/29/2016,4:22:28,23.189,N,83.307,W,1
8/29/2016,4:24:29,23.19,N,83.312,W,1
8/29/2016,4:26:29,23.192,N,83.318,W,1
8/29/2016,4:28:28,23.194,N,83.323,W,1
8/29/2016,4:30:28,23.196,N,83.328,W,1
8/29/2016,4:32:29,23.198,N,83.334,W,1
8/29/2016,4:34:29,23.2,N,83.339,W,1
8/29/2016,4:36:28,23.202,N,83.345,W,1
8/29/2016,4:38:28,23.204,N,83.35,W,1
8/29/2016,4:40:29,23.206,N,83.356,W,1
8/29/2016,4:42:28,23.208,N,83.361,W,1
8/29/2016,4:44:28,23.21,N,83.367,W,1
8/29/2016,4:46:29,23.212,N,83.372,W,1
8/29/2016,4:48:29,23.214,N,83.378,W,1
8/29/2016,4:50:28,23.216,N,83.384,W,1
8/29/2016,4:52:28,23.219,N,83.389,W,1
8/29/2016,4:54:29,23.221,N,83.395,W,1
8/29/2016,4:56:29,23.223,N,83.401,W,1
8/29/2016,4:58:28,23.225,N,83.407,W,1
8/29/2016,5:00:28,23.227,N,83.412,W,1
8/29/2016,5:02:29,23.229,N,83.418,W,1
8/29/2016,5:04:29,23.232,N,83.424,W,1
8/29/2016,5:06:28,23.234,N,83.43,W,1
8/29/2016,5:08:28,23.236,N,83.436,W,1
8/29/2016,5:10:29,23.238,N,83.442,W,1
8/29/2016,5:12:28,23.241,N,83.448,W,1
8/29/2016,5:14:28,23.243,N,83.454,W,1
8/29/2016,5:16:29,23.245,N,83.46,W,1
8/29/2016,5:18:29,23.248,N,83.466,W,1
8/29/2016,5:20:28,23.25,N,83.472,W,1
8/29/2016,5:22:28,23.252,N,83.478,W,1
8/29/2016,5:24:29,23.255,N,83.484,W,1
8/29/2016,5:26:29,23.257,N,83.49,W,1
8/29/2016,5:28:28,23.26,N,83.496,W,1
8/29/2016,5:30:28,23.262,N,83.502,W,1
8/29/2016,5:32:29,23.264,N,83.508,W,1
8/29/2016,5:34:29,23.267,N,83.514,W,1
8/29/2016,5:36:16,23.269,N,83.52,W,1
8/29/2016,5:38:15,23.271,N,83.529,W,1
8/29/2016,5:40:16,23.272,N,83.537,W,1
8/29/2016,5:42:16,23.274,N,83.546,W,1
8/29/2016,5:44:15,23.276,N,83.554,W,1
8/29/2016,5:46:15,23.278,N,83.562,W,1
8/29/2016,5:48:16,23.28,N,83.57,W,1
8/29/2016,5:50:16,23.282,N,83.577,W,1
8/29/2016,5:52:15,23.284,N,83.585,W,1
8/29/2016,5:54:15,23.286,N,83.592,W,1
8/29/2016,5:56:16,23.288,N,83.6,W,1
8/29/2016,5:58:16,23.29,N,83.607,W,1
8/29/2016,6:00:15,23.293,N,83.614,W,1
8/29/2016,6:02:15,23.295,N,83.621,W,1
8/29/2016,6:04:16,23.298,N,83.627,W,1
8/29/2016,6:06:16,23.3,N,83.634,W,1
8/29/2016,6:08:15,23.303,N,83.64,W,1
8/29/2016,6:10:16,23.305,N,83.647,W,1
8/29/2016,6:12:16,23.308,N,83.653,W,1
8/29/2016,6:14:15,23.311,N,83.659,W,1
8/29/2016,6:16:15,23.313,N,83.665,W,1
8/29/2016,6:18:16,23.316,N,83.671,W,1
8/29/2016,6:20:16,23.319,N,83.676,W,1
8/29/2016,6:22:15,23.322,N,83.682,W,1
8/29/2016,6:24:15,23.325,N,83.687,W,1
8/29/2016,6:26:16,23.328,N,83.693,W,1
8/29/2016,6:28:16,23.331,N,83.698,W,1
8/29/2016,6:30:15,23.334,N,83.703,W,1
8/29/2016,6:32:15,23.337,N,83.708,W,1
8/29/2016,6:34:16,23.34,N,83.713,W,1
8/29/2016,6:36:16,23.343,N,83.718,W,1
8/29/2016,6:38:15,23.347,N,83.722,W,1
8/29/2016,6:40:16,23.35,N,83.727,W,1
8/29/2016,6:42:16,23.353,N,83.732,W,1
8/29/2016,6:43:22,23.355,N,83.734,W,1
8/29/2016,6:45:22,23.358,N,83.74,W,1
8/29/2016,6:47:21,23.361,N,83.745,W,1
8/29/2016,6:49:22,23.365,N,83.75,W,1
8/29/2016,6:51:22,23.368,N,83.756,W,1
8/29/2016,6:53:21,23.372,N,83.761,W,1
8/29/2016,6:55:21,23.375,N,83.766,W,1
8/29/2016,6:57:22,23.379,N,83.771,W,1
8/29/2016,6:59:22,23.382,N,83.776,W,1
8/29/2016,7:01:21,23.386,N,83.781,W,1
8/29/2016,7:03:21,23.39,N,83.786,W,1
8/29/2016,7:05:22,23.394,N,83.791,W,1
8/29/2016,7:07:22,23.398,N,83.795,W,1
8/29/2016,7:09:21,23.401,N,83.8,W,1
8/29/2016,7:11:21,23.405,N,83.804,W,1
8/29/2016,7:13:22,23.409,N,83.808,W,1
8/29/2016,7:15:22,23.413,N,83.812,W,1
8/29/2016,7:17:21,23.417,N,83.816,W,1
8/29/2016,7:19:22,23.421,N,83.82,W,1
8/29/2016,7:21:22,23.426,N,83.824,W,1
8/29/2016,7:23:21,23.43,N,83.827,W,1
8/29/2016,7:25:21,23.434,N,83.83,W,1
8/29/2016,7:27:22,23.438,N,83.834,W,1
8/29/2016,7:29:22,23.442,N,83.837,W,1
8/29/2016,7:31:21,23.446,N,83.839,W,1
8/29/2016,7:33:21,23.45,N,83.842,W,1
8/29/2016,7:35:22,23.454,N,83.844,W,1
8/29/2016,7:37:22,23.458,N,83.847,W,1
8/29/2016,7:39:21,23.462,N,83.849,W,1
8/29/2016,7:41:21,23.466,N,83.851,W,1
8/29/2016,7:43:22,23.47,N,83.852,W,1
8/29/2016,7:45:22,23.474,N,83.854,W,1
8/29/2016,7:47:21,23.477,N,83.855,W,1
8/29/2016,7:49:22,23.481,N,83.856,W,1
8/29/2016,7:51:22,23.485,N,83.856,W,1
8/29/2016,7:53:21,23.488,N,83.857,W,1
8/29/2016,7:55:21,23.492,N,83.857,W,1
8/29/2016,7:57:22,23.495,N,83.857,W,1
8/29/2016,7:57:43,23.496,N,83.857,W,1
8/29/2016,7:59:42,23.5,N,83.853,W,1
8/29/2016,8:01:42,23.504,N,83.848,W,1
8/29/2016,8:03:42,23.508,N,83.843,W,1
8/29/2016,8:05:42,23.512,N,83.837,W,1
8/29/2016,8:07:43,23.516,N,83.83,W,1
8/29/2016,8:09:43,23.52,N,83.824,W,1
8/29/2016,8:11:43,23.524,N,83.817,W,1
8/29/2016,8:13:42,23.528,N,83.809,W,1
8/29/2016,8:15:42,23.532,N,83.801,W,1
8/29/2016,8:17:42,23.536,N,83.793,W,1
8/29/2016,8:19:42,23.54,N,83.784,W,1
8/29/2016,8:21:43,23.544,N,83.775,W,1
8/29/2016,8:23:43,23.547,N,83.766,W,1
8/29/2016,8:25:43,23.551,N,83.757,W,1
8/29/2016,8:27:43,23.554,N,83.747,W,1
8/29/2016,8:29:42,23.558,N,83.738,W,1
8/29/2016,8:31:42,23.561,N,83.728,W,1
8/29/2016,8:33:42,23.564,N,83.718,W,1
8/29/2016,8:35:42,23.567,N,83.708,W,1
8/29/2016,8:37:43,23.57,N,83.698,W,1
8/29/2016,8:39:43,23.573,N,83.689,W,1
8/29/2016,8:41:43,23.575,N,83.679,W,1
8/29/2016,8:43:42,23.577,N,83.669,W,1
8/29/2016,8:45:42,23.58,N,83.659,W,1
8/29/2016,8:47:42,23.582,N,83.649,W,1
8/29/2016,8:49:42,23.583,N,83.64,W,1
8/29/2016,8:51:43,23.585,N,83.631,W,1
8/29/2016,8:53:43,23.586,N,83.621,W,1
8/29/2016,8:55:43,23.588,N,83.613,W,1
8/29/2016,8:57:43,23.589,N,83.604,W,1
8/29/2016,8:59:42,23.589,N,83.596,W,1
8/29/2016,9:01:42,23.59,N,83.588,W,1
8/29/2016,9:03:42,23.59,N,83.58,W,1
8/29/2016,9:05:42,23.59,N,83.573,W,1
8/29/2016,9:07:43,23.589,N,83.566,W,1
8/29/2016,9:09:43,23.589,N,83.559,W,1
8/29/2016,9:11:43,23.588,N,83.554,W,1
8/29/2016,9:13:42,23.587,N,83.548,W,1
8/29/2016,9:15:42,23.585,N,83.543,W,1
8/29/2016,9:17:42,23.583,N,83.539,W,1
8/29/2016,9:19:42,23.581,N,83.535,W,1
8/29/2016,9:21:43,23.579,N,83.532,W,1
8/29/2016,9:23:43,23.576,N,83.529,W,1
8/29/2016,9:25:43,23.573,N,83.526,W,1
8/29/2016,9:27:43,23.57,N,83.524,W,1
8/29/2016,9:29:42,23.567,N,83.523,W,1
8/29/2016,9:31:42,23.563,N,83.521,W,1
8/29/2016,9:33:42,23.559,N,83.521,W,1
8/29/2016,9:35:42,23.555,N,83.52,W,1
8/29/2016,9:37:43,23.551,N,83.52,W,1
8/29/2016,9:39:43,23.546,N,83.521,W,1
8/29/2016,9:40:44,23.544,N,83.521,W,1
8/29/2016,9:42:44,23.538,N,83.524,W,1
8/29/2016,9:44:44,23.531,N,83.528,W,1
8/29/2016,9:46:43,23.525,N,83.531,W,1
8/29/2016,9:48:43,23.519,N,83.535,W,1
8/29/2016,9:50:43,23.513,N,83.538,W,1
8/29/2016,9:52:43,23.506,N,83.541,W,1
8/29/2016,9:54:44,23.5,N,83.545,W,1
8/29/2016,9:56:44,23.494,N,83.548,W,1
8/29/2016,9:58:44,23.487,N,83.552,W,1
8/29/2016,10:00:44,23.481,N,83.555,W,1
8/29/2016,10:02:43,23.475,N,83.558,W,1
8/29/2016,10:04:43,23.469,N,83.562,W,1
8/29/2016,10:06:43,23.462,N,83.565,W,1
8/29/2016,10:08:44,23.456,N,83.568,W,1
8/29/2016,10:10:44,23.45,N,83.572,W,1
8/29/2016,10:12:44,23.444,N,83.575,W,1
8/29/2016,10:14:44,23.437,N,83.579,W,1
8/29/2016,10:16:43,23.431,N,83.582,W,1
8/29/2016,10:18:43,23.425,N,83.585,W,1
8/29/2016,10:20:43,23.418,N,83.589,W,1
8/29/2016,10:22:43,23.412,N,83.592,W,1
8/29/2016,10:24:44,23.406,N,83.596,W,1
8/29/2016,10:26:44,23.4,N,83.599,W,1
8/29/2016,10:28:29,23.394,N,83.602,W,1
8/29/2016,10:30:30,23.388,N,83.605,W,1
8/29/2016,10:32:30,23.382,N,83.609,W,1
8/29/2016,10:34:30,23.376,N,83.612,W,1
8/29/2016,10:36:30,23.37,N,83.616,W,1
8/29/2016,10:38:29,23.364,N,83.619,W,1
8/29/2016,10:40:29,23.358,N,83.623,W,1
8/29/2016,10:42:29,23.353,N,83.626,W,1
8/29/2016,10:44:29,23.347,N,83.63,W,1
8/29/2016,10:46:30,23.341,N,83.633,W,1
8/29/2016,10:48:30,23.336,N,83.636,W,1
8/29/2016,10:50:30,23.33,N,83.64,W,1
8/29/2016,10:52:30,23.324,N,83.643,W,1
8/29/2016,10:54:29,23.319,N,83.647,W,1
8/29/2016,10:56:29,23.313,N,83.65,W,1
8/29/2016,10:58:29,23.308,N,83.654,W,1
8/29/2016,11:00:30,23.303,N,83.657,W,1
8/29/2016,11:02:30,23.297,N,83.661,W,1
8/29/2016,11:04:30,23.292,N,83.664,W,1
8/29/2016,11:06:30,23.287,N,83.668,W,1
8/29/2016,11:08:29,23.282,N,83.671,W,1
8/29/2016,11:10:29,23.277,N,83.675,W,1
8/29/2016,11:12:29,23.272,N,83.679,W,1
8/29/2016,11:14:29,23.267,N,83.682,W,1
8/29/2016,11:16:30,23.262,N,83.686,W,1
8/29/2016,11:18:30,23.257,N,83.689,W,1
8/29/2016,11:20:30,23.252,N,83.693,W,1
8/29/2016,11:22:30,23.247,N,83.696,W,1
8/29/2016,11:24:29,23.243,N,83.7,W,1
8/29/2016,11:26:29,23.238,N,83.704,W,1
8/29/2016,11:28:29,23.234,N,83.707,W,1
8/29/2016,11:30:30,23.229,N,83.711,W,1
8/29/2016,11:32:30,23.225,N,83.714,W,1
8/29/2016,11:34:30,23.221,N,83.718,W,1
8/29/2016,11:36:30,23.216,N,83.722,W,1
8/29/2016,11:38:29,23.212,N,83.725,W,1
8/29/2016,11:40:29,23.208,N,83.729,W,1
8/29/2016,11:42:29,23.204,N,83.733,W,1
8/29/2016,11:44:29,23.2,N,83.736,W,1
8/29/2016,11:46:30,23.196,N,83.74,W,1
8/29/2016,11:48:30,23.193,N,83.744,W,1
8/29/2016,11:50:30,23.189,N,83.747,W,1
8/29/2016,11:52:30,23.186,N,83.751,W,1
8/29/2016,11:54:29,23.182,N,83.755,W,1
8/29/2016,11:56:29,23.179,N,83.759,W,1
8/29/2016,11:58:29,23.175,N,83.762,W,1
8/29/2016,12:00:30,23.172,N,83.766,W,1
8/29/2016,12:02:30,23.169,N,83.77,W,1
8/29/2016,12:04:30,23.166,N,83.774,W,1
8/29/2016,12:06:30,23.163,N,83.778,W,1
8/29/2016,12:08:29,23.16,N,83.781,W,1
8/29/2016,12:10:29,23.158,N,83.785,W,1
8/29/2016,12:12:29,23.155,N,83.789,W,1
8/29/2016,12:14:29,23.153,N,83.793,W,1
8/29/2016,12:16:30,23.15,N,83.797,W,1
8/29/2016,12:18:30,23.148,N,83.801,W,1
8/29/2016,12:20:30,23.146,N,83.805,W,1
8/29/2016,12:22:30,23.144,N,83.808,W,1
8/29/2016,12:24:29,23.142,N,83.812,W,1
8/29/2016,12:26:29,23.14,N,83.816,W,1
8/29/2016,12:28:29,23.138,N,83.82,W,1
8/29/2016,12:30:30,23.136,N,83.824,W,1
8/29/2016,12:32:30,23.135,N,83.828,W,1
8/29/2016,12:34:30,23.133,N,83.832,W,1
8/29/2016,12:36:30,23.132,N,83.836,W,1
8/29/2016,12:38:29,23.131,N,83.84,W,1
8/29/2016,12:40:29,23.13,N,83.844,W,1
8/29/2016,12:42:29,23.129,N,83.848,W,1
8/29/2016,12:44:29,23.128,N,83.852,W,1
8/29/2016,12:46:30,23.127,N,83.856,W,1
8/29/2016,12:48:30,23.127,N,83.86,W,1
8/29/2016,12:50:30,23.126,N,83.865,W,1
8/29/2016,12:52:30,23.126,N,83.869,W,1
8/29/2016,12:54:29,23.126,N,83.873,W,1
8/29/2016,12:56:29,23.126,N,83.877,W,1
