Track,for,Gordon,2018,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/3/2018,14:39:57,25.466,N,81.325,W
9/3/2018,14:41:58,25.469,N,81.33,W
9/3/2018,14:43:57,25.472,N,81.335,W
9/3/2018,14:45:58,25.475,N,81.34,W
9/3/2018,14:47:57,25.478,N,81.345,W
9/3/2018,14:49:58,25.481,N,81.35,W
9/3/2018,14:51:57,25.484,N,81.355,W
9/3/2018,14:53:58,25.488,N,81.36,W
9/3/2018,14:55:57,25.491,N,81.365,W
9/3/2018,14:57:58,25.494,N,81.37,W
9/3/2018,14:59:57,25.497,N,81.374,W
9/3/2018,15:01:58,25.5,N,81.379,W
9/3/2018,15:03:58,25.503,N,81.384,W
9/3/2018,15:05:57,25.506,N,81.389,W
9/3/2018,15:07:58,25.51,N,81.394,W
9/3/2018,15:09:57,25.513,N,81.399,W
9/3/2018,15:11:58,25.516,N,81.404,W
9/3/2018,15:13:57,25.519,N,81.409,W
9/3/2018,15:15:58,25.522,N,81.414,W
9/3/2018,15:17:57,25.525,N,81.419,W
9/3/2018,15:19:58,25.529,N,81.424,W
9/3/2018,15:21:57,25.532,N,81.429,W
9/3/2018,15:23:58,25.535,N,81.434,W
9/3/2018,15:25:57,25.538,N,81.439,W
9/3/2018,15:27:58,25.541,N,81.444,W
9/3/2018,15:29:57,25.544,N,81.449,W
9/3/2018,15:31:58,25.548,N,81.454,W
9/3/2018,15:33:58,25.551,N,81.459,W
9/3/2018,15:35:57,25.554,N,81.464,W
9/3/2018,15:37:58,25.557,N,81.469,W
9/3/2018,15:39:57,25.56,N,81.474,W
9/3/2018,15:41:58,25.564,N,81.479,W
9/3/2018,15:43:57,25.567,N,81.484,W
9/3/2018,15:45:58,25.57,N,81.489,W
9/3/2018,15:47:57,25.573,N,81.494,W
9/3/2018,15:49:58,25.577,N,81.499,W
9/3/2018,15:51:57,25.58,N,81.504,W
9/3/2018,15:53:58,25.583,N,81.509,W
9/3/2018,15:55:57,25.586,N,81.515,W
9/3/2018,15:57:58,25.59,N,81.52,W
9/3/2018,15:59:57,25.593,N,81.525,W
9/3/2018,16:01:58,25.596,N,81.53,W
9/3/2018,16:03:57,25.599,N,81.535,W
9/3/2018,16:05:58,25.603,N,81.54,W
9/3/2018,16:07:58,25.606,N,81.545,W
9/3/2018,16:09:57,25.609,N,81.551,W
9/3/2018,16:11:57,25.613,N,81.556,W
9/3/2018,16:13:58,25.616,N,81.561,W
9/3/2018,16:15:58,25.619,N,81.566,W
9/3/2018,16:17:57,25.623,N,81.571,W
9/3/2018,16:19:57,25.626,N,81.577,W
9/3/2018,16:21:58,25.629,N,81.582,W
9/3/2018,16:23:58,25.633,N,81.587,W
9/3/2018,16:25:57,25.636,N,81.593,W
9/3/2018,16:27:57,25.639,N,81.598,W
9/3/2018,16:29:58,25.643,N,81.603,W
9/3/2018,16:31:58,25.646,N,81.609,W
9/3/2018,16:33:57,25.649,N,81.614,W
9/3/2018,16:35:58,25.653,N,81.619,W
9/3/2018,16:37:58,25.656,N,81.625,W
9/3/2018,16:39:57,25.66,N,81.63,W
9/3/2018,16:41:57,25.663,N,81.636,W
9/3/2018,16:43:58,25.667,N,81.641,W
9/3/2018,16:45:58,25.67,N,81.646,W
9/3/2018,16:47:57,25.674,N,81.652,W
9/3/2018,16:49:57,25.677,N,81.657,W
9/3/2018,16:51:58,25.681,N,81.663,W
9/3/2018,16:53:58,25.684,N,81.669,W
9/3/2018,16:55:57,25.688,N,81.674,W
9/3/2018,16:57:57,25.691,N,81.68,W
9/3/2018,16:59:58,25.695,N,81.685,W
9/3/2018,17:01:58,25.698,N,81.691,W
9/3/2018,17:03:57,25.702,N,81.697,W
9/3/2018,17:05:58,25.705,N,81.702,W
9/3/2018,17:07:58,25.709,N,81.708,W
9/3/2018,17:09:57,25.713,N,81.714,W
9/3/2018,17:11:57,25.716,N,81.719,W
9/3/2018,17:13:58,25.72,N,81.725,W
9/3/2018,17:15:58,25.724,N,81.731,W
9/3/2018,17:17:57,25.727,N,81.737,W
9/3/2018,17:19:57,25.731,N,81.743,W
9/3/2018,17:21:58,25.735,N,81.748,W
9/3/2018,17:23:58,25.738,N,81.754,W
9/3/2018,17:25:57,25.742,N,81.76,W
9/3/2018,17:27:57,25.746,N,81.766,W
9/3/2018,17:29:58,25.749,N,81.772,W
9/3/2018,17:31:58,25.753,N,81.778,W
9/3/2018,17:33:57,25.757,N,81.784,W
9/3/2018,17:35:58,25.761,N,81.79,W
9/3/2018,17:37:58,25.765,N,81.796,W
9/3/2018,17:39:57,25.768,N,81.802,W
9/3/2018,17:41:57,25.772,N,81.808,W
9/3/2018,17:43:58,25.776,N,81.814,W
9/3/2018,17:45:58,25.78,N,81.821,W
9/3/2018,17:47:57,25.784,N,81.827,W
9/3/2018,17:49:57,25.788,N,81.833,W
9/3/2018,17:51:58,25.792,N,81.839,W
9/3/2018,17:53:58,25.796,N,81.845,W
9/3/2018,17:55:57,25.8,N,81.852,W
9/3/2018,17:57:57,25.804,N,81.858,W
9/3/2018,17:59:58,25.808,N,81.864,W
9/3/2018,18:01:58,25.812,N,81.871,W
9/3/2018,18:03:57,25.816,N,81.877,W
9/3/2018,18:05:58,25.82,N,81.884,W
9/3/2018,18:07:58,25.824,N,81.89,W
9/3/2018,18:09:57,25.828,N,81.897,W
9/3/2018,18:11:57,25.832,N,81.903,W
9/3/2018,18:13:58,25.836,N,81.91,W
9/3/2018,18:15:58,25.84,N,81.916,W
9/3/2018,18:17:57,25.844,N,81.923,W
9/3/2018,18:19:57,25.849,N,81.93,W
9/3/2018,18:21:58,25.853,N,81.936,W
9/3/2018,18:23:58,25.857,N,81.943,W
9/3/2018,18:25:57,25.861,N,81.95,W
9/3/2018,18:27:57,25.865,N,81.957,W
9/3/2018,18:29:58,25.87,N,81.964,W
9/3/2018,18:31:58,25.874,N,81.971,W
9/3/2018,18:33:57,25.878,N,81.977,W
9/3/2018,18:35:58,25.883,N,81.984,W
9/3/2018,18:37:58,25.887,N,81.991,W
9/3/2018,18:39:57,25.891,N,81.998,W
9/3/2018,18:41:57,25.896,N,82.005,W
9/3/2018,18:43:58,25.9,N,82.012,W
9/3/2018,18:45:58,25.905,N,82.02,W
9/3/2018,18:47:57,25.909,N,82.027,W
9/3/2018,18:49:57,25.914,N,82.034,W
9/3/2018,18:51:58,25.918,N,82.041,W
9/3/2018,18:53:58,25.923,N,82.049,W
9/3/2018,18:55:57,25.927,N,82.056,W
9/3/2018,18:57:57,25.932,N,82.063,W
9/3/2018,18:59:58,25.936,N,82.071,W
9/3/2018,19:01:58,25.941,N,82.078,W
9/3/2018,19:03:57,25.946,N,82.085,W
9/3/2018,19:05:58,25.95,N,82.093,W
9/3/2018,19:07:58,25.955,N,82.101,W
9/3/2018,19:09:57,25.96,N,82.108,W
9/3/2018,19:11:57,25.965,N,82.116,W
9/3/2018,19:13:58,25.969,N,82.123,W
9/3/2018,19:15:58,25.974,N,82.131,W
9/3/2018,19:17:57,25.979,N,82.139,W
9/3/2018,19:19:57,25.984,N,82.147,W
9/3/2018,19:21:58,25.989,N,82.154,W
9/3/2018,19:23:58,25.993,N,82.162,W
9/3/2018,19:25:57,25.998,N,82.17,W
9/3/2018,19:27:57,26.003,N,82.178,W
9/3/2018,19:29:58,26.008,N,82.186,W
9/3/2018,19:31:58,26.013,N,82.194,W
9/3/2018,19:33:57,26.018,N,82.202,W
9/3/2018,19:35:58,26.023,N,82.21,W
9/3/2018,19:37:58,26.028,N,82.218,W
9/3/2018,19:39:57,26.033,N,82.226,W
9/3/2018,19:41:57,26.038,N,82.234,W
9/3/2018,19:43:58,26.043,N,82.242,W
9/3/2018,19:45:58,26.048,N,82.251,W
9/3/2018,19:47:57,26.053,N,82.259,W
9/3/2018,19:49:57,26.058,N,82.267,W
9/3/2018,19:51:58,26.064,N,82.275,W
9/3/2018,19:53:58,26.069,N,82.284,W
9/3/2018,19:55:57,26.074,N,82.292,W
9/3/2018,19:57:57,26.079,N,82.3,W
9/3/2018,19:59:58,26.084,N,82.309,W
9/3/2018,20:01:58,26.09,N,82.317,W
9/3/2018,20:03:57,26.095,N,82.326,W
9/3/2018,20:05:58,26.1,N,82.334,W
9/3/2018,20:07:58,26.105,N,82.343,W
9/3/2018,20:09:57,26.111,N,82.351,W
9/3/2018,20:11:57,26.116,N,82.36,W
9/3/2018,20:13:58,26.121,N,82.368,W
9/3/2018,20:15:58,26.127,N,82.377,W
9/3/2018,20:17:57,26.132,N,82.386,W
9/3/2018,20:19:57,26.137,N,82.394,W
9/3/2018,20:21:58,26.143,N,82.403,W
9/3/2018,20:23:58,26.148,N,82.412,W
9/3/2018,20:25:57,26.153,N,82.42,W
9/3/2018,20:27:57,26.159,N,82.429,W
9/3/2018,20:29:58,26.164,N,82.438,W
9/3/2018,20:31:58,26.17,N,82.447,W
9/3/2018,20:33:57,26.175,N,82.456,W
9/3/2018,20:35:58,26.181,N,82.465,W
9/3/2018,20:37:58,26.186,N,82.473,W
9/3/2018,20:39:57,26.192,N,82.482,W
9/3/2018,20:41:57,26.197,N,82.491,W
9/3/2018,20:43:58,26.203,N,82.5,W
9/3/2018,20:45:58,26.208,N,82.509,W
9/3/2018,20:47:57,26.214,N,82.518,W
9/3/2018,20:49:57,26.219,N,82.527,W
9/3/2018,20:51:58,26.225,N,82.536,W
9/3/2018,20:53:58,26.231,N,82.545,W
9/3/2018,20:55:57,26.236,N,82.555,W
9/3/2018,20:57:57,26.242,N,82.564,W
9/3/2018,20:59:58,26.248,N,82.573,W
9/3/2018,21:01:58,26.253,N,82.582,W
9/3/2018,21:03:57,26.259,N,82.591,W
9/3/2018,21:05:58,26.265,N,82.6,W
9/3/2018,21:07:58,26.27,N,82.609,W
9/3/2018,21:09:57,26.276,N,82.619,W
9/3/2018,21:11:57,26.282,N,82.628,W
9/3/2018,21:13:58,26.287,N,82.637,W
9/3/2018,21:15:58,26.293,N,82.647,W
9/3/2018,21:17:57,26.299,N,82.656,W
9/3/2018,21:19:57,26.304,N,82.665,W
9/3/2018,21:21:58,26.31,N,82.674,W
9/3/2018,21:23:58,26.316,N,82.684,W
9/3/2018,21:25:57,26.322,N,82.693,W
9/3/2018,21:27:57,26.328,N,82.703,W
9/3/2018,21:29:58,26.333,N,82.712,W
9/3/2018,21:31:58,26.339,N,82.721,W
9/3/2018,21:33:57,26.345,N,82.731,W
9/3/2018,21:35:58,26.351,N,82.74,W
9/3/2018,21:37:58,26.357,N,82.75,W
9/3/2018,21:39:57,26.362,N,82.759,W
9/3/2018,21:41:57,26.368,N,82.769,W
9/3/2018,21:43:58,26.374,N,82.778,W
9/3/2018,21:45:58,26.38,N,82.788,W
9/3/2018,21:47:57,26.386,N,82.797,W
9/3/2018,21:49:57,26.392,N,82.807,W
9/3/2018,21:51:58,26.398,N,82.816,W
9/3/2018,21:53:58,26.403,N,82.826,W
9/3/2018,21:55:57,26.409,N,82.835,W
9/3/2018,21:57:57,26.415,N,82.845,W
9/3/2018,21:59:58,26.421,N,82.854,W
9/3/2018,22:01:58,26.427,N,82.864,W
9/3/2018,22:03:57,26.433,N,82.874,W
9/3/2018,22:05:58,26.439,N,82.883,W
9/3/2018,22:07:58,26.445,N,82.893,W
9/3/2018,22:09:57,26.451,N,82.903,W
9/3/2018,22:11:57,26.457,N,82.912,W
9/3/2018,22:13:58,26.463,N,82.922,W
9/3/2018,22:15:58,26.469,N,82.932,W
9/3/2018,22:17:57,26.475,N,82.941,W
9/3/2018,22:19:46,26.48,N,82.95,W
9/3/2018,22:21:47,26.485,N,82.96,W
9/3/2018,22:23:47,26.49,N,82.97,W
9/3/2018,22:25:46,26.494,N,82.981,W
9/3/2018,22:27:46,26.499,N,82.991,W
9/3/2018,22:29:47,26.503,N,83.001,W
9/3/2018,22:31:46,26.508,N,83.011,W
9/3/2018,22:33:46,26.512,N,83.022,W
9/3/2018,22:35:47,26.516,N,83.032,W
9/3/2018,22:37:47,26.52,N,83.043,W
9/3/2018,22:39:46,26.524,N,83.053,W
9/3/2018,22:41:46,26.528,N,83.063,W
9/3/2018,22:43:47,26.532,N,83.074,W
9/3/2018,22:45:47,26.536,N,83.084,W
9/3/2018,22:47:46,26.54,N,83.095,W
9/3/2018,22:49:46,26.544,N,83.106,W
9/3/2018,22:51:47,26.547,N,83.116,W
9/3/2018,22:53:47,26.551,N,83.127,W
9/3/2018,22:55:46,26.554,N,83.137,W
9/3/2018,22:57:46,26.558,N,83.148,W
9/3/2018,22:59:47,26.561,N,83.159,W
9/3/2018,23:01:46,26.565,N,83.17,W
9/3/2018,23:03:46,26.568,N,83.18,W
9/3/2018,23:05:47,26.571,N,83.191,W
9/3/2018,23:07:03,26.573,N,83.198,W
9/3/2018,23:09:02,26.577,N,83.209,W
9/3/2018,23:11:02,26.58,N,83.219,W
9/3/2018,23:13:03,26.583,N,83.23,W
9/3/2018,23:15:03,26.587,N,83.241,W
9/3/2018,23:17:02,26.59,N,83.252,W
9/3/2018,23:19:02,26.593,N,83.262,W
9/3/2018,23:21:03,26.597,N,83.273,W
9/3/2018,23:23:03,26.6,N,83.284,W
9/3/2018,23:25:02,26.603,N,83.295,W
9/3/2018,23:27:03,26.606,N,83.306,W
9/3/2018,23:29:03,26.609,N,83.317,W
9/3/2018,23:31:02,26.612,N,83.328,W
9/3/2018,23:33:02,26.614,N,83.339,W
9/3/2018,23:35:03,26.617,N,83.35,W
9/3/2018,23:37:03,26.62,N,83.361,W
9/3/2018,23:39:02,26.622,N,83.372,W
9/3/2018,23:41:02,26.625,N,83.383,W
9/3/2018,23:43:03,26.627,N,83.395,W
9/3/2018,23:45:03,26.629,N,83.406,W
9/3/2018,23:47:02,26.632,N,83.417,W
9/3/2018,23:49:02,26.634,N,83.428,W
9/3/2018,23:51:03,26.636,N,83.44,W
9/3/2018,23:53:03,26.638,N,83.451,W
9/3/2018,23:55:02,26.64,N,83.462,W
9/3/2018,23:57:03,26.642,N,83.473,W
9/3/2018,23:59:03,26.644,N,83.485,W
9/4/2018,0:01:02,26.646,N,83.496,W
9/4/2018,0:03:02,26.648,N,83.507,W
9/4/2018,0:05:03,26.65,N,83.518,W
9/4/2018,0:07:03,26.652,N,83.53,W
9/4/2018,0:09:02,26.654,N,83.541,W
9/4/2018,0:11:02,26.656,N,83.552,W
9/4/2018,0:13:03,26.658,N,83.563,W
9/4/2018,0:15:03,26.659,N,83.574,W
9/4/2018,0:17:02,26.661,N,83.585,W
9/4/2018,0:19:02,26.663,N,83.597,W
9/4/2018,0:21:03,26.665,N,83.608,W
9/4/2018,0:22:34,26.666,N,83.616,W
9/4/2018,0:24:34,26.668,N,83.627,W
9/4/2018,0:26:33,26.671,N,83.637,W
9/4/2018,0:28:33,26.673,N,83.648,W
9/4/2018,0:30:34,26.676,N,83.658,W
9/4/2018,0:32:34,26.678,N,83.669,W
9/4/2018,0:34:33,26.68,N,83.679,W
9/4/2018,0:36:33,26.683,N,83.689,W
9/4/2018,0:38:34,26.685,N,83.7,W
9/4/2018,0:40:34,26.687,N,83.71,W
9/4/2018,0:42:33,26.69,N,83.72,W
9/4/2018,0:44:33,26.692,N,83.731,W
9/4/2018,0:46:34,26.694,N,83.741,W
9/4/2018,0:48:33,26.697,N,83.751,W
9/4/2018,0:50:33,26.699,N,83.761,W
9/4/2018,0:52:34,26.701,N,83.771,W
9/4/2018,0:54:34,26.704,N,83.781,W
9/4/2018,0:56:33,26.706,N,83.791,W
9/4/2018,0:58:33,26.709,N,83.801,W
9/4/2018,1:00:34,26.711,N,83.811,W
9/4/2018,1:02:34,26.713,N,83.821,W
9/4/2018,1:04:33,26.716,N,83.83,W
9/4/2018,1:06:33,26.718,N,83.84,W
9/4/2018,1:08:34,26.72,N,83.85,W
9/4/2018,1:10:34,26.723,N,83.859,W
9/4/2018,1:12:33,26.725,N,83.869,W
9/4/2018,1:14:33,26.727,N,83.878,W
9/4/2018,1:16:34,26.73,N,83.888,W
9/4/2018,1:18:33,26.732,N,83.897,W
9/4/2018,1:20:33,26.735,N,83.907,W
