Track,for,Omar,2008,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
10/14/2008,18:28:20,13.87,N,68.818,W
10/14/2008,18:30:20,13.872,N,68.815,W
10/14/2008,18:32:20,13.873,N,68.811,W
10/14/2008,18:34:20,13.875,N,68.808,W
10/14/2008,18:36:21,13.877,N,68.805,W
10/14/2008,18:38:21,13.879,N,68.801,W
10/14/2008,18:40:21,13.88,N,68.798,W
10/14/2008,18:42:21,13.882,N,68.795,W
10/14/2008,18:44:20,13.883,N,68.791,W
10/14/2008,18:46:20,13.885,N,68.788,W
10/14/2008,18:48:20,13.887,N,68.784,W
10/14/2008,18:50:21,13.888,N,68.781,W
10/14/2008,18:52:21,13.89,N,68.778,W
10/14/2008,18:54:21,13.891,N,68.774,W
10/14/2008,18:56:21,13.893,N,68.771,W
10/14/2008,18:58:20,13.894,N,68.767,W
10/14/2008,19:00:20,13.896,N,68.764,W
10/14/2008,19:02:20,13.897,N,68.76,W
10/14/2008,19:04:20,13.898,N,68.757,W
10/14/2008,19:06:21,13.9,N,68.753,W
10/14/2008,19:06:33,13.9,N,68.753,W
10/14/2008,19:08:33,13.902,N,68.75,W
10/14/2008,19:10:33,13.903,N,68.746,W
10/14/2008,19:12:34,13.905,N,68.743,W
10/14/2008,19:14:34,13.906,N,68.739,W
10/14/2008,19:16:34,13.908,N,68.736,W
10/14/2008,19:18:33,13.909,N,68.732,W
10/14/2008,19:20:33,13.91,N,68.729,W
10/14/2008,19:22:33,13.912,N,68.725,W
10/14/2008,19:24:33,13.913,N,68.722,W
10/14/2008,19:26:34,13.915,N,68.718,W
10/14/2008,19:28:34,13.916,N,68.715,W
10/14/2008,19:30:34,13.917,N,68.711,W
10/14/2008,19:32:34,13.918,N,68.708,W
10/14/2008,19:34:33,13.92,N,68.704,W
10/14/2008,19:36:33,13.921,N,68.701,W
10/14/2008,19:38:33,13.922,N,68.697,W
10/14/2008,19:40:33,13.923,N,68.693,W
10/14/2008,19:42:34,13.924,N,68.69,W
10/14/2008,19:44:34,13.925,N,68.686,W
10/14/2008,19:46:34,13.926,N,68.682,W
10/14/2008,19:48:33,13.927,N,68.679,W
10/14/2008,19:50:33,13.928,N,68.675,W
10/14/2008,19:52:33,13.929,N,68.671,W
10/14/2008,19:53:49,13.93,N,68.669,W
10/14/2008,19:55:50,13.931,N,68.666,W
10/14/2008,19:57:50,13.933,N,68.662,W
10/14/2008,19:59:50,13.934,N,68.659,W
10/14/2008,20:01:50,13.935,N,68.655,W
10/14/2008,20:03:49,13.936,N,68.652,W
10/14/2008,20:05:49,13.938,N,68.648,W
10/14/2008,20:07:49,13.939,N,68.645,W
10/14/2008,20:09:49,13.94,N,68.641,W
10/14/2008,20:11:50,13.941,N,68.638,W
10/14/2008,20:13:50,13.943,N,68.634,W
10/14/2008,20:15:50,13.944,N,68.631,W
10/14/2008,20:17:49,13.945,N,68.628,W
10/14/2008,20:19:49,13.946,N,68.624,W
10/14/2008,20:21:49,13.948,N,68.621,W
10/14/2008,20:23:49,13.949,N,68.617,W
10/14/2008,20:25:50,13.95,N,68.614,W
10/14/2008,20:27:50,13.952,N,68.611,W
10/14/2008,20:29:50,13.953,N,68.607,W
10/14/2008,20:31:50,13.954,N,68.604,W
10/14/2008,20:33:49,13.955,N,68.601,W
10/14/2008,20:35:49,13.957,N,68.597,W
10/14/2008,20:37:49,13.958,N,68.594,W
10/14/2008,20:39:49,13.959,N,68.591,W
10/14/2008,20:41:50,13.96,N,68.588,W
10/14/2008,20:43:50,13.962,N,68.584,W
10/14/2008,20:45:50,13.963,N,68.581,W
10/14/2008,20:47:49,13.964,N,68.578,W
10/14/2008,20:49:49,13.965,N,68.575,W
10/14/2008,20:51:49,13.967,N,68.571,W
10/14/2008,20:53:49,13.968,N,68.568,W
10/14/2008,20:55:50,13.969,N,68.565,W
10/14/2008,20:57:50,13.971,N,68.562,W
10/14/2008,20:59:50,13.972,N,68.559,W
10/14/2008,21:01:50,13.973,N,68.556,W
10/14/2008,21:03:49,13.974,N,68.553,W
10/14/2008,21:05:49,13.976,N,68.549,W
10/14/2008,21:07:49,13.977,N,68.546,W
10/14/2008,21:09:49,13.978,N,68.543,W
10/14/2008,21:11:50,13.979,N,68.54,W
10/14/2008,21:13:50,13.981,N,68.537,W
10/14/2008,21:15:50,13.982,N,68.534,W
10/14/2008,21:17:49,13.983,N,68.531,W
10/14/2008,21:19:49,13.984,N,68.528,W
10/14/2008,21:21:49,13.986,N,68.525,W
10/14/2008,21:23:49,13.987,N,68.523,W
10/14/2008,21:25:50,13.988,N,68.52,W
10/14/2008,21:27:50,13.99,N,68.517,W
10/14/2008,21:29:50,13.991,N,68.514,W
10/14/2008,21:31:50,13.992,N,68.511,W
10/14/2008,21:33:49,13.993,N,68.508,W
10/14/2008,21:35:49,13.995,N,68.505,W
10/14/2008,21:37:49,13.996,N,68.503,W
10/14/2008,21:39:49,13.997,N,68.5,W
10/14/2008,21:41:50,13.998,N,68.497,W
10/14/2008,21:43:50,14,N,68.494,W
10/14/2008,21:45:50,14.001,N,68.492,W
10/14/2008,21:47:49,14.002,N,68.489,W
10/14/2008,21:49:49,14.003,N,68.486,W
10/14/2008,21:51:49,14.005,N,68.484,W
10/14/2008,21:53:49,14.006,N,68.481,W
10/14/2008,21:55:50,14.007,N,68.479,W
10/14/2008,21:57:50,14.008,N,68.476,W
10/14/2008,21:59:50,14.01,N,68.474,W
10/14/2008,22:01:50,14.011,N,68.471,W
10/14/2008,22:03:49,14.012,N,68.469,W
10/14/2008,22:05:49,14.014,N,68.466,W
10/14/2008,22:07:49,14.015,N,68.464,W
10/14/2008,22:09:49,14.016,N,68.461,W
10/14/2008,22:11:50,14.017,N,68.459,W
10/14/2008,22:13:50,14.019,N,68.457,W
10/14/2008,22:15:50,14.02,N,68.454,W
10/14/2008,22:17:49,14.021,N,68.452,W
10/14/2008,22:19:49,14.022,N,68.45,W
10/14/2008,22:21:49,14.024,N,68.447,W
10/14/2008,22:23:49,14.025,N,68.445,W
10/14/2008,22:25:50,14.026,N,68.443,W
10/14/2008,22:27:50,14.027,N,68.441,W
10/14/2008,22:29:50,14.029,N,68.439,W
10/14/2008,22:31:50,14.03,N,68.437,W
10/14/2008,22:33:49,14.031,N,68.435,W
10/14/2008,22:35:49,14.032,N,68.432,W
10/14/2008,22:37:49,14.034,N,68.43,W
10/14/2008,22:39:49,14.035,N,68.429,W
10/14/2008,22:41:50,14.036,N,68.427,W
10/14/2008,22:43:50,14.037,N,68.425,W
10/14/2008,22:45:50,14.039,N,68.423,W
10/14/2008,22:47:49,14.04,N,68.421,W
10/14/2008,22:49:49,14.041,N,68.419,W
10/14/2008,22:51:49,14.042,N,68.417,W
10/14/2008,22:53:49,14.044,N,68.415,W
10/14/2008,22:55:50,14.045,N,68.414,W
10/14/2008,22:57:50,14.046,N,68.412,W
10/14/2008,22:59:50,14.047,N,68.41,W
10/14/2008,23:01:50,14.049,N,68.409,W
10/14/2008,23:03:49,14.05,N,68.407,W
10/14/2008,23:05:49,14.051,N,68.406,W
10/14/2008,23:07:49,14.052,N,68.404,W
10/14/2008,23:09:49,14.054,N,68.403,W
10/14/2008,23:11:50,14.055,N,68.401,W
10/14/2008,23:13:50,14.056,N,68.4,W
10/14/2008,23:15:50,14.057,N,68.398,W
10/14/2008,23:17:49,14.059,N,68.397,W
10/14/2008,23:19:49,14.06,N,68.396,W
10/14/2008,23:21:49,14.061,N,68.394,W
10/14/2008,23:23:49,14.062,N,68.393,W
10/14/2008,23:25:50,14.064,N,68.392,W
10/14/2008,23:27:50,14.065,N,68.391,W
10/14/2008,23:29:50,14.066,N,68.389,W
10/14/2008,23:31:50,14.067,N,68.388,W
10/14/2008,23:33:49,14.069,N,68.387,W
10/14/2008,23:35:49,14.07,N,68.386,W
10/14/2008,23:37:49,14.071,N,68.385,W
10/14/2008,23:39:49,14.072,N,68.384,W
10/14/2008,23:41:50,14.074,N,68.383,W
10/14/2008,23:43:50,14.075,N,68.382,W
10/14/2008,23:45:50,14.076,N,68.381,W
10/14/2008,23:47:49,14.078,N,68.38,W
10/14/2008,23:49:49,14.079,N,68.379,W
10/14/2008,23:51:49,14.08,N,68.378,W
10/14/2008,23:53:49,14.081,N,68.378,W
10/14/2008,23:55:50,14.083,N,68.377,W
10/14/2008,23:57:50,14.084,N,68.376,W
10/14/2008,23:59:50,14.085,N,68.375,W
10/15/2008,0:01:50,14.086,N,68.374,W
10/15/2008,0:03:49,14.088,N,68.374,W
10/15/2008,0:05:49,14.089,N,68.373,W
10/15/2008,0:07:49,14.09,N,68.372,W
10/15/2008,0:09:49,14.091,N,68.372,W
10/15/2008,0:11:50,14.093,N,68.371,W
10/15/2008,0:13:50,14.094,N,68.37,W
10/15/2008,0:15:50,14.095,N,68.37,W
10/15/2008,0:17:49,14.096,N,68.369,W
10/15/2008,0:19:49,14.098,N,68.368,W
10/15/2008,0:21:49,14.099,N,68.368,W
10/15/2008,0:23:49,14.1,N,68.367,W
10/15/2008,0:25:50,14.102,N,68.367,W
10/15/2008,0:27:50,14.103,N,68.366,W
10/15/2008,0:29:50,14.104,N,68.365,W
10/15/2008,0:31:50,14.105,N,68.365,W
10/15/2008,0:33:49,14.107,N,68.364,W
10/15/2008,0:35:49,14.108,N,68.364,W
10/15/2008,0:37:49,14.109,N,68.363,W
10/15/2008,0:39:49,14.111,N,68.363,W
10/15/2008,0:41:50,14.112,N,68.362,W
10/15/2008,0:43:50,14.113,N,68.362,W
10/15/2008,0:45:50,14.115,N,68.361,W
10/15/2008,0:47:49,14.116,N,68.361,W
10/15/2008,0:49:49,14.117,N,68.361,W
10/15/2008,0:51:49,14.118,N,68.36,W
10/15/2008,0:53:49,14.12,N,68.36,W
10/15/2008,0:55:50,14.121,N,68.359,W
10/15/2008,0:57:50,14.122,N,68.359,W
10/15/2008,0:59:50,14.124,N,68.358,W
10/15/2008,1:01:50,14.125,N,68.358,W
10/15/2008,1:03:49,14.126,N,68.357,W
10/15/2008,1:05:49,14.128,N,68.357,W
10/15/2008,1:07:49,14.129,N,68.356,W
10/15/2008,1:09:49,14.13,N,68.356,W
10/15/2008,1:11:50,14.132,N,68.356,W
10/15/2008,1:13:50,14.133,N,68.355,W
10/15/2008,1:15:50,14.134,N,68.355,W
10/15/2008,1:17:49,14.136,N,68.354,W
10/15/2008,1:19:49,14.137,N,68.354,W
10/15/2008,1:21:49,14.138,N,68.353,W
10/15/2008,1:23:49,14.14,N,68.353,W
10/15/2008,1:25:50,14.141,N,68.352,W
10/15/2008,1:27:50,14.143,N,68.352,W
10/15/2008,1:29:50,14.144,N,68.351,W
10/15/2008,1:31:50,14.145,N,68.351,W
10/15/2008,1:33:49,14.147,N,68.35,W
10/15/2008,1:35:49,14.148,N,68.35,W
10/15/2008,1:37:49,14.15,N,68.349,W
10/15/2008,1:39:49,14.151,N,68.349,W
10/15/2008,1:41:50,14.152,N,68.348,W
10/15/2008,1:43:50,14.154,N,68.348,W
10/15/2008,1:45:50,14.155,N,68.347,W
10/15/2008,1:47:49,14.157,N,68.346,W
10/15/2008,1:49:49,14.158,N,68.346,W
10/15/2008,1:51:49,14.159,N,68.345,W
10/15/2008,1:53:49,14.161,N,68.345,W
10/15/2008,1:55:50,14.162,N,68.344,W
10/15/2008,1:57:50,14.164,N,68.343,W
10/15/2008,1:59:50,14.165,N,68.343,W
10/15/2008,2:01:50,14.167,N,68.342,W
10/15/2008,2:03:49,14.168,N,68.341,W
10/15/2008,2:05:49,14.169,N,68.34,W
10/15/2008,2:07:49,14.171,N,68.34,W
10/15/2008,2:09:49,14.172,N,68.339,W
10/15/2008,2:11:50,14.174,N,68.338,W
10/15/2008,2:13:50,14.175,N,68.337,W
10/15/2008,2:15:50,14.177,N,68.336,W
10/15/2008,2:17:49,14.178,N,68.336,W
10/15/2008,2:19:49,14.18,N,68.335,W
10/15/2008,2:21:49,14.181,N,68.334,W
10/15/2008,2:23:49,14.183,N,68.333,W
10/15/2008,2:25:50,14.184,N,68.332,W
10/15/2008,2:27:50,14.186,N,68.331,W
10/15/2008,2:29:50,14.187,N,68.33,W
10/15/2008,2:31:50,14.189,N,68.329,W
10/15/2008,2:33:49,14.19,N,68.328,W
10/15/2008,2:35:49,14.192,N,68.327,W
10/15/2008,2:37:49,14.194,N,68.326,W
10/15/2008,2:39:49,14.195,N,68.324,W
10/15/2008,2:41:50,14.197,N,68.323,W
10/15/2008,2:43:50,14.198,N,68.322,W
10/15/2008,2:45:50,14.2,N,68.321,W
10/15/2008,2:47:49,14.201,N,68.319,W
10/15/2008,2:49:49,14.203,N,68.318,W
10/15/2008,2:51:49,14.205,N,68.317,W
10/15/2008,2:53:49,14.206,N,68.315,W
10/15/2008,2:55:50,14.208,N,68.314,W
10/15/2008,2:57:50,14.209,N,68.313,W
10/15/2008,2:59:50,14.211,N,68.311,W
10/15/2008,3:01:50,14.213,N,68.31,W
10/15/2008,3:03:49,14.214,N,68.308,W
10/15/2008,3:05:49,14.216,N,68.306,W
10/15/2008,3:07:49,14.218,N,68.305,W
10/15/2008,3:09:49,14.219,N,68.303,W
10/15/2008,3:11:50,14.221,N,68.301,W
10/15/2008,3:13:50,14.222,N,68.3,W
10/15/2008,3:15:50,14.224,N,68.298,W
10/15/2008,3:17:49,14.226,N,68.296,W
10/15/2008,3:19:49,14.228,N,68.294,W
10/15/2008,3:21:49,14.229,N,68.292,W
10/15/2008,3:23:49,14.231,N,68.29,W
10/15/2008,3:25:50,14.233,N,68.288,W
10/15/2008,3:27:50,14.234,N,68.286,W
10/15/2008,3:29:50,14.236,N,68.284,W
10/15/2008,3:31:50,14.238,N,68.282,W
10/15/2008,3:33:49,14.24,N,68.28,W
10/15/2008,3:35:49,14.241,N,68.277,W
10/15/2008,3:37:49,14.243,N,68.275,W
10/15/2008,3:39:49,14.245,N,68.273,W
10/15/2008,3:41:50,14.247,N,68.27,W
10/15/2008,3:43:50,14.248,N,68.268,W
10/15/2008,3:45:50,14.25,N,68.266,W
10/15/2008,3:47:49,14.252,N,68.263,W
10/15/2008,3:49:49,14.254,N,68.261,W
10/15/2008,3:51:49,14.256,N,68.258,W
10/15/2008,3:53:49,14.257,N,68.255,W
10/15/2008,3:55:50,14.259,N,68.253,W
10/15/2008,3:57:50,14.261,N,68.25,W
10/15/2008,3:59:50,14.263,N,68.247,W
10/15/2008,4:01:50,14.265,N,68.245,W
10/15/2008,4:03:49,14.266,N,68.242,W
10/15/2008,4:05:49,14.268,N,68.239,W
10/15/2008,4:07:49,14.27,N,68.236,W
10/15/2008,4:09:49,14.272,N,68.233,W
10/15/2008,4:11:50,14.274,N,68.231,W
10/15/2008,4:13:50,14.276,N,68.228,W
10/15/2008,4:15:50,14.278,N,68.225,W
10/15/2008,4:17:49,14.28,N,68.222,W
10/15/2008,4:19:49,14.281,N,68.219,W
10/15/2008,4:21:49,14.283,N,68.215,W
10/15/2008,4:23:49,14.285,N,68.212,W
10/15/2008,4:25:50,14.287,N,68.209,W
10/15/2008,4:27:50,14.289,N,68.206,W
10/15/2008,4:29:50,14.291,N,68.203,W
10/15/2008,4:31:50,14.293,N,68.2,W
10/15/2008,4:33:49,14.295,N,68.196,W
10/15/2008,4:35:49,14.297,N,68.193,W
10/15/2008,4:37:49,14.299,N,68.19,W
10/15/2008,4:39:49,14.301,N,68.186,W
10/15/2008,4:41:50,14.303,N,68.183,W
10/15/2008,4:43:50,14.305,N,68.179,W
10/15/2008,4:45:50,14.306,N,68.176,W
10/15/2008,4:47:49,14.308,N,68.172,W
10/15/2008,4:49:49,14.31,N,68.169,W
10/15/2008,4:51:49,14.312,N,68.165,W
10/15/2008,4:53:49,14.314,N,68.162,W
10/15/2008,4:55:50,14.316,N,68.158,W
10/15/2008,4:57:50,14.318,N,68.155,W
10/15/2008,4:59:50,14.32,N,68.151,W
10/15/2008,5:01:50,14.322,N,68.147,W
10/15/2008,5:03:49,14.324,N,68.144,W
10/15/2008,5:05:49,14.326,N,68.14,W
10/15/2008,5:07:49,14.328,N,68.136,W
10/15/2008,5:09:49,14.33,N,68.132,W
10/15/2008,5:11:50,14.332,N,68.129,W
10/15/2008,5:13:50,14.334,N,68.125,W
10/15/2008,5:15:50,14.336,N,68.121,W
10/15/2008,5:17:49,14.338,N,68.117,W
10/15/2008,5:19:49,14.34,N,68.113,W
10/15/2008,5:21:49,14.343,N,68.109,W
10/15/2008,5:23:49,14.345,N,68.105,W
10/15/2008,5:25:50,14.347,N,68.101,W
10/15/2008,5:27:50,14.349,N,68.097,W
10/15/2008,5:29:50,14.351,N,68.093,W
10/15/2008,5:31:50,14.353,N,68.089,W
10/15/2008,5:33:49,14.355,N,68.085,W
10/15/2008,5:35:49,14.357,N,68.081,W
10/15/2008,5:37:49,14.359,N,68.077,W
10/15/2008,5:39:49,14.361,N,68.073,W
10/15/2008,5:41:50,14.363,N,68.069,W
10/15/2008,5:43:50,14.365,N,68.065,W
10/15/2008,5:45:50,14.367,N,68.06,W
10/15/2008,5:47:30,14.369,N,68.057,W
10/15/2008,5:49:30,14.371,N,68.051,W
10/15/2008,5:51:30,14.373,N,68.046,W
10/15/2008,5:53:29,14.375,N,68.041,W
10/15/2008,5:55:29,14.377,N,68.035,W
10/15/2008,5:57:29,14.379,N,68.03,W
10/15/2008,5:59:29,14.38,N,68.025,W
10/15/2008,6:01:30,14.382,N,68.019,W
10/15/2008,6:03:30,14.384,N,68.014,W
10/15/2008,6:05:30,14.386,N,68.009,W
10/15/2008,6:07:30,14.388,N,68.004,W
10/15/2008,6:09:29,14.39,N,67.999,W
10/15/2008,6:11:29,14.392,N,67.994,W
10/15/2008,6:13:29,14.394,N,67.989,W
10/15/2008,6:15:30,14.396,N,67.984,W
10/15/2008,6:17:30,14.398,N,67.979,W
10/15/2008,6:19:30,14.401,N,67.974,W
10/15/2008,6:21:30,14.403,N,67.969,W
10/15/2008,6:23:29,14.405,N,67.965,W
10/15/2008,6:25:29,14.407,N,67.96,W
10/15/2008,6:27:29,14.409,N,67.955,W
10/15/2008,6:29:29,14.411,N,67.951,W
10/15/2008,6:31:30,14.413,N,67.946,W
10/15/2008,6:33:30,14.415,N,67.941,W
10/15/2008,6:35:30,14.417,N,67.937,W
10/15/2008,6:37:30,14.419,N,67.933,W
10/15/2008,6:39:29,14.422,N,67.928,W
10/15/2008,6:41:29,14.424,N,67.924,W
10/15/2008,6:43:29,14.426,N,67.919,W
10/15/2008,6:45:30,14.428,N,67.915,W
10/15/2008,6:47:30,14.43,N,67.911,W
10/15/2008,6:49:30,14.432,N,67.907,W
10/15/2008,6:51:30,14.435,N,67.902,W
10/15/2008,6:53:29,14.437,N,67.898,W
10/15/2008,6:55:29,14.439,N,67.894,W
10/15/2008,6:57:29,14.441,N,67.89,W
10/15/2008,6:59:29,14.444,N,67.886,W
10/15/2008,7:01:30,14.446,N,67.882,W
10/15/2008,7:03:30,14.448,N,67.878,W
10/15/2008,7:05:30,14.45,N,67.874,W
10/15/2008,7:07:30,14.453,N,67.87,W
10/15/2008,7:09:29,14.455,N,67.866,W
10/15/2008,7:11:29,14.457,N,67.862,W
10/15/2008,7:13:29,14.459,N,67.858,W
10/15/2008,7:15:30,14.462,N,67.854,W
10/15/2008,7:17:30,14.464,N,67.851,W
10/15/2008,7:19:30,14.466,N,67.847,W
10/15/2008,7:21:30,14.469,N,67.843,W
10/15/2008,7:23:29,14.471,N,67.839,W
10/15/2008,7:25:29,14.473,N,67.836,W
10/15/2008,7:27:29,14.476,N,67.832,W
10/15/2008,7:28:36,14.477,N,67.83,W
10/15/2008,7:30:36,14.479,N,67.826,W
10/15/2008,7:32:36,14.481,N,67.822,W
10/15/2008,7:34:37,14.483,N,67.818,W
10/15/2008,7:36:37,14.486,N,67.814,W
10/15/2008,7:38:37,14.488,N,67.811,W
10/15/2008,7:40:37,14.49,N,67.807,W
10/15/2008,7:42:36,14.492,N,67.803,W
10/15/2008,7:44:36,14.494,N,67.8,W
10/15/2008,7:46:36,14.496,N,67.796,W
10/15/2008,7:48:36,14.498,N,67.792,W
10/15/2008,7:50:37,14.501,N,67.789,W
10/15/2008,7:52:37,14.503,N,67.785,W
10/15/2008,7:54:37,14.505,N,67.782,W
10/15/2008,7:56:37,14.507,N,67.778,W
10/15/2008,7:58:36,14.509,N,67.775,W
10/15/2008,8:00:36,14.512,N,67.771,W
10/15/2008,8:02:36,14.514,N,67.768,W
10/15/2008,8:04:37,14.516,N,67.764,W
10/15/2008,8:06:37,14.518,N,67.761,W
10/15/2008,8:08:37,14.52,N,67.758,W
10/15/2008,8:10:37,14.523,N,67.754,W
10/15/2008,8:12:36,14.525,N,67.751,W
10/15/2008,8:14:36,14.527,N,67.748,W
10/15/2008,8:16:36,14.53,N,67.745,W
10/15/2008,8:18:36,14.532,N,67.741,W
10/15/2008,8:20:37,14.534,N,67.738,W
10/15/2008,8:22:37,14.537,N,67.735,W
10/15/2008,8:24:37,14.539,N,67.732,W
10/15/2008,8:26:37,14.542,N,67.729,W
10/15/2008,8:28:36,14.544,N,67.726,W
10/15/2008,8:30:36,14.546,N,67.723,W
10/15/2008,8:32:36,14.549,N,67.72,W
10/15/2008,8:34:37,14.551,N,67.717,W
10/15/2008,8:36:37,14.554,N,67.714,W
10/15/2008,8:38:37,14.557,N,67.711,W
10/15/2008,8:40:37,14.559,N,67.708,W
10/15/2008,8:42:36,14.562,N,67.705,W
10/15/2008,8:44:36,14.564,N,67.702,W
10/15/2008,8:46:36,14.567,N,67.699,W
10/15/2008,8:48:36,14.57,N,67.697,W
10/15/2008,8:50:37,14.572,N,67.694,W
10/15/2008,8:52:37,14.575,N,67.691,W
10/15/2008,8:54:37,14.578,N,67.688,W
10/15/2008,8:56:37,14.581,N,67.686,W
10/15/2008,8:58:36,14.584,N,67.683,W
10/15/2008,9:00:36,14.587,N,67.68,W
10/15/2008,9:02:36,14.589,N,67.678,W
10/15/2008,9:04:37,14.592,N,67.675,W
10/15/2008,9:06:37,14.595,N,67.672,W
10/15/2008,9:08:37,14.598,N,67.67,W
10/15/2008,9:10:37,14.601,N,67.667,W
10/15/2008,9:12:13,14.604,N,67.665,W
10/15/2008,9:14:13,14.607,N,67.662,W
10/15/2008,9:16:14,14.61,N,67.659,W
10/15/2008,9:18:14,14.613,N,67.656,W
10/15/2008,9:20:14,14.616,N,67.654,W
10/15/2008,9:22:14,14.619,N,67.651,W
10/15/2008,9:24:13,14.622,N,67.648,W
10/15/2008,9:26:13,14.625,N,67.645,W
10/15/2008,9:28:13,14.628,N,67.643,W
10/15/2008,9:30:13,14.631,N,67.64,W
10/15/2008,9:32:14,14.635,N,67.637,W
10/15/2008,9:34:14,14.638,N,67.634,W
10/15/2008,9:36:14,14.641,N,67.632,W
10/15/2008,9:38:14,14.644,N,67.629,W
10/15/2008,9:40:13,14.648,N,67.627,W
10/15/2008,9:42:13,14.651,N,67.624,W
10/15/2008,9:44:13,14.654,N,67.621,W
10/15/2008,9:46:14,14.658,N,67.619,W
10/15/2008,9:48:14,14.661,N,67.616,W
10/15/2008,9:50:14,14.665,N,67.614,W
10/15/2008,9:52:14,14.668,N,67.611,W
10/15/2008,9:54:13,14.672,N,67.609,W
10/15/2008,9:56:13,14.675,N,67.606,W
10/15/2008,9:58:13,14.679,N,67.604,W
10/15/2008,10:00:13,14.683,N,67.602,W
10/15/2008,10:02:14,14.687,N,67.599,W
10/15/2008,10:04:14,14.69,N,67.597,W
10/15/2008,10:06:14,14.694,N,67.595,W
10/15/2008,10:08:14,14.698,N,67.592,W
10/15/2008,10:10:13,14.702,N,67.59,W
10/15/2008,10:12:13,14.706,N,67.588,W
10/15/2008,10:14:13,14.71,N,67.586,W
10/15/2008,10:16:14,14.714,N,67.584,W
10/15/2008,10:18:14,14.718,N,67.581,W
10/15/2008,10:20:14,14.722,N,67.579,W
10/15/2008,10:22:14,14.726,N,67.577,W
10/15/2008,10:24:13,14.73,N,67.575,W
10/15/2008,10:26:13,14.734,N,67.573,W
10/15/2008,10:28:13,14.739,N,67.571,W
10/15/2008,10:30:13,14.743,N,67.569,W
10/15/2008,10:32:14,14.747,N,67.567,W
10/15/2008,10:34:14,14.752,N,67.565,W
10/15/2008,10:36:14,14.756,N,67.564,W
10/15/2008,10:38:14,14.761,N,67.562,W
10/15/2008,10:40:13,14.765,N,67.56,W
10/15/2008,10:42:13,14.77,N,67.558,W
10/15/2008,10:44:13,14.775,N,67.556,W
10/15/2008,10:46:14,14.779,N,67.555,W
10/15/2008,10:48:14,14.784,N,67.553,W
10/15/2008,10:50:14,14.789,N,67.551,W
10/15/2008,10:52:14,14.794,N,67.55,W
10/15/2008,10:54:13,14.799,N,67.548,W
10/15/2008,10:56:13,14.804,N,67.547,W
10/15/2008,10:58:13,14.809,N,67.545,W
10/15/2008,11:00:13,14.814,N,67.544,W
10/15/2008,11:02:14,14.819,N,67.542,W
10/15/2008,11:02:36,14.82,N,67.542,W
10/15/2008,11:04:37,14.824,N,67.54,W
10/15/2008,11:06:37,14.828,N,67.537,W
10/15/2008,11:08:37,14.831,N,67.535,W
10/15/2008,11:10:37,14.835,N,67.532,W
10/15/2008,11:12:36,14.839,N,67.53,W
10/15/2008,11:14:36,14.843,N,67.527,W
10/15/2008,11:16:36,14.846,N,67.525,W
10/15/2008,11:18:36,14.85,N,67.522,W
10/15/2008,11:20:37,14.854,N,67.52,W
10/15/2008,11:22:37,14.857,N,67.517,W
10/15/2008,11:24:37,14.861,N,67.515,W
10/15/2008,11:26:37,14.865,N,67.512,W
10/15/2008,11:28:36,14.868,N,67.509,W
10/15/2008,11:30:36,14.872,N,67.507,W
10/15/2008,11:32:36,14.876,N,67.504,W
10/15/2008,11:34:37,14.879,N,67.502,W
10/15/2008,11:36:37,14.883,N,67.499,W
10/15/2008,11:38:37,14.887,N,67.496,W
10/15/2008,11:40:37,14.89,N,67.494,W
10/15/2008,11:42:36,14.894,N,67.491,W
10/15/2008,11:44:36,14.897,N,67.488,W
10/15/2008,11:46:36,14.901,N,67.485,W
10/15/2008,11:48:36,14.905,N,67.483,W
10/15/2008,11:50:37,14.908,N,67.48,W
10/15/2008,11:52:37,14.912,N,67.477,W
10/15/2008,11:54:37,14.915,N,67.474,W
10/15/2008,11:56:37,14.919,N,67.472,W
10/15/2008,11:58:36,14.922,N,67.469,W
10/15/2008,12:00:36,14.926,N,67.466,W
10/15/2008,12:02:36,14.929,N,67.463,W
10/15/2008,12:04:37,14.933,N,67.46,W
10/15/2008,12:06:37,14.936,N,67.457,W
10/15/2008,12:08:37,14.94,N,67.454,W
10/15/2008,12:10:37,14.943,N,67.452,W
10/15/2008,12:12:36,14.947,N,67.449,W
10/15/2008,12:14:36,14.95,N,67.446,W
10/15/2008,12:16:36,14.954,N,67.443,W
10/15/2008,12:18:36,14.957,N,67.44,W
10/15/2008,12:20:37,14.96,N,67.437,W
10/15/2008,12:22:37,14.964,N,67.434,W
10/15/2008,12:24:37,14.967,N,67.431,W
10/15/2008,12:26:37,14.97,N,67.428,W
10/15/2008,12:28:36,14.974,N,67.424,W
10/15/2008,12:30:36,14.977,N,67.421,W
10/15/2008,12:32:36,14.98,N,67.418,W
10/15/2008,12:34:37,14.984,N,67.415,W
10/15/2008,12:36:37,14.987,N,67.412,W
10/15/2008,12:38:37,14.99,N,67.409,W
10/15/2008,12:40:37,14.994,N,67.406,W
10/15/2008,12:42:36,14.997,N,67.402,W
10/15/2008,12:44:36,15,N,67.399,W
10/15/2008,12:46:36,15.003,N,67.396,W
10/15/2008,12:48:36,15.006,N,67.393,W
10/15/2008,12:50:37,15.01,N,67.389,W
10/15/2008,12:52:37,15.013,N,67.386,W
10/15/2008,12:54:37,15.016,N,67.383,W
