Track,for,Henri,2003,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/4/2003,10:50:52,27.727,N,87.426,W,0
9/4/2003,10:52:52,27.73,N,87.422,W,0
9/4/2003,10:54:51,27.734,N,87.418,W,0
9/4/2003,10:56:51,27.738,N,87.414,W,0
9/4/2003,10:58:51,27.742,N,87.41,W,0
9/4/2003,11:00:52,27.746,N,87.406,W,0
9/4/2003,11:02:52,27.751,N,87.401,W,0
9/4/2003,11:04:52,27.755,N,87.397,W,0
9/4/2003,11:06:52,27.76,N,87.392,W,0
9/4/2003,11:08:06,27.763,N,87.389,W,0
9/4/2003,11:10:06,27.763,N,87.386,W,0
9/4/2003,11:12:07,27.764,N,87.382,W,0
9/4/2003,11:14:07,27.764,N,87.379,W,0
9/4/2003,11:16:07,27.764,N,87.376,W,0
9/4/2003,11:18:07,27.765,N,87.372,W,0
9/4/2003,11:20:06,27.765,N,87.368,W,0
9/4/2003,11:22:06,27.765,N,87.365,W,0
9/4/2003,11:24:06,27.766,N,87.361,W,0
9/4/2003,11:26:06,27.766,N,87.357,W,0
9/4/2003,11:28:07,27.767,N,87.354,W,0
9/4/2003,11:30:07,27.767,N,87.35,W,0
9/4/2003,11:32:07,27.767,N,87.346,W,0
9/4/2003,11:34:07,27.768,N,87.342,W,0
9/4/2003,11:36:06,27.768,N,87.338,W,0
9/4/2003,11:38:06,27.769,N,87.334,W,0
9/4/2003,11:40:06,27.769,N,87.33,W,0
9/4/2003,11:42:07,27.77,N,87.326,W,0
9/4/2003,11:44:07,27.77,N,87.321,W,0
9/4/2003,11:46:07,27.771,N,87.317,W,0
9/4/2003,11:48:07,27.771,N,87.313,W,0
9/4/2003,11:50:06,27.772,N,87.308,W,0
9/4/2003,11:52:06,27.772,N,87.304,W,0
9/4/2003,11:54:06,27.773,N,87.299,W,0
9/4/2003,11:56:06,27.773,N,87.295,W,0
9/4/2003,11:58:07,27.774,N,87.29,W,0
9/4/2003,12:00:07,27.774,N,87.285,W,0
9/4/2003,12:02:07,27.775,N,87.28,W,0
9/4/2003,12:04:07,27.775,N,87.275,W,0
9/4/2003,12:06:06,27.776,N,87.27,W,0
9/4/2003,12:08:06,27.777,N,87.265,W,0
9/4/2003,12:10:06,27.777,N,87.26,W,0
9/4/2003,12:12:07,27.778,N,87.255,W,0
9/4/2003,12:14:07,27.779,N,87.25,W,0
9/4/2003,12:16:07,27.779,N,87.245,W,0
9/4/2003,12:18:07,27.78,N,87.239,W,0
9/4/2003,12:20:06,27.781,N,87.234,W,0
9/4/2003,12:22:06,27.781,N,87.228,W,0
9/4/2003,12:24:06,27.782,N,87.223,W,0
9/4/2003,12:26:06,27.783,N,87.217,W,0
9/4/2003,12:28:07,27.784,N,87.211,W,0
9/4/2003,12:30:07,27.784,N,87.205,W,0
9/4/2003,12:32:07,27.785,N,87.199,W,0
9/4/2003,12:34:07,27.786,N,87.193,W,0
9/4/2003,12:36:06,27.787,N,87.187,W,0
9/4/2003,12:38:06,27.787,N,87.181,W,0
9/4/2003,12:40:06,27.788,N,87.175,W,0
9/4/2003,12:42:07,27.789,N,87.169,W,0
9/4/2003,12:44:07,27.79,N,87.162,W,0
9/4/2003,12:46:07,27.791,N,87.156,W,0
9/4/2003,12:48:07,27.792,N,87.15,W,0
9/4/2003,12:50:06,27.792,N,87.143,W,0
9/4/2003,12:52:06,27.793,N,87.136,W,0
9/4/2003,12:54:06,27.794,N,87.13,W,0
9/4/2003,12:56:06,27.795,N,87.123,W,0
9/4/2003,12:58:07,27.796,N,87.116,W,0
9/4/2003,13:00:07,27.797,N,87.11,W,0
9/4/2003,13:02:07,27.798,N,87.103,W,0
9/4/2003,13:04:07,27.799,N,87.096,W,0
9/4/2003,13:06:06,27.8,N,87.089,W,0
9/4/2003,13:08:06,27.8,N,87.082,W,0
9/4/2003,13:10:06,27.801,N,87.075,W,0
9/4/2003,13:12:07,27.802,N,87.068,W,0
9/4/2003,13:14:07,27.803,N,87.061,W,0
9/4/2003,13:16:07,27.804,N,87.053,W,0
9/4/2003,13:18:07,27.805,N,87.046,W,0
9/4/2003,13:20:06,27.806,N,87.039,W,0
9/4/2003,13:22:06,27.807,N,87.032,W,0
9/4/2003,13:24:06,27.808,N,87.024,W,0
9/4/2003,13:26:06,27.809,N,87.017,W,0
9/4/2003,13:28:07,27.81,N,87.01,W,0
9/4/2003,13:30:07,27.811,N,87.002,W,0
9/4/2003,13:32:07,27.812,N,86.995,W,0
9/4/2003,13:34:07,27.813,N,86.987,W,0
9/4/2003,13:36:06,27.814,N,86.98,W,0
9/4/2003,13:38:06,27.815,N,86.972,W,0
9/4/2003,13:40:06,27.816,N,86.965,W,0
9/4/2003,13:42:07,27.817,N,86.957,W,0
9/4/2003,13:44:07,27.818,N,86.949,W,0
9/4/2003,13:46:07,27.819,N,86.942,W,0
9/4/2003,13:48:07,27.82,N,86.934,W,0
9/4/2003,13:50:06,27.821,N,86.926,W,0
9/4/2003,13:52:06,27.822,N,86.919,W,0
9/4/2003,13:54:06,27.822,N,86.911,W,0
9/4/2003,13:56:06,27.823,N,86.903,W,0
9/4/2003,13:58:07,27.824,N,86.895,W,0
9/4/2003,14:00:07,27.825,N,86.888,W,0
9/4/2003,14:02:07,27.826,N,86.88,W,0
9/4/2003,14:04:07,27.827,N,86.872,W,0
9/4/2003,14:06:06,27.828,N,86.864,W,0
9/4/2003,14:08:06,27.829,N,86.857,W,0
9/4/2003,14:10:06,27.83,N,86.849,W,0
9/4/2003,14:12:07,27.831,N,86.841,W,0
9/4/2003,14:14:07,27.832,N,86.833,W,0
9/4/2003,14:16:07,27.833,N,86.825,W,0
9/4/2003,14:18:07,27.834,N,86.818,W,0
9/4/2003,14:20:06,27.835,N,86.81,W,0
9/4/2003,14:22:06,27.835,N,86.802,W,0
9/4/2003,14:24:06,27.836,N,86.794,W,0
9/4/2003,14:26:06,27.837,N,86.786,W,0
9/4/2003,14:28:07,27.838,N,86.779,W,0
9/4/2003,14:30:07,27.839,N,86.771,W,0
9/4/2003,14:32:07,27.84,N,86.763,W,0
9/4/2003,14:34:07,27.841,N,86.755,W,0
9/4/2003,14:36:06,27.841,N,86.748,W,0
9/4/2003,14:38:06,27.842,N,86.74,W,0
9/4/2003,14:40:06,27.843,N,86.732,W,0
9/4/2003,14:42:07,27.844,N,86.725,W,0
9/4/2003,14:44:07,27.845,N,86.717,W,0
9/4/2003,14:46:07,27.845,N,86.709,W,0
9/4/2003,14:48:07,27.846,N,86.702,W,0
9/4/2003,14:50:06,27.847,N,86.694,W,0
9/4/2003,14:52:06,27.848,N,86.687,W,0
9/4/2003,14:54:06,27.848,N,86.679,W,0
9/4/2003,14:56:06,27.849,N,86.672,W,0
9/4/2003,14:58:07,27.85,N,86.664,W,0
9/4/2003,15:00:07,27.85,N,86.657,W,0
9/4/2003,15:02:07,27.851,N,86.649,W,0
9/4/2003,15:04:07,27.852,N,86.642,W,0
9/4/2003,15:06:06,27.852,N,86.635,W,0
9/4/2003,15:08:06,27.853,N,86.627,W,0
9/4/2003,15:10:06,27.854,N,86.62,W,0
9/4/2003,15:12:07,27.854,N,86.613,W,0
9/4/2003,15:14:07,27.855,N,86.606,W,0
9/4/2003,15:16:07,27.855,N,86.598,W,0
9/4/2003,15:18:07,27.856,N,86.591,W,0
9/4/2003,15:20:06,27.856,N,86.584,W,0
9/4/2003,15:22:06,27.857,N,86.577,W,0
9/4/2003,15:24:06,27.857,N,86.57,W,0
9/4/2003,15:26:06,27.858,N,86.563,W,0
9/4/2003,15:28:07,27.858,N,86.557,W,0
9/4/2003,15:30:07,27.858,N,86.55,W,0
9/4/2003,15:32:07,27.859,N,86.543,W,0
9/4/2003,15:34:07,27.859,N,86.536,W,0
9/4/2003,15:36:06,27.86,N,86.53,W,0
9/4/2003,15:38:06,27.86,N,86.523,W,0
9/4/2003,15:40:06,27.86,N,86.517,W,0
9/4/2003,15:42:07,27.861,N,86.51,W,0
9/4/2003,15:44:07,27.861,N,86.504,W,0
9/4/2003,15:46:07,27.861,N,86.497,W,0
9/4/2003,15:48:07,27.861,N,86.491,W,0
9/4/2003,15:50:06,27.861,N,86.485,W,0
9/4/2003,15:52:06,27.862,N,86.479,W,0
9/4/2003,15:54:06,27.862,N,86.473,W,0
9/4/2003,15:56:06,27.862,N,86.467,W,0
9/4/2003,15:58:07,27.862,N,86.461,W,0
9/4/2003,16:00:07,27.862,N,86.455,W,0
9/4/2003,16:02:07,27.862,N,86.449,W,0
9/4/2003,16:04:07,27.862,N,86.443,W,0
9/4/2003,16:06:06,27.862,N,86.438,W,0
9/4/2003,16:08:06,27.862,N,86.432,W,0
9/4/2003,16:10:06,27.862,N,86.427,W,0
9/4/2003,16:12:07,27.862,N,86.421,W,0
9/4/2003,16:14:07,27.862,N,86.416,W,0
9/4/2003,16:16:07,27.862,N,86.411,W,0
9/4/2003,16:18:07,27.862,N,86.406,W,0
9/4/2003,16:20:06,27.861,N,86.4,W,0
9/4/2003,16:22:06,27.861,N,86.395,W,0
9/4/2003,16:24:06,27.861,N,86.39,W,0
9/4/2003,16:26:06,27.861,N,86.386,W,0
9/4/2003,16:28:07,27.86,N,86.381,W,0
9/4/2003,16:30:07,27.86,N,86.376,W,0
9/4/2003,16:32:07,27.86,N,86.371,W,0
9/4/2003,16:34:07,27.86,N,86.367,W,0
9/4/2003,16:36:06,27.859,N,86.362,W,0
9/4/2003,16:38:06,27.859,N,86.358,W,0
9/4/2003,16:40:06,27.858,N,86.353,W,0
9/4/2003,16:42:07,27.858,N,86.349,W,0
9/4/2003,16:44:07,27.857,N,86.345,W,0
9/4/2003,16:46:07,27.857,N,86.34,W,0
9/4/2003,16:48:07,27.856,N,86.336,W,0
9/4/2003,16:50:06,27.856,N,86.332,W,0
9/4/2003,16:52:06,27.855,N,86.328,W,0
9/4/2003,16:54:06,27.855,N,86.324,W,0
9/4/2003,16:56:06,27.854,N,86.32,W,0
9/4/2003,16:58:07,27.854,N,86.317,W,0
9/4/2003,17:00:07,27.853,N,86.313,W,0
9/4/2003,17:02:07,27.852,N,86.309,W,0
9/4/2003,17:04:07,27.852,N,86.305,W,0
9/4/2003,17:06:06,27.851,N,86.302,W,0
9/4/2003,17:08:06,27.85,N,86.298,W,0
9/4/2003,17:10:06,27.85,N,86.295,W,0
9/4/2003,17:12:07,27.849,N,86.291,W,0
9/4/2003,17:14:07,27.848,N,86.288,W,0
9/4/2003,17:16:07,27.847,N,86.285,W,0
9/4/2003,17:18:07,27.846,N,86.281,W,0
9/4/2003,17:20:06,27.846,N,86.278,W,0
9/4/2003,17:22:06,27.845,N,86.275,W,0
9/4/2003,17:24:06,27.844,N,86.272,W,0
9/4/2003,17:26:06,27.843,N,86.269,W,0
9/4/2003,17:28:07,27.842,N,86.266,W,0
9/4/2003,17:30:07,27.841,N,86.263,W,0
9/4/2003,17:32:07,27.84,N,86.26,W,0
9/4/2003,17:34:07,27.84,N,86.257,W,0
9/4/2003,17:36:06,27.839,N,86.254,W,0
9/4/2003,17:38:06,27.838,N,86.251,W,0
9/4/2003,17:40:06,27.837,N,86.248,W,0
9/4/2003,17:42:07,27.836,N,86.246,W,0
9/4/2003,17:44:07,27.835,N,86.243,W,0
9/4/2003,17:46:07,27.834,N,86.24,W,0
9/4/2003,17:48:07,27.833,N,86.238,W,0
9/4/2003,17:50:06,27.832,N,86.235,W,0
9/4/2003,17:51:10,27.831,N,86.234,W,0
9/4/2003,17:53:11,27.83,N,86.232,W,0
9/4/2003,17:55:11,27.829,N,86.231,W,0
9/4/2003,17:57:11,27.828,N,86.229,W,0
9/4/2003,17:59:11,27.826,N,86.228,W,0
9/4/2003,18:01:10,27.825,N,86.226,W,0
9/4/2003,18:03:10,27.824,N,86.224,W,0
9/4/2003,18:05:10,27.823,N,86.223,W,0
9/4/2003,18:07:10,27.822,N,86.221,W,0
9/4/2003,18:09:11,27.82,N,86.22,W,0
9/4/2003,18:11:11,27.819,N,86.218,W,0
9/4/2003,18:13:11,27.818,N,86.217,W,0
9/4/2003,18:15:11,27.817,N,86.215,W,0
9/4/2003,18:17:10,27.815,N,86.214,W,0
9/4/2003,18:19:10,27.814,N,86.212,W,0
9/4/2003,18:21:10,27.813,N,86.21,W,0
9/4/2003,18:23:11,27.812,N,86.209,W,0
9/4/2003,18:25:11,27.81,N,86.207,W,0
9/4/2003,18:27:11,27.809,N,86.206,W,0
9/4/2003,18:29:11,27.808,N,86.204,W,0
9/4/2003,18:31:10,27.807,N,86.203,W,0
9/4/2003,18:33:10,27.805,N,86.201,W,0
9/4/2003,18:35:10,27.804,N,86.199,W,0
9/4/2003,18:37:10,27.803,N,86.198,W,0
9/4/2003,18:39:11,27.801,N,86.196,W,0
9/4/2003,18:41:11,27.8,N,86.195,W,0
9/4/2003,18:43:11,27.799,N,86.193,W,0
9/4/2003,18:45:11,27.797,N,86.191,W,0
9/4/2003,18:47:10,27.796,N,86.19,W,0
9/4/2003,18:49:10,27.795,N,86.188,W,0
9/4/2003,18:51:10,27.793,N,86.186,W,0
9/4/2003,18:53:11,27.792,N,86.185,W,0
9/4/2003,18:55:11,27.791,N,86.183,W,0
9/4/2003,18:57:11,27.789,N,86.181,W,0
9/4/2003,18:59:11,27.788,N,86.179,W,0
9/4/2003,19:01:10,27.787,N,86.178,W,0
9/4/2003,19:03:10,27.785,N,86.176,W,0
9/4/2003,19:05:10,27.784,N,86.174,W,0
9/4/2003,19:07:10,27.783,N,86.172,W,0
9/4/2003,19:09:11,27.781,N,86.171,W,0
9/4/2003,19:11:11,27.78,N,86.169,W,0
9/4/2003,19:13:11,27.778,N,86.167,W,0
9/4/2003,19:15:11,27.777,N,86.165,W,0
9/4/2003,19:17:10,27.776,N,86.163,W,0
9/4/2003,19:19:10,27.774,N,86.161,W,0
9/4/2003,19:21:10,27.773,N,86.159,W,0
9/4/2003,19:23:11,27.771,N,86.157,W,0
9/4/2003,19:25:11,27.77,N,86.155,W,0
9/4/2003,19:27:11,27.769,N,86.153,W,0
9/4/2003,19:29:11,27.767,N,86.151,W,0
9/4/2003,19:31:10,27.766,N,86.149,W,0
9/4/2003,19:33:10,27.764,N,86.147,W,0
9/4/2003,19:35:10,27.763,N,86.145,W,0
9/4/2003,19:37:10,27.762,N,86.143,W,0
9/4/2003,19:39:11,27.76,N,86.141,W,0
9/4/2003,19:41:11,27.759,N,86.139,W,0
9/4/2003,19:43:11,27.757,N,86.137,W,0
9/4/2003,19:43:45,27.757,N,86.136,W,0
9/4/2003,19:45:45,27.756,N,86.134,W,0
9/4/2003,19:47:45,27.754,N,86.133,W,0
9/4/2003,19:49:44,27.753,N,86.131,W,0
9/4/2003,19:51:44,27.752,N,86.129,W,0
9/4/2003,19:53:44,27.75,N,86.127,W,0
9/4/2003,19:55:44,27.749,N,86.126,W,0
9/4/2003,19:57:45,27.748,N,86.124,W,0
9/4/2003,19:59:45,27.746,N,86.122,W,0
9/4/2003,20:01:45,27.745,N,86.121,W,0
9/4/2003,20:03:45,27.744,N,86.119,W,0
9/4/2003,20:05:44,27.742,N,86.117,W,0
9/4/2003,20:07:44,27.741,N,86.116,W,0
9/4/2003,20:09:44,27.74,N,86.114,W,0
9/4/2003,20:11:45,27.739,N,86.112,W,0
9/4/2003,20:13:45,27.737,N,86.111,W,0
9/4/2003,20:15:45,27.736,N,86.109,W,0
9/4/2003,20:17:45,27.735,N,86.107,W,0
9/4/2003,20:19:44,27.733,N,86.105,W,0
9/4/2003,20:21:44,27.732,N,86.104,W,0
9/4/2003,20:23:44,27.731,N,86.102,W,0
9/4/2003,20:25:44,27.729,N,86.1,W,0
9/4/2003,20:27:45,27.728,N,86.099,W,0
9/4/2003,20:29:45,27.727,N,86.097,W,0
9/4/2003,20:31:45,27.725,N,86.095,W,0
9/4/2003,20:33:45,27.724,N,86.093,W,0
9/4/2003,20:35:44,27.723,N,86.092,W,0
9/4/2003,20:37:44,27.721,N,86.09,W,0
9/4/2003,20:39:44,27.72,N,86.088,W,0
9/4/2003,20:41:45,27.719,N,86.086,W,0
9/4/2003,20:43:45,27.717,N,86.085,W,0
9/4/2003,20:45:45,27.716,N,86.083,W,0
9/4/2003,20:47:45,27.714,N,86.081,W,0
9/4/2003,20:49:44,27.713,N,86.079,W,0
9/4/2003,20:51:44,27.712,N,86.077,W,0
9/4/2003,20:53:44,27.71,N,86.075,W,0
9/4/2003,20:55:44,27.709,N,86.073,W,0
9/4/2003,20:57:45,27.708,N,86.072,W,0
9/4/2003,20:59:45,27.706,N,86.07,W,0
9/4/2003,21:01:45,27.705,N,86.068,W,0
9/4/2003,21:03:45,27.703,N,86.066,W,0
9/4/2003,21:05:44,27.702,N,86.064,W,0
9/4/2003,21:07:44,27.701,N,86.062,W,0
9/4/2003,21:09:44,27.699,N,86.06,W,0
9/4/2003,21:11:45,27.698,N,86.057,W,0
9/4/2003,21:13:45,27.696,N,86.055,W,0
9/4/2003,21:15:45,27.695,N,86.053,W,0
9/4/2003,21:17:45,27.694,N,86.051,W,0
9/4/2003,21:19:44,27.692,N,86.049,W,0
9/4/2003,21:21:44,27.691,N,86.046,W,0
9/4/2003,21:23:44,27.689,N,86.044,W,0
9/4/2003,21:25:44,27.688,N,86.042,W,0
9/4/2003,21:27:45,27.686,N,86.04,W,0
9/4/2003,21:29:45,27.685,N,86.037,W,0
9/4/2003,21:31:45,27.684,N,86.035,W,0
9/4/2003,21:33:45,27.682,N,86.032,W,0
9/4/2003,21:35:44,27.681,N,86.03,W,0
9/4/2003,21:37:44,27.679,N,86.027,W,0
9/4/2003,21:39:44,27.678,N,86.025,W,0
9/4/2003,21:41:45,27.676,N,86.022,W,0
9/4/2003,21:43:45,27.675,N,86.019,W,0
9/4/2003,21:45:45,27.673,N,86.017,W,0
9/4/2003,21:47:45,27.672,N,86.014,W,0
9/4/2003,21:49:44,27.67,N,86.011,W,0
9/4/2003,21:51:44,27.669,N,86.008,W,0
9/4/2003,21:53:44,27.667,N,86.005,W,0
9/4/2003,21:55:44,27.665,N,86.002,W,0
9/4/2003,21:57:45,27.664,N,85.999,W,0
9/4/2003,21:59:45,27.662,N,85.996,W,0
9/4/2003,22:01:45,27.661,N,85.993,W,0
9/4/2003,22:03:45,27.659,N,85.99,W,0
9/4/2003,22:05:44,27.658,N,85.987,W,0
9/4/2003,22:07:44,27.656,N,85.983,W,0
9/4/2003,22:09:44,27.654,N,85.98,W,0
9/4/2003,22:11:45,27.653,N,85.977,W,0
9/4/2003,22:13:45,27.651,N,85.973,W,0
9/4/2003,22:15:45,27.649,N,85.97,W,0
9/4/2003,22:17:45,27.648,N,85.966,W,0
9/4/2003,22:19:44,27.646,N,85.962,W,0
9/4/2003,22:21:44,27.644,N,85.959,W,0
9/4/2003,22:23:44,27.643,N,85.955,W,0
9/4/2003,22:25:44,27.641,N,85.951,W,0
9/4/2003,22:27:45,27.639,N,85.947,W,0
9/4/2003,22:29:45,27.638,N,85.943,W,0
9/4/2003,22:31:45,27.636,N,85.939,W,0
9/4/2003,22:33:45,27.634,N,85.935,W,0
9/4/2003,22:35:44,27.632,N,85.931,W,0
9/4/2003,22:37:44,27.631,N,85.927,W,0
9/4/2003,22:39:44,27.629,N,85.923,W,0
9/4/2003,22:41:45,27.627,N,85.918,W,0
9/4/2003,22:43:45,27.625,N,85.914,W,0
9/4/2003,22:45:45,27.624,N,85.909,W,0
9/4/2003,22:47:45,27.622,N,85.905,W,0
9/4/2003,22:49:44,27.62,N,85.9,W,0
9/4/2003,22:51:44,27.618,N,85.896,W,0
9/4/2003,22:53:44,27.616,N,85.891,W,0
9/4/2003,22:55:44,27.614,N,85.886,W,0
9/4/2003,22:57:45,27.613,N,85.882,W,0
9/4/2003,22:59:45,27.611,N,85.877,W,0
9/4/2003,23:01:45,27.609,N,85.872,W,0
9/4/2003,23:03:45,27.607,N,85.867,W,0
9/4/2003,23:05:44,27.605,N,85.862,W,0
9/4/2003,23:07:00,27.604,N,85.859,W,0
9/4/2003,23:09:00,27.602,N,85.854,W,0
9/4/2003,23:11:01,27.6,N,85.849,W,0
9/4/2003,23:13:01,27.598,N,85.844,W,0
9/4/2003,23:15:01,27.596,N,85.839,W,0
9/4/2003,23:17:01,27.594,N,85.834,W,0
9/4/2003,23:19:00,27.592,N,85.829,W,0
9/4/2003,23:21:00,27.59,N,85.824,W,0
9/4/2003,23:23:00,27.588,N,85.819,W,0
9/4/2003,23:25:00,27.586,N,85.813,W,0
9/4/2003,23:27:01,27.584,N,85.808,W,0
9/4/2003,23:29:01,27.582,N,85.803,W,0
9/4/2003,23:31:01,27.58,N,85.797,W,0
9/4/2003,23:33:00,27.578,N,85.792,W,0
9/4/2003,23:35:00,27.576,N,85.786,W,0
9/4/2003,23:37:00,27.574,N,85.781,W,0
9/4/2003,23:39:00,27.572,N,85.775,W,0
9/4/2003,23:41:01,27.57,N,85.769,W,0
9/4/2003,23:43:01,27.567,N,85.764,W,0
9/4/2003,23:45:01,27.565,N,85.758,W,0
9/4/2003,23:47:01,27.563,N,85.752,W,0
9/4/2003,23:49:00,27.561,N,85.747,W,0
9/4/2003,23:51:00,27.559,N,85.741,W,0
9/4/2003,23:53:00,27.557,N,85.735,W,0
9/4/2003,23:55:00,27.555,N,85.729,W,0
9/4/2003,23:57:01,27.553,N,85.723,W,0
9/4/2003,23:59:01,27.551,N,85.717,W,0
9/5/2003,0:01:01,27.549,N,85.711,W,0
9/5/2003,0:03:00,27.547,N,85.705,W,0
9/5/2003,0:05:00,27.545,N,85.699,W,0
9/5/2003,0:07:00,27.543,N,85.693,W,0
9/5/2003,0:09:00,27.541,N,85.687,W,0
9/5/2003,0:11:01,27.539,N,85.681,W,0
9/5/2003,0:13:01,27.537,N,85.675,W,0
9/5/2003,0:15:01,27.535,N,85.669,W,0
9/5/2003,0:17:01,27.533,N,85.663,W,0
9/5/2003,0:19:00,27.531,N,85.657,W,0
9/5/2003,0:21:00,27.529,N,85.651,W,0
9/5/2003,0:23:00,27.527,N,85.645,W,0
9/5/2003,0:25:00,27.525,N,85.639,W,0
9/5/2003,0:27:01,27.523,N,85.633,W,0
9/5/2003,0:29:01,27.521,N,85.626,W,0
9/5/2003,0:31:01,27.519,N,85.62,W,0
9/5/2003,0:33:00,27.517,N,85.614,W,0
9/5/2003,0:35:00,27.515,N,85.608,W,0
9/5/2003,0:37:00,27.513,N,85.602,W,0
9/5/2003,0:39:00,27.511,N,85.596,W,0
9/5/2003,0:41:01,27.509,N,85.589,W,0
9/5/2003,0:43:01,27.508,N,85.583,W,0
9/5/2003,0:43:44,27.507,N,85.581,W,0
9/5/2003,0:45:44,27.505,N,85.576,W,0
9/5/2003,0:47:43,27.504,N,85.571,W,0
9/5/2003,0:49:43,27.502,N,85.566,W,0
9/5/2003,0:51:43,27.501,N,85.56,W,0
9/5/2003,0:53:44,27.499,N,85.555,W,0
9/5/2003,0:55:44,27.498,N,85.55,W,0
9/5/2003,0:57:44,27.496,N,85.545,W,0
9/5/2003,0:59:44,27.495,N,85.541,W,0
9/5/2003,1:01:43,27.493,N,85.536,W,0
9/5/2003,1:03:43,27.492,N,85.531,W,0
9/5/2003,1:05:43,27.49,N,85.526,W,0
9/5/2003,1:07:43,27.489,N,85.521,W,0
9/5/2003,1:09:44,27.488,N,85.517,W,0
9/5/2003,1:11:44,27.486,N,85.512,W,0
9/5/2003,1:13:44,27.485,N,85.507,W,0
9/5/2003,1:15:44,27.484,N,85.503,W,0
9/5/2003,1:17:43,27.483,N,85.498,W,0
9/5/2003,1:19:43,27.482,N,85.494,W,0
9/5/2003,1:21:43,27.48,N,85.489,W,0
9/5/2003,1:23:44,27.479,N,85.485,W,0
9/5/2003,1:25:44,27.478,N,85.48,W,0
9/5/2003,1:27:44,27.477,N,85.476,W,0
9/5/2003,1:29:44,27.476,N,85.472,W,0
9/5/2003,1:31:43,27.475,N,85.468,W,0
9/5/2003,1:33:43,27.474,N,85.464,W,0
9/5/2003,1:35:43,27.473,N,85.459,W,0
9/5/2003,1:37:43,27.472,N,85.455,W,0
9/5/2003,1:39:44,27.472,N,85.451,W,0
9/5/2003,1:41:44,27.471,N,85.447,W,0
9/5/2003,1:43:44,27.47,N,85.444,W,0
9/5/2003,1:45:44,27.469,N,85.44,W,0
9/5/2003,1:47:43,27.469,N,85.436,W,0
9/5/2003,1:49:43,27.468,N,85.432,W,0
9/5/2003,1:51:43,27.467,N,85.429,W,0
9/5/2003,1:53:44,27.467,N,85.425,W,0
9/5/2003,1:55:44,27.466,N,85.421,W,0
9/5/2003,1:57:44,27.466,N,85.418,W,0
9/5/2003,1:59:44,27.465,N,85.415,W,0
9/5/2003,2:01:43,27.465,N,85.411,W,0
9/5/2003,2:03:43,27.464,N,85.408,W,0
9/5/2003,2:05:43,27.464,N,85.405,W,0
9/5/2003,2:07:43,27.464,N,85.401,W,0
9/5/2003,2:09:44,27.463,N,85.398,W,0
9/5/2003,2:11:44,27.463,N,85.395,W,0
9/5/2003,2:13:44,27.463,N,85.392,W,0
9/5/2003,2:15:44,27.463,N,85.389,W,0
9/5/2003,2:17:43,27.463,N,85.386,W,0
9/5/2003,2:19:43,27.463,N,85.383,W,0
9/5/2003,2:21:43,27.463,N,85.381,W,0
9/5/2003,2:23:44,27.463,N,85.378,W,0
9/5/2003,2:25:44,27.463,N,85.375,W,0
9/5/2003,2:27:44,27.463,N,85.372,W,0
9/5/2003,2:29:44,27.463,N,85.37,W,0
9/5/2003,2:31:43,27.463,N,85.367,W,0
9/5/2003,2:33:43,27.463,N,85.364,W,0
9/5/2003,2:35:43,27.463,N,85.362,W,0
9/5/2003,2:37:43,27.464,N,85.359,W,0
9/5/2003,2:39:44,27.464,N,85.357,W,0
9/5/2003,2:41:44,27.464,N,85.354,W,0
9/5/2003,2:43:44,27.465,N,85.352,W,0
9/5/2003,2:45:44,27.465,N,85.35,W,0
9/5/2003,2:47:43,27.465,N,85.347,W,0
9/5/2003,2:49:43,27.466,N,85.345,W,0
9/5/2003,2:51:43,27.466,N,85.343,W,0
9/5/2003,2:53:44,27.467,N,85.34,W,0
9/5/2003,2:55:44,27.467,N,85.338,W,0
9/5/2003,2:57:44,27.468,N,85.336,W,0
9/5/2003,2:59:44,27.468,N,85.334,W,0
9/5/2003,3:01:43,27.469,N,85.331,W,0
9/5/2003,3:03:43,27.47,N,85.329,W,0
9/5/2003,3:05:43,27.47,N,85.327,W,0
9/5/2003,3:07:43,27.471,N,85.325,W,0
9/5/2003,3:09:44,27.472,N,85.323,W,0
9/5/2003,3:11:44,27.473,N,85.321,W,0
9/5/2003,3:13:44,27.474,N,85.318,W,0
9/5/2003,3:15:44,27.474,N,85.316,W,0
9/5/2003,3:17:43,27.475,N,85.314,W,0
9/5/2003,3:19:43,27.476,N,85.312,W,0
9/5/2003,3:21:43,27.477,N,85.31,W,0
9/5/2003,3:23:44,27.478,N,85.308,W,0
9/5/2003,3:25:44,27.479,N,85.306,W,0
9/5/2003,3:27:44,27.48,N,85.304,W,0
9/5/2003,3:29:44,27.481,N,85.302,W,0
9/5/2003,3:31:43,27.482,N,85.3,W,0
9/5/2003,3:33:43,27.483,N,85.298,W,0
9/5/2003,3:35:43,27.484,N,85.296,W,0
9/5/2003,3:37:43,27.486,N,85.293,W,0
9/5/2003,3:39:44,27.487,N,85.291,W,0
9/5/2003,3:41:44,27.488,N,85.289,W,0
9/5/2003,3:43:44,27.489,N,85.287,W,0
9/5/2003,3:45:44,27.49,N,85.285,W,0
9/5/2003,3:47:43,27.492,N,85.283,W,0
9/5/2003,3:49:43,27.493,N,85.281,W,0
9/5/2003,3:51:43,27.494,N,85.279,W,0
9/5/2003,3:53:44,27.496,N,85.276,W,0
