Track,for,Florence,2006,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/9/2006,17:05:47,24.991,N,63.846,W,1
9/9/2006,17:07:47,24.996,N,63.848,W,1
9/9/2006,17:09:48,25.001,N,63.851,W,1
9/9/2006,17:11:48,25.006,N,63.853,W,1
9/9/2006,17:13:47,25.011,N,63.855,W,1
9/9/2006,17:14:15,25.012,N,63.856,W,1
9/9/2006,17:16:15,25.017,N,63.858,W,1
9/9/2006,17:18:16,25.022,N,63.861,W,1
9/9/2006,17:20:16,25.027,N,63.863,W,1
9/9/2006,17:22:15,25.032,N,63.865,W,1
9/9/2006,17:24:15,25.038,N,63.868,W,1
9/9/2006,17:26:16,25.043,N,63.87,W,1
9/9/2006,17:28:16,25.048,N,63.872,W,1
9/9/2006,17:30:15,25.053,N,63.875,W,1
9/9/2006,17:32:15,25.058,N,63.877,W,1
9/9/2006,17:34:16,25.063,N,63.879,W,1
9/9/2006,17:36:16,25.069,N,63.882,W,1
9/9/2006,17:38:15,25.074,N,63.884,W,1
9/9/2006,17:40:16,25.079,N,63.886,W,1
9/9/2006,17:42:16,25.084,N,63.889,W,1
9/9/2006,17:44:15,25.089,N,63.891,W,1
9/9/2006,17:46:15,25.094,N,63.893,W,1
9/9/2006,17:48:16,25.1,N,63.895,W,1
9/9/2006,17:50:16,25.105,N,63.898,W,1
9/9/2006,17:52:15,25.11,N,63.9,W,1
9/9/2006,17:54:15,25.115,N,63.902,W,1
9/9/2006,17:56:16,25.121,N,63.905,W,1
9/9/2006,17:58:16,25.126,N,63.907,W,1
9/9/2006,18:00:15,25.131,N,63.909,W,1
9/9/2006,18:02:15,25.136,N,63.911,W,1
9/9/2006,18:04:16,25.142,N,63.914,W,1
9/9/2006,18:06:16,25.147,N,63.916,W,1
9/9/2006,18:08:15,25.152,N,63.918,W,1
9/9/2006,18:10:16,25.158,N,63.921,W,1
9/9/2006,18:12:16,25.163,N,63.923,W,1
9/9/2006,18:14:15,25.168,N,63.925,W,1
9/9/2006,18:16:15,25.173,N,63.927,W,1
9/9/2006,18:18:16,25.179,N,63.93,W,1
9/9/2006,18:20:16,25.184,N,63.932,W,1
9/9/2006,18:22:15,25.189,N,63.934,W,1
9/9/2006,18:24:15,25.195,N,63.936,W,1
9/9/2006,18:26:16,25.2,N,63.939,W,1
9/9/2006,18:28:16,25.205,N,63.941,W,1
9/9/2006,18:30:15,25.211,N,63.943,W,1
9/9/2006,18:32:15,25.216,N,63.945,W,1
9/9/2006,18:34:16,25.222,N,63.948,W,1
9/9/2006,18:36:16,25.227,N,63.95,W,1
9/9/2006,18:38:15,25.232,N,63.952,W,1
9/9/2006,18:40:16,25.238,N,63.954,W,1
9/9/2006,18:42:16,25.243,N,63.957,W,1
9/9/2006,18:44:15,25.248,N,63.959,W,1
9/9/2006,18:46:15,25.254,N,63.961,W,1
9/9/2006,18:48:16,25.259,N,63.964,W,1
9/9/2006,18:50:16,25.265,N,63.966,W,1
9/9/2006,18:52:15,25.27,N,63.968,W,1
9/9/2006,18:54:15,25.275,N,63.97,W,1
9/9/2006,18:56:16,25.281,N,63.973,W,1
9/9/2006,18:58:16,25.286,N,63.975,W,1
9/9/2006,19:00:15,25.292,N,63.977,W,1
9/9/2006,19:02:15,25.297,N,63.98,W,1
9/9/2006,19:04:16,25.303,N,63.982,W,1
9/9/2006,19:06:16,25.308,N,63.984,W,1
9/9/2006,19:08:15,25.314,N,63.986,W,1
9/9/2006,19:10:16,25.319,N,63.989,W,1
9/9/2006,19:12:16,25.324,N,63.991,W,1
9/9/2006,19:14:15,25.33,N,63.993,W,1
9/9/2006,19:16:15,25.335,N,63.996,W,1
9/9/2006,19:18:16,25.341,N,63.998,W,1
9/9/2006,19:20:16,25.346,N,64,W,1
9/9/2006,19:22:15,25.352,N,64.003,W,1
9/9/2006,19:24:15,25.357,N,64.005,W,1
9/9/2006,19:25:59,25.362,N,64.007,W,1
9/9/2006,19:28:00,25.367,N,64.009,W,1
9/9/2006,19:30:00,25.372,N,64.012,W,1
9/9/2006,19:31:59,25.377,N,64.014,W,1
9/9/2006,19:34:00,25.383,N,64.017,W,1
9/9/2006,19:36:00,25.388,N,64.019,W,1
9/9/2006,19:37:59,25.393,N,64.022,W,1
9/9/2006,19:39:59,25.398,N,64.024,W,1
9/9/2006,19:42:00,25.403,N,64.027,W,1
9/9/2006,19:44:00,25.408,N,64.029,W,1
9/9/2006,19:45:59,25.413,N,64.032,W,1
9/9/2006,19:47:59,25.419,N,64.034,W,1
9/9/2006,19:50:00,25.424,N,64.037,W,1
9/9/2006,19:52:00,25.429,N,64.039,W,1
9/9/2006,19:53:59,25.434,N,64.042,W,1
9/9/2006,19:55:59,25.439,N,64.044,W,1
9/9/2006,19:58:00,25.444,N,64.047,W,1
9/9/2006,20:00:00,25.449,N,64.049,W,1
9/9/2006,20:01:59,25.454,N,64.052,W,1
9/9/2006,20:04:00,25.459,N,64.055,W,1
9/9/2006,20:06:00,25.464,N,64.057,W,1
9/9/2006,20:07:59,25.469,N,64.06,W,1
9/9/2006,20:09:59,25.474,N,64.062,W,1
9/9/2006,20:12:00,25.479,N,64.065,W,1
9/9/2006,20:14:00,25.484,N,64.068,W,1
9/9/2006,20:15:59,25.489,N,64.07,W,1
9/9/2006,20:17:59,25.494,N,64.073,W,1
9/9/2006,20:20:00,25.499,N,64.075,W,1
9/9/2006,20:22:00,25.504,N,64.078,W,1
9/9/2006,20:23:59,25.509,N,64.081,W,1
9/9/2006,20:25:59,25.514,N,64.083,W,1
9/9/2006,20:28:00,25.519,N,64.086,W,1
9/9/2006,20:30:00,25.524,N,64.089,W,1
9/9/2006,20:31:59,25.529,N,64.092,W,1
9/9/2006,20:34:00,25.534,N,64.094,W,1
9/9/2006,20:36:00,25.539,N,64.097,W,1
9/9/2006,20:37:59,25.543,N,64.1,W,1
9/9/2006,20:39:59,25.548,N,64.102,W,1
9/9/2006,20:42:00,25.553,N,64.105,W,1
9/9/2006,20:44:00,25.558,N,64.108,W,1
9/9/2006,20:45:59,25.563,N,64.111,W,1
9/9/2006,20:47:59,25.568,N,64.114,W,1
9/9/2006,20:50:00,25.573,N,64.116,W,1
9/9/2006,20:52:00,25.577,N,64.119,W,1
9/9/2006,20:53:59,25.582,N,64.122,W,1
9/9/2006,20:55:59,25.587,N,64.125,W,1
9/9/2006,20:58:00,25.592,N,64.128,W,1
9/9/2006,21:00:00,25.597,N,64.13,W,1
9/9/2006,21:01:59,25.601,N,64.133,W,1
9/9/2006,21:04:00,25.606,N,64.136,W,1
9/9/2006,21:06:00,25.611,N,64.139,W,1
9/9/2006,21:07:59,25.615,N,64.142,W,1
9/9/2006,21:09:59,25.62,N,64.145,W,1
9/9/2006,21:12:00,25.625,N,64.148,W,1
9/9/2006,21:14:00,25.63,N,64.151,W,1
9/9/2006,21:15:59,25.634,N,64.154,W,1
9/9/2006,21:17:59,25.639,N,64.157,W,1
9/9/2006,21:20:00,25.644,N,64.16,W,1
9/9/2006,21:22:00,25.648,N,64.163,W,1
9/9/2006,21:23:59,25.653,N,64.166,W,1
9/9/2006,21:25:59,25.658,N,64.169,W,1
9/9/2006,21:28:00,25.662,N,64.172,W,1
9/9/2006,21:30:00,25.667,N,64.175,W,1
9/9/2006,21:31:59,25.671,N,64.178,W,1
9/9/2006,21:34:00,25.676,N,64.181,W,1
9/9/2006,21:36:00,25.68,N,64.184,W,1
9/9/2006,21:37:59,25.685,N,64.187,W,1
9/9/2006,21:39:59,25.69,N,64.19,W,1
9/9/2006,21:42:00,25.694,N,64.193,W,1
9/9/2006,21:44:00,25.699,N,64.196,W,1
9/9/2006,21:45:59,25.703,N,64.199,W,1
9/9/2006,21:47:59,25.708,N,64.202,W,1
9/9/2006,21:50:00,25.712,N,64.206,W,1
9/9/2006,21:52:00,25.717,N,64.209,W,1
9/9/2006,21:53:59,25.721,N,64.212,W,1
9/9/2006,21:55:59,25.725,N,64.215,W,1
9/9/2006,21:58:00,25.73,N,64.218,W,1
9/9/2006,22:00:00,25.734,N,64.222,W,1
9/9/2006,22:01:59,25.739,N,64.225,W,1
9/9/2006,22:04:00,25.743,N,64.228,W,1
9/9/2006,22:06:00,25.747,N,64.231,W,1
9/9/2006,22:07:59,25.752,N,64.235,W,1
9/9/2006,22:09:59,25.756,N,64.238,W,1
9/9/2006,22:12:00,25.76,N,64.241,W,1
9/9/2006,22:14:00,25.765,N,64.244,W,1
9/9/2006,22:15:59,25.769,N,64.248,W,1
9/9/2006,22:17:59,25.773,N,64.251,W,1
9/9/2006,22:20:00,25.778,N,64.255,W,1
9/9/2006,22:22:00,25.782,N,64.258,W,1
9/9/2006,22:23:59,25.786,N,64.261,W,1
9/9/2006,22:25:59,25.79,N,64.265,W,1
9/9/2006,22:28:00,25.795,N,64.268,W,1
9/9/2006,22:30:00,25.799,N,64.272,W,1
9/9/2006,22:31:59,25.803,N,64.275,W,1
9/9/2006,22:34:00,25.807,N,64.278,W,1
9/9/2006,22:36:00,25.812,N,64.282,W,1
9/9/2006,22:37:59,25.816,N,64.285,W,1
9/9/2006,22:39:59,25.82,N,64.289,W,1
9/9/2006,22:42:00,25.824,N,64.292,W,1
9/9/2006,22:44:00,25.828,N,64.296,W,1
9/9/2006,22:45:59,25.833,N,64.3,W,1
9/9/2006,22:47:59,25.837,N,64.303,W,1
9/9/2006,22:50:00,25.841,N,64.307,W,1
9/9/2006,22:52:00,25.845,N,64.31,W,1
9/9/2006,22:53:59,25.849,N,64.314,W,1
9/9/2006,22:55:59,25.853,N,64.317,W,1
9/9/2006,22:58:00,25.858,N,64.321,W,1
9/9/2006,23:00:00,25.862,N,64.325,W,1
9/9/2006,23:01:59,25.866,N,64.328,W,1
9/9/2006,23:04:00,25.87,N,64.332,W,1
9/9/2006,23:06:00,25.874,N,64.336,W,1
9/9/2006,23:07:59,25.878,N,64.339,W,1
9/9/2006,23:09:59,25.883,N,64.343,W,1
9/9/2006,23:12:00,25.887,N,64.347,W,1
9/9/2006,23:14:00,25.891,N,64.35,W,1
9/9/2006,23:15:59,25.895,N,64.354,W,1
9/9/2006,23:17:59,25.899,N,64.358,W,1
9/9/2006,23:20:00,25.903,N,64.362,W,1
9/9/2006,23:22:00,25.907,N,64.365,W,1
9/9/2006,23:23:59,25.912,N,64.369,W,1
9/9/2006,23:25:59,25.916,N,64.373,W,1
9/9/2006,23:28:00,25.92,N,64.377,W,1
9/9/2006,23:30:00,25.924,N,64.38,W,1
9/9/2006,23:31:59,25.928,N,64.384,W,1
9/9/2006,23:34:00,25.932,N,64.388,W,1
9/9/2006,23:36:00,25.937,N,64.392,W,1
9/9/2006,23:37:59,25.941,N,64.396,W,1
9/9/2006,23:39:59,25.945,N,64.4,W,1
9/9/2006,23:42:00,25.949,N,64.403,W,1
9/9/2006,23:44:00,25.953,N,64.407,W,1
9/9/2006,23:45:59,25.958,N,64.411,W,1
9/9/2006,23:47:59,25.962,N,64.415,W,1
9/9/2006,23:50:00,25.966,N,64.419,W,1
9/9/2006,23:52:00,25.97,N,64.423,W,1
9/9/2006,23:53:59,25.974,N,64.427,W,1
9/9/2006,23:55:59,25.979,N,64.431,W,1
9/9/2006,23:58:00,25.983,N,64.435,W,1
9/10/2006,0:00:00,25.987,N,64.439,W,1
9/10/2006,0:01:59,25.991,N,64.443,W,1
9/10/2006,0:04:00,25.996,N,64.447,W,1
9/10/2006,0:06:00,26,N,64.451,W,1
9/10/2006,0:07:59,26.004,N,64.455,W,1
9/10/2006,0:09:59,26.008,N,64.459,W,1
9/10/2006,0:12:00,26.013,N,64.463,W,1
9/10/2006,0:14:00,26.017,N,64.467,W,1
9/10/2006,0:15:59,26.021,N,64.471,W,1
9/10/2006,0:17:59,26.026,N,64.475,W,1
9/10/2006,0:20:00,26.03,N,64.479,W,1
9/10/2006,0:22:00,26.034,N,64.483,W,1
9/10/2006,0:23:59,26.039,N,64.487,W,1
9/10/2006,0:25:59,26.043,N,64.491,W,1
9/10/2006,0:28:00,26.048,N,64.495,W,1
9/10/2006,0:30:00,26.052,N,64.5,W,1
9/10/2006,0:31:59,26.057,N,64.504,W,1
9/10/2006,0:34:00,26.061,N,64.508,W,1
9/10/2006,0:36:00,26.065,N,64.512,W,1
9/10/2006,0:37:59,26.07,N,64.516,W,1
9/10/2006,0:39:59,26.074,N,64.52,W,1
9/10/2006,0:42:00,26.079,N,64.524,W,1
9/10/2006,0:44:00,26.083,N,64.529,W,1
9/10/2006,0:45:59,26.088,N,64.533,W,1
9/10/2006,0:47:59,26.093,N,64.537,W,1
9/10/2006,0:50:00,26.097,N,64.541,W,1
9/10/2006,0:52:00,26.102,N,64.545,W,1
9/10/2006,0:53:59,26.106,N,64.55,W,1
9/10/2006,0:55:59,26.111,N,64.554,W,1
9/10/2006,0:58:00,26.116,N,64.558,W,1
9/10/2006,1:00:00,26.12,N,64.562,W,1
9/10/2006,1:01:59,26.125,N,64.567,W,1
9/10/2006,1:04:00,26.13,N,64.571,W,1
9/10/2006,1:06:00,26.134,N,64.575,W,1
9/10/2006,1:07:59,26.139,N,64.58,W,1
9/10/2006,1:09:59,26.144,N,64.584,W,1
9/10/2006,1:12:00,26.149,N,64.588,W,1
9/10/2006,1:14:00,26.154,N,64.592,W,1
9/10/2006,1:15:59,26.158,N,64.597,W,1
9/10/2006,1:17:59,26.163,N,64.601,W,1
9/10/2006,1:20:00,26.168,N,64.606,W,1
9/10/2006,1:22:00,26.173,N,64.61,W,1
9/10/2006,1:23:59,26.178,N,64.614,W,1
9/10/2006,1:25:59,26.183,N,64.619,W,1
9/10/2006,1:28:00,26.188,N,64.623,W,1
9/10/2006,1:30:00,26.193,N,64.627,W,1
9/10/2006,1:31:59,26.198,N,64.632,W,1
9/10/2006,1:34:00,26.203,N,64.636,W,1
9/10/2006,1:36:00,26.208,N,64.641,W,1
9/10/2006,1:37:59,26.213,N,64.645,W,1
9/10/2006,1:39:59,26.218,N,64.649,W,1
9/10/2006,1:42:00,26.224,N,64.654,W,1
9/10/2006,1:44:00,26.229,N,64.658,W,1
9/10/2006,1:45:59,26.234,N,64.663,W,1
9/10/2006,1:47:59,26.239,N,64.667,W,1
9/10/2006,1:50:00,26.245,N,64.672,W,1
9/10/2006,1:52:00,26.25,N,64.676,W,1
9/10/2006,1:53:59,26.255,N,64.68,W,1
9/10/2006,1:55:59,26.261,N,64.685,W,1
9/10/2006,1:58:00,26.266,N,64.689,W,1
9/10/2006,2:00:00,26.271,N,64.694,W,1
9/10/2006,2:01:59,26.277,N,64.698,W,1
9/10/2006,2:04:00,26.282,N,64.703,W,1
9/10/2006,2:06:00,26.288,N,64.707,W,1
9/10/2006,2:07:59,26.293,N,64.712,W,1
9/10/2006,2:09:59,26.299,N,64.717,W,1
9/10/2006,2:12:00,26.305,N,64.721,W,1
9/10/2006,2:14:00,26.31,N,64.726,W,1
9/10/2006,2:15:59,26.316,N,64.73,W,1
9/10/2006,2:17:59,26.322,N,64.735,W,1
9/10/2006,2:20:00,26.327,N,64.739,W,1
9/10/2006,2:22:00,26.333,N,64.744,W,1
9/10/2006,2:23:59,26.339,N,64.748,W,1
9/10/2006,2:25:59,26.345,N,64.753,W,1
9/10/2006,2:28:00,26.351,N,64.758,W,1
9/10/2006,2:30:00,26.357,N,64.762,W,1
9/10/2006,2:31:59,26.363,N,64.767,W,1
9/10/2006,2:34:00,26.369,N,64.771,W,1
9/10/2006,2:36:00,26.375,N,64.776,W,1
9/10/2006,2:37:59,26.381,N,64.781,W,1
9/10/2006,2:39:59,26.387,N,64.785,W,1
9/10/2006,2:42:00,26.393,N,64.79,W,1
9/10/2006,2:44:00,26.399,N,64.794,W,1
9/10/2006,2:45:59,26.406,N,64.799,W,1
9/10/2006,2:47:59,26.412,N,64.804,W,1
9/10/2006,2:50:00,26.418,N,64.808,W,1
9/10/2006,2:52:00,26.425,N,64.813,W,1
9/10/2006,2:53:59,26.431,N,64.818,W,1
9/10/2006,2:55:59,26.437,N,64.822,W,1
9/10/2006,2:58:00,26.444,N,64.827,W,1
9/10/2006,3:00:00,26.45,N,64.832,W,1
9/10/2006,3:01:59,26.457,N,64.836,W,1
9/10/2006,3:04:00,26.464,N,64.841,W,1
9/10/2006,3:06:00,26.47,N,64.846,W,1
9/10/2006,3:07:59,26.477,N,64.85,W,1
9/10/2006,3:09:59,26.484,N,64.855,W,1
9/10/2006,3:12:00,26.49,N,64.86,W,1
9/10/2006,3:14:00,26.497,N,64.865,W,1
9/10/2006,3:15:59,26.504,N,64.869,W,1
9/10/2006,3:17:59,26.511,N,64.874,W,1
9/10/2006,3:20:00,26.517,N,64.879,W,1
9/10/2006,3:22:00,26.524,N,64.883,W,1
9/10/2006,3:23:59,26.531,N,64.888,W,1
9/10/2006,3:25:59,26.538,N,64.893,W,1
9/10/2006,3:28:00,26.545,N,64.898,W,1
9/10/2006,3:30:00,26.552,N,64.902,W,1
9/10/2006,3:31:59,26.559,N,64.907,W,1
9/10/2006,3:34:00,26.567,N,64.912,W,1
9/10/2006,3:36:00,26.574,N,64.917,W,1
9/10/2006,3:37:59,26.581,N,64.921,W,1
9/10/2006,3:39:59,26.588,N,64.926,W,1
9/10/2006,3:42:00,26.595,N,64.931,W,1
9/10/2006,3:44:00,26.603,N,64.936,W,1
9/10/2006,3:45:59,26.61,N,64.941,W,1
9/10/2006,3:47:59,26.617,N,64.945,W,1
9/10/2006,3:50:00,26.624,N,64.95,W,1
9/10/2006,3:52:00,26.632,N,64.955,W,1
9/10/2006,3:53:59,26.639,N,64.96,W,1
9/10/2006,3:55:59,26.647,N,64.965,W,1
9/10/2006,3:58:00,26.654,N,64.969,W,1
9/10/2006,4:00:00,26.662,N,64.974,W,1
9/10/2006,4:01:59,26.669,N,64.979,W,1
9/10/2006,4:04:00,26.677,N,64.984,W,1
9/10/2006,4:06:00,26.684,N,64.989,W,1
9/10/2006,4:07:59,26.692,N,64.993,W,1
9/10/2006,4:09:59,26.7,N,64.998,W,1
9/10/2006,4:12:00,26.707,N,65.003,W,1
9/10/2006,4:14:00,26.715,N,65.008,W,1
9/10/2006,4:15:59,26.723,N,65.013,W,1
9/10/2006,4:17:59,26.73,N,65.018,W,1
9/10/2006,4:20:00,26.738,N,65.023,W,1
9/10/2006,4:22:00,26.746,N,65.027,W,1
9/10/2006,4:23:59,26.754,N,65.032,W,1
9/10/2006,4:25:59,26.762,N,65.037,W,1
9/10/2006,4:28:00,26.77,N,65.042,W,1
9/10/2006,4:30:00,26.778,N,65.047,W,1
9/10/2006,4:31:59,26.785,N,65.052,W,1
9/10/2006,4:34:00,26.793,N,65.057,W,1
9/10/2006,4:36:00,26.801,N,65.062,W,1
9/10/2006,4:37:59,26.809,N,65.066,W,1
9/10/2006,4:39:59,26.817,N,65.071,W,1
9/10/2006,4:42:00,26.825,N,65.076,W,1
9/10/2006,4:44:00,26.834,N,65.081,W,1
9/10/2006,4:45:59,26.842,N,65.086,W,1
9/10/2006,4:47:59,26.85,N,65.091,W,1
9/10/2006,4:50:00,26.858,N,65.096,W,1
9/10/2006,4:52:00,26.866,N,65.101,W,1
9/10/2006,4:53:59,26.874,N,65.106,W,1
9/10/2006,4:55:59,26.882,N,65.111,W,1
9/10/2006,4:58:00,26.891,N,65.115,W,1
9/10/2006,5:00:00,26.899,N,65.12,W,1
9/10/2006,5:01:59,26.907,N,65.125,W,1
9/10/2006,5:04:00,26.915,N,65.13,W,1
9/10/2006,5:06:00,26.924,N,65.135,W,1
9/10/2006,5:07:59,26.932,N,65.14,W,1
9/10/2006,5:09:59,26.94,N,65.145,W,1
9/10/2006,5:12:00,26.949,N,65.15,W,1
9/10/2006,5:14:00,26.957,N,65.155,W,1
9/10/2006,5:15:59,26.966,N,65.16,W,1
9/10/2006,5:17:59,26.974,N,65.165,W,1
9/10/2006,5:20:00,26.982,N,65.17,W,1
9/10/2006,5:22:00,26.991,N,65.175,W,1
9/10/2006,5:23:59,26.999,N,65.18,W,1
9/10/2006,5:24:07,27,N,65.18,W,1
9/10/2006,5:26:08,27.009,N,65.185,W,1
9/10/2006,5:28:08,27.018,N,65.19,W,1
9/10/2006,5:30:07,27.026,N,65.195,W,1
9/10/2006,5:32:07,27.035,N,65.201,W,1
9/10/2006,5:34:08,27.044,N,65.206,W,1
9/10/2006,5:36:08,27.053,N,65.211,W,1
9/10/2006,5:38:07,27.062,N,65.216,W,1
9/10/2006,5:40:07,27.071,N,65.221,W,1
9/10/2006,5:42:08,27.079,N,65.226,W,1
9/10/2006,5:44:08,27.088,N,65.231,W,1
9/10/2006,5:46:07,27.097,N,65.236,W,1
9/10/2006,5:48:07,27.106,N,65.242,W,1
9/10/2006,5:50:08,27.115,N,65.247,W,1
9/10/2006,5:52:07,27.124,N,65.252,W,1
9/10/2006,5:54:07,27.133,N,65.257,W,1
9/10/2006,5:56:08,27.142,N,65.262,W,1
9/10/2006,5:58:08,27.151,N,65.267,W,1
9/10/2006,6:00:07,27.159,N,65.272,W,1
9/10/2006,6:02:07,27.168,N,65.277,W,1
9/10/2006,6:04:08,27.177,N,65.282,W,1
9/10/2006,6:06:08,27.186,N,65.288,W,1
9/10/2006,6:08:07,27.195,N,65.293,W,1
9/10/2006,6:10:07,27.204,N,65.298,W,1
9/10/2006,6:12:08,27.213,N,65.303,W,1
9/10/2006,6:14:08,27.222,N,65.308,W,1
9/10/2006,6:16:07,27.231,N,65.313,W,1
9/10/2006,6:18:07,27.24,N,65.318,W,1
9/10/2006,6:20:08,27.248,N,65.323,W,1
9/10/2006,6:22:07,27.257,N,65.328,W,1
9/10/2006,6:24:07,27.266,N,65.333,W,1
9/10/2006,6:26:08,27.275,N,65.338,W,1
9/10/2006,6:28:08,27.284,N,65.343,W,1
9/10/2006,6:30:07,27.293,N,65.348,W,1
9/10/2006,6:32:07,27.302,N,65.353,W,1
9/10/2006,6:34:08,27.311,N,65.358,W,1
9/10/2006,6:36:08,27.32,N,65.363,W,1
9/10/2006,6:38:07,27.328,N,65.368,W,1
9/10/2006,6:40:07,27.337,N,65.373,W,1
9/10/2006,6:42:08,27.346,N,65.378,W,1
9/10/2006,6:44:08,27.355,N,65.383,W,1
9/10/2006,6:46:07,27.364,N,65.388,W,1
9/10/2006,6:48:07,27.373,N,65.393,W,1
9/10/2006,6:50:08,27.382,N,65.398,W,1
9/10/2006,6:52:07,27.391,N,65.403,W,1
9/10/2006,6:54:07,27.399,N,65.408,W,1
9/10/2006,6:56:08,27.408,N,65.413,W,1
9/10/2006,6:58:08,27.417,N,65.418,W,1
9/10/2006,7:00:07,27.426,N,65.423,W,1
9/10/2006,7:02:07,27.435,N,65.428,W,1
9/10/2006,7:04:08,27.444,N,65.433,W,1
9/10/2006,7:06:08,27.452,N,65.437,W,1
9/10/2006,7:08:07,27.461,N,65.442,W,1
9/10/2006,7:10:07,27.47,N,65.447,W,1
9/10/2006,7:12:08,27.479,N,65.452,W,1
9/10/2006,7:14:08,27.487,N,65.457,W,1
9/10/2006,7:16:07,27.496,N,65.462,W,1
9/10/2006,7:18:07,27.505,N,65.467,W,1
9/10/2006,7:20:08,27.514,N,65.471,W,1
9/10/2006,7:22:07,27.522,N,65.476,W,1
9/10/2006,7:24:07,27.531,N,65.481,W,1
9/10/2006,7:26:08,27.54,N,65.486,W,1
9/10/2006,7:28:08,27.549,N,65.491,W,1
9/10/2006,7:29:09,27.553,N,65.493,W,1
9/10/2006,7:31:09,27.561,N,65.498,W,1
9/10/2006,7:33:10,27.569,N,65.503,W,1
9/10/2006,7:35:09,27.577,N,65.507,W,1
9/10/2006,7:37:09,27.585,N,65.512,W,1
9/10/2006,7:39:10,27.593,N,65.517,W,1
9/10/2006,7:41:10,27.601,N,65.521,W,1
9/10/2006,7:43:09,27.609,N,65.526,W,1
9/10/2006,7:45:09,27.617,N,65.531,W,1
9/10/2006,7:47:10,27.625,N,65.535,W,1
9/10/2006,7:49:10,27.633,N,65.54,W,1
9/10/2006,7:51:09,27.641,N,65.545,W,1
9/10/2006,7:53:09,27.648,N,65.549,W,1
9/10/2006,7:55:10,27.656,N,65.554,W,1
9/10/2006,7:57:10,27.664,N,65.558,W,1
9/10/2006,7:59:09,27.672,N,65.563,W,1
9/10/2006,8:01:09,27.679,N,65.568,W,1
9/10/2006,8:03:09,27.687,N,65.572,W,1
9/10/2006,8:05:10,27.694,N,65.577,W,1
9/10/2006,8:07:10,27.702,N,65.581,W,1
9/10/2006,8:09:10,27.709,N,65.586,W,1
9/10/2006,8:11:10,27.716,N,65.59,W,1
9/10/2006,8:13:09,27.724,N,65.595,W,1
9/10/2006,8:15:09,27.731,N,65.599,W,1
9/10/2006,8:17:09,27.738,N,65.603,W,1
9/10/2006,8:19:09,27.746,N,65.608,W,1
9/10/2006,8:21:10,27.753,N,65.612,W,1
9/10/2006,8:23:10,27.76,N,65.617,W,1
9/10/2006,8:25:10,27.767,N,65.621,W,1
9/10/2006,8:27:10,27.774,N,65.625,W,1
9/10/2006,8:29:09,27.781,N,65.63,W,1
9/10/2006,8:31:09,27.788,N,65.634,W,1
9/10/2006,8:33:09,27.795,N,65.638,W,1
9/10/2006,8:35:10,27.802,N,65.643,W,1
9/10/2006,8:37:10,27.808,N,65.647,W,1
9/10/2006,8:39:10,27.815,N,65.651,W,1
9/10/2006,8:41:10,27.822,N,65.655,W,1
9/10/2006,8:43:09,27.828,N,65.66,W,1
9/10/2006,8:45:09,27.835,N,65.664,W,1
9/10/2006,8:47:09,27.842,N,65.668,W,1
9/10/2006,8:49:09,27.848,N,65.672,W,1
9/10/2006,8:51:10,27.854,N,65.676,W,1
9/10/2006,8:53:10,27.861,N,65.68,W,1
9/10/2006,8:55:10,27.867,N,65.684,W,1
9/10/2006,8:57:10,27.873,N,65.688,W,1
9/10/2006,8:59:09,27.88,N,65.692,W,1
9/10/2006,9:01:09,27.886,N,65.697,W,1
9/10/2006,9:03:09,27.892,N,65.701,W,1
9/10/2006,9:05:10,27.898,N,65.705,W,1
9/10/2006,9:07:10,27.904,N,65.708,W,1
9/10/2006,9:09:10,27.91,N,65.712,W,1
9/10/2006,9:11:10,27.916,N,65.716,W,1
9/10/2006,9:13:09,27.921,N,65.72,W,1
9/10/2006,9:15:09,27.927,N,65.724,W,1
9/10/2006,9:17:09,27.933,N,65.728,W,1
9/10/2006,9:19:09,27.938,N,65.732,W,1
9/10/2006,9:21:10,27.944,N,65.736,W,1
9/10/2006,9:23:10,27.949,N,65.739,W,1
9/10/2006,9:25:10,27.955,N,65.743,W,1
9/10/2006,9:27:10,27.96,N,65.747,W,1
9/10/2006,9:29:09,27.965,N,65.751,W,1
9/10/2006,9:31:09,27.971,N,65.754,W,1
9/10/2006,9:33:09,27.976,N,65.758,W,1
9/10/2006,9:35:10,27.981,N,65.762,W,1
9/10/2006,9:37:10,27.986,N,65.765,W,1
9/10/2006,9:39:10,27.991,N,65.769,W,1
9/10/2006,9:41:10,27.996,N,65.773,W,1
9/10/2006,9:43:09,28.001,N,65.776,W,1
9/10/2006,9:45:09,28.006,N,65.78,W,1
9/10/2006,9:47:09,28.01,N,65.783,W,1
9/10/2006,9:49:09,28.015,N,65.787,W,1
9/10/2006,9:51:10,28.019,N,65.79,W,1
9/10/2006,9:53:10,28.024,N,65.794,W,1
9/10/2006,9:55:10,28.028,N,65.797,W,1
9/10/2006,9:57:10,28.033,N,65.8,W,1
9/10/2006,9:59:09,28.037,N,65.804,W,1
9/10/2006,10:01:09,28.041,N,65.807,W,1
9/10/2006,10:03:09,28.045,N,65.81,W,1
9/10/2006,10:05:10,28.049,N,65.814,W,1
9/10/2006,10:07:10,28.054,N,65.817,W,1
9/10/2006,10:09:10,28.057,N,65.82,W,1
9/10/2006,10:11:10,28.061,N,65.823,W,1
