Track for,Danny,,2015,,,
Date,Time (UTC),Latitu,de,Longit,ude,Category
MM/DD/Year,HH:MM:SS,(deg),,(deg,),
8/24/2015,3:48:54,15.363,N,59.549,W,3
8/24/2015,3:50:54,15.361,N,59.552,W,3
8/24/2015,3:52:54,15.359,N,59.555,W,3
8/24/2015,3:54:54,15.358,N,59.558,W,3
8/24/2015,3:56:54,15.356,N,59.561,W,3
8/24/2015,3:58:53,15.354,N,59.564,W,3
8/24/2015,4:00:53,15.352,N,59.567,W,3
8/24/2015,4:02:53,15.35,N,59.57,W,3
8/24/2015,4:04:53,15.349,N,59.573,W,3
8/24/2015,4:06:53,15.347,N,59.577,W,3
8/24/2015,4:08:53,15.345,N,59.58,W,3
8/24/2015,4:10:53,15.344,N,59.583,W,3
8/24/2015,4:12:53,15.342,N,59.587,W,3
8/24/2015,4:14:54,15.34,N,59.59,W,3
8/24/2015,4:16:54,15.339,N,59.594,W,3
8/24/2015,4:18:54,15.337,N,59.598,W,3
8/24/2015,4:20:54,15.335,N,59.601,W,3
8/24/2015,4:22:54,15.334,N,59.605,W,3
8/24/2015,4:24:54,15.332,N,59.609,W,3
8/24/2015,4:26:54,15.331,N,59.613,W,3
8/24/2015,4:28:53,15.329,N,59.617,W,3
8/24/2015,4:30:53,15.328,N,59.621,W,3
8/24/2015,4:32:53,15.326,N,59.625,W,3
8/24/2015,4:34:53,15.325,N,59.629,W,3
8/24/2015,4:36:53,15.323,N,59.634,W,3
8/24/2015,4:38:53,15.322,N,59.638,W,3
8/24/2015,4:40:53,15.32,N,59.643,W,3
8/24/2015,4:42:53,15.319,N,59.647,W,3
8/24/2015,4:44:54,15.318,N,59.652,W,3
8/24/2015,4:46:54,15.316,N,59.656,W,3
8/24/2015,4:48:54,15.315,N,59.661,W,3
8/24/2015,4:50:54,15.314,N,59.666,W,3
8/24/2015,4:52:54,15.312,N,59.671,W,3
8/24/2015,4:54:54,15.311,N,59.676,W,3
8/24/2015,4:56:54,15.31,N,59.681,W,3
8/24/2015,4:58:53,15.308,N,59.686,W,3
8/24/2015,5:00:53,15.307,N,59.691,W,3
8/24/2015,5:02:53,15.306,N,59.697,W,3
8/24/2015,5:04:53,15.305,N,59.702,W,3
8/24/2015,5:06:53,15.304,N,59.707,W,3
8/24/2015,5:08:53,15.302,N,59.713,W,3
8/24/2015,5:10:53,15.301,N,59.718,W,3
8/24/2015,5:12:53,15.3,N,59.724,W,3
8/24/2015,5:13:19,15.3,N,59.725,W,3
8/24/2015,5:15:19,15.291,N,59.728,W,3
8/24/2015,5:17:19,15.283,N,59.731,W,3
8/24/2015,5:19:19,15.275,N,59.734,W,3
8/24/2015,5:21:19,15.267,N,59.737,W,3
8/24/2015,5:23:19,15.259,N,59.74,W,3
8/24/2015,5:25:20,15.252,N,59.744,W,3
8/24/2015,5:27:20,15.244,N,59.747,W,3
8/24/2015,5:29:20,15.237,N,59.751,W,3
8/24/2015,5:31:20,15.23,N,59.755,W,3
8/24/2015,5:33:20,15.223,N,59.758,W,3
8/24/2015,5:35:20,15.217,N,59.763,W,3
8/24/2015,5:37:20,15.211,N,59.767,W,3
8/24/2015,5:39:20,15.205,N,59.771,W,3
8/24/2015,5:41:19,15.199,N,59.775,W,3
8/24/2015,5:43:19,15.194,N,59.78,W,3
8/24/2015,5:45:19,15.189,N,59.785,W,3
8/24/2015,5:47:19,15.184,N,59.79,W,3
8/24/2015,5:49:19,15.18,N,59.795,W,3
8/24/2015,5:51:19,15.176,N,59.8,W,3
8/24/2015,5:53:19,15.172,N,59.805,W,3
8/24/2015,5:55:20,15.168,N,59.811,W,3
8/24/2015,5:57:20,15.165,N,59.817,W,3
8/24/2015,5:59:20,15.162,N,59.823,W,3
8/24/2015,6:01:20,15.16,N,59.829,W,3
8/24/2015,6:03:20,15.158,N,59.835,W,3
8/24/2015,6:05:20,15.156,N,59.841,W,3
8/24/2015,6:07:20,15.154,N,59.848,W,3
8/24/2015,6:09:20,15.153,N,59.854,W,3
8/24/2015,6:11:19,15.152,N,59.861,W,3
8/24/2015,6:13:19,15.151,N,59.868,W,3
8/24/2015,6:15:19,15.15,N,59.875,W,3
8/24/2015,6:17:19,15.15,N,59.882,W,3
8/24/2015,6:19:19,15.15,N,59.889,W,3
8/24/2015,6:21:19,15.15,N,59.897,W,3
8/24/2015,6:23:19,15.151,N,59.904,W,3
8/24/2015,6:25:20,15.152,N,59.912,W,3
8/24/2015,6:27:20,15.153,N,59.92,W,3
8/24/2015,6:29:20,15.154,N,59.928,W,3
8/24/2015,6:31:20,15.156,N,59.936,W,3
8/24/2015,6:33:20,15.158,N,59.944,W,3
8/24/2015,6:35:20,15.16,N,59.953,W,3
8/24/2015,6:37:20,15.162,N,59.961,W,3
8/24/2015,6:39:20,15.165,N,59.97,W,3
8/24/2015,6:41:19,15.167,N,59.978,W,3
8/24/2015,6:43:19,15.17,N,59.987,W,3
8/24/2015,6:45:19,15.174,N,59.996,W,3
8/24/2015,6:47:19,15.177,N,60.005,W,3
8/24/2015,6:49:19,15.181,N,60.014,W,3
8/24/2015,6:51:19,15.184,N,60.023,W,3
8/24/2015,6:53:19,15.188,N,60.033,W,3
8/24/2015,6:55:20,15.193,N,60.042,W,3
8/24/2015,6:57:20,15.197,N,60.052,W,3
8/24/2015,6:59:20,15.202,N,60.061,W,3
8/24/2015,7:01:20,15.206,N,60.071,W,3
8/24/2015,7:03:20,15.211,N,60.081,W,3
8/24/2015,7:05:20,15.216,N,60.09,W,3
8/24/2015,7:07:20,15.222,N,60.1,W,3
8/24/2015,7:09:20,15.227,N,60.11,W,3
8/24/2015,7:11:19,15.233,N,60.121,W,3
8/24/2015,7:13:19,15.238,N,60.131,W,3
8/24/2015,7:15:19,15.244,N,60.141,W,3
8/24/2015,7:17:19,15.25,N,60.151,W,3
8/24/2015,7:17:51,15.252,N,60.154,W,3
8/24/2015,7:19:51,15.261,N,60.166,W,3
8/24/2015,7:21:50,15.27,N,60.178,W,3
8/24/2015,7:23:50,15.279,N,60.19,W,3
8/24/2015,7:25:50,15.287,N,60.202,W,3
8/24/2015,7:27:50,15.296,N,60.214,W,3
8/24/2015,7:29:50,15.305,N,60.226,W,3
8/24/2015,7:31:50,15.313,N,60.238,W,3
8/24/2015,7:33:50,15.322,N,60.25,W,3
8/24/2015,7:35:51,15.33,N,60.261,W,3
8/24/2015,7:37:51,15.338,N,60.273,W,3
8/24/2015,7:39:51,15.347,N,60.284,W,3
8/24/2015,7:41:51,15.355,N,60.296,W,3
8/24/2015,7:43:51,15.363,N,60.307,W,3
8/24/2015,7:45:51,15.371,N,60.319,W,3
8/24/2015,7:47:51,15.379,N,60.33,W,3
8/24/2015,7:49:51,15.387,N,60.342,W,3
8/24/2015,7:51:50,15.395,N,60.353,W,3
8/24/2015,7:53:50,15.402,N,60.364,W,3
8/24/2015,7:55:50,15.41,N,60.375,W,3
8/24/2015,7:57:50,15.418,N,60.386,W,3
8/24/2015,7:59:50,15.425,N,60.397,W,3
8/24/2015,8:01:50,15.433,N,60.408,W,3
8/24/2015,8:03:50,15.44,N,60.419,W,3
8/24/2015,8:05:51,15.447,N,60.43,W,3
8/24/2015,8:07:51,15.454,N,60.441,W,3
8/24/2015,8:09:51,15.462,N,60.451,W,3
8/24/2015,8:11:51,15.469,N,60.462,W,3
8/24/2015,8:13:51,15.475,N,60.472,W,3
8/24/2015,8:15:51,15.482,N,60.483,W,3
8/24/2015,8:17:51,15.489,N,60.493,W,3
8/24/2015,8:19:51,15.496,N,60.504,W,3
8/24/2015,8:21:50,15.502,N,60.514,W,3
8/24/2015,8:23:50,15.509,N,60.524,W,3
8/24/2015,8:25:50,15.515,N,60.534,W,3
8/24/2015,8:27:50,15.521,N,60.544,W,3
8/24/2015,8:29:50,15.528,N,60.554,W,3
8/24/2015,8:31:50,15.534,N,60.564,W,3
8/24/2015,8:33:50,15.54,N,60.574,W,3
8/24/2015,8:35:51,15.546,N,60.583,W,3
8/24/2015,8:37:51,15.552,N,60.593,W,3
8/24/2015,8:39:51,15.557,N,60.603,W,3
8/24/2015,8:41:51,15.563,N,60.612,W,3
8/24/2015,8:43:51,15.568,N,60.622,W,3
8/24/2015,8:45:51,15.574,N,60.631,W,3
8/24/2015,8:47:51,15.579,N,60.64,W,3
8/24/2015,8:49:51,15.584,N,60.649,W,3
8/24/2015,8:51:50,15.589,N,60.659,W,3
8/24/2015,8:53:50,15.595,N,60.668,W,3
8/24/2015,8:55:50,15.6,N,60.677,W,3
8/24/2015,8:57:50,15.604,N,60.685,W,3
8/24/2015,8:59:50,15.609,N,60.694,W,3
8/24/2015,9:01:50,15.614,N,60.703,W,3
8/24/2015,9:03:50,15.618,N,60.712,W,3
8/24/2015,9:05:51,15.623,N,60.72,W,3
8/24/2015,9:07:51,15.627,N,60.729,W,3
8/24/2015,9:09:51,15.632,N,60.737,W,3
8/24/2015,9:11:51,15.636,N,60.746,W,3
8/24/2015,9:13:51,15.64,N,60.754,W,3
8/24/2015,9:15:51,15.644,N,60.763,W,3
8/24/2015,9:17:51,15.648,N,60.771,W,3
8/24/2015,9:19:51,15.652,N,60.779,W,3
8/24/2015,9:21:50,15.656,N,60.787,W,3
8/24/2015,9:23:50,15.66,N,60.795,W,3
8/24/2015,9:25:50,15.664,N,60.803,W,3
8/24/2015,9:27:50,15.667,N,60.811,W,3
8/24/2015,9:29:50,15.671,N,60.819,W,3
8/24/2015,9:31:50,15.675,N,60.827,W,3
8/24/2015,9:33:50,15.678,N,60.835,W,3
8/24/2015,9:35:51,15.681,N,60.842,W,3
8/24/2015,9:37:51,15.685,N,60.85,W,3
8/24/2015,9:39:51,15.688,N,60.858,W,3
8/24/2015,9:41:51,15.691,N,60.865,W,3
8/24/2015,9:43:51,15.694,N,60.873,W,3
8/24/2015,9:45:51,15.697,N,60.88,W,3
8/24/2015,9:47:51,15.7,N,60.887,W,3
8/24/2015,9:49:51,15.703,N,60.895,W,3
8/24/2015,9:51:50,15.706,N,60.902,W,3
8/24/2015,9:53:50,15.709,N,60.909,W,3
8/24/2015,9:55:50,15.711,N,60.916,W,3
8/24/2015,9:57:50,15.714,N,60.924,W,3
8/24/2015,9:59:50,15.716,N,60.931,W,3
8/24/2015,10:01:50,15.719,N,60.938,W,3
8/24/2015,10:03:50,15.721,N,60.945,W,3
8/24/2015,10:05:51,15.724,N,60.952,W,3
8/24/2015,10:07:51,15.726,N,60.959,W,3
8/24/2015,10:09:51,15.729,N,60.965,W,3
8/24/2015,10:11:51,15.731,N,60.972,W,3
8/24/2015,10:13:51,15.733,N,60.979,W,3
8/24/2015,10:15:51,15.735,N,60.986,W,3
8/24/2015,10:17:51,15.737,N,60.993,W,3
8/24/2015,10:19:51,15.739,N,60.999,W,3
8/24/2015,10:21:50,15.741,N,61.006,W,3
8/24/2015,10:23:50,15.743,N,61.012,W,3
8/24/2015,10:25:50,15.745,N,61.019,W,3
8/24/2015,10:27:50,15.747,N,61.026,W,3
8/24/2015,10:29:50,15.749,N,61.032,W,3
8/24/2015,10:31:50,15.751,N,61.038,W,3
8/24/2015,10:33:50,15.752,N,61.045,W,3
8/24/2015,10:35:51,15.754,N,61.051,W,3
8/24/2015,10:37:51,15.756,N,61.058,W,3
8/24/2015,10:39:51,15.757,N,61.064,W,3
8/24/2015,10:41:51,15.759,N,61.07,W,3
8/24/2015,10:43:51,15.76,N,61.076,W,3
8/24/2015,10:45:51,15.762,N,61.083,W,3
8/24/2015,10:47:51,15.763,N,61.089,W,3
8/24/2015,10:49:51,15.765,N,61.095,W,3
8/24/2015,10:51:50,15.766,N,61.101,W,3
8/24/2015,10:53:50,15.767,N,61.107,W,3
8/24/2015,10:55:50,15.769,N,61.113,W,3
8/24/2015,10:57:50,15.77,N,61.119,W,3
8/24/2015,10:59:50,15.771,N,61.126,W,3
8/24/2015,11:01:50,15.773,N,61.132,W,3
8/24/2015,11:03:50,15.774,N,61.138,W,3
8/24/2015,11:05:51,15.775,N,61.144,W,3
8/24/2015,11:07:51,15.776,N,61.149,W,3
8/24/2015,11:09:51,15.777,N,61.155,W,3
8/24/2015,11:11:51,15.778,N,61.161,W,3
8/24/2015,11:13:51,15.779,N,61.167,W,3
8/24/2015,11:15:51,15.78,N,61.173,W,3
8/24/2015,11:17:51,15.781,N,61.179,W,3
8/24/2015,11:19:51,15.783,N,61.185,W,3
8/24/2015,11:21:50,15.783,N,61.191,W,3
8/24/2015,11:23:50,15.784,N,61.196,W,3
8/24/2015,11:25:50,15.785,N,61.202,W,3
8/24/2015,11:27:50,15.786,N,61.208,W,3
8/24/2015,11:29:50,15.787,N,61.214,W,3
8/24/2015,11:31:50,15.788,N,61.22,W,3
8/24/2015,11:33:50,15.789,N,61.225,W,3
8/24/2015,11:35:51,15.79,N,61.231,W,3
8/24/2015,11:37:51,15.791,N,61.237,W,3
8/24/2015,11:39:51,15.792,N,61.243,W,3
8/24/2015,11:41:51,15.793,N,61.248,W,3
8/24/2015,11:43:51,15.793,N,61.254,W,3
8/24/2015,11:45:51,15.794,N,61.26,W,3
8/24/2015,11:47:51,15.795,N,61.265,W,3
8/24/2015,11:49:51,15.796,N,61.271,W,3
8/24/2015,11:51:50,15.797,N,61.277,W,3
8/24/2015,11:53:50,15.798,N,61.283,W,3
8/24/2015,11:55:50,15.798,N,61.288,W,3
8/24/2015,11:57:50,15.799,N,61.294,W,3
8/24/2015,11:59:50,15.8,N,61.3,W,3
