Track,for,Maria,2011,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/15/2011,1:09:22,27.42,N,68.797,W
9/15/2011,1:11:22,27.428,N,68.795,W
9/15/2011,1:13:22,27.436,N,68.793,W
9/15/2011,1:15:22,27.445,N,68.79,W
9/15/2011,1:17:22,27.453,N,68.788,W
9/15/2011,1:19:23,27.462,N,68.785,W
9/15/2011,1:21:23,27.471,N,68.783,W
9/15/2011,1:23:23,27.479,N,68.78,W
9/15/2011,1:25:23,27.488,N,68.778,W
9/15/2011,1:27:23,27.496,N,68.775,W
9/15/2011,1:29:23,27.505,N,68.773,W
9/15/2011,1:31:23,27.513,N,68.77,W
9/15/2011,1:33:22,27.522,N,68.768,W
9/15/2011,1:35:22,27.531,N,68.765,W
9/15/2011,1:37:22,27.539,N,68.763,W
9/15/2011,1:39:22,27.548,N,68.76,W
9/15/2011,1:41:22,27.556,N,68.758,W
9/15/2011,1:43:22,27.565,N,68.755,W
9/15/2011,1:45:22,27.574,N,68.753,W
9/15/2011,1:47:22,27.582,N,68.75,W
9/15/2011,1:49:23,27.591,N,68.748,W
9/15/2011,1:51:23,27.6,N,68.745,W
9/15/2011,1:53:23,27.608,N,68.743,W
9/15/2011,1:55:23,27.617,N,68.74,W
9/15/2011,1:57:23,27.626,N,68.738,W
9/15/2011,1:59:23,27.635,N,68.735,W
9/15/2011,2:01:23,27.643,N,68.733,W
9/15/2011,2:03:22,27.652,N,68.73,W
9/15/2011,2:05:22,27.661,N,68.728,W
9/15/2011,2:07:22,27.67,N,68.725,W
9/15/2011,2:09:22,27.679,N,68.723,W
9/15/2011,2:11:22,27.687,N,68.72,W
9/15/2011,2:13:22,27.696,N,68.717,W
9/15/2011,2:15:22,27.705,N,68.715,W
9/15/2011,2:17:22,27.714,N,68.712,W
9/15/2011,2:19:23,27.723,N,68.71,W
9/15/2011,2:21:23,27.732,N,68.707,W
9/15/2011,2:23:23,27.741,N,68.705,W
9/15/2011,2:25:23,27.75,N,68.702,W
9/15/2011,2:27:23,27.758,N,68.7,W
9/15/2011,2:29:23,27.767,N,68.697,W
9/15/2011,2:31:23,27.776,N,68.694,W
9/15/2011,2:33:22,27.785,N,68.692,W
9/15/2011,2:35:22,27.794,N,68.689,W
9/15/2011,2:37:22,27.803,N,68.687,W
9/15/2011,2:39:22,27.812,N,68.684,W
9/15/2011,2:41:22,27.821,N,68.681,W
9/15/2011,2:43:22,27.83,N,68.679,W
9/15/2011,2:45:22,27.839,N,68.676,W
9/15/2011,2:47:22,27.848,N,68.674,W
9/15/2011,2:49:23,27.858,N,68.671,W
9/15/2011,2:51:23,27.867,N,68.668,W
9/15/2011,2:53:23,27.876,N,68.666,W
9/15/2011,2:55:23,27.885,N,68.663,W
9/15/2011,2:57:23,27.894,N,68.66,W
9/15/2011,2:59:23,27.903,N,68.658,W
9/15/2011,3:01:23,27.912,N,68.655,W
9/15/2011,3:03:22,27.921,N,68.652,W
9/15/2011,3:05:22,27.931,N,68.65,W
9/15/2011,3:07:22,27.94,N,68.647,W
9/15/2011,3:09:22,27.949,N,68.645,W
9/15/2011,3:11:22,27.958,N,68.642,W
9/15/2011,3:13:22,27.968,N,68.639,W
9/15/2011,3:15:22,27.977,N,68.636,W
9/15/2011,3:17:22,27.986,N,68.634,W
9/15/2011,3:19:23,27.996,N,68.631,W
9/15/2011,3:21:23,28.005,N,68.628,W
9/15/2011,3:23:23,28.014,N,68.626,W
9/15/2011,3:25:23,28.024,N,68.623,W
9/15/2011,3:27:23,28.033,N,68.62,W
9/15/2011,3:29:23,28.042,N,68.618,W
9/15/2011,3:31:23,28.052,N,68.615,W
9/15/2011,3:33:22,28.061,N,68.612,W
9/15/2011,3:35:22,28.071,N,68.61,W
9/15/2011,3:37:22,28.08,N,68.607,W
9/15/2011,3:39:22,28.089,N,68.604,W
9/15/2011,3:41:22,28.099,N,68.601,W
9/15/2011,3:43:22,28.108,N,68.599,W
9/15/2011,3:45:22,28.118,N,68.596,W
9/15/2011,3:47:22,28.127,N,68.593,W
9/15/2011,3:49:23,28.137,N,68.59,W
9/15/2011,3:51:23,28.147,N,68.588,W
9/15/2011,3:53:23,28.156,N,68.585,W
9/15/2011,3:55:23,28.166,N,68.582,W
9/15/2011,3:57:23,28.175,N,68.579,W
9/15/2011,3:59:23,28.185,N,68.577,W
9/15/2011,4:01:23,28.195,N,68.574,W
9/15/2011,4:03:22,28.204,N,68.571,W
9/15/2011,4:05:22,28.214,N,68.568,W
9/15/2011,4:07:22,28.224,N,68.565,W
9/15/2011,4:09:22,28.233,N,68.563,W
9/15/2011,4:11:22,28.243,N,68.56,W
9/15/2011,4:13:22,28.253,N,68.557,W
9/15/2011,4:15:22,28.263,N,68.554,W
9/15/2011,4:17:22,28.273,N,68.551,W
9/15/2011,4:19:23,28.282,N,68.549,W
9/15/2011,4:21:23,28.292,N,68.546,W
9/15/2011,4:23:23,28.302,N,68.543,W
9/15/2011,4:25:23,28.312,N,68.54,W
9/15/2011,4:27:23,28.322,N,68.537,W
9/15/2011,4:29:23,28.332,N,68.534,W
9/15/2011,4:31:23,28.342,N,68.532,W
9/15/2011,4:33:22,28.352,N,68.529,W
9/15/2011,4:35:22,28.362,N,68.526,W
9/15/2011,4:37:22,28.372,N,68.523,W
9/15/2011,4:39:22,28.382,N,68.52,W
9/15/2011,4:41:22,28.392,N,68.517,W
9/15/2011,4:43:22,28.402,N,68.514,W
9/15/2011,4:45:22,28.412,N,68.511,W
9/15/2011,4:47:22,28.422,N,68.508,W
9/15/2011,4:49:23,28.432,N,68.506,W
9/15/2011,4:51:23,28.442,N,68.503,W
9/15/2011,4:53:23,28.452,N,68.5,W
9/15/2011,4:55:23,28.462,N,68.497,W
9/15/2011,4:57:23,28.473,N,68.494,W
9/15/2011,4:59:23,28.483,N,68.491,W
9/15/2011,5:01:23,28.493,N,68.488,W
9/15/2011,5:03:22,28.503,N,68.485,W
9/15/2011,5:05:22,28.513,N,68.482,W
9/15/2011,5:07:22,28.524,N,68.479,W
9/15/2011,5:09:22,28.534,N,68.476,W
9/15/2011,5:11:22,28.544,N,68.473,W
9/15/2011,5:13:22,28.555,N,68.47,W
9/15/2011,5:15:22,28.565,N,68.467,W
9/15/2011,5:17:22,28.575,N,68.464,W
9/15/2011,5:19:23,28.586,N,68.461,W
9/15/2011,5:21:23,28.596,N,68.458,W
9/15/2011,5:23:23,28.606,N,68.455,W
9/15/2011,5:25:23,28.617,N,68.453,W
9/15/2011,5:27:23,28.627,N,68.45,W
9/15/2011,5:29:23,28.638,N,68.447,W
9/15/2011,5:31:23,28.648,N,68.444,W
9/15/2011,5:33:22,28.659,N,68.44,W
9/15/2011,5:35:22,28.669,N,68.437,W
9/15/2011,5:37:22,28.68,N,68.434,W
9/15/2011,5:39:22,28.69,N,68.431,W
9/15/2011,5:41:22,28.701,N,68.428,W
9/15/2011,5:43:22,28.711,N,68.425,W
9/15/2011,5:45:22,28.722,N,68.422,W
9/15/2011,5:47:22,28.733,N,68.419,W
9/15/2011,5:49:23,28.743,N,68.416,W
9/15/2011,5:51:23,28.754,N,68.413,W
9/15/2011,5:53:23,28.765,N,68.41,W
9/15/2011,5:55:23,28.775,N,68.407,W
9/15/2011,5:57:23,28.786,N,68.404,W
9/15/2011,5:59:23,28.797,N,68.401,W
9/15/2011,6:01:23,28.807,N,68.398,W
9/15/2011,6:03:22,28.818,N,68.395,W
9/15/2011,6:05:22,28.829,N,68.392,W
9/15/2011,6:07:22,28.84,N,68.389,W
9/15/2011,6:09:22,28.85,N,68.386,W
9/15/2011,6:11:22,28.861,N,68.382,W
9/15/2011,6:13:22,28.872,N,68.379,W
9/15/2011,6:15:22,28.883,N,68.376,W
9/15/2011,6:17:22,28.894,N,68.373,W
9/15/2011,6:19:23,28.905,N,68.37,W
9/15/2011,6:21:23,28.916,N,68.367,W
9/15/2011,6:23:23,28.926,N,68.364,W
9/15/2011,6:25:23,28.937,N,68.361,W
9/15/2011,6:27:23,28.948,N,68.358,W
9/15/2011,6:29:23,28.959,N,68.354,W
9/15/2011,6:31:23,28.97,N,68.351,W
9/15/2011,6:33:22,28.981,N,68.348,W
9/15/2011,6:35:22,28.992,N,68.345,W
9/15/2011,6:37:22,29.003,N,68.342,W
9/15/2011,6:39:22,29.014,N,68.339,W
9/15/2011,6:41:22,29.025,N,68.336,W
9/15/2011,6:43:22,29.036,N,68.332,W
9/15/2011,6:45:22,29.047,N,68.329,W
9/15/2011,6:47:22,29.058,N,68.326,W
9/15/2011,6:49:23,29.069,N,68.323,W
9/15/2011,6:51:23,29.08,N,68.32,W
9/15/2011,6:53:23,29.092,N,68.317,W
9/15/2011,6:55:23,29.103,N,68.313,W
9/15/2011,6:57:23,29.114,N,68.31,W
9/15/2011,6:59:23,29.125,N,68.307,W
9/15/2011,7:01:23,29.136,N,68.304,W
9/15/2011,7:03:22,29.147,N,68.301,W
9/15/2011,7:05:22,29.158,N,68.297,W
9/15/2011,7:07:22,29.17,N,68.294,W
9/15/2011,7:09:22,29.181,N,68.291,W
9/15/2011,7:11:22,29.192,N,68.288,W
9/15/2011,7:13:22,29.203,N,68.285,W
9/15/2011,7:15:22,29.215,N,68.281,W
9/15/2011,7:17:22,29.226,N,68.278,W
9/15/2011,7:19:23,29.237,N,68.275,W
9/15/2011,7:21:23,29.248,N,68.272,W
9/15/2011,7:23:23,29.26,N,68.268,W
9/15/2011,7:25:23,29.271,N,68.265,W
9/15/2011,7:27:23,29.282,N,68.262,W
9/15/2011,7:29:23,29.294,N,68.259,W
9/15/2011,7:31:23,29.305,N,68.255,W
9/15/2011,7:33:22,29.316,N,68.252,W
9/15/2011,7:35:22,29.328,N,68.249,W
9/15/2011,7:37:22,29.339,N,68.246,W
9/15/2011,7:39:22,29.35,N,68.242,W
9/15/2011,7:41:22,29.362,N,68.239,W
9/15/2011,7:43:22,29.373,N,68.236,W
9/15/2011,7:45:22,29.385,N,68.233,W
9/15/2011,7:47:22,29.396,N,68.229,W
9/15/2011,7:49:23,29.408,N,68.226,W
9/15/2011,7:51:23,29.419,N,68.223,W
9/15/2011,7:53:23,29.43,N,68.22,W
9/15/2011,7:55:23,29.442,N,68.216,W
9/15/2011,7:57:23,29.453,N,68.213,W
9/15/2011,7:59:23,29.465,N,68.21,W
9/15/2011,8:01:23,29.476,N,68.206,W
9/15/2011,8:03:23,29.488,N,68.203,W
9/15/2011,8:05:22,29.5,N,68.2,W
9/15/2011,8:07:23,29.511,N,68.197,W
9/15/2011,8:09:22,29.523,N,68.193,W
9/15/2011,8:11:23,29.534,N,68.19,W
9/15/2011,8:13:22,29.546,N,68.187,W
9/15/2011,8:15:23,29.557,N,68.183,W
9/15/2011,8:17:22,29.569,N,68.18,W
9/15/2011,8:19:23,29.581,N,68.177,W
9/15/2011,8:21:22,29.592,N,68.173,W
9/15/2011,8:23:23,29.604,N,68.17,W
9/15/2011,8:25:22,29.615,N,68.167,W
9/15/2011,8:27:23,29.627,N,68.163,W
9/15/2011,8:29:22,29.639,N,68.16,W
9/15/2011,8:31:23,29.65,N,68.157,W
9/15/2011,8:33:23,29.662,N,68.153,W
9/15/2011,8:35:22,29.674,N,68.15,W
9/15/2011,8:37:23,29.685,N,68.147,W
9/15/2011,8:39:22,29.697,N,68.143,W
9/15/2011,8:41:23,29.709,N,68.14,W
9/15/2011,8:43:22,29.72,N,68.137,W
9/15/2011,8:45:23,29.732,N,68.133,W
9/15/2011,8:47:22,29.744,N,68.13,W
9/15/2011,8:49:23,29.756,N,68.127,W
9/15/2011,8:51:22,29.767,N,68.123,W
9/15/2011,8:53:23,29.779,N,68.12,W
9/15/2011,8:55:22,29.791,N,68.117,W
9/15/2011,8:57:23,29.803,N,68.113,W
9/15/2011,8:59:22,29.814,N,68.11,W
9/15/2011,9:01:23,29.826,N,68.106,W
9/15/2011,9:03:23,29.838,N,68.103,W
9/15/2011,9:05:22,29.85,N,68.1,W
9/15/2011,9:07:23,29.862,N,68.096,W
9/15/2011,9:09:22,29.873,N,68.093,W
9/15/2011,9:11:23,29.885,N,68.09,W
9/15/2011,9:13:22,29.897,N,68.086,W
9/15/2011,9:15:23,29.909,N,68.083,W
9/15/2011,9:17:22,29.921,N,68.079,W
9/15/2011,9:19:23,29.933,N,68.076,W
9/15/2011,9:21:22,29.945,N,68.073,W
9/15/2011,9:23:23,29.956,N,68.069,W
9/15/2011,9:25:22,29.968,N,68.066,W
9/15/2011,9:27:23,29.98,N,68.063,W
9/15/2011,9:29:22,29.992,N,68.059,W
9/15/2011,9:31:23,30.004,N,68.056,W
9/15/2011,9:33:23,30.016,N,68.052,W
9/15/2011,9:35:22,30.028,N,68.049,W
9/15/2011,9:37:23,30.04,N,68.046,W
9/15/2011,9:39:22,30.052,N,68.042,W
9/15/2011,9:41:23,30.064,N,68.039,W
9/15/2011,9:43:22,30.075,N,68.035,W
9/15/2011,9:45:23,30.087,N,68.032,W
9/15/2011,9:47:22,30.099,N,68.029,W
9/15/2011,9:49:23,30.111,N,68.025,W
9/15/2011,9:51:22,30.123,N,68.022,W
9/15/2011,9:53:23,30.135,N,68.018,W
9/15/2011,9:55:22,30.147,N,68.015,W
9/15/2011,9:57:23,30.159,N,68.011,W
9/15/2011,9:59:22,30.171,N,68.008,W
9/15/2011,10:01:23,30.183,N,68.005,W
9/15/2011,10:03:23,30.195,N,68.001,W
9/15/2011,10:05:22,30.207,N,67.998,W
9/15/2011,10:07:23,30.219,N,67.994,W
9/15/2011,10:09:22,30.231,N,67.991,W
9/15/2011,10:11:23,30.243,N,67.987,W
9/15/2011,10:13:22,30.255,N,67.984,W
9/15/2011,10:15:23,30.267,N,67.981,W
9/15/2011,10:17:22,30.279,N,67.977,W
9/15/2011,10:19:23,30.291,N,67.974,W
9/15/2011,10:21:22,30.303,N,67.97,W
9/15/2011,10:23:23,30.315,N,67.967,W
9/15/2011,10:25:22,30.327,N,67.963,W
9/15/2011,10:27:23,30.339,N,67.96,W
9/15/2011,10:29:22,30.351,N,67.957,W
9/15/2011,10:31:23,30.363,N,67.953,W
9/15/2011,10:33:23,30.375,N,67.95,W
9/15/2011,10:35:22,30.388,N,67.946,W
9/15/2011,10:37:23,30.4,N,67.943,W
9/15/2011,10:39:22,30.412,N,67.939,W
9/15/2011,10:41:23,30.424,N,67.936,W
9/15/2011,10:43:22,30.436,N,67.932,W
9/15/2011,10:45:23,30.448,N,67.929,W
9/15/2011,10:47:22,30.46,N,67.926,W
9/15/2011,10:49:23,30.472,N,67.922,W
9/15/2011,10:51:22,30.484,N,67.919,W
9/15/2011,10:53:23,30.496,N,67.915,W
9/15/2011,10:55:22,30.508,N,67.912,W
9/15/2011,10:57:23,30.52,N,67.908,W
9/15/2011,10:59:22,30.532,N,67.905,W
9/15/2011,11:01:23,30.545,N,67.901,W
9/15/2011,11:03:23,30.557,N,67.898,W
9/15/2011,11:05:22,30.569,N,67.895,W
9/15/2011,11:07:23,30.581,N,67.891,W
9/15/2011,11:09:22,30.593,N,67.888,W
9/15/2011,11:11:23,30.605,N,67.884,W
9/15/2011,11:13:22,30.617,N,67.881,W
9/15/2011,11:15:23,30.629,N,67.877,W
9/15/2011,11:17:22,30.641,N,67.874,W
9/15/2011,11:19:23,30.654,N,67.87,W
9/15/2011,11:21:22,30.666,N,67.867,W
9/15/2011,11:23:23,30.678,N,67.863,W
9/15/2011,11:25:22,30.69,N,67.86,W
9/15/2011,11:27:23,30.702,N,67.856,W
9/15/2011,11:29:22,30.714,N,67.853,W
9/15/2011,11:31:23,30.726,N,67.85,W
9/15/2011,11:33:23,30.738,N,67.846,W
9/15/2011,11:35:22,30.751,N,67.843,W
9/15/2011,11:37:23,30.763,N,67.839,W
9/15/2011,11:39:22,30.775,N,67.836,W
9/15/2011,11:41:23,30.787,N,67.832,W
9/15/2011,11:43:22,30.799,N,67.829,W
9/15/2011,11:45:23,30.811,N,67.825,W
9/15/2011,11:47:22,30.823,N,67.822,W
9/15/2011,11:49:23,30.836,N,67.818,W
9/15/2011,11:51:22,30.848,N,67.815,W
9/15/2011,11:53:23,30.86,N,67.811,W
9/15/2011,11:55:22,30.872,N,67.808,W
9/15/2011,11:57:23,30.884,N,67.805,W
9/15/2011,11:59:22,30.896,N,67.801,W
9/15/2011,11:55:22,30.872,N,67.808,W
9/15/2011,11:57:23,30.884,N,67.805,W
9/15/2011,12:00:22,30.896,N,67.801,W
