Track,for,Leslie,2012,,
Date,Time,(UTC),Latitude,Longitude,
MM/DD/Year,HH:MM:SS,(deg),(deg),,
9/6/2012,23:53:59,26.498,N,62.2,W
9/6/2012,23:55:59,26.499,N,62.2,W
9/6/2012,23:58:00,26.499,N,62.2,W
9/7/2012,0:00:00,26.5,N,62.2,W
9/7/2012,0:02:00,26.501,N,62.2,W
9/7/2012,0:04:00,26.501,N,62.2,W
9/7/2012,0:06:00,26.502,N,62.2,W
9/7/2012,0:08:00,26.502,N,62.2,W
9/7/2012,0:10:00,26.503,N,62.2,W
9/7/2012,0:12:00,26.503,N,62.2,W
9/7/2012,0:14:00,26.504,N,62.2,W
9/7/2012,0:16:00,26.504,N,62.2,W
9/7/2012,0:18:00,26.505,N,62.2,W
9/7/2012,0:20:00,26.506,N,62.2,W
9/7/2012,0:22:00,26.506,N,62.2,W
9/7/2012,0:24:00,26.507,N,62.2,W
9/7/2012,0:26:00,26.507,N,62.2,W
9/7/2012,0:28:00,26.508,N,62.2,W
9/7/2012,0:30:00,26.508,N,62.2,W
9/7/2012,0:32:00,26.509,N,62.2,W
9/7/2012,0:34:00,26.51,N,62.201,W
9/7/2012,0:36:00,26.51,N,62.201,W
9/7/2012,0:38:00,26.511,N,62.201,W
9/7/2012,0:40:00,26.511,N,62.201,W
9/7/2012,0:42:00,26.512,N,62.201,W
9/7/2012,0:44:00,26.512,N,62.201,W
9/7/2012,0:46:00,26.513,N,62.201,W
9/7/2012,0:48:00,26.513,N,62.201,W
9/7/2012,0:50:00,26.514,N,62.201,W
9/7/2012,0:52:00,26.515,N,62.201,W
9/7/2012,0:54:00,26.515,N,62.201,W
9/7/2012,0:56:00,26.516,N,62.201,W
9/7/2012,0:58:00,26.516,N,62.201,W
9/7/2012,1:00:00,26.517,N,62.201,W
9/7/2012,1:01:59,26.517,N,62.201,W
9/7/2012,1:04:00,26.518,N,62.201,W
9/7/2012,1:06:00,26.519,N,62.201,W
9/7/2012,1:07:59,26.519,N,62.201,W
9/7/2012,1:09:59,26.52,N,62.201,W
9/7/2012,1:12:00,26.52,N,62.201,W
9/7/2012,1:14:00,26.521,N,62.201,W
9/7/2012,1:15:59,26.521,N,62.201,W
9/7/2012,1:17:59,26.522,N,62.201,W
9/7/2012,1:20:00,26.522,N,62.201,W
9/7/2012,1:22:00,26.523,N,62.201,W
9/7/2012,1:23:59,26.524,N,62.201,W
9/7/2012,1:25:59,26.524,N,62.201,W
9/7/2012,1:28:00,26.525,N,62.201,W
9/7/2012,1:30:00,26.525,N,62.201,W
9/7/2012,1:31:59,26.526,N,62.201,W
9/7/2012,1:34:00,26.526,N,62.201,W
9/7/2012,1:36:00,26.527,N,62.201,W
9/7/2012,1:38:00,26.527,N,62.201,W
9/7/2012,1:39:59,26.528,N,62.201,W
9/7/2012,1:42:00,26.529,N,62.201,W
9/7/2012,1:44:00,26.529,N,62.201,W
9/7/2012,1:46:00,26.53,N,62.201,W
9/7/2012,1:47:59,26.53,N,62.201,W
9/7/2012,1:50:00,26.531,N,62.201,W
9/7/2012,1:52:00,26.531,N,62.201,W
9/7/2012,1:54:00,26.532,N,62.201,W
9/7/2012,1:55:59,26.533,N,62.202,W
9/7/2012,1:58:00,26.533,N,62.202,W
9/7/2012,2:00:00,26.534,N,62.202,W
9/7/2012,2:01:59,26.534,N,62.202,W
9/7/2012,2:03:59,26.535,N,62.202,W
9/7/2012,2:05:59,26.535,N,62.202,W
9/7/2012,2:08:00,26.536,N,62.202,W
9/7/2012,2:10:00,26.536,N,62.202,W
9/7/2012,2:12:00,26.537,N,62.202,W
9/7/2012,2:14:00,26.538,N,62.202,W
9/7/2012,2:15:59,26.538,N,62.202,W
9/7/2012,2:17:59,26.539,N,62.202,W
9/7/2012,2:19:59,26.539,N,62.202,W
9/7/2012,2:21:59,26.54,N,62.202,W
9/7/2012,2:24:00,26.54,N,62.202,W
9/7/2012,2:26:00,26.541,N,62.202,W
9/7/2012,2:28:00,26.541,N,62.202,W
9/7/2012,2:30:00,26.542,N,62.202,W
9/7/2012,2:31:59,26.543,N,62.202,W
9/7/2012,2:33:59,26.543,N,62.202,W
9/7/2012,2:35:59,26.544,N,62.202,W
9/7/2012,2:38:00,26.544,N,62.202,W
9/7/2012,2:40:00,26.545,N,62.202,W
9/7/2012,2:42:00,26.545,N,62.202,W
9/7/2012,2:44:00,26.546,N,62.202,W
9/7/2012,2:46:00,26.546,N,62.202,W
9/7/2012,2:47:59,26.547,N,62.202,W
9/7/2012,2:49:59,26.548,N,62.202,W
9/7/2012,2:51:59,26.548,N,62.202,W
9/7/2012,2:54:00,26.549,N,62.202,W
9/7/2012,2:56:00,26.549,N,62.202,W
9/7/2012,2:58:00,26.55,N,62.202,W
9/7/2012,3:00:00,26.55,N,62.202,W
9/7/2012,3:01:59,26.551,N,62.202,W
9/7/2012,3:03:59,26.551,N,62.202,W
9/7/2012,3:05:59,26.552,N,62.202,W
9/7/2012,3:08:00,26.553,N,62.202,W
9/7/2012,3:10:00,26.553,N,62.202,W
9/7/2012,3:12:00,26.554,N,62.202,W
9/7/2012,3:14:00,26.554,N,62.202,W
9/7/2012,3:15:59,26.555,N,62.202,W
9/7/2012,3:17:59,26.555,N,62.202,W
9/7/2012,3:19:59,26.556,N,62.202,W
9/7/2012,3:21:59,26.556,N,62.202,W
9/7/2012,3:24:00,26.557,N,62.202,W
9/7/2012,3:26:00,26.558,N,62.202,W
9/7/2012,3:28:00,26.558,N,62.202,W
9/7/2012,3:30:00,26.559,N,62.202,W
9/7/2012,3:31:59,26.559,N,62.202,W
9/7/2012,3:33:59,26.56,N,62.202,W
9/7/2012,3:35:59,26.56,N,62.202,W
9/7/2012,3:38:00,26.561,N,62.202,W
9/7/2012,3:40:00,26.561,N,62.202,W
9/7/2012,3:42:00,26.562,N,62.202,W
9/7/2012,3:44:00,26.563,N,62.202,W
9/7/2012,3:46:00,26.563,N,62.202,W
9/7/2012,3:47:59,26.564,N,62.202,W
9/7/2012,3:49:59,26.564,N,62.202,W
9/7/2012,3:51:59,26.565,N,62.202,W
9/7/2012,3:54:00,26.565,N,62.202,W
9/7/2012,3:56:00,26.566,N,62.202,W
9/7/2012,3:58:00,26.566,N,62.202,W
9/7/2012,4:00:00,26.567,N,62.202,W
9/7/2012,4:01:59,26.568,N,62.202,W
9/7/2012,4:03:59,26.568,N,62.202,W
9/7/2012,4:05:59,26.569,N,62.202,W
9/7/2012,4:07:59,26.569,N,62.202,W
9/7/2012,4:09:59,26.57,N,62.202,W
9/7/2012,4:11:59,26.57,N,62.202,W
9/7/2012,4:13:59,26.571,N,62.202,W
9/7/2012,4:16:00,26.571,N,62.202,W
9/7/2012,4:18:00,26.572,N,62.202,W
9/7/2012,4:20:00,26.573,N,62.202,W
9/7/2012,4:22:00,26.573,N,62.202,W
9/7/2012,4:24:00,26.574,N,62.202,W
9/7/2012,4:26:00,26.574,N,62.202,W
9/7/2012,4:28:00,26.575,N,62.202,W
9/7/2012,4:30:00,26.575,N,62.202,W
9/7/2012,4:31:59,26.576,N,62.202,W
9/7/2012,4:33:59,26.576,N,62.202,W
9/7/2012,4:35:59,26.577,N,62.202,W
9/7/2012,4:37:59,26.578,N,62.202,W
9/7/2012,4:39:59,26.578,N,62.202,W
9/7/2012,4:41:59,26.579,N,62.202,W
9/7/2012,4:43:59,26.579,N,62.202,W
9/7/2012,4:46:00,26.58,N,62.202,W
9/7/2012,4:48:00,26.58,N,62.202,W
9/7/2012,4:50:00,26.581,N,62.201,W
9/7/2012,4:52:00,26.581,N,62.201,W
9/7/2012,4:54:00,26.582,N,62.201,W
9/7/2012,4:56:00,26.582,N,62.201,W
9/7/2012,4:58:00,26.583,N,62.201,W
9/7/2012,5:00:00,26.584,N,62.201,W
9/7/2012,5:01:59,26.584,N,62.201,W
9/7/2012,5:03:59,26.585,N,62.201,W
9/7/2012,5:05:59,26.585,N,62.201,W
9/7/2012,5:07:59,26.586,N,62.201,W
9/7/2012,5:09:59,26.586,N,62.201,W
9/7/2012,5:11:59,26.587,N,62.201,W
9/7/2012,5:13:59,26.587,N,62.201,W
9/7/2012,5:16:00,26.588,N,62.201,W
9/7/2012,5:18:00,26.589,N,62.201,W
9/7/2012,5:20:00,26.589,N,62.201,W
9/7/2012,5:22:00,26.59,N,62.201,W
9/7/2012,5:24:00,26.59,N,62.201,W
9/7/2012,5:26:00,26.591,N,62.201,W
9/7/2012,5:28:00,26.591,N,62.201,W
9/7/2012,5:30:00,26.592,N,62.201,W
9/7/2012,5:31:59,26.592,N,62.201,W
9/7/2012,5:33:59,26.593,N,62.201,W
9/7/2012,5:35:59,26.593,N,62.201,W
9/7/2012,5:37:59,26.594,N,62.201,W
9/7/2012,5:39:59,26.595,N,62.201,W
9/7/2012,5:41:59,26.595,N,62.2,W
9/7/2012,5:43:59,26.596,N,62.2,W
9/7/2012,5:46:00,26.596,N,62.2,W
9/7/2012,5:48:00,26.597,N,62.2,W
9/7/2012,5:50:00,26.597,N,62.2,W
9/7/2012,5:52:00,26.598,N,62.2,W
9/7/2012,5:54:00,26.598,N,62.2,W
9/7/2012,5:56:00,26.599,N,62.2,W
9/7/2012,5:58:00,26.599,N,62.2,W
9/7/2012,6:00:00,26.6,N,62.2,W
9/7/2012,6:01:59,26.601,N,62.2,W
9/7/2012,6:03:59,26.601,N,62.2,W
9/7/2012,6:05:59,26.602,N,62.2,W
9/7/2012,6:07:59,26.602,N,62.2,W
9/7/2012,6:09:59,26.603,N,62.2,W
9/7/2012,6:11:59,26.603,N,62.2,W
9/7/2012,6:13:59,26.604,N,62.2,W
9/7/2012,6:16:00,26.604,N,62.2,W
9/7/2012,6:18:00,26.605,N,62.199,W
9/7/2012,6:20:00,26.605,N,62.199,W
9/7/2012,6:22:00,26.606,N,62.199,W
9/7/2012,6:24:00,26.607,N,62.199,W
9/7/2012,6:26:00,26.607,N,62.199,W
9/7/2012,6:28:00,26.608,N,62.199,W
9/7/2012,6:30:00,26.608,N,62.199,W
9/7/2012,6:31:59,26.609,N,62.199,W
9/7/2012,6:33:59,26.609,N,62.199,W
9/7/2012,6:35:59,26.61,N,62.199,W
9/7/2012,6:37:59,26.61,N,62.199,W
9/7/2012,6:39:59,26.611,N,62.199,W
9/7/2012,6:41:59,26.611,N,62.199,W
9/7/2012,6:43:59,26.612,N,62.198,W
9/7/2012,6:46:00,26.612,N,62.198,W
9/7/2012,6:48:00,26.613,N,62.198,W
9/7/2012,6:50:00,26.614,N,62.198,W
9/7/2012,6:52:00,26.614,N,62.198,W
9/7/2012,6:54:00,26.615,N,62.198,W
9/7/2012,6:56:00,26.615,N,62.198,W
9/7/2012,6:58:00,26.616,N,62.198,W
9/7/2012,7:00:00,26.616,N,62.198,W
9/7/2012,7:01:59,26.617,N,62.198,W
9/7/2012,7:03:59,26.617,N,62.198,W
9/7/2012,7:05:59,26.618,N,62.198,W
9/7/2012,7:07:59,26.618,N,62.197,W
9/7/2012,7:09:59,26.619,N,62.197,W
9/7/2012,7:11:59,26.619,N,62.197,W
9/7/2012,7:13:59,26.62,N,62.197,W
9/7/2012,7:16:00,26.621,N,62.197,W
9/7/2012,7:18:00,26.621,N,62.197,W
9/7/2012,7:20:00,26.622,N,62.197,W
9/7/2012,7:22:00,26.622,N,62.197,W
9/7/2012,7:24:00,26.623,N,62.197,W
9/7/2012,7:26:00,26.623,N,62.197,W
9/7/2012,7:28:00,26.624,N,62.196,W
9/7/2012,7:30:00,26.624,N,62.196,W
9/7/2012,7:31:59,26.625,N,62.196,W
9/7/2012,7:33:59,26.625,N,62.196,W
9/7/2012,7:35:59,26.626,N,62.196,W
9/7/2012,7:37:59,26.626,N,62.196,W
9/7/2012,7:39:59,26.627,N,62.196,W
9/7/2012,7:41:59,26.628,N,62.196,W
9/7/2012,7:43:59,26.628,N,62.196,W
9/7/2012,7:46:00,26.629,N,62.195,W
9/7/2012,7:48:00,26.629,N,62.195,W
9/7/2012,7:50:00,26.63,N,62.195,W
9/7/2012,7:52:00,26.63,N,62.195,W
9/7/2012,7:54:00,26.631,N,62.195,W
9/7/2012,7:56:00,26.631,N,62.195,W
9/7/2012,7:58:00,26.632,N,62.195,W
9/7/2012,8:00:00,26.632,N,62.195,W
9/7/2012,8:02:00,26.633,N,62.195,W
9/7/2012,8:03:59,26.633,N,62.194,W
9/7/2012,8:06:00,26.634,N,62.194,W
9/7/2012,8:07:59,26.634,N,62.194,W
9/7/2012,8:10:00,26.635,N,62.194,W
9/7/2012,8:11:59,26.636,N,62.194,W
9/7/2012,8:14:00,26.636,N,62.194,W
9/7/2012,8:15:59,26.637,N,62.194,W
9/7/2012,8:18:00,26.637,N,62.194,W
9/7/2012,8:19:59,26.638,N,62.193,W
