Track,for,Alberto,2006,,
6/10/2006,9:10:00,20.559,N,85.171,W
6/10/2006,9:11:59,20.565,N,85.172,W
6/10/2006,9:14:00,20.57,N,85.174,W
6/10/2006,9:15:59,20.576,N,85.176,W
6/10/2006,9:18:00,20.581,N,85.178,W
6/10/2006,9:19:59,20.587,N,85.179,W
6/10/2006,9:22:00,20.593,N,85.181,W
6/10/2006,9:23:59,20.598,N,85.183,W
6/10/2006,9:26:00,20.604,N,85.184,W
6/10/2006,9:27:59,20.609,N,85.186,W
6/10/2006,9:30:00,20.615,N,85.188,W
6/10/2006,9:32:00,20.62,N,85.189,W
6/10/2006,9:33:59,20.626,N,85.191,W
6/10/2006,9:36:00,20.631,N,85.193,W
6/10/2006,9:37:59,20.637,N,85.194,W
6/10/2006,9:40:00,20.642,N,85.196,W
6/10/2006,9:41:59,20.648,N,85.197,W
6/10/2006,9:44:00,20.653,N,85.199,W
6/10/2006,9:45:59,20.659,N,85.201,W
6/10/2006,9:48:00,20.664,N,85.202,W
6/10/2006,9:49:59,20.67,N,85.204,W
6/10/2006,9:52:00,20.675,N,85.206,W
6/10/2006,9:53:59,20.681,N,85.207,W
6/10/2006,9:56:00,20.686,N,85.209,W
6/10/2006,9:57:59,20.692,N,85.21,W
6/10/2006,10:00:00,20.697,N,85.212,W
6/10/2006,10:02:00,20.702,N,85.214,W
6/10/2006,10:03:59,20.708,N,85.215,W
6/10/2006,10:06:00,20.713,N,85.217,W
6/10/2006,10:07:59,20.718,N,85.218,W
6/10/2006,10:10:00,20.724,N,85.22,W
6/10/2006,10:11:59,20.729,N,85.222,W
6/10/2006,10:14:00,20.735,N,85.223,W
6/10/2006,10:15:59,20.74,N,85.225,W
6/10/2006,10:18:00,20.745,N,85.226,W
6/10/2006,10:19:59,20.75,N,85.228,W
6/10/2006,10:22:00,20.756,N,85.229,W
6/10/2006,10:23:59,20.761,N,85.231,W
6/10/2006,10:26:00,20.766,N,85.233,W
6/10/2006,10:27:59,20.772,N,85.234,W
6/10/2006,10:30:00,20.777,N,85.236,W
6/10/2006,10:32:00,20.782,N,85.237,W
6/10/2006,10:33:59,20.787,N,85.239,W
6/10/2006,10:36:00,20.792,N,85.24,W
6/10/2006,10:37:59,20.798,N,85.242,W
6/10/2006,10:40:00,20.803,N,85.243,W
6/10/2006,10:41:59,20.808,N,85.245,W
6/10/2006,10:44:00,20.813,N,85.246,W
6/10/2006,10:45:59,20.818,N,85.248,W
6/10/2006,10:48:00,20.824,N,85.249,W
6/10/2006,10:49:59,20.829,N,85.251,W
6/10/2006,10:52:00,20.834,N,85.252,W
6/10/2006,10:53:59,20.839,N,85.254,W
6/10/2006,10:56:00,20.844,N,85.255,W
6/10/2006,10:57:59,20.849,N,85.257,W
6/10/2006,11:00:00,20.854,N,85.258,W
6/10/2006,11:02:00,20.859,N,85.26,W
6/10/2006,11:03:59,20.864,N,85.261,W
6/10/2006,11:06:00,20.869,N,85.263,W
6/10/2006,11:07:59,20.874,N,85.264,W
6/10/2006,11:10:00,20.879,N,85.266,W
6/10/2006,11:11:59,20.884,N,85.267,W
6/10/2006,11:14:00,20.889,N,85.268,W
6/10/2006,11:15:59,20.894,N,85.27,W
6/10/2006,11:18:00,20.899,N,85.271,W
6/10/2006,11:19:59,20.904,N,85.273,W
6/10/2006,11:22:00,20.909,N,85.274,W
6/10/2006,11:23:59,20.914,N,85.276,W
6/10/2006,11:26:00,20.919,N,85.277,W
6/10/2006,11:27:59,20.924,N,85.278,W
6/10/2006,11:30:00,20.929,N,85.28,W
6/10/2006,11:32:00,20.933,N,85.281,W
6/10/2006,11:33:59,20.938,N,85.283,W
6/10/2006,11:36:00,20.943,N,85.284,W
6/10/2006,11:37:59,20.948,N,85.285,W
6/10/2006,11:40:00,20.953,N,85.287,W
6/10/2006,11:41:59,20.958,N,85.288,W
6/10/2006,11:44:00,20.962,N,85.289,W
6/10/2006,11:45:59,20.967,N,85.291,W
6/10/2006,11:48:00,20.972,N,85.292,W
6/10/2006,11:49:59,20.977,N,85.293,W
6/10/2006,11:52:00,20.981,N,85.295,W
6/10/2006,11:53:59,20.986,N,85.296,W
6/10/2006,11:56:00,20.991,N,85.297,W
6/10/2006,11:57:59,20.995,N,85.299,W
6/10/2006,12:00:00,21,N,85.3,W
6/10/2006,12:02:00,21.005,N,85.301,W
6/10/2006,12:03:59,21.009,N,85.303,W
6/10/2006,12:06:00,21.014,N,85.304,W
6/10/2006,12:07:59,21.018,N,85.305,W
6/10/2006,12:10:00,21.023,N,85.306,W
6/10/2006,12:11:59,21.028,N,85.308,W
6/10/2006,12:14:00,21.032,N,85.309,W
6/10/2006,12:15:59,21.037,N,85.31,W
6/10/2006,12:18:00,21.041,N,85.311,W
6/10/2006,12:19:59,21.046,N,85.313,W
6/10/2006,12:22:00,21.05,N,85.314,W
6/10/2006,12:23:59,21.055,N,85.315,W
6/10/2006,12:26:00,21.059,N,85.316,W
6/10/2006,12:27:59,21.064,N,85.318,W
6/10/2006,12:30:00,21.068,N,85.319,W
6/10/2006,12:32:00,21.072,N,85.32,W
6/10/2006,12:33:59,21.077,N,85.321,W
6/10/2006,12:36:00,21.081,N,85.322,W
6/10/2006,12:37:59,21.085,N,85.324,W
6/10/2006,12:40:00,21.09,N,85.325,W
6/10/2006,12:41:59,21.094,N,85.326,W
6/10/2006,12:44:00,21.098,N,85.327,W
6/10/2006,12:45:59,21.103,N,85.328,W
6/10/2006,12:48:00,21.107,N,85.329,W
6/10/2006,12:49:59,21.111,N,85.331,W
6/10/2006,12:52:00,21.115,N,85.332,W
6/10/2006,12:53:59,21.12,N,85.333,W
6/10/2006,12:56:00,21.124,N,85.334,W
6/10/2006,12:57:59,21.128,N,85.335,W
6/10/2006,13:00:00,21.132,N,85.336,W
6/10/2006,13:02:00,21.136,N,85.337,W
6/10/2006,13:03:59,21.141,N,85.338,W
6/10/2006,13:06:00,21.145,N,85.34,W
6/10/2006,13:07:59,21.149,N,85.341,W
6/10/2006,13:10:00,21.153,N,85.342,W
6/10/2006,13:11:59,21.157,N,85.343,W
6/10/2006,13:14:00,21.161,N,85.344,W
6/10/2006,13:15:59,21.165,N,85.345,W
6/10/2006,13:18:00,21.169,N,85.346,W
6/10/2006,13:19:59,21.173,N,85.347,W
6/10/2006,13:22:00,21.177,N,85.348,W
6/10/2006,13:23:59,21.181,N,85.349,W
6/10/2006,13:26:00,21.185,N,85.35,W
6/10/2006,13:27:59,21.189,N,85.351,W
6/10/2006,13:30:00,21.193,N,85.352,W
6/10/2006,13:32:00,21.196,N,85.353,W
6/10/2006,13:33:59,21.2,N,85.354,W
6/10/2006,13:36:00,21.204,N,85.355,W
6/10/2006,13:37:59,21.208,N,85.356,W
6/10/2006,13:40:00,21.212,N,85.357,W
6/10/2006,13:41:59,21.215,N,85.358,W
6/10/2006,13:44:00,21.219,N,85.359,W
6/10/2006,13:45:59,21.223,N,85.36,W
6/10/2006,13:48:00,21.227,N,85.361,W
6/10/2006,13:49:59,21.23,N,85.362,W
6/10/2006,13:52:00,21.234,N,85.363,W
6/10/2006,13:53:59,21.238,N,85.363,W
6/10/2006,13:56:00,21.241,N,85.364,W
6/10/2006,13:57:59,21.245,N,85.365,W
6/10/2006,14:00:00,21.249,N,85.366,W
6/10/2006,14:02:00,21.252,N,85.367,W
6/10/2006,14:03:59,21.256,N,85.368,W
6/10/2006,14:06:00,21.259,N,85.369,W
6/10/2006,14:07:59,21.263,N,85.37,W
6/10/2006,14:10:00,21.266,N,85.37,W
6/10/2006,14:11:59,21.27,N,85.371,W
6/10/2006,14:14:00,21.273,N,85.372,W
6/10/2006,14:15:59,21.277,N,85.373,W
6/10/2006,14:18:00,21.28,N,85.374,W
6/10/2006,14:19:59,21.284,N,85.375,W
6/10/2006,14:22:00,21.287,N,85.375,W
6/10/2006,14:23:59,21.29,N,85.376,W
6/10/2006,14:26:00,21.294,N,85.377,W
6/10/2006,14:27:59,21.297,N,85.378,W
6/10/2006,14:30:00,21.3,N,85.379,W
6/10/2006,14:32:00,21.304,N,85.379,W
6/10/2006,14:33:59,21.307,N,85.38,W
6/10/2006,14:36:00,21.31,N,85.381,W
6/10/2006,14:37:59,21.314,N,85.382,W
6/10/2006,14:40:00,21.317,N,85.382,W
6/10/2006,14:41:59,21.32,N,85.383,W
6/10/2006,14:44:00,21.323,N,85.384,W
6/10/2006,14:45:59,21.326,N,85.385,W
6/10/2006,14:48:00,21.33,N,85.385,W
6/10/2006,14:49:59,21.333,N,85.386,W
6/10/2006,14:52:00,21.336,N,85.387,W
6/10/2006,14:53:59,21.339,N,85.387,W
6/10/2006,14:56:00,21.342,N,85.388,W
6/10/2006,14:57:59,21.345,N,85.389,W
6/10/2006,15:00:00,21.348,N,85.389,W
6/10/2006,15:02:00,21.351,N,85.39,W
6/10/2006,15:03:59,21.354,N,85.391,W
6/10/2006,15:06:00,21.357,N,85.391,W
6/10/2006,15:07:59,21.36,N,85.392,W
6/10/2006,15:10:00,21.363,N,85.393,W
6/10/2006,15:11:59,21.366,N,85.393,W
6/10/2006,15:14:00,21.369,N,85.394,W
6/10/2006,15:15:59,21.372,N,85.395,W
6/10/2006,15:18:00,21.375,N,85.395,W
6/10/2006,15:19:59,21.378,N,85.396,W
6/10/2006,15:22:00,21.381,N,85.396,W
6/10/2006,15:23:59,21.384,N,85.397,W
6/10/2006,15:26:00,21.387,N,85.398,W
6/10/2006,15:27:59,21.39,N,85.398,W
6/10/2006,15:30:00,21.392,N,85.399,W
6/10/2006,15:32:00,21.395,N,85.399,W
6/10/2006,15:33:59,21.398,N,85.4,W
6/10/2006,15:36:00,21.401,N,85.401,W
6/10/2006,15:37:59,21.404,N,85.401,W
6/10/2006,15:40:00,21.406,N,85.402,W
6/10/2006,15:41:59,21.409,N,85.402,W
6/10/2006,15:44:00,21.412,N,85.403,W
6/10/2006,15:45:59,21.415,N,85.403,W
6/10/2006,15:48:00,21.417,N,85.404,W
6/10/2006,15:49:59,21.42,N,85.404,W
6/10/2006,15:52:00,21.423,N,85.405,W
6/10/2006,15:53:59,21.425,N,85.405,W
6/10/2006,15:56:00,21.428,N,85.406,W
6/10/2006,15:57:59,21.431,N,85.406,W
6/10/2006,16:00:00,21.433,N,85.407,W
6/10/2006,16:01:59,21.436,N,85.407,W
6/10/2006,16:04:00,21.438,N,85.408,W
6/10/2006,16:06:00,21.441,N,85.408,W
6/10/2006,16:07:59,21.444,N,85.409,W
6/10/2006,16:09:59,21.446,N,85.409,W
6/10/2006,16:12:00,21.449,N,85.41,W
6/10/2006,16:14:00,21.451,N,85.41,W
6/10/2006,16:15:59,21.454,N,85.411,W
6/10/2006,16:17:59,21.456,N,85.411,W
6/10/2006,16:20:00,21.459,N,85.412,W
6/10/2006,16:22:00,21.461,N,85.412,W
6/10/2006,16:23:59,21.464,N,85.412,W
6/10/2006,16:25:59,21.466,N,85.413,W
6/10/2006,16:28:00,21.468,N,85.413,W
6/10/2006,16:30:00,21.471,N,85.414,W
6/10/2006,16:31:59,21.473,N,85.414,W
6/10/2006,16:34:00,21.476,N,85.414,W
6/10/2006,16:36:00,21.478,N,85.415,W
6/10/2006,16:37:59,21.48,N,85.415,W
6/10/2006,16:39:59,21.483,N,85.416,W
6/10/2006,16:42:00,21.485,N,85.416,W
6/10/2006,16:44:00,21.487,N,85.416,W
6/10/2006,16:45:59,21.49,N,85.417,W
6/10/2006,16:47:59,21.492,N,85.417,W
6/10/2006,16:50:00,21.494,N,85.418,W
6/10/2006,16:52:00,21.497,N,85.418,W
6/10/2006,16:53:59,21.499,N,85.418,W
6/10/2006,16:55:59,21.501,N,85.419,W
6/10/2006,16:58:00,21.504,N,85.419,W
6/10/2006,17:00:00,21.506,N,85.419,W
6/10/2006,17:01:59,21.508,N,85.42,W
6/10/2006,17:04:00,21.51,N,85.42,W
6/10/2006,17:06:00,21.512,N,85.42,W
6/10/2006,17:07:59,21.515,N,85.421,W
6/10/2006,17:09:59,21.517,N,85.421,W
6/10/2006,17:12:00,21.519,N,85.421,W
6/10/2006,17:14:00,21.521,N,85.422,W
6/10/2006,17:15:59,21.523,N,85.422,W
6/10/2006,17:17:59,21.525,N,85.422,W
6/10/2006,17:20:00,21.528,N,85.422,W
6/10/2006,17:22:00,21.53,N,85.423,W
6/10/2006,17:23:59,21.532,N,85.423,W
6/10/2006,17:25:59,21.534,N,85.423,W
6/10/2006,17:28:00,21.536,N,85.424,W
6/10/2006,17:30:00,21.538,N,85.424,W
6/10/2006,17:31:59,21.54,N,85.424,W
6/10/2006,17:34:00,21.542,N,85.424,W
6/10/2006,17:36:00,21.544,N,85.425,W
6/10/2006,17:37:59,21.546,N,85.425,W
6/10/2006,17:39:59,21.548,N,85.425,W
6/10/2006,17:42:00,21.55,N,85.426,W
6/10/2006,17:44:00,21.552,N,85.426,W
6/10/2006,17:45:59,21.554,N,85.426,W
6/10/2006,17:47:59,21.556,N,85.426,W
6/10/2006,17:50:00,21.558,N,85.426,W
6/10/2006,17:52:00,21.56,N,85.427,W
6/10/2006,17:53:59,21.562,N,85.427,W
6/10/2006,17:55:59,21.564,N,85.427,W
6/10/2006,17:58:00,21.566,N,85.427,W
6/10/2006,18:00:00,21.568,N,85.428,W
6/10/2006,18:01:59,21.57,N,85.428,W
6/10/2006,18:04:00,21.572,N,85.428,W
6/10/2006,18:06:00,21.574,N,85.428,W
6/10/2006,18:07:59,21.576,N,85.429,W
6/10/2006,18:09:59,21.578,N,85.429,W
6/10/2006,18:12:00,21.58,N,85.429,W
6/10/2006,18:14:00,21.581,N,85.429,W
6/10/2006,18:15:59,21.583,N,85.429,W
6/10/2006,18:17:59,21.585,N,85.43,W
6/10/2006,18:20:00,21.587,N,85.43,W
6/10/2006,18:22:00,21.589,N,85.43,W
6/10/2006,18:23:14,21.59,N,85.43,W
6/10/2006,18:25:13,21.597,N,85.43,W
6/10/2006,18:27:13,21.603,N,85.431,W
6/10/2006,18:29:14,21.61,N,85.431,W
6/10/2006,18:31:13,21.616,N,85.431,W
6/10/2006,18:33:13,21.623,N,85.431,W
6/10/2006,18:35:14,21.63,N,85.432,W
6/10/2006,18:37:14,21.637,N,85.432,W
6/10/2006,18:39:13,21.644,N,85.432,W
6/10/2006,18:41:13,21.65,N,85.432,W
6/10/2006,18:43:14,21.657,N,85.433,W
6/10/2006,18:45:14,21.664,N,85.433,W
6/10/2006,18:47:13,21.671,N,85.433,W
6/10/2006,18:49:13,21.678,N,85.433,W
6/10/2006,18:51:14,21.685,N,85.434,W
6/10/2006,18:53:14,21.692,N,85.434,W
6/10/2006,18:55:13,21.7,N,85.434,W
6/10/2006,18:57:13,21.707,N,85.434,W
6/10/2006,18:59:14,21.714,N,85.435,W
6/10/2006,19:01:13,21.721,N,85.435,W
6/10/2006,19:03:13,21.728,N,85.435,W
6/10/2006,19:05:14,21.736,N,85.435,W
6/10/2006,19:07:14,21.743,N,85.436,W
6/10/2006,19:09:13,21.75,N,85.436,W
6/10/2006,19:11:13,21.758,N,85.436,W
6/10/2006,19:13:14,21.765,N,85.437,W
6/10/2006,19:15:14,21.773,N,85.437,W
6/10/2006,19:17:13,21.78,N,85.437,W
6/10/2006,19:19:13,21.788,N,85.437,W
6/10/2006,19:21:14,21.795,N,85.438,W
6/10/2006,19:23:14,21.803,N,85.438,W
6/10/2006,19:25:13,21.81,N,85.438,W
6/10/2006,19:27:13,21.818,N,85.439,W
6/10/2006,19:29:14,21.826,N,85.439,W
6/10/2006,19:31:13,21.833,N,85.439,W
6/10/2006,19:33:13,21.841,N,85.44,W
6/10/2006,19:35:14,21.849,N,85.44,W
6/10/2006,19:37:14,21.856,N,85.441,W
6/10/2006,19:39:13,21.864,N,85.441,W
6/10/2006,19:41:13,21.872,N,85.441,W
6/10/2006,19:43:14,21.88,N,85.442,W
6/10/2006,19:45:14,21.887,N,85.442,W
6/10/2006,19:47:13,21.895,N,85.443,W
6/10/2006,19:49:13,21.903,N,85.443,W
6/10/2006,19:51:14,21.911,N,85.444,W
6/10/2006,19:53:14,21.919,N,85.444,W
6/10/2006,19:55:13,21.927,N,85.444,W
6/10/2006,19:57:13,21.935,N,85.445,W
6/10/2006,19:59:14,21.943,N,85.445,W
6/10/2006,20:01:13,21.951,N,85.446,W
6/10/2006,20:03:13,21.958,N,85.447,W
6/10/2006,20:05:14,21.966,N,85.447,W
6/10/2006,20:07:14,21.974,N,85.448,W
6/10/2006,20:09:13,21.982,N,85.448,W
6/10/2006,20:11:13,21.99,N,85.449,W
6/10/2006,20:13:14,21.998,N,85.449,W
6/10/2006,20:15:14,22.006,N,85.45,W
6/10/2006,20:17:13,22.014,N,85.451,W
6/10/2006,20:19:13,22.023,N,85.451,W
6/10/2006,20:21:14,22.031,N,85.452,W
6/10/2006,20:23:14,22.039,N,85.453,W
6/10/2006,20:25:13,22.047,N,85.453,W
6/10/2006,20:27:13,22.055,N,85.454,W
6/10/2006,20:29:14,22.063,N,85.455,W
6/10/2006,20:31:13,22.071,N,85.456,W
6/10/2006,20:33:13,22.079,N,85.456,W
6/10/2006,20:35:14,22.087,N,85.457,W
6/10/2006,20:37:14,22.095,N,85.458,W
6/10/2006,20:39:13,22.103,N,85.459,W
6/10/2006,20:41:13,22.111,N,85.46,W
6/10/2006,20:43:14,22.119,N,85.461,W
6/10/2006,20:45:14,22.128,N,85.462,W
6/10/2006,20:47:13,22.136,N,85.462,W
6/10/2006,20:49:13,22.144,N,85.463,W
6/10/2006,20:51:14,22.152,N,85.464,W
6/10/2006,20:53:14,22.16,N,85.465,W
6/10/2006,20:55:13,22.168,N,85.466,W
6/10/2006,20:57:13,22.176,N,85.467,W
6/10/2006,20:59:14,22.184,N,85.468,W
6/10/2006,21:01:13,22.192,N,85.47,W
6/10/2006,21:03:13,22.2,N,85.471,W
6/10/2006,21:05:14,22.208,N,85.472,W
6/10/2006,21:07:14,22.217,N,85.473,W
6/10/2006,21:09:13,22.225,N,85.474,W
6/10/2006,21:11:13,22.233,N,85.475,W
6/10/2006,21:13:14,22.241,N,85.477,W
6/10/2006,21:15:14,22.249,N,85.478,W
6/10/2006,21:17:13,22.257,N,85.479,W
6/10/2006,21:19:13,22.265,N,85.48,W
6/10/2006,21:21:14,22.273,N,85.482,W
6/10/2006,21:23:14,22.281,N,85.483,W
6/10/2006,21:25:13,22.289,N,85.484,W
6/10/2006,21:27:13,22.297,N,85.486,W
6/10/2006,21:28:47,22.303,N,85.487,W
6/10/2006,21:30:48,22.31,N,85.489,W
6/10/2006,21:32:48,22.317,N,85.49,W
6/10/2006,21:34:47,22.324,N,85.492,W
6/10/2006,21:36:47,22.33,N,85.494,W
6/10/2006,21:38:48,22.337,N,85.496,W
6/10/2006,21:40:48,22.344,N,85.497,W
6/10/2006,21:42:47,22.351,N,85.499,W
6/10/2006,21:44:47,22.357,N,85.501,W
6/10/2006,21:46:48,22.364,N,85.503,W
6/10/2006,21:48:48,22.371,N,85.505,W
6/10/2006,21:50:47,22.377,N,85.507,W
6/10/2006,21:52:47,22.384,N,85.509,W
6/10/2006,21:54:48,22.391,N,85.511,W
6/10/2006,21:56:48,22.397,N,85.513,W
6/10/2006,21:58:47,22.404,N,85.515,W
6/10/2006,22:00:48,22.41,N,85.518,W
6/10/2006,22:02:48,22.417,N,85.52,W
6/10/2006,22:04:47,22.423,N,85.522,W
6/10/2006,22:06:47,22.429,N,85.524,W
6/10/2006,22:08:48,22.436,N,85.527,W
6/10/2006,22:10:48,22.442,N,85.529,W
6/10/2006,22:12:47,22.448,N,85.531,W
6/10/2006,22:14:47,22.455,N,85.534,W
6/10/2006,22:16:48,22.461,N,85.536,W
6/10/2006,22:18:48,22.467,N,85.539,W
6/10/2006,22:20:47,22.473,N,85.542,W
6/10/2006,22:22:47,22.48,N,85.544,W
6/10/2006,22:24:48,22.486,N,85.547,W
6/10/2006,22:26:48,22.492,N,85.55,W
6/10/2006,22:28:47,22.498,N,85.552,W
6/10/2006,22:30:48,22.504,N,85.555,W
6/10/2006,22:32:48,22.51,N,85.558,W
6/10/2006,22:34:47,22.516,N,85.561,W
6/10/2006,22:36:47,22.522,N,85.564,W
6/10/2006,22:38:48,22.528,N,85.567,W
6/10/2006,22:40:48,22.533,N,85.57,W
6/10/2006,22:42:47,22.539,N,85.573,W
6/10/2006,22:44:47,22.545,N,85.576,W
6/10/2006,22:46:48,22.551,N,85.579,W
6/10/2006,22:48:48,22.557,N,85.582,W
6/10/2006,22:50:47,22.562,N,85.586,W
6/10/2006,22:52:47,22.568,N,85.589,W
6/10/2006,22:54:48,22.573,N,85.592,W
6/10/2006,22:56:48,22.579,N,85.596,W
6/10/2006,22:58:47,22.585,N,85.599,W
6/10/2006,23:00:48,22.59,N,85.603,W
6/10/2006,23:02:48,22.595,N,85.606,W
6/10/2006,23:04:47,22.601,N,85.61,W
6/10/2006,23:06:47,22.606,N,85.613,W
6/10/2006,23:08:48,22.612,N,85.617,W
6/10/2006,23:10:48,22.617,N,85.621,W
6/10/2006,23:12:47,22.622,N,85.625,W
6/10/2006,23:14:47,22.627,N,85.628,W
6/10/2006,23:16:48,22.633,N,85.632,W
6/10/2006,23:18:48,22.638,N,85.636,W
6/10/2006,23:20:47,22.643,N,85.64,W
6/10/2006,23:22:47,22.648,N,85.644,W
6/10/2006,23:24:48,22.653,N,85.648,W
6/10/2006,23:26:48,22.658,N,85.653,W
6/10/2006,23:28:47,22.663,N,85.657,W
6/10/2006,23:30:48,22.668,N,85.661,W
6/10/2006,23:32:48,22.673,N,85.665,W
6/10/2006,23:34:47,22.677,N,85.67,W
6/10/2006,23:36:47,22.682,N,85.674,W
6/10/2006,23:38:48,22.687,N,85.679,W
6/10/2006,23:40:48,22.692,N,85.683,W
6/10/2006,23:42:47,22.696,N,85.688,W
6/10/2006,23:44:47,22.701,N,85.692,W
6/10/2006,23:46:48,22.705,N,85.697,W
6/10/2006,23:48:48,22.71,N,85.702,W
6/10/2006,23:50:47,22.714,N,85.707,W
6/10/2006,23:52:47,22.719,N,85.712,W
6/10/2006,23:54:48,22.723,N,85.717,W
6/10/2006,23:56:48,22.728,N,85.722,W
6/10/2006,23:58:47,22.732,N,85.727,W
6/11/2006,0:00:48,22.736,N,85.732,W
6/11/2006,0:02:48,22.74,N,85.737,W
6/11/2006,0:04:47,22.745,N,85.742,W
6/11/2006,0:06:47,22.749,N,85.747,W
6/11/2006,0:08:48,22.753,N,85.753,W
6/11/2006,0:10:48,22.757,N,85.758,W
6/11/2006,0:12:47,22.761,N,85.764,W
6/11/2006,0:14:47,22.765,N,85.769,W
6/11/2006,0:16:48,22.769,N,85.775,W
6/11/2006,0:18:48,22.772,N,85.781,W
6/11/2006,0:20:47,22.776,N,85.786,W
6/11/2006,0:22:47,22.78,N,85.792,W
6/11/2006,0:24:48,22.784,N,85.798,W
