Track,for,Danielle,2010,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
8/28/2010,9:54:50,28.667,N,60.925,W,4
8/28/2010,9:56:50,28.67,N,60.924,W,4
8/28/2010,9:58:51,28.674,N,60.922,W,4
8/28/2010,10:00:51,28.678,N,60.92,W,4
8/28/2010,10:02:51,28.681,N,60.919,W,4
8/28/2010,10:04:51,28.685,N,60.917,W,4
8/28/2010,10:06:50,28.689,N,60.916,W,4
8/28/2010,10:08:50,28.692,N,60.914,W,4
8/28/2010,10:10:50,28.696,N,60.913,W,4
8/28/2010,10:12:51,28.7,N,60.911,W,4
8/28/2010,10:14:51,28.703,N,60.909,W,4
8/28/2010,10:16:51,28.707,N,60.908,W,4
8/28/2010,10:18:51,28.711,N,60.906,W,4
8/28/2010,10:20:50,28.714,N,60.904,W,4
8/28/2010,10:22:50,28.718,N,60.902,W,4
8/28/2010,10:24:50,28.722,N,60.901,W,4
8/28/2010,10:26:50,28.726,N,60.899,W,4
8/28/2010,10:28:51,28.729,N,60.897,W,4
8/28/2010,10:30:51,28.733,N,60.895,W,4
8/28/2010,10:32:51,28.737,N,60.894,W,4
8/28/2010,10:34:51,28.74,N,60.892,W,4
8/28/2010,10:36:50,28.744,N,60.89,W,4
8/28/2010,10:38:50,28.748,N,60.888,W,4
8/28/2010,10:40:50,28.751,N,60.886,W,4
8/28/2010,10:42:51,28.755,N,60.884,W,4
8/28/2010,10:44:51,28.759,N,60.883,W,4
8/28/2010,10:46:51,28.763,N,60.881,W,4
8/28/2010,10:48:51,28.766,N,60.879,W,4
8/28/2010,10:50:50,28.77,N,60.877,W,4
8/28/2010,10:52:50,28.774,N,60.875,W,4
8/28/2010,10:54:50,28.778,N,60.873,W,4
8/28/2010,10:56:50,28.781,N,60.871,W,4
8/28/2010,10:58:51,28.785,N,60.869,W,4
8/28/2010,11:00:51,28.789,N,60.867,W,4
8/28/2010,11:02:51,28.792,N,60.865,W,4
8/28/2010,11:04:51,28.796,N,60.863,W,4
8/28/2010,11:06:50,28.8,N,60.861,W,4
8/28/2010,11:08:50,28.804,N,60.859,W,4
8/28/2010,11:10:50,28.807,N,60.857,W,4
8/28/2010,11:12:51,28.811,N,60.854,W,4
8/28/2010,11:14:51,28.815,N,60.852,W,4
8/28/2010,11:16:51,28.819,N,60.85,W,4
8/28/2010,11:18:51,28.822,N,60.848,W,4
8/28/2010,11:20:50,28.826,N,60.846,W,4
8/28/2010,11:22:50,28.83,N,60.844,W,4
8/28/2010,11:24:50,28.834,N,60.841,W,4
8/28/2010,11:26:50,28.837,N,60.839,W,4
8/28/2010,11:28:51,28.841,N,60.837,W,4
8/28/2010,11:30:51,28.845,N,60.835,W,4
8/28/2010,11:32:51,28.849,N,60.832,W,4
8/28/2010,11:34:51,28.852,N,60.83,W,4
8/28/2010,11:36:50,28.856,N,60.828,W,4
8/28/2010,11:38:50,28.86,N,60.825,W,4
8/28/2010,11:40:50,28.864,N,60.823,W,4
8/28/2010,11:42:51,28.868,N,60.821,W,4
8/28/2010,11:44:51,28.871,N,60.818,W,4
8/28/2010,11:46:51,28.875,N,60.816,W,4
8/28/2010,11:48:51,28.879,N,60.814,W,4
8/28/2010,11:50:50,28.883,N,60.811,W,4
8/28/2010,11:52:50,28.886,N,60.809,W,4
8/28/2010,11:54:50,28.89,N,60.806,W,4
8/28/2010,11:56:50,28.894,N,60.804,W,4
8/28/2010,11:58:51,28.898,N,60.801,W,4
8/28/2010,12:00:51,28.902,N,60.799,W,4
8/28/2010,12:02:51,28.905,N,60.796,W,4
8/28/2010,12:04:51,28.909,N,60.794,W,4
8/28/2010,12:06:50,28.913,N,60.791,W,4
8/28/2010,12:08:50,28.917,N,60.789,W,4
8/28/2010,12:10:50,28.921,N,60.786,W,4
8/28/2010,12:12:51,28.924,N,60.784,W,4
8/28/2010,12:14:51,28.928,N,60.781,W,4
8/28/2010,12:16:51,28.932,N,60.779,W,4
8/28/2010,12:18:51,28.936,N,60.776,W,4
8/28/2010,12:20:50,28.94,N,60.773,W,4
8/28/2010,12:22:50,28.943,N,60.771,W,4
8/28/2010,12:24:50,28.947,N,60.768,W,4
8/28/2010,12:26:50,28.951,N,60.765,W,4
8/28/2010,12:28:51,28.955,N,60.763,W,4
8/28/2010,12:30:51,28.959,N,60.76,W,4
8/28/2010,12:32:51,28.962,N,60.757,W,4
8/28/2010,12:34:51,28.966,N,60.755,W,4
8/28/2010,12:36:50,28.97,N,60.752,W,4
8/28/2010,12:38:50,28.974,N,60.749,W,4
8/28/2010,12:40:50,28.978,N,60.746,W,4
8/28/2010,12:42:51,28.982,N,60.744,W,4
8/28/2010,12:44:51,28.985,N,60.741,W,4
8/28/2010,12:46:51,28.989,N,60.738,W,4
8/28/2010,12:48:51,28.993,N,60.735,W,4
8/28/2010,12:50:50,28.997,N,60.733,W,4
8/28/2010,12:52:50,29.001,N,60.73,W,4
8/28/2010,12:54:50,29.004,N,60.727,W,4
8/28/2010,12:56:50,29.008,N,60.724,W,4
8/28/2010,12:58:51,29.012,N,60.721,W,4
8/28/2010,13:00:51,29.016,N,60.718,W,4
8/28/2010,13:02:51,29.02,N,60.715,W,4
8/28/2010,13:04:51,29.024,N,60.712,W,4
8/28/2010,13:06:50,29.028,N,60.71,W,4
8/28/2010,13:08:50,29.031,N,60.707,W,4
8/28/2010,13:10:50,29.035,N,60.704,W,4
8/28/2010,13:12:51,29.039,N,60.701,W,4
8/28/2010,13:14:51,29.043,N,60.698,W,4
8/28/2010,13:16:51,29.047,N,60.695,W,4
8/28/2010,13:18:51,29.051,N,60.692,W,4
8/28/2010,13:20:50,29.054,N,60.689,W,4
8/28/2010,13:22:50,29.058,N,60.686,W,4
8/28/2010,13:24:50,29.062,N,60.683,W,4
8/28/2010,13:26:50,29.066,N,60.68,W,4
8/28/2010,13:28:51,29.07,N,60.677,W,4
8/28/2010,13:30:51,29.074,N,60.674,W,4
8/28/2010,13:32:51,29.078,N,60.671,W,4
8/28/2010,13:34:51,29.081,N,60.668,W,4
8/28/2010,13:36:50,29.085,N,60.665,W,4
8/28/2010,13:38:50,29.089,N,60.662,W,4
8/28/2010,13:40:50,29.093,N,60.658,W,4
8/28/2010,13:42:51,29.097,N,60.655,W,4
8/28/2010,13:44:51,29.101,N,60.652,W,4
8/28/2010,13:46:51,29.105,N,60.649,W,4
8/28/2010,13:48:51,29.108,N,60.646,W,4
8/28/2010,13:50:50,29.112,N,60.643,W,4
8/28/2010,13:52:50,29.116,N,60.64,W,4
8/28/2010,13:54:50,29.12,N,60.637,W,4
8/28/2010,13:56:50,29.124,N,60.633,W,4
8/28/2010,13:58:51,29.128,N,60.63,W,4
8/28/2010,14:00:51,29.132,N,60.627,W,4
8/28/2010,14:02:51,29.136,N,60.624,W,4
8/28/2010,14:04:51,29.139,N,60.621,W,4
8/28/2010,14:06:50,29.143,N,60.617,W,4
8/28/2010,14:08:50,29.147,N,60.614,W,4
8/28/2010,14:10:50,29.151,N,60.611,W,4
8/28/2010,14:12:51,29.155,N,60.608,W,4
8/28/2010,14:14:51,29.159,N,60.604,W,4
8/28/2010,14:16:51,29.163,N,60.601,W,4
8/28/2010,14:18:51,29.167,N,60.598,W,4
8/28/2010,14:20:50,29.17,N,60.595,W,4
8/28/2010,14:22:50,29.174,N,60.591,W,4
8/28/2010,14:24:50,29.178,N,60.588,W,4
8/28/2010,14:26:50,29.182,N,60.585,W,4
8/28/2010,14:28:51,29.186,N,60.581,W,4
8/28/2010,14:30:51,29.19,N,60.578,W,4
8/28/2010,14:32:51,29.194,N,60.575,W,4
8/28/2010,14:34:51,29.198,N,60.571,W,4
8/28/2010,14:36:50,29.202,N,60.568,W,4
8/28/2010,14:38:50,29.205,N,60.565,W,4
8/28/2010,14:40:50,29.209,N,60.561,W,4
8/28/2010,14:42:51,29.213,N,60.558,W,4
8/28/2010,14:44:51,29.217,N,60.555,W,4
8/28/2010,14:46:51,29.221,N,60.551,W,4
8/28/2010,14:48:51,29.225,N,60.548,W,4
8/28/2010,14:50:50,29.229,N,60.544,W,4
8/28/2010,14:52:50,29.233,N,60.541,W,4
8/28/2010,14:54:50,29.237,N,60.538,W,4
8/28/2010,14:56:50,29.24,N,60.534,W,4
8/28/2010,14:58:51,29.244,N,60.531,W,4
8/28/2010,15:00:51,29.248,N,60.527,W,4
8/28/2010,15:02:51,29.252,N,60.524,W,4
8/28/2010,15:04:51,29.256,N,60.52,W,4
8/28/2010,15:06:50,29.26,N,60.517,W,4
8/28/2010,15:08:50,29.264,N,60.513,W,4
8/28/2010,15:10:50,29.268,N,60.51,W,4
8/28/2010,15:12:51,29.272,N,60.506,W,4
8/28/2010,15:14:51,29.276,N,60.503,W,4
8/28/2010,15:16:51,29.28,N,60.499,W,4
8/28/2010,15:18:51,29.283,N,60.496,W,4
8/28/2010,15:20:50,29.287,N,60.492,W,4
8/28/2010,15:22:50,29.291,N,60.489,W,4
8/28/2010,15:24:50,29.295,N,60.485,W,4
8/28/2010,15:26:50,29.299,N,60.482,W,4
8/28/2010,15:28:51,29.303,N,60.478,W,4
8/28/2010,15:30:51,29.307,N,60.475,W,4
8/28/2010,15:32:51,29.311,N,60.471,W,4
8/28/2010,15:34:51,29.315,N,60.468,W,4
8/28/2010,15:36:50,29.319,N,60.464,W,4
8/28/2010,15:38:50,29.323,N,60.461,W,4
8/28/2010,15:40:50,29.326,N,60.457,W,4
8/28/2010,15:42:51,29.33,N,60.454,W,4
8/28/2010,15:44:51,29.334,N,60.45,W,4
8/28/2010,15:46:51,29.338,N,60.446,W,4
8/28/2010,15:48:51,29.342,N,60.443,W,4
8/28/2010,15:50:50,29.346,N,60.439,W,4
8/28/2010,15:52:50,29.35,N,60.436,W,4
8/28/2010,15:54:50,29.354,N,60.432,W,4
8/28/2010,15:56:50,29.358,N,60.428,W,4
8/28/2010,15:58:51,29.362,N,60.425,W,4
8/28/2010,16:00:51,29.366,N,60.421,W,4
8/28/2010,16:02:51,29.37,N,60.418,W,4
8/28/2010,16:04:51,29.373,N,60.414,W,4
8/28/2010,16:06:50,29.377,N,60.41,W,4
8/28/2010,16:08:50,29.381,N,60.407,W,4
8/28/2010,16:10:50,29.385,N,60.403,W,4
8/28/2010,16:12:51,29.389,N,60.399,W,4
8/28/2010,16:14:51,29.393,N,60.396,W,4
8/28/2010,16:16:51,29.397,N,60.392,W,4
8/28/2010,16:18:51,29.401,N,60.388,W,4
8/28/2010,16:20:50,29.405,N,60.385,W,4
8/28/2010,16:22:50,29.409,N,60.381,W,4
8/28/2010,16:24:50,29.413,N,60.377,W,4
8/28/2010,16:26:50,29.417,N,60.374,W,4
8/28/2010,16:28:51,29.421,N,60.37,W,4
8/28/2010,16:30:51,29.425,N,60.366,W,4
8/28/2010,16:32:51,29.428,N,60.363,W,4
8/28/2010,16:34:51,29.432,N,60.359,W,4
8/28/2010,16:36:50,29.436,N,60.355,W,4
8/28/2010,16:38:50,29.44,N,60.352,W,4
8/28/2010,16:40:50,29.444,N,60.348,W,4
8/28/2010,16:42:51,29.448,N,60.344,W,4
8/28/2010,16:44:51,29.452,N,60.341,W,4
8/28/2010,16:46:51,29.456,N,60.337,W,4
8/28/2010,16:48:51,29.46,N,60.333,W,4
8/28/2010,16:50:50,29.464,N,60.329,W,4
8/28/2010,16:52:50,29.468,N,60.326,W,4
8/28/2010,16:54:50,29.472,N,60.322,W,4
8/28/2010,16:56:50,29.476,N,60.318,W,4
8/28/2010,16:58:51,29.48,N,60.315,W,4
8/28/2010,17:00:51,29.484,N,60.311,W,4
8/28/2010,17:02:51,29.487,N,60.307,W,4
8/28/2010,17:04:51,29.491,N,60.303,W,4
8/28/2010,17:06:50,29.495,N,60.3,W,4
8/28/2010,17:08:50,29.499,N,60.296,W,4
8/28/2010,17:10:50,29.503,N,60.292,W,4
8/28/2010,17:12:51,29.507,N,60.288,W,4
8/28/2010,17:14:51,29.511,N,60.285,W,4
8/28/2010,17:16:51,29.515,N,60.281,W,4
8/28/2010,17:18:51,29.519,N,60.277,W,4
8/28/2010,17:20:50,29.523,N,60.273,W,4
8/28/2010,17:22:50,29.527,N,60.27,W,4
8/28/2010,17:24:50,29.531,N,60.266,W,4
8/28/2010,17:26:50,29.535,N,60.262,W,4
8/28/2010,17:28:51,29.539,N,60.258,W,4
8/28/2010,17:30:51,29.543,N,60.255,W,4
8/28/2010,17:32:51,29.547,N,60.251,W,4
8/28/2010,17:34:51,29.55,N,60.247,W,4
8/28/2010,17:36:50,29.554,N,60.243,W,4
8/28/2010,17:38:50,29.558,N,60.24,W,4
8/28/2010,17:40:50,29.562,N,60.236,W,4
8/28/2010,17:42:51,29.566,N,60.232,W,4
8/28/2010,17:44:51,29.57,N,60.228,W,4
8/28/2010,17:46:51,29.574,N,60.225,W,4
8/28/2010,17:48:51,29.578,N,60.221,W,4
8/28/2010,17:50:50,29.582,N,60.217,W,4
8/28/2010,17:52:50,29.586,N,60.213,W,4
8/28/2010,17:54:50,29.59,N,60.21,W,4
8/28/2010,17:56:50,29.594,N,60.206,W,4
8/28/2010,17:58:51,29.598,N,60.202,W,4
