Track,for,Fay,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/5/2002,15:59:20,28.057,N,93.851,W,0
9/5/2002,16:01:20,28.057,N,93.843,W,0
9/5/2002,16:03:21,28.056,N,93.836,W,0
9/5/2002,16:05:20,28.055,N,93.829,W,0
9/5/2002,16:07:20,28.054,N,93.822,W,0
9/5/2002,16:09:21,28.053,N,93.815,W,0
9/5/2002,16:11:21,28.053,N,93.808,W,0
9/5/2002,16:13:20,28.052,N,93.8,W,0
9/5/2002,16:15:20,28.051,N,93.793,W,0
9/5/2002,16:17:21,28.05,N,93.786,W,0
9/5/2002,16:19:21,28.05,N,93.779,W,0
9/5/2002,16:21:20,28.049,N,93.772,W,0
9/5/2002,16:23:20,28.048,N,93.765,W,0
9/5/2002,16:25:21,28.047,N,93.758,W,0
9/5/2002,16:27:21,28.047,N,93.751,W,0
9/5/2002,16:29:20,28.046,N,93.744,W,0
9/5/2002,16:31:20,28.045,N,93.738,W,0
9/5/2002,16:33:21,28.044,N,93.731,W,0
9/5/2002,16:35:20,28.043,N,93.724,W,0
9/5/2002,16:37:20,28.043,N,93.718,W,0
9/5/2002,16:39:21,28.042,N,93.712,W,0
9/5/2002,16:41:21,28.041,N,93.705,W,0
9/5/2002,16:43:20,28.04,N,93.699,W,0
9/5/2002,16:45:20,28.039,N,93.693,W,0
9/5/2002,16:47:21,28.039,N,93.687,W,0
9/5/2002,16:49:21,28.038,N,93.681,W,0
9/5/2002,16:51:20,28.037,N,93.675,W,0
9/5/2002,16:53:20,28.036,N,93.67,W,0
9/5/2002,16:55:21,28.035,N,93.664,W,0
9/5/2002,16:57:21,28.034,N,93.659,W,0
9/5/2002,16:59:20,28.033,N,93.654,W,0
9/5/2002,17:01:20,28.033,N,93.649,W,0
9/5/2002,17:03:21,28.032,N,93.644,W,0
9/5/2002,17:05:20,28.031,N,93.639,W,0
9/5/2002,17:07:20,28.03,N,93.634,W,0
9/5/2002,17:09:21,28.029,N,93.63,W,0
9/5/2002,17:11:21,28.028,N,93.626,W,0
9/5/2002,17:13:20,28.027,N,93.622,W,0
9/5/2002,17:15:20,28.026,N,93.618,W,0
9/5/2002,17:17:21,28.025,N,93.614,W,0
9/5/2002,17:19:21,28.025,N,93.611,W,0
9/5/2002,17:21:20,28.024,N,93.608,W,0
9/5/2002,17:23:20,28.023,N,93.605,W,0
9/5/2002,17:25:21,28.022,N,93.602,W,0
9/5/2002,17:27:21,28.021,N,93.599,W,0
9/5/2002,17:29:20,28.02,N,93.597,W,0
9/5/2002,17:31:20,28.019,N,93.595,W,0
9/5/2002,17:33:21,28.018,N,93.593,W,0
9/5/2002,17:35:20,28.017,N,93.592,W,0
9/5/2002,17:37:20,28.016,N,93.59,W,0
9/5/2002,17:39:21,28.015,N,93.589,W,0
9/5/2002,17:41:21,28.014,N,93.588,W,0
9/5/2002,17:43:20,28.012,N,93.588,W,0
9/5/2002,17:45:20,28.011,N,93.587,W,0
9/5/2002,17:47:21,28.01,N,93.587,W,0
9/5/2002,17:49:21,28.009,N,93.588,W,0
9/5/2002,17:51:20,28.008,N,93.588,W,0
9/5/2002,17:53:20,28.007,N,93.589,W,0
9/5/2002,17:55:21,28.006,N,93.59,W,0
9/5/2002,17:57:21,28.005,N,93.592,W,0
9/5/2002,17:59:20,28.003,N,93.594,W,0
9/5/2002,18:01:20,28.002,N,93.596,W,0
9/5/2002,18:03:21,28.001,N,93.598,W,0
9/5/2002,18:05:20,28,N,93.601,W,0
9/5/2002,18:07:20,27.999,N,93.604,W,0
9/5/2002,18:09:21,27.997,N,93.608,W,0
9/5/2002,18:11:21,27.996,N,93.612,W,0
9/5/2002,18:13:20,27.995,N,93.616,W,0
9/5/2002,18:15:20,27.993,N,93.62,W,0
9/5/2002,18:17:21,27.992,N,93.625,W,0
9/5/2002,18:19:21,27.991,N,93.631,W,0
9/5/2002,18:21:20,27.989,N,93.636,W,0
9/5/2002,18:23:20,27.988,N,93.642,W,0
9/5/2002,18:25:21,27.987,N,93.649,W,0
9/5/2002,18:27:21,27.985,N,93.656,W,0
9/5/2002,18:29:20,27.984,N,93.663,W,0
9/5/2002,18:31:20,27.982,N,93.67,W,0
9/5/2002,18:33:21,27.981,N,93.678,W,0
9/5/2002,18:35:20,27.979,N,93.687,W,0
9/5/2002,18:37:20,27.978,N,93.696,W,0
9/5/2002,18:39:21,27.976,N,93.705,W,0
9/5/2002,18:41:21,27.975,N,93.715,W,0
9/5/2002,18:43:20,27.973,N,93.725,W,0
9/5/2002,18:45:20,27.972,N,93.736,W,0
9/5/2002,18:47:21,27.97,N,93.747,W,0
9/5/2002,18:49:21,27.969,N,93.758,W,0
9/5/2002,18:51:20,27.967,N,93.77,W,0
9/5/2002,18:53:20,27.965,N,93.783,W,0
9/5/2002,18:55:21,27.964,N,93.796,W,0
9/5/2002,18:55:59,27.963,N,93.8,W,0
9/5/2002,18:58:00,27.962,N,93.804,W,0
9/5/2002,19:00:00,27.96,N,93.809,W,0
9/5/2002,19:01:59,27.959,N,93.813,W,0
9/5/2002,19:04:00,27.958,N,93.817,W,0
9/5/2002,19:06:00,27.957,N,93.82,W,0
9/5/2002,19:07:59,27.955,N,93.824,W,0
9/5/2002,19:09:59,27.954,N,93.828,W,0
9/5/2002,19:12:00,27.953,N,93.831,W,0
9/5/2002,19:14:00,27.952,N,93.835,W,0
9/5/2002,19:15:59,27.951,N,93.838,W,0
9/5/2002,19:17:59,27.949,N,93.841,W,0
9/5/2002,19:20:00,27.948,N,93.844,W,0
9/5/2002,19:22:00,27.947,N,93.846,W,0
9/5/2002,19:23:59,27.946,N,93.849,W,0
9/5/2002,19:25:59,27.945,N,93.851,W,0
9/5/2002,19:28:00,27.944,N,93.854,W,0
9/5/2002,19:30:00,27.942,N,93.856,W,0
9/5/2002,19:31:59,27.941,N,93.858,W,0
9/5/2002,19:34:00,27.94,N,93.86,W,0
9/5/2002,19:36:00,27.939,N,93.861,W,0
9/5/2002,19:37:59,27.938,N,93.863,W,0
9/5/2002,19:39:59,27.937,N,93.864,W,0
9/5/2002,19:42:00,27.936,N,93.865,W,0
9/5/2002,19:44:00,27.935,N,93.866,W,0
9/5/2002,19:45:59,27.934,N,93.867,W,0
9/5/2002,19:47:59,27.933,N,93.867,W,0
9/5/2002,19:50:00,27.932,N,93.868,W,0
9/5/2002,19:52:00,27.931,N,93.868,W,0
9/5/2002,19:53:59,27.93,N,93.868,W,0
9/5/2002,19:55:59,27.929,N,93.867,W,0
9/5/2002,19:58:00,27.928,N,93.867,W,0
9/5/2002,20:00:00,27.927,N,93.866,W,0
9/5/2002,20:01:59,27.926,N,93.866,W,0
9/5/2002,20:04:00,27.925,N,93.864,W,0
9/5/2002,20:06:00,27.924,N,93.863,W,0
9/5/2002,20:07:59,27.923,N,93.862,W,0
9/5/2002,20:09:59,27.922,N,93.86,W,0
9/5/2002,20:12:00,27.921,N,93.858,W,0
9/5/2002,20:14:00,27.92,N,93.856,W,0
9/5/2002,20:15:59,27.919,N,93.853,W,0
9/5/2002,20:17:59,27.918,N,93.851,W,0
9/5/2002,20:20:00,27.918,N,93.848,W,0
9/5/2002,20:22:00,27.917,N,93.845,W,0
9/5/2002,20:23:59,27.916,N,93.841,W,0
9/5/2002,20:25:59,27.915,N,93.838,W,0
9/5/2002,20:28:00,27.914,N,93.834,W,0
9/5/2002,20:30:00,27.914,N,93.83,W,0
9/5/2002,20:31:59,27.913,N,93.826,W,0
9/5/2002,20:34:00,27.912,N,93.821,W,0
9/5/2002,20:36:00,27.911,N,93.816,W,0
9/5/2002,20:37:59,27.911,N,93.811,W,0
9/5/2002,20:39:59,27.91,N,93.806,W,0
9/5/2002,20:42:00,27.909,N,93.801,W,0
9/5/2002,20:44:00,27.909,N,93.795,W,0
9/5/2002,20:45:59,27.908,N,93.789,W,0
9/5/2002,20:47:59,27.907,N,93.783,W,0
9/5/2002,20:50:00,27.907,N,93.777,W,0
9/5/2002,20:52:00,27.906,N,93.771,W,0
9/5/2002,20:53:59,27.906,N,93.764,W,0
9/5/2002,20:55:59,27.905,N,93.757,W,0
9/5/2002,20:58:00,27.904,N,93.75,W,0
9/5/2002,21:00:00,27.904,N,93.743,W,0
9/5/2002,21:01:59,27.903,N,93.736,W,0
9/5/2002,21:04:00,27.903,N,93.729,W,0
9/5/2002,21:06:00,27.902,N,93.721,W,0
9/5/2002,21:07:59,27.902,N,93.713,W,0
9/5/2002,21:09:59,27.901,N,93.706,W,0
9/5/2002,21:12:00,27.9,N,93.698,W,0
9/5/2002,21:14:00,27.9,N,93.69,W,0
9/5/2002,21:15:59,27.899,N,93.681,W,0
9/5/2002,21:17:59,27.899,N,93.673,W,0
9/5/2002,21:20:00,27.898,N,93.665,W,0
9/5/2002,21:22:00,27.898,N,93.656,W,0
9/5/2002,21:23:59,27.897,N,93.648,W,0
9/5/2002,21:25:59,27.897,N,93.639,W,0
9/5/2002,21:28:00,27.896,N,93.63,W,0
9/5/2002,21:30:00,27.896,N,93.621,W,0
9/5/2002,21:31:59,27.896,N,93.613,W,0
9/5/2002,21:34:00,27.895,N,93.604,W,0
9/5/2002,21:36:00,27.895,N,93.594,W,0
9/5/2002,21:37:59,27.894,N,93.585,W,0
9/5/2002,21:39:59,27.894,N,93.576,W,0
9/5/2002,21:42:00,27.893,N,93.567,W,0
9/5/2002,21:44:00,27.893,N,93.558,W,0
9/5/2002,21:45:59,27.892,N,93.548,W,0
9/5/2002,21:47:59,27.892,N,93.539,W,0
9/5/2002,21:50:00,27.892,N,93.53,W,0
9/5/2002,21:52:00,27.891,N,93.52,W,0
9/5/2002,21:53:59,27.891,N,93.511,W,0
9/5/2002,21:55:59,27.89,N,93.502,W,0
9/5/2002,21:58:00,27.89,N,93.492,W,0
9/5/2002,22:00:00,27.889,N,93.483,W,0
9/5/2002,22:01:59,27.889,N,93.473,W,0
9/5/2002,22:04:00,27.889,N,93.464,W,0
9/5/2002,22:06:00,27.888,N,93.454,W,0
9/5/2002,22:07:59,27.888,N,93.445,W,0
9/5/2002,22:09:59,27.887,N,93.436,W,0
9/5/2002,22:12:00,27.887,N,93.427,W,0
9/5/2002,22:14:00,27.886,N,93.417,W,0
9/5/2002,22:15:59,27.886,N,93.408,W,0
9/5/2002,22:17:59,27.886,N,93.399,W,0
9/5/2002,22:20:00,27.885,N,93.39,W,0
9/5/2002,22:22:00,27.885,N,93.381,W,0
9/5/2002,22:23:59,27.884,N,93.372,W,0
9/5/2002,22:25:59,27.884,N,93.363,W,0
9/5/2002,22:28:00,27.883,N,93.354,W,0
9/5/2002,22:30:00,27.883,N,93.345,W,0
9/5/2002,22:31:59,27.882,N,93.336,W,0
9/5/2002,22:34:00,27.882,N,93.328,W,0
9/5/2002,22:36:00,27.881,N,93.319,W,0
9/5/2002,22:37:59,27.881,N,93.311,W,0
9/5/2002,22:39:59,27.881,N,93.303,W,0
9/5/2002,22:42:00,27.88,N,93.295,W,0
9/5/2002,22:44:00,27.88,N,93.287,W,0
9/5/2002,22:45:59,27.879,N,93.279,W,0
9/5/2002,22:47:59,27.879,N,93.271,W,0
9/5/2002,22:50:00,27.878,N,93.263,W,0
9/5/2002,22:52:00,27.878,N,93.256,W,0
9/5/2002,22:53:59,27.877,N,93.248,W,0
9/5/2002,22:55:59,27.876,N,93.241,W,0
9/5/2002,22:58:00,27.876,N,93.234,W,0
9/5/2002,23:00:00,27.875,N,93.227,W,0
9/5/2002,23:01:59,27.875,N,93.22,W,0
9/5/2002,23:04:00,27.874,N,93.214,W,0
9/5/2002,23:06:00,27.874,N,93.207,W,0
9/5/2002,23:07:59,27.873,N,93.201,W,0
9/5/2002,23:09:59,27.873,N,93.195,W,0
9/5/2002,23:12:00,27.872,N,93.189,W,0
9/5/2002,23:14:00,27.871,N,93.184,W,0
9/5/2002,23:15:59,27.871,N,93.178,W,0
9/5/2002,23:17:59,27.87,N,93.173,W,0
9/5/2002,23:20:00,27.869,N,93.168,W,0
9/5/2002,23:22:00,27.869,N,93.163,W,0
9/5/2002,23:23:59,27.868,N,93.158,W,0
9/5/2002,23:25:59,27.867,N,93.154,W,0
9/5/2002,23:28:00,27.867,N,93.15,W,0
9/5/2002,23:30:00,27.866,N,93.145,W,0
9/5/2002,23:31:59,27.865,N,93.141,W,0
9/5/2002,23:34:00,27.865,N,93.137,W,0
9/5/2002,23:36:00,27.864,N,93.134,W,0
9/5/2002,23:37:59,27.863,N,93.13,W,0
9/5/2002,23:39:59,27.862,N,93.127,W,0
9/5/2002,23:42:00,27.862,N,93.124,W,0
9/5/2002,23:44:00,27.861,N,93.121,W,0
9/5/2002,23:45:59,27.86,N,93.118,W,0
9/5/2002,23:47:59,27.859,N,93.115,W,0
9/5/2002,23:50:00,27.859,N,93.112,W,0
9/5/2002,23:52:00,27.858,N,93.11,W,0
9/5/2002,23:53:59,27.857,N,93.107,W,0
9/5/2002,23:55:59,27.856,N,93.105,W,0
9/5/2002,23:58:00,27.855,N,93.103,W,0
9/6/2002,0:00:00,27.855,N,93.101,W,0
9/6/2002,0:01:59,27.854,N,93.099,W,0
9/6/2002,0:04:00,27.853,N,93.098,W,0
9/6/2002,0:06:00,27.852,N,93.096,W,0
9/6/2002,0:06:23,27.852,N,93.096,W,0
9/6/2002,0:08:23,27.85,N,93.095,W,0
9/6/2002,0:10:24,27.847,N,93.095,W,0
9/6/2002,0:12:24,27.845,N,93.094,W,0
9/6/2002,0:14:23,27.843,N,93.093,W,0
9/6/2002,0:16:23,27.84,N,93.093,W,0
9/6/2002,0:18:24,27.838,N,93.092,W,0
9/6/2002,0:20:24,27.836,N,93.092,W,0
9/6/2002,0:22:23,27.834,N,93.091,W,0
9/6/2002,0:24:23,27.832,N,93.091,W,0
9/6/2002,0:26:24,27.83,N,93.091,W,0
9/6/2002,0:28:24,27.828,N,93.091,W,0
9/6/2002,0:30:23,27.826,N,93.091,W,0
9/6/2002,0:32:24,27.824,N,93.091,W,0
9/6/2002,0:34:24,27.822,N,93.091,W,0
9/6/2002,0:36:23,27.821,N,93.091,W,0
9/6/2002,0:38:23,27.819,N,93.091,W,0
9/6/2002,0:40:24,27.817,N,93.091,W,0
9/6/2002,0:42:24,27.816,N,93.091,W,0
9/6/2002,0:44:23,27.814,N,93.091,W,0
9/6/2002,0:46:23,27.813,N,93.092,W,0
9/6/2002,0:48:24,27.811,N,93.092,W,0
9/6/2002,0:50:24,27.81,N,93.093,W,0
9/6/2002,0:52:23,27.808,N,93.093,W,0
9/6/2002,0:54:23,27.807,N,93.094,W,0
9/6/2002,0:56:24,27.806,N,93.095,W,0
9/6/2002,0:58:24,27.805,N,93.095,W,0
9/6/2002,1:00:23,27.804,N,93.096,W,0
9/6/2002,1:02:24,27.803,N,93.097,W,0
9/6/2002,1:04:24,27.802,N,93.098,W,0
9/6/2002,1:06:23,27.801,N,93.099,W,0
9/6/2002,1:08:23,27.801,N,93.1,W,0
9/6/2002,1:10:24,27.8,N,93.101,W,0
9/6/2002,1:12:24,27.799,N,93.102,W,0
9/6/2002,1:14:23,27.799,N,93.104,W,0
9/6/2002,1:16:23,27.798,N,93.105,W,0
9/6/2002,1:18:24,27.798,N,93.106,W,0
9/6/2002,1:20:24,27.798,N,93.108,W,0
9/6/2002,1:22:23,27.797,N,93.109,W,0
9/6/2002,1:24:23,27.797,N,93.111,W,0
9/6/2002,1:26:24,27.797,N,93.112,W,0
9/6/2002,1:28:24,27.797,N,93.114,W,0
9/6/2002,1:30:23,27.797,N,93.116,W,0
9/6/2002,1:32:24,27.797,N,93.117,W,0
9/6/2002,1:34:24,27.797,N,93.119,W,0
9/6/2002,1:36:23,27.797,N,93.121,W,0
9/6/2002,1:38:23,27.798,N,93.123,W,0
9/6/2002,1:40:24,27.798,N,93.125,W,0
9/6/2002,1:42:24,27.798,N,93.127,W,0
9/6/2002,1:44:23,27.799,N,93.129,W,0
9/6/2002,1:46:23,27.799,N,93.131,W,0
9/6/2002,1:48:24,27.8,N,93.133,W,0
9/6/2002,1:50:24,27.8,N,93.135,W,0
9/6/2002,1:52:23,27.801,N,93.137,W,0
9/6/2002,1:52:55,27.801,N,93.138,W,0
9/6/2002,1:54:54,27.801,N,93.139,W,0
9/6/2002,1:56:54,27.801,N,93.141,W,0
9/6/2002,1:58:55,27.801,N,93.143,W,0
9/6/2002,2:00:55,27.801,N,93.144,W,0
9/6/2002,2:02:54,27.801,N,93.146,W,0
9/6/2002,2:04:54,27.801,N,93.148,W,0
9/6/2002,2:06:55,27.801,N,93.149,W,0
9/6/2002,2:08:54,27.801,N,93.151,W,0
9/6/2002,2:10:54,27.801,N,93.153,W,0
9/6/2002,2:12:55,27.801,N,93.155,W,0
9/6/2002,2:14:55,27.802,N,93.157,W,0
9/6/2002,2:16:54,27.802,N,93.159,W,0
9/6/2002,2:18:54,27.803,N,93.161,W,0
9/6/2002,2:20:55,27.803,N,93.163,W,0
9/6/2002,2:22:55,27.804,N,93.165,W,0
9/6/2002,2:24:54,27.804,N,93.167,W,0
9/6/2002,2:26:54,27.805,N,93.169,W,0
9/6/2002,2:28:55,27.805,N,93.171,W,0
9/6/2002,2:30:55,27.806,N,93.174,W,0
9/6/2002,2:32:54,27.807,N,93.176,W,0
9/6/2002,2:34:54,27.808,N,93.178,W,0
9/6/2002,2:36:55,27.809,N,93.181,W,0
9/6/2002,2:38:54,27.81,N,93.183,W,0
9/6/2002,2:40:54,27.811,N,93.186,W,0
9/6/2002,2:42:55,27.812,N,93.189,W,0
9/6/2002,2:44:55,27.813,N,93.191,W,0
9/6/2002,2:46:54,27.814,N,93.194,W,0
9/6/2002,2:48:54,27.816,N,93.197,W,0
9/6/2002,2:50:55,27.817,N,93.2,W,0
9/6/2002,2:52:55,27.819,N,93.203,W,0
9/6/2002,2:54:54,27.82,N,93.206,W,0
9/6/2002,2:56:54,27.822,N,93.209,W,0
9/6/2002,2:58:55,27.823,N,93.212,W,0
9/6/2002,3:00:55,27.825,N,93.215,W,0
9/6/2002,3:02:54,27.827,N,93.218,W,0
9/6/2002,3:04:54,27.829,N,93.221,W,0
9/6/2002,3:06:55,27.831,N,93.225,W,0
9/6/2002,3:08:54,27.833,N,93.228,W,0
9/6/2002,3:10:54,27.835,N,93.232,W,0
9/6/2002,3:12:55,27.837,N,93.235,W,0
9/6/2002,3:14:55,27.839,N,93.239,W,0
9/6/2002,3:16:54,27.841,N,93.243,W,0
9/6/2002,3:18:54,27.844,N,93.246,W,0
9/6/2002,3:20:55,27.846,N,93.25,W,0
9/6/2002,3:22:55,27.849,N,93.254,W,0
9/6/2002,3:24:54,27.851,N,93.258,W,0
9/6/2002,3:26:54,27.854,N,93.262,W,0
9/6/2002,3:28:55,27.857,N,93.266,W,0
9/6/2002,3:30:55,27.86,N,93.27,W,0
9/6/2002,3:32:54,27.863,N,93.275,W,0
9/6/2002,3:34:54,27.866,N,93.279,W,0
9/6/2002,3:36:55,27.869,N,93.283,W,0
9/6/2002,3:38:54,27.872,N,93.288,W,0
9/6/2002,3:40:54,27.875,N,93.292,W,0
9/6/2002,3:42:55,27.879,N,93.297,W,0
9/6/2002,3:44:55,27.882,N,93.302,W,0
9/6/2002,3:46:54,27.886,N,93.307,W,0
9/6/2002,3:48:54,27.889,N,93.311,W,0
9/6/2002,3:50:55,27.893,N,93.316,W,0
9/6/2002,3:52:55,27.897,N,93.321,W,0
9/6/2002,3:54:54,27.901,N,93.326,W,0
9/6/2002,3:56:54,27.905,N,93.332,W,0
9/6/2002,3:58:55,27.909,N,93.337,W,0
9/6/2002,4:00:55,27.913,N,93.342,W,0
9/6/2002,4:02:54,27.918,N,93.348,W,0
9/6/2002,4:04:27,27.921,N,93.352,W,0
9/6/2002,4:06:27,27.923,N,93.355,W,0
9/6/2002,4:08:26,27.924,N,93.358,W,0
9/6/2002,4:10:26,27.926,N,93.361,W,0
9/6/2002,4:12:27,27.927,N,93.364,W,0
9/6/2002,4:14:26,27.929,N,93.368,W,0
9/6/2002,4:16:26,27.93,N,93.371,W,0
9/6/2002,4:18:27,27.932,N,93.374,W,0
9/6/2002,4:20:27,27.933,N,93.377,W,0
9/6/2002,4:22:26,27.935,N,93.38,W,0
9/6/2002,4:24:26,27.936,N,93.383,W,0
9/6/2002,4:26:27,27.937,N,93.386,W,0
9/6/2002,4:28:27,27.939,N,93.389,W,0
9/6/2002,4:30:26,27.94,N,93.392,W,0
9/6/2002,4:32:26,27.942,N,93.395,W,0
9/6/2002,4:34:27,27.943,N,93.398,W,0
9/6/2002,4:36:27,27.944,N,93.401,W,0
9/6/2002,4:38:26,27.946,N,93.404,W,0
9/6/2002,4:40:26,27.947,N,93.407,W,0
9/6/2002,4:42:27,27.948,N,93.41,W,0
9/6/2002,4:44:26,27.949,N,93.413,W,0
9/6/2002,4:46:26,27.951,N,93.416,W,0
9/6/2002,4:48:27,27.952,N,93.419,W,0
9/6/2002,4:50:27,27.953,N,93.422,W,0
9/6/2002,4:52:26,27.954,N,93.425,W,0
9/6/2002,4:54:26,27.956,N,93.428,W,0
9/6/2002,4:56:27,27.957,N,93.431,W,0
9/6/2002,4:58:27,27.958,N,93.434,W,0
9/6/2002,5:00:26,27.959,N,93.437,W,0
9/6/2002,5:02:26,27.96,N,93.44,W,0
9/6/2002,5:04:27,27.961,N,93.442,W,0
9/6/2002,5:06:27,27.963,N,93.445,W,0
9/6/2002,5:08:26,27.964,N,93.448,W,0
9/6/2002,5:10:26,27.965,N,93.451,W,0
9/6/2002,5:12:27,27.966,N,93.454,W,0
9/6/2002,5:14:26,27.967,N,93.457,W,0
9/6/2002,5:16:26,27.968,N,93.46,W,0
9/6/2002,5:18:27,27.969,N,93.463,W,0
9/6/2002,5:20:27,27.97,N,93.465,W,0
9/6/2002,5:22:26,27.971,N,93.468,W,0
9/6/2002,5:24:26,27.972,N,93.471,W,0
9/6/2002,5:26:27,27.973,N,93.474,W,0
9/6/2002,5:28:27,27.973,N,93.477,W,0
9/6/2002,5:30:26,27.974,N,93.479,W,0
9/6/2002,5:32:26,27.975,N,93.482,W,0
9/6/2002,5:34:27,27.976,N,93.485,W,0
9/6/2002,5:36:27,27.977,N,93.488,W,0
9/6/2002,5:38:26,27.978,N,93.49,W,0
9/6/2002,5:40:26,27.978,N,93.493,W,0
9/6/2002,5:42:27,27.979,N,93.496,W,0
9/6/2002,5:44:26,27.98,N,93.498,W,0
9/6/2002,5:46:26,27.981,N,93.501,W,0
9/6/2002,5:48:27,27.981,N,93.504,W,0
9/6/2002,5:50:27,27.982,N,93.507,W,0
9/6/2002,5:52:26,27.983,N,93.509,W,0
9/6/2002,5:54:26,27.983,N,93.512,W,0
9/6/2002,5:56:27,27.984,N,93.515,W,0
9/6/2002,5:58:27,27.984,N,93.517,W,0
9/6/2002,6:00:26,27.985,N,93.52,W,0
9/6/2002,6:02:26,27.985,N,93.522,W,0
9/6/2002,6:04:27,27.986,N,93.525,W,0
9/6/2002,6:06:27,27.986,N,93.528,W,0
9/6/2002,6:08:26,27.987,N,93.53,W,0
9/6/2002,6:10:26,27.987,N,93.533,W,0
9/6/2002,6:12:27,27.988,N,93.535,W,0
9/6/2002,6:14:26,27.988,N,93.538,W,0
9/6/2002,6:16:26,27.989,N,93.54,W,0
9/6/2002,6:18:27,27.989,N,93.543,W,0
9/6/2002,6:20:27,27.989,N,93.545,W,0
9/6/2002,6:22:26,27.99,N,93.548,W,0
9/6/2002,6:24:26,27.99,N,93.55,W,0
9/6/2002,6:26:27,27.99,N,93.553,W,0
9/6/2002,6:28:27,27.99,N,93.555,W,0
9/6/2002,6:30:26,27.991,N,93.558,W,0
9/6/2002,6:32:26,27.991,N,93.56,W,0
9/6/2002,6:34:27,27.991,N,93.563,W,0
9/6/2002,6:36:27,27.991,N,93.565,W,0
9/6/2002,6:38:26,27.991,N,93.568,W,0
9/6/2002,6:40:26,27.991,N,93.57,W,0
9/6/2002,6:42:27,27.992,N,93.573,W,0
9/6/2002,6:44:26,27.992,N,93.575,W,0
9/6/2002,6:46:26,27.992,N,93.577,W,0
9/6/2002,6:48:27,27.992,N,93.58,W,0
9/6/2002,6:50:27,27.992,N,93.582,W,0
9/6/2002,6:52:26,27.992,N,93.585,W,0
9/6/2002,6:54:26,27.992,N,93.587,W,0
9/6/2002,6:56:27,27.992,N,93.59,W,0
9/6/2002,6:58:27,27.992,N,93.592,W,0
9/6/2002,7:00:26,27.992,N,93.594,W,0
9/6/2002,7:02:26,27.992,N,93.597,W,0
9/6/2002,7:04:27,27.992,N,93.599,W,0
9/6/2002,7:06:27,27.991,N,93.602,W,0
9/6/2002,7:08:26,27.991,N,93.604,W,0
9/6/2002,7:10:26,27.991,N,93.606,W,0
9/6/2002,7:12:27,27.991,N,93.609,W,0
9/6/2002,7:14:26,27.991,N,93.611,W,0
9/6/2002,7:16:26,27.991,N,93.614,W,0
9/6/2002,7:18:27,27.99,N,93.616,W,0
